game,2013,13,20131128,201311280det,gnb,"Green Bay Packers",10,det,"Detroit Lions",40
team,201311280det,gnb,First Downs,7,,,,,,
team,201311280det,det,First Downs,30,,,,,,
team,201311280det,gnb,Rush-Yds-TDs,15-24-0,,,,,,
team,201311280det,det,Rush-Yds-TDs,43-241-2,,,,,,
team,201311280det,gnb,Cmp-Att-Yd-TD-INT,10-20-139-0-1,,,,,,
team,201311280det,det,Cmp-Att-Yd-TD-INT,22-35-330-3-2,,,,,,
team,201311280det,gnb,Sacked-Yards,7-37,,,,,,
team,201311280det,det,Sacked-Yards,1-10,,,,,,
team,201311280det,gnb,Net Pass Yards,102,,,,,,
team,201311280det,det,Net Pass Yards,320,,,,,,
team,201311280det,gnb,Total Yards,126,,,,,,
team,201311280det,det,Total Yards,561,,,,,,
team,201311280det,gnb,Fumbles-Lost,2-2,,,,,,
team,201311280det,det,Fumbles-Lost,2-2,,,,,,
team,201311280det,gnb,Turnovers,3,,,,,,
team,201311280det,det,Turnovers,4,,,,,,
team,201311280det,gnb,Penalties-Yards,3-25,,,,,,
team,201311280det,det,Penalties-Yards,5-50,,,,,,
team,201311280det,gnb,Third Down Conv.,2-10,,,,,,
team,201311280det,det,Third Down Conv.,9-12,,,,,,
team,201311280det,gnb,Fourth Down Conv.,0-0,,,,,,
team,201311280det,det,Fourth Down Conv.,0-0,,,,,,
team,201311280det,gnb,Time of Possession,19:34,,,,,,
team,201311280det,det,Time of Possession,40:26,,,,,,
player,201311280det,gnb,FlynMa00,pass_cmp,10,,,,,
player,201311280det,gnb,FlynMa00,pass_att,20,,,,,
player,201311280det,gnb,FlynMa00,pass_yds,139,,,,,
player,201311280det,gnb,FlynMa00,pass_td,0,,,,,
player,201311280det,gnb,FlynMa00,pass_int,1,,,,,
player,201311280det,gnb,FlynMa00,pass_sacked,7,,,,,
player,201311280det,gnb,FlynMa00,pass_sacked_yds,37,,,,,
player,201311280det,gnb,FlynMa00,pass_long,56,,,,,
player,201311280det,gnb,FlynMa00,pass_rating,51.9,,,,,
