game,2013,8,20131027,201310270kan,cle,"Cleveland Browns",17,kan,"Kansas City Chiefs",23
team,201310270kan,cle,First Downs,13,,,,,,
team,201310270kan,kan,First Downs,20,,,,,,
team,201310270kan,cle,Rush-Yds-TDs,15-57-0,,,,,,
team,201310270kan,kan,Rush-Yds-TDs,29-136-0,,,,,,
team,201310270kan,cle,Cmp-Att-Yd-TD-INT,22-36-293-2-0,,,,,,
team,201310270kan,kan,Cmp-Att-Yd-TD-INT,24-36-225-2-0,,,,,,
team,201310270kan,cle,Sacked-Yards,1-10,,,,,,
team,201310270kan,kan,Sacked-Yards,6-30,,,,,,
team,201310270kan,cle,Net Pass Yards,283,,,,,,
team,201310270kan,kan,Net Pass Yards,195,,,,,,
team,201310270kan,cle,Total Yards,340,,,,,,
team,201310270kan,kan,Total Yards,331,,,,,,
team,201310270kan,cle,Fumbles-Lost,1-1,,,,,,
team,201310270kan,kan,Fumbles-Lost,1-0,,,,,,
team,201310270kan,cle,Turnovers,1,,,,,,
team,201310270kan,kan,Turnovers,0,,,,,,
team,201310270kan,cle,Penalties-Yards,9-70,,,,,,
team,201310270kan,kan,Penalties-Yards,5-31,,,,,,
team,201310270kan,cle,Third Down Conv.,3-12,,,,,,
team,201310270kan,kan,Third Down Conv.,10-19,,,,,,
team,201310270kan,cle,Fourth Down Conv.,1-2,,,,,,
team,201310270kan,kan,Fourth Down Conv.,0-0,,,,,,
team,201310270kan,cle,Time of Possession,23:55,,,,,,
team,201310270kan,kan,Time of Possession,36:05,,,,,,
player,201310270kan,cle,CampJa00,pass_cmp,22,,,,,
player,201310270kan,cle,CampJa00,pass_att,36,,,,,
player,201310270kan,cle,CampJa00,pass_yds,293,,,,,
player,201310270kan,cle,CampJa00,pass_td,2,,,,,
player,201310270kan,cle,CampJa00,pass_int,0,,,,,
player,201310270kan,cle,CampJa00,pass_sacked,1,,,,,
player,201310270kan,cle,CampJa00,pass_sacked_yds,10,,,,,
player,201310270kan,cle,CampJa00,pass_long,47,,,,,
player,201310270kan,cle,CampJa00,pass_rating,105.4,,,,,
player,201310270kan,cle,CampJa00,rush_att,3,,,,,
player,201310270kan,cle,CampJa00,rush_yds,17,,,,,
player,201310270kan,cle,CampJa00,rush_td,0,,,,,
player,201310270kan,cle,CampJa00,rush_long,8,,,,,
player,201310270kan,cle,CampJa00,targets,0,,,,,
player,201310270kan,cle,CampJa00,rec,0,,,,,
player,201310270kan,cle,CampJa00,rec_yds,0,,,,,
player,201310270kan,cle,CampJa00,rec_td,0,,,,,
player,201310270kan,cle,CampJa00,rec_long,0,,,,,
player,201310270kan,cle,CampJa00,fumbles,0,,,,,
player,201310270kan,cle,CampJa00,fumbles_lost,0,,,,,
player,201310270kan,cle,McGaWi00,pass_cmp,0,,,,,
player,201310270kan,cle,McGaWi00,pass_att,0,,,,,
player,201310270kan,cle,McGaWi00,pass_yds,0,,,,,
player,201310270kan,cle,McGaWi00,pass_td,0,,,,,
player,201310270kan,cle,McGaWi00,pass_int,0,,,,,
player,201310270kan,cle,McGaWi00,pass_sacked,0,,,,,
player,201310270kan,cle,McGaWi00,pass_sacked_yds,0,,,,,
player,201310270kan,cle,McGaWi00,pass_long,0,,,,,
player,201310270kan,cle,McGaWi00,pass_rating,,,,,,
player,201310270kan,cle,McGaWi00,rush_att,9,,,,,
player,201310270kan,cle,McGaWi00,rush_yds,28,,,,,
player,201310270kan,cle,McGaWi00,rush_td,0,,,,,
player,201310270kan,cle,McGaWi00,rush_long,14,,,,,
player,201310270kan,cle,McGaWi00,targets,2,,,,,
player,201310270kan,cle,McGaWi00,rec,2,,,,,
player,201310270kan,cle,McGaWi00,rec_yds,0,,,,,
player,201310270kan,cle,McGaWi00,rec_td,0,,,,,
player,201310270kan,cle,McGaWi00,rec_long,0,,,,,
player,201310270kan,cle,McGaWi00,fumbles,0,,,,,
player,201310270kan,cle,McGaWi00,fumbles_lost,0,,,,,
player,201310270kan,cle,OgboCh00,pass_cmp,0,,,,,
player,201310270kan,cle,OgboCh00,pass_att,0,,,,,
player,201310270kan,cle,OgboCh00,pass_yds,0,,,,,
player,201310270kan,cle,OgboCh00,pass_td,0,,,,,
player,201310270kan,cle,OgboCh00,pass_int,0,,,,,
player,201310270kan,cle,OgboCh00,pass_sacked,0,,,,,
player,201310270kan,cle,OgboCh00,pass_sacked_yds,0,,,,,
player,201310270kan,cle,OgboCh00,pass_long,0,,,,,
player,201310270kan,cle,OgboCh00,pass_rating,,,,,,
player,201310270kan,cle,OgboCh00,rush_att,3,,,,,
player,201310270kan,cle,OgboCh00,rush_yds,12,,,,,
player,201310270kan,cle,OgboCh00,rush_td,0,,,,,
player,201310270kan,cle,OgboCh00,rush_long,12,,,,,
player,201310270kan,cle,OgboCh00,targets,4,,,,,
player,201310270kan,cle,OgboCh00,rec,3,,,,,
player,201310270kan,cle,OgboCh00,rec_yds,15,,,,,
player,201310270kan,cle,OgboCh00,rec_td,0,,,,,
player,201310270kan,cle,OgboCh00,rec_long,7,,,,,
player,201310270kan,cle,OgboCh00,fumbles,0,,,,,
player,201310270kan,cle,OgboCh00,fumbles_lost,0,,,,,
player,201310270kan,cle,GordJo02,pass_cmp,0,,,,,
player,201310270kan,cle,GordJo02,pass_att,0,,,,,
player,201310270kan,cle,GordJo02,pass_yds,0,,,,,
player,201310270kan,cle,GordJo02,pass_td,0,,,,,
player,201310270kan,cle,GordJo02,pass_int,0,,,,,
player,201310270kan,cle,GordJo02,pass_sacked,0,,,,,
player,201310270kan,cle,GordJo02,pass_sacked_yds,0,,,,,
player,201310270kan,cle,GordJo02,pass_long,0,,,,,
player,201310270kan,cle,GordJo02,pass_rating,,,,,,
player,201310270kan,cle,GordJo02,rush_att,0,,,,,
player,201310270kan,cle,GordJo02,rush_yds,0,,,,,
player,201310270kan,cle,GordJo02,rush_td,0,,,,,
player,201310270kan,cle,GordJo02,rush_long,0,,,,,
player,201310270kan,cle,GordJo02,targets,10,,,,,
player,201310270kan,cle,GordJo02,rec,5,,,,,
player,201310270kan,cle,GordJo02,rec_yds,132,,,,,
player,201310270kan,cle,GordJo02,rec_td,1,,,,,
player,201310270kan,cle,GordJo02,rec_long,47,,,,,
player,201310270kan,cle,GordJo02,fumbles,0,,,,,
player,201310270kan,cle,GordJo02,fumbles_lost,0,,,,,
player,201310270kan,cle,CameJo00,pass_cmp,0,,,,,
player,201310270kan,cle,CameJo00,pass_att,0,,,,,
player,201310270kan,cle,CameJo00,pass_yds,0,,,,,
player,201310270kan,cle,CameJo00,pass_td,0,,,,,
player,201310270kan,cle,CameJo00,pass_int,0,,,,,
player,201310270kan,cle,CameJo00,pass_sacked,0,,,,,
player,201310270kan,cle,CameJo00,pass_sacked_yds,0,,,,,
player,201310270kan,cle,CameJo00,pass_long,0,,,,,
player,201310270kan,cle,CameJo00,pass_rating,,,,,,
player,201310270kan,cle,CameJo00,rush_att,0,,,,,
player,201310270kan,cle,CameJo00,rush_yds,0,,,,,
player,201310270kan,cle,CameJo00,rush_td,0,,,,,
player,201310270kan,cle,CameJo00,rush_long,0,,,,,
player,201310270kan,cle,CameJo00,targets,4,,,,,
player,201310270kan,cle,CameJo00,rec,4,,,,,
player,201310270kan,cle,CameJo00,rec_yds,81,,,,,
player,201310270kan,cle,CameJo00,rec_td,0,,,,,
player,201310270kan,cle,CameJo00,rec_long,37,,,,,
player,201310270kan,cle,CameJo00,fumbles,0,,,,,
player,201310270kan,cle,CameJo00,fumbles_lost,0,,,,,
player,201310270kan,cle,BessDa00,pass_cmp,0,,,,,
player,201310270kan,cle,BessDa00,pass_att,0,,,,,
player,201310270kan,cle,BessDa00,pass_yds,0,,,,,
player,201310270kan,cle,BessDa00,pass_td,0,,,,,
player,201310270kan,cle,BessDa00,pass_int,0,,,,,
player,201310270kan,cle,BessDa00,pass_sacked,0,,,,,
player,201310270kan,cle,BessDa00,pass_sacked_yds,0,,,,,
player,201310270kan,cle,BessDa00,pass_long,0,,,,,
player,201310270kan,cle,BessDa00,pass_rating,,,,,,
player,201310270kan,cle,BessDa00,rush_att,0,,,,,
player,201310270kan,cle,BessDa00,rush_yds,0,,,,,
player,201310270kan,cle,BessDa00,rush_td,0,,,,,
player,201310270kan,cle,BessDa00,rush_long,0,,,,,
player,201310270kan,cle,BessDa00,targets,8,,,,,
player,201310270kan,cle,BessDa00,rec,3,,,,,
player,201310270kan,cle,BessDa00,rec_yds,27,,,,,
player,201310270kan,cle,BessDa00,rec_td,0,,,,,
player,201310270kan,cle,BessDa00,rec_long,15,,,,,
player,201310270kan,cle,BessDa00,fumbles,1,,,,,
player,201310270kan,cle,BessDa00,fumbles_lost,1,,,,,
player,201310270kan,cle,WhitFo00,pass_cmp,0,,,,,
player,201310270kan,cle,WhitFo00,pass_att,0,,,,,
player,201310270kan,cle,WhitFo00,pass_yds,0,,,,,
player,201310270kan,cle,WhitFo00,pass_td,0,,,,,
player,201310270kan,cle,WhitFo00,pass_int,0,,,,,
player,201310270kan,cle,WhitFo00,pass_sacked,0,,,,,
player,201310270kan,cle,WhitFo00,pass_sacked_yds,0,,,,,
player,201310270kan,cle,WhitFo00,pass_long,0,,,,,
player,201310270kan,cle,WhitFo00,pass_rating,,,,,,
player,201310270kan,cle,WhitFo00,rush_att,0,,,,,
player,201310270kan,cle,WhitFo00,rush_yds,0,,,,,
player,201310270kan,cle,WhitFo00,rush_td,0,,,,,
player,201310270kan,cle,WhitFo00,rush_long,0,,,,,
player,201310270kan,cle,WhitFo00,targets,2,,,,,
player,201310270kan,cle,WhitFo00,rec,2,,,,,
player,201310270kan,cle,WhitFo00,rec_yds,22,,,,,
player,201310270kan,cle,WhitFo00,rec_td,1,,,,,
player,201310270kan,cle,WhitFo00,rec_long,17,,,,,
player,201310270kan,cle,WhitFo00,fumbles,0,,,,,
player,201310270kan,cle,WhitFo00,fumbles_lost,0,,,,,
player,201310270kan,cle,LittGr00,pass_cmp,0,,,,,
player,201310270kan,cle,LittGr00,pass_att,0,,,,,
player,201310270kan,cle,LittGr00,pass_yds,0,,,,,
player,201310270kan,cle,LittGr00,pass_td,0,,,,,
player,201310270kan,cle,LittGr00,pass_int,0,,,,,
player,201310270kan,cle,LittGr00,pass_sacked,0,,,,,
player,201310270kan,cle,LittGr00,pass_sacked_yds,0,,,,,
player,201310270kan,cle,LittGr00,pass_long,0,,,,,
player,201310270kan,cle,LittGr00,pass_rating,,,,,,
player,201310270kan,cle,LittGr00,rush_att,0,,,,,
player,201310270kan,cle,LittGr00,rush_yds,0,,,,,
player,201310270kan,cle,LittGr00,rush_td,0,,,,,
player,201310270kan,cle,LittGr00,rush_long,0,,,,,
player,201310270kan,cle,LittGr00,targets,3,,,,,
player,201310270kan,cle,LittGr00,rec,1,,,,,
player,201310270kan,cle,LittGr00,rec_yds,8,,,,,
player,201310270kan,cle,LittGr00,rec_td,0,,,,,
player,201310270kan,cle,LittGr00,rec_long,8,,,,,
player,201310270kan,cle,LittGr00,fumbles,0,,,,,
player,201310270kan,cle,LittGr00,fumbles_lost,0,,,,,
player,201310270kan,cle,GrayMa00,pass_cmp,0,,,,,
player,201310270kan,cle,GrayMa00,pass_att,0,,,,,
player,201310270kan,cle,GrayMa00,pass_yds,0,,,,,
player,201310270kan,cle,GrayMa00,pass_td,0,,,,,
player,201310270kan,cle,GrayMa00,pass_int,0,,,,,
player,201310270kan,cle,GrayMa00,pass_sacked,0,,,,,
player,201310270kan,cle,GrayMa00,pass_sacked_yds,0,,,,,
player,201310270kan,cle,GrayMa00,pass_long,0,,,,,
player,201310270kan,cle,GrayMa00,pass_rating,,,,,,
player,201310270kan,cle,GrayMa00,rush_att,0,,,,,
player,201310270kan,cle,GrayMa00,rush_yds,0,,,,,
player,201310270kan,cle,GrayMa00,rush_td,0,,,,,
player,201310270kan,cle,GrayMa00,rush_long,0,,,,,
player,201310270kan,cle,GrayMa00,targets,1,,,,,
player,201310270kan,cle,GrayMa00,rec,1,,,,,
player,201310270kan,cle,GrayMa00,rec_yds,5,,,,,
player,201310270kan,cle,GrayMa00,rec_td,0,,,,,
player,201310270kan,cle,GrayMa00,rec_long,5,,,,,
player,201310270kan,cle,GrayMa00,fumbles,0,,,,,
player,201310270kan,cle,GrayMa00,fumbles_lost,0,,,,,
player,201310270kan,cle,BarnGa01,pass_cmp,0,,,,,
player,201310270kan,cle,BarnGa01,pass_att,0,,,,,
player,201310270kan,cle,BarnGa01,pass_yds,0,,,,,
player,201310270kan,cle,BarnGa01,pass_td,0,,,,,
player,201310270kan,cle,BarnGa01,pass_int,0,,,,,
player,201310270kan,cle,BarnGa01,pass_sacked,0,,,,,
player,201310270kan,cle,BarnGa01,pass_sacked_yds,0,,,,,
player,201310270kan,cle,BarnGa01,pass_long,0,,,,,
player,201310270kan,cle,BarnGa01,pass_rating,,,,,,
player,201310270kan,cle,BarnGa01,rush_att,0,,,,,
player,201310270kan,cle,BarnGa01,rush_yds,0,,,,,
player,201310270kan,cle,BarnGa01,rush_td,0,,,,,
player,201310270kan,cle,BarnGa01,rush_long,0,,,,,
player,201310270kan,cle,BarnGa01,targets,1,,,,,
player,201310270kan,cle,BarnGa01,rec,1,,,,,
player,201310270kan,cle,BarnGa01,rec_yds,3,,,,,
player,201310270kan,cle,BarnGa01,rec_td,0,,,,,
player,201310270kan,cle,BarnGa01,rec_long,3,,,,,
player,201310270kan,cle,BarnGa01,fumbles,0,,,,,
player,201310270kan,cle,BarnGa01,fumbles_lost,0,,,,,
player,201310270kan,kan,SmitAl03,pass_cmp,24,,,,,
player,201310270kan,kan,SmitAl03,pass_att,36,,,,,
player,201310270kan,kan,SmitAl03,pass_yds,225,,,,,
player,201310270kan,kan,SmitAl03,pass_td,2,,,,,
player,201310270kan,kan,SmitAl03,pass_int,0,,,,,
player,201310270kan,kan,SmitAl03,pass_sacked,6,,,,,
player,201310270kan,kan,SmitAl03,pass_sacked_yds,30,,,,,
player,201310270kan,kan,SmitAl03,pass_long,28,,,,,
player,201310270kan,kan,SmitAl03,pass_rating,102.2,,,,,
player,201310270kan,kan,SmitAl03,rush_att,6,,,,,
player,201310270kan,kan,SmitAl03,rush_yds,40,,,,,
player,201310270kan,kan,SmitAl03,rush_td,0,,,,,
player,201310270kan,kan,SmitAl03,rush_long,23,,,,,
player,201310270kan,kan,SmitAl03,targets,0,,,,,
player,201310270kan,kan,SmitAl03,rec,0,,,,,
player,201310270kan,kan,SmitAl03,rec_yds,0,,,,,
player,201310270kan,kan,SmitAl03,rec_td,0,,,,,
player,201310270kan,kan,SmitAl03,rec_long,0,,,,,
player,201310270kan,kan,SmitAl03,fumbles,0,,,,,
player,201310270kan,kan,SmitAl03,fumbles_lost,0,,,,,
player,201310270kan,kan,CharJa00,pass_cmp,0,,,,,
player,201310270kan,kan,CharJa00,pass_att,0,,,,,
player,201310270kan,kan,CharJa00,pass_yds,0,,,,,
player,201310270kan,kan,CharJa00,pass_td,0,,,,,
player,201310270kan,kan,CharJa00,pass_int,0,,,,,
player,201310270kan,kan,CharJa00,pass_sacked,0,,,,,
player,201310270kan,kan,CharJa00,pass_sacked_yds,0,,,,,
player,201310270kan,kan,CharJa00,pass_long,0,,,,,
player,201310270kan,kan,CharJa00,pass_rating,,,,,,
player,201310270kan,kan,CharJa00,rush_att,18,,,,,
player,201310270kan,kan,CharJa00,rush_yds,74,,,,,
player,201310270kan,kan,CharJa00,rush_td,0,,,,,
player,201310270kan,kan,CharJa00,rush_long,17,,,,,
player,201310270kan,kan,CharJa00,targets,7,,,,,
player,201310270kan,kan,CharJa00,rec,5,,,,,
player,201310270kan,kan,CharJa00,rec_yds,46,,,,,
player,201310270kan,kan,CharJa00,rec_td,0,,,,,
player,201310270kan,kan,CharJa00,rec_long,24,,,,,
player,201310270kan,kan,CharJa00,fumbles,0,,,,,
player,201310270kan,kan,CharJa00,fumbles_lost,0,,,,,
player,201310270kan,kan,DaviKn00,pass_cmp,0,,,,,
player,201310270kan,kan,DaviKn00,pass_att,0,,,,,
player,201310270kan,kan,DaviKn00,pass_yds,0,,,,,
player,201310270kan,kan,DaviKn00,pass_td,0,,,,,
player,201310270kan,kan,DaviKn00,pass_int,0,,,,,
player,201310270kan,kan,DaviKn00,pass_sacked,0,,,,,
player,201310270kan,kan,DaviKn00,pass_sacked_yds,0,,,,,
player,201310270kan,kan,DaviKn00,pass_long,0,,,,,
player,201310270kan,kan,DaviKn00,pass_rating,,,,,,
player,201310270kan,kan,DaviKn00,rush_att,3,,,,,
player,201310270kan,kan,DaviKn00,rush_yds,13,,,,,
player,201310270kan,kan,DaviKn00,rush_td,0,,,,,
player,201310270kan,kan,DaviKn00,rush_long,9,,,,,
player,201310270kan,kan,DaviKn00,targets,1,,,,,
player,201310270kan,kan,DaviKn00,rec,1,,,,,
player,201310270kan,kan,DaviKn00,rec_yds,12,,,,,
player,201310270kan,kan,DaviKn00,rec_td,0,,,,,
player,201310270kan,kan,DaviKn00,rec_long,12,,,,,
player,201310270kan,kan,DaviKn00,fumbles,0,,,,,
player,201310270kan,kan,DaviKn00,fumbles_lost,0,,,,,
player,201310270kan,kan,McClDe00,pass_cmp,0,,,,,
player,201310270kan,kan,McClDe00,pass_att,0,,,,,
player,201310270kan,kan,McClDe00,pass_yds,0,,,,,
player,201310270kan,kan,McClDe00,pass_td,0,,,,,
player,201310270kan,kan,McClDe00,pass_int,0,,,,,
player,201310270kan,kan,McClDe00,pass_sacked,0,,,,,
player,201310270kan,kan,McClDe00,pass_sacked_yds,0,,,,,
player,201310270kan,kan,McClDe00,pass_long,0,,,,,
player,201310270kan,kan,McClDe00,pass_rating,,,,,,
player,201310270kan,kan,McClDe00,rush_att,1,,,,,
player,201310270kan,kan,McClDe00,rush_yds,5,,,,,
player,201310270kan,kan,McClDe00,rush_td,0,,,,,
player,201310270kan,kan,McClDe00,rush_long,5,,,,,
player,201310270kan,kan,McClDe00,targets,10,,,,,
player,201310270kan,kan,McClDe00,rec,7,,,,,
player,201310270kan,kan,McClDe00,rec_yds,67,,,,,
player,201310270kan,kan,McClDe00,rec_td,1,,,,,
player,201310270kan,kan,McClDe00,rec_long,28,,,,,
player,201310270kan,kan,McClDe00,fumbles,1,,,,,
player,201310270kan,kan,McClDe00,fumbles_lost,0,,,,,
player,201310270kan,kan,AverDo00,pass_cmp,0,,,,,
player,201310270kan,kan,AverDo00,pass_att,0,,,,,
player,201310270kan,kan,AverDo00,pass_yds,0,,,,,
player,201310270kan,kan,AverDo00,pass_td,0,,,,,
player,201310270kan,kan,AverDo00,pass_int,0,,,,,
player,201310270kan,kan,AverDo00,pass_sacked,0,,,,,
player,201310270kan,kan,AverDo00,pass_sacked_yds,0,,,,,
player,201310270kan,kan,AverDo00,pass_long,0,,,,,
player,201310270kan,kan,AverDo00,pass_rating,,,,,,
player,201310270kan,kan,AverDo00,rush_att,1,,,,,
player,201310270kan,kan,AverDo00,rush_yds,4,,,,,
player,201310270kan,kan,AverDo00,rush_td,0,,,,,
player,201310270kan,kan,AverDo00,rush_long,4,,,,,
player,201310270kan,kan,AverDo00,targets,5,,,,,
player,201310270kan,kan,AverDo00,rec,3,,,,,
player,201310270kan,kan,AverDo00,rec_yds,31,,,,,
player,201310270kan,kan,AverDo00,rec_td,0,,,,,
player,201310270kan,kan,AverDo00,rec_long,18,,,,,
player,201310270kan,kan,AverDo00,fumbles,0,,,,,
player,201310270kan,kan,AverDo00,fumbles_lost,0,,,,,
player,201310270kan,kan,McGrSe00,pass_cmp,0,,,,,
player,201310270kan,kan,McGrSe00,pass_att,0,,,,,
player,201310270kan,kan,McGrSe00,pass_yds,0,,,,,
player,201310270kan,kan,McGrSe00,pass_td,0,,,,,
player,201310270kan,kan,McGrSe00,pass_int,0,,,,,
player,201310270kan,kan,McGrSe00,pass_sacked,0,,,,,
player,201310270kan,kan,McGrSe00,pass_sacked_yds,0,,,,,
player,201310270kan,kan,McGrSe00,pass_long,0,,,,,
player,201310270kan,kan,McGrSe00,pass_rating,,,,,,
player,201310270kan,kan,McGrSe00,rush_att,0,,,,,
player,201310270kan,kan,McGrSe00,rush_yds,0,,,,,
player,201310270kan,kan,McGrSe00,rush_td,0,,,,,
player,201310270kan,kan,McGrSe00,rush_long,0,,,,,
player,201310270kan,kan,McGrSe00,targets,2,,,,,
player,201310270kan,kan,McGrSe00,rec,2,,,,,
player,201310270kan,kan,McGrSe00,rec_yds,25,,,,,
player,201310270kan,kan,McGrSe00,rec_td,0,,,,,
player,201310270kan,kan,McGrSe00,rec_long,22,,,,,
player,201310270kan,kan,McGrSe00,fumbles,0,,,,,
player,201310270kan,kan,McGrSe00,fumbles_lost,0,,,,,
player,201310270kan,kan,SherAn00,pass_cmp,0,,,,,
player,201310270kan,kan,SherAn00,pass_att,0,,,,,
player,201310270kan,kan,SherAn00,pass_yds,0,,,,,
player,201310270kan,kan,SherAn00,pass_td,0,,,,,
player,201310270kan,kan,SherAn00,pass_int,0,,,,,
player,201310270kan,kan,SherAn00,pass_sacked,0,,,,,
player,201310270kan,kan,SherAn00,pass_sacked_yds,0,,,,,
player,201310270kan,kan,SherAn00,pass_long,0,,,,,
player,201310270kan,kan,SherAn00,pass_rating,,,,,,
player,201310270kan,kan,SherAn00,rush_att,0,,,,,
player,201310270kan,kan,SherAn00,rush_yds,0,,,,,
player,201310270kan,kan,SherAn00,rush_td,0,,,,,
player,201310270kan,kan,SherAn00,rush_long,0,,,,,
player,201310270kan,kan,SherAn00,targets,3,,,,,
player,201310270kan,kan,SherAn00,rec,3,,,,,
player,201310270kan,kan,SherAn00,rec_yds,23,,,,,
player,201310270kan,kan,SherAn00,rec_td,1,,,,,
player,201310270kan,kan,SherAn00,rec_long,12,,,,,
player,201310270kan,kan,SherAn00,fumbles,0,,,,,
player,201310270kan,kan,SherAn00,fumbles_lost,0,,,,,
player,201310270kan,kan,FasaAn00,pass_cmp,0,,,,,
player,201310270kan,kan,FasaAn00,pass_att,0,,,,,
player,201310270kan,kan,FasaAn00,pass_yds,0,,,,,
player,201310270kan,kan,FasaAn00,pass_td,0,,,,,
player,201310270kan,kan,FasaAn00,pass_int,0,,,,,
player,201310270kan,kan,FasaAn00,pass_sacked,0,,,,,
player,201310270kan,kan,FasaAn00,pass_sacked_yds,0,,,,,
player,201310270kan,kan,FasaAn00,pass_long,0,,,,,
player,201310270kan,kan,FasaAn00,pass_rating,,,,,,
player,201310270kan,kan,FasaAn00,rush_att,0,,,,,
player,201310270kan,kan,FasaAn00,rush_yds,0,,,,,
player,201310270kan,kan,FasaAn00,rush_td,0,,,,,
player,201310270kan,kan,FasaAn00,rush_long,0,,,,,
player,201310270kan,kan,FasaAn00,targets,3,,,,,
player,201310270kan,kan,FasaAn00,rec,2,,,,,
player,201310270kan,kan,FasaAn00,rec_yds,14,,,,,
player,201310270kan,kan,FasaAn00,rec_td,0,,,,,
player,201310270kan,kan,FasaAn00,rec_long,8,,,,,
player,201310270kan,kan,FasaAn00,fumbles,0,,,,,
player,201310270kan,kan,FasaAn00,fumbles_lost,0,,,,,
player,201310270kan,kan,BoweDw00,pass_cmp,0,,,,,
player,201310270kan,kan,BoweDw00,pass_att,0,,,,,
player,201310270kan,kan,BoweDw00,pass_yds,0,,,,,
player,201310270kan,kan,BoweDw00,pass_td,0,,,,,
player,201310270kan,kan,BoweDw00,pass_int,0,,,,,
player,201310270kan,kan,BoweDw00,pass_sacked,0,,,,,
player,201310270kan,kan,BoweDw00,pass_sacked_yds,0,,,,,
player,201310270kan,kan,BoweDw00,pass_long,0,,,,,
player,201310270kan,kan,BoweDw00,pass_rating,,,,,,
player,201310270kan,kan,BoweDw00,rush_att,0,,,,,
player,201310270kan,kan,BoweDw00,rush_yds,0,,,,,
player,201310270kan,kan,BoweDw00,rush_td,0,,,,,
player,201310270kan,kan,BoweDw00,rush_long,0,,,,,
