game,2013,14,20131208,201312080sfo,sea,"Seattle Seahawks",17,sfo,"San Francisco 49ers",19
team,201312080sfo,sea,First Downs,13,,,,,,
team,201312080sfo,sfo,First Downs,19,,,,,,
team,201312080sfo,sea,Rush-Yds-TDs,23-86-1,,,,,,
team,201312080sfo,sfo,Rush-Yds-TDs,33-163-0,,,,,,
team,201312080sfo,sea,Cmp-Att-Yd-TD-INT,15-25-199-1-1,,,,,,
team,201312080sfo,sfo,Cmp-Att-Yd-TD-INT,15-29-175-1-1,,,,,,
team,201312080sfo,sea,Sacked-Yards,2-21,,,,,,
team,201312080sfo,sfo,Sacked-Yards,2-20,,,,,,
team,201312080sfo,sea,Net Pass Yards,178,,,,,,
team,201312080sfo,sfo,Net Pass Yards,155,,,,,,
team,201312080sfo,sea,Total Yards,264,,,,,,
team,201312080sfo,sfo,Total Yards,318,,,,,,
team,201312080sfo,sea,Fumbles-Lost,1-0,,,,,,
team,201312080sfo,sfo,Fumbles-Lost,0-0,,,,,,
team,201312080sfo,sea,Turnovers,1,,,,,,
team,201312080sfo,sfo,Turnovers,1,,,,,,
team,201312080sfo,sea,Penalties-Yards,9-85,,,,,,
team,201312080sfo,sfo,Penalties-Yards,7-70,,,,,,
team,201312080sfo,sea,Third Down Conv.,5-12,,,,,,
team,201312080sfo,sfo,Third Down Conv.,5-13,,,,,,
team,201312080sfo,sea,Fourth Down Conv.,0-0,,,,,,
team,201312080sfo,sfo,Fourth Down Conv.,0-0,,,,,,
team,201312080sfo,sea,Time of Possession,27:32,,,,,,
team,201312080sfo,sfo,Time of Possession,32:28,,,,,,
player,201312080sfo,sea,WilsRu00,pass_cmp,15,,,,,
player,201312080sfo,sea,WilsRu00,pass_att,25,,,,,
player,201312080sfo,sea,WilsRu00,pass_yds,199,,,,,
player,201312080sfo,sea,WilsRu00,pass_td,1,,,,,
player,201312080sfo,sea,WilsRu00,pass_int,1,,,,,
player,201312080sfo,sea,WilsRu00,pass_sacked,2,,,,,
player,201312080sfo,sea,WilsRu00,pass_sacked_yds,21,,,,,
player,201312080sfo,sea,WilsRu00,pass_long,39,,,,,
player,201312080sfo,sea,WilsRu00,pass_rating,81.9,,,,,
player,201312080sfo,sea,WilsRu00,rush_att,1,,,,,
player,201312080sfo,sea,WilsRu00,rush_yds,2,,,,,
player,201312080sfo,sea,WilsRu00,rush_td,0,,,,,
player,201312080sfo,sea,WilsRu00,rush_long,2,,,,,
player,201312080sfo,sea,WilsRu00,targets,0,,,,,
player,201312080sfo,sea,WilsRu00,rec,0,,,,,
player,201312080sfo,sea,WilsRu00,rec_yds,0,,,,,
player,201312080sfo,sea,WilsRu00,rec_td,0,,,,,
player,201312080sfo,sea,WilsRu00,rec_long,0,,,,,
player,201312080sfo,sea,WilsRu00,fumbles,1,,,,,
player,201312080sfo,sea,WilsRu00,fumbles_lost,0,,,,,
player,201312080sfo,sea,LyncMa00,pass_cmp,0,,,,,
player,201312080sfo,sea,LyncMa00,pass_att,0,,,,,
player,201312080sfo,sea,LyncMa00,pass_yds,0,,,,,
player,201312080sfo,sea,LyncMa00,pass_td,0,,,,,
player,201312080sfo,sea,LyncMa00,pass_int,0,,,,,
player,201312080sfo,sea,LyncMa00,pass_sacked,0,,,,,
player,201312080sfo,sea,LyncMa00,pass_sacked_yds,0,,,,,
player,201312080sfo,sea,LyncMa00,pass_long,0,,,,,
player,201312080sfo,sea,LyncMa00,pass_rating,,,,,,
player,201312080sfo,sea,LyncMa00,rush_att,20,,,,,
player,201312080sfo,sea,LyncMa00,rush_yds,72,,,,,
player,201312080sfo,sea,LyncMa00,rush_td,1,,,,,
player,201312080sfo,sea,LyncMa00,rush_long,11,,,,,
player,201312080sfo,sea,LyncMa00,targets,0,,,,,
player,201312080sfo,sea,LyncMa00,rec,0,,,,,
player,201312080sfo,sea,LyncMa00,rec_yds,0,,,,,
player,201312080sfo,sea,LyncMa00,rec_td,0,,,,,
player,201312080sfo,sea,LyncMa00,rec_long,0,,,,,
player,201312080sfo,sea,LyncMa00,fumbles,0,,,,,
player,201312080sfo,sea,LyncMa00,fumbles_lost,0,,,,,
player,201312080sfo,sea,TurbRo00,pass_cmp,0,,,,,
player,201312080sfo,sea,TurbRo00,pass_att,0,,,,,
player,201312080sfo,sea,TurbRo00,pass_yds,0,,,,,
player,201312080sfo,sea,TurbRo00,pass_td,0,,,,,
player,201312080sfo,sea,TurbRo00,pass_int,0,,,,,
player,201312080sfo,sea,TurbRo00,pass_sacked,0,,,,,
player,201312080sfo,sea,TurbRo00,pass_sacked_yds,0,,,,,
player,201312080sfo,sea,TurbRo00,pass_long,0,,,,,
player,201312080sfo,sea,TurbRo00,pass_rating,,,,,,
player,201312080sfo,sea,TurbRo00,rush_att,2,,,,,
player,201312080sfo,sea,TurbRo00,rush_yds,12,,,,,
player,201312080sfo,sea,TurbRo00,rush_td,0,,,,,
player,201312080sfo,sea,TurbRo00,rush_long,8,,,,,
player,201312080sfo,sea,TurbRo00,targets,1,,,,,
player,201312080sfo,sea,TurbRo00,rec,0,,,,,
player,201312080sfo,sea,TurbRo00,rec_yds,0,,,,,
player,201312080sfo,sea,TurbRo00,rec_td,0,,,,,
player,201312080sfo,sea,TurbRo00,rec_long,0,,,,,
player,201312080sfo,sea,TurbRo00,fumbles,0,,,,,
player,201312080sfo,sea,TurbRo00,fumbles_lost,0,,,,,
player,201312080sfo,sea,WillLu00,pass_cmp,0,,,,,
player,201312080sfo,sea,WillLu00,pass_att,0,,,,,
player,201312080sfo,sea,WillLu00,pass_yds,0,,,,,
player,201312080sfo,sea,WillLu00,pass_td,0,,,,,
player,201312080sfo,sea,WillLu00,pass_int,0,,,,,
player,201312080sfo,sea,WillLu00,pass_sacked,0,,,,,
player,201312080sfo,sea,WillLu00,pass_sacked_yds,0,,,,,
player,201312080sfo,sea,WillLu00,pass_long,0,,,,,
player,201312080sfo,sea,WillLu00,pass_rating,,,,,,
player,201312080sfo,sea,WillLu00,rush_att,0,,,,,
player,201312080sfo,sea,WillLu00,rush_yds,0,,,,,
player,201312080sfo,sea,WillLu00,rush_td,0,,,,,
player,201312080sfo,sea,WillLu00,rush_long,0,,,,,
player,201312080sfo,sea,WillLu00,targets,4,,,,,
player,201312080sfo,sea,WillLu00,rec,3,,,,,
player,201312080sfo,sea,WillLu00,rec_yds,70,,,,,
player,201312080sfo,sea,WillLu00,rec_td,1,,,,,
player,201312080sfo,sea,WillLu00,rec_long,39,,,,,
player,201312080sfo,sea,WillLu00,fumbles,0,,,,,
player,201312080sfo,sea,WillLu00,fumbles_lost,0,,,,,
player,201312080sfo,sea,TateGo00,pass_cmp,0,,,,,
player,201312080sfo,sea,TateGo00,pass_att,0,,,,,
player,201312080sfo,sea,TateGo00,pass_yds,0,,,,,
player,201312080sfo,sea,TateGo00,pass_td,0,,,,,
player,201312080sfo,sea,TateGo00,pass_int,0,,,,,
player,201312080sfo,sea,TateGo00,pass_sacked,0,,,,,
player,201312080sfo,sea,TateGo00,pass_sacked_yds,0,,,,,
player,201312080sfo,sea,TateGo00,pass_long,0,,,,,
player,201312080sfo,sea,TateGo00,pass_rating,,,,,,
player,201312080sfo,sea,TateGo00,rush_att,0,,,,,
player,201312080sfo,sea,TateGo00,rush_yds,0,,,,,
player,201312080sfo,sea,TateGo00,rush_td,0,,,,,
player,201312080sfo,sea,TateGo00,rush_long,0,,,,,
player,201312080sfo,sea,TateGo00,targets,8,,,,,
player,201312080sfo,sea,TateGo00,rec,6,,,,,
player,201312080sfo,sea,TateGo00,rec_yds,65,,,,,
player,201312080sfo,sea,TateGo00,rec_td,0,,,,,
player,201312080sfo,sea,TateGo00,rec_long,25,,,,,
player,201312080sfo,sea,TateGo00,fumbles,0,,,,,
player,201312080sfo,sea,TateGo00,fumbles_lost,0,,,,,
player,201312080sfo,sea,BaldDo00,pass_cmp,0,,,,,
player,201312080sfo,sea,BaldDo00,pass_att,0,,,,,
player,201312080sfo,sea,BaldDo00,pass_yds,0,,,,,
player,201312080sfo,sea,BaldDo00,pass_td,0,,,,,
player,201312080sfo,sea,BaldDo00,pass_int,0,,,,,
player,201312080sfo,sea,BaldDo00,pass_sacked,0,,,,,
player,201312080sfo,sea,BaldDo00,pass_sacked_yds,0,,,,,
player,201312080sfo,sea,BaldDo00,pass_long,0,,,,,
player,201312080sfo,sea,BaldDo00,pass_rating,,,,,,
player,201312080sfo,sea,BaldDo00,rush_att,0,,,,,
player,201312080sfo,sea,BaldDo00,rush_yds,0,,,,,
player,201312080sfo,sea,BaldDo00,rush_td,0,,,,,
player,201312080sfo,sea,BaldDo00,rush_long,0,,,,,
player,201312080sfo,sea,BaldDo00,targets,4,,,,,
player,201312080sfo,sea,BaldDo00,rec,3,,,,,
player,201312080sfo,sea,BaldDo00,rec_yds,36,,,,,
player,201312080sfo,sea,BaldDo00,rec_td,0,,,,,
player,201312080sfo,sea,BaldDo00,rec_long,14,,,,,
player,201312080sfo,sea,BaldDo00,fumbles,0,,,,,
player,201312080sfo,sea,BaldDo00,fumbles_lost,0,,,,,
player,201312080sfo,sea,KearJe01,pass_cmp,0,,,,,
player,201312080sfo,sea,KearJe01,pass_att,0,,,,,
player,201312080sfo,sea,KearJe01,pass_yds,0,,,,,
player,201312080sfo,sea,KearJe01,pass_td,0,,,,,
player,201312080sfo,sea,KearJe01,pass_int,0,,,,,
player,201312080sfo,sea,KearJe01,pass_sacked,0,,,,,
player,201312080sfo,sea,KearJe01,pass_sacked_yds,0,,,,,
player,201312080sfo,sea,KearJe01,pass_long,0,,,,,
player,201312080sfo,sea,KearJe01,pass_rating,,,,,,
player,201312080sfo,sea,KearJe01,rush_att,0,,,,,
player,201312080sfo,sea,KearJe01,rush_yds,0,,,,,
player,201312080sfo,sea,KearJe01,rush_td,0,,,,,
player,201312080sfo,sea,KearJe01,rush_long,0,,,,,
player,201312080sfo,sea,KearJe01,targets,5,,,,,
player,201312080sfo,sea,KearJe01,rec,2,,,,,
player,201312080sfo,sea,KearJe01,rec_yds,15,,,,,
player,201312080sfo,sea,KearJe01,rec_td,0,,,,,
player,201312080sfo,sea,KearJe01,rec_long,9,,,,,
player,201312080sfo,sea,KearJe01,fumbles,0,,,,,
player,201312080sfo,sea,KearJe01,fumbles_lost,0,,,,,
player,201312080sfo,sea,MillZa01,pass_cmp,0,,,,,
player,201312080sfo,sea,MillZa01,pass_att,0,,,,,
player,201312080sfo,sea,MillZa01,pass_yds,0,,,,,
player,201312080sfo,sea,MillZa01,pass_td,0,,,,,
player,201312080sfo,sea,MillZa01,pass_int,0,,,,,
player,201312080sfo,sea,MillZa01,pass_sacked,0,,,,,
player,201312080sfo,sea,MillZa01,pass_sacked_yds,0,,,,,
player,201312080sfo,sea,MillZa01,pass_long,0,,,,,
player,201312080sfo,sea,MillZa01,pass_rating,,,,,,
player,201312080sfo,sea,MillZa01,rush_att,0,,,,,
player,201312080sfo,sea,MillZa01,rush_yds,0,,,,,
player,201312080sfo,sea,MillZa01,rush_td,0,,,,,
player,201312080sfo,sea,MillZa01,rush_long,0,,,,,
player,201312080sfo,sea,MillZa01,targets,3,,,,,
player,201312080sfo,sea,MillZa01,rec,1,,,,,
player,201312080sfo,sea,MillZa01,rec_yds,13,,,,,
player,201312080sfo,sea,MillZa01,rec_td,0,,,,,
player,201312080sfo,sea,MillZa01,rec_long,13,,,,,
player,201312080sfo,sea,MillZa01,fumbles,0,,,,,
player,201312080sfo,sea,MillZa01,fumbles_lost,0,,,,,
player,201312080sfo,sfo,KaepCo00,pass_cmp,15,,,,,
player,201312080sfo,sfo,KaepCo00,pass_att,29,,,,,
player,201312080sfo,sfo,KaepCo00,pass_yds,175,,,,,
player,201312080sfo,sfo,KaepCo00,pass_td,1,,,,,
player,201312080sfo,sfo,KaepCo00,pass_int,1,,,,,
player,201312080sfo,sfo,KaepCo00,pass_sacked,2,,,,,
player,201312080sfo,sfo,KaepCo00,pass_sacked_yds,20,,,,,
player,201312080sfo,sfo,KaepCo00,pass_long,27,,,,,
player,201312080sfo,sfo,KaepCo00,pass_rating,67.5,,,,,
player,201312080sfo,sfo,KaepCo00,rush_att,9,,,,,
player,201312080sfo,sfo,KaepCo00,rush_yds,31,,,,,
player,201312080sfo,sfo,KaepCo00,rush_td,0,,,,,
player,201312080sfo,sfo,KaepCo00,rush_long,9,,,,,
player,201312080sfo,sfo,KaepCo00,targets,0,,,,,
player,201312080sfo,sfo,KaepCo00,rec,0,,,,,
player,201312080sfo,sfo,KaepCo00,rec_yds,0,,,,,
player,201312080sfo,sfo,KaepCo00,rec_td,0,,,,,
player,201312080sfo,sfo,KaepCo00,rec_long,0,,,,,
player,201312080sfo,sfo,KaepCo00,fumbles,0,,,,,
player,201312080sfo,sfo,KaepCo00,fumbles_lost,0,,,,,
player,201312080sfo,sfo,GoreFr00,pass_cmp,0,,,,,
player,201312080sfo,sfo,GoreFr00,pass_att,0,,,,,
player,201312080sfo,sfo,GoreFr00,pass_yds,0,,,,,
player,201312080sfo,sfo,GoreFr00,pass_td,0,,,,,
player,201312080sfo,sfo,GoreFr00,pass_int,0,,,,,
player,201312080sfo,sfo,GoreFr00,pass_sacked,0,,,,,
player,201312080sfo,sfo,GoreFr00,pass_sacked_yds,0,,,,,
player,201312080sfo,sfo,GoreFr00,pass_long,0,,,,,
player,201312080sfo,sfo,GoreFr00,pass_rating,,,,,,
player,201312080sfo,sfo,GoreFr00,rush_att,17,,,,,
player,201312080sfo,sfo,GoreFr00,rush_yds,110,,,,,
player,201312080sfo,sfo,GoreFr00,rush_td,0,,,,,
player,201312080sfo,sfo,GoreFr00,rush_long,51,,,,,
player,201312080sfo,sfo,GoreFr00,targets,1,,,,,
player,201312080sfo,sfo,GoreFr00,rec,0,,,,,
player,201312080sfo,sfo,GoreFr00,rec_yds,0,,,,,
player,201312080sfo,sfo,GoreFr00,rec_td,0,,,,,
player,201312080sfo,sfo,GoreFr00,rec_long,0,,,,,
player,201312080sfo,sfo,GoreFr00,fumbles,0,,,,,
player,201312080sfo,sfo,GoreFr00,fumbles_lost,0,,,,,
player,201312080sfo,sfo,HuntKe00,pass_cmp,0,,,,,
player,201312080sfo,sfo,HuntKe00,pass_att,0,,,,,
player,201312080sfo,sfo,HuntKe00,pass_yds,0,,,,,
player,201312080sfo,sfo,HuntKe00,pass_td,0,,,,,
player,201312080sfo,sfo,HuntKe00,pass_int,0,,,,,
player,201312080sfo,sfo,HuntKe00,pass_sacked,0,,,,,
player,201312080sfo,sfo,HuntKe00,pass_sacked_yds,0,,,,,
player,201312080sfo,sfo,HuntKe00,pass_long,0,,,,,
player,201312080sfo,sfo,HuntKe00,pass_rating,,,,,,
player,201312080sfo,sfo,HuntKe00,rush_att,4,,,,,
player,201312080sfo,sfo,HuntKe00,rush_yds,16,,,,,
player,201312080sfo,sfo,HuntKe00,rush_td,0,,,,,
player,201312080sfo,sfo,HuntKe00,rush_long,7,,,,,
player,201312080sfo,sfo,HuntKe00,targets,0,,,,,
player,201312080sfo,sfo,HuntKe00,rec,0,,,,,
player,201312080sfo,sfo,HuntKe00,rec_yds,0,,,,,
player,201312080sfo,sfo,HuntKe00,rec_td,0,,,,,
