game,2013,16,20131222,201312220was,dal,"Dallas Cowboys",24,was,"Washington Redskins",23
team,201312220was,dal,First Downs,16,,,,,,
team,201312220was,was,First Downs,17,,,,,,
team,201312220was,dal,Rush-Yds-TDs,23-95-1,,,,,,
team,201312220was,was,Rush-Yds-TDs,28-100-1,,,,,,
team,201312220was,dal,Cmp-Att-Yd-TD-INT,17-27-226-2-1,,,,,,
team,201312220was,was,Cmp-Att-Yd-TD-INT,21-36-197-1-1,,,,,,
team,201312220was,dal,Sacked-Yards,2-12,,,,,,
team,201312220was,was,Sacked-Yards,0-0,,,,,,
team,201312220was,dal,Net Pass Yards,214,,,,,,
team,201312220was,was,Net Pass Yards,197,,,,,,
team,201312220was,dal,Total Yards,309,,,,,,
team,201312220was,was,Total Yards,297,,,,,,
team,201312220was,dal,Fumbles-Lost,1-1,,,,,,
team,201312220was,was,Fumbles-Lost,0-0,,,,,,
team,201312220was,dal,Turnovers,2,,,,,,
team,201312220was,was,Turnovers,1,,,,,,
team,201312220was,dal,Penalties-Yards,6-42,,,,,,
team,201312220was,was,Penalties-Yards,8-44,,,,,,
team,201312220was,dal,Third Down Conv.,4-10,,,,,,
team,201312220was,was,Third Down Conv.,7-16,,,,,,
team,201312220was,dal,Fourth Down Conv.,2-2,,,,,,
team,201312220was,was,Fourth Down Conv.,0-1,,,,,,
team,201312220was,dal,Time of Possession,26:13,,,,,,
team,201312220was,was,Time of Possession,33:47,,,,,,
player,201312220was,dal,RomoTo00,pass_cmp,17,,,,,
player,201312220was,dal,RomoTo00,pass_att,27,,,,,
player,201312220was,dal,RomoTo00,pass_yds,226,,,,,
player,201312220was,dal,RomoTo00,pass_td,2,,,,,
player,201312220was,dal,RomoTo00,pass_int,1,,,,,
player,201312220was,dal,RomoTo00,pass_sacked,2,,,,,
player,201312220was,dal,RomoTo00,pass_sacked_yds,12,,,,,
player,201312220was,dal,RomoTo00,pass_long,51,,,,,
player,201312220was,dal,RomoTo00,pass_rating,98.7,,,,,
player,201312220was,dal,RomoTo00,rush_att,1,,,,,
player,201312220was,dal,RomoTo00,rush_yds,-1,,,,,
player,201312220was,dal,RomoTo00,rush_td,0,,,,,
player,201312220was,dal,RomoTo00,rush_long,-1,,,,,
player,201312220was,dal,RomoTo00,targets,0,,,,,
player,201312220was,dal,RomoTo00,rec,0,,,,,
player,201312220was,dal,RomoTo00,rec_yds,0,,,,,
player,201312220was,dal,RomoTo00,rec_td,0,,,,,
player,201312220was,dal,RomoTo00,rec_long,0,,,,,
player,201312220was,dal,RomoTo00,fumbles,0,,,,,
player,201312220was,dal,RomoTo00,fumbles_lost,0,,,,,
player,201312220was,dal,MurrDe00,pass_cmp,0,,,,,
player,201312220was,dal,MurrDe00,pass_att,0,,,,,
player,201312220was,dal,MurrDe00,pass_yds,0,,,,,
player,201312220was,dal,MurrDe00,pass_td,0,,,,,
player,201312220was,dal,MurrDe00,pass_int,0,,,,,
player,201312220was,dal,MurrDe00,pass_sacked,0,,,,,
player,201312220was,dal,MurrDe00,pass_sacked_yds,0,,,,,
player,201312220was,dal,MurrDe00,pass_long,0,,,,,
player,201312220was,dal,MurrDe00,pass_rating,,,,,,
player,201312220was,dal,MurrDe00,rush_att,22,,,,,
player,201312220was,dal,MurrDe00,rush_yds,96,,,,,
player,201312220was,dal,MurrDe00,rush_td,1,,,,,
player,201312220was,dal,MurrDe00,rush_long,43,,,,,
player,201312220was,dal,MurrDe00,targets,3,,,,,
player,201312220was,dal,MurrDe00,rec,3,,,,,
player,201312220was,dal,MurrDe00,rec_yds,15,,,,,
player,201312220was,dal,MurrDe00,rec_td,1,,,,,
player,201312220was,dal,MurrDe00,rec_long,10,,,,,
player,201312220was,dal,MurrDe00,fumbles,0,,,,,
player,201312220was,dal,MurrDe00,fumbles_lost,0,,,,,
player,201312220was,dal,WillTe01,pass_cmp,0,,,,,
player,201312220was,dal,WillTe01,pass_att,0,,,,,
player,201312220was,dal,WillTe01,pass_yds,0,,,,,
player,201312220was,dal,WillTe01,pass_td,0,,,,,
player,201312220was,dal,WillTe01,pass_int,0,,,,,
player,201312220was,dal,WillTe01,pass_sacked,0,,,,,
player,201312220was,dal,WillTe01,pass_sacked_yds,0,,,,,
player,201312220was,dal,WillTe01,pass_long,0,,,,,
player,201312220was,dal,WillTe01,pass_rating,,,,,,
player,201312220was,dal,WillTe01,rush_att,0,,,,,
player,201312220was,dal,WillTe01,rush_yds,0,,,,,
player,201312220was,dal,WillTe01,rush_td,0,,,,,
player,201312220was,dal,WillTe01,rush_long,0,,,,,
player,201312220was,dal,WillTe01,targets,6,,,,,
player,201312220was,dal,WillTe01,rec,4,,,,,
player,201312220was,dal,WillTe01,rec_yds,84,,,,,
player,201312220was,dal,WillTe01,rec_td,0,,,,,
player,201312220was,dal,WillTe01,rec_long,51,,,,,
player,201312220was,dal,WillTe01,fumbles,0,,,,,
player,201312220was,dal,WillTe01,fumbles_lost,0,,,,,
player,201312220was,dal,BryaDe01,pass_cmp,0,,,,,
player,201312220was,dal,BryaDe01,pass_att,0,,,,,
player,201312220was,dal,BryaDe01,pass_yds,0,,,,,
player,201312220was,dal,BryaDe01,pass_td,0,,,,,
player,201312220was,dal,BryaDe01,pass_int,0,,,,,
player,201312220was,dal,BryaDe01,pass_sacked,0,,,,,
player,201312220was,dal,BryaDe01,pass_sacked_yds,0,,,,,
player,201312220was,dal,BryaDe01,pass_long,0,,,,,
