game,2013,7,20131020,201310200gnb,cle,"Cleveland Browns",13,gnb,"Green Bay Packers",31
player,201310200gnb,cle,WardT.99,def_int_yds,0,,,,,
player,201310200gnb,cle,WardT.99,def_int_td,0,,,,,
player,201310200gnb,cle,WardT.99,def_int_long,0,,,,,
player,201310200gnb,cle,WardT.99,pass_defended,0,,,,,
player,201310200gnb,cle,WardT.99,sacks,0.0,,,,,
player,201310200gnb,cle,WardT.99,tackles_combined,11,,,,,
player,201310200gnb,cle,WardT.99,tackles_solo,9,,,,,
player,201310200gnb,cle,WardT.99,tackles_assists,2,,,,,
player,201310200gnb,cle,WardT.99,tackles_loss,1,,,,,
player,201310200gnb,cle,WardT.99,qb_hits,0,,,,,
player,201310200gnb,cle,WardT.99,fumbles_rec,0,,,,,
player,201310200gnb,cle,WardT.99,fumbles_rec_yds,0,,,,,
player,201310200gnb,cle,WardT.99,fumbles_rec_td,0,,,,,
player,201310200gnb,cle,WardT.99,fumbles_forced,0,,,,,
player,201310200gnb,cle,GipsTa00,def_int,0,,,,,
player,201310200gnb,cle,GipsTa00,def_int_yds,0,,,,,
player,201310200gnb,cle,GipsTa00,def_int_td,0,,,,,
player,201310200gnb,cle,GipsTa00,def_int_long,0,,,,,
player,201310200gnb,cle,GipsTa00,pass_defended,1,,,,,
player,201310200gnb,cle,GipsTa00,sacks,0.0,,,,,
player,201310200gnb,cle,GipsTa00,tackles_combined,9,,,,,
player,201310200gnb,cle,GipsTa00,tackles_solo,7,,,,,
player,201310200gnb,cle,GipsTa00,tackles_assists,2,,,,,
player,201310200gnb,cle,GipsTa00,tackles_loss,0,,,,,
player,201310200gnb,cle,GipsTa00,qb_hits,0,,,,,
player,201310200gnb,cle,GipsTa00,fumbles_rec,0,,,,,
player,201310200gnb,cle,GipsTa00,fumbles_rec_yds,0,,,,,
player,201310200gnb,cle,GipsTa00,fumbles_rec_td,0,,,,,
player,201310200gnb,cle,GipsTa00,fumbles_forced,0,,,,,
player,201310200gnb,cle,RobeCr00,def_int,0,,,,,
player,201310200gnb,cle,RobeCr00,def_int_yds,0,,,,,
player,201310200gnb,cle,RobeCr00,def_int_td,0,,,,,
player,201310200gnb,cle,RobeCr00,def_int_long,0,,,,,
player,201310200gnb,cle,RobeCr00,pass_defended,0,,,,,
player,201310200gnb,cle,RobeCr00,sacks,0.0,,,,,
player,201310200gnb,cle,RobeCr00,tackles_combined,5,,,,,
player,201310200gnb,cle,RobeCr00,tackles_solo,5,,,,,
player,201310200gnb,cle,RobeCr00,tackles_assists,0,,,,,
player,201310200gnb,cle,RobeCr00,tackles_loss,0,,,,,
player,201310200gnb,cle,RobeCr00,qb_hits,0,,,,,
player,201310200gnb,cle,RobeCr00,fumbles_rec,0,,,,,
player,201310200gnb,cle,RobeCr00,fumbles_rec_yds,0,,,,,
player,201310200gnb,cle,RobeCr00,fumbles_rec_td,0,,,,,
player,201310200gnb,cle,RobeCr00,fumbles_forced,0,,,,,
player,201310200gnb,cle,HughJo00,def_int,0,,,,,
player,201310200gnb,cle,HughJo00,def_int_yds,0,,,,,
player,201310200gnb,cle,HughJo00,def_int_td,0,,,,,
player,201310200gnb,cle,HughJo00,def_int_long,0,,,,,
player,201310200gnb,cle,HughJo00,pass_defended,0,,,,,
player,201310200gnb,cle,HughJo00,sacks,0.0,,,,,
player,201310200gnb,cle,HughJo00,tackles_combined,4,,,,,
player,201310200gnb,cle,HughJo00,tackles_solo,2,,,,,
player,201310200gnb,cle,HughJo00,tackles_assists,2,,,,,
player,201310200gnb,cle,HughJo00,tackles_loss,0,,,,,
player,201310200gnb,cle,HughJo00,qb_hits,0,,,,,
player,201310200gnb,cle,HughJo00,fumbles_rec,0,,,,,
player,201310200gnb,cle,HughJo00,fumbles_rec_yds,0,,,,,
player,201310200gnb,cle,HughJo00,fumbles_rec_td,0,,,,,
player,201310200gnb,cle,HughJo00,fumbles_forced,0,,,,,
player,201310200gnb,cle,JackDQ20,def_int,0,,,,,
player,201310200gnb,cle,JackDQ20,def_int_yds,0,,,,,
player,201310200gnb,cle,JackDQ20,def_int_td,0,,,,,
player,201310200gnb,cle,JackDQ20,def_int_long,0,,,,,
player,201310200gnb,cle,JackDQ20,pass_defended,0,,,,,
player,201310200gnb,cle,JackDQ20,sacks,0.0,,,,,
player,201310200gnb,cle,JackDQ20,tackles_combined,4,,,,,
player,201310200gnb,cle,JackDQ20,tackles_solo,2,,,,,
player,201310200gnb,cle,JackDQ20,tackles_assists,2,,,,,
player,201310200gnb,cle,JackDQ20,tackles_loss,0,,,,,
player,201310200gnb,cle,JackDQ20,qb_hits,0,,,,,
player,201310200gnb,cle,JackDQ20,fumbles_rec,0,,,,,
player,201310200gnb,cle,JackDQ20,fumbles_rec_yds,0,,,,,
player,201310200gnb,cle,JackDQ20,fumbles_rec_td,0,,,,,
player,201310200gnb,cle,JackDQ20,fumbles_forced,0,,,,,
player,201310200gnb,cle,HadeJo99,def_int,0,,,,,
player,201310200gnb,cle,HadeJo99,def_int_yds,0,,,,,
player,201310200gnb,cle,HadeJo99,def_int_td,0,,,,,
player,201310200gnb,cle,HadeJo99,def_int_long,0,,,,,
player,201310200gnb,cle,HadeJo99,pass_defended,0,,,,,
player,201310200gnb,cle,HadeJo99,sacks,0.0,,,,,
player,201310200gnb,cle,HadeJo99,tackles_combined,3,,,,,
player,201310200gnb,cle,HadeJo99,tackles_solo,3,,,,,
player,201310200gnb,cle,HadeJo99,tackles_assists,0,,,,,
player,201310200gnb,cle,HadeJo99,tackles_loss,0,,,,,
player,201310200gnb,cle,HadeJo99,qb_hits,0,,,,,
player,201310200gnb,cle,HadeJo99,fumbles_rec,0,,,,,
player,201310200gnb,cle,HadeJo99,fumbles_rec_yds,0,,,,,
player,201310200gnb,cle,HadeJo99,fumbles_rec_td,0,,,,,
player,201310200gnb,cle,HadeJo99,fumbles_forced,0,,,,,
player,201310200gnb,cle,KitcIs00,def_int,0,,,,,
player,201310200gnb,cle,KitcIs00,def_int_yds,0,,,,,
player,201310200gnb,cle,KitcIs00,def_int_td,0,,,,,
player,201310200gnb,cle,KitcIs00,def_int_long,0,,,,,
player,201310200gnb,cle,KitcIs00,pass_defended,0,,,,,
player,201310200gnb,cle,KitcIs00,sacks,0.0,,,,,
player,201310200gnb,cle,KitcIs00,tackles_combined,3,,,,,
player,201310200gnb,cle,KitcIs00,tackles_solo,3,,,,,
player,201310200gnb,cle,KitcIs00,tackles_assists,0,,,,,
player,201310200gnb,cle,KitcIs00,tackles_loss,1,,,,,
player,201310200gnb,cle,KitcIs00,qb_hits,0,,,,,
player,201310200gnb,cle,KitcIs00,fumbles_rec,0,,,,,
player,201310200gnb,cle,KitcIs00,fumbles_rec_yds,0,,,,,
player,201310200gnb,cle,KitcIs00,fumbles_rec_td,0,,,,,
player,201310200gnb,cle,KitcIs00,fumbles_forced,0,,,,,
player,201310200gnb,cle,SkriBu00,def_int,0,,,,,
player,201310200gnb,cle,SkriBu00,def_int_yds,0,,,,,
player,201310200gnb,cle,SkriBu00,def_int_td,0,,,,,
player,201310200gnb,cle,SkriBu00,def_int_long,0,,,,,
player,201310200gnb,cle,SkriBu00,pass_defended,0,,,,,
player,201310200gnb,cle,SkriBu00,sacks,0.0,,,,,
player,201310200gnb,cle,SkriBu00,tackles_combined,3,,,,,
player,201310200gnb,cle,SkriBu00,tackles_solo,2,,,,,
player,201310200gnb,cle,SkriBu00,tackles_assists,1,,,,,
player,201310200gnb,cle,SkriBu00,tackles_loss,0,,,,,
player,201310200gnb,cle,SkriBu00,qb_hits,0,,,,,
player,201310200gnb,cle,SkriBu00,fumbles_rec,0,,,,,
player,201310200gnb,cle,SkriBu00,fumbles_rec_yds,0,,,,,
player,201310200gnb,cle,SkriBu00,fumbles_rec_td,0,,,,,
player,201310200gnb,cle,SkriBu00,fumbles_forced,0,,,,,
player,201310200gnb,cle,TaylPh00,def_int,0,,,,,
player,201310200gnb,cle,TaylPh00,def_int_yds,0,,,,,
player,201310200gnb,cle,TaylPh00,def_int_td,0,,,,,
player,201310200gnb,cle,TaylPh00,def_int_long,0,,,,,
player,201310200gnb,cle,TaylPh00,pass_defended,0,,,,,
player,201310200gnb,cle,TaylPh00,sacks,0.0,,,,,
player,201310200gnb,cle,TaylPh00,tackles_combined,3,,,,,
player,201310200gnb,cle,TaylPh00,tackles_solo,1,,,,,
player,201310200gnb,cle,TaylPh00,tackles_assists,2,,,,,
player,201310200gnb,cle,TaylPh00,tackles_loss,0,,,,,
player,201310200gnb,cle,TaylPh00,qb_hits,1,,,,,
player,201310200gnb,cle,TaylPh00,fumbles_rec,0,,,,,
player,201310200gnb,cle,TaylPh00,fumbles_rec_yds,0,,,,,
player,201310200gnb,cle,TaylPh00,fumbles_rec_td,0,,,,,
player,201310200gnb,cle,TaylPh00,fumbles_forced,0,,,,,
player,201310200gnb,cle,MingBa00,def_int,0,,,,,
player,201310200gnb,cle,MingBa00,def_int_yds,0,,,,,
player,201310200gnb,cle,MingBa00,def_int_td,0,,,,,
player,201310200gnb,cle,MingBa00,def_int_long,0,,,,,
player,201310200gnb,cle,MingBa00,pass_defended,0,,,,,
player,201310200gnb,cle,MingBa00,sacks,0.0,,,,,
player,201310200gnb,cle,MingBa00,tackles_combined,2,,,,,
player,201310200gnb,cle,MingBa00,tackles_solo,2,,,,,
player,201310200gnb,cle,MingBa00,tackles_assists,0,,,,,
player,201310200gnb,cle,MingBa00,tackles_loss,0,,,,,
player,201310200gnb,cle,MingBa00,qb_hits,1,,,,,
player,201310200gnb,cle,MingBa00,fumbles_rec,0,,,,,
player,201310200gnb,cle,MingBa00,fumbles_rec_yds,0,,,,,
player,201310200gnb,cle,MingBa00,fumbles_rec_td,0,,,,,
player,201310200gnb,cle,MingBa00,fumbles_forced,0,,,,,
player,201310200gnb,cle,RubiAh99,def_int,0,,,,,
player,201310200gnb,cle,RubiAh99,def_int_yds,0,,,,,
player,201310200gnb,cle,RubiAh99,def_int_td,0,,,,,
player,201310200gnb,cle,RubiAh99,def_int_long,0,,,,,
player,201310200gnb,cle,RubiAh99,pass_defended,0,,,,,
player,201310200gnb,cle,RubiAh99,sacks,0.0,,,,,
player,201310200gnb,cle,RubiAh99,tackles_combined,2,,,,,
player,201310200gnb,cle,RubiAh99,tackles_solo,2,,,,,
player,201310200gnb,cle,RubiAh99,tackles_assists,0,,,,,
player,201310200gnb,cle,RubiAh99,tackles_loss,0,,,,,
player,201310200gnb,cle,RubiAh99,qb_hits,0,,,,,
player,201310200gnb,cle,RubiAh99,fumbles_rec,0,,,,,
player,201310200gnb,cle,RubiAh99,fumbles_rec_yds,0,,,,,
player,201310200gnb,cle,RubiAh99,fumbles_rec_td,0,,,,,
player,201310200gnb,cle,RubiAh99,fumbles_forced,0,,,,,
player,201310200gnb,cle,BryaDe00,def_int,0,,,,,
player,201310200gnb,cle,BryaDe00,def_int_yds,0,,,,,
player,201310200gnb,cle,BryaDe00,def_int_td,0,,,,,
player,201310200gnb,cle,BryaDe00,def_int_long,0,,,,,
player,201310200gnb,cle,BryaDe00,pass_defended,0,,,,,
player,201310200gnb,cle,BryaDe00,sacks,0.0,,,,,
player,201310200gnb,cle,BryaDe00,tackles_combined,1,,,,,
player,201310200gnb,cle,BryaDe00,tackles_solo,1,,,,,
player,201310200gnb,cle,BryaDe00,tackles_assists,0,,,,,
player,201310200gnb,cle,BryaDe00,tackles_loss,0,,,,,
player,201310200gnb,cle,BryaDe00,qb_hits,0,,,,,
player,201310200gnb,cle,BryaDe00,fumbles_rec,0,,,,,
player,201310200gnb,cle,BryaDe00,fumbles_rec_yds,0,,,,,
player,201310200gnb,cle,BryaDe00,fumbles_rec_td,0,,,,,
player,201310200gnb,cle,BryaDe00,fumbles_forced,0,,,,,
player,201310200gnb,cle,BryaAr00,def_int,0,,,,,
player,201310200gnb,cle,BryaAr00,def_int_yds,0,,,,,
player,201310200gnb,cle,BryaAr00,def_int_td,0,,,,,
player,201310200gnb,cle,BryaAr00,def_int_long,0,,,,,
player,201310200gnb,cle,BryaAr00,pass_defended,0,,,,,
player,201310200gnb,cle,BryaAr00,sacks,0.0,,,,,
player,201310200gnb,cle,BryaAr00,tackles_combined,1,,,,,
player,201310200gnb,cle,BryaAr00,tackles_solo,1,,,,,
player,201310200gnb,cle,BryaAr00,tackles_assists,0,,,,,
player,201310200gnb,cle,BryaAr00,tackles_loss,0,,,,,
player,201310200gnb,cle,BryaAr00,qb_hits,0,,,,,
player,201310200gnb,cle,BryaAr00,fumbles_rec,0,,,,,
player,201310200gnb,cle,BryaAr00,fumbles_rec_yds,0,,,,,
player,201310200gnb,cle,BryaAr00,fumbles_rec_td,0,,,,,
player,201310200gnb,cle,BryaAr00,fumbles_forced,0,,,,,
player,201310200gnb,cle,CardTa00,def_int,0,,,,,
player,201310200gnb,cle,CardTa00,def_int_yds,0,,,,,
player,201310200gnb,cle,CardTa00,def_int_td,0,,,,,
player,201310200gnb,cle,CardTa00,def_int_long,0,,,,,
player,201310200gnb,cle,CardTa00,pass_defended,0,,,,,
player,201310200gnb,cle,CardTa00,sacks,0.0,,,,,
player,201310200gnb,cle,CardTa00,tackles_combined,1,,,,,
player,201310200gnb,cle,CardTa00,tackles_solo,1,,,,,
player,201310200gnb,cle,CardTa00,tackles_assists,0,,,,,
player,201310200gnb,cle,CardTa00,tackles_loss,0,,,,,
player,201310200gnb,cle,CardTa00,qb_hits,0,,,,,
player,201310200gnb,cle,CardTa00,fumbles_rec,0,,,,,
player,201310200gnb,cle,CardTa00,fumbles_rec_yds,0,,,,,
player,201310200gnb,cle,CardTa00,fumbles_rec_td,0,,,,,
player,201310200gnb,cle,CardTa00,fumbles_forced,0,,,,,
player,201310200gnb,cle,GrovQu99,def_int,0,,,,,
player,201310200gnb,cle,GrovQu99,def_int_yds,0,,,,,
player,201310200gnb,cle,GrovQu99,def_int_td,0,,,,,
player,201310200gnb,cle,GrovQu99,def_int_long,0,,,,,
player,201310200gnb,cle,GrovQu99,pass_defended,0,,,,,
player,201310200gnb,cle,GrovQu99,sacks,0.0,,,,,
player,201310200gnb,cle,GrovQu99,tackles_combined,1,,,,,
player,201310200gnb,cle,GrovQu99,tackles_solo,1,,,,,
player,201310200gnb,cle,GrovQu99,tackles_assists,0,,,,,
player,201310200gnb,cle,GrovQu99,tackles_loss,0,,,,,
player,201310200gnb,cle,GrovQu99,qb_hits,0,,,,,
player,201310200gnb,cle,GrovQu99,fumbles_rec,0,,,,,
player,201310200gnb,cle,GrovQu99,fumbles_rec_yds,0,,,,,
player,201310200gnb,cle,GrovQu99,fumbles_rec_td,0,,,,,
player,201310200gnb,cle,GrovQu99,fumbles_forced,1,,,,,
player,201310200gnb,cle,MartEr02,def_int,0,,,,,
player,201310200gnb,cle,MartEr02,def_int_yds,0,,,,,
player,201310200gnb,cle,MartEr02,def_int_td,0,,,,,
player,201310200gnb,cle,MartEr02,def_int_long,0,,,,,
player,201310200gnb,cle,MartEr02,pass_defended,0,,,,,
player,201310200gnb,cle,MartEr02,sacks,0.0,,,,,
player,201310200gnb,cle,MartEr02,tackles_combined,1,,,,,
player,201310200gnb,cle,MartEr02,tackles_solo,0,,,,,
player,201310200gnb,cle,MartEr02,tackles_assists,1,,,,,
player,201310200gnb,cle,MartEr02,tackles_loss,0,,,,,
player,201310200gnb,cle,MartEr02,qb_hits,0,,,,,
player,201310200gnb,cle,MartEr02,fumbles_rec,0,,,,,
player,201310200gnb,cle,MartEr02,fumbles_rec_yds,0,,,,,
player,201310200gnb,cle,MartEr02,fumbles_rec_td,0,,,,,
player,201310200gnb,cle,MartEr02,fumbles_forced,0,,,,,
player,201310200gnb,cle,OgboCh00,def_int,0,,,,,
player,201310200gnb,cle,OgboCh00,def_int_yds,0,,,,,
player,201310200gnb,cle,OgboCh00,def_int_td,0,,,,,
player,201310200gnb,cle,OgboCh00,def_int_long,0,,,,,
player,201310200gnb,cle,OgboCh00,pass_defended,0,,,,,
player,201310200gnb,cle,OgboCh00,sacks,0.0,,,,,
player,201310200gnb,cle,OgboCh00,tackles_combined,1,,,,,
player,201310200gnb,cle,OgboCh00,tackles_solo,0,,,,,
player,201310200gnb,cle,OgboCh00,tackles_assists,1,,,,,
player,201310200gnb,cle,OgboCh00,tackles_loss,0,,,,,
player,201310200gnb,cle,OgboCh00,qb_hits,0,,,,,
player,201310200gnb,cle,OgboCh00,fumbles_rec,0,,,,,
player,201310200gnb,cle,OgboCh00,fumbles_rec_yds,0,,,,,
player,201310200gnb,cle,OgboCh00,fumbles_rec_td,0,,,,,
player,201310200gnb,cle,OgboCh00,fumbles_forced,0,,,,,
player,201310200gnb,cle,SheaJa00,def_int,0,,,,,
player,201310200gnb,cle,SheaJa00,def_int_yds,0,,,,,
player,201310200gnb,cle,SheaJa00,def_int_td,0,,,,,
player,201310200gnb,cle,SheaJa00,def_int_long,0,,,,,
player,201310200gnb,cle,SheaJa00,pass_defended,0,,,,,
player,201310200gnb,cle,SheaJa00,sacks,0.0,,,,,
player,201310200gnb,cle,SheaJa00,tackles_combined,0,,,,,
player,201310200gnb,cle,SheaJa00,tackles_solo,0,,,,,
player,201310200gnb,cle,SheaJa00,tackles_assists,0,,,,,
player,201310200gnb,cle,SheaJa00,tackles_loss,0,,,,,
player,201310200gnb,cle,SheaJa00,qb_hits,1,,,,,
player,201310200gnb,cle,SheaJa00,fumbles_rec,0,,,,,
player,201310200gnb,cle,SheaJa00,fumbles_rec_yds,0,,,,,
player,201310200gnb,cle,SheaJa00,fumbles_rec_td,0,,,,,
player,201310200gnb,cle,SheaJa00,fumbles_forced,0,,,,,
player,201310200gnb,gnb,HousDa00,def_int,1,,,,,
player,201310200gnb,gnb,HousDa00,def_int_yds,11,,,,,
player,201310200gnb,gnb,HousDa00,def_int_td,0,,,,,
player,201310200gnb,gnb,HousDa00,def_int_long,11,,,,,
player,201310200gnb,gnb,HousDa00,pass_defended,3,,,,,
player,201310200gnb,gnb,HousDa00,sacks,0.0,,,,,
player,201310200gnb,gnb,HousDa00,tackles_combined,3,,,,,
player,201310200gnb,gnb,HousDa00,tackles_solo,3,,,,,
player,201310200gnb,gnb,HousDa00,tackles_assists,0,,,,,
player,201310200gnb,gnb,HousDa00,tackles_loss,0,,,,,
player,201310200gnb,gnb,HousDa00,qb_hits,0,,,,,
player,201310200gnb,gnb,HousDa00,fumbles_rec,0,,,,,
player,201310200gnb,gnb,HousDa00,fumbles_rec_yds,0,,,,,
player,201310200gnb,gnb,HousDa00,fumbles_rec_td,0,,,,,
player,201310200gnb,gnb,HousDa00,fumbles_forced,0,,,,,
player,201310200gnb,gnb,LattJa00,def_int,0,,,,,
player,201310200gnb,gnb,LattJa00,def_int_yds,0,,,,,
player,201310200gnb,gnb,LattJa00,def_int_td,0,,,,,
player,201310200gnb,gnb,LattJa00,def_int_long,0,,,,,
player,201310200gnb,gnb,LattJa00,pass_defended,1,,,,,
player,201310200gnb,gnb,LattJa00,sacks,1.0,,,,,
player,201310200gnb,gnb,LattJa00,tackles_combined,12,,,,,
player,201310200gnb,gnb,LattJa00,tackles_solo,9,,,,,
player,201310200gnb,gnb,LattJa00,tackles_assists,3,,,,,
player,201310200gnb,gnb,LattJa00,tackles_loss,1,,,,,
player,201310200gnb,gnb,LattJa00,qb_hits,1,,,,,
player,201310200gnb,gnb,LattJa00,fumbles_rec,0,,,,,
player,201310200gnb,gnb,LattJa00,fumbles_rec_yds,0,,,,,
player,201310200gnb,gnb,LattJa00,fumbles_rec_td,0,,,,,
player,201310200gnb,gnb,LattJa00,fumbles_forced,0,,,,,
player,201310200gnb,gnb,WillTr99,def_int,0,,,,,
player,201310200gnb,gnb,WillTr99,def_int_yds,0,,,,,
player,201310200gnb,gnb,WillTr99,def_int_td,0,,,,,
player,201310200gnb,gnb,WillTr99,def_int_long,0,,,,,
player,201310200gnb,gnb,WillTr99,pass_defended,0,,,,,
player,201310200gnb,gnb,WillTr99,sacks,1.0,,,,,
player,201310200gnb,gnb,WillTr99,tackles_combined,5,,,,,
player,201310200gnb,gnb,WillTr99,tackles_solo,4,,,,,
player,201310200gnb,gnb,WillTr99,tackles_assists,1,,,,,
player,201310200gnb,gnb,WillTr99,tackles_loss,0,,,,,
player,201310200gnb,gnb,WillTr99,qb_hits,1,,,,,
player,201310200gnb,gnb,WillTr99,fumbles_rec,0,,,,,
player,201310200gnb,gnb,WillTr99,fumbles_rec_yds,0,,,,,
player,201310200gnb,gnb,WillTr99,fumbles_rec_td,0,,,,,
player,201310200gnb,gnb,WillTr99,fumbles_forced,0,,,,,
player,201310200gnb,gnb,DaniMi00,def_int,0,,,,,
player,201310200gnb,gnb,DaniMi00,def_int_yds,0,,,,,
player,201310200gnb,gnb,DaniMi00,def_int_td,0,,,,,
player,201310200gnb,gnb,DaniMi00,def_int_long,0,,,,,
player,201310200gnb,gnb,DaniMi00,pass_defended,0,,,,,
player,201310200gnb,gnb,DaniMi00,sacks,1.0,,,,,
player,201310200gnb,gnb,DaniMi00,tackles_combined,1,,,,,
player,201310200gnb,gnb,DaniMi00,tackles_solo,1,,,,,
player,201310200gnb,gnb,DaniMi00,tackles_assists,0,,,,,
player,201310200gnb,gnb,DaniMi00,tackles_loss,1,,,,,
player,201310200gnb,gnb,DaniMi00,qb_hits,2,,,,,
player,201310200gnb,gnb,DaniMi00,fumbles_rec,0,,,,,
player,201310200gnb,gnb,DaniMi00,fumbles_rec_yds,0,,,,,
player,201310200gnb,gnb,DaniMi00,fumbles_rec_td,0,,,,,
player,201310200gnb,gnb,DaniMi00,fumbles_forced,0,,,,,
player,201310200gnb,gnb,HawkA.20,def_int,0,,,,,
player,201310200gnb,gnb,HawkA.20,def_int_yds,0,,,,,
player,201310200gnb,gnb,HawkA.20,def_int_td,0,,,,,
player,201310200gnb,gnb,HawkA.20,def_int_long,0,,,,,
player,201310200gnb,gnb,HawkA.20,pass_defended,0,,,,,
player,201310200gnb,gnb,HawkA.20,sacks,0.0,,,,,
player,201310200gnb,gnb,HawkA.20,tackles_combined,12,,,,,
player,201310200gnb,gnb,HawkA.20,tackles_solo,2,,,,,
player,201310200gnb,gnb,HawkA.20,tackles_assists,10,,,,,
player,201310200gnb,gnb,HawkA.20,tackles_loss,0,,,,,
player,201310200gnb,gnb,HawkA.20,qb_hits,1,,,,,
player,201310200gnb,gnb,HawkA.20,fumbles_rec,0,,,,,
player,201310200gnb,gnb,HawkA.20,fumbles_rec_yds,0,,,,,
player,201310200gnb,gnb,HawkA.20,fumbles_rec_td,0,,,,,
player,201310200gnb,gnb,HawkA.20,fumbles_forced,0,,,,,
player,201310200gnb,gnb,HydeMi00,def_int,0,,,,,
player,201310200gnb,gnb,HydeMi00,def_int_yds,0,,,,,
player,201310200gnb,gnb,HydeMi00,def_int_td,0,,,,,
player,201310200gnb,gnb,HydeMi00,def_int_long,0,,,,,
player,201310200gnb,gnb,HydeMi00,pass_defended,0,,,,,
player,201310200gnb,gnb,HydeMi00,sacks,0.0,,,,,
player,201310200gnb,gnb,HydeMi00,tackles_combined,6,,,,,
player,201310200gnb,gnb,HydeMi00,tackles_solo,6,,,,,
player,201310200gnb,gnb,HydeMi00,tackles_assists,0,,,,,
player,201310200gnb,gnb,HydeMi00,tackles_loss,0,,,,,
player,201310200gnb,gnb,HydeMi00,qb_hits,0,,,,,
player,201310200gnb,gnb,HydeMi00,fumbles_rec,1,,,,,
player,201310200gnb,gnb,HydeMi00,fumbles_rec_yds,0,,,,,
player,201310200gnb,gnb,HydeMi00,fumbles_rec_td,0,,,,,
player,201310200gnb,gnb,HydeMi00,fumbles_forced,0,,,,,
player,201310200gnb,gnb,PalmNa01,def_int,0,,,,,
player,201310200gnb,gnb,PalmNa01,def_int_yds,0,,,,,
player,201310200gnb,gnb,PalmNa01,def_int_td,0,,,,,
player,201310200gnb,gnb,PalmNa01,def_int_long,0,,,,,
player,201310200gnb,gnb,PalmNa01,pass_defended,0,,,,,
player,201310200gnb,gnb,PalmNa01,sacks,0.0,,,,,
player,201310200gnb,gnb,PalmNa01,tackles_combined,6,,,,,
player,201310200gnb,gnb,PalmNa01,tackles_solo,3,,,,,
player,201310200gnb,gnb,PalmNa01,tackles_assists,3,,,,,
player,201310200gnb,gnb,PalmNa01,tackles_loss,0,,,,,
player,201310200gnb,gnb,PalmNa01,qb_hits,0,,,,,
player,201310200gnb,gnb,PalmNa01,fumbles_rec,0,,,,,
player,201310200gnb,gnb,PalmNa01,fumbles_rec_yds,0,,,,,
player,201310200gnb,gnb,PalmNa01,fumbles_rec_td,0,,,,,
player,201310200gnb,gnb,PalmNa01,fumbles_forced,0,,,,,
player,201310200gnb,gnb,BurnMo99,def_int,0,,,,,
player,201310200gnb,gnb,BurnMo99,def_int_yds,0,,,,,
player,201310200gnb,gnb,BurnMo99,def_int_td,0,,,,,
player,201310200gnb,gnb,BurnMo99,def_int_long,0,,,,,
player,201310200gnb,gnb,BurnMo99,pass_defended,1,,,,,
player,201310200gnb,gnb,BurnMo99,sacks,0.0,,,,,
player,201310200gnb,gnb,BurnMo99,tackles_combined,3,,,,,
player,201310200gnb,gnb,BurnMo99,tackles_solo,3,,,,,
player,201310200gnb,gnb,BurnMo99,tackles_assists,0,,,,,
player,201310200gnb,gnb,BurnMo99,tackles_loss,0,,,,,
player,201310200gnb,gnb,BurnMo99,qb_hits,0,,,,,
player,201310200gnb,gnb,BurnMo99,fumbles_rec,0,,,,,
player,201310200gnb,gnb,BurnMo99,fumbles_rec_yds,0,,,,,
player,201310200gnb,gnb,BurnMo99,fumbles_rec_td,0,,,,,
player,201310200gnb,gnb,BurnMo99,fumbles_forced,0,,,,,
player,201310200gnb,gnb,JennM.00,def_int,0,,,,,
player,201310200gnb,gnb,JennM.00,def_int_yds,0,,,,,
player,201310200gnb,gnb,JennM.00,def_int_td,0,,,,,
player,201310200gnb,gnb,JennM.00,def_int_long,0,,,,,
player,201310200gnb,gnb,JennM.00,pass_defended,0,,,,,
player,201310200gnb,gnb,JennM.00,sacks,0.0,,,,,
player,201310200gnb,gnb,JennM.00,tackles_combined,3,,,,,
player,201310200gnb,gnb,JennM.00,tackles_solo,1,,,,,
player,201310200gnb,gnb,JennM.00,tackles_assists,2,,,,,
player,201310200gnb,gnb,JennM.00,tackles_loss,0,,,,,
player,201310200gnb,gnb,JennM.00,qb_hits,0,,,,,
player,201310200gnb,gnb,JennM.00,fumbles_rec,0,,,,,
player,201310200gnb,gnb,JennM.00,fumbles_rec_yds,0,,,,,
player,201310200gnb,gnb,JennM.00,fumbles_rec_td,0,,,,,
player,201310200gnb,gnb,JennM.00,fumbles_forced,0,,,,,
player,201310200gnb,gnb,JollJo20,def_int,0,,,,,
player,201310200gnb,gnb,JollJo20,def_int_yds,0,,,,,
player,201310200gnb,gnb,JollJo20,def_int_td,0,,,,,
player,201310200gnb,gnb,JollJo20,def_int_long,0,,,,,
player,201310200gnb,gnb,JollJo20,pass_defended,0,,,,,
player,201310200gnb,gnb,JollJo20,sacks,0.0,,,,,
player,201310200gnb,gnb,JollJo20,tackles_combined,2,,,,,
player,201310200gnb,gnb,JollJo20,tackles_solo,2,,,,,
player,201310200gnb,gnb,JollJo20,tackles_assists,0,,,,,
player,201310200gnb,gnb,JollJo20,tackles_loss,2,,,,,
player,201310200gnb,gnb,JollJo20,qb_hits,0,,,,,
player,201310200gnb,gnb,JollJo20,fumbles_rec,0,,,,,
player,201310200gnb,gnb,JollJo20,fumbles_rec_yds,0,,,,,
player,201310200gnb,gnb,JollJo20,fumbles_rec_td,0,,,,,
player,201310200gnb,gnb,JollJo20,fumbles_forced,0,,,,,
player,201310200gnb,gnb,BanjCh00,def_int,0,,,,,
player,201310200gnb,gnb,BanjCh00,def_int_yds,0,,,,,
