game,2013,14,20131208,201312080sdg,nyg,"New York Giants",14,sdg,"San Diego Chargers",37
player,201312080sdg,nyg,TuckJu20,tackles_assists,1,,,,,
player,201312080sdg,nyg,TuckJu20,tackles_loss,1,,,,,
player,201312080sdg,nyg,TuckJu20,qb_hits,3,,,,,
player,201312080sdg,nyg,TuckJu20,fumbles_rec,0,,,,,
player,201312080sdg,nyg,TuckJu20,fumbles_rec_yds,0,,,,,
player,201312080sdg,nyg,TuckJu20,fumbles_rec_td,0,,,,,
player,201312080sdg,nyg,TuckJu20,fumbles_forced,1,,,,,
player,201312080sdg,nyg,RollAn20,def_int,0,,,,,
player,201312080sdg,nyg,RollAn20,def_int_yds,0,,,,,
player,201312080sdg,nyg,RollAn20,def_int_td,0,,,,,
player,201312080sdg,nyg,RollAn20,def_int_long,0,,,,,
player,201312080sdg,nyg,RollAn20,pass_defended,0,,,,,
player,201312080sdg,nyg,RollAn20,sacks,0.0,,,,,
player,201312080sdg,nyg,RollAn20,tackles_combined,10,,,,,
player,201312080sdg,nyg,RollAn20,tackles_solo,8,,,,,
player,201312080sdg,nyg,RollAn20,tackles_assists,2,,,,,
player,201312080sdg,nyg,RollAn20,tackles_loss,0,,,,,
player,201312080sdg,nyg,RollAn20,qb_hits,0,,,,,
player,201312080sdg,nyg,RollAn20,fumbles_rec,0,,,,,
player,201312080sdg,nyg,RollAn20,fumbles_rec_yds,0,,,,,
player,201312080sdg,nyg,RollAn20,fumbles_rec_td,0,,,,,
player,201312080sdg,nyg,RollAn20,fumbles_forced,0,,,,,
player,201312080sdg,nyg,BeasJo99,def_int,0,,,,,
player,201312080sdg,nyg,BeasJo99,def_int_yds,0,,,,,
player,201312080sdg,nyg,BeasJo99,def_int_td,0,,,,,
player,201312080sdg,nyg,BeasJo99,def_int_long,0,,,,,
player,201312080sdg,nyg,BeasJo99,pass_defended,0,,,,,
player,201312080sdg,nyg,BeasJo99,sacks,0.0,,,,,
player,201312080sdg,nyg,BeasJo99,tackles_combined,9,,,,,
player,201312080sdg,nyg,BeasJo99,tackles_solo,5,,,,,
player,201312080sdg,nyg,BeasJo99,tackles_assists,4,,,,,
player,201312080sdg,nyg,BeasJo99,tackles_loss,0,,,,,
player,201312080sdg,nyg,BeasJo99,qb_hits,0,,,,,
player,201312080sdg,nyg,BeasJo99,fumbles_rec,0,,,,,
player,201312080sdg,nyg,BeasJo99,fumbles_rec_yds,0,,,,,
player,201312080sdg,nyg,BeasJo99,fumbles_rec_td,0,,,,,
player,201312080sdg,nyg,BeasJo99,fumbles_forced,0,,,,,
player,201312080sdg,nyg,ThomTe99,def_int,0,,,,,
player,201312080sdg,nyg,ThomTe99,def_int_yds,0,,,,,
player,201312080sdg,nyg,ThomTe99,def_int_td,0,,,,,
player,201312080sdg,nyg,ThomTe99,def_int_long,0,,,,,
player,201312080sdg,nyg,ThomTe99,pass_defended,0,,,,,
player,201312080sdg,nyg,ThomTe99,sacks,0.0,,,,,
player,201312080sdg,nyg,ThomTe99,tackles_combined,9,,,,,
player,201312080sdg,nyg,ThomTe99,tackles_solo,9,,,,,
player,201312080sdg,nyg,ThomTe99,tackles_assists,0,,,,,
player,201312080sdg,nyg,ThomTe99,tackles_loss,0,,,,,
player,201312080sdg,nyg,ThomTe99,qb_hits,0,,,,,
player,201312080sdg,nyg,ThomTe99,fumbles_rec,0,,,,,
player,201312080sdg,nyg,ThomTe99,fumbles_rec_yds,0,,,,,
player,201312080sdg,nyg,ThomTe99,fumbles_rec_td,0,,,,,
player,201312080sdg,nyg,ThomTe99,fumbles_forced,0,,,,,
player,201312080sdg,nyg,AmukPr00,def_int,0,,,,,
player,201312080sdg,nyg,AmukPr00,def_int_yds,0,,,,,
player,201312080sdg,nyg,AmukPr00,def_int_td,0,,,,,
player,201312080sdg,nyg,AmukPr00,def_int_long,0,,,,,
player,201312080sdg,nyg,AmukPr00,pass_defended,0,,,,,
player,201312080sdg,nyg,AmukPr00,sacks,0.0,,,,,
player,201312080sdg,nyg,AmukPr00,tackles_combined,6,,,,,
player,201312080sdg,nyg,AmukPr00,tackles_solo,5,,,,,
player,201312080sdg,nyg,AmukPr00,tackles_assists,1,,,,,
player,201312080sdg,nyg,AmukPr00,tackles_loss,1,,,,,
player,201312080sdg,nyg,AmukPr00,qb_hits,0,,,,,
player,201312080sdg,nyg,AmukPr00,fumbles_rec,0,,,,,
player,201312080sdg,nyg,AmukPr00,fumbles_rec_yds,0,,,,,
player,201312080sdg,nyg,AmukPr00,fumbles_rec_td,0,,,,,
player,201312080sdg,nyg,AmukPr00,fumbles_forced,0,,,,,
player,201312080sdg,nyg,JoseLi99,def_int,0,,,,,
player,201312080sdg,nyg,JoseLi99,def_int_yds,0,,,,,
player,201312080sdg,nyg,JoseLi99,def_int_td,0,,,,,
player,201312080sdg,nyg,JoseLi99,def_int_long,0,,,,,
player,201312080sdg,nyg,JoseLi99,pass_defended,0,,,,,
player,201312080sdg,nyg,JoseLi99,sacks,0.0,,,,,
player,201312080sdg,nyg,JoseLi99,tackles_combined,5,,,,,
player,201312080sdg,nyg,JoseLi99,tackles_solo,4,,,,,
player,201312080sdg,nyg,JoseLi99,tackles_assists,1,,,,,
player,201312080sdg,nyg,JoseLi99,tackles_loss,0,,,,,
player,201312080sdg,nyg,JoseLi99,qb_hits,0,,,,,
player,201312080sdg,nyg,JoseLi99,fumbles_rec,0,,,,,
player,201312080sdg,nyg,JoseLi99,fumbles_rec_yds,0,,,,,
player,201312080sdg,nyg,JoseLi99,fumbles_rec_td,0,,,,,
player,201312080sdg,nyg,JoseLi99,fumbles_forced,0,,,,,
player,201312080sdg,nyg,WillJa02,def_int,0,,,,,
player,201312080sdg,nyg,WillJa02,def_int_yds,0,,,,,
player,201312080sdg,nyg,WillJa02,def_int_td,0,,,,,
player,201312080sdg,nyg,WillJa02,def_int_long,0,,,,,
player,201312080sdg,nyg,WillJa02,pass_defended,0,,,,,
player,201312080sdg,nyg,WillJa02,sacks,0.0,,,,,
player,201312080sdg,nyg,WillJa02,tackles_combined,5,,,,,
player,201312080sdg,nyg,WillJa02,tackles_solo,3,,,,,
player,201312080sdg,nyg,WillJa02,tackles_assists,2,,,,,
player,201312080sdg,nyg,WillJa02,tackles_loss,0,,,,,
player,201312080sdg,nyg,WillJa02,qb_hits,0,,,,,
player,201312080sdg,nyg,WillJa02,fumbles_rec,0,,,,,
player,201312080sdg,nyg,WillJa02,fumbles_rec_yds,0,,,,,
player,201312080sdg,nyg,WillJa02,fumbles_rec_td,0,,,,,
player,201312080sdg,nyg,WillJa02,fumbles_forced,0,,,,,
player,201312080sdg,nyg,PaysSp00,def_int,0,,,,,
player,201312080sdg,nyg,PaysSp00,def_int_yds,0,,,,,
player,201312080sdg,nyg,PaysSp00,def_int_td,0,,,,,
player,201312080sdg,nyg,PaysSp00,def_int_long,0,,,,,
player,201312080sdg,nyg,PaysSp00,pass_defended,0,,,,,
player,201312080sdg,nyg,PaysSp00,sacks,0.0,,,,,
player,201312080sdg,nyg,PaysSp00,tackles_combined,4,,,,,
player,201312080sdg,nyg,PaysSp00,tackles_solo,4,,,,,
player,201312080sdg,nyg,PaysSp00,tackles_assists,0,,,,,
player,201312080sdg,nyg,PaysSp00,tackles_loss,0,,,,,
player,201312080sdg,nyg,PaysSp00,qb_hits,0,,,,,
player,201312080sdg,nyg,PaysSp00,fumbles_rec,0,,,,,
player,201312080sdg,nyg,PaysSp00,fumbles_rec_yds,0,,,,,
player,201312080sdg,nyg,PaysSp00,fumbles_rec_td,0,,,,,
player,201312080sdg,nyg,PaysSp00,fumbles_forced,0,,,,,
player,201312080sdg,nyg,KiwaMa20,def_int,0,,,,,
player,201312080sdg,nyg,KiwaMa20,def_int_yds,0,,,,,
player,201312080sdg,nyg,KiwaMa20,def_int_td,0,,,,,
player,201312080sdg,nyg,KiwaMa20,def_int_long,0,,,,,
player,201312080sdg,nyg,KiwaMa20,pass_defended,0,,,,,
player,201312080sdg,nyg,KiwaMa20,sacks,0.0,,,,,
player,201312080sdg,nyg,KiwaMa20,tackles_combined,3,,,,,
player,201312080sdg,nyg,KiwaMa20,tackles_solo,3,,,,,
player,201312080sdg,nyg,KiwaMa20,tackles_assists,0,,,,,
player,201312080sdg,nyg,KiwaMa20,tackles_loss,0,,,,,
player,201312080sdg,nyg,KiwaMa20,qb_hits,1,,,,,
player,201312080sdg,nyg,KiwaMa20,fumbles_rec,0,,,,,
player,201312080sdg,nyg,KiwaMa20,fumbles_rec_yds,0,,,,,
player,201312080sdg,nyg,KiwaMa20,fumbles_rec_td,0,,,,,
player,201312080sdg,nyg,KiwaMa20,fumbles_forced,0,,,,,
player,201312080sdg,nyg,RiveKe99,def_int,0,,,,,
player,201312080sdg,nyg,RiveKe99,def_int_yds,0,,,,,
player,201312080sdg,nyg,RiveKe99,def_int_td,0,,,,,
player,201312080sdg,nyg,RiveKe99,def_int_long,0,,,,,
player,201312080sdg,nyg,RiveKe99,pass_defended,0,,,,,
player,201312080sdg,nyg,RiveKe99,sacks,0.0,,,,,
player,201312080sdg,nyg,RiveKe99,tackles_combined,3,,,,,
player,201312080sdg,nyg,RiveKe99,tackles_solo,3,,,,,
player,201312080sdg,nyg,RiveKe99,tackles_assists,0,,,,,
player,201312080sdg,nyg,RiveKe99,tackles_loss,0,,,,,
player,201312080sdg,nyg,RiveKe99,qb_hits,0,,,,,
player,201312080sdg,nyg,RiveKe99,fumbles_rec,0,,,,,
player,201312080sdg,nyg,RiveKe99,fumbles_rec_yds,0,,,,,
player,201312080sdg,nyg,RiveKe99,fumbles_rec_td,0,,,,,
player,201312080sdg,nyg,RiveKe99,fumbles_forced,0,,,,,
player,201312080sdg,nyg,CoxxMi00,def_int,0,,,,,
player,201312080sdg,nyg,CoxxMi00,def_int_yds,0,,,,,
player,201312080sdg,nyg,CoxxMi00,def_int_td,0,,,,,
player,201312080sdg,nyg,CoxxMi00,def_int_long,0,,,,,
player,201312080sdg,nyg,CoxxMi00,pass_defended,0,,,,,
player,201312080sdg,nyg,CoxxMi00,sacks,0.0,,,,,
player,201312080sdg,nyg,CoxxMi00,tackles_combined,2,,,,,
player,201312080sdg,nyg,CoxxMi00,tackles_solo,2,,,,,
player,201312080sdg,nyg,CoxxMi00,tackles_assists,0,,,,,
player,201312080sdg,nyg,CoxxMi00,tackles_loss,0,,,,,
player,201312080sdg,nyg,CoxxMi00,qb_hits,0,,,,,
player,201312080sdg,nyg,CoxxMi00,fumbles_rec,0,,,,,
player,201312080sdg,nyg,CoxxMi00,fumbles_rec_yds,0,,,,,
player,201312080sdg,nyg,CoxxMi00,fumbles_rec_td,0,,,,,
player,201312080sdg,nyg,CoxxMi00,fumbles_forced,0,,,,,
player,201312080sdg,nyg,HankJo00,def_int,0,,,,,
player,201312080sdg,nyg,HankJo00,def_int_yds,0,,,,,
player,201312080sdg,nyg,HankJo00,def_int_td,0,,,,,
player,201312080sdg,nyg,HankJo00,def_int_long,0,,,,,
player,201312080sdg,nyg,HankJo00,pass_defended,0,,,,,
player,201312080sdg,nyg,HankJo00,sacks,0.0,,,,,
player,201312080sdg,nyg,HankJo00,tackles_combined,2,,,,,
player,201312080sdg,nyg,HankJo00,tackles_solo,1,,,,,
player,201312080sdg,nyg,HankJo00,tackles_assists,1,,,,,
player,201312080sdg,nyg,HankJo00,tackles_loss,0,,,,,
player,201312080sdg,nyg,HankJo00,qb_hits,0,,,,,
player,201312080sdg,nyg,HankJo00,fumbles_rec,0,,,,,
player,201312080sdg,nyg,HankJo00,fumbles_rec_yds,0,,,,,
player,201312080sdg,nyg,HankJo00,fumbles_rec_td,0,,,,,
player,201312080sdg,nyg,HankJo00,fumbles_forced,0,,,,,
player,201312080sdg,nyg,HillWi01,def_int,0,,,,,
player,201312080sdg,nyg,HillWi01,def_int_yds,0,,,,,
player,201312080sdg,nyg,HillWi01,def_int_td,0,,,,,
player,201312080sdg,nyg,HillWi01,def_int_long,0,,,,,
player,201312080sdg,nyg,HillWi01,pass_defended,0,,,,,
player,201312080sdg,nyg,HillWi01,sacks,0.0,,,,,
player,201312080sdg,nyg,HillWi01,tackles_combined,2,,,,,
player,201312080sdg,nyg,HillWi01,tackles_solo,1,,,,,
player,201312080sdg,nyg,HillWi01,tackles_assists,1,,,,,
player,201312080sdg,nyg,HillWi01,tackles_loss,0,,,,,
player,201312080sdg,nyg,HillWi01,qb_hits,0,,,,,
player,201312080sdg,nyg,HillWi01,fumbles_rec,0,,,,,
player,201312080sdg,nyg,HillWi01,fumbles_rec_yds,0,,,,,
player,201312080sdg,nyg,HillWi01,fumbles_rec_td,0,,,,,
player,201312080sdg,nyg,HillWi01,fumbles_forced,0,,,,,
player,201312080sdg,nyg,HoslJa00,def_int,0,,,,,
player,201312080sdg,nyg,HoslJa00,def_int_yds,0,,,,,
player,201312080sdg,nyg,HoslJa00,def_int_td,0,,,,,
player,201312080sdg,nyg,HoslJa00,def_int_long,0,,,,,
player,201312080sdg,nyg,HoslJa00,pass_defended,0,,,,,
player,201312080sdg,nyg,HoslJa00,sacks,0.0,,,,,
player,201312080sdg,nyg,HoslJa00,tackles_combined,2,,,,,
player,201312080sdg,nyg,HoslJa00,tackles_solo,1,,,,,
player,201312080sdg,nyg,HoslJa00,tackles_assists,1,,,,,
player,201312080sdg,nyg,HoslJa00,tackles_loss,0,,,,,
player,201312080sdg,nyg,HoslJa00,qb_hits,0,,,,,
player,201312080sdg,nyg,HoslJa00,fumbles_rec,0,,,,,
player,201312080sdg,nyg,HoslJa00,fumbles_rec_yds,0,,,,,
player,201312080sdg,nyg,HoslJa00,fumbles_rec_td,0,,,,,
player,201312080sdg,nyg,HoslJa00,fumbles_forced,0,,,,,
player,201312080sdg,nyg,JenkCu20,def_int,0,,,,,
player,201312080sdg,nyg,JenkCu20,def_int_yds,0,,,,,
player,201312080sdg,nyg,JenkCu20,def_int_td,0,,,,,
player,201312080sdg,nyg,JenkCu20,def_int_long,0,,,,,
player,201312080sdg,nyg,JenkCu20,pass_defended,0,,,,,
player,201312080sdg,nyg,JenkCu20,sacks,0.0,,,,,
player,201312080sdg,nyg,JenkCu20,tackles_combined,2,,,,,
player,201312080sdg,nyg,JenkCu20,tackles_solo,2,,,,,
player,201312080sdg,nyg,JenkCu20,tackles_assists,0,,,,,
player,201312080sdg,nyg,JenkCu20,tackles_loss,0,,,,,
player,201312080sdg,nyg,JenkCu20,qb_hits,0,,,,,
player,201312080sdg,nyg,JenkCu20,fumbles_rec,1,,,,,
player,201312080sdg,nyg,JenkCu20,fumbles_rec_yds,0,,,,,
player,201312080sdg,nyg,JenkCu20,fumbles_rec_td,0,,,,,
player,201312080sdg,nyg,JenkCu20,fumbles_forced,0,,,,,
player,201312080sdg,nyg,MundRy00,def_int,0,,,,,
player,201312080sdg,nyg,MundRy00,def_int_yds,0,,,,,
player,201312080sdg,nyg,MundRy00,def_int_td,0,,,,,
player,201312080sdg,nyg,MundRy00,def_int_long,0,,,,,
player,201312080sdg,nyg,MundRy00,pass_defended,0,,,,,
player,201312080sdg,nyg,MundRy00,sacks,0.0,,,,,
player,201312080sdg,nyg,MundRy00,tackles_combined,2,,,,,
player,201312080sdg,nyg,MundRy00,tackles_solo,2,,,,,
player,201312080sdg,nyg,MundRy00,tackles_assists,0,,,,,
player,201312080sdg,nyg,MundRy00,tackles_loss,0,,,,,
player,201312080sdg,nyg,MundRy00,qb_hits,0,,,,,
player,201312080sdg,nyg,MundRy00,fumbles_rec,0,,,,,
player,201312080sdg,nyg,MundRy00,fumbles_rec_yds,0,,,,,
player,201312080sdg,nyg,MundRy00,fumbles_rec_td,0,,,,,
player,201312080sdg,nyg,MundRy00,fumbles_forced,0,,,,,
player,201312080sdg,nyg,DeOsZa99,def_int,0,,,,,
player,201312080sdg,nyg,DeOsZa99,def_int_yds,0,,,,,
player,201312080sdg,nyg,DeOsZa99,def_int_td,0,,,,,
player,201312080sdg,nyg,DeOsZa99,def_int_long,0,,,,,
player,201312080sdg,nyg,DeOsZa99,pass_defended,0,,,,,
player,201312080sdg,nyg,DeOsZa99,sacks,0.0,,,,,
player,201312080sdg,nyg,DeOsZa99,tackles_combined,1,,,,,
player,201312080sdg,nyg,DeOsZa99,tackles_solo,1,,,,,
player,201312080sdg,nyg,DeOsZa99,tackles_assists,0,,,,,
player,201312080sdg,nyg,DeOsZa99,tackles_loss,0,,,,,
player,201312080sdg,nyg,DeOsZa99,qb_hits,0,,,,,
player,201312080sdg,nyg,DeOsZa99,fumbles_rec,0,,,,,
player,201312080sdg,nyg,DeOsZa99,fumbles_rec_yds,0,,,,,
player,201312080sdg,nyg,DeOsZa99,fumbles_rec_td,0,,,,,
player,201312080sdg,nyg,DeOsZa99,fumbles_forced,0,,,,,
player,201312080sdg,nyg,DonnLa00,def_int,0,,,,,
player,201312080sdg,nyg,DonnLa00,def_int_yds,0,,,,,
player,201312080sdg,nyg,DonnLa00,def_int_td,0,,,,,
player,201312080sdg,nyg,DonnLa00,def_int_long,0,,,,,
player,201312080sdg,nyg,DonnLa00,pass_defended,0,,,,,
player,201312080sdg,nyg,DonnLa00,sacks,0.0,,,,,
player,201312080sdg,nyg,DonnLa00,tackles_combined,1,,,,,
player,201312080sdg,nyg,DonnLa00,tackles_solo,0,,,,,
player,201312080sdg,nyg,DonnLa00,tackles_assists,1,,,,,
player,201312080sdg,nyg,DonnLa00,tackles_loss,0,,,,,
player,201312080sdg,nyg,DonnLa00,qb_hits,0,,,,,
player,201312080sdg,nyg,DonnLa00,fumbles_rec,0,,,,,
player,201312080sdg,nyg,DonnLa00,fumbles_rec_yds,0,,,,,
player,201312080sdg,nyg,DonnLa00,fumbles_rec_td,0,,,,,
player,201312080sdg,nyg,DonnLa00,fumbles_forced,0,,,,,
player,201312080sdg,nyg,PattMi20,def_int,0,,,,,
player,201312080sdg,nyg,PattMi20,def_int_yds,0,,,,,
player,201312080sdg,nyg,PattMi20,def_int_td,0,,,,,
player,201312080sdg,nyg,PattMi20,def_int_long,0,,,,,
player,201312080sdg,nyg,PattMi20,pass_defended,0,,,,,
player,201312080sdg,nyg,PattMi20,sacks,0.0,,,,,
player,201312080sdg,nyg,PattMi20,tackles_combined,1,,,,,
player,201312080sdg,nyg,PattMi20,tackles_solo,1,,,,,
player,201312080sdg,nyg,PattMi20,tackles_assists,0,,,,,
player,201312080sdg,nyg,PattMi20,tackles_loss,0,,,,,
player,201312080sdg,nyg,PattMi20,qb_hits,0,,,,,
player,201312080sdg,nyg,PattMi20,fumbles_rec,0,,,,,
player,201312080sdg,nyg,PattMi20,fumbles_rec_yds,0,,,,,
player,201312080sdg,nyg,PattMi20,fumbles_rec_td,0,,,,,
player,201312080sdg,nyg,PattMi20,fumbles_forced,0,,,,,
player,201312080sdg,sdg,ButlDo99,def_int,1,,,,,
player,201312080sdg,sdg,ButlDo99,def_int_yds,30,,,,,
player,201312080sdg,sdg,ButlDo99,def_int_td,0,,,,,
player,201312080sdg,sdg,ButlDo99,def_int_long,30,,,,,
player,201312080sdg,sdg,ButlDo99,pass_defended,2,,,,,
player,201312080sdg,sdg,ButlDo99,sacks,0.0,,,,,
player,201312080sdg,sdg,ButlDo99,tackles_combined,5,,,,,
player,201312080sdg,sdg,ButlDo99,tackles_solo,3,,,,,
player,201312080sdg,sdg,ButlDo99,tackles_assists,2,,,,,
player,201312080sdg,sdg,ButlDo99,tackles_loss,0,,,,,
player,201312080sdg,sdg,ButlDo99,qb_hits,0,,,,,
player,201312080sdg,sdg,ButlDo99,fumbles_rec,0,,,,,
player,201312080sdg,sdg,ButlDo99,fumbles_rec_yds,0,,,,,
player,201312080sdg,sdg,ButlDo99,fumbles_rec_td,0,,,,,
player,201312080sdg,sdg,ButlDo99,fumbles_forced,0,,,,,
player,201312080sdg,sdg,WrigSh00,def_int,1,,,,,
player,201312080sdg,sdg,WrigSh00,def_int_yds,41,,,,,
player,201312080sdg,sdg,WrigSh00,def_int_td,0,,,,,
player,201312080sdg,sdg,WrigSh00,def_int_long,41,,,,,
player,201312080sdg,sdg,WrigSh00,pass_defended,3,,,,,
player,201312080sdg,sdg,WrigSh00,sacks,0.0,,,,,
player,201312080sdg,sdg,WrigSh00,tackles_combined,2,,,,,
player,201312080sdg,sdg,WrigSh00,tackles_solo,2,,,,,
player,201312080sdg,sdg,WrigSh00,tackles_assists,0,,,,,
player,201312080sdg,sdg,WrigSh00,tackles_loss,0,,,,,
player,201312080sdg,sdg,WrigSh00,qb_hits,0,,,,,
player,201312080sdg,sdg,WrigSh00,fumbles_rec,0,,,,,
player,201312080sdg,sdg,WrigSh00,fumbles_rec_yds,0,,,,,
player,201312080sdg,sdg,WrigSh00,fumbles_rec_td,0,,,,,
player,201312080sdg,sdg,WrigSh00,fumbles_forced,0,,,,,
player,201312080sdg,sdg,ReyeKe00,def_int,0,,,,,
player,201312080sdg,sdg,ReyeKe00,def_int_yds,0,,,,,
player,201312080sdg,sdg,ReyeKe00,def_int_td,0,,,,,
player,201312080sdg,sdg,ReyeKe00,def_int_long,0,,,,,
player,201312080sdg,sdg,ReyeKe00,pass_defended,0,,,,,
player,201312080sdg,sdg,ReyeKe00,sacks,1.0,,,,,
player,201312080sdg,sdg,ReyeKe00,tackles_combined,5,,,,,
player,201312080sdg,sdg,ReyeKe00,tackles_solo,3,,,,,
player,201312080sdg,sdg,ReyeKe00,tackles_assists,2,,,,,
player,201312080sdg,sdg,ReyeKe00,tackles_loss,1,,,,,
player,201312080sdg,sdg,ReyeKe00,qb_hits,1,,,,,
player,201312080sdg,sdg,ReyeKe00,fumbles_rec,0,,,,,
player,201312080sdg,sdg,ReyeKe00,fumbles_rec_yds,0,,,,,
player,201312080sdg,sdg,ReyeKe00,fumbles_rec_td,0,,,,,
player,201312080sdg,sdg,ReyeKe00,fumbles_forced,0,,,,,
player,201312080sdg,sdg,LiugCo00,def_int,0,,,,,
player,201312080sdg,sdg,LiugCo00,def_int_yds,0,,,,,
player,201312080sdg,sdg,LiugCo00,def_int_td,0,,,,,
player,201312080sdg,sdg,LiugCo00,def_int_long,0,,,,,
player,201312080sdg,sdg,LiugCo00,pass_defended,0,,,,,
player,201312080sdg,sdg,LiugCo00,sacks,0.5,,,,,
player,201312080sdg,sdg,LiugCo00,tackles_combined,3,,,,,
player,201312080sdg,sdg,LiugCo00,tackles_solo,2,,,,,
player,201312080sdg,sdg,LiugCo00,tackles_assists,1,,,,,
player,201312080sdg,sdg,LiugCo00,tackles_loss,0,,,,,
player,201312080sdg,sdg,LiugCo00,qb_hits,1,,,,,
player,201312080sdg,sdg,LiugCo00,fumbles_rec,0,,,,,
player,201312080sdg,sdg,LiugCo00,fumbles_rec_yds,0,,,,,
player,201312080sdg,sdg,LiugCo00,fumbles_rec_td,0,,,,,
player,201312080sdg,sdg,LiugCo00,fumbles_forced,0,,,,,
player,201312080sdg,sdg,KeisTh00,def_int,0,,,,,
player,201312080sdg,sdg,KeisTh00,def_int_yds,0,,,,,
player,201312080sdg,sdg,KeisTh00,def_int_td,0,,,,,
player,201312080sdg,sdg,KeisTh00,def_int_long,0,,,,,
player,201312080sdg,sdg,KeisTh00,pass_defended,0,,,,,
player,201312080sdg,sdg,KeisTh00,sacks,0.5,,,,,
player,201312080sdg,sdg,KeisTh00,tackles_combined,1,,,,,
player,201312080sdg,sdg,KeisTh00,tackles_solo,0,,,,,
player,201312080sdg,sdg,KeisTh00,tackles_assists,1,,,,,
player,201312080sdg,sdg,KeisTh00,tackles_loss,0,,,,,
player,201312080sdg,sdg,KeisTh00,qb_hits,1,,,,,
player,201312080sdg,sdg,KeisTh00,fumbles_rec,0,,,,,
player,201312080sdg,sdg,KeisTh00,fumbles_rec_yds,0,,,,,
player,201312080sdg,sdg,KeisTh00,fumbles_rec_td,0,,,,,
player,201312080sdg,sdg,KeisTh00,fumbles_forced,0,,,,,
player,201312080sdg,sdg,GilcMa00,def_int,0,,,,,
player,201312080sdg,sdg,GilcMa00,def_int_yds,0,,,,,
player,201312080sdg,sdg,GilcMa00,def_int_td,0,,,,,
player,201312080sdg,sdg,GilcMa00,def_int_long,0,,,,,
player,201312080sdg,sdg,GilcMa00,pass_defended,0,,,,,
player,201312080sdg,sdg,GilcMa00,sacks,0.0,,,,,
player,201312080sdg,sdg,GilcMa00,tackles_combined,8,,,,,
player,201312080sdg,sdg,GilcMa00,tackles_solo,7,,,,,
player,201312080sdg,sdg,GilcMa00,tackles_assists,1,,,,,
player,201312080sdg,sdg,GilcMa00,tackles_loss,0,,,,,
player,201312080sdg,sdg,GilcMa00,qb_hits,0,,,,,
player,201312080sdg,sdg,GilcMa00,fumbles_rec,1,,,,,
player,201312080sdg,sdg,GilcMa00,fumbles_rec_yds,0,,,,,
player,201312080sdg,sdg,GilcMa00,fumbles_rec_td,0,,,,,
player,201312080sdg,sdg,GilcMa00,fumbles_forced,0,,,,,
player,201312080sdg,sdg,MarsRi20,def_int,0,,,,,
player,201312080sdg,sdg,MarsRi20,def_int_yds,0,,,,,
player,201312080sdg,sdg,MarsRi20,def_int_td,0,,,,,
player,201312080sdg,sdg,MarsRi20,def_int_long,0,,,,,
player,201312080sdg,sdg,MarsRi20,pass_defended,2,,,,,
player,201312080sdg,sdg,MarsRi20,sacks,0.0,,,,,
player,201312080sdg,sdg,MarsRi20,tackles_combined,5,,,,,
player,201312080sdg,sdg,MarsRi20,tackles_solo,5,,,,,
player,201312080sdg,sdg,MarsRi20,tackles_assists,0,,,,,
player,201312080sdg,sdg,MarsRi20,tackles_loss,0,,,,,
player,201312080sdg,sdg,MarsRi20,qb_hits,0,,,,,
player,201312080sdg,sdg,MarsRi20,fumbles_rec,0,,,,,
player,201312080sdg,sdg,MarsRi20,fumbles_rec_yds,0,,,,,
player,201312080sdg,sdg,MarsRi20,fumbles_rec_td,0,,,,,
player,201312080sdg,sdg,MarsRi20,fumbles_forced,0,,,,,
player,201312080sdg,sdg,GachAn00,def_int,0,,,,,
player,201312080sdg,sdg,GachAn00,def_int_yds,0,,,,,
player,201312080sdg,sdg,GachAn00,def_int_td,0,,,,,
player,201312080sdg,sdg,GachAn00,def_int_long,0,,,,,
player,201312080sdg,sdg,GachAn00,pass_defended,0,,,,,
player,201312080sdg,sdg,GachAn00,sacks,0.0,,,,,
player,201312080sdg,sdg,GachAn00,tackles_combined,4,,,,,
player,201312080sdg,sdg,GachAn00,tackles_solo,2,,,,,
player,201312080sdg,sdg,GachAn00,tackles_assists,2,,,,,
player,201312080sdg,sdg,GachAn00,tackles_loss,0,,,,,
player,201312080sdg,sdg,GachAn00,qb_hits,0,,,,,
player,201312080sdg,sdg,GachAn00,fumbles_rec,0,,,,,
player,201312080sdg,sdg,GachAn00,fumbles_rec_yds,0,,,,,
player,201312080sdg,sdg,GachAn00,fumbles_rec_td,0,,,,,
player,201312080sdg,sdg,GachAn00,fumbles_forced,0,,,,,
player,201312080sdg,sdg,WeddEr99,def_int,0,,,,,
player,201312080sdg,sdg,WeddEr99,def_int_yds,0,,,,,
player,201312080sdg,sdg,WeddEr99,def_int_td,0,,,,,
player,201312080sdg,sdg,WeddEr99,def_int_long,0,,,,,
player,201312080sdg,sdg,WeddEr99,pass_defended,0,,,,,
player,201312080sdg,sdg,WeddEr99,sacks,0.0,,,,,
player,201312080sdg,sdg,WeddEr99,tackles_combined,4,,,,,
player,201312080sdg,sdg,WeddEr99,tackles_solo,4,,,,,
player,201312080sdg,sdg,WeddEr99,tackles_assists,0,,,,,
player,201312080sdg,sdg,WeddEr99,tackles_loss,0,,,,,
player,201312080sdg,sdg,WeddEr99,qb_hits,0,,,,,
player,201312080sdg,sdg,WeddEr99,fumbles_rec,0,,,,,
player,201312080sdg,sdg,WeddEr99,fumbles_rec_yds,0,,,,,
