game,2013,2,20130915,201309150htx,oti,"Tennessee Titans",24,htx,"Houston Texans",30
team,201309150htx,oti,First Downs,14,,,,,,
team,201309150htx,htx,First Downs,25,,,,,,
team,201309150htx,oti,Rush-Yds-TDs,33-119-0,,,,,,
team,201309150htx,htx,Rush-Yds-TDs,28-172-1,,,,,,
team,201309150htx,oti,Cmp-Att-Yd-TD-INT,17-30-148-2-0,,,,,,
team,201309150htx,htx,Cmp-Att-Yd-TD-INT,26-48-298-3-2,,,,,,
team,201309150htx,oti,Sacked-Yards,4-19,,,,,,
team,201309150htx,htx,Sacked-Yards,2-18,,,,,,
team,201309150htx,oti,Net Pass Yards,129,,,,,,
team,201309150htx,htx,Net Pass Yards,280,,,,,,
team,201309150htx,oti,Total Yards,248,,,,,,
team,201309150htx,htx,Total Yards,452,,,,,,
team,201309150htx,oti,Fumbles-Lost,1-0,,,,,,
team,201309150htx,htx,Fumbles-Lost,0-0,,,,,,
team,201309150htx,oti,Turnovers,0,,,,,,
team,201309150htx,htx,Turnovers,2,,,,,,
team,201309150htx,oti,Penalties-Yards,9-70,,,,,,
team,201309150htx,htx,Penalties-Yards,5-40,,,,,,
team,201309150htx,oti,Third Down Conv.,4-16,,,,,,
team,201309150htx,htx,Third Down Conv.,6-17,,,,,,
team,201309150htx,oti,Fourth Down Conv.,0-1,,,,,,
team,201309150htx,htx,Fourth Down Conv.,0-0,,,,,,
team,201309150htx,oti,Time of Possession,31:14,,,,,,
team,201309150htx,htx,Time of Possession,33:14,,,,,,
player,201309150htx,oti,LockJa00,pass_cmp,17,,,,,
player,201309150htx,oti,LockJa00,pass_att,30,,,,,
player,201309150htx,oti,LockJa00,pass_yds,148,,,,,
player,201309150htx,oti,LockJa00,pass_td,2,,,,,
player,201309150htx,oti,LockJa00,pass_int,0,,,,,
player,201309150htx,oti,LockJa00,pass_sacked,4,,,,,
player,201309150htx,oti,LockJa00,pass_sacked_yds,19,,,,,
player,201309150htx,oti,LockJa00,pass_long,31,,,,,
player,201309150htx,oti,LockJa00,pass_rating,92.1,,,,,
player,201309150htx,oti,LockJa00,rush_att,2,,,,,
player,201309150htx,oti,LockJa00,rush_yds,10,,,,,
player,201309150htx,oti,LockJa00,rush_td,0,,,,,
player,201309150htx,oti,LockJa00,rush_long,10,,,,,
player,201309150htx,oti,LockJa00,targets,0,,,,,
player,201309150htx,oti,LockJa00,rec,0,,,,,
player,201309150htx,oti,LockJa00,rec_yds,0,,,,,
player,201309150htx,oti,LockJa00,rec_td,0,,,,,
player,201309150htx,oti,LockJa00,rec_long,0,,,,,
player,201309150htx,oti,LockJa00,fumbles,1,,,,,
player,201309150htx,oti,LockJa00,fumbles_lost,0,,,,,
player,201309150htx,oti,JohnCh04,pass_cmp,0,,,,,
player,201309150htx,oti,JohnCh04,pass_att,0,,,,,
player,201309150htx,oti,JohnCh04,pass_yds,0,,,,,
player,201309150htx,oti,JohnCh04,pass_td,0,,,,,
player,201309150htx,oti,JohnCh04,pass_int,0,,,,,
player,201309150htx,oti,JohnCh04,pass_sacked,0,,,,,
player,201309150htx,oti,JohnCh04,pass_sacked_yds,0,,,,,
player,201309150htx,oti,JohnCh04,pass_long,0,,,,,
player,201309150htx,oti,JohnCh04,pass_rating,,,,,,
player,201309150htx,oti,JohnCh04,rush_att,25,,,,,
player,201309150htx,oti,JohnCh04,rush_yds,96,,,,,
player,201309150htx,oti,JohnCh04,rush_td,0,,,,,
player,201309150htx,oti,JohnCh04,rush_long,16,,,,,
player,201309150htx,oti,JohnCh04,targets,1,,,,,
player,201309150htx,oti,JohnCh04,rec,1,,,,,
player,201309150htx,oti,JohnCh04,rec_yds,1,,,,,
player,201309150htx,oti,JohnCh04,rec_td,0,,,,,
player,201309150htx,oti,JohnCh04,rec_long,1,,,,,
player,201309150htx,oti,JohnCh04,fumbles,0,,,,,
player,201309150htx,oti,JohnCh04,fumbles_lost,0,,,,,
player,201309150htx,oti,BattJa00,pass_cmp,0,,,,,
player,201309150htx,oti,BattJa00,pass_att,0,,,,,
player,201309150htx,oti,BattJa00,pass_yds,0,,,,,
player,201309150htx,oti,BattJa00,pass_td,0,,,,,
player,201309150htx,oti,BattJa00,pass_int,0,,,,,
player,201309150htx,oti,BattJa00,pass_sacked,0,,,,,
player,201309150htx,oti,BattJa00,pass_sacked_yds,0,,,,,
player,201309150htx,oti,BattJa00,pass_long,0,,,,,
player,201309150htx,oti,BattJa00,pass_rating,,,,,,
player,201309150htx,oti,BattJa00,rush_att,6,,,,,
player,201309150htx,oti,BattJa00,rush_yds,13,,,,,
player,201309150htx,oti,BattJa00,rush_td,0,,,,,
player,201309150htx,oti,BattJa00,rush_long,9,,,,,
player,201309150htx,oti,BattJa00,targets,0,,,,,
player,201309150htx,oti,BattJa00,rec,0,,,,,
player,201309150htx,oti,BattJa00,rec_yds,0,,,,,
player,201309150htx,oti,BattJa00,rec_td,0,,,,,
player,201309150htx,oti,BattJa00,rec_long,0,,,,,
player,201309150htx,oti,BattJa00,fumbles,0,,,,,
player,201309150htx,oti,BattJa00,fumbles_lost,0,,,,,
player,201309150htx,oti,WrigKe01,pass_cmp,0,,,,,
player,201309150htx,oti,WrigKe01,pass_att,0,,,,,
player,201309150htx,oti,WrigKe01,pass_yds,0,,,,,
player,201309150htx,oti,WrigKe01,pass_td,0,,,,,
player,201309150htx,oti,WrigKe01,pass_int,0,,,,,
player,201309150htx,oti,WrigKe01,pass_sacked,0,,,,,
player,201309150htx,oti,WrigKe01,pass_sacked_yds,0,,,,,
player,201309150htx,oti,WrigKe01,pass_long,0,,,,,
player,201309150htx,oti,WrigKe01,pass_rating,,,,,,
player,201309150htx,oti,WrigKe01,rush_att,0,,,,,
player,201309150htx,oti,WrigKe01,rush_yds,0,,,,,
player,201309150htx,oti,WrigKe01,rush_td,0,,,,,
player,201309150htx,oti,WrigKe01,rush_long,0,,,,,
player,201309150htx,oti,WrigKe01,targets,11,,,,,
player,201309150htx,oti,WrigKe01,rec,7,,,,,
player,201309150htx,oti,WrigKe01,rec_yds,54,,,,,
player,201309150htx,oti,WrigKe01,rec_td,1,,,,,
player,201309150htx,oti,WrigKe01,rec_long,14,,,,,
player,201309150htx,oti,WrigKe01,fumbles,0,,,,,
player,201309150htx,oti,WrigKe01,fumbles_lost,0,,,,,
player,201309150htx,oti,WashNa00,pass_cmp,0,,,,,
player,201309150htx,oti,WashNa00,pass_att,0,,,,,
player,201309150htx,oti,WashNa00,pass_yds,0,,,,,
player,201309150htx,oti,WashNa00,pass_td,0,,,,,
player,201309150htx,oti,WashNa00,pass_int,0,,,,,
player,201309150htx,oti,WashNa00,pass_sacked,0,,,,,
player,201309150htx,oti,WashNa00,pass_sacked_yds,0,,,,,
player,201309150htx,oti,WashNa00,pass_long,0,,,,,
player,201309150htx,oti,WashNa00,pass_rating,,,,,,
player,201309150htx,oti,WashNa00,rush_att,0,,,,,
player,201309150htx,oti,WashNa00,rush_yds,0,,,,,
player,201309150htx,oti,WashNa00,rush_td,0,,,,,
player,201309150htx,oti,WashNa00,rush_long,0,,,,,
player,201309150htx,oti,WashNa00,targets,5,,,,,
player,201309150htx,oti,WashNa00,rec,3,,,,,
player,201309150htx,oti,WashNa00,rec_yds,50,,,,,
player,201309150htx,oti,WashNa00,rec_td,0,,,,,
player,201309150htx,oti,WashNa00,rec_long,31,,,,,
player,201309150htx,oti,WashNa00,fumbles,0,,,,,
player,201309150htx,oti,WashNa00,fumbles_lost,0,,,,,
player,201309150htx,oti,BritKe00,pass_cmp,0,,,,,
player,201309150htx,oti,BritKe00,pass_att,0,,,,,
player,201309150htx,oti,BritKe00,pass_yds,0,,,,,
player,201309150htx,oti,BritKe00,pass_td,0,,,,,
player,201309150htx,oti,BritKe00,pass_int,0,,,,,
player,201309150htx,oti,BritKe00,pass_sacked,0,,,,,
player,201309150htx,oti,BritKe00,pass_sacked_yds,0,,,,,
player,201309150htx,oti,BritKe00,pass_long,0,,,,,
player,201309150htx,oti,BritKe00,pass_rating,,,,,,
player,201309150htx,oti,BritKe00,rush_att,0,,,,,
player,201309150htx,oti,BritKe00,rush_yds,0,,,,,
player,201309150htx,oti,BritKe00,rush_td,0,,,,,
player,201309150htx,oti,BritKe00,rush_long,0,,,,,
