game,2013,14,20131208,201312080nor,car,"Carolina Panthers",13,nor,"New Orleans Saints",31
team,201312080nor,car,First Downs,16,,,,,,
team,201312080nor,nor,First Downs,24,,,,,,
team,201312080nor,car,Rush-Yds-TDs,23-128-0,,,,,,
team,201312080nor,nor,Rush-Yds-TDs,17-69-0,,,,,,
team,201312080nor,car,Cmp-Att-Yd-TD-INT,22-34-160-1-0,,,,,,
team,201312080nor,nor,Cmp-Att-Yd-TD-INT,30-42-313-4-0,,,,,,
team,201312080nor,car,Sacked-Yards,5-49,,,,,,
team,201312080nor,nor,Sacked-Yards,2-9,,,,,,
team,201312080nor,car,Net Pass Yards,111,,,,,,
team,201312080nor,nor,Net Pass Yards,304,,,,,,
team,201312080nor,car,Total Yards,239,,,,,,
team,201312080nor,nor,Total Yards,373,,,,,,
team,201312080nor,car,Fumbles-Lost,0-0,,,,,,
team,201312080nor,nor,Fumbles-Lost,1-0,,,,,,
team,201312080nor,car,Turnovers,0,,,,,,
team,201312080nor,nor,Turnovers,0,,,,,,
team,201312080nor,car,Penalties-Yards,5-35,,,,,,
team,201312080nor,nor,Penalties-Yards,5-45,,,,,,
team,201312080nor,car,Third Down Conv.,6-15,,,,,,
team,201312080nor,nor,Third Down Conv.,7-12,,,,,,
team,201312080nor,car,Fourth Down Conv.,1-1,,,,,,
team,201312080nor,nor,Fourth Down Conv.,0-0,,,,,,
team,201312080nor,car,Time of Possession,32:27,,,,,,
team,201312080nor,nor,Time of Possession,27:33,,,,,,
player,201312080nor,car,NewtCa00,pass_cmp,22,,,,,
player,201312080nor,car,NewtCa00,pass_att,34,,,,,
player,201312080nor,car,NewtCa00,pass_yds,160,,,,,
player,201312080nor,car,NewtCa00,pass_td,1,,,,,
player,201312080nor,car,NewtCa00,pass_int,0,,,,,
player,201312080nor,car,NewtCa00,pass_sacked,5,,,,,
player,201312080nor,car,NewtCa00,pass_sacked_yds,49,,,,,
player,201312080nor,car,NewtCa00,pass_long,17,,,,,
player,201312080nor,car,NewtCa00,pass_rating,85.4,,,,,
player,201312080nor,car,NewtCa00,rush_att,6,,,,,
player,201312080nor,car,NewtCa00,rush_yds,48,,,,,
player,201312080nor,car,NewtCa00,rush_td,0,,,,,
player,201312080nor,car,NewtCa00,rush_long,19,,,,,
player,201312080nor,car,NewtCa00,targets,0,,,,,
player,201312080nor,car,NewtCa00,rec,0,,,,,
player,201312080nor,car,NewtCa00,rec_yds,0,,,,,
player,201312080nor,car,NewtCa00,rec_td,0,,,,,
player,201312080nor,car,NewtCa00,rec_long,0,,,,,
player,201312080nor,car,NewtCa00,fumbles,0,,,,,
player,201312080nor,car,NewtCa00,fumbles_lost,0,,,,,
player,201312080nor,car,WillDe02,pass_cmp,0,,,,,
player,201312080nor,car,WillDe02,pass_att,0,,,,,
player,201312080nor,car,WillDe02,pass_yds,0,,,,,
player,201312080nor,car,WillDe02,pass_td,0,,,,,
player,201312080nor,car,WillDe02,pass_int,0,,,,,
player,201312080nor,car,WillDe02,pass_sacked,0,,,,,
player,201312080nor,car,WillDe02,pass_sacked_yds,0,,,,,
player,201312080nor,car,WillDe02,pass_long,0,,,,,
player,201312080nor,car,WillDe02,pass_rating,,,,,,
player,201312080nor,car,WillDe02,rush_att,13,,,,,
player,201312080nor,car,WillDe02,rush_yds,52,,,,,
player,201312080nor,car,WillDe02,rush_td,0,,,,,
player,201312080nor,car,WillDe02,rush_long,9,,,,,
player,201312080nor,car,WillDe02,targets,2,,,,,
player,201312080nor,car,WillDe02,rec,1,,,,,
player,201312080nor,car,WillDe02,rec_yds,11,,,,,
player,201312080nor,car,WillDe02,rec_td,0,,,,,
player,201312080nor,car,WillDe02,rec_long,11,,,,,
player,201312080nor,car,WillDe02,fumbles,0,,,,,
player,201312080nor,car,WillDe02,fumbles_lost,0,,,,,
player,201312080nor,car,StewJo00,pass_cmp,0,,,,,
player,201312080nor,car,StewJo00,pass_att,0,,,,,
player,201312080nor,car,StewJo00,pass_yds,0,,,,,
player,201312080nor,car,StewJo00,pass_td,0,,,,,
player,201312080nor,car,StewJo00,pass_int,0,,,,,
player,201312080nor,car,StewJo00,pass_sacked,0,,,,,
player,201312080nor,car,StewJo00,pass_sacked_yds,0,,,,,
player,201312080nor,car,StewJo00,pass_long,0,,,,,
player,201312080nor,car,StewJo00,pass_rating,,,,,,
player,201312080nor,car,StewJo00,rush_att,1,,,,,
player,201312080nor,car,StewJo00,rush_yds,16,,,,,
player,201312080nor,car,StewJo00,rush_td,0,,,,,
player,201312080nor,car,StewJo00,rush_long,16,,,,,
player,201312080nor,car,StewJo00,targets,1,,,,,
player,201312080nor,car,StewJo00,rec,1,,,,,
player,201312080nor,car,StewJo00,rec_yds,16,,,,,
player,201312080nor,car,StewJo00,rec_td,0,,,,,
player,201312080nor,car,StewJo00,rec_long,16,,,,,
player,201312080nor,car,StewJo00,fumbles,0,,,,,
player,201312080nor,car,StewJo00,fumbles_lost,0,,,,,
player,201312080nor,car,TolbMi00,pass_cmp,0,,,,,
player,201312080nor,car,TolbMi00,pass_att,0,,,,,
player,201312080nor,car,TolbMi00,pass_yds,0,,,,,
player,201312080nor,car,TolbMi00,pass_td,0,,,,,
player,201312080nor,car,TolbMi00,pass_int,0,,,,,
player,201312080nor,car,TolbMi00,pass_sacked,0,,,,,
player,201312080nor,car,TolbMi00,pass_sacked_yds,0,,,,,
player,201312080nor,car,TolbMi00,pass_long,0,,,,,
player,201312080nor,car,TolbMi00,pass_rating,,,,,,
player,201312080nor,car,TolbMi00,rush_att,3,,,,,
player,201312080nor,car,TolbMi00,rush_yds,12,,,,,
player,201312080nor,car,TolbMi00,rush_td,0,,,,,
player,201312080nor,car,TolbMi00,rush_long,7,,,,,
player,201312080nor,car,TolbMi00,targets,2,,,,,
player,201312080nor,car,TolbMi00,rec,2,,,,,
player,201312080nor,car,TolbMi00,rec_yds,17,,,,,
player,201312080nor,car,TolbMi00,rec_td,0,,,,,
player,201312080nor,car,TolbMi00,rec_long,11,,,,,
player,201312080nor,car,TolbMi00,fumbles,0,,,,,
player,201312080nor,car,TolbMi00,fumbles_lost,0,,,,,
player,201312080nor,car,SmitSt01,pass_cmp,0,,,,,
player,201312080nor,car,SmitSt01,pass_att,0,,,,,
player,201312080nor,car,SmitSt01,pass_yds,0,,,,,
player,201312080nor,car,SmitSt01,pass_td,0,,,,,
player,201312080nor,car,SmitSt01,pass_int,0,,,,,
player,201312080nor,car,SmitSt01,pass_sacked,0,,,,,
player,201312080nor,car,SmitSt01,pass_sacked_yds,0,,,,,
player,201312080nor,car,SmitSt01,pass_long,0,,,,,
player,201312080nor,car,SmitSt01,pass_rating,,,,,,
player,201312080nor,car,SmitSt01,rush_att,0,,,,,
player,201312080nor,car,SmitSt01,rush_yds,0,,,,,
player,201312080nor,car,SmitSt01,rush_td,0,,,,,
player,201312080nor,car,SmitSt01,rush_long,0,,,,,
player,201312080nor,car,SmitSt01,targets,8,,,,,
player,201312080nor,car,SmitSt01,rec,6,,,,,
player,201312080nor,car,SmitSt01,rec_yds,49,,,,,
player,201312080nor,car,SmitSt01,rec_td,1,,,,,
player,201312080nor,car,SmitSt01,rec_long,17,,,,,
player,201312080nor,car,SmitSt01,fumbles,0,,,,,
player,201312080nor,car,SmitSt01,fumbles_lost,0,,,,,
player,201312080nor,car,OlseGr00,pass_cmp,0,,,,,
player,201312080nor,car,OlseGr00,pass_att,0,,,,,
