game,2015,8,20151101,201511010nor,nyg,"New York Giants",49,nor,"New Orleans Saints",52
player,201511010nor,nyg,JennRa00,rush_long,17,,,,,
player,201511010nor,nyg,JennRa00,targets,3,,,,,
player,201511010nor,nyg,JennRa00,rec,2,,,,,
player,201511010nor,nyg,JennRa00,rec_yds,31,,,,,
player,201511010nor,nyg,JennRa00,rec_td,0,,,,,
player,201511010nor,nyg,JennRa00,rec_long,25,,,,,
player,201511010nor,nyg,JennRa00,fumbles,0,,,,,
player,201511010nor,nyg,JennRa00,fumbles_lost,0,,,,,
player,201511010nor,nyg,DarkOr00,pass_cmp,0,,,,,
player,201511010nor,nyg,DarkOr00,pass_att,0,,,,,
player,201511010nor,nyg,DarkOr00,pass_yds,0,,,,,
player,201511010nor,nyg,DarkOr00,pass_td,0,,,,,
player,201511010nor,nyg,DarkOr00,pass_int,0,,,,,
player,201511010nor,nyg,DarkOr00,pass_sacked,0,,,,,
player,201511010nor,nyg,DarkOr00,pass_sacked_yds,0,,,,,
player,201511010nor,nyg,DarkOr00,pass_long,0,,,,,
player,201511010nor,nyg,DarkOr00,pass_rating,,,,,,
player,201511010nor,nyg,DarkOr00,rush_att,4,,,,,
player,201511010nor,nyg,DarkOr00,rush_yds,23,,,,,
player,201511010nor,nyg,DarkOr00,rush_td,0,,,,,
player,201511010nor,nyg,DarkOr00,rush_long,17,,,,,
player,201511010nor,nyg,DarkOr00,targets,0,,,,,
player,201511010nor,nyg,DarkOr00,rec,0,,,,,
player,201511010nor,nyg,DarkOr00,rec_yds,0,,,,,
player,201511010nor,nyg,DarkOr00,rec_td,0,,,,,
player,201511010nor,nyg,DarkOr00,rec_long,0,,,,,
player,201511010nor,nyg,DarkOr00,fumbles,0,,,,,
player,201511010nor,nyg,DarkOr00,fumbles_lost,0,,,,,
player,201511010nor,nyg,WillAn00,pass_cmp,0,,,,,
player,201511010nor,nyg,WillAn00,pass_att,0,,,,,
player,201511010nor,nyg,WillAn00,pass_yds,0,,,,,
player,201511010nor,nyg,WillAn00,pass_td,0,,,,,
player,201511010nor,nyg,WillAn00,pass_int,0,,,,,
player,201511010nor,nyg,WillAn00,pass_sacked,0,,,,,
player,201511010nor,nyg,WillAn00,pass_sacked_yds,0,,,,,
player,201511010nor,nyg,WillAn00,pass_long,0,,,,,
player,201511010nor,nyg,WillAn00,pass_rating,,,,,,
player,201511010nor,nyg,WillAn00,rush_att,5,,,,,
player,201511010nor,nyg,WillAn00,rush_yds,7,,,,,
player,201511010nor,nyg,WillAn00,rush_td,0,,,,,
player,201511010nor,nyg,WillAn00,rush_long,4,,,,,
player,201511010nor,nyg,WillAn00,targets,0,,,,,
player,201511010nor,nyg,WillAn00,rec,0,,,,,
player,201511010nor,nyg,WillAn00,rec_yds,0,,,,,
player,201511010nor,nyg,WillAn00,rec_td,0,,,,,
player,201511010nor,nyg,WillAn00,rec_long,0,,,,,
player,201511010nor,nyg,WillAn00,fumbles,0,,,,,
player,201511010nor,nyg,WillAn00,fumbles_lost,0,,,,,
player,201511010nor,nyg,VereSh00,pass_cmp,0,,,,,
player,201511010nor,nyg,VereSh00,pass_att,0,,,,,
player,201511010nor,nyg,VereSh00,pass_yds,0,,,,,
player,201511010nor,nyg,VereSh00,pass_td,0,,,,,
player,201511010nor,nyg,VereSh00,pass_int,0,,,,,
player,201511010nor,nyg,VereSh00,pass_sacked,0,,,,,
player,201511010nor,nyg,VereSh00,pass_sacked_yds,0,,,,,
player,201511010nor,nyg,VereSh00,pass_long,0,,,,,
player,201511010nor,nyg,VereSh00,pass_rating,,,,,,
player,201511010nor,nyg,VereSh00,rush_att,2,,,,,
player,201511010nor,nyg,VereSh00,rush_yds,3,,,,,
player,201511010nor,nyg,VereSh00,rush_td,0,,,,,
player,201511010nor,nyg,VereSh00,rush_long,7,,,,,
player,201511010nor,nyg,VereSh00,targets,9,,,,,
player,201511010nor,nyg,VereSh00,rec,8,,,,,
player,201511010nor,nyg,VereSh00,rec_yds,60,,,,,
player,201511010nor,nyg,VereSh00,rec_td,1,,,,,
player,201511010nor,nyg,VereSh00,rec_long,24,,,,,
player,201511010nor,nyg,VereSh00,fumbles,0,,,,,
player,201511010nor,nyg,VereSh00,fumbles_lost,0,,,,,
player,201511010nor,nyg,BeckOd00,pass_cmp,0,,,,,
player,201511010nor,nyg,BeckOd00,pass_att,0,,,,,
player,201511010nor,nyg,BeckOd00,pass_yds,0,,,,,
player,201511010nor,nyg,BeckOd00,pass_td,0,,,,,
player,201511010nor,nyg,BeckOd00,pass_int,0,,,,,
player,201511010nor,nyg,BeckOd00,pass_sacked,0,,,,,
player,201511010nor,nyg,BeckOd00,pass_sacked_yds,0,,,,,
player,201511010nor,nyg,BeckOd00,pass_long,0,,,,,
player,201511010nor,nyg,BeckOd00,pass_rating,,,,,,
player,201511010nor,nyg,BeckOd00,rush_att,0,,,,,
player,201511010nor,nyg,BeckOd00,rush_yds,0,,,,,
player,201511010nor,nyg,BeckOd00,rush_td,0,,,,,
player,201511010nor,nyg,BeckOd00,rush_long,0,,,,,
player,201511010nor,nyg,BeckOd00,targets,9,,,,,
player,201511010nor,nyg,BeckOd00,rec,8,,,,,
player,201511010nor,nyg,BeckOd00,rec_yds,130,,,,,
player,201511010nor,nyg,BeckOd00,rec_td,3,,,,,
player,201511010nor,nyg,BeckOd00,rec_long,50,,,,,
player,201511010nor,nyg,BeckOd00,fumbles,0,,,,,
player,201511010nor,nyg,BeckOd00,fumbles_lost,0,,,,,
player,201511010nor,nyg,RandRu00,pass_cmp,0,,,,,
player,201511010nor,nyg,RandRu00,pass_att,0,,,,,
player,201511010nor,nyg,RandRu00,pass_yds,0,,,,,
player,201511010nor,nyg,RandRu00,pass_td,0,,,,,
player,201511010nor,nyg,RandRu00,pass_int,0,,,,,
player,201511010nor,nyg,RandRu00,pass_sacked,0,,,,,
player,201511010nor,nyg,RandRu00,pass_sacked_yds,0,,,,,
player,201511010nor,nyg,RandRu00,pass_long,0,,,,,
player,201511010nor,nyg,RandRu00,pass_rating,,,,,,
player,201511010nor,nyg,RandRu00,rush_att,0,,,,,
player,201511010nor,nyg,RandRu00,rush_yds,0,,,,,
player,201511010nor,nyg,RandRu00,rush_td,0,,,,,
player,201511010nor,nyg,RandRu00,rush_long,0,,,,,
player,201511010nor,nyg,RandRu00,targets,9,,,,,
player,201511010nor,nyg,RandRu00,rec,5,,,,,
player,201511010nor,nyg,RandRu00,rec_yds,55,,,,,
player,201511010nor,nyg,RandRu00,rec_td,0,,,,,
player,201511010nor,nyg,RandRu00,rec_long,19,,,,,
player,201511010nor,nyg,RandRu00,fumbles,0,,,,,
player,201511010nor,nyg,RandRu00,fumbles_lost,0,,,,,
player,201511010nor,nyg,HarrDw00,pass_cmp,0,,,,,
player,201511010nor,nyg,HarrDw00,pass_att,0,,,,,
player,201511010nor,nyg,HarrDw00,pass_yds,0,,,,,
player,201511010nor,nyg,HarrDw00,pass_td,0,,,,,
player,201511010nor,nyg,HarrDw00,pass_int,0,,,,,
player,201511010nor,nyg,HarrDw00,pass_sacked,0,,,,,
player,201511010nor,nyg,HarrDw00,pass_sacked_yds,0,,,,,
player,201511010nor,nyg,HarrDw00,pass_long,0,,,,,
player,201511010nor,nyg,HarrDw00,pass_rating,,,,,,
player,201511010nor,nyg,HarrDw00,rush_att,0,,,,,
player,201511010nor,nyg,HarrDw00,rush_yds,0,,,,,
player,201511010nor,nyg,HarrDw00,rush_td,0,,,,,
player,201511010nor,nyg,HarrDw00,rush_long,0,,,,,
player,201511010nor,nyg,HarrDw00,targets,7,,,,,
player,201511010nor,nyg,HarrDw00,rec,3,,,,,
player,201511010nor,nyg,HarrDw00,rec_yds,37,,,,,
player,201511010nor,nyg,HarrDw00,rec_td,2,,,,,
player,201511010nor,nyg,HarrDw00,rec_long,20,,,,,
player,201511010nor,nyg,HarrDw00,fumbles,0,,,,,
player,201511010nor,nyg,HarrDw00,fumbles_lost,0,,,,,
player,201511010nor,nyg,DonnLa00,pass_cmp,0,,,,,
player,201511010nor,nyg,DonnLa00,pass_att,0,,,,,
player,201511010nor,nyg,DonnLa00,pass_yds,0,,,,,
player,201511010nor,nyg,DonnLa00,pass_td,0,,,,,
player,201511010nor,nyg,DonnLa00,pass_int,0,,,,,
player,201511010nor,nyg,DonnLa00,pass_sacked,0,,,,,
player,201511010nor,nyg,DonnLa00,pass_sacked_yds,0,,,,,
player,201511010nor,nyg,DonnLa00,pass_long,0,,,,,
player,201511010nor,nyg,DonnLa00,pass_rating,,,,,,
player,201511010nor,nyg,DonnLa00,rush_att,0,,,,,
player,201511010nor,nyg,DonnLa00,rush_yds,0,,,,,
player,201511010nor,nyg,DonnLa00,rush_td,0,,,,,
player,201511010nor,nyg,DonnLa00,rush_long,0,,,,,
player,201511010nor,nyg,DonnLa00,targets,1,,,,,
player,201511010nor,nyg,DonnLa00,rec,1,,,,,
player,201511010nor,nyg,DonnLa00,rec_yds,22,,,,,
player,201511010nor,nyg,DonnLa00,rec_td,0,,,,,
player,201511010nor,nyg,DonnLa00,rec_long,22,,,,,
player,201511010nor,nyg,DonnLa00,fumbles,0,,,,,
player,201511010nor,nyg,DonnLa00,fumbles_lost,0,,,,,
player,201511010nor,nyg,WhitMy00,pass_cmp,0,,,,,
player,201511010nor,nyg,WhitMy00,pass_att,0,,,,,
player,201511010nor,nyg,WhitMy00,pass_yds,0,,,,,
player,201511010nor,nyg,WhitMy00,pass_td,0,,,,,
player,201511010nor,nyg,WhitMy00,pass_int,0,,,,,
player,201511010nor,nyg,WhitMy00,pass_sacked,0,,,,,
player,201511010nor,nyg,WhitMy00,pass_sacked_yds,0,,,,,
player,201511010nor,nyg,WhitMy00,pass_long,0,,,,,
player,201511010nor,nyg,WhitMy00,pass_rating,,,,,,
player,201511010nor,nyg,WhitMy00,rush_att,0,,,,,
player,201511010nor,nyg,WhitMy00,rush_yds,0,,,,,
player,201511010nor,nyg,WhitMy00,rush_td,0,,,,,
player,201511010nor,nyg,WhitMy00,rush_long,0,,,,,
player,201511010nor,nyg,WhitMy00,targets,1,,,,,
player,201511010nor,nyg,WhitMy00,rec,1,,,,,
player,201511010nor,nyg,WhitMy00,rec_yds,8,,,,,
player,201511010nor,nyg,WhitMy00,rec_td,0,,,,,
player,201511010nor,nyg,WhitMy00,rec_long,8,,,,,
player,201511010nor,nyg,WhitMy00,fumbles,0,,,,,
player,201511010nor,nyg,WhitMy00,fumbles_lost,0,,,,,
player,201511010nor,nyg,TyexWi00,pass_cmp,0,,,,,
player,201511010nor,nyg,TyexWi00,pass_att,0,,,,,
player,201511010nor,nyg,TyexWi00,pass_yds,0,,,,,
player,201511010nor,nyg,TyexWi00,pass_td,0,,,,,
player,201511010nor,nyg,TyexWi00,pass_int,0,,,,,
player,201511010nor,nyg,TyexWi00,pass_sacked,0,,,,,
player,201511010nor,nyg,TyexWi00,pass_sacked_yds,0,,,,,
player,201511010nor,nyg,TyexWi00,pass_long,0,,,,,
player,201511010nor,nyg,TyexWi00,pass_rating,,,,,,
player,201511010nor,nyg,TyexWi00,rush_att,0,,,,,
player,201511010nor,nyg,TyexWi00,rush_yds,0,,,,,
player,201511010nor,nyg,TyexWi00,rush_td,0,,,,,
player,201511010nor,nyg,TyexWi00,rush_long,0,,,,,
player,201511010nor,nyg,TyexWi00,targets,2,,,,,
player,201511010nor,nyg,TyexWi00,rec,2,,,,,
player,201511010nor,nyg,TyexWi00,rec_yds,7,,,,,
player,201511010nor,nyg,TyexWi00,rec_td,0,,,,,
player,201511010nor,nyg,TyexWi00,rec_long,7,,,,,
player,201511010nor,nyg,TyexWi00,fumbles,1,,,,,
player,201511010nor,nyg,TyexWi00,fumbles_lost,1,,,,,
player,201511010nor,nor,BreeDr00,pass_cmp,39,,,,,
player,201511010nor,nor,BreeDr00,pass_att,50,,,,,
player,201511010nor,nor,BreeDr00,pass_yds,505,,,,,
player,201511010nor,nor,BreeDr00,pass_td,7,,,,,
player,201511010nor,nor,BreeDr00,pass_int,2,,,,,
player,201511010nor,nor,BreeDr00,pass_sacked,0,,,,,
player,201511010nor,nor,BreeDr00,pass_sacked_yds,0,,,,,
player,201511010nor,nor,BreeDr00,pass_long,53,,,,,
player,201511010nor,nor,BreeDr00,pass_rating,131.7,,,,,
player,201511010nor,nor,BreeDr00,rush_att,1,,,,,
player,201511010nor,nor,BreeDr00,rush_yds,1,,,,,
player,201511010nor,nor,BreeDr00,rush_td,0,,,,,
player,201511010nor,nor,BreeDr00,rush_long,1,,,,,
player,201511010nor,nor,BreeDr00,targets,0,,,,,
player,201511010nor,nor,BreeDr00,rec,0,,,,,
player,201511010nor,nor,BreeDr00,rec_yds,0,,,,,
player,201511010nor,nor,BreeDr00,rec_td,0,,,,,
player,201511010nor,nor,BreeDr00,rec_long,0,,,,,
player,201511010nor,nor,BreeDr00,fumbles,0,,,,,
player,201511010nor,nor,BreeDr00,fumbles_lost,0,,,,,
player,201511010nor,nor,IngrMa01,pass_cmp,0,,,,,
player,201511010nor,nor,IngrMa01,pass_att,0,,,,,
player,201511010nor,nor,IngrMa01,pass_yds,0,,,,,
player,201511010nor,nor,IngrMa01,pass_td,0,,,,,
player,201511010nor,nor,IngrMa01,pass_int,0,,,,,
player,201511010nor,nor,IngrMa01,pass_sacked,0,,,,,
player,201511010nor,nor,IngrMa01,pass_sacked_yds,0,,,,,
player,201511010nor,nor,IngrMa01,pass_long,0,,,,,
player,201511010nor,nor,IngrMa01,pass_rating,,,,,,
player,201511010nor,nor,IngrMa01,rush_att,16,,,,,
player,201511010nor,nor,IngrMa01,rush_yds,80,,,,,
player,201511010nor,nor,IngrMa01,rush_td,0,,,,,
player,201511010nor,nor,IngrMa01,rush_long,16,,,,,
player,201511010nor,nor,IngrMa01,targets,5,,,,,
player,201511010nor,nor,IngrMa01,rec,4,,,,,
player,201511010nor,nor,IngrMa01,rec_yds,39,,,,,
player,201511010nor,nor,IngrMa01,rec_td,0,,,,,
player,201511010nor,nor,IngrMa01,rec_long,17,,,,,
player,201511010nor,nor,IngrMa01,fumbles,0,,,,,
player,201511010nor,nor,IngrMa01,fumbles_lost,0,,,,,
player,201511010nor,nor,SpilC.00,pass_cmp,0,,,,,
player,201511010nor,nor,SpilC.00,pass_att,0,,,,,
player,201511010nor,nor,SpilC.00,pass_yds,0,,,,,
player,201511010nor,nor,SpilC.00,pass_td,0,,,,,
player,201511010nor,nor,SpilC.00,pass_int,0,,,,,
player,201511010nor,nor,SpilC.00,pass_sacked,0,,,,,
player,201511010nor,nor,SpilC.00,pass_sacked_yds,0,,,,,
player,201511010nor,nor,SpilC.00,pass_long,0,,,,,
player,201511010nor,nor,SpilC.00,pass_rating,,,,,,
player,201511010nor,nor,SpilC.00,rush_att,4,,,,,
player,201511010nor,nor,SpilC.00,rush_yds,21,,,,,
player,201511010nor,nor,SpilC.00,rush_td,0,,,,,
player,201511010nor,nor,SpilC.00,rush_long,11,,,,,
player,201511010nor,nor,SpilC.00,targets,4,,,,,
player,201511010nor,nor,SpilC.00,rec,2,,,,,
player,201511010nor,nor,SpilC.00,rec_yds,15,,,,,
player,201511010nor,nor,SpilC.00,rec_td,1,,,,,
player,201511010nor,nor,SpilC.00,rec_long,9,,,,,
player,201511010nor,nor,SpilC.00,fumbles,0,,,,,
player,201511010nor,nor,SpilC.00,fumbles_lost,0,,,,,
player,201511010nor,nor,RobiKh00,pass_cmp,0,,,,,
player,201511010nor,nor,RobiKh00,pass_att,0,,,,,
player,201511010nor,nor,RobiKh00,pass_yds,0,,,,,
player,201511010nor,nor,RobiKh00,pass_td,0,,,,,
player,201511010nor,nor,RobiKh00,pass_int,0,,,,,
player,201511010nor,nor,RobiKh00,pass_sacked,0,,,,,
player,201511010nor,nor,RobiKh00,pass_sacked_yds,0,,,,,
player,201511010nor,nor,RobiKh00,pass_long,0,,,,,
player,201511010nor,nor,RobiKh00,pass_rating,,,,,,
player,201511010nor,nor,RobiKh00,rush_att,4,,,,,
player,201511010nor,nor,RobiKh00,rush_yds,4,,,,,
player,201511010nor,nor,RobiKh00,rush_td,0,,,,,
player,201511010nor,nor,RobiKh00,rush_long,3,,,,,
player,201511010nor,nor,RobiKh00,targets,2,,,,,
player,201511010nor,nor,RobiKh00,rec,2,,,,,
player,201511010nor,nor,RobiKh00,rec_yds,13,,,,,
player,201511010nor,nor,RobiKh00,rec_td,0,,,,,
player,201511010nor,nor,RobiKh00,rec_long,8,,,,,
player,201511010nor,nor,RobiKh00,fumbles,0,,,,,
player,201511010nor,nor,RobiKh00,fumbles_lost,0,,,,,
player,201511010nor,nor,WatsBe00,pass_cmp,0,,,,,
player,201511010nor,nor,WatsBe00,pass_att,0,,,,,
player,201511010nor,nor,WatsBe00,pass_yds,0,,,,,
player,201511010nor,nor,WatsBe00,pass_td,0,,,,,
player,201511010nor,nor,WatsBe00,pass_int,0,,,,,
player,201511010nor,nor,WatsBe00,pass_sacked,0,,,,,
player,201511010nor,nor,WatsBe00,pass_sacked_yds,0,,,,,
player,201511010nor,nor,WatsBe00,pass_long,0,,,,,
player,201511010nor,nor,WatsBe00,pass_rating,,,,,,
player,201511010nor,nor,WatsBe00,rush_att,0,,,,,
player,201511010nor,nor,WatsBe00,rush_yds,0,,,,,
player,201511010nor,nor,WatsBe00,rush_td,0,,,,,
player,201511010nor,nor,WatsBe00,rush_long,0,,,,,
player,201511010nor,nor,WatsBe00,targets,10,,,,,
player,201511010nor,nor,WatsBe00,rec,9,,,,,
player,201511010nor,nor,WatsBe00,rec_yds,147,,,,,
player,201511010nor,nor,WatsBe00,rec_td,1,,,,,
player,201511010nor,nor,WatsBe00,rec_long,46,,,,,
player,201511010nor,nor,WatsBe00,fumbles,0,,,,,
player,201511010nor,nor,WatsBe00,fumbles_lost,0,,,,,
player,201511010nor,nor,ColsMa00,pass_cmp,0,,,,,
player,201511010nor,nor,ColsMa00,pass_att,0,,,,,
player,201511010nor,nor,ColsMa00,pass_yds,0,,,,,
player,201511010nor,nor,ColsMa00,pass_td,0,,,,,
player,201511010nor,nor,ColsMa00,pass_int,0,,,,,
player,201511010nor,nor,ColsMa00,pass_sacked,0,,,,,
player,201511010nor,nor,ColsMa00,pass_sacked_yds,0,,,,,
player,201511010nor,nor,ColsMa00,pass_long,0,,,,,
player,201511010nor,nor,ColsMa00,pass_rating,,,,,,
player,201511010nor,nor,ColsMa00,rush_att,0,,,,,
player,201511010nor,nor,ColsMa00,rush_yds,0,,,,,
player,201511010nor,nor,ColsMa00,rush_td,0,,,,,
player,201511010nor,nor,ColsMa00,rush_long,0,,,,,
player,201511010nor,nor,ColsMa00,targets,9,,,,,
player,201511010nor,nor,ColsMa00,rec,8,,,,,
player,201511010nor,nor,ColsMa00,rec_yds,114,,,,,
player,201511010nor,nor,ColsMa00,rec_td,1,,,,,
player,201511010nor,nor,ColsMa00,rec_long,53,,,,,
player,201511010nor,nor,ColsMa00,fumbles,0,,,,,
player,201511010nor,nor,ColsMa00,fumbles_lost,0,,,,,
player,201511010nor,nor,SneaWi00,pass_cmp,0,,,,,
player,201511010nor,nor,SneaWi00,pass_att,0,,,,,
player,201511010nor,nor,SneaWi00,pass_yds,0,,,,,
player,201511010nor,nor,SneaWi00,pass_td,0,,,,,
player,201511010nor,nor,SneaWi00,pass_int,0,,,,,
player,201511010nor,nor,SneaWi00,pass_sacked,0,,,,,
player,201511010nor,nor,SneaWi00,pass_sacked_yds,0,,,,,
player,201511010nor,nor,SneaWi00,pass_long,0,,,,,
player,201511010nor,nor,SneaWi00,pass_rating,,,,,,
player,201511010nor,nor,SneaWi00,rush_att,0,,,,,
player,201511010nor,nor,SneaWi00,rush_yds,0,,,,,
player,201511010nor,nor,SneaWi00,rush_td,0,,,,,
player,201511010nor,nor,SneaWi00,rush_long,0,,,,,
player,201511010nor,nor,SneaWi00,targets,8,,,,,
player,201511010nor,nor,SneaWi00,rec,6,,,,,
player,201511010nor,nor,SneaWi00,rec_yds,70,,,,,
player,201511010nor,nor,SneaWi00,rec_td,2,,,,,
player,201511010nor,nor,SneaWi00,rec_long,34,,,,,
player,201511010nor,nor,SneaWi00,fumbles,0,,,,,
player,201511010nor,nor,SneaWi00,fumbles_lost,0,,,,,
player,201511010nor,nor,ColeBr00,pass_cmp,0,,,,,
player,201511010nor,nor,ColeBr00,pass_att,0,,,,,
player,201511010nor,nor,ColeBr00,pass_yds,0,,,,,
player,201511010nor,nor,ColeBr00,pass_td,0,,,,,
player,201511010nor,nor,ColeBr00,pass_int,0,,,,,
player,201511010nor,nor,ColeBr00,pass_sacked,0,,,,,
player,201511010nor,nor,ColeBr00,pass_sacked_yds,0,,,,,
player,201511010nor,nor,ColeBr00,pass_long,0,,,,,
player,201511010nor,nor,ColeBr00,pass_rating,,,,,,
player,201511010nor,nor,ColeBr00,rush_att,0,,,,,
player,201511010nor,nor,ColeBr00,rush_yds,0,,,,,
player,201511010nor,nor,ColeBr00,rush_td,0,,,,,
player,201511010nor,nor,ColeBr00,rush_long,0,,,,,
player,201511010nor,nor,ColeBr00,targets,1,,,,,
player,201511010nor,nor,ColeBr00,rec,1,,,,,
player,201511010nor,nor,ColeBr00,rec_yds,14,,,,,
player,201511010nor,nor,ColeBr00,rec_td,0,,,,,
player,201511010nor,nor,ColeBr00,rec_long,14,,,,,
player,201511010nor,nor,ColeBr00,fumbles,0,,,,,
player,201511010nor,nor,ColeBr00,fumbles_lost,0,,,,,
player,201511010nor,nor,HillJo02,pass_cmp,0,,,,,
player,201511010nor,nor,HillJo02,pass_att,0,,,,,
player,201511010nor,nor,HillJo02,pass_yds,0,,,,,
player,201511010nor,nor,HillJo02,pass_td,0,,,,,
player,201511010nor,nor,HillJo02,pass_int,0,,,,,
player,201511010nor,nor,HillJo02,pass_sacked,0,,,,,
player,201511010nor,nor,HillJo02,pass_sacked_yds,0,,,,,
player,201511010nor,nor,HillJo02,pass_long,0,,,,,
player,201511010nor,nor,HillJo02,pass_rating,,,,,,
player,201511010nor,nor,HillJo02,rush_att,0,,,,,
player,201511010nor,nor,HillJo02,rush_yds,0,,,,,
player,201511010nor,nor,HillJo02,rush_td,0,,,,,
player,201511010nor,nor,HillJo02,rush_long,0,,,,,
player,201511010nor,nor,HillJo02,targets,2,,,,,
player,201511010nor,nor,HillJo02,rec,1,,,,,
player,201511010nor,nor,HillJo02,rec_yds,5,,,,,
player,201511010nor,nor,HillJo02,rec_td,0,,,,,
player,201511010nor,nor,HillJo02,rec_long,5,,,,,
player,201511010nor,nor,HillJo02,fumbles,0,,,,,
player,201511010nor,nor,HillJo02,fumbles_lost,0,,,,,
player,201511010nor,nor,HoomMi00,pass_cmp,0,,,,,
player,201511010nor,nor,HoomMi00,pass_att,0,,,,,
player,201511010nor,nor,HoomMi00,pass_yds,0,,,,,
player,201511010nor,nor,HoomMi00,pass_td,0,,,,,
player,201511010nor,nor,HoomMi00,pass_int,0,,,,,
player,201511010nor,nor,HoomMi00,pass_sacked,0,,,,,
player,201511010nor,nor,HoomMi00,pass_sacked_yds,0,,,,,
player,201511010nor,nor,HoomMi00,pass_long,0,,,,,
player,201511010nor,nor,HoomMi00,pass_rating,,,,,,
player,201511010nor,nor,HoomMi00,rush_att,0,,,,,
player,201511010nor,nor,HoomMi00,rush_yds,0,,,,,
player,201511010nor,nor,HoomMi00,rush_td,0,,,,,
player,201511010nor,nor,HoomMi00,rush_long,0,,,,,
player,201511010nor,nor,HoomMi00,targets,1,,,,,
player,201511010nor,nor,HoomMi00,rec,0,,,,,
player,201511010nor,nor,HoomMi00,rec_yds,0,,,,,
player,201511010nor,nor,HoomMi00,rec_td,0,,,,,
player,201511010nor,nor,HoomMi00,rec_long,0,,,,,
player,201511010nor,nor,HoomMi00,fumbles,0,,,,,
player,201511010nor,nor,HoomMi00,fumbles_lost,0,,,,,
player,201511010nor,nor,CookBr00,pass_cmp,0,,,,,
player,201511010nor,nor,CookBr00,pass_att,0,,,,,
player,201511010nor,nor,CookBr00,pass_yds,0,,,,,
player,201511010nor,nor,CookBr00,pass_td,0,,,,,
player,201511010nor,nor,CookBr00,pass_int,0,,,,,
player,201511010nor,nor,CookBr00,pass_sacked,0,,,,,
player,201511010nor,nor,CookBr00,pass_sacked_yds,0,,,,,
