game,2015,2,20150920,201509200chi,crd,"Arizona Cardinals",48,chi,"Chicago Bears",23
player,201509200chi,crd,JeffTo00,fumbles_forced,0,,,,,
player,201509200chi,crd,PetePa00,def_int,1,,,,,
player,201509200chi,crd,PetePa00,def_int_yds,1,,,,,
player,201509200chi,crd,PetePa00,def_int_td,0,,,,,
player,201509200chi,crd,PetePa00,def_int_long,1,,,,,
player,201509200chi,crd,PetePa00,pass_defended,1,,,,,
player,201509200chi,crd,PetePa00,sacks,0.0,,,,,
player,201509200chi,crd,PetePa00,tackles_combined,3,,,,,
player,201509200chi,crd,PetePa00,tackles_solo,3,,,,,
player,201509200chi,crd,PetePa00,tackles_assists,0,,,,,
player,201509200chi,crd,PetePa00,tackles_loss,0,,,,,
player,201509200chi,crd,PetePa00,qb_hits,0,,,,,
player,201509200chi,crd,PetePa00,fumbles_rec,0,,,,,
player,201509200chi,crd,PetePa00,fumbles_rec_yds,0,,,,,
player,201509200chi,crd,PetePa00,fumbles_rec_td,0,,,,,
player,201509200chi,crd,PetePa00,fumbles_forced,0,,,,,
player,201509200chi,crd,MaurJo00,def_int,0,,,,,
player,201509200chi,crd,MaurJo00,def_int_yds,0,,,,,
player,201509200chi,crd,MaurJo00,def_int_td,0,,,,,
player,201509200chi,crd,MaurJo00,def_int_long,0,,,,,
player,201509200chi,crd,MaurJo00,pass_defended,1,,,,,
player,201509200chi,crd,MaurJo00,sacks,1.0,,,,,
player,201509200chi,crd,MaurJo00,tackles_combined,4,,,,,
player,201509200chi,crd,MaurJo00,tackles_solo,4,,,,,
player,201509200chi,crd,MaurJo00,tackles_assists,0,,,,,
player,201509200chi,crd,MaurJo00,tackles_loss,1,,,,,
player,201509200chi,crd,MaurJo00,qb_hits,1,,,,,
player,201509200chi,crd,MaurJo00,fumbles_rec,0,,,,,
player,201509200chi,crd,MaurJo00,fumbles_rec_yds,0,,,,,
player,201509200chi,crd,MaurJo00,fumbles_rec_td,0,,,,,
player,201509200chi,crd,MaurJo00,fumbles_forced,0,,,,,
player,201509200chi,crd,MartKa00,def_int,0,,,,,
player,201509200chi,crd,MartKa00,def_int_yds,0,,,,,
player,201509200chi,crd,MartKa00,def_int_td,0,,,,,
player,201509200chi,crd,MartKa00,def_int_long,0,,,,,
player,201509200chi,crd,MartKa00,pass_defended,0,,,,,
player,201509200chi,crd,MartKa00,sacks,0.5,,,,,
player,201509200chi,crd,MartKa00,tackles_combined,1,,,,,
player,201509200chi,crd,MartKa00,tackles_solo,0,,,,,
player,201509200chi,crd,MartKa00,tackles_assists,1,,,,,
player,201509200chi,crd,MartKa00,tackles_loss,0,,,,,
player,201509200chi,crd,MartKa00,qb_hits,1,,,,,
player,201509200chi,crd,MartKa00,fumbles_rec,0,,,,,
player,201509200chi,crd,MartKa00,fumbles_rec_yds,0,,,,,
player,201509200chi,crd,MartKa00,fumbles_rec_td,0,,,,,
player,201509200chi,crd,MartKa00,fumbles_forced,0,,,,,
player,201509200chi,crd,JohnRa98,def_int,0,,,,,
player,201509200chi,crd,JohnRa98,def_int_yds,0,,,,,
player,201509200chi,crd,JohnRa98,def_int_td,0,,,,,
player,201509200chi,crd,JohnRa98,def_int_long,0,,,,,
player,201509200chi,crd,JohnRa98,pass_defended,0,,,,,
player,201509200chi,crd,JohnRa98,sacks,0.0,,,,,
player,201509200chi,crd,JohnRa98,tackles_combined,7,,,,,
player,201509200chi,crd,JohnRa98,tackles_solo,7,,,,,
player,201509200chi,crd,JohnRa98,tackles_assists,0,,,,,
player,201509200chi,crd,JohnRa98,tackles_loss,1,,,,,
player,201509200chi,crd,JohnRa98,qb_hits,1,,,,,
player,201509200chi,crd,JohnRa98,fumbles_rec,0,,,,,
player,201509200chi,crd,JohnRa98,fumbles_rec_yds,0,,,,,
player,201509200chi,crd,JohnRa98,fumbles_rec_td,0,,,,,
player,201509200chi,crd,JohnRa98,fumbles_forced,0,,,,,
player,201509200chi,crd,CampCa99,def_int,0,,,,,
player,201509200chi,crd,CampCa99,def_int_yds,0,,,,,
player,201509200chi,crd,CampCa99,def_int_td,0,,,,,
player,201509200chi,crd,CampCa99,def_int_long,0,,,,,
player,201509200chi,crd,CampCa99,pass_defended,1,,,,,
player,201509200chi,crd,CampCa99,sacks,0.0,,,,,
player,201509200chi,crd,CampCa99,tackles_combined,6,,,,,
player,201509200chi,crd,CampCa99,tackles_solo,4,,,,,
player,201509200chi,crd,CampCa99,tackles_assists,2,,,,,
player,201509200chi,crd,CampCa99,tackles_loss,0,,,,,
player,201509200chi,crd,CampCa99,qb_hits,0,,,,,
player,201509200chi,crd,CampCa99,fumbles_rec,0,,,,,
player,201509200chi,crd,CampCa99,fumbles_rec_yds,0,,,,,
player,201509200chi,crd,CampCa99,fumbles_rec_td,0,,,,,
player,201509200chi,crd,CampCa99,fumbles_forced,0,,,,,
player,201509200chi,crd,BucaDe00,def_int,0,,,,,
player,201509200chi,crd,BucaDe00,def_int_yds,0,,,,,
player,201509200chi,crd,BucaDe00,def_int_td,0,,,,,
player,201509200chi,crd,BucaDe00,def_int_long,0,,,,,
player,201509200chi,crd,BucaDe00,pass_defended,0,,,,,
player,201509200chi,crd,BucaDe00,sacks,0.0,,,,,
player,201509200chi,crd,BucaDe00,tackles_combined,4,,,,,
player,201509200chi,crd,BucaDe00,tackles_solo,4,,,,,
player,201509200chi,crd,BucaDe00,tackles_assists,0,,,,,
player,201509200chi,crd,BucaDe00,tackles_loss,1,,,,,
player,201509200chi,crd,BucaDe00,qb_hits,0,,,,,
player,201509200chi,crd,BucaDe00,fumbles_rec,0,,,,,
player,201509200chi,crd,BucaDe00,fumbles_rec_yds,0,,,,,
player,201509200chi,crd,BucaDe00,fumbles_rec_td,0,,,,,
player,201509200chi,crd,BucaDe00,fumbles_forced,1,,,,,
player,201509200chi,crd,MathTy00,def_int,0,,,,,
player,201509200chi,crd,MathTy00,def_int_yds,0,,,,,
player,201509200chi,crd,MathTy00,def_int_td,0,,,,,
player,201509200chi,crd,MathTy00,def_int_long,0,,,,,
player,201509200chi,crd,MathTy00,pass_defended,0,,,,,
player,201509200chi,crd,MathTy00,sacks,0.0,,,,,
player,201509200chi,crd,MathTy00,tackles_combined,4,,,,,
player,201509200chi,crd,MathTy00,tackles_solo,4,,,,,
player,201509200chi,crd,MathTy00,tackles_assists,0,,,,,
player,201509200chi,crd,MathTy00,tackles_loss,1,,,,,
player,201509200chi,crd,MathTy00,qb_hits,0,,,,,
player,201509200chi,crd,MathTy00,fumbles_rec,0,,,,,
player,201509200chi,crd,MathTy00,fumbles_rec_yds,0,,,,,
player,201509200chi,crd,MathTy00,fumbles_rec_td,0,,,,,
player,201509200chi,crd,MathTy00,fumbles_forced,0,,,,,
player,201509200chi,crd,MintKe00,def_int,0,,,,,
player,201509200chi,crd,MintKe00,def_int_yds,0,,,,,
player,201509200chi,crd,MintKe00,def_int_td,0,,,,,
player,201509200chi,crd,MintKe00,def_int_long,0,,,,,
player,201509200chi,crd,MintKe00,pass_defended,0,,,,,
player,201509200chi,crd,MintKe00,sacks,0.0,,,,,
player,201509200chi,crd,MintKe00,tackles_combined,4,,,,,
player,201509200chi,crd,MintKe00,tackles_solo,4,,,,,
player,201509200chi,crd,MintKe00,tackles_assists,0,,,,,
player,201509200chi,crd,MintKe00,tackles_loss,0,,,,,
player,201509200chi,crd,MintKe00,qb_hits,0,,,,,
player,201509200chi,crd,MintKe00,fumbles_rec,0,,,,,
player,201509200chi,crd,MintKe00,fumbles_rec_yds,0,,,,,
player,201509200chi,crd,MintKe00,fumbles_rec_td,0,,,,,
player,201509200chi,crd,MintKe00,fumbles_forced,0,,,,,
player,201509200chi,crd,PoweJe99,def_int,0,,,,,
player,201509200chi,crd,PoweJe99,def_int_yds,0,,,,,
player,201509200chi,crd,PoweJe99,def_int_td,0,,,,,
player,201509200chi,crd,PoweJe99,def_int_long,0,,,,,
player,201509200chi,crd,PoweJe99,pass_defended,0,,,,,
player,201509200chi,crd,PoweJe99,sacks,0.0,,,,,
player,201509200chi,crd,PoweJe99,tackles_combined,4,,,,,
player,201509200chi,crd,PoweJe99,tackles_solo,4,,,,,
player,201509200chi,crd,PoweJe99,tackles_assists,0,,,,,
player,201509200chi,crd,PoweJe99,tackles_loss,0,,,,,
player,201509200chi,crd,PoweJe99,qb_hits,0,,,,,
player,201509200chi,crd,PoweJe99,fumbles_rec,0,,,,,
player,201509200chi,crd,PoweJe99,fumbles_rec_yds,0,,,,,
player,201509200chi,crd,PoweJe99,fumbles_rec_td,0,,,,,
player,201509200chi,crd,PoweJe99,fumbles_forced,0,,,,,
player,201509200chi,crd,OkafAl00,def_int,0,,,,,
player,201509200chi,crd,OkafAl00,def_int_yds,0,,,,,
player,201509200chi,crd,OkafAl00,def_int_td,0,,,,,
player,201509200chi,crd,OkafAl00,def_int_long,0,,,,,
player,201509200chi,crd,OkafAl00,pass_defended,0,,,,,
player,201509200chi,crd,OkafAl00,sacks,0.0,,,,,
player,201509200chi,crd,OkafAl00,tackles_combined,3,,,,,
player,201509200chi,crd,OkafAl00,tackles_solo,2,,,,,
player,201509200chi,crd,OkafAl00,tackles_assists,1,,,,,
player,201509200chi,crd,OkafAl00,tackles_loss,1,,,,,
player,201509200chi,crd,OkafAl00,qb_hits,0,,,,,
player,201509200chi,crd,OkafAl00,fumbles_rec,0,,,,,
player,201509200chi,crd,OkafAl00,fumbles_rec_yds,0,,,,,
player,201509200chi,crd,OkafAl00,fumbles_rec_td,0,,,,,
player,201509200chi,crd,OkafAl00,fumbles_forced,0,,,,,
player,201509200chi,crd,RuckFr99,def_int,0,,,,,
player,201509200chi,crd,RuckFr99,def_int_yds,0,,,,,
player,201509200chi,crd,RuckFr99,def_int_td,0,,,,,
player,201509200chi,crd,RuckFr99,def_int_long,0,,,,,
player,201509200chi,crd,RuckFr99,pass_defended,0,,,,,
player,201509200chi,crd,RuckFr99,sacks,0.0,,,,,
player,201509200chi,crd,RuckFr99,tackles_combined,2,,,,,
player,201509200chi,crd,RuckFr99,tackles_solo,1,,,,,
player,201509200chi,crd,RuckFr99,tackles_assists,1,,,,,
player,201509200chi,crd,RuckFr99,tackles_loss,0,,,,,
player,201509200chi,crd,RuckFr99,qb_hits,1,,,,,
player,201509200chi,crd,RuckFr99,fumbles_rec,0,,,,,
player,201509200chi,crd,RuckFr99,fumbles_rec_yds,0,,,,,
player,201509200chi,crd,RuckFr99,fumbles_rec_td,0,,,,,
player,201509200chi,crd,RuckFr99,fumbles_forced,1,,,,,
player,201509200chi,crd,BethJu00,def_int,0,,,,,
player,201509200chi,crd,BethJu00,def_int_yds,0,,,,,
player,201509200chi,crd,BethJu00,def_int_td,0,,,,,
player,201509200chi,crd,BethJu00,def_int_long,0,,,,,
player,201509200chi,crd,BethJu00,pass_defended,0,,,,,
player,201509200chi,crd,BethJu00,sacks,0.0,,,,,
player,201509200chi,crd,BethJu00,tackles_combined,1,,,,,
player,201509200chi,crd,BethJu00,tackles_solo,1,,,,,
player,201509200chi,crd,BethJu00,tackles_assists,0,,,,,
player,201509200chi,crd,BethJu00,tackles_loss,0,,,,,
player,201509200chi,crd,BethJu00,qb_hits,0,,,,,
player,201509200chi,crd,BethJu00,fumbles_rec,0,,,,,
player,201509200chi,crd,BethJu00,fumbles_rec_yds,0,,,,,
player,201509200chi,crd,BethJu00,fumbles_rec_td,0,,,,,
player,201509200chi,crd,BethJu00,fumbles_forced,0,,,,,
player,201509200chi,crd,CataCh00,def_int,0,,,,,
player,201509200chi,crd,CataCh00,def_int_yds,0,,,,,
player,201509200chi,crd,CataCh00,def_int_td,0,,,,,
player,201509200chi,crd,CataCh00,def_int_long,0,,,,,
player,201509200chi,crd,CataCh00,pass_defended,0,,,,,
player,201509200chi,crd,CataCh00,sacks,0.0,,,,,
player,201509200chi,crd,CataCh00,tackles_combined,1,,,,,
player,201509200chi,crd,CataCh00,tackles_solo,1,,,,,
player,201509200chi,crd,CataCh00,tackles_assists,0,,,,,
player,201509200chi,crd,CataCh00,tackles_loss,0,,,,,
player,201509200chi,crd,CataCh00,qb_hits,0,,,,,
player,201509200chi,crd,CataCh00,fumbles_rec,0,,,,,
player,201509200chi,crd,CataCh00,fumbles_rec_yds,0,,,,,
player,201509200chi,crd,CataCh00,fumbles_rec_td,0,,,,,
player,201509200chi,crd,CataCh00,fumbles_forced,0,,,,,
player,201509200chi,crd,DemeKe00,def_int,0,,,,,
player,201509200chi,crd,DemeKe00,def_int_yds,0,,,,,
player,201509200chi,crd,DemeKe00,def_int_td,0,,,,,
player,201509200chi,crd,DemeKe00,def_int_long,0,,,,,
player,201509200chi,crd,DemeKe00,pass_defended,0,,,,,
player,201509200chi,crd,DemeKe00,sacks,0.0,,,,,
player,201509200chi,crd,DemeKe00,tackles_combined,1,,,,,
player,201509200chi,crd,DemeKe00,tackles_solo,0,,,,,
player,201509200chi,crd,DemeKe00,tackles_assists,1,,,,,
player,201509200chi,crd,DemeKe00,tackles_loss,0,,,,,
player,201509200chi,crd,DemeKe00,qb_hits,0,,,,,
player,201509200chi,crd,DemeKe00,fumbles_rec,0,,,,,
player,201509200chi,crd,DemeKe00,fumbles_rec_yds,0,,,,,
player,201509200chi,crd,DemeKe00,fumbles_rec_td,0,,,,,
player,201509200chi,crd,DemeKe00,fumbles_forced,0,,,,,
player,201509200chi,crd,NelsJJ00,def_int,0,,,,,
player,201509200chi,crd,NelsJJ00,def_int_yds,0,,,,,
player,201509200chi,crd,NelsJJ00,def_int_td,0,,,,,
player,201509200chi,crd,NelsJJ00,def_int_long,0,,,,,
player,201509200chi,crd,NelsJJ00,pass_defended,0,,,,,
player,201509200chi,crd,NelsJJ00,sacks,0.0,,,,,
player,201509200chi,crd,NelsJJ00,tackles_combined,1,,,,,
player,201509200chi,crd,NelsJJ00,tackles_solo,1,,,,,
player,201509200chi,crd,NelsJJ00,tackles_assists,0,,,,,
player,201509200chi,crd,NelsJJ00,tackles_loss,0,,,,,
player,201509200chi,crd,NelsJJ00,qb_hits,0,,,,,
player,201509200chi,crd,NelsJJ00,fumbles_rec,0,,,,,
player,201509200chi,crd,NelsJJ00,fumbles_rec_yds,0,,,,,
player,201509200chi,crd,NelsJJ00,fumbles_rec_td,0,,,,,
player,201509200chi,crd,NelsJJ00,fumbles_forced,0,,,,,
player,201509200chi,crd,StinEd00,def_int,0,,,,,
player,201509200chi,crd,StinEd00,def_int_yds,0,,,,,
player,201509200chi,crd,StinEd00,def_int_td,0,,,,,
player,201509200chi,crd,StinEd00,def_int_long,0,,,,,
player,201509200chi,crd,StinEd00,pass_defended,0,,,,,
player,201509200chi,crd,StinEd00,sacks,0.0,,,,,
player,201509200chi,crd,StinEd00,tackles_combined,1,,,,,
player,201509200chi,crd,StinEd00,tackles_solo,0,,,,,
player,201509200chi,crd,StinEd00,tackles_assists,1,,,,,
player,201509200chi,crd,StinEd00,tackles_loss,0,,,,,
player,201509200chi,crd,StinEd00,qb_hits,0,,,,,
player,201509200chi,crd,StinEd00,fumbles_rec,0,,,,,
player,201509200chi,crd,StinEd00,fumbles_rec_yds,0,,,,,
player,201509200chi,crd,StinEd00,fumbles_rec_td,0,,,,,
player,201509200chi,crd,StinEd00,fumbles_forced,0,,,,,
player,201509200chi,crd,WeatSe99,def_int,0,,,,,
player,201509200chi,crd,WeatSe99,def_int_yds,0,,,,,
player,201509200chi,crd,WeatSe99,def_int_td,0,,,,,
player,201509200chi,crd,WeatSe99,def_int_long,0,,,,,
player,201509200chi,crd,WeatSe99,pass_defended,0,,,,,
player,201509200chi,crd,WeatSe99,sacks,0.0,,,,,
player,201509200chi,crd,WeatSe99,tackles_combined,1,,,,,
player,201509200chi,crd,WeatSe99,tackles_solo,0,,,,,
player,201509200chi,crd,WeatSe99,tackles_assists,1,,,,,
player,201509200chi,crd,WeatSe99,tackles_loss,0,,,,,
player,201509200chi,crd,WeatSe99,qb_hits,0,,,,,
player,201509200chi,crd,WeatSe99,fumbles_rec,0,,,,,
player,201509200chi,crd,WeatSe99,fumbles_rec_yds,0,,,,,
player,201509200chi,crd,WeatSe99,fumbles_rec_td,0,,,,,
player,201509200chi,crd,WeatSe99,fumbles_forced,0,,,,,
player,201509200chi,crd,WillKe05,def_int,0,,,,,
player,201509200chi,crd,WillKe05,def_int_yds,0,,,,,
player,201509200chi,crd,WillKe05,def_int_td,0,,,,,
player,201509200chi,crd,WillKe05,def_int_long,0,,,,,
player,201509200chi,crd,WillKe05,pass_defended,0,,,,,
player,201509200chi,crd,WillKe05,sacks,0.0,,,,,
player,201509200chi,crd,WillKe05,tackles_combined,1,,,,,
player,201509200chi,crd,WillKe05,tackles_solo,0,,,,,
player,201509200chi,crd,WillKe05,tackles_assists,1,,,,,
player,201509200chi,crd,WillKe05,tackles_loss,0,,,,,
player,201509200chi,crd,WillKe05,qb_hits,0,,,,,
player,201509200chi,crd,WillKe05,fumbles_rec,0,,,,,
player,201509200chi,crd,WillKe05,fumbles_rec_yds,0,,,,,
player,201509200chi,crd,WillKe05,fumbles_rec_td,0,,,,,
player,201509200chi,crd,WillKe05,fumbles_forced,0,,,,,
player,201509200chi,crd,WoodLa99,def_int,0,,,,,
player,201509200chi,crd,WoodLa99,def_int_yds,0,,,,,
player,201509200chi,crd,WoodLa99,def_int_td,0,,,,,
player,201509200chi,crd,WoodLa99,def_int_long,0,,,,,
player,201509200chi,crd,WoodLa99,pass_defended,0,,,,,
player,201509200chi,crd,WoodLa99,sacks,0.0,,,,,
player,201509200chi,crd,WoodLa99,tackles_combined,1,,,,,
player,201509200chi,crd,WoodLa99,tackles_solo,1,,,,,
player,201509200chi,crd,WoodLa99,tackles_assists,0,,,,,
player,201509200chi,crd,WoodLa99,tackles_loss,1,,,,,
player,201509200chi,crd,WoodLa99,qb_hits,0,,,,,
player,201509200chi,crd,WoodLa99,fumbles_rec,0,,,,,
player,201509200chi,crd,WoodLa99,fumbles_rec_yds,0,,,,,
player,201509200chi,crd,WoodLa99,fumbles_rec_td,0,,,,,
player,201509200chi,crd,WoodLa99,fumbles_forced,0,,,,,
player,201509200chi,chi,AlleJa22,def_int,1,,,,,
player,201509200chi,chi,AlleJa22,def_int_yds,2,,,,,
player,201509200chi,chi,AlleJa22,def_int_td,0,,,,,
player,201509200chi,chi,AlleJa22,def_int_long,2,,,,,
player,201509200chi,chi,AlleJa22,pass_defended,1,,,,,
player,201509200chi,chi,AlleJa22,sacks,0.0,,,,,
player,201509200chi,chi,AlleJa22,tackles_combined,1,,,,,
player,201509200chi,chi,AlleJa22,tackles_solo,1,,,,,
player,201509200chi,chi,AlleJa22,tackles_assists,0,,,,,
player,201509200chi,chi,AlleJa22,tackles_loss,0,,,,,
player,201509200chi,chi,AlleJa22,qb_hits,2,,,,,
player,201509200chi,chi,AlleJa22,fumbles_rec,0,,,,,
player,201509200chi,chi,AlleJa22,fumbles_rec_yds,0,,,,,
player,201509200chi,chi,AlleJa22,fumbles_rec_td,0,,,,,
player,201509200chi,chi,AlleJa22,fumbles_forced,0,,,,,
player,201509200chi,chi,McClSh00,def_int,0,,,,,
player,201509200chi,chi,McClSh00,def_int_yds,0,,,,,
player,201509200chi,chi,McClSh00,def_int_td,0,,,,,
player,201509200chi,chi,McClSh00,def_int_long,0,,,,,
player,201509200chi,chi,McClSh00,pass_defended,0,,,,,
player,201509200chi,chi,McClSh00,sacks,0.0,,,,,
player,201509200chi,chi,McClSh00,tackles_combined,9,,,,,
player,201509200chi,chi,McClSh00,tackles_solo,4,,,,,
player,201509200chi,chi,McClSh00,tackles_assists,5,,,,,
player,201509200chi,chi,McClSh00,tackles_loss,0,,,,,
player,201509200chi,chi,McClSh00,qb_hits,0,,,,,
player,201509200chi,chi,McClSh00,fumbles_rec,0,,,,,
player,201509200chi,chi,McClSh00,fumbles_rec_yds,0,,,,,
player,201509200chi,chi,McClSh00,fumbles_rec_td,0,,,,,
player,201509200chi,chi,McClSh00,fumbles_forced,0,,,,,
player,201509200chi,chi,AmosAd00,def_int,0,,,,,
player,201509200chi,chi,AmosAd00,def_int_yds,0,,,,,
player,201509200chi,chi,AmosAd00,def_int_td,0,,,,,
player,201509200chi,chi,AmosAd00,def_int_long,0,,,,,
player,201509200chi,chi,AmosAd00,pass_defended,0,,,,,
player,201509200chi,chi,AmosAd00,sacks,0.0,,,,,
player,201509200chi,chi,AmosAd00,tackles_combined,5,,,,,
player,201509200chi,chi,AmosAd00,tackles_solo,3,,,,,
player,201509200chi,chi,AmosAd00,tackles_assists,2,,,,,
player,201509200chi,chi,AmosAd00,tackles_loss,0,,,,,
player,201509200chi,chi,AmosAd00,qb_hits,0,,,,,
player,201509200chi,chi,AmosAd00,fumbles_rec,0,,,,,
player,201509200chi,chi,AmosAd00,fumbles_rec_yds,0,,,,,
player,201509200chi,chi,AmosAd00,fumbles_rec_td,0,,,,,
player,201509200chi,chi,AmosAd00,fumbles_forced,0,,,,,
player,201509200chi,chi,BallAl99,def_int,0,,,,,
player,201509200chi,chi,BallAl99,def_int_yds,0,,,,,
player,201509200chi,chi,BallAl99,def_int_td,0,,,,,
player,201509200chi,chi,BallAl99,def_int_long,0,,,,,
player,201509200chi,chi,BallAl99,pass_defended,1,,,,,
player,201509200chi,chi,BallAl99,sacks,0.0,,,,,
player,201509200chi,chi,BallAl99,tackles_combined,4,,,,,
player,201509200chi,chi,BallAl99,tackles_solo,3,,,,,
player,201509200chi,chi,BallAl99,tackles_assists,1,,,,,
player,201509200chi,chi,BallAl99,tackles_loss,0,,,,,
player,201509200chi,chi,BallAl99,qb_hits,0,,,,,
player,201509200chi,chi,BallAl99,fumbles_rec,0,,,,,
player,201509200chi,chi,BallAl99,fumbles_rec_yds,0,,,,,
player,201509200chi,chi,BallAl99,fumbles_rec_td,0,,,,,
player,201509200chi,chi,BallAl99,fumbles_forced,0,,,,,
player,201509200chi,chi,JoneCh05,def_int,0,,,,,
player,201509200chi,chi,JoneCh05,def_int_yds,0,,,,,
player,201509200chi,chi,JoneCh05,def_int_td,0,,,,,
player,201509200chi,chi,JoneCh05,def_int_long,0,,,,,
player,201509200chi,chi,JoneCh05,pass_defended,0,,,,,
player,201509200chi,chi,JoneCh05,sacks,0.0,,,,,
player,201509200chi,chi,JoneCh05,tackles_combined,4,,,,,
player,201509200chi,chi,JoneCh05,tackles_solo,2,,,,,
player,201509200chi,chi,JoneCh05,tackles_assists,2,,,,,
player,201509200chi,chi,JoneCh05,tackles_loss,0,,,,,
player,201509200chi,chi,JoneCh05,qb_hits,0,,,,,
player,201509200chi,chi,JoneCh05,fumbles_rec,0,,,,,
player,201509200chi,chi,JoneCh05,fumbles_rec_yds,0,,,,,
player,201509200chi,chi,JoneCh05,fumbles_rec_td,0,,,,,
player,201509200chi,chi,JoneCh05,fumbles_forced,0,,,,,
player,201509200chi,chi,RollAn20,def_int,0,,,,,
player,201509200chi,chi,RollAn20,def_int_yds,0,,,,,
player,201509200chi,chi,RollAn20,def_int_td,0,,,,,
player,201509200chi,chi,RollAn20,def_int_long,0,,,,,
player,201509200chi,chi,RollAn20,pass_defended,0,,,,,
player,201509200chi,chi,RollAn20,sacks,0.0,,,,,
player,201509200chi,chi,RollAn20,tackles_combined,4,,,,,
player,201509200chi,chi,RollAn20,tackles_solo,4,,,,,
player,201509200chi,chi,RollAn20,tackles_assists,0,,,,,
player,201509200chi,chi,RollAn20,tackles_loss,0,,,,,
player,201509200chi,chi,RollAn20,qb_hits,0,,,,,
player,201509200chi,chi,RollAn20,fumbles_rec,0,,,,,
player,201509200chi,chi,RollAn20,fumbles_rec_yds,0,,,,,
player,201509200chi,chi,RollAn20,fumbles_rec_td,0,,,,,
player,201509200chi,chi,RollAn20,fumbles_forced,0,,,,,
player,201509200chi,chi,McPhPe00,def_int,0,,,,,
player,201509200chi,chi,McPhPe00,def_int_yds,0,,,,,
player,201509200chi,chi,McPhPe00,def_int_td,0,,,,,
player,201509200chi,chi,McPhPe00,def_int_long,0,,,,,
player,201509200chi,chi,McPhPe00,pass_defended,0,,,,,
player,201509200chi,chi,McPhPe00,sacks,0.0,,,,,
player,201509200chi,chi,McPhPe00,tackles_combined,3,,,,,
player,201509200chi,chi,McPhPe00,tackles_solo,2,,,,,
player,201509200chi,chi,McPhPe00,tackles_assists,1,,,,,
player,201509200chi,chi,McPhPe00,tackles_loss,0,,,,,
player,201509200chi,chi,McPhPe00,qb_hits,3,,,,,
player,201509200chi,chi,McPhPe00,fumbles_rec,0,,,,,
player,201509200chi,chi,McPhPe00,fumbles_rec_yds,0,,,,,
player,201509200chi,chi,McPhPe00,fumbles_rec_td,0,,,,,
player,201509200chi,chi,McPhPe00,fumbles_forced,0,,,,,
player,201509200chi,chi,DunnBr00,def_int,0,,,,,
player,201509200chi,chi,DunnBr00,def_int_yds,0,,,,,
player,201509200chi,chi,DunnBr00,def_int_td,0,,,,,
player,201509200chi,chi,DunnBr00,def_int_long,0,,,,,
player,201509200chi,chi,DunnBr00,pass_defended,0,,,,,
player,201509200chi,chi,DunnBr00,sacks,0.0,,,,,
player,201509200chi,chi,DunnBr00,tackles_combined,2,,,,,
player,201509200chi,chi,DunnBr00,tackles_solo,1,,,,,
player,201509200chi,chi,DunnBr00,tackles_assists,1,,,,,
player,201509200chi,chi,DunnBr00,tackles_loss,0,,,,,
player,201509200chi,chi,DunnBr00,qb_hits,0,,,,,
player,201509200chi,chi,DunnBr00,fumbles_rec,0,,,,,
player,201509200chi,chi,DunnBr00,fumbles_rec_yds,0,,,,,
player,201509200chi,chi,DunnBr00,fumbles_rec_td,0,,,,,
player,201509200chi,chi,DunnBr00,fumbles_forced,0,,,,,
player,201509200chi,chi,JenkJa01,def_int,0,,,,,
player,201509200chi,chi,JenkJa01,def_int_yds,0,,,,,
player,201509200chi,chi,JenkJa01,def_int_td,0,,,,,
player,201509200chi,chi,JenkJa01,def_int_long,0,,,,,
player,201509200chi,chi,JenkJa01,pass_defended,0,,,,,
player,201509200chi,chi,JenkJa01,sacks,0.0,,,,,
player,201509200chi,chi,JenkJa01,tackles_combined,2,,,,,
player,201509200chi,chi,JenkJa01,tackles_solo,1,,,,,
player,201509200chi,chi,JenkJa01,tackles_assists,1,,,,,
player,201509200chi,chi,JenkJa01,tackles_loss,0,,,,,
player,201509200chi,chi,JenkJa01,qb_hits,1,,,,,
player,201509200chi,chi,JenkJa01,fumbles_rec,0,,,,,
player,201509200chi,chi,JenkJa01,fumbles_rec_yds,0,,,,,
player,201509200chi,chi,JenkJa01,fumbles_rec_td,0,,,,,
player,201509200chi,chi,JenkJa01,fumbles_forced,0,,,,,
player,201509200chi,chi,McMaSh99,def_int,0,,,,,
player,201509200chi,chi,McMaSh99,def_int_yds,0,,,,,
player,201509200chi,chi,McMaSh99,def_int_td,0,,,,,
player,201509200chi,chi,McMaSh99,def_int_long,0,,,,,
player,201509200chi,chi,McMaSh99,pass_defended,0,,,,,
player,201509200chi,chi,McMaSh99,sacks,0.0,,,,,
player,201509200chi,chi,McMaSh99,tackles_combined,2,,,,,
player,201509200chi,chi,McMaSh99,tackles_solo,2,,,,,
player,201509200chi,chi,McMaSh99,tackles_assists,0,,,,,
player,201509200chi,chi,McMaSh99,tackles_loss,0,,,,,
player,201509200chi,chi,McMaSh99,qb_hits,0,,,,,
player,201509200chi,chi,McMaSh99,fumbles_rec,0,,,,,
player,201509200chi,chi,McMaSh99,fumbles_rec_yds,0,,,,,
player,201509200chi,chi,McMaSh99,fumbles_rec_td,0,,,,,
player,201509200chi,chi,McMaSh99,fumbles_forced,0,,,,,
player,201509200chi,chi,SuttWi00,def_int,0,,,,,
player,201509200chi,chi,SuttWi00,def_int_yds,0,,,,,
player,201509200chi,chi,SuttWi00,def_int_td,0,,,,,
player,201509200chi,chi,SuttWi00,def_int_long,0,,,,,
