game,2015,2,20150920,201509200cle,oti,"Tennessee Titans",14,cle,"Cleveland Browns",28
team,201509200cle,oti,First Downs,21,,,,,,
team,201509200cle,cle,First Downs,13,,,,,,
team,201509200cle,oti,Rush-Yds-TDs,30-166-0,,,,,,
team,201509200cle,cle,Rush-Yds-TDs,30-116-1,,,,,,
team,201509200cle,oti,Cmp-Att-Yd-TD-INT,21-37-257-2-0,,,,,,
team,201509200cle,cle,Cmp-Att-Yd-TD-INT,8-15-172-2-0,,,,,,
team,201509200cle,oti,Sacked-Yards,7-38,,,,,,
team,201509200cle,cle,Sacked-Yards,2-14,,,,,,
team,201509200cle,oti,Net Pass Yards,219,,,,,,
team,201509200cle,cle,Net Pass Yards,158,,,,,,
team,201509200cle,oti,Total Yards,385,,,,,,
team,201509200cle,cle,Total Yards,274,,,,,,
team,201509200cle,oti,Fumbles-Lost,4-3,,,,,,
team,201509200cle,cle,Fumbles-Lost,2-0,,,,,,
team,201509200cle,oti,Turnovers,3,,,,,,
team,201509200cle,cle,Turnovers,0,,,,,,
team,201509200cle,oti,Penalties-Yards,9-85,,,,,,
team,201509200cle,cle,Penalties-Yards,4-40,,,,,,
team,201509200cle,oti,Third Down Conv.,7-16,,,,,,
team,201509200cle,cle,Third Down Conv.,4-11,,,,,,
team,201509200cle,oti,Fourth Down Conv.,2-2,,,,,,
team,201509200cle,cle,Fourth Down Conv.,0-1,,,,,,
team,201509200cle,oti,Time of Possession,35:11,,,,,,
team,201509200cle,cle,Time of Possession,24:49,,,,,,
player,201509200cle,oti,MariMa01,pass_cmp,21,,,,,
player,201509200cle,oti,MariMa01,pass_att,37,,,,,
player,201509200cle,oti,MariMa01,pass_yds,257,,,,,
player,201509200cle,oti,MariMa01,pass_td,2,,,,,
player,201509200cle,oti,MariMa01,pass_int,0,,,,,
player,201509200cle,oti,MariMa01,pass_sacked,7,,,,,
player,201509200cle,oti,MariMa01,pass_sacked_yds,38,,,,,
player,201509200cle,oti,MariMa01,pass_long,33,,,,,
player,201509200cle,oti,MariMa01,pass_rating,96.3,,,,,
player,201509200cle,oti,MariMa01,rush_att,3,,,,,
player,201509200cle,oti,MariMa01,rush_yds,19,,,,,
player,201509200cle,oti,MariMa01,rush_td,0,,,,,
player,201509200cle,oti,MariMa01,rush_long,12,,,,,
player,201509200cle,oti,MariMa01,targets,0,,,,,
player,201509200cle,oti,MariMa01,rec,0,,,,,
player,201509200cle,oti,MariMa01,rec_yds,0,,,,,
player,201509200cle,oti,MariMa01,rec_td,0,,,,,
player,201509200cle,oti,MariMa01,rec_long,0,,,,,
player,201509200cle,oti,MariMa01,fumbles,3,,,,,
player,201509200cle,oti,MariMa01,fumbles_lost,2,,,,,
player,201509200cle,oti,McClDe00,pass_cmp,0,,,,,
player,201509200cle,oti,McClDe00,pass_att,0,,,,,
player,201509200cle,oti,McClDe00,pass_yds,0,,,,,
player,201509200cle,oti,McClDe00,pass_td,0,,,,,
player,201509200cle,oti,McClDe00,pass_int,0,,,,,
player,201509200cle,oti,McClDe00,pass_sacked,0,,,,,
player,201509200cle,oti,McClDe00,pass_sacked_yds,0,,,,,
player,201509200cle,oti,McClDe00,pass_long,0,,,,,
player,201509200cle,oti,McClDe00,pass_rating,,,,,,
player,201509200cle,oti,McClDe00,rush_att,10,,,,,
player,201509200cle,oti,McClDe00,rush_yds,98,,,,,
player,201509200cle,oti,McClDe00,rush_td,0,,,,,
player,201509200cle,oti,McClDe00,rush_long,44,,,,,
player,201509200cle,oti,McClDe00,targets,4,,,,,
player,201509200cle,oti,McClDe00,rec,4,,,,,
player,201509200cle,oti,McClDe00,rec_yds,26,,,,,
player,201509200cle,oti,McClDe00,rec_td,0,,,,,
player,201509200cle,oti,McClDe00,rec_long,13,,,,,
player,201509200cle,oti,McClDe00,fumbles,0,,,,,
player,201509200cle,oti,McClDe00,fumbles_lost,0,,,,,
player,201509200cle,oti,SankBi00,pass_cmp,0,,,,,
player,201509200cle,oti,SankBi00,pass_att,0,,,,,
player,201509200cle,oti,SankBi00,pass_yds,0,,,,,
player,201509200cle,oti,SankBi00,pass_td,0,,,,,
player,201509200cle,oti,SankBi00,pass_int,0,,,,,
player,201509200cle,oti,SankBi00,pass_sacked,0,,,,,
player,201509200cle,oti,SankBi00,pass_sacked_yds,0,,,,,
player,201509200cle,oti,SankBi00,pass_long,0,,,,,
player,201509200cle,oti,SankBi00,pass_rating,,,,,,
player,201509200cle,oti,SankBi00,rush_att,12,,,,,
player,201509200cle,oti,SankBi00,rush_yds,42,,,,,
player,201509200cle,oti,SankBi00,rush_td,0,,,,,
player,201509200cle,oti,SankBi00,rush_long,8,,,,,
player,201509200cle,oti,SankBi00,targets,2,,,,,
player,201509200cle,oti,SankBi00,rec,0,,,,,
player,201509200cle,oti,SankBi00,rec_yds,0,,,,,
player,201509200cle,oti,SankBi00,rec_td,0,,,,,
player,201509200cle,oti,SankBi00,rec_long,0,,,,,
player,201509200cle,oti,SankBi00,fumbles,0,,,,,
player,201509200cle,oti,SankBi00,fumbles_lost,0,,,,,
player,201509200cle,oti,WestTe00,pass_cmp,0,,,,,
player,201509200cle,oti,WestTe00,pass_att,0,,,,,
player,201509200cle,oti,WestTe00,pass_yds,0,,,,,
player,201509200cle,oti,WestTe00,pass_td,0,,,,,
player,201509200cle,oti,WestTe00,pass_int,0,,,,,
player,201509200cle,oti,WestTe00,pass_sacked,0,,,,,
player,201509200cle,oti,WestTe00,pass_sacked_yds,0,,,,,
player,201509200cle,oti,WestTe00,pass_long,0,,,,,
player,201509200cle,oti,WestTe00,pass_rating,,,,,,
player,201509200cle,oti,WestTe00,rush_att,3,,,,,
player,201509200cle,oti,WestTe00,rush_yds,10,,,,,
player,201509200cle,oti,WestTe00,rush_td,0,,,,,
player,201509200cle,oti,WestTe00,rush_long,4,,,,,
player,201509200cle,oti,WestTe00,targets,0,,,,,
player,201509200cle,oti,WestTe00,rec,0,,,,,
player,201509200cle,oti,WestTe00,rec_yds,0,,,,,
player,201509200cle,oti,WestTe00,rec_td,0,,,,,
player,201509200cle,oti,WestTe00,rec_long,0,,,,,
player,201509200cle,oti,WestTe00,fumbles,1,,,,,
player,201509200cle,oti,WestTe00,fumbles_lost,1,,,,,
player,201509200cle,oti,FowlJa00,pass_cmp,0,,,,,
player,201509200cle,oti,FowlJa00,pass_att,0,,,,,
player,201509200cle,oti,FowlJa00,pass_yds,0,,,,,
player,201509200cle,oti,FowlJa00,pass_td,0,,,,,
player,201509200cle,oti,FowlJa00,pass_int,0,,,,,
player,201509200cle,oti,FowlJa00,pass_sacked,0,,,,,
player,201509200cle,oti,FowlJa00,pass_sacked_yds,0,,,,,
player,201509200cle,oti,FowlJa00,pass_long,0,,,,,
player,201509200cle,oti,FowlJa00,pass_rating,,,,,,
player,201509200cle,oti,FowlJa00,rush_att,1,,,,,
player,201509200cle,oti,FowlJa00,rush_yds,3,,,,,
player,201509200cle,oti,FowlJa00,rush_td,0,,,,,
player,201509200cle,oti,FowlJa00,rush_long,3,,,,,
player,201509200cle,oti,FowlJa00,targets,1,,,,,
player,201509200cle,oti,FowlJa00,rec,1,,,,,
player,201509200cle,oti,FowlJa00,rec_yds,19,,,,,
player,201509200cle,oti,FowlJa00,rec_td,0,,,,,
player,201509200cle,oti,FowlJa00,rec_long,19,,,,,
player,201509200cle,oti,FowlJa00,fumbles,0,,,,,
player,201509200cle,oti,FowlJa00,fumbles_lost,0,,,,,
player,201509200cle,oti,FasaAn00,pass_cmp,0,,,,,
player,201509200cle,oti,FasaAn00,pass_att,0,,,,,
player,201509200cle,oti,FasaAn00,pass_yds,0,,,,,
player,201509200cle,oti,FasaAn00,pass_td,0,,,,,
