game,2015,10,20151115,201511150rai,min,"Minnesota Vikings",30,rai,"Oakland Raiders",14
player,201511150rai,rai,ReecMa00,pass_att,0,,,,,
player,201511150rai,rai,ReecMa00,pass_yds,0,,,,,
player,201511150rai,rai,ReecMa00,pass_td,0,,,,,
player,201511150rai,rai,ReecMa00,pass_int,0,,,,,
player,201511150rai,rai,ReecMa00,pass_sacked,,,,,,
player,201511150rai,rai,ReecMa00,pass_sacked_yds,0,,,,,
player,201511150rai,rai,ReecMa00,pass_long,0,,,,,
player,201511150rai,rai,ReecMa00,pass_rating,,,,,,
player,201511150rai,rai,ReecMa00,rush_att,0,,,,,
player,201511150rai,rai,ReecMa00,rush_yds,0,,,,,
player,201511150rai,rai,ReecMa00,rush_td,0,,,,,
player,201511150rai,rai,ReecMa00,rush_long,0,,,,,
player,201511150rai,rai,ReecMa00,targets,2,,,,,
player,201511150rai,rai,ReecMa00,rec,1,,,,,
player,201511150rai,rai,ReecMa00,rec_yds,0,,,,,
player,201511150rai,rai,ReecMa00,rec_td,0,,,,,
player,201511150rai,rai,ReecMa00,rec_long,0,,,,,
player,201511150rai,rai,ReecMa00,fumbles,0,,,,,
player,201511150rai,rai,ReecMa00,fumbles_lost,0,,,,,
player,201511150rai,min,NewmTe20,def_int,2,,,,,
player,201511150rai,min,NewmTe20,def_int_yds,4,,,,,
player,201511150rai,min,NewmTe20,def_int_td,0,,,,,
player,201511150rai,min,NewmTe20,def_int_long,4,,,,,
player,201511150rai,min,NewmTe20,pass_defended,5,,,,,
player,201511150rai,min,NewmTe20,sacks,0.0,,,,,
player,201511150rai,min,NewmTe20,tackles_combined,4,,,,,
player,201511150rai,min,NewmTe20,tackles_solo,2,,,,,
player,201511150rai,min,NewmTe20,tackles_assists,2,,,,,
player,201511150rai,min,NewmTe20,tackles_loss,1,,,,,
player,201511150rai,min,NewmTe20,qb_hits,0,,,,,
player,201511150rai,min,NewmTe20,fumbles_rec,0,,,,,
player,201511150rai,min,NewmTe20,fumbles_rec_yds,0,,,,,
player,201511150rai,min,NewmTe20,fumbles_rec_td,0,,,,,
player,201511150rai,min,NewmTe20,fumbles_forced,0,,,,,
player,201511150rai,min,GrifEv99,def_int,0,,,,,
player,201511150rai,min,GrifEv99,def_int_yds,0,,,,,
player,201511150rai,min,GrifEv99,def_int_td,0,,,,,
player,201511150rai,min,GrifEv99,def_int_long,0,,,,,
player,201511150rai,min,GrifEv99,pass_defended,0,,,,,
player,201511150rai,min,GrifEv99,sacks,1.0,,,,,
player,201511150rai,min,GrifEv99,tackles_combined,3,,,,,
player,201511150rai,min,GrifEv99,tackles_solo,2,,,,,
player,201511150rai,min,GrifEv99,tackles_assists,1,,,,,
player,201511150rai,min,GrifEv99,tackles_loss,1,,,,,
player,201511150rai,min,GrifEv99,qb_hits,2,,,,,
player,201511150rai,min,GrifEv99,fumbles_rec,0,,,,,
player,201511150rai,min,GrifEv99,fumbles_rec_yds,0,,,,,
player,201511150rai,min,GrifEv99,fumbles_rec_td,0,,,,,
player,201511150rai,min,GrifEv99,fumbles_forced,0,,,,,
player,201511150rai,min,HuntDa01,def_int,0,,,,,
player,201511150rai,min,HuntDa01,def_int_yds,0,,,,,
player,201511150rai,min,HuntDa01,def_int_td,0,,,,,
player,201511150rai,min,HuntDa01,def_int_long,0,,,,,
player,201511150rai,min,HuntDa01,pass_defended,0,,,,,
player,201511150rai,min,HuntDa01,sacks,1.0,,,,,
player,201511150rai,min,HuntDa01,tackles_combined,2,,,,,
player,201511150rai,min,HuntDa01,tackles_solo,2,,,,,
player,201511150rai,min,HuntDa01,tackles_assists,0,,,,,
player,201511150rai,min,HuntDa01,tackles_loss,1,,,,,
player,201511150rai,min,HuntDa01,qb_hits,1,,,,,
player,201511150rai,min,HuntDa01,fumbles_rec,0,,,,,
player,201511150rai,min,HuntDa01,fumbles_rec_yds,0,,,,,
player,201511150rai,min,HuntDa01,fumbles_rec_td,0,,,,,
player,201511150rai,min,HuntDa01,fumbles_forced,0,,,,,
player,201511150rai,min,GreeCh99,def_int,0,,,,,
player,201511150rai,min,GreeCh99,def_int_yds,0,,,,,
player,201511150rai,min,GreeCh99,def_int_td,0,,,,,
player,201511150rai,min,GreeCh99,def_int_long,0,,,,,
player,201511150rai,min,GreeCh99,pass_defended,0,,,,,
player,201511150rai,min,GreeCh99,sacks,0.0,,,,,
player,201511150rai,min,GreeCh99,tackles_combined,8,,,,,
player,201511150rai,min,GreeCh99,tackles_solo,4,,,,,
player,201511150rai,min,GreeCh99,tackles_assists,4,,,,,
player,201511150rai,min,GreeCh99,tackles_loss,0,,,,,
player,201511150rai,min,GreeCh99,qb_hits,0,,,,,
player,201511150rai,min,GreeCh99,fumbles_rec,0,,,,,
player,201511150rai,min,GreeCh99,fumbles_rec_yds,0,,,,,
player,201511150rai,min,GreeCh99,fumbles_rec_td,0,,,,,
player,201511150rai,min,GreeCh99,fumbles_forced,0,,,,,
player,201511150rai,min,MunnCa99,def_int,0,,,,,
player,201511150rai,min,MunnCa99,def_int_yds,0,,,,,
player,201511150rai,min,MunnCa99,def_int_td,0,,,,,
player,201511150rai,min,MunnCa99,def_int_long,0,,,,,
player,201511150rai,min,MunnCa99,pass_defended,0,,,,,
player,201511150rai,min,MunnCa99,sacks,0.0,,,,,
player,201511150rai,min,MunnCa99,tackles_combined,8,,,,,
player,201511150rai,min,MunnCa99,tackles_solo,7,,,,,
player,201511150rai,min,MunnCa99,tackles_assists,1,,,,,
player,201511150rai,min,MunnCa99,tackles_loss,0,,,,,
player,201511150rai,min,MunnCa99,qb_hits,0,,,,,
player,201511150rai,min,MunnCa99,fumbles_rec,0,,,,,
player,201511150rai,min,MunnCa99,fumbles_rec_yds,0,,,,,
player,201511150rai,min,MunnCa99,fumbles_rec_td,0,,,,,
player,201511150rai,min,MunnCa99,fumbles_forced,0,,,,,
player,201511150rai,min,JoseLi99,def_int,0,,,,,
player,201511150rai,min,JoseLi99,def_int_yds,0,,,,,
player,201511150rai,min,JoseLi99,def_int_td,0,,,,,
player,201511150rai,min,JoseLi99,def_int_long,0,,,,,
player,201511150rai,min,JoseLi99,pass_defended,0,,,,,
player,201511150rai,min,JoseLi99,sacks,0.0,,,,,
player,201511150rai,min,JoseLi99,tackles_combined,7,,,,,
player,201511150rai,min,JoseLi99,tackles_solo,4,,,,,
player,201511150rai,min,JoseLi99,tackles_assists,3,,,,,
player,201511150rai,min,JoseLi99,tackles_loss,0,,,,,
player,201511150rai,min,JoseLi99,qb_hits,0,,,,,
player,201511150rai,min,JoseLi99,fumbles_rec,0,,,,,
player,201511150rai,min,JoseLi99,fumbles_rec_yds,0,,,,,
player,201511150rai,min,JoseLi99,fumbles_rec_td,0,,,,,
player,201511150rai,min,JoseLi99,fumbles_forced,1,,,,,
player,201511150rai,min,SendAn00,def_int,0,,,,,
player,201511150rai,min,SendAn00,def_int_yds,0,,,,,
player,201511150rai,min,SendAn00,def_int_td,0,,,,,
player,201511150rai,min,SendAn00,def_int_long,0,,,,,
player,201511150rai,min,SendAn00,pass_defended,0,,,,,
player,201511150rai,min,SendAn00,sacks,0.0,,,,,
player,201511150rai,min,SendAn00,tackles_combined,7,,,,,
player,201511150rai,min,SendAn00,tackles_solo,6,,,,,
player,201511150rai,min,SendAn00,tackles_assists,1,,,,,
player,201511150rai,min,SendAn00,tackles_loss,0,,,,,
player,201511150rai,min,SendAn00,qb_hits,0,,,,,
player,201511150rai,min,SendAn00,fumbles_rec,0,,,,,
player,201511150rai,min,SendAn00,fumbles_rec_yds,0,,,,,
player,201511150rai,min,SendAn00,fumbles_rec_td,0,,,,,
player,201511150rai,min,SendAn00,fumbles_forced,0,,,,,
player,201511150rai,min,BarrAn00,def_int,0,,,,,
player,201511150rai,min,BarrAn00,def_int_yds,0,,,,,
player,201511150rai,min,BarrAn00,def_int_td,0,,,,,
player,201511150rai,min,BarrAn00,def_int_long,0,,,,,
player,201511150rai,min,BarrAn00,pass_defended,1,,,,,
player,201511150rai,min,BarrAn00,sacks,0.0,,,,,
player,201511150rai,min,BarrAn00,tackles_combined,6,,,,,
player,201511150rai,min,BarrAn00,tackles_solo,6,,,,,
player,201511150rai,min,BarrAn00,tackles_assists,0,,,,,
player,201511150rai,min,BarrAn00,tackles_loss,0,,,,,
player,201511150rai,min,BarrAn00,qb_hits,0,,,,,
player,201511150rai,min,BarrAn00,fumbles_rec,0,,,,,
player,201511150rai,min,BarrAn00,fumbles_rec_yds,0,,,,,
player,201511150rai,min,BarrAn00,fumbles_rec_td,0,,,,,
player,201511150rai,min,BarrAn00,fumbles_forced,0,,,,,
player,201511150rai,min,SmitHa00,def_int,0,,,,,
player,201511150rai,min,SmitHa00,def_int_yds,0,,,,,
player,201511150rai,min,SmitHa00,def_int_td,0,,,,,
player,201511150rai,min,SmitHa00,def_int_long,0,,,,,
player,201511150rai,min,SmitHa00,pass_defended,0,,,,,
player,201511150rai,min,SmitHa00,sacks,0.0,,,,,
player,201511150rai,min,SmitHa00,tackles_combined,6,,,,,
player,201511150rai,min,SmitHa00,tackles_solo,6,,,,,
player,201511150rai,min,SmitHa00,tackles_assists,0,,,,,
player,201511150rai,min,SmitHa00,tackles_loss,0,,,,,
player,201511150rai,min,SmitHa00,qb_hits,1,,,,,
player,201511150rai,min,SmitHa00,fumbles_rec,0,,,,,
player,201511150rai,min,SmitHa00,fumbles_rec_yds,0,,,,,
player,201511150rai,min,SmitHa00,fumbles_rec_td,0,,,,,
player,201511150rai,min,SmitHa00,fumbles_forced,0,,,,,
player,201511150rai,min,RhodXa00,def_int,0,,,,,
player,201511150rai,min,RhodXa00,def_int_yds,0,,,,,
player,201511150rai,min,RhodXa00,def_int_td,0,,,,,
player,201511150rai,min,RhodXa00,def_int_long,0,,,,,
player,201511150rai,min,RhodXa00,pass_defended,0,,,,,
player,201511150rai,min,RhodXa00,sacks,0.0,,,,,
player,201511150rai,min,RhodXa00,tackles_combined,3,,,,,
player,201511150rai,min,RhodXa00,tackles_solo,3,,,,,
player,201511150rai,min,RhodXa00,tackles_assists,0,,,,,
player,201511150rai,min,RhodXa00,tackles_loss,0,,,,,
player,201511150rai,min,RhodXa00,qb_hits,0,,,,,
player,201511150rai,min,RhodXa00,fumbles_rec,0,,,,,
player,201511150rai,min,RhodXa00,fumbles_rec_yds,0,,,,,
player,201511150rai,min,RhodXa00,fumbles_rec_td,0,,,,,
player,201511150rai,min,RhodXa00,fumbles_forced,0,,,,,
player,201511150rai,min,WaynTr00,def_int,0,,,,,
player,201511150rai,min,WaynTr00,def_int_yds,0,,,,,
player,201511150rai,min,WaynTr00,def_int_td,0,,,,,
player,201511150rai,min,WaynTr00,def_int_long,0,,,,,
player,201511150rai,min,WaynTr00,pass_defended,0,,,,,
player,201511150rai,min,WaynTr00,sacks,0.0,,,,,
player,201511150rai,min,WaynTr00,tackles_combined,3,,,,,
player,201511150rai,min,WaynTr00,tackles_solo,1,,,,,
player,201511150rai,min,WaynTr00,tackles_assists,2,,,,,
player,201511150rai,min,WaynTr00,tackles_loss,0,,,,,
player,201511150rai,min,WaynTr00,qb_hits,0,,,,,
player,201511150rai,min,WaynTr00,fumbles_rec,0,,,,,
player,201511150rai,min,WaynTr00,fumbles_rec_yds,0,,,,,
player,201511150rai,min,WaynTr00,fumbles_rec_td,0,,,,,
player,201511150rai,min,WaynTr00,fumbles_forced,0,,,,,
player,201511150rai,min,ExumAn00,def_int,0,,,,,
player,201511150rai,min,ExumAn00,def_int_yds,0,,,,,
player,201511150rai,min,ExumAn00,def_int_td,0,,,,,
player,201511150rai,min,ExumAn00,def_int_long,0,,,,,
player,201511150rai,min,ExumAn00,pass_defended,0,,,,,
player,201511150rai,min,ExumAn00,sacks,0.0,,,,,
player,201511150rai,min,ExumAn00,tackles_combined,2,,,,,
player,201511150rai,min,ExumAn00,tackles_solo,1,,,,,
player,201511150rai,min,ExumAn00,tackles_assists,1,,,,,
player,201511150rai,min,ExumAn00,tackles_loss,0,,,,,
player,201511150rai,min,ExumAn00,qb_hits,0,,,,,
player,201511150rai,min,ExumAn00,fumbles_rec,0,,,,,
player,201511150rai,min,ExumAn00,fumbles_rec_yds,0,,,,,
player,201511150rai,min,ExumAn00,fumbles_rec_td,0,,,,,
player,201511150rai,min,ExumAn00,fumbles_forced,0,,,,,
player,201511150rai,min,RobiEd00,def_int,0,,,,,
player,201511150rai,min,RobiEd00,def_int_yds,0,,,,,
player,201511150rai,min,RobiEd00,def_int_td,0,,,,,
player,201511150rai,min,RobiEd00,def_int_long,0,,,,,
player,201511150rai,min,RobiEd00,pass_defended,0,,,,,
player,201511150rai,min,RobiEd00,sacks,0.0,,,,,
player,201511150rai,min,RobiEd00,tackles_combined,2,,,,,
player,201511150rai,min,RobiEd00,tackles_solo,2,,,,,
player,201511150rai,min,RobiEd00,tackles_assists,0,,,,,
player,201511150rai,min,RobiEd00,tackles_loss,0,,,,,
player,201511150rai,min,RobiEd00,qb_hits,0,,,,,
player,201511150rai,min,RobiEd00,fumbles_rec,0,,,,,
player,201511150rai,min,RobiEd00,fumbles_rec_yds,0,,,,,
player,201511150rai,min,RobiEd00,fumbles_rec_td,0,,,,,
player,201511150rai,min,RobiEd00,fumbles_forced,0,,,,,
player,201511150rai,min,SherMa20,def_int,0,,,,,
player,201511150rai,min,SherMa20,def_int_yds,0,,,,,
player,201511150rai,min,SherMa20,def_int_td,0,,,,,
player,201511150rai,min,SherMa20,def_int_long,0,,,,,
player,201511150rai,min,SherMa20,pass_defended,0,,,,,
player,201511150rai,min,SherMa20,sacks,0.0,,,,,
player,201511150rai,min,SherMa20,tackles_combined,2,,,,,
player,201511150rai,min,SherMa20,tackles_solo,2,,,,,
player,201511150rai,min,SherMa20,tackles_assists,0,,,,,
player,201511150rai,min,SherMa20,tackles_loss,0,,,,,
player,201511150rai,min,SherMa20,qb_hits,0,,,,,
player,201511150rai,min,SherMa20,fumbles_rec,0,,,,,
player,201511150rai,min,SherMa20,fumbles_rec_yds,0,,,,,
player,201511150rai,min,SherMa20,fumbles_rec_td,0,,,,,
player,201511150rai,min,SherMa20,fumbles_forced,0,,,,,
player,201511150rai,min,WattBr00,def_int,0,,,,,
player,201511150rai,min,WattBr00,def_int_yds,0,,,,,
player,201511150rai,min,WattBr00,def_int_td,0,,,,,
player,201511150rai,min,WattBr00,def_int_long,0,,,,,
player,201511150rai,min,WattBr00,pass_defended,0,,,,,
player,201511150rai,min,WattBr00,sacks,0.0,,,,,
player,201511150rai,min,WattBr00,tackles_combined,2,,,,,
player,201511150rai,min,WattBr00,tackles_solo,1,,,,,
player,201511150rai,min,WattBr00,tackles_assists,1,,,,,
player,201511150rai,min,WattBr00,tackles_loss,0,,,,,
player,201511150rai,min,WattBr00,qb_hits,0,,,,,
player,201511150rai,min,WattBr00,fumbles_rec,0,,,,,
player,201511150rai,min,WattBr00,fumbles_rec_yds,0,,,,,
player,201511150rai,min,WattBr00,fumbles_rec_td,0,,,,,
player,201511150rai,min,WattBr00,fumbles_forced,0,,,,,
player,201511150rai,min,AsiaMa00,def_int,0,,,,,
player,201511150rai,min,AsiaMa00,def_int_yds,0,,,,,
player,201511150rai,min,AsiaMa00,def_int_td,0,,,,,
player,201511150rai,min,AsiaMa00,def_int_long,0,,,,,
player,201511150rai,min,AsiaMa00,pass_defended,0,,,,,
player,201511150rai,min,AsiaMa00,sacks,0.0,,,,,
player,201511150rai,min,AsiaMa00,tackles_combined,1,,,,,
player,201511150rai,min,AsiaMa00,tackles_solo,1,,,,,
player,201511150rai,min,AsiaMa00,tackles_assists,0,,,,,
player,201511150rai,min,AsiaMa00,tackles_loss,0,,,,,
player,201511150rai,min,AsiaMa00,qb_hits,0,,,,,
player,201511150rai,min,AsiaMa00,fumbles_rec,0,,,,,
player,201511150rai,min,AsiaMa00,fumbles_rec_yds,0,,,,,
player,201511150rai,min,AsiaMa00,fumbles_rec_td,0,,,,,
player,201511150rai,min,AsiaMa00,fumbles_forced,0,,,,,
player,201511150rai,min,BlanRo00,def_int,0,,,,,
player,201511150rai,min,BlanRo00,def_int_yds,0,,,,,
player,201511150rai,min,BlanRo00,def_int_td,0,,,,,
player,201511150rai,min,BlanRo00,def_int_long,0,,,,,
player,201511150rai,min,BlanRo00,pass_defended,0,,,,,
player,201511150rai,min,BlanRo00,sacks,0.0,,,,,
player,201511150rai,min,BlanRo00,tackles_combined,1,,,,,
player,201511150rai,min,BlanRo00,tackles_solo,1,,,,,
player,201511150rai,min,BlanRo00,tackles_assists,0,,,,,
player,201511150rai,min,BlanRo00,tackles_loss,0,,,,,
player,201511150rai,min,BlanRo00,qb_hits,0,,,,,
player,201511150rai,min,BlanRo00,fumbles_rec,0,,,,,
player,201511150rai,min,BlanRo00,fumbles_rec_yds,0,,,,,
player,201511150rai,min,BlanRo00,fumbles_rec_td,0,,,,,
player,201511150rai,min,BlanRo00,fumbles_forced,0,,,,,
player,201511150rai,min,JohnTo01,def_int,0,,,,,
player,201511150rai,min,JohnTo01,def_int_yds,0,,,,,
player,201511150rai,min,JohnTo01,def_int_td,0,,,,,
player,201511150rai,min,JohnTo01,def_int_long,0,,,,,
player,201511150rai,min,JohnTo01,pass_defended,0,,,,,
player,201511150rai,min,JohnTo01,sacks,0.0,,,,,
player,201511150rai,min,JohnTo01,tackles_combined,1,,,,,
player,201511150rai,min,JohnTo01,tackles_solo,0,,,,,
player,201511150rai,min,JohnTo01,tackles_assists,1,,,,,
player,201511150rai,min,JohnTo01,tackles_loss,0,,,,,
player,201511150rai,min,JohnTo01,qb_hits,0,,,,,
player,201511150rai,min,JohnTo01,fumbles_rec,0,,,,,
player,201511150rai,min,JohnTo01,fumbles_rec_yds,0,,,,,
player,201511150rai,min,JohnTo01,fumbles_rec_td,0,,,,,
player,201511150rai,min,JohnTo01,fumbles_forced,0,,,,,
player,201511150rai,min,RobiBr98,def_int,0,,,,,
player,201511150rai,min,RobiBr98,def_int_yds,0,,,,,
player,201511150rai,min,RobiBr98,def_int_td,0,,,,,
player,201511150rai,min,RobiBr98,def_int_long,0,,,,,
player,201511150rai,min,RobiBr98,pass_defended,1,,,,,
player,201511150rai,min,RobiBr98,sacks,0.0,,,,,
player,201511150rai,min,RobiBr98,tackles_combined,1,,,,,
player,201511150rai,min,RobiBr98,tackles_solo,1,,,,,
player,201511150rai,min,RobiBr98,tackles_assists,0,,,,,
player,201511150rai,min,RobiBr98,tackles_loss,0,,,,,
player,201511150rai,min,RobiBr98,qb_hits,0,,,,,
player,201511150rai,min,RobiBr98,fumbles_rec,0,,,,,
player,201511150rai,min,RobiBr98,fumbles_rec_yds,0,,,,,
player,201511150rai,min,RobiBr98,fumbles_rec_td,0,,,,,
player,201511150rai,min,RobiBr98,fumbles_forced,0,,,,,
player,201511150rai,min,TrusJa99,def_int,0,,,,,
player,201511150rai,min,TrusJa99,def_int_yds,0,,,,,
player,201511150rai,min,TrusJa99,def_int_td,0,,,,,
player,201511150rai,min,TrusJa99,def_int_long,0,,,,,
player,201511150rai,min,TrusJa99,pass_defended,0,,,,,
player,201511150rai,min,TrusJa99,sacks,0.0,,,,,
player,201511150rai,min,TrusJa99,tackles_combined,1,,,,,
player,201511150rai,min,TrusJa99,tackles_solo,1,,,,,
player,201511150rai,min,TrusJa99,tackles_assists,0,,,,,
player,201511150rai,min,TrusJa99,tackles_loss,0,,,,,
player,201511150rai,min,TrusJa99,qb_hits,0,,,,,
player,201511150rai,min,TrusJa99,fumbles_rec,0,,,,,
player,201511150rai,min,TrusJa99,fumbles_rec_yds,0,,,,,
player,201511150rai,min,TrusJa99,fumbles_rec_td,0,,,,,
player,201511150rai,min,TrusJa99,fumbles_forced,0,,,,,
player,201511150rai,rai,EdwaMa01,def_int,0,,,,,
player,201511150rai,rai,EdwaMa01,def_int_yds,0,,,,,
player,201511150rai,rai,EdwaMa01,def_int_td,0,,,,,
player,201511150rai,rai,EdwaMa01,def_int_long,0,,,,,
player,201511150rai,rai,EdwaMa01,pass_defended,0,,,,,
player,201511150rai,rai,EdwaMa01,sacks,1.0,,,,,
player,201511150rai,rai,EdwaMa01,tackles_combined,11,,,,,
player,201511150rai,rai,EdwaMa01,tackles_solo,8,,,,,
player,201511150rai,rai,EdwaMa01,tackles_assists,3,,,,,
player,201511150rai,rai,EdwaMa01,tackles_loss,0,,,,,
player,201511150rai,rai,EdwaMa01,qb_hits,2,,,,,
player,201511150rai,rai,EdwaMa01,fumbles_rec,0,,,,,
player,201511150rai,rai,EdwaMa01,fumbles_rec_yds,0,,,,,
player,201511150rai,rai,EdwaMa01,fumbles_rec_td,0,,,,,
player,201511150rai,rai,EdwaMa01,fumbles_forced,1,,,,,
player,201511150rai,rai,LoftCu99,def_int,0,,,,,
player,201511150rai,rai,LoftCu99,def_int_yds,0,,,,,
player,201511150rai,rai,LoftCu99,def_int_td,0,,,,,
player,201511150rai,rai,LoftCu99,def_int_long,0,,,,,
player,201511150rai,rai,LoftCu99,pass_defended,0,,,,,
player,201511150rai,rai,LoftCu99,sacks,1.0,,,,,
player,201511150rai,rai,LoftCu99,tackles_combined,7,,,,,
player,201511150rai,rai,LoftCu99,tackles_solo,5,,,,,
player,201511150rai,rai,LoftCu99,tackles_assists,2,,,,,
player,201511150rai,rai,LoftCu99,tackles_loss,1,,,,,
player,201511150rai,rai,LoftCu99,qb_hits,1,,,,,
player,201511150rai,rai,LoftCu99,fumbles_rec,0,,,,,
player,201511150rai,rai,LoftCu99,fumbles_rec_yds,0,,,,,
player,201511150rai,rai,LoftCu99,fumbles_rec_td,0,,,,,
player,201511150rai,rai,LoftCu99,fumbles_forced,0,,,,,
player,201511150rai,rai,MackKh00,def_int,0,,,,,
player,201511150rai,rai,MackKh00,def_int_yds,0,,,,,
player,201511150rai,rai,MackKh00,def_int_td,0,,,,,
player,201511150rai,rai,MackKh00,def_int_long,0,,,,,
player,201511150rai,rai,MackKh00,pass_defended,0,,,,,
player,201511150rai,rai,MackKh00,sacks,1.0,,,,,
player,201511150rai,rai,MackKh00,tackles_combined,4,,,,,
player,201511150rai,rai,MackKh00,tackles_solo,2,,,,,
player,201511150rai,rai,MackKh00,tackles_assists,2,,,,,
player,201511150rai,rai,MackKh00,tackles_loss,1,,,,,
player,201511150rai,rai,MackKh00,qb_hits,2,,,,,
player,201511150rai,rai,MackKh00,fumbles_rec,0,,,,,
player,201511150rai,rai,MackKh00,fumbles_rec_yds,0,,,,,
player,201511150rai,rai,MackKh00,fumbles_rec_td,0,,,,,
player,201511150rai,rai,MackKh00,fumbles_forced,0,,,,,
player,201511150rai,rai,SmitAl04,def_int,0,,,,,
player,201511150rai,rai,SmitAl04,def_int_yds,0,,,,,
player,201511150rai,rai,SmitAl04,def_int_td,0,,,,,
player,201511150rai,rai,SmitAl04,def_int_long,0,,,,,
player,201511150rai,rai,SmitAl04,pass_defended,0,,,,,
player,201511150rai,rai,SmitAl04,sacks,1.0,,,,,
player,201511150rai,rai,SmitAl04,tackles_combined,3,,,,,
player,201511150rai,rai,SmitAl04,tackles_solo,3,,,,,
player,201511150rai,rai,SmitAl04,tackles_assists,0,,,,,
player,201511150rai,rai,SmitAl04,tackles_loss,1,,,,,
player,201511150rai,rai,SmitAl04,qb_hits,1,,,,,
player,201511150rai,rai,SmitAl04,fumbles_rec,0,,,,,
player,201511150rai,rai,SmitAl04,fumbles_rec_yds,0,,,,,
player,201511150rai,rai,SmitAl04,fumbles_rec_td,0,,,,,
player,201511150rai,rai,SmitAl04,fumbles_forced,0,,,,,
player,201511150rai,rai,SmitMa02,def_int,0,,,,,
player,201511150rai,rai,SmitMa02,def_int_yds,0,,,,,
player,201511150rai,rai,SmitMa02,def_int_td,0,,,,,
player,201511150rai,rai,SmitMa02,def_int_long,0,,,,,
player,201511150rai,rai,SmitMa02,pass_defended,0,,,,,
player,201511150rai,rai,SmitMa02,sacks,0.0,,,,,
player,201511150rai,rai,SmitMa02,tackles_combined,9,,,,,
player,201511150rai,rai,SmitMa02,tackles_solo,6,,,,,
player,201511150rai,rai,SmitMa02,tackles_assists,3,,,,,
player,201511150rai,rai,SmitMa02,tackles_loss,1,,,,,
player,201511150rai,rai,SmitMa02,qb_hits,0,,,,,
player,201511150rai,rai,SmitMa02,fumbles_rec,0,,,,,
player,201511150rai,rai,SmitMa02,fumbles_rec_yds,0,,,,,
player,201511150rai,rai,SmitMa02,fumbles_rec_td,0,,,,,
player,201511150rai,rai,SmitMa02,fumbles_forced,0,,,,,
player,201511150rai,rai,WillDa99,def_int,0,,,,,
player,201511150rai,rai,WillDa99,def_int_yds,0,,,,,
player,201511150rai,rai,WillDa99,def_int_td,0,,,,,
player,201511150rai,rai,WillDa99,def_int_long,0,,,,,
player,201511150rai,rai,WillDa99,pass_defended,0,,,,,
player,201511150rai,rai,WillDa99,sacks,0.0,,,,,
player,201511150rai,rai,WillDa99,tackles_combined,7,,,,,
player,201511150rai,rai,WillDa99,tackles_solo,5,,,,,
player,201511150rai,rai,WillDa99,tackles_assists,2,,,,,
player,201511150rai,rai,WillDa99,tackles_loss,1,,,,,
player,201511150rai,rai,WillDa99,qb_hits,0,,,,,
player,201511150rai,rai,WillDa99,fumbles_rec,0,,,,,
player,201511150rai,rai,WillDa99,fumbles_rec_yds,0,,,,,
player,201511150rai,rai,WillDa99,fumbles_rec_td,0,,,,,
player,201511150rai,rai,WillDa99,fumbles_forced,0,,,,,
player,201511150rai,rai,WoodCh00,def_int,0,,,,,
player,201511150rai,rai,WoodCh00,def_int_yds,0,,,,,
player,201511150rai,rai,WoodCh00,def_int_td,0,,,,,
player,201511150rai,rai,WoodCh00,def_int_long,0,,,,,
player,201511150rai,rai,WoodCh00,pass_defended,0,,,,,
player,201511150rai,rai,WoodCh00,sacks,0.0,,,,,
player,201511150rai,rai,WoodCh00,tackles_combined,5,,,,,
player,201511150rai,rai,WoodCh00,tackles_solo,5,,,,,
player,201511150rai,rai,WoodCh00,tackles_assists,0,,,,,
player,201511150rai,rai,WoodCh00,tackles_loss,0,,,,,
player,201511150rai,rai,WoodCh00,qb_hits,0,,,,,
player,201511150rai,rai,WoodCh00,fumbles_rec,0,,,,,
player,201511150rai,rai,WoodCh00,fumbles_rec_yds,0,,,,,
player,201511150rai,rai,WoodCh00,fumbles_rec_td,0,,,,,
player,201511150rai,rai,WoodCh00,fumbles_forced,0,,,,,
player,201511150rai,rai,AlleNa99,def_int,0,,,,,
player,201511150rai,rai,AlleNa99,def_int_yds,0,,,,,
player,201511150rai,rai,AlleNa99,def_int_td,0,,,,,
player,201511150rai,rai,AlleNa99,def_int_long,0,,,,,
player,201511150rai,rai,AlleNa99,pass_defended,0,,,,,
player,201511150rai,rai,AlleNa99,sacks,0.0,,,,,
player,201511150rai,rai,AlleNa99,tackles_combined,4,,,,,
player,201511150rai,rai,AlleNa99,tackles_solo,2,,,,,
player,201511150rai,rai,AlleNa99,tackles_assists,2,,,,,
player,201511150rai,rai,AlleNa99,tackles_loss,0,,,,,
player,201511150rai,rai,AlleNa99,qb_hits,0,,,,,
player,201511150rai,rai,AlleNa99,fumbles_rec,0,,,,,
player,201511150rai,rai,AlleNa99,fumbles_rec_yds,0,,,,,
player,201511150rai,rai,AlleNa99,fumbles_rec_td,0,,,,,
player,201511150rai,rai,AlleNa99,fumbles_forced,0,,,,,
player,201511150rai,rai,ElliJu01,def_int,0,,,,,
player,201511150rai,rai,ElliJu01,def_int_yds,0,,,,,
player,201511150rai,rai,ElliJu01,def_int_td,0,,,,,
player,201511150rai,rai,ElliJu01,def_int_long,0,,,,,
player,201511150rai,rai,ElliJu01,pass_defended,0,,,,,
player,201511150rai,rai,ElliJu01,sacks,0.0,,,,,
player,201511150rai,rai,ElliJu01,tackles_combined,3,,,,,
player,201511150rai,rai,ElliJu01,tackles_solo,2,,,,,
