game,2015,10,20151115,201511150rai,min,"Minnesota Vikings",30,rai,"Oakland Raiders",14
team,201511150rai,min,First Downs,21,,,,,,
team,201511150rai,rai,First Downs,20,,,,,,
team,201511150rai,min,Rush-Yds-TDs,33-263-1,,,,,,
team,201511150rai,rai,Rush-Yds-TDs,19-84-0,,,,,,
team,201511150rai,min,Cmp-Att-Yd-TD-INT,14-22-140-1-0,,,,,,
team,201511150rai,rai,Cmp-Att-Yd-TD-INT,29-43-302-2-2,,,,,,
team,201511150rai,min,Sacked-Yards,4-18,,,,,,
team,201511150rai,rai,Sacked-Yards,2-15,,,,,,
team,201511150rai,min,Net Pass Yards,122,,,,,,
team,201511150rai,rai,Net Pass Yards,287,,,,,,
team,201511150rai,min,Total Yards,385,,,,,,
team,201511150rai,rai,Total Yards,371,,,,,,
team,201511150rai,min,Fumbles-Lost,1-0,,,,,,
team,201511150rai,rai,Fumbles-Lost,1-0,,,,,,
team,201511150rai,min,Turnovers,0,,,,,,
team,201511150rai,rai,Turnovers,2,,,,,,
team,201511150rai,min,Penalties-Yards,3-15,,,,,,
team,201511150rai,rai,Penalties-Yards,8-82,,,,,,
team,201511150rai,min,Third Down Conv.,4-11,,,,,,
team,201511150rai,rai,Third Down Conv.,7-14,,,,,,
team,201511150rai,min,Fourth Down Conv.,0-0,,,,,,
team,201511150rai,rai,Fourth Down Conv.,0-0,,,,,,
team,201511150rai,min,Time of Possession,33:01,,,,,,
team,201511150rai,rai,Time of Possession,26:59,,,,,,
player,201511150rai,min,BridTe00,pass_cmp,14,,,,,
player,201511150rai,min,BridTe00,pass_att,22,,,,,
player,201511150rai,min,BridTe00,pass_yds,140,,,,,
player,201511150rai,min,BridTe00,pass_td,1,,,,,
player,201511150rai,min,BridTe00,pass_int,0,,,,,
player,201511150rai,min,BridTe00,pass_sacked,4,,,,,
player,201511150rai,min,BridTe00,pass_sacked_yds,18,,,,,
player,201511150rai,min,BridTe00,pass_long,37,,,,,
player,201511150rai,min,BridTe00,pass_rating,96.8,,,,,
player,201511150rai,min,BridTe00,rush_att,2,,,,,
player,201511150rai,min,BridTe00,rush_yds,23,,,,,
player,201511150rai,min,BridTe00,rush_td,0,,,,,
player,201511150rai,min,BridTe00,rush_long,18,,,,,
player,201511150rai,min,BridTe00,targets,0,,,,,
player,201511150rai,min,BridTe00,rec,0,,,,,
player,201511150rai,min,BridTe00,rec_yds,0,,,,,
player,201511150rai,min,BridTe00,rec_td,0,,,,,
player,201511150rai,min,BridTe00,rec_long,0,,,,,
player,201511150rai,min,BridTe00,fumbles,1,,,,,
player,201511150rai,min,BridTe00,fumbles_lost,0,,,,,
player,201511150rai,min,PeteAd01,pass_cmp,0,,,,,
player,201511150rai,min,PeteAd01,pass_att,0,,,,,
player,201511150rai,min,PeteAd01,pass_yds,0,,,,,
player,201511150rai,min,PeteAd01,pass_td,0,,,,,
player,201511150rai,min,PeteAd01,pass_int,0,,,,,
player,201511150rai,min,PeteAd01,pass_sacked,0,,,,,
player,201511150rai,min,PeteAd01,pass_sacked_yds,0,,,,,
player,201511150rai,min,PeteAd01,pass_long,0,,,,,
player,201511150rai,min,PeteAd01,pass_rating,,,,,,
player,201511150rai,min,PeteAd01,rush_att,26,,,,,
player,201511150rai,min,PeteAd01,rush_yds,203,,,,,
player,201511150rai,min,PeteAd01,rush_td,1,,,,,
player,201511150rai,min,PeteAd01,rush_long,80,,,,,
player,201511150rai,min,PeteAd01,targets,3,,,,,
player,201511150rai,min,PeteAd01,rec,2,,,,,
player,201511150rai,min,PeteAd01,rec_yds,13,,,,,
player,201511150rai,min,PeteAd01,rec_td,0,,,,,
player,201511150rai,min,PeteAd01,rec_long,16,,,,,
player,201511150rai,min,PeteAd01,fumbles,0,,,,,
player,201511150rai,min,PeteAd01,fumbles_lost,0,,,,,
player,201511150rai,min,ThieAd00,pass_cmp,0,,,,,
player,201511150rai,min,ThieAd00,pass_att,0,,,,,
player,201511150rai,min,ThieAd00,pass_yds,0,,,,,
player,201511150rai,min,ThieAd00,pass_td,0,,,,,
player,201511150rai,min,ThieAd00,pass_int,0,,,,,
player,201511150rai,min,ThieAd00,pass_sacked,0,,,,,
player,201511150rai,min,ThieAd00,pass_sacked_yds,0,,,,,
player,201511150rai,min,ThieAd00,pass_long,0,,,,,
player,201511150rai,min,ThieAd00,pass_rating,,,,,,
player,201511150rai,min,ThieAd00,rush_att,1,,,,,
player,201511150rai,min,ThieAd00,rush_yds,14,,,,,
player,201511150rai,min,ThieAd00,rush_td,0,,,,,
player,201511150rai,min,ThieAd00,rush_long,14,,,,,
player,201511150rai,min,ThieAd00,targets,0,,,,,
player,201511150rai,min,ThieAd00,rec,0,,,,,
player,201511150rai,min,ThieAd00,rec_yds,0,,,,,
player,201511150rai,min,ThieAd00,rec_td,0,,,,,
player,201511150rai,min,ThieAd00,rec_long,0,,,,,
player,201511150rai,min,ThieAd00,fumbles,0,,,,,
player,201511150rai,min,ThieAd00,fumbles_lost,0,,,,,
player,201511150rai,min,DiggSt00,pass_cmp,0,,,,,
player,201511150rai,min,DiggSt00,pass_att,0,,,,,
player,201511150rai,min,DiggSt00,pass_yds,0,,,,,
player,201511150rai,min,DiggSt00,pass_td,0,,,,,
player,201511150rai,min,DiggSt00,pass_int,0,,,,,
player,201511150rai,min,DiggSt00,pass_sacked,0,,,,,
player,201511150rai,min,DiggSt00,pass_sacked_yds,0,,,,,
player,201511150rai,min,DiggSt00,pass_long,0,,,,,
player,201511150rai,min,DiggSt00,pass_rating,,,,,,
player,201511150rai,min,DiggSt00,rush_att,1,,,,,
player,201511150rai,min,DiggSt00,rush_yds,10,,,,,
player,201511150rai,min,DiggSt00,rush_td,0,,,,,
player,201511150rai,min,DiggSt00,rush_long,10,,,,,
player,201511150rai,min,DiggSt00,targets,2,,,,,
player,201511150rai,min,DiggSt00,rec,2,,,,,
player,201511150rai,min,DiggSt00,rec_yds,46,,,,,
player,201511150rai,min,DiggSt00,rec_td,0,,,,,
player,201511150rai,min,DiggSt00,rec_long,37,,,,,
player,201511150rai,min,DiggSt00,fumbles,0,,,,,
player,201511150rai,min,DiggSt00,fumbles_lost,0,,,,,
player,201511150rai,min,AsiaMa00,pass_cmp,0,,,,,
player,201511150rai,min,AsiaMa00,pass_att,0,,,,,
player,201511150rai,min,AsiaMa00,pass_yds,0,,,,,
player,201511150rai,min,AsiaMa00,pass_td,0,,,,,
player,201511150rai,min,AsiaMa00,pass_int,0,,,,,
player,201511150rai,min,AsiaMa00,pass_sacked,0,,,,,
player,201511150rai,min,AsiaMa00,pass_sacked_yds,0,,,,,
player,201511150rai,min,AsiaMa00,pass_long,0,,,,,
player,201511150rai,min,AsiaMa00,pass_rating,,,,,,
player,201511150rai,min,AsiaMa00,rush_att,2,,,,,
player,201511150rai,min,AsiaMa00,rush_yds,7,,,,,
player,201511150rai,min,AsiaMa00,rush_td,0,,,,,
player,201511150rai,min,AsiaMa00,rush_long,6,,,,,
player,201511150rai,min,AsiaMa00,targets,2,,,,,
player,201511150rai,min,AsiaMa00,rec,2,,,,,
player,201511150rai,min,AsiaMa00,rec_yds,18,,,,,
player,201511150rai,min,AsiaMa00,rec_td,0,,,,,
player,201511150rai,min,AsiaMa00,rec_long,11,,,,,
player,201511150rai,min,AsiaMa00,fumbles,0,,,,,
player,201511150rai,min,AsiaMa00,fumbles_lost,0,,,,,
player,201511150rai,min,PattCo00,pass_cmp,0,,,,,
player,201511150rai,min,PattCo00,pass_att,0,,,,,
player,201511150rai,min,PattCo00,pass_yds,0,,,,,
player,201511150rai,min,PattCo00,pass_td,0,,,,,
player,201511150rai,min,PattCo00,pass_int,0,,,,,
player,201511150rai,min,PattCo00,pass_sacked,0,,,,,
player,201511150rai,min,PattCo00,pass_sacked_yds,0,,,,,
player,201511150rai,min,PattCo00,pass_long,0,,,,,
player,201511150rai,min,PattCo00,pass_rating,,,,,,
player,201511150rai,min,PattCo00,rush_att,1,,,,,
player,201511150rai,min,PattCo00,rush_yds,6,,,,,
player,201511150rai,min,PattCo00,rush_td,0,,,,,
player,201511150rai,min,PattCo00,rush_long,6,,,,,
player,201511150rai,min,PattCo00,targets,0,,,,,
player,201511150rai,min,PattCo00,rec,0,,,,,
player,201511150rai,min,PattCo00,rec_yds,0,,,,,
player,201511150rai,min,PattCo00,rec_td,0,,,,,
player,201511150rai,min,PattCo00,rec_long,0,,,,,
player,201511150rai,min,PattCo00,fumbles,0,,,,,
player,201511150rai,min,PattCo00,fumbles_lost,0,,,,,
player,201511150rai,min,WallMi00,pass_cmp,0,,,,,
player,201511150rai,min,WallMi00,pass_att,0,,,,,
player,201511150rai,min,WallMi00,pass_yds,0,,,,,
player,201511150rai,min,WallMi00,pass_td,0,,,,,
player,201511150rai,min,WallMi00,pass_int,0,,,,,
player,201511150rai,min,WallMi00,pass_sacked,0,,,,,
player,201511150rai,min,WallMi00,pass_sacked_yds,0,,,,,
player,201511150rai,min,WallMi00,pass_long,0,,,,,
player,201511150rai,min,WallMi00,pass_rating,,,,,,
player,201511150rai,min,WallMi00,rush_att,0,,,,,
player,201511150rai,min,WallMi00,rush_yds,0,,,,,
player,201511150rai,min,WallMi00,rush_td,0,,,,,
player,201511150rai,min,WallMi00,rush_long,0,,,,,
player,201511150rai,min,WallMi00,targets,2,,,,,
player,201511150rai,min,WallMi00,rec,1,,,,,
player,201511150rai,min,WallMi00,rec_yds,22,,,,,
player,201511150rai,min,WallMi00,rec_td,0,,,,,
player,201511150rai,min,WallMi00,rec_long,22,,,,,
player,201511150rai,min,WallMi00,fumbles,0,,,,,
player,201511150rai,min,WallMi00,fumbles_lost,0,,,,,
player,201511150rai,min,ElliRh00,pass_cmp,0,,,,,
player,201511150rai,min,ElliRh00,pass_att,0,,,,,
player,201511150rai,min,ElliRh00,pass_yds,0,,,,,
player,201511150rai,min,ElliRh00,pass_td,0,,,,,
player,201511150rai,min,ElliRh00,pass_int,0,,,,,
player,201511150rai,min,ElliRh00,pass_sacked,0,,,,,
player,201511150rai,min,ElliRh00,pass_sacked_yds,0,,,,,
player,201511150rai,min,ElliRh00,pass_long,0,,,,,
player,201511150rai,min,ElliRh00,pass_rating,,,,,,
player,201511150rai,min,ElliRh00,rush_att,0,,,,,
player,201511150rai,min,ElliRh00,rush_yds,0,,,,,
player,201511150rai,min,ElliRh00,rush_td,0,,,,,
player,201511150rai,min,ElliRh00,rush_long,0,,,,,
player,201511150rai,min,ElliRh00,targets,2,,,,,
player,201511150rai,min,ElliRh00,rec,2,,,,,
player,201511150rai,min,ElliRh00,rec_yds,18,,,,,
player,201511150rai,min,ElliRh00,rec_td,1,,,,,
player,201511150rai,min,ElliRh00,rec_long,11,,,,,
player,201511150rai,min,ElliRh00,fumbles,0,,,,,
player,201511150rai,min,ElliRh00,fumbles_lost,0,,,,,
player,201511150rai,min,McKiJe00,pass_cmp,0,,,,,
player,201511150rai,min,McKiJe00,pass_att,0,,,,,
player,201511150rai,min,McKiJe00,pass_yds,0,,,,,
player,201511150rai,min,McKiJe00,pass_td,0,,,,,
player,201511150rai,min,McKiJe00,pass_int,0,,,,,
player,201511150rai,min,McKiJe00,pass_sacked,0,,,,,
player,201511150rai,min,McKiJe00,pass_sacked_yds,0,,,,,
player,201511150rai,min,McKiJe00,pass_long,0,,,,,
player,201511150rai,min,McKiJe00,pass_rating,,,,,,
player,201511150rai,min,McKiJe00,rush_att,0,,,,,
player,201511150rai,min,McKiJe00,rush_yds,0,,,,,
player,201511150rai,min,McKiJe00,rush_td,0,,,,,
player,201511150rai,min,McKiJe00,rush_long,0,,,,,
player,201511150rai,min,McKiJe00,targets,2,,,,,
player,201511150rai,min,McKiJe00,rec,1,,,,,
player,201511150rai,min,McKiJe00,rec_yds,7,,,,,
player,201511150rai,min,McKiJe00,rec_td,0,,,,,
player,201511150rai,min,McKiJe00,rec_long,7,,,,,
player,201511150rai,min,McKiJe00,fumbles,0,,,,,
player,201511150rai,min,McKiJe00,fumbles_lost,0,,,,,
player,201511150rai,min,RudoKy00,pass_cmp,0,,,,,
player,201511150rai,min,RudoKy00,pass_att,0,,,,,
player,201511150rai,min,RudoKy00,pass_yds,0,,,,,
player,201511150rai,min,RudoKy00,pass_td,0,,,,,
player,201511150rai,min,RudoKy00,pass_int,0,,,,,
player,201511150rai,min,RudoKy00,pass_sacked,0,,,,,
player,201511150rai,min,RudoKy00,pass_sacked_yds,0,,,,,
player,201511150rai,min,RudoKy00,pass_long,0,,,,,
player,201511150rai,min,RudoKy00,pass_rating,,,,,,
player,201511150rai,min,RudoKy00,rush_att,0,,,,,
player,201511150rai,min,RudoKy00,rush_yds,0,,,,,
player,201511150rai,min,RudoKy00,rush_td,0,,,,,
player,201511150rai,min,RudoKy00,rush_long,0,,,,,
player,201511150rai,min,RudoKy00,targets,4,,,,,
player,201511150rai,min,RudoKy00,rec,1,,,,,
player,201511150rai,min,RudoKy00,rec_yds,7,,,,,
player,201511150rai,min,RudoKy00,rec_td,0,,,,,
player,201511150rai,min,RudoKy00,rec_long,7,,,,,
player,201511150rai,min,RudoKy00,fumbles,0,,,,,
player,201511150rai,min,RudoKy00,fumbles_lost,0,,,,,
player,201511150rai,min,PruiMy00,pass_cmp,0,,,,,
player,201511150rai,min,PruiMy00,pass_att,0,,,,,
player,201511150rai,min,PruiMy00,pass_yds,0,,,,,
player,201511150rai,min,PruiMy00,pass_td,0,,,,,
player,201511150rai,min,PruiMy00,pass_int,0,,,,,
player,201511150rai,min,PruiMy00,pass_sacked,0,,,,,
player,201511150rai,min,PruiMy00,pass_sacked_yds,0,,,,,
player,201511150rai,min,PruiMy00,pass_long,0,,,,,
player,201511150rai,min,PruiMy00,pass_rating,,,,,,
player,201511150rai,min,PruiMy00,rush_att,0,,,,,
player,201511150rai,min,PruiMy00,rush_yds,0,,,,,
player,201511150rai,min,PruiMy00,rush_td,0,,,,,
player,201511150rai,min,PruiMy00,rush_long,0,,,,,
player,201511150rai,min,PruiMy00,targets,2,,,,,
player,201511150rai,min,PruiMy00,rec,2,,,,,
player,201511150rai,min,PruiMy00,rec_yds,7,,,,,
player,201511150rai,min,PruiMy00,rec_td,0,,,,,
player,201511150rai,min,PruiMy00,rec_long,4,,,,,
player,201511150rai,min,PruiMy00,fumbles,0,,,,,
player,201511150rai,min,PruiMy00,fumbles_lost,0,,,,,
player,201511150rai,min,WrigJa02,pass_cmp,0,,,,,
player,201511150rai,min,WrigJa02,pass_att,0,,,,,
player,201511150rai,min,WrigJa02,pass_yds,0,,,,,
player,201511150rai,min,WrigJa02,pass_td,0,,,,,
player,201511150rai,min,WrigJa02,pass_int,0,,,,,
player,201511150rai,min,WrigJa02,pass_sacked,0,,,,,
player,201511150rai,min,WrigJa02,pass_sacked_yds,0,,,,,
player,201511150rai,min,WrigJa02,pass_long,0,,,,,
player,201511150rai,min,WrigJa02,pass_rating,,,,,,
player,201511150rai,min,WrigJa02,rush_att,0,,,,,
player,201511150rai,min,WrigJa02,rush_yds,0,,,,,
player,201511150rai,min,WrigJa02,rush_td,0,,,,,
player,201511150rai,min,WrigJa02,rush_long,0,,,,,
player,201511150rai,min,WrigJa02,targets,2,,,,,
player,201511150rai,min,WrigJa02,rec,1,,,,,
player,201511150rai,min,WrigJa02,rec_yds,2,,,,,
player,201511150rai,min,WrigJa02,rec_td,0,,,,,
player,201511150rai,min,WrigJa02,rec_long,2,,,,,
player,201511150rai,min,WrigJa02,fumbles,0,,,,,
player,201511150rai,min,WrigJa02,fumbles_lost,0,,,,,
player,201511150rai,rai,CarrDe02,pass_cmp,29,,,,,
player,201511150rai,rai,CarrDe02,pass_att,43,,,,,
player,201511150rai,rai,CarrDe02,pass_yds,302,,,,,
player,201511150rai,rai,CarrDe02,pass_td,2,,,,,
player,201511150rai,rai,CarrDe02,pass_int,2,,,,,
player,201511150rai,rai,CarrDe02,pass_sacked,2,,,,,
player,201511150rai,rai,CarrDe02,pass_sacked_yds,15,,,,,
player,201511150rai,rai,CarrDe02,pass_long,38,,,,,
player,201511150rai,rai,CarrDe02,pass_rating,83.7,,,,,
player,201511150rai,rai,CarrDe02,rush_att,2,,,,,
player,201511150rai,rai,CarrDe02,rush_yds,12,,,,,
player,201511150rai,rai,CarrDe02,rush_td,0,,,,,
player,201511150rai,rai,CarrDe02,rush_long,11,,,,,
player,201511150rai,rai,CarrDe02,targets,0,,,,,
player,201511150rai,rai,CarrDe02,rec,0,,,,,
player,201511150rai,rai,CarrDe02,rec_yds,0,,,,,
player,201511150rai,rai,CarrDe02,rec_td,0,,,,,
player,201511150rai,rai,CarrDe02,rec_long,0,,,,,
player,201511150rai,rai,CarrDe02,fumbles,0,,,,,
player,201511150rai,rai,CarrDe02,fumbles_lost,0,,,,,
player,201511150rai,rai,MurrLa00,pass_cmp,0,,,,,
player,201511150rai,rai,MurrLa00,pass_att,0,,,,,
player,201511150rai,rai,MurrLa00,pass_yds,0,,,,,
player,201511150rai,rai,MurrLa00,pass_td,0,,,,,
player,201511150rai,rai,MurrLa00,pass_int,0,,,,,
player,201511150rai,rai,MurrLa00,pass_sacked,,,,,,
player,201511150rai,rai,MurrLa00,pass_sacked_yds,0,,,,,
player,201511150rai,rai,MurrLa00,pass_long,0,,,,,
player,201511150rai,rai,MurrLa00,pass_rating,,,,,,
player,201511150rai,rai,MurrLa00,rush_att,12,,,,,
player,201511150rai,rai,MurrLa00,rush_yds,48,,,,,
player,201511150rai,rai,MurrLa00,rush_td,0,,,,,
player,201511150rai,rai,MurrLa00,rush_long,14,,,,,
player,201511150rai,rai,MurrLa00,targets,5,,,,,
player,201511150rai,rai,MurrLa00,rec,5,,,,,
player,201511150rai,rai,MurrLa00,rec_yds,29,,,,,
player,201511150rai,rai,MurrLa00,rec_td,0,,,,,
player,201511150rai,rai,MurrLa00,rec_long,8,,,,,
player,201511150rai,rai,MurrLa00,fumbles,0,,,,,
player,201511150rai,rai,MurrLa00,fumbles_lost,0,,,,,
player,201511150rai,rai,OlawJa00,pass_cmp,0,,,,,
player,201511150rai,rai,OlawJa00,pass_att,0,,,,,
player,201511150rai,rai,OlawJa00,pass_yds,0,,,,,
player,201511150rai,rai,OlawJa00,pass_td,0,,,,,
player,201511150rai,rai,OlawJa00,pass_int,0,,,,,
player,201511150rai,rai,OlawJa00,pass_sacked,,,,,,
player,201511150rai,rai,OlawJa00,pass_sacked_yds,0,,,,,
player,201511150rai,rai,OlawJa00,pass_long,0,,,,,
player,201511150rai,rai,OlawJa00,pass_rating,,,,,,
player,201511150rai,rai,OlawJa00,rush_att,5,,,,,
player,201511150rai,rai,OlawJa00,rush_yds,24,,,,,
player,201511150rai,rai,OlawJa00,rush_td,0,,,,,
player,201511150rai,rai,OlawJa00,rush_long,10,,,,,
player,201511150rai,rai,OlawJa00,targets,3,,,,,
player,201511150rai,rai,OlawJa00,rec,3,,,,,
player,201511150rai,rai,OlawJa00,rec_yds,35,,,,,
player,201511150rai,rai,OlawJa00,rec_td,0,,,,,
player,201511150rai,rai,OlawJa00,rec_long,14,,,,,
player,201511150rai,rai,OlawJa00,fumbles,0,,,,,
player,201511150rai,rai,OlawJa00,fumbles_lost,0,,,,,
player,201511150rai,rai,CoopAm00,pass_cmp,0,,,,,
player,201511150rai,rai,CoopAm00,pass_att,0,,,,,
player,201511150rai,rai,CoopAm00,pass_yds,0,,,,,
player,201511150rai,rai,CoopAm00,pass_td,0,,,,,
player,201511150rai,rai,CoopAm00,pass_int,0,,,,,
player,201511150rai,rai,CoopAm00,pass_sacked,,,,,,
player,201511150rai,rai,CoopAm00,pass_sacked_yds,0,,,,,
player,201511150rai,rai,CoopAm00,pass_long,0,,,,,
player,201511150rai,rai,CoopAm00,pass_rating,,,,,,
player,201511150rai,rai,CoopAm00,rush_att,0,,,,,
player,201511150rai,rai,CoopAm00,rush_yds,0,,,,,
player,201511150rai,rai,CoopAm00,rush_td,0,,,,,
player,201511150rai,rai,CoopAm00,rush_long,0,,,,,
player,201511150rai,rai,CoopAm00,targets,9,,,,,
player,201511150rai,rai,CoopAm00,rec,5,,,,,
player,201511150rai,rai,CoopAm00,rec_yds,79,,,,,
player,201511150rai,rai,CoopAm00,rec_td,0,,,,,
player,201511150rai,rai,CoopAm00,rec_long,38,,,,,
player,201511150rai,rai,CoopAm00,fumbles,0,,,,,
player,201511150rai,rai,CoopAm00,fumbles_lost,0,,,,,
player,201511150rai,rai,CrabMi00,pass_cmp,0,,,,,
player,201511150rai,rai,CrabMi00,pass_att,0,,,,,
player,201511150rai,rai,CrabMi00,pass_yds,0,,,,,
player,201511150rai,rai,CrabMi00,pass_td,0,,,,,
player,201511150rai,rai,CrabMi00,pass_int,0,,,,,
player,201511150rai,rai,CrabMi00,pass_sacked,,,,,,
player,201511150rai,rai,CrabMi00,pass_sacked_yds,0,,,,,
player,201511150rai,rai,CrabMi00,pass_long,0,,,,,
player,201511150rai,rai,CrabMi00,pass_rating,,,,,,
player,201511150rai,rai,CrabMi00,rush_att,0,,,,,
player,201511150rai,rai,CrabMi00,rush_yds,0,,,,,
player,201511150rai,rai,CrabMi00,rush_td,0,,,,,
player,201511150rai,rai,CrabMi00,rush_long,0,,,,,
player,201511150rai,rai,CrabMi00,targets,5,,,,,
