game,2015,15,20151221,201512210nor,det,"Detroit Lions",35,nor,"New Orleans Saints",27
player,201512210nor,det,AbduAm00,pass_cmp,0,,,,,
player,201512210nor,det,AbduAm00,pass_att,0,,,,,
player,201512210nor,det,AbduAm00,pass_yds,0,,,,,
player,201512210nor,det,AbduAm00,pass_td,0,,,,,
player,201512210nor,det,AbduAm00,pass_int,0,,,,,
player,201512210nor,det,AbduAm00,pass_sacked,0,,,,,
player,201512210nor,det,AbduAm00,pass_sacked_yds,0,,,,,
player,201512210nor,det,AbduAm00,pass_long,0,,,,,
player,201512210nor,det,AbduAm00,pass_rating,,,,,,
player,201512210nor,det,AbduAm00,rush_att,9,,,,,
player,201512210nor,det,AbduAm00,rush_yds,77,,,,,
player,201512210nor,det,AbduAm00,rush_td,1,,,,,
player,201512210nor,det,AbduAm00,rush_long,27,,,,,
player,201512210nor,det,AbduAm00,targets,2,,,,,
player,201512210nor,det,AbduAm00,rec,2,,,,,
player,201512210nor,det,AbduAm00,rec_yds,12,,,,,
player,201512210nor,det,AbduAm00,rec_td,0,,,,,
player,201512210nor,det,AbduAm00,rec_long,7,,,,,
player,201512210nor,det,AbduAm00,fumbles,1,,,,,
player,201512210nor,det,AbduAm00,fumbles_lost,1,,,,,
player,201512210nor,det,BellJo01,pass_cmp,0,,,,,
player,201512210nor,det,BellJo01,pass_att,0,,,,,
player,201512210nor,det,BellJo01,pass_yds,0,,,,,
player,201512210nor,det,BellJo01,pass_td,0,,,,,
player,201512210nor,det,BellJo01,pass_int,0,,,,,
player,201512210nor,det,BellJo01,pass_sacked,0,,,,,
player,201512210nor,det,BellJo01,pass_sacked_yds,0,,,,,
player,201512210nor,det,BellJo01,pass_long,0,,,,,
player,201512210nor,det,BellJo01,pass_rating,,,,,,
player,201512210nor,det,BellJo01,rush_att,8,,,,,
player,201512210nor,det,BellJo01,rush_yds,71,,,,,
player,201512210nor,det,BellJo01,rush_td,1,,,,,
player,201512210nor,det,BellJo01,rush_long,36,,,,,
player,201512210nor,det,BellJo01,targets,3,,,,,
player,201512210nor,det,BellJo01,rec,2,,,,,
player,201512210nor,det,BellJo01,rec_yds,30,,,,,
player,201512210nor,det,BellJo01,rec_td,0,,,,,
player,201512210nor,det,BellJo01,rec_long,23,,,,,
player,201512210nor,det,BellJo01,fumbles,1,,,,,
player,201512210nor,det,BellJo01,fumbles_lost,0,,,,,
player,201512210nor,det,RiddTh00,pass_cmp,0,,,,,
player,201512210nor,det,RiddTh00,pass_att,0,,,,,
player,201512210nor,det,RiddTh00,pass_yds,0,,,,,
player,201512210nor,det,RiddTh00,pass_td,0,,,,,
player,201512210nor,det,RiddTh00,pass_int,0,,,,,
player,201512210nor,det,RiddTh00,pass_sacked,0,,,,,
player,201512210nor,det,RiddTh00,pass_sacked_yds,0,,,,,
player,201512210nor,det,RiddTh00,pass_long,0,,,,,
player,201512210nor,det,RiddTh00,pass_rating,,,,,,
player,201512210nor,det,RiddTh00,rush_att,2,,,,,
player,201512210nor,det,RiddTh00,rush_yds,3,,,,,
player,201512210nor,det,RiddTh00,rush_td,0,,,,,
player,201512210nor,det,RiddTh00,rush_long,3,,,,,
player,201512210nor,det,RiddTh00,targets,2,,,,,
player,201512210nor,det,RiddTh00,rec,2,,,,,
player,201512210nor,det,RiddTh00,rec_yds,27,,,,,
player,201512210nor,det,RiddTh00,rec_td,0,,,,,
player,201512210nor,det,RiddTh00,rec_long,21,,,,,
player,201512210nor,det,RiddTh00,fumbles,0,,,,,
player,201512210nor,det,RiddTh00,fumbles_lost,0,,,,,
player,201512210nor,det,EbroEr00,pass_cmp,0,,,,,
player,201512210nor,det,EbroEr00,pass_att,0,,,,,
player,201512210nor,det,EbroEr00,pass_yds,0,,,,,
player,201512210nor,det,EbroEr00,pass_td,0,,,,,
player,201512210nor,det,EbroEr00,pass_int,0,,,,,
player,201512210nor,det,EbroEr00,pass_sacked,0,,,,,
player,201512210nor,det,EbroEr00,pass_sacked_yds,0,,,,,
player,201512210nor,det,EbroEr00,pass_long,0,,,,,
player,201512210nor,det,EbroEr00,pass_rating,,,,,,
player,201512210nor,det,EbroEr00,rush_att,0,,,,,
player,201512210nor,det,EbroEr00,rush_yds,0,,,,,
player,201512210nor,det,EbroEr00,rush_td,0,,,,,
player,201512210nor,det,EbroEr00,rush_long,0,,,,,
player,201512210nor,det,EbroEr00,targets,5,,,,,
player,201512210nor,det,EbroEr00,rec,4,,,,,
player,201512210nor,det,EbroEr00,rec_yds,79,,,,,
player,201512210nor,det,EbroEr00,rec_td,0,,,,,
player,201512210nor,det,EbroEr00,rec_long,45,,,,,
player,201512210nor,det,EbroEr00,fumbles,0,,,,,
player,201512210nor,det,EbroEr00,fumbles_lost,0,,,,,
player,201512210nor,det,TateGo00,pass_cmp,0,,,,,
player,201512210nor,det,TateGo00,pass_att,0,,,,,
player,201512210nor,det,TateGo00,pass_yds,0,,,,,
player,201512210nor,det,TateGo00,pass_td,0,,,,,
player,201512210nor,det,TateGo00,pass_int,0,,,,,
player,201512210nor,det,TateGo00,pass_sacked,0,,,,,
player,201512210nor,det,TateGo00,pass_sacked_yds,0,,,,,
player,201512210nor,det,TateGo00,pass_long,0,,,,,
player,201512210nor,det,TateGo00,pass_rating,,,,,,
player,201512210nor,det,TateGo00,rush_att,0,,,,,
player,201512210nor,det,TateGo00,rush_yds,0,,,,,
player,201512210nor,det,TateGo00,rush_td,0,,,,,
player,201512210nor,det,TateGo00,rush_long,0,,,,,
player,201512210nor,det,TateGo00,targets,6,,,,,
player,201512210nor,det,TateGo00,rec,6,,,,,
player,201512210nor,det,TateGo00,rec_yds,45,,,,,
player,201512210nor,det,TateGo00,rec_td,2,,,,,
player,201512210nor,det,TateGo00,rec_long,12,,,,,
player,201512210nor,det,TateGo00,fumbles,0,,,,,
player,201512210nor,det,TateGo00,fumbles_lost,0,,,,,
player,201512210nor,det,JoneT.00,pass_cmp,0,,,,,
player,201512210nor,det,JoneT.00,pass_att,0,,,,,
player,201512210nor,det,JoneT.00,pass_yds,0,,,,,
player,201512210nor,det,JoneT.00,pass_td,0,,,,,
player,201512210nor,det,JoneT.00,pass_int,0,,,,,
player,201512210nor,det,JoneT.00,pass_sacked,0,,,,,
player,201512210nor,det,JoneT.00,pass_sacked_yds,0,,,,,
player,201512210nor,det,JoneT.00,pass_long,0,,,,,
player,201512210nor,det,JoneT.00,pass_rating,,,,,,
player,201512210nor,det,JoneT.00,rush_att,0,,,,,
player,201512210nor,det,JoneT.00,rush_yds,0,,,,,
player,201512210nor,det,JoneT.00,rush_td,0,,,,,
player,201512210nor,det,JoneT.00,rush_long,0,,,,,
player,201512210nor,det,JoneT.00,targets,2,,,,,
player,201512210nor,det,JoneT.00,rec,2,,,,,
player,201512210nor,det,JoneT.00,rec_yds,22,,,,,
player,201512210nor,det,JoneT.00,rec_td,0,,,,,
player,201512210nor,det,JoneT.00,rec_long,20,,,,,
player,201512210nor,det,JoneT.00,fumbles,0,,,,,
player,201512210nor,det,JoneT.00,fumbles_lost,0,,,,,
player,201512210nor,det,JohnCa00,pass_cmp,0,,,,,
player,201512210nor,det,JohnCa00,pass_att,0,,,,,
player,201512210nor,det,JohnCa00,pass_yds,0,,,,,
player,201512210nor,det,JohnCa00,pass_td,0,,,,,
player,201512210nor,det,JohnCa00,pass_int,0,,,,,
player,201512210nor,det,JohnCa00,pass_sacked,0,,,,,
player,201512210nor,det,JohnCa00,pass_sacked_yds,0,,,,,
player,201512210nor,det,JohnCa00,pass_long,0,,,,,
player,201512210nor,det,JohnCa00,pass_rating,,,,,,
player,201512210nor,det,JohnCa00,rush_att,0,,,,,
player,201512210nor,det,JohnCa00,rush_yds,0,,,,,
player,201512210nor,det,JohnCa00,rush_td,0,,,,,
player,201512210nor,det,JohnCa00,rush_long,0,,,,,
player,201512210nor,det,JohnCa00,targets,1,,,,,
player,201512210nor,det,JohnCa00,rec,1,,,,,
player,201512210nor,det,JohnCa00,rec_yds,19,,,,,
player,201512210nor,det,JohnCa00,rec_td,0,,,,,
player,201512210nor,det,JohnCa00,rec_long,19,,,,,
player,201512210nor,det,JohnCa00,fumbles,0,,,,,
player,201512210nor,det,JohnCa00,fumbles_lost,0,,,,,
player,201512210nor,det,BurtMi00,pass_cmp,0,,,,,
player,201512210nor,det,BurtMi00,pass_att,0,,,,,
player,201512210nor,det,BurtMi00,pass_yds,0,,,,,
player,201512210nor,det,BurtMi00,pass_td,0,,,,,
player,201512210nor,det,BurtMi00,pass_int,0,,,,,
player,201512210nor,det,BurtMi00,pass_sacked,0,,,,,
player,201512210nor,det,BurtMi00,pass_sacked_yds,0,,,,,
player,201512210nor,det,BurtMi00,pass_long,0,,,,,
player,201512210nor,det,BurtMi00,pass_rating,,,,,,
player,201512210nor,det,BurtMi00,rush_att,0,,,,,
player,201512210nor,det,BurtMi00,rush_yds,0,,,,,
player,201512210nor,det,BurtMi00,rush_td,0,,,,,
player,201512210nor,det,BurtMi00,rush_long,0,,,,,
player,201512210nor,det,BurtMi00,targets,2,,,,,
player,201512210nor,det,BurtMi00,rec,2,,,,,
player,201512210nor,det,BurtMi00,rec_yds,10,,,,,
player,201512210nor,det,BurtMi00,rec_td,1,,,,,
player,201512210nor,det,BurtMi00,rec_long,6,,,,,
player,201512210nor,det,BurtMi00,fumbles,0,,,,,
player,201512210nor,det,BurtMi00,fumbles_lost,0,,,,,
player,201512210nor,det,MoorLa00,pass_cmp,0,,,,,
player,201512210nor,det,MoorLa00,pass_att,0,,,,,
player,201512210nor,det,MoorLa00,pass_yds,0,,,,,
player,201512210nor,det,MoorLa00,pass_td,0,,,,,
player,201512210nor,det,MoorLa00,pass_int,0,,,,,
player,201512210nor,det,MoorLa00,pass_sacked,0,,,,,
player,201512210nor,det,MoorLa00,pass_sacked_yds,0,,,,,
player,201512210nor,det,MoorLa00,pass_long,0,,,,,
player,201512210nor,det,MoorLa00,pass_rating,,,,,,
player,201512210nor,det,MoorLa00,rush_att,0,,,,,
player,201512210nor,det,MoorLa00,rush_yds,0,,,,,
player,201512210nor,det,MoorLa00,rush_td,0,,,,,
player,201512210nor,det,MoorLa00,rush_long,0,,,,,
player,201512210nor,det,MoorLa00,targets,1,,,,,
player,201512210nor,det,MoorLa00,rec,1,,,,,
player,201512210nor,det,MoorLa00,rec_yds,10,,,,,
player,201512210nor,det,MoorLa00,rec_td,0,,,,,
player,201512210nor,det,MoorLa00,rec_long,10,,,,,
player,201512210nor,det,MoorLa00,fumbles,0,,,,,
player,201512210nor,det,MoorLa00,fumbles_lost,0,,,,,
player,201512210nor,det,WrigTi01,pass_cmp,0,,,,,
player,201512210nor,det,WrigTi01,pass_att,0,,,,,
player,201512210nor,det,WrigTi01,pass_yds,0,,,,,
player,201512210nor,det,WrigTi01,pass_td,0,,,,,
player,201512210nor,det,WrigTi01,pass_int,0,,,,,
player,201512210nor,det,WrigTi01,pass_sacked,0,,,,,
player,201512210nor,det,WrigTi01,pass_sacked_yds,0,,,,,
player,201512210nor,det,WrigTi01,pass_long,0,,,,,
player,201512210nor,det,WrigTi01,pass_rating,,,,,,
player,201512210nor,det,WrigTi01,rush_att,0,,,,,
player,201512210nor,det,WrigTi01,rush_yds,0,,,,,
player,201512210nor,det,WrigTi01,rush_td,0,,,,,
player,201512210nor,det,WrigTi01,rush_long,0,,,,,
player,201512210nor,det,WrigTi01,targets,1,,,,,
player,201512210nor,det,WrigTi01,rec,0,,,,,
player,201512210nor,det,WrigTi01,rec_yds,0,,,,,
player,201512210nor,det,WrigTi01,rec_td,0,,,,,
player,201512210nor,det,WrigTi01,rec_long,0,,,,,
player,201512210nor,det,WrigTi01,fumbles,0,,,,,
player,201512210nor,det,WrigTi01,fumbles_lost,0,,,,,
player,201512210nor,nor,BreeDr00,pass_cmp,34,,,,,
player,201512210nor,nor,BreeDr00,pass_att,52,,,,,
player,201512210nor,nor,BreeDr00,pass_yds,341,,,,,
player,201512210nor,nor,BreeDr00,pass_td,3,,,,,
player,201512210nor,nor,BreeDr00,pass_int,0,,,,,
player,201512210nor,nor,BreeDr00,pass_sacked,1,,,,,
player,201512210nor,nor,BreeDr00,pass_sacked_yds,11,,,,,
player,201512210nor,nor,BreeDr00,pass_long,28,,,,,
player,201512210nor,nor,BreeDr00,pass_rating,103.1,,,,,
player,201512210nor,nor,BreeDr00,rush_att,1,,,,,
player,201512210nor,nor,BreeDr00,rush_yds,11,,,,,
player,201512210nor,nor,BreeDr00,rush_td,0,,,,,
player,201512210nor,nor,BreeDr00,rush_long,11,,,,,
player,201512210nor,nor,BreeDr00,targets,0,,,,,
player,201512210nor,nor,BreeDr00,rec,0,,,,,
player,201512210nor,nor,BreeDr00,rec_yds,0,,,,,
player,201512210nor,nor,BreeDr00,rec_td,0,,,,,
player,201512210nor,nor,BreeDr00,rec_long,0,,,,,
player,201512210nor,nor,BreeDr00,fumbles,0,,,,,
player,201512210nor,nor,BreeDr00,fumbles_lost,0,,,,,
player,201512210nor,nor,HighTi00,pass_cmp,0,,,,,
player,201512210nor,nor,HighTi00,pass_att,0,,,,,
player,201512210nor,nor,HighTi00,pass_yds,0,,,,,
player,201512210nor,nor,HighTi00,pass_td,0,,,,,
player,201512210nor,nor,HighTi00,pass_int,0,,,,,
player,201512210nor,nor,HighTi00,pass_sacked,0,,,,,
player,201512210nor,nor,HighTi00,pass_sacked_yds,0,,,,,
player,201512210nor,nor,HighTi00,pass_long,0,,,,,
player,201512210nor,nor,HighTi00,pass_rating,,,,,,
player,201512210nor,nor,HighTi00,rush_att,13,,,,,
player,201512210nor,nor,HighTi00,rush_yds,54,,,,,
player,201512210nor,nor,HighTi00,rush_td,0,,,,,
player,201512210nor,nor,HighTi00,rush_long,17,,,,,
player,201512210nor,nor,HighTi00,targets,4,,,,,
player,201512210nor,nor,HighTi00,rec,3,,,,,
player,201512210nor,nor,HighTi00,rec_yds,31,,,,,
player,201512210nor,nor,HighTi00,rec_td,0,,,,,
player,201512210nor,nor,HighTi00,rec_long,18,,,,,
player,201512210nor,nor,HighTi00,fumbles,0,,,,,
player,201512210nor,nor,HighTi00,fumbles_lost,0,,,,,
player,201512210nor,nor,SpilC.00,pass_cmp,0,,,,,
player,201512210nor,nor,SpilC.00,pass_att,0,,,,,
player,201512210nor,nor,SpilC.00,pass_yds,0,,,,,
player,201512210nor,nor,SpilC.00,pass_td,0,,,,,
player,201512210nor,nor,SpilC.00,pass_int,0,,,,,
player,201512210nor,nor,SpilC.00,pass_sacked,0,,,,,
player,201512210nor,nor,SpilC.00,pass_sacked_yds,0,,,,,
player,201512210nor,nor,SpilC.00,pass_long,0,,,,,
player,201512210nor,nor,SpilC.00,pass_rating,,,,,,
player,201512210nor,nor,SpilC.00,rush_att,2,,,,,
player,201512210nor,nor,SpilC.00,rush_yds,2,,,,,
player,201512210nor,nor,SpilC.00,rush_td,0,,,,,
player,201512210nor,nor,SpilC.00,rush_long,2,,,,,
player,201512210nor,nor,SpilC.00,targets,5,,,,,
player,201512210nor,nor,SpilC.00,rec,2,,,,,
player,201512210nor,nor,SpilC.00,rec_yds,16,,,,,
player,201512210nor,nor,SpilC.00,rec_td,0,,,,,
player,201512210nor,nor,SpilC.00,rec_long,14,,,,,
player,201512210nor,nor,SpilC.00,fumbles,0,,,,,
player,201512210nor,nor,SpilC.00,fumbles_lost,0,,,,,
player,201512210nor,nor,HuntKe00,pass_cmp,0,,,,,
player,201512210nor,nor,HuntKe00,pass_att,0,,,,,
player,201512210nor,nor,HuntKe00,pass_yds,0,,,,,
player,201512210nor,nor,HuntKe00,pass_td,0,,,,,
player,201512210nor,nor,HuntKe00,pass_int,0,,,,,
player,201512210nor,nor,HuntKe00,pass_sacked,0,,,,,
player,201512210nor,nor,HuntKe00,pass_sacked_yds,0,,,,,
player,201512210nor,nor,HuntKe00,pass_long,0,,,,,
player,201512210nor,nor,HuntKe00,pass_rating,,,,,,
player,201512210nor,nor,HuntKe00,rush_att,1,,,,,
player,201512210nor,nor,HuntKe00,rush_yds,2,,,,,
player,201512210nor,nor,HuntKe00,rush_td,0,,,,,
player,201512210nor,nor,HuntKe00,rush_long,2,,,,,
player,201512210nor,nor,HuntKe00,targets,0,,,,,
player,201512210nor,nor,HuntKe00,rec,0,,,,,
player,201512210nor,nor,HuntKe00,rec_yds,0,,,,,
player,201512210nor,nor,HuntKe00,rec_td,0,,,,,
player,201512210nor,nor,HuntKe00,rec_long,0,,,,,
player,201512210nor,nor,HuntKe00,fumbles,0,,,,,
player,201512210nor,nor,HuntKe00,fumbles_lost,0,,,,,
player,201512210nor,nor,CookBr00,pass_cmp,0,,,,,
player,201512210nor,nor,CookBr00,pass_att,0,,,,,
player,201512210nor,nor,CookBr00,pass_yds,0,,,,,
player,201512210nor,nor,CookBr00,pass_td,0,,,,,
player,201512210nor,nor,CookBr00,pass_int,0,,,,,
player,201512210nor,nor,CookBr00,pass_sacked,0,,,,,
player,201512210nor,nor,CookBr00,pass_sacked_yds,0,,,,,
player,201512210nor,nor,CookBr00,pass_long,0,,,,,
player,201512210nor,nor,CookBr00,pass_rating,,,,,,
player,201512210nor,nor,CookBr00,rush_att,0,,,,,
player,201512210nor,nor,CookBr00,rush_yds,0,,,,,
player,201512210nor,nor,CookBr00,rush_td,0,,,,,
player,201512210nor,nor,CookBr00,rush_long,0,,,,,
player,201512210nor,nor,CookBr00,targets,13,,,,,
player,201512210nor,nor,CookBr00,rec,10,,,,,
player,201512210nor,nor,CookBr00,rec_yds,124,,,,,
player,201512210nor,nor,CookBr00,rec_td,1,,,,,
player,201512210nor,nor,CookBr00,rec_long,28,,,,,
player,201512210nor,nor,CookBr00,fumbles,0,,,,,
player,201512210nor,nor,CookBr00,fumbles_lost,0,,,,,
player,201512210nor,nor,SneaWi00,pass_cmp,0,,,,,
player,201512210nor,nor,SneaWi00,pass_att,0,,,,,
player,201512210nor,nor,SneaWi00,pass_yds,0,,,,,
player,201512210nor,nor,SneaWi00,pass_td,0,,,,,
player,201512210nor,nor,SneaWi00,pass_int,0,,,,,
player,201512210nor,nor,SneaWi00,pass_sacked,0,,,,,
player,201512210nor,nor,SneaWi00,pass_sacked_yds,0,,,,,
player,201512210nor,nor,SneaWi00,pass_long,0,,,,,
player,201512210nor,nor,SneaWi00,pass_rating,,,,,,
player,201512210nor,nor,SneaWi00,rush_att,0,,,,,
player,201512210nor,nor,SneaWi00,rush_yds,0,,,,,
player,201512210nor,nor,SneaWi00,rush_td,0,,,,,
player,201512210nor,nor,SneaWi00,rush_long,0,,,,,
player,201512210nor,nor,SneaWi00,targets,12,,,,,
player,201512210nor,nor,SneaWi00,rec,10,,,,,
player,201512210nor,nor,SneaWi00,rec_yds,76,,,,,
player,201512210nor,nor,SneaWi00,rec_td,0,,,,,
player,201512210nor,nor,SneaWi00,rec_long,15,,,,,
player,201512210nor,nor,SneaWi00,fumbles,1,,,,,
player,201512210nor,nor,SneaWi00,fumbles_lost,0,,,,,
player,201512210nor,nor,WatsBe00,pass_cmp,0,,,,,
player,201512210nor,nor,WatsBe00,pass_att,0,,,,,
player,201512210nor,nor,WatsBe00,pass_yds,0,,,,,
player,201512210nor,nor,WatsBe00,pass_td,0,,,,,
player,201512210nor,nor,WatsBe00,pass_int,0,,,,,
player,201512210nor,nor,WatsBe00,pass_sacked,0,,,,,
player,201512210nor,nor,WatsBe00,pass_sacked_yds,0,,,,,
player,201512210nor,nor,WatsBe00,pass_long,0,,,,,
player,201512210nor,nor,WatsBe00,pass_rating,,,,,,
player,201512210nor,nor,WatsBe00,rush_att,0,,,,,
player,201512210nor,nor,WatsBe00,rush_yds,0,,,,,
player,201512210nor,nor,WatsBe00,rush_td,0,,,,,
player,201512210nor,nor,WatsBe00,rush_long,0,,,,,
player,201512210nor,nor,WatsBe00,targets,12,,,,,
player,201512210nor,nor,WatsBe00,rec,6,,,,,
player,201512210nor,nor,WatsBe00,rec_yds,49,,,,,
player,201512210nor,nor,WatsBe00,rec_td,1,,,,,
player,201512210nor,nor,WatsBe00,rec_long,11,,,,,
player,201512210nor,nor,WatsBe00,fumbles,0,,,,,
player,201512210nor,nor,WatsBe00,fumbles_lost,0,,,,,
player,201512210nor,nor,ColsMa00,pass_cmp,0,,,,,
player,201512210nor,nor,ColsMa00,pass_att,0,,,,,
player,201512210nor,nor,ColsMa00,pass_yds,0,,,,,
player,201512210nor,nor,ColsMa00,pass_td,0,,,,,
player,201512210nor,nor,ColsMa00,pass_int,0,,,,,
player,201512210nor,nor,ColsMa00,pass_sacked,0,,,,,
player,201512210nor,nor,ColsMa00,pass_sacked_yds,0,,,,,
player,201512210nor,nor,ColsMa00,pass_long,0,,,,,
player,201512210nor,nor,ColsMa00,pass_rating,,,,,,
player,201512210nor,nor,ColsMa00,rush_att,0,,,,,
player,201512210nor,nor,ColsMa00,rush_yds,0,,,,,
player,201512210nor,nor,ColsMa00,rush_td,0,,,,,
player,201512210nor,nor,ColsMa00,rush_long,0,,,,,
player,201512210nor,nor,ColsMa00,targets,4,,,,,
player,201512210nor,nor,ColsMa00,rec,2,,,,,
player,201512210nor,nor,ColsMa00,rec_yds,39,,,,,
player,201512210nor,nor,ColsMa00,rec_td,1,,,,,
player,201512210nor,nor,ColsMa00,rec_long,28,,,,,
player,201512210nor,nor,ColsMa00,fumbles,0,,,,,
player,201512210nor,nor,ColsMa00,fumbles_lost,0,,,,,
player,201512210nor,nor,JohnAu00,pass_cmp,0,,,,,
player,201512210nor,nor,JohnAu00,pass_att,0,,,,,
player,201512210nor,nor,JohnAu00,pass_yds,0,,,,,
player,201512210nor,nor,JohnAu00,pass_td,0,,,,,
player,201512210nor,nor,JohnAu00,pass_int,0,,,,,
player,201512210nor,nor,JohnAu00,pass_sacked,0,,,,,
player,201512210nor,nor,JohnAu00,pass_sacked_yds,0,,,,,
player,201512210nor,nor,JohnAu00,pass_long,0,,,,,
player,201512210nor,nor,JohnAu00,pass_rating,,,,,,
player,201512210nor,nor,JohnAu00,rush_att,0,,,,,
player,201512210nor,nor,JohnAu00,rush_yds,0,,,,,
player,201512210nor,nor,JohnAu00,rush_td,0,,,,,
player,201512210nor,nor,JohnAu00,rush_long,0,,,,,
player,201512210nor,nor,JohnAu00,targets,1,,,,,
player,201512210nor,nor,JohnAu00,rec,1,,,,,
player,201512210nor,nor,JohnAu00,rec_yds,6,,,,,
player,201512210nor,nor,JohnAu00,rec_td,0,,,,,
player,201512210nor,nor,JohnAu00,rec_long,6,,,,,
player,201512210nor,nor,JohnAu00,fumbles,0,,,,,
player,201512210nor,nor,JohnAu00,fumbles_lost,0,,,,,
player,201512210nor,nor,ColeBr00,pass_cmp,0,,,,,
player,201512210nor,nor,ColeBr00,pass_att,0,,,,,
player,201512210nor,nor,ColeBr00,pass_yds,0,,,,,
player,201512210nor,nor,ColeBr00,pass_td,0,,,,,
player,201512210nor,nor,ColeBr00,pass_int,0,,,,,
player,201512210nor,nor,ColeBr00,pass_sacked,0,,,,,
player,201512210nor,nor,ColeBr00,pass_sacked_yds,0,,,,,
player,201512210nor,nor,ColeBr00,pass_long,0,,,,,
player,201512210nor,nor,ColeBr00,pass_rating,,,,,,
player,201512210nor,nor,ColeBr00,rush_att,0,,,,,
player,201512210nor,nor,ColeBr00,rush_yds,0,,,,,
player,201512210nor,nor,ColeBr00,rush_td,0,,,,,
player,201512210nor,nor,ColeBr00,rush_long,0,,,,,
player,201512210nor,nor,ColeBr00,targets,1,,,,,
player,201512210nor,nor,ColeBr00,rec,0,,,,,
player,201512210nor,nor,ColeBr00,rec_yds,0,,,,,
player,201512210nor,nor,ColeBr00,rec_td,0,,,,,
player,201512210nor,nor,ColeBr00,rec_long,0,,,,,
player,201512210nor,nor,ColeBr00,fumbles,0,,,,,
player,201512210nor,nor,ColeBr00,fumbles_lost,0,,,,,
player,201512210nor,nor,HoomMi00,pass_cmp,0,,,,,
player,201512210nor,nor,HoomMi00,pass_att,0,,,,,
player,201512210nor,nor,HoomMi00,pass_yds,0,,,,,
player,201512210nor,nor,HoomMi00,pass_td,0,,,,,
player,201512210nor,nor,HoomMi00,pass_int,0,,,,,
player,201512210nor,nor,HoomMi00,pass_sacked,0,,,,,
player,201512210nor,nor,HoomMi00,pass_sacked_yds,0,,,,,
player,201512210nor,nor,HoomMi00,pass_long,0,,,,,
player,201512210nor,nor,HoomMi00,pass_rating,,,,,,
player,201512210nor,nor,HoomMi00,rush_att,1,,,,,
player,201512210nor,nor,HoomMi00,rush_yds,0,,,,,
player,201512210nor,nor,HoomMi00,rush_td,0,,,,,
player,201512210nor,nor,HoomMi00,rush_long,0,,,,,
player,201512210nor,nor,HoomMi00,targets,0,,,,,
player,201512210nor,nor,HoomMi00,rec,0,,,,,
player,201512210nor,nor,HoomMi00,rec_yds,0,,,,,
player,201512210nor,nor,HoomMi00,rec_td,0,,,,,
player,201512210nor,nor,HoomMi00,rec_long,0,,,,,
player,201512210nor,nor,HoomMi00,fumbles,0,,,,,
player,201512210nor,nor,HoomMi00,fumbles_lost,0,,,,,
player,201512210nor,det,JoneJa99,def_int,0,,,,,
player,201512210nor,det,JoneJa99,def_int_yds,0,,,,,
