game,2015,3,20150924,201509240nyg,was,"Washington Redskins",21,nyg,"New York Giants",32
team,201509240nyg,was,First Downs,22,,,,,,
team,201509240nyg,nyg,First Downs,19,,,,,,
team,201509240nyg,was,Rush-Yds-TDs,20-88-0,,,,,,
team,201509240nyg,nyg,Rush-Yds-TDs,31-84-1,,,,,,
team,201509240nyg,was,Cmp-Att-Yd-TD-INT,30-49-316-1-2,,,,,,
team,201509240nyg,nyg,Cmp-Att-Yd-TD-INT,23-32-279-2-0,,,,,,
team,201509240nyg,was,Sacked-Yards,1-11,,,,,,
team,201509240nyg,nyg,Sacked-Yards,0-0,,,,,,
team,201509240nyg,was,Net Pass Yards,305,,,,,,
team,201509240nyg,nyg,Net Pass Yards,279,,,,,,
team,201509240nyg,was,Total Yards,393,,,,,,
team,201509240nyg,nyg,Total Yards,363,,,,,,
team,201509240nyg,was,Fumbles-Lost,2-1,,,,,,
team,201509240nyg,nyg,Fumbles-Lost,1-0,,,,,,
team,201509240nyg,was,Turnovers,3,,,,,,
team,201509240nyg,nyg,Turnovers,0,,,,,,
team,201509240nyg,was,Penalties-Yards,7-58,,,,,,
team,201509240nyg,nyg,Penalties-Yards,8-67,,,,,,
team,201509240nyg,was,Third Down Conv.,6-15,,,,,,
team,201509240nyg,nyg,Third Down Conv.,4-12,,,,,,
team,201509240nyg,was,Fourth Down Conv.,2-3,,,,,,
team,201509240nyg,nyg,Fourth Down Conv.,1-1,,,,,,
team,201509240nyg,was,Time of Possession,28:30,,,,,,
team,201509240nyg,nyg,Time of Possession,31:30,,,,,,
player,201509240nyg,was,CousKi00,pass_cmp,30,,,,,
player,201509240nyg,was,CousKi00,pass_att,49,,,,,
player,201509240nyg,was,CousKi00,pass_yds,316,,,,,
player,201509240nyg,was,CousKi00,pass_td,1,,,,,
player,201509240nyg,was,CousKi00,pass_int,2,,,,,
player,201509240nyg,was,CousKi00,pass_sacked,1,,,,,
player,201509240nyg,was,CousKi00,pass_sacked_yds,11,,,,,
player,201509240nyg,was,CousKi00,pass_long,26,,,,,
player,201509240nyg,was,CousKi00,pass_rating,69.8,,,,,
player,201509240nyg,was,CousKi00,rush_att,0,,,,,
player,201509240nyg,was,CousKi00,rush_yds,0,,,,,
player,201509240nyg,was,CousKi00,rush_td,0,,,,,
player,201509240nyg,was,CousKi00,rush_long,0,,,,,
player,201509240nyg,was,CousKi00,targets,0,,,,,
player,201509240nyg,was,CousKi00,rec,0,,,,,
player,201509240nyg,was,CousKi00,rec_yds,0,,,,,
player,201509240nyg,was,CousKi00,rec_td,0,,,,,
player,201509240nyg,was,CousKi00,rec_long,0,,,,,
player,201509240nyg,was,CousKi00,fumbles,0,,,,,
player,201509240nyg,was,CousKi00,fumbles_lost,0,,,,,
player,201509240nyg,was,JoneMa04,pass_cmp,0,,,,,
player,201509240nyg,was,JoneMa04,pass_att,0,,,,,
player,201509240nyg,was,JoneMa04,pass_yds,0,,,,,
player,201509240nyg,was,JoneMa04,pass_td,0,,,,,
player,201509240nyg,was,JoneMa04,pass_int,0,,,,,
player,201509240nyg,was,JoneMa04,pass_sacked,0,,,,,
player,201509240nyg,was,JoneMa04,pass_sacked_yds,0,,,,,
player,201509240nyg,was,JoneMa04,pass_long,0,,,,,
player,201509240nyg,was,JoneMa04,pass_rating,,,,,,
player,201509240nyg,was,JoneMa04,rush_att,11,,,,,
player,201509240nyg,was,JoneMa04,rush_yds,38,,,,,
player,201509240nyg,was,JoneMa04,rush_td,0,,,,,
player,201509240nyg,was,JoneMa04,rush_long,10,,,,,
player,201509240nyg,was,JoneMa04,targets,0,,,,,
player,201509240nyg,was,JoneMa04,rec,0,,,,,
player,201509240nyg,was,JoneMa04,rec_yds,0,,,,,
player,201509240nyg,was,JoneMa04,rec_td,0,,,,,
player,201509240nyg,was,JoneMa04,rec_long,0,,,,,
player,201509240nyg,was,JoneMa04,fumbles,1,,,,,
player,201509240nyg,was,JoneMa04,fumbles_lost,1,,,,,
player,201509240nyg,was,ThomCh03,pass_cmp,0,,,,,
player,201509240nyg,was,ThomCh03,pass_att,0,,,,,
player,201509240nyg,was,ThomCh03,pass_yds,0,,,,,
player,201509240nyg,was,ThomCh03,pass_td,0,,,,,
player,201509240nyg,was,ThomCh03,pass_int,0,,,,,
player,201509240nyg,was,ThomCh03,pass_sacked,0,,,,,
player,201509240nyg,was,ThomCh03,pass_sacked_yds,0,,,,,
player,201509240nyg,was,ThomCh03,pass_long,0,,,,,
player,201509240nyg,was,ThomCh03,pass_rating,,,,,,
player,201509240nyg,was,ThomCh03,rush_att,2,,,,,
player,201509240nyg,was,ThomCh03,rush_yds,29,,,,,
player,201509240nyg,was,ThomCh03,rush_td,0,,,,,
player,201509240nyg,was,ThomCh03,rush_long,26,,,,,
player,201509240nyg,was,ThomCh03,targets,11,,,,,
player,201509240nyg,was,ThomCh03,rec,8,,,,,
player,201509240nyg,was,ThomCh03,rec_yds,57,,,,,
player,201509240nyg,was,ThomCh03,rec_td,1,,,,,
player,201509240nyg,was,ThomCh03,rec_long,14,,,,,
player,201509240nyg,was,ThomCh03,fumbles,1,,,,,
player,201509240nyg,was,ThomCh03,fumbles_lost,0,,,,,
player,201509240nyg,was,MorrAl00,pass_cmp,0,,,,,
player,201509240nyg,was,MorrAl00,pass_att,0,,,,,
player,201509240nyg,was,MorrAl00,pass_yds,0,,,,,
player,201509240nyg,was,MorrAl00,pass_td,0,,,,,
player,201509240nyg,was,MorrAl00,pass_int,0,,,,,
player,201509240nyg,was,MorrAl00,pass_sacked,0,,,,,
player,201509240nyg,was,MorrAl00,pass_sacked_yds,0,,,,,
player,201509240nyg,was,MorrAl00,pass_long,0,,,,,
player,201509240nyg,was,MorrAl00,pass_rating,,,,,,
player,201509240nyg,was,MorrAl00,rush_att,6,,,,,
player,201509240nyg,was,MorrAl00,rush_yds,19,,,,,
player,201509240nyg,was,MorrAl00,rush_td,0,,,,,
player,201509240nyg,was,MorrAl00,rush_long,7,,,,,
player,201509240nyg,was,MorrAl00,targets,0,,,,,
player,201509240nyg,was,MorrAl00,rec,0,,,,,
player,201509240nyg,was,MorrAl00,rec_yds,0,,,,,
player,201509240nyg,was,MorrAl00,rec_td,0,,,,,
player,201509240nyg,was,MorrAl00,rec_long,0,,,,,
player,201509240nyg,was,MorrAl00,fumbles,0,,,,,
player,201509240nyg,was,MorrAl00,fumbles_lost,0,,,,,
player,201509240nyg,was,YounDa01,pass_cmp,0,,,,,
player,201509240nyg,was,YounDa01,pass_att,0,,,,,
player,201509240nyg,was,YounDa01,pass_yds,0,,,,,
player,201509240nyg,was,YounDa01,pass_td,0,,,,,
player,201509240nyg,was,YounDa01,pass_int,0,,,,,
player,201509240nyg,was,YounDa01,pass_sacked,0,,,,,
player,201509240nyg,was,YounDa01,pass_sacked_yds,0,,,,,
player,201509240nyg,was,YounDa01,pass_long,0,,,,,
player,201509240nyg,was,YounDa01,pass_rating,,,,,,
player,201509240nyg,was,YounDa01,rush_att,1,,,,,
player,201509240nyg,was,YounDa01,rush_yds,2,,,,,
player,201509240nyg,was,YounDa01,rush_td,0,,,,,
player,201509240nyg,was,YounDa01,rush_long,2,,,,,
player,201509240nyg,was,YounDa01,targets,0,,,,,
player,201509240nyg,was,YounDa01,rec,0,,,,,
player,201509240nyg,was,YounDa01,rec_yds,0,,,,,
player,201509240nyg,was,YounDa01,rec_td,0,,,,,
player,201509240nyg,was,YounDa01,rec_long,0,,,,,
player,201509240nyg,was,YounDa01,fumbles,0,,,,,
player,201509240nyg,was,YounDa01,fumbles_lost,0,,,,,
player,201509240nyg,was,ReedJo02,pass_cmp,0,,,,,
player,201509240nyg,was,ReedJo02,pass_att,0,,,,,
player,201509240nyg,was,ReedJo02,pass_yds,0,,,,,
player,201509240nyg,was,ReedJo02,pass_td,0,,,,,
player,201509240nyg,was,ReedJo02,pass_int,0,,,,,
player,201509240nyg,was,ReedJo02,pass_sacked,0,,,,,
player,201509240nyg,was,ReedJo02,pass_sacked_yds,0,,,,,
player,201509240nyg,was,ReedJo02,pass_long,0,,,,,
player,201509240nyg,was,ReedJo02,pass_rating,,,,,,
player,201509240nyg,was,ReedJo02,rush_att,0,,,,,
player,201509240nyg,was,ReedJo02,rush_yds,0,,,,,
player,201509240nyg,was,ReedJo02,rush_td,0,,,,,
player,201509240nyg,was,ReedJo02,rush_long,0,,,,,
player,201509240nyg,was,ReedJo02,targets,9,,,,,
player,201509240nyg,was,ReedJo02,rec,6,,,,,
player,201509240nyg,was,ReedJo02,rec_yds,96,,,,,
player,201509240nyg,was,ReedJo02,rec_td,0,,,,,
player,201509240nyg,was,ReedJo02,rec_long,26,,,,,
player,201509240nyg,was,ReedJo02,fumbles,0,,,,,
player,201509240nyg,was,ReedJo02,fumbles_lost,0,,,,,
player,201509240nyg,was,GarcPi00,pass_cmp,0,,,,,
player,201509240nyg,was,GarcPi00,pass_att,0,,,,,
player,201509240nyg,was,GarcPi00,pass_yds,0,,,,,
player,201509240nyg,was,GarcPi00,pass_td,0,,,,,
player,201509240nyg,was,GarcPi00,pass_int,0,,,,,
player,201509240nyg,was,GarcPi00,pass_sacked,0,,,,,
player,201509240nyg,was,GarcPi00,pass_sacked_yds,0,,,,,
player,201509240nyg,was,GarcPi00,pass_long,0,,,,,
player,201509240nyg,was,GarcPi00,pass_rating,,,,,,
player,201509240nyg,was,GarcPi00,rush_att,0,,,,,
player,201509240nyg,was,GarcPi00,rush_yds,0,,,,,
player,201509240nyg,was,GarcPi00,rush_td,0,,,,,
player,201509240nyg,was,GarcPi00,rush_long,0,,,,,
player,201509240nyg,was,GarcPi00,targets,12,,,,,
player,201509240nyg,was,GarcPi00,rec,5,,,,,
player,201509240nyg,was,GarcPi00,rec_yds,64,,,,,
player,201509240nyg,was,GarcPi00,rec_td,0,,,,,
player,201509240nyg,was,GarcPi00,rec_long,19,,,,,
player,201509240nyg,was,GarcPi00,fumbles,0,,,,,
player,201509240nyg,was,GarcPi00,fumbles_lost,0,,,,,
player,201509240nyg,was,CrowJa00,pass_cmp,0,,,,,
player,201509240nyg,was,CrowJa00,pass_att,0,,,,,
player,201509240nyg,was,CrowJa00,pass_yds,0,,,,,
player,201509240nyg,was,CrowJa00,pass_td,0,,,,,
player,201509240nyg,was,CrowJa00,pass_int,0,,,,,
player,201509240nyg,was,CrowJa00,pass_sacked,0,,,,,
player,201509240nyg,was,CrowJa00,pass_sacked_yds,0,,,,,
player,201509240nyg,was,CrowJa00,pass_long,0,,,,,
player,201509240nyg,was,CrowJa00,pass_rating,,,,,,
player,201509240nyg,was,CrowJa00,rush_att,0,,,,,
player,201509240nyg,was,CrowJa00,rush_yds,0,,,,,
player,201509240nyg,was,CrowJa00,rush_td,0,,,,,
player,201509240nyg,was,CrowJa00,rush_long,0,,,,,
player,201509240nyg,was,CrowJa00,targets,6,,,,,
player,201509240nyg,was,CrowJa00,rec,6,,,,,
