game,2015,3,20150927,201509270cle,rai,"Oakland Raiders",27,cle,"Cleveland Browns",20
player,201509270cle,cle,HousRo01,rush_long,0,,,,,
player,201509270cle,cle,HousRo01,targets,2,,,,,
player,201509270cle,cle,HousRo01,rec,0,,,,,
player,201509270cle,cle,HousRo01,rec_yds,0,,,,,
player,201509270cle,cle,HousRo01,rec_td,0,,,,,
player,201509270cle,cle,HousRo01,rec_long,0,,,,,
player,201509270cle,cle,HousRo01,fumbles,0,,,,,
player,201509270cle,cle,HousRo01,fumbles_lost,0,,,,,
player,201509270cle,rai,WoodCh00,def_int,1,,,,,
player,201509270cle,rai,WoodCh00,def_int_yds,0,,,,,
player,201509270cle,rai,WoodCh00,def_int_td,0,,,,,
player,201509270cle,rai,WoodCh00,def_int_long,0,,,,,
player,201509270cle,rai,WoodCh00,pass_defended,2,,,,,
player,201509270cle,rai,WoodCh00,sacks,0.0,,,,,
player,201509270cle,rai,WoodCh00,tackles_combined,6,,,,,
player,201509270cle,rai,WoodCh00,tackles_solo,4,,,,,
player,201509270cle,rai,WoodCh00,tackles_assists,2,,,,,
player,201509270cle,rai,WoodCh00,tackles_loss,0,,,,,
player,201509270cle,rai,WoodCh00,qb_hits,0,,,,,
player,201509270cle,rai,WoodCh00,fumbles_rec,0,,,,,
player,201509270cle,rai,WoodCh00,fumbles_rec_yds,0,,,,,
player,201509270cle,rai,WoodCh00,fumbles_rec_td,0,,,,,
player,201509270cle,rai,WoodCh00,fumbles_forced,0,,,,,
player,201509270cle,rai,MackKh00,def_int,0,,,,,
player,201509270cle,rai,MackKh00,def_int_yds,0,,,,,
player,201509270cle,rai,MackKh00,def_int_td,0,,,,,
player,201509270cle,rai,MackKh00,def_int_long,0,,,,,
player,201509270cle,rai,MackKh00,pass_defended,0,,,,,
player,201509270cle,rai,MackKh00,sacks,2.0,,,,,
player,201509270cle,rai,MackKh00,tackles_combined,4,,,,,
player,201509270cle,rai,MackKh00,tackles_solo,3,,,,,
player,201509270cle,rai,MackKh00,tackles_assists,1,,,,,
player,201509270cle,rai,MackKh00,tackles_loss,2,,,,,
player,201509270cle,rai,MackKh00,qb_hits,4,,,,,
player,201509270cle,rai,MackKh00,fumbles_rec,0,,,,,
player,201509270cle,rai,MackKh00,fumbles_rec_yds,0,,,,,
player,201509270cle,rai,MackKh00,fumbles_rec_td,0,,,,,
player,201509270cle,rai,MackKh00,fumbles_forced,1,,,,,
player,201509270cle,rai,SmitMa02,def_int,0,,,,,
player,201509270cle,rai,SmitMa02,def_int_yds,0,,,,,
player,201509270cle,rai,SmitMa02,def_int_td,0,,,,,
player,201509270cle,rai,SmitMa02,def_int_long,0,,,,,
player,201509270cle,rai,SmitMa02,pass_defended,1,,,,,
player,201509270cle,rai,SmitMa02,sacks,1.0,,,,,
player,201509270cle,rai,SmitMa02,tackles_combined,8,,,,,
player,201509270cle,rai,SmitMa02,tackles_solo,7,,,,,
player,201509270cle,rai,SmitMa02,tackles_assists,1,,,,,
player,201509270cle,rai,SmitMa02,tackles_loss,2,,,,,
player,201509270cle,rai,SmitMa02,qb_hits,1,,,,,
player,201509270cle,rai,SmitMa02,fumbles_rec,0,,,,,
player,201509270cle,rai,SmitMa02,fumbles_rec_yds,0,,,,,
player,201509270cle,rai,SmitMa02,fumbles_rec_td,0,,,,,
player,201509270cle,rai,SmitMa02,fumbles_forced,0,,,,,
player,201509270cle,rai,ArmsRa01,def_int,0,,,,,
player,201509270cle,rai,ArmsRa01,def_int_yds,0,,,,,
player,201509270cle,rai,ArmsRa01,def_int_td,0,,,,,
player,201509270cle,rai,ArmsRa01,def_int_long,0,,,,,
player,201509270cle,rai,ArmsRa01,pass_defended,0,,,,,
player,201509270cle,rai,ArmsRa01,sacks,1.0,,,,,
player,201509270cle,rai,ArmsRa01,tackles_combined,1,,,,,
player,201509270cle,rai,ArmsRa01,tackles_solo,1,,,,,
player,201509270cle,rai,ArmsRa01,tackles_assists,0,,,,,
player,201509270cle,rai,ArmsRa01,tackles_loss,1,,,,,
player,201509270cle,rai,ArmsRa01,qb_hits,1,,,,,
player,201509270cle,rai,ArmsRa01,fumbles_rec,0,,,,,
player,201509270cle,rai,ArmsRa01,fumbles_rec_yds,0,,,,,
player,201509270cle,rai,ArmsRa01,fumbles_rec_td,0,,,,,
player,201509270cle,rai,ArmsRa01,fumbles_forced,0,,,,,
player,201509270cle,rai,BallNe00,def_int,0,,,,,
player,201509270cle,rai,BallNe00,def_int_yds,0,,,,,
player,201509270cle,rai,BallNe00,def_int_td,0,,,,,
player,201509270cle,rai,BallNe00,def_int_long,0,,,,,
player,201509270cle,rai,BallNe00,pass_defended,0,,,,,
player,201509270cle,rai,BallNe00,sacks,1.0,,,,,
player,201509270cle,rai,BallNe00,tackles_combined,1,,,,,
player,201509270cle,rai,BallNe00,tackles_solo,1,,,,,
player,201509270cle,rai,BallNe00,tackles_assists,0,,,,,
player,201509270cle,rai,BallNe00,tackles_loss,1,,,,,
player,201509270cle,rai,BallNe00,qb_hits,1,,,,,
player,201509270cle,rai,BallNe00,fumbles_rec,1,,,,,
player,201509270cle,rai,BallNe00,fumbles_rec_yds,0,,,,,
player,201509270cle,rai,BallNe00,fumbles_rec_td,0,,,,,
player,201509270cle,rai,BallNe00,fumbles_forced,0,,,,,
player,201509270cle,rai,LoftCu99,def_int,0,,,,,
player,201509270cle,rai,LoftCu99,def_int_yds,0,,,,,
player,201509270cle,rai,LoftCu99,def_int_td,0,,,,,
player,201509270cle,rai,LoftCu99,def_int_long,0,,,,,
player,201509270cle,rai,LoftCu99,pass_defended,0,,,,,
player,201509270cle,rai,LoftCu99,sacks,0.0,,,,,
player,201509270cle,rai,LoftCu99,tackles_combined,7,,,,,
player,201509270cle,rai,LoftCu99,tackles_solo,5,,,,,
player,201509270cle,rai,LoftCu99,tackles_assists,2,,,,,
player,201509270cle,rai,LoftCu99,tackles_loss,0,,,,,
player,201509270cle,rai,LoftCu99,qb_hits,1,,,,,
player,201509270cle,rai,LoftCu99,fumbles_rec,0,,,,,
player,201509270cle,rai,LoftCu99,fumbles_rec_yds,0,,,,,
player,201509270cle,rai,LoftCu99,fumbles_rec_td,0,,,,,
player,201509270cle,rai,LoftCu99,fumbles_forced,0,,,,,
player,201509270cle,rai,ThorNe00,def_int,0,,,,,
player,201509270cle,rai,ThorNe00,def_int_yds,0,,,,,
player,201509270cle,rai,ThorNe00,def_int_td,0,,,,,
player,201509270cle,rai,ThorNe00,def_int_long,0,,,,,
player,201509270cle,rai,ThorNe00,pass_defended,0,,,,,
player,201509270cle,rai,ThorNe00,sacks,0.0,,,,,
player,201509270cle,rai,ThorNe00,tackles_combined,5,,,,,
player,201509270cle,rai,ThorNe00,tackles_solo,5,,,,,
player,201509270cle,rai,ThorNe00,tackles_assists,0,,,,,
player,201509270cle,rai,ThorNe00,tackles_loss,0,,,,,
player,201509270cle,rai,ThorNe00,qb_hits,0,,,,,
player,201509270cle,rai,ThorNe00,fumbles_rec,0,,,,,
player,201509270cle,rai,ThorNe00,fumbles_rec_yds,0,,,,,
player,201509270cle,rai,ThorNe00,fumbles_rec_td,0,,,,,
player,201509270cle,rai,ThorNe00,fumbles_forced,0,,,,,
player,201509270cle,rai,CarrTr00,def_int,0,,,,,
player,201509270cle,rai,CarrTr00,def_int_yds,0,,,,,
player,201509270cle,rai,CarrTr00,def_int_td,0,,,,,
player,201509270cle,rai,CarrTr00,def_int_long,0,,,,,
player,201509270cle,rai,CarrTr00,pass_defended,2,,,,,
player,201509270cle,rai,CarrTr00,sacks,0.0,,,,,
player,201509270cle,rai,CarrTr00,tackles_combined,4,,,,,
player,201509270cle,rai,CarrTr00,tackles_solo,3,,,,,
player,201509270cle,rai,CarrTr00,tackles_assists,1,,,,,
player,201509270cle,rai,CarrTr00,tackles_loss,0,,,,,
player,201509270cle,rai,CarrTr00,qb_hits,0,,,,,
player,201509270cle,rai,CarrTr00,fumbles_rec,0,,,,,
player,201509270cle,rai,CarrTr00,fumbles_rec_yds,0,,,,,
player,201509270cle,rai,CarrTr00,fumbles_rec_td,0,,,,,
player,201509270cle,rai,CarrTr00,fumbles_forced,0,,,,,
player,201509270cle,rai,HaydDJ00,def_int,0,,,,,
player,201509270cle,rai,HaydDJ00,def_int_yds,0,,,,,
player,201509270cle,rai,HaydDJ00,def_int_td,0,,,,,
player,201509270cle,rai,HaydDJ00,def_int_long,0,,,,,
player,201509270cle,rai,HaydDJ00,pass_defended,1,,,,,
player,201509270cle,rai,HaydDJ00,sacks,0.0,,,,,
player,201509270cle,rai,HaydDJ00,tackles_combined,4,,,,,
player,201509270cle,rai,HaydDJ00,tackles_solo,3,,,,,
player,201509270cle,rai,HaydDJ00,tackles_assists,1,,,,,
player,201509270cle,rai,HaydDJ00,tackles_loss,0,,,,,
player,201509270cle,rai,HaydDJ00,qb_hits,0,,,,,
player,201509270cle,rai,HaydDJ00,fumbles_rec,0,,,,,
player,201509270cle,rai,HaydDJ00,fumbles_rec_yds,0,,,,,
player,201509270cle,rai,HaydDJ00,fumbles_rec_td,0,,,,,
player,201509270cle,rai,HaydDJ00,fumbles_forced,0,,,,,
player,201509270cle,rai,AmerDa00,def_int,0,,,,,
player,201509270cle,rai,AmerDa00,def_int_yds,0,,,,,
player,201509270cle,rai,AmerDa00,def_int_td,0,,,,,
player,201509270cle,rai,AmerDa00,def_int_long,0,,,,,
player,201509270cle,rai,AmerDa00,pass_defended,0,,,,,
player,201509270cle,rai,AmerDa00,sacks,0.0,,,,,
player,201509270cle,rai,AmerDa00,tackles_combined,3,,,,,
player,201509270cle,rai,AmerDa00,tackles_solo,2,,,,,
player,201509270cle,rai,AmerDa00,tackles_assists,1,,,,,
player,201509270cle,rai,AmerDa00,tackles_loss,0,,,,,
player,201509270cle,rai,AmerDa00,qb_hits,0,,,,,
player,201509270cle,rai,AmerDa00,fumbles_rec,0,,,,,
player,201509270cle,rai,AmerDa00,fumbles_rec_yds,0,,,,,
player,201509270cle,rai,AmerDa00,fumbles_rec_td,0,,,,,
player,201509270cle,rai,AmerDa00,fumbles_forced,0,,,,,
player,201509270cle,rai,McGeSt01,def_int,0,,,,,
player,201509270cle,rai,McGeSt01,def_int_yds,0,,,,,
player,201509270cle,rai,McGeSt01,def_int_td,0,,,,,
player,201509270cle,rai,McGeSt01,def_int_long,0,,,,,
player,201509270cle,rai,McGeSt01,pass_defended,0,,,,,
player,201509270cle,rai,McGeSt01,sacks,0.0,,,,,
player,201509270cle,rai,McGeSt01,tackles_combined,3,,,,,
player,201509270cle,rai,McGeSt01,tackles_solo,0,,,,,
player,201509270cle,rai,McGeSt01,tackles_assists,3,,,,,
player,201509270cle,rai,McGeSt01,tackles_loss,0,,,,,
player,201509270cle,rai,McGeSt01,qb_hits,0,,,,,
player,201509270cle,rai,McGeSt01,fumbles_rec,0,,,,,
player,201509270cle,rai,McGeSt01,fumbles_rec_yds,0,,,,,
player,201509270cle,rai,McGeSt01,fumbles_rec_td,0,,,,,
player,201509270cle,rai,McGeSt01,fumbles_forced,0,,,,,
player,201509270cle,rai,SmitAl04,def_int,0,,,,,
player,201509270cle,rai,SmitAl04,def_int_yds,0,,,,,
player,201509270cle,rai,SmitAl04,def_int_td,0,,,,,
player,201509270cle,rai,SmitAl04,def_int_long,0,,,,,
player,201509270cle,rai,SmitAl04,pass_defended,2,,,,,
player,201509270cle,rai,SmitAl04,sacks,0.0,,,,,
player,201509270cle,rai,SmitAl04,tackles_combined,2,,,,,
player,201509270cle,rai,SmitAl04,tackles_solo,2,,,,,
player,201509270cle,rai,SmitAl04,tackles_assists,0,,,,,
player,201509270cle,rai,SmitAl04,tackles_loss,1,,,,,
player,201509270cle,rai,SmitAl04,qb_hits,0,,,,,
player,201509270cle,rai,SmitAl04,fumbles_rec,0,,,,,
player,201509270cle,rai,SmitAl04,fumbles_rec_yds,0,,,,,
player,201509270cle,rai,SmitAl04,fumbles_rec_td,0,,,,,
player,201509270cle,rai,SmitAl04,fumbles_forced,0,,,,,
player,201509270cle,rai,TuckJu20,def_int,0,,,,,
player,201509270cle,rai,TuckJu20,def_int_yds,0,,,,,
player,201509270cle,rai,TuckJu20,def_int_td,0,,,,,
player,201509270cle,rai,TuckJu20,def_int_long,0,,,,,
player,201509270cle,rai,TuckJu20,pass_defended,0,,,,,
player,201509270cle,rai,TuckJu20,sacks,0.0,,,,,
player,201509270cle,rai,TuckJu20,tackles_combined,2,,,,,
player,201509270cle,rai,TuckJu20,tackles_solo,0,,,,,
player,201509270cle,rai,TuckJu20,tackles_assists,2,,,,,
player,201509270cle,rai,TuckJu20,tackles_loss,0,,,,,
player,201509270cle,rai,TuckJu20,qb_hits,2,,,,,
player,201509270cle,rai,TuckJu20,fumbles_rec,0,,,,,
player,201509270cle,rai,TuckJu20,fumbles_rec_yds,0,,,,,
player,201509270cle,rai,TuckJu20,fumbles_rec_td,0,,,,,
player,201509270cle,rai,TuckJu20,fumbles_forced,0,,,,,
player,201509270cle,rai,WillDa99,def_int,0,,,,,
player,201509270cle,rai,WillDa99,def_int_yds,0,,,,,
player,201509270cle,rai,WillDa99,def_int_td,0,,,,,
player,201509270cle,rai,WillDa99,def_int_long,0,,,,,
player,201509270cle,rai,WillDa99,pass_defended,0,,,,,
player,201509270cle,rai,WillDa99,sacks,0.0,,,,,
player,201509270cle,rai,WillDa99,tackles_combined,2,,,,,
player,201509270cle,rai,WillDa99,tackles_solo,0,,,,,
player,201509270cle,rai,WillDa99,tackles_assists,2,,,,,
player,201509270cle,rai,WillDa99,tackles_loss,0,,,,,
player,201509270cle,rai,WillDa99,qb_hits,1,,,,,
player,201509270cle,rai,WillDa99,fumbles_rec,0,,,,,
player,201509270cle,rai,WillDa99,fumbles_rec_yds,0,,,,,
player,201509270cle,rai,WillDa99,fumbles_rec_td,0,,,,,
player,201509270cle,rai,WillDa99,fumbles_forced,0,,,,,
player,201509270cle,rai,AlexLo99,def_int,0,,,,,
player,201509270cle,rai,AlexLo99,def_int_yds,0,,,,,
player,201509270cle,rai,AlexLo99,def_int_td,0,,,,,
player,201509270cle,rai,AlexLo99,def_int_long,0,,,,,
player,201509270cle,rai,AlexLo99,pass_defended,0,,,,,
player,201509270cle,rai,AlexLo99,sacks,0.0,,,,,
player,201509270cle,rai,AlexLo99,tackles_combined,1,,,,,
player,201509270cle,rai,AlexLo99,tackles_solo,1,,,,,
player,201509270cle,rai,AlexLo99,tackles_assists,0,,,,,
player,201509270cle,rai,AlexLo99,tackles_loss,0,,,,,
player,201509270cle,rai,AlexLo99,qb_hits,0,,,,,
player,201509270cle,rai,AlexLo99,fumbles_rec,0,,,,,
player,201509270cle,rai,AlexLo99,fumbles_rec_yds,0,,,,,
player,201509270cle,rai,AlexLo99,fumbles_rec_td,0,,,,,
player,201509270cle,rai,AlexLo99,fumbles_forced,0,,,,,
player,201509270cle,rai,AsanLa99,def_int,0,,,,,
player,201509270cle,rai,AsanLa99,def_int_yds,0,,,,,
player,201509270cle,rai,AsanLa99,def_int_td,0,,,,,
player,201509270cle,rai,AsanLa99,def_int_long,0,,,,,
player,201509270cle,rai,AsanLa99,pass_defended,1,,,,,
player,201509270cle,rai,AsanLa99,sacks,0.0,,,,,
player,201509270cle,rai,AsanLa99,tackles_combined,1,,,,,
player,201509270cle,rai,AsanLa99,tackles_solo,1,,,,,
player,201509270cle,rai,AsanLa99,tackles_assists,0,,,,,
player,201509270cle,rai,AsanLa99,tackles_loss,0,,,,,
player,201509270cle,rai,AsanLa99,qb_hits,0,,,,,
player,201509270cle,rai,AsanLa99,fumbles_rec,0,,,,,
player,201509270cle,rai,AsanLa99,fumbles_rec_yds,0,,,,,
player,201509270cle,rai,AsanLa99,fumbles_rec_td,0,,,,,
player,201509270cle,rai,AsanLa99,fumbles_forced,0,,,,,
player,201509270cle,rai,AutrDe00,def_int,0,,,,,
player,201509270cle,rai,AutrDe00,def_int_yds,0,,,,,
player,201509270cle,rai,AutrDe00,def_int_td,0,,,,,
player,201509270cle,rai,AutrDe00,def_int_long,0,,,,,
player,201509270cle,rai,AutrDe00,pass_defended,1,,,,,
player,201509270cle,rai,AutrDe00,sacks,0.0,,,,,
player,201509270cle,rai,AutrDe00,tackles_combined,1,,,,,
player,201509270cle,rai,AutrDe00,tackles_solo,1,,,,,
player,201509270cle,rai,AutrDe00,tackles_assists,0,,,,,
player,201509270cle,rai,AutrDe00,tackles_loss,1,,,,,
player,201509270cle,rai,AutrDe00,qb_hits,1,,,,,
player,201509270cle,rai,AutrDe00,fumbles_rec,0,,,,,
player,201509270cle,rai,AutrDe00,fumbles_rec_yds,0,,,,,
player,201509270cle,rai,AutrDe00,fumbles_rec_td,0,,,,,
player,201509270cle,rai,AutrDe00,fumbles_forced,0,,,,,
player,201509270cle,rai,MaysTa99,def_int,0,,,,,
player,201509270cle,rai,MaysTa99,def_int_yds,0,,,,,
player,201509270cle,rai,MaysTa99,def_int_td,0,,,,,
player,201509270cle,rai,MaysTa99,def_int_long,0,,,,,
player,201509270cle,rai,MaysTa99,pass_defended,0,,,,,
player,201509270cle,rai,MaysTa99,sacks,0.0,,,,,
player,201509270cle,rai,MaysTa99,tackles_combined,1,,,,,
player,201509270cle,rai,MaysTa99,tackles_solo,1,,,,,
player,201509270cle,rai,MaysTa99,tackles_assists,0,,,,,
player,201509270cle,rai,MaysTa99,tackles_loss,0,,,,,
player,201509270cle,rai,MaysTa99,qb_hits,0,,,,,
player,201509270cle,rai,MaysTa99,fumbles_rec,0,,,,,
player,201509270cle,rai,MaysTa99,fumbles_rec_yds,0,,,,,
player,201509270cle,rai,MaysTa99,fumbles_rec_td,0,,,,,
player,201509270cle,rai,MaysTa99,fumbles_forced,0,,,,,
player,201509270cle,rai,ReecMa00,def_int,0,,,,,
player,201509270cle,rai,ReecMa00,def_int_yds,0,,,,,
player,201509270cle,rai,ReecMa00,def_int_td,0,,,,,
player,201509270cle,rai,ReecMa00,def_int_long,0,,,,,
player,201509270cle,rai,ReecMa00,pass_defended,0,,,,,
player,201509270cle,rai,ReecMa00,sacks,0.0,,,,,
player,201509270cle,rai,ReecMa00,tackles_combined,1,,,,,
player,201509270cle,rai,ReecMa00,tackles_solo,1,,,,,
player,201509270cle,rai,ReecMa00,tackles_assists,0,,,,,
player,201509270cle,rai,ReecMa00,tackles_loss,0,,,,,
player,201509270cle,rai,ReecMa00,qb_hits,0,,,,,
player,201509270cle,rai,ReecMa00,fumbles_rec,0,,,,,
player,201509270cle,rai,ReecMa00,fumbles_rec_yds,0,,,,,
player,201509270cle,rai,ReecMa00,fumbles_rec_td,0,,,,,
player,201509270cle,rai,ReecMa00,fumbles_forced,0,,,,,
player,201509270cle,cle,DansKa20,def_int,0,,,,,
player,201509270cle,cle,DansKa20,def_int_yds,0,,,,,
player,201509270cle,cle,DansKa20,def_int_td,0,,,,,
player,201509270cle,cle,DansKa20,def_int_long,0,,,,,
player,201509270cle,cle,DansKa20,pass_defended,0,,,,,
player,201509270cle,cle,DansKa20,sacks,0.0,,,,,
player,201509270cle,cle,DansKa20,tackles_combined,9,,,,,
player,201509270cle,cle,DansKa20,tackles_solo,5,,,,,
player,201509270cle,cle,DansKa20,tackles_assists,4,,,,,
player,201509270cle,cle,DansKa20,tackles_loss,0,,,,,
player,201509270cle,cle,DansKa20,qb_hits,0,,,,,
player,201509270cle,cle,DansKa20,fumbles_rec,0,,,,,
player,201509270cle,cle,DansKa20,fumbles_rec_yds,0,,,,,
player,201509270cle,cle,DansKa20,fumbles_rec_td,0,,,,,
player,201509270cle,cle,DansKa20,fumbles_forced,0,,,,,
player,201509270cle,cle,KirkCh00,def_int,0,,,,,
player,201509270cle,cle,KirkCh00,def_int_yds,0,,,,,
player,201509270cle,cle,KirkCh00,def_int_td,0,,,,,
player,201509270cle,cle,KirkCh00,def_int_long,0,,,,,
player,201509270cle,cle,KirkCh00,pass_defended,0,,,,,
player,201509270cle,cle,KirkCh00,sacks,0.0,,,,,
player,201509270cle,cle,KirkCh00,tackles_combined,7,,,,,
player,201509270cle,cle,KirkCh00,tackles_solo,3,,,,,
player,201509270cle,cle,KirkCh00,tackles_assists,4,,,,,
player,201509270cle,cle,KirkCh00,tackles_loss,0,,,,,
player,201509270cle,cle,KirkCh00,qb_hits,0,,,,,
player,201509270cle,cle,KirkCh00,fumbles_rec,0,,,,,
player,201509270cle,cle,KirkCh00,fumbles_rec_yds,0,,,,,
player,201509270cle,cle,KirkCh00,fumbles_rec_td,0,,,,,
player,201509270cle,cle,KirkCh00,fumbles_forced,1,,,,,
player,201509270cle,cle,GipsTa00,def_int,0,,,,,
player,201509270cle,cle,GipsTa00,def_int_yds,0,,,,,
player,201509270cle,cle,GipsTa00,def_int_td,0,,,,,
player,201509270cle,cle,GipsTa00,def_int_long,0,,,,,
player,201509270cle,cle,GipsTa00,pass_defended,0,,,,,
player,201509270cle,cle,GipsTa00,sacks,0.0,,,,,
player,201509270cle,cle,GipsTa00,tackles_combined,6,,,,,
player,201509270cle,cle,GipsTa00,tackles_solo,3,,,,,
player,201509270cle,cle,GipsTa00,tackles_assists,3,,,,,
player,201509270cle,cle,GipsTa00,tackles_loss,0,,,,,
player,201509270cle,cle,GipsTa00,qb_hits,0,,,,,
player,201509270cle,cle,GipsTa00,fumbles_rec,0,,,,,
player,201509270cle,cle,GipsTa00,fumbles_rec_yds,0,,,,,
player,201509270cle,cle,GipsTa00,fumbles_rec_td,0,,,,,
player,201509270cle,cle,GipsTa00,fumbles_forced,0,,,,,
player,201509270cle,cle,ShelDa01,def_int,0,,,,,
player,201509270cle,cle,ShelDa01,def_int_yds,0,,,,,
player,201509270cle,cle,ShelDa01,def_int_td,0,,,,,
player,201509270cle,cle,ShelDa01,def_int_long,0,,,,,
player,201509270cle,cle,ShelDa01,pass_defended,0,,,,,
player,201509270cle,cle,ShelDa01,sacks,0.0,,,,,
player,201509270cle,cle,ShelDa01,tackles_combined,5,,,,,
player,201509270cle,cle,ShelDa01,tackles_solo,1,,,,,
player,201509270cle,cle,ShelDa01,tackles_assists,4,,,,,
player,201509270cle,cle,ShelDa01,tackles_loss,0,,,,,
player,201509270cle,cle,ShelDa01,qb_hits,0,,,,,
player,201509270cle,cle,ShelDa01,fumbles_rec,0,,,,,
player,201509270cle,cle,ShelDa01,fumbles_rec_yds,0,,,,,
player,201509270cle,cle,ShelDa01,fumbles_rec_td,0,,,,,
player,201509270cle,cle,ShelDa01,fumbles_forced,0,,,,,
player,201509270cle,cle,WhitDo20,def_int,0,,,,,
player,201509270cle,cle,WhitDo20,def_int_yds,0,,,,,
player,201509270cle,cle,WhitDo20,def_int_td,0,,,,,
player,201509270cle,cle,WhitDo20,def_int_long,0,,,,,
player,201509270cle,cle,WhitDo20,pass_defended,2,,,,,
player,201509270cle,cle,WhitDo20,sacks,0.0,,,,,
player,201509270cle,cle,WhitDo20,tackles_combined,5,,,,,
player,201509270cle,cle,WhitDo20,tackles_solo,4,,,,,
player,201509270cle,cle,WhitDo20,tackles_assists,1,,,,,
player,201509270cle,cle,WhitDo20,tackles_loss,0,,,,,
player,201509270cle,cle,WhitDo20,qb_hits,0,,,,,
player,201509270cle,cle,WhitDo20,fumbles_rec,0,,,,,
player,201509270cle,cle,WhitDo20,fumbles_rec_yds,0,,,,,
player,201509270cle,cle,WhitDo20,fumbles_rec_td,0,,,,,
player,201509270cle,cle,WhitDo20,fumbles_forced,0,,,,,
player,201509270cle,cle,WillTr99,def_int,0,,,,,
player,201509270cle,cle,WillTr99,def_int_yds,0,,,,,
player,201509270cle,cle,WillTr99,def_int_td,0,,,,,
player,201509270cle,cle,WillTr99,def_int_long,0,,,,,
player,201509270cle,cle,WillTr99,pass_defended,1,,,,,
player,201509270cle,cle,WillTr99,sacks,0.0,,,,,
player,201509270cle,cle,WillTr99,tackles_combined,5,,,,,
player,201509270cle,cle,WillTr99,tackles_solo,3,,,,,
player,201509270cle,cle,WillTr99,tackles_assists,2,,,,,
player,201509270cle,cle,WillTr99,tackles_loss,0,,,,,
player,201509270cle,cle,WillTr99,qb_hits,0,,,,,
player,201509270cle,cle,WillTr99,fumbles_rec,0,,,,,
player,201509270cle,cle,WillTr99,fumbles_rec_yds,0,,,,,
player,201509270cle,cle,WillTr99,fumbles_rec_td,0,,,,,
player,201509270cle,cle,WillTr99,fumbles_forced,0,,,,,
player,201509270cle,cle,HadeJo99,def_int,0,,,,,
player,201509270cle,cle,HadeJo99,def_int_yds,0,,,,,
player,201509270cle,cle,HadeJo99,def_int_td,0,,,,,
player,201509270cle,cle,HadeJo99,def_int_long,0,,,,,
player,201509270cle,cle,HadeJo99,pass_defended,0,,,,,
player,201509270cle,cle,HadeJo99,sacks,0.0,,,,,
player,201509270cle,cle,HadeJo99,tackles_combined,4,,,,,
player,201509270cle,cle,HadeJo99,tackles_solo,4,,,,,
player,201509270cle,cle,HadeJo99,tackles_assists,0,,,,,
player,201509270cle,cle,HadeJo99,tackles_loss,0,,,,,
player,201509270cle,cle,HadeJo99,qb_hits,0,,,,,
player,201509270cle,cle,HadeJo99,fumbles_rec,0,,,,,
player,201509270cle,cle,HadeJo99,fumbles_rec_yds,0,,,,,
player,201509270cle,cle,HadeJo99,fumbles_rec_td,0,,,,,
player,201509270cle,cle,HadeJo99,fumbles_forced,0,,,,,
player,201509270cle,cle,MingBa00,def_int,0,,,,,
player,201509270cle,cle,MingBa00,def_int_yds,0,,,,,
player,201509270cle,cle,MingBa00,def_int_td,0,,,,,
player,201509270cle,cle,MingBa00,def_int_long,0,,,,,
player,201509270cle,cle,MingBa00,pass_defended,0,,,,,
player,201509270cle,cle,MingBa00,sacks,0.0,,,,,
player,201509270cle,cle,MingBa00,tackles_combined,4,,,,,
player,201509270cle,cle,MingBa00,tackles_solo,3,,,,,
player,201509270cle,cle,MingBa00,tackles_assists,1,,,,,
player,201509270cle,cle,MingBa00,tackles_loss,0,,,,,
player,201509270cle,cle,MingBa00,qb_hits,0,,,,,
player,201509270cle,cle,MingBa00,fumbles_rec,0,,,,,
player,201509270cle,cle,MingBa00,fumbles_rec_yds,0,,,,,
player,201509270cle,cle,MingBa00,fumbles_rec_td,0,,,,,
player,201509270cle,cle,MingBa00,fumbles_forced,0,,,,,
player,201509270cle,cle,RobeCr00,def_int,0,,,,,
player,201509270cle,cle,RobeCr00,def_int_yds,0,,,,,
player,201509270cle,cle,RobeCr00,def_int_td,0,,,,,
player,201509270cle,cle,RobeCr00,def_int_long,0,,,,,
player,201509270cle,cle,RobeCr00,pass_defended,0,,,,,
player,201509270cle,cle,RobeCr00,sacks,0.0,,,,,
player,201509270cle,cle,RobeCr00,tackles_combined,4,,,,,
player,201509270cle,cle,RobeCr00,tackles_solo,3,,,,,
player,201509270cle,cle,RobeCr00,tackles_assists,1,,,,,
player,201509270cle,cle,RobeCr00,tackles_loss,0,,,,,
player,201509270cle,cle,RobeCr00,qb_hits,0,,,,,
player,201509270cle,cle,RobeCr00,fumbles_rec,0,,,,,
player,201509270cle,cle,RobeCr00,fumbles_rec_yds,0,,,,,
player,201509270cle,cle,RobeCr00,fumbles_rec_td,0,,,,,
player,201509270cle,cle,RobeCr00,fumbles_forced,0,,,,,
player,201509270cle,cle,BryaAr00,def_int,0,,,,,
player,201509270cle,cle,BryaAr00,def_int_yds,0,,,,,
player,201509270cle,cle,BryaAr00,def_int_td,0,,,,,
player,201509270cle,cle,BryaAr00,def_int_long,0,,,,,
player,201509270cle,cle,BryaAr00,pass_defended,0,,,,,
player,201509270cle,cle,BryaAr00,sacks,0.0,,,,,
player,201509270cle,cle,BryaAr00,tackles_combined,3,,,,,
player,201509270cle,cle,BryaAr00,tackles_solo,2,,,,,
player,201509270cle,cle,BryaAr00,tackles_assists,1,,,,,
player,201509270cle,cle,BryaAr00,tackles_loss,1,,,,,
