game,2015,7,20151025,201510250ram,cle,"Cleveland Browns",6,ram,"St. Louis Rams",24
player,201510250ram,cle,JohnDu00,pass_td,0,,,,,
player,201510250ram,cle,JohnDu00,pass_int,0,,,,,
player,201510250ram,cle,JohnDu00,pass_sacked,0,,,,,
player,201510250ram,cle,JohnDu00,pass_sacked_yds,0,,,,,
player,201510250ram,cle,JohnDu00,pass_long,0,,,,,
player,201510250ram,cle,JohnDu00,pass_rating,,,,,,
player,201510250ram,cle,JohnDu00,rush_att,6,,,,,
player,201510250ram,cle,JohnDu00,rush_yds,17,,,,,
player,201510250ram,cle,JohnDu00,rush_td,0,,,,,
player,201510250ram,cle,JohnDu00,rush_long,10,,,,,
player,201510250ram,cle,JohnDu00,targets,7,,,,,
player,201510250ram,cle,JohnDu00,rec,7,,,,,
player,201510250ram,cle,JohnDu00,rec_yds,73,,,,,
player,201510250ram,cle,JohnDu00,rec_td,0,,,,,
player,201510250ram,cle,JohnDu00,rec_long,21,,,,,
player,201510250ram,cle,JohnDu00,fumbles,0,,,,,
player,201510250ram,cle,JohnDu00,fumbles_lost,0,,,,,
player,201510250ram,cle,CrowIs00,pass_cmp,0,,,,,
player,201510250ram,cle,CrowIs00,pass_att,0,,,,,
player,201510250ram,cle,CrowIs00,pass_yds,0,,,,,
player,201510250ram,cle,CrowIs00,pass_td,0,,,,,
player,201510250ram,cle,CrowIs00,pass_int,0,,,,,
player,201510250ram,cle,CrowIs00,pass_sacked,0,,,,,
player,201510250ram,cle,CrowIs00,pass_sacked_yds,0,,,,,
player,201510250ram,cle,CrowIs00,pass_long,0,,,,,
player,201510250ram,cle,CrowIs00,pass_rating,,,,,,
player,201510250ram,cle,CrowIs00,rush_att,8,,,,,
player,201510250ram,cle,CrowIs00,rush_yds,9,,,,,
player,201510250ram,cle,CrowIs00,rush_td,0,,,,,
player,201510250ram,cle,CrowIs00,rush_long,8,,,,,
player,201510250ram,cle,CrowIs00,targets,0,,,,,
player,201510250ram,cle,CrowIs00,rec,0,,,,,
player,201510250ram,cle,CrowIs00,rec_yds,0,,,,,
player,201510250ram,cle,CrowIs00,rec_td,0,,,,,
player,201510250ram,cle,CrowIs00,rec_long,0,,,,,
player,201510250ram,cle,CrowIs00,fumbles,0,,,,,
player,201510250ram,cle,CrowIs00,fumbles_lost,0,,,,,
player,201510250ram,cle,BarnGa01,pass_cmp,0,,,,,
player,201510250ram,cle,BarnGa01,pass_att,0,,,,,
player,201510250ram,cle,BarnGa01,pass_yds,0,,,,,
player,201510250ram,cle,BarnGa01,pass_td,0,,,,,
player,201510250ram,cle,BarnGa01,pass_int,0,,,,,
player,201510250ram,cle,BarnGa01,pass_sacked,0,,,,,
player,201510250ram,cle,BarnGa01,pass_sacked_yds,0,,,,,
player,201510250ram,cle,BarnGa01,pass_long,0,,,,,
player,201510250ram,cle,BarnGa01,pass_rating,,,,,,
player,201510250ram,cle,BarnGa01,rush_att,0,,,,,
player,201510250ram,cle,BarnGa01,rush_yds,0,,,,,
player,201510250ram,cle,BarnGa01,rush_td,0,,,,,
player,201510250ram,cle,BarnGa01,rush_long,0,,,,,
player,201510250ram,cle,BarnGa01,targets,7,,,,,
player,201510250ram,cle,BarnGa01,rec,6,,,,,
player,201510250ram,cle,BarnGa01,rec_yds,101,,,,,
player,201510250ram,cle,BarnGa01,rec_td,0,,,,,
player,201510250ram,cle,BarnGa01,rec_long,28,,,,,
player,201510250ram,cle,BarnGa01,fumbles,0,,,,,
player,201510250ram,cle,BarnGa01,fumbles_lost,0,,,,,
player,201510250ram,cle,BenjTr00,pass_cmp,0,,,,,
player,201510250ram,cle,BenjTr00,pass_att,0,,,,,
player,201510250ram,cle,BenjTr00,pass_yds,0,,,,,
player,201510250ram,cle,BenjTr00,pass_td,0,,,,,
player,201510250ram,cle,BenjTr00,pass_int,0,,,,,
player,201510250ram,cle,BenjTr00,pass_sacked,0,,,,,
player,201510250ram,cle,BenjTr00,pass_sacked_yds,0,,,,,
player,201510250ram,cle,BenjTr00,pass_long,0,,,,,
player,201510250ram,cle,BenjTr00,pass_rating,,,,,,
player,201510250ram,cle,BenjTr00,rush_att,0,,,,,
player,201510250ram,cle,BenjTr00,rush_yds,0,,,,,
player,201510250ram,cle,BenjTr00,rush_td,0,,,,,
player,201510250ram,cle,BenjTr00,rush_long,0,,,,,
player,201510250ram,cle,BenjTr00,targets,8,,,,,
player,201510250ram,cle,BenjTr00,rec,4,,,,,
player,201510250ram,cle,BenjTr00,rec_yds,47,,,,,
player,201510250ram,cle,BenjTr00,rec_td,0,,,,,
player,201510250ram,cle,BenjTr00,rec_long,21,,,,,
player,201510250ram,cle,BenjTr00,fumbles,1,,,,,
player,201510250ram,cle,BenjTr00,fumbles_lost,1,,,,,
player,201510250ram,cle,HartBr00,pass_cmp,0,,,,,
player,201510250ram,cle,HartBr00,pass_att,0,,,,,
player,201510250ram,cle,HartBr00,pass_yds,0,,,,,
player,201510250ram,cle,HartBr00,pass_td,0,,,,,
player,201510250ram,cle,HartBr00,pass_int,0,,,,,
player,201510250ram,cle,HartBr00,pass_sacked,0,,,,,
player,201510250ram,cle,HartBr00,pass_sacked_yds,0,,,,,
player,201510250ram,cle,HartBr00,pass_long,0,,,,,
player,201510250ram,cle,HartBr00,pass_rating,,,,,,
player,201510250ram,cle,HartBr00,rush_att,0,,,,,
player,201510250ram,cle,HartBr00,rush_yds,0,,,,,
player,201510250ram,cle,HartBr00,rush_td,0,,,,,
player,201510250ram,cle,HartBr00,rush_long,0,,,,,
player,201510250ram,cle,HartBr00,targets,3,,,,,
player,201510250ram,cle,HartBr00,rec,3,,,,,
player,201510250ram,cle,HartBr00,rec_yds,22,,,,,
player,201510250ram,cle,HartBr00,rec_td,0,,,,,
player,201510250ram,cle,HartBr00,rec_long,13,,,,,
player,201510250ram,cle,HartBr00,fumbles,0,,,,,
player,201510250ram,cle,HartBr00,fumbles_lost,0,,,,,
player,201510250ram,cle,HawkAn00,pass_cmp,0,,,,,
player,201510250ram,cle,HawkAn00,pass_att,0,,,,,
player,201510250ram,cle,HawkAn00,pass_yds,0,,,,,
player,201510250ram,cle,HawkAn00,pass_td,0,,,,,
player,201510250ram,cle,HawkAn00,pass_int,0,,,,,
player,201510250ram,cle,HawkAn00,pass_sacked,0,,,,,
player,201510250ram,cle,HawkAn00,pass_sacked_yds,0,,,,,
player,201510250ram,cle,HawkAn00,pass_long,0,,,,,
player,201510250ram,cle,HawkAn00,pass_rating,,,,,,
player,201510250ram,cle,HawkAn00,rush_att,0,,,,,
player,201510250ram,cle,HawkAn00,rush_yds,0,,,,,
player,201510250ram,cle,HawkAn00,rush_td,0,,,,,
player,201510250ram,cle,HawkAn00,rush_long,0,,,,,
player,201510250ram,cle,HawkAn00,targets,3,,,,,
player,201510250ram,cle,HawkAn00,rec,2,,,,,
player,201510250ram,cle,HawkAn00,rec_yds,21,,,,,
player,201510250ram,cle,HawkAn00,rec_td,0,,,,,
player,201510250ram,cle,HawkAn00,rec_long,19,,,,,
player,201510250ram,cle,HawkAn00,fumbles,0,,,,,
player,201510250ram,cle,HawkAn00,fumbles_lost,0,,,,,
player,201510250ram,cle,GabrTa00,pass_cmp,0,,,,,
player,201510250ram,cle,GabrTa00,pass_att,0,,,,,
player,201510250ram,cle,GabrTa00,pass_yds,0,,,,,
player,201510250ram,cle,GabrTa00,pass_td,0,,,,,
player,201510250ram,cle,GabrTa00,pass_int,0,,,,,
player,201510250ram,cle,GabrTa00,pass_sacked,0,,,,,
player,201510250ram,cle,GabrTa00,pass_sacked_yds,0,,,,,
player,201510250ram,cle,GabrTa00,pass_long,0,,,,,
player,201510250ram,cle,GabrTa00,pass_rating,,,,,,
player,201510250ram,cle,GabrTa00,rush_att,0,,,,,
player,201510250ram,cle,GabrTa00,rush_yds,0,,,,,
player,201510250ram,cle,GabrTa00,rush_td,0,,,,,
player,201510250ram,cle,GabrTa00,rush_long,0,,,,,
player,201510250ram,cle,GabrTa00,targets,4,,,,,
player,201510250ram,cle,GabrTa00,rec,4,,,,,
player,201510250ram,cle,GabrTa00,rec_yds,15,,,,,
player,201510250ram,cle,GabrTa00,rec_td,0,,,,,
player,201510250ram,cle,GabrTa00,rec_long,6,,,,,
player,201510250ram,cle,GabrTa00,fumbles,1,,,,,
player,201510250ram,cle,GabrTa00,fumbles_lost,1,,,,,
player,201510250ram,cle,DrayJi00,pass_cmp,0,,,,,
player,201510250ram,cle,DrayJi00,pass_att,0,,,,,
player,201510250ram,cle,DrayJi00,pass_yds,0,,,,,
player,201510250ram,cle,DrayJi00,pass_td,0,,,,,
player,201510250ram,cle,DrayJi00,pass_int,0,,,,,
player,201510250ram,cle,DrayJi00,pass_sacked,0,,,,,
player,201510250ram,cle,DrayJi00,pass_sacked_yds,0,,,,,
player,201510250ram,cle,DrayJi00,pass_long,0,,,,,
player,201510250ram,cle,DrayJi00,pass_rating,,,,,,
player,201510250ram,cle,DrayJi00,rush_att,0,,,,,
player,201510250ram,cle,DrayJi00,rush_yds,0,,,,,
player,201510250ram,cle,DrayJi00,rush_td,0,,,,,
player,201510250ram,cle,DrayJi00,rush_long,0,,,,,
player,201510250ram,cle,DrayJi00,targets,2,,,,,
player,201510250ram,cle,DrayJi00,rec,2,,,,,
player,201510250ram,cle,DrayJi00,rec_yds,10,,,,,
player,201510250ram,cle,DrayJi00,rec_td,0,,,,,
player,201510250ram,cle,DrayJi00,rec_long,5,,,,,
player,201510250ram,cle,DrayJi00,fumbles,0,,,,,
player,201510250ram,cle,DrayJi00,fumbles_lost,0,,,,,
player,201510250ram,ram,FoleNi00,pass_cmp,15,,,,,
player,201510250ram,ram,FoleNi00,pass_att,23,,,,,
player,201510250ram,ram,FoleNi00,pass_yds,163,,,,,
player,201510250ram,ram,FoleNi00,pass_td,0,,,,,
player,201510250ram,ram,FoleNi00,pass_int,0,,,,,
player,201510250ram,ram,FoleNi00,pass_sacked,2,,,,,
player,201510250ram,ram,FoleNi00,pass_sacked_yds,13,,,,,
player,201510250ram,ram,FoleNi00,pass_long,41,,,,,
player,201510250ram,ram,FoleNi00,pass_rating,86.0,,,,,
player,201510250ram,ram,FoleNi00,rush_att,2,,,,,
player,201510250ram,ram,FoleNi00,rush_yds,-2,,,,,
player,201510250ram,ram,FoleNi00,rush_td,0,,,,,
player,201510250ram,ram,FoleNi00,rush_long,-1,,,,,
player,201510250ram,ram,FoleNi00,targets,0,,,,,
player,201510250ram,ram,FoleNi00,rec,0,,,,,
player,201510250ram,ram,FoleNi00,rec_yds,0,,,,,
player,201510250ram,ram,FoleNi00,rec_td,0,,,,,
player,201510250ram,ram,FoleNi00,rec_long,0,,,,,
player,201510250ram,ram,FoleNi00,fumbles,0,,,,,
player,201510250ram,ram,FoleNi00,fumbles_lost,0,,,,,
player,201510250ram,ram,GurlTo01,pass_cmp,0,,,,,
player,201510250ram,ram,GurlTo01,pass_att,0,,,,,
player,201510250ram,ram,GurlTo01,pass_yds,0,,,,,
player,201510250ram,ram,GurlTo01,pass_td,0,,,,,
player,201510250ram,ram,GurlTo01,pass_int,0,,,,,
player,201510250ram,ram,GurlTo01,pass_sacked,0,,,,,
player,201510250ram,ram,GurlTo01,pass_sacked_yds,0,,,,,
player,201510250ram,ram,GurlTo01,pass_long,0,,,,,
player,201510250ram,ram,GurlTo01,pass_rating,,,,,,
player,201510250ram,ram,GurlTo01,rush_att,19,,,,,
player,201510250ram,ram,GurlTo01,rush_yds,128,,,,,
player,201510250ram,ram,GurlTo01,rush_td,2,,,,,
player,201510250ram,ram,GurlTo01,rush_long,48,,,,,
player,201510250ram,ram,GurlTo01,targets,5,,,,,
player,201510250ram,ram,GurlTo01,rec,4,,,,,
player,201510250ram,ram,GurlTo01,rec_yds,35,,,,,
player,201510250ram,ram,GurlTo01,rec_td,0,,,,,
player,201510250ram,ram,GurlTo01,rec_long,24,,,,,
player,201510250ram,ram,GurlTo01,fumbles,0,,,,,
player,201510250ram,ram,GurlTo01,fumbles_lost,0,,,,,
player,201510250ram,ram,AustTa00,pass_cmp,0,,,,,
player,201510250ram,ram,AustTa00,pass_att,0,,,,,
player,201510250ram,ram,AustTa00,pass_yds,0,,,,,
player,201510250ram,ram,AustTa00,pass_td,0,,,,,
player,201510250ram,ram,AustTa00,pass_int,0,,,,,
player,201510250ram,ram,AustTa00,pass_sacked,0,,,,,
player,201510250ram,ram,AustTa00,pass_sacked_yds,0,,,,,
player,201510250ram,ram,AustTa00,pass_long,0,,,,,
player,201510250ram,ram,AustTa00,pass_rating,,,,,,
player,201510250ram,ram,AustTa00,rush_att,1,,,,,
player,201510250ram,ram,AustTa00,rush_yds,21,,,,,
player,201510250ram,ram,AustTa00,rush_td,0,,,,,
player,201510250ram,ram,AustTa00,rush_long,21,,,,,
player,201510250ram,ram,AustTa00,targets,7,,,,,
player,201510250ram,ram,AustTa00,rec,4,,,,,
player,201510250ram,ram,AustTa00,rec_yds,43,,,,,
player,201510250ram,ram,AustTa00,rec_td,0,,,,,
player,201510250ram,ram,AustTa00,rec_long,20,,,,,
player,201510250ram,ram,AustTa00,fumbles,0,,,,,
player,201510250ram,ram,AustTa00,fumbles_lost,0,,,,,
player,201510250ram,ram,CunnBe01,pass_cmp,0,,,,,
player,201510250ram,ram,CunnBe01,pass_att,0,,,,,
player,201510250ram,ram,CunnBe01,pass_yds,0,,,,,
player,201510250ram,ram,CunnBe01,pass_td,0,,,,,
player,201510250ram,ram,CunnBe01,pass_int,0,,,,,
player,201510250ram,ram,CunnBe01,pass_sacked,0,,,,,
player,201510250ram,ram,CunnBe01,pass_sacked_yds,0,,,,,
player,201510250ram,ram,CunnBe01,pass_long,0,,,,,
player,201510250ram,ram,CunnBe01,pass_rating,,,,,,
player,201510250ram,ram,CunnBe01,rush_att,4,,,,,
player,201510250ram,ram,CunnBe01,rush_yds,11,,,,,
player,201510250ram,ram,CunnBe01,rush_td,0,,,,,
player,201510250ram,ram,CunnBe01,rush_long,8,,,,,
player,201510250ram,ram,CunnBe01,targets,2,,,,,
player,201510250ram,ram,CunnBe01,rec,2,,,,,
player,201510250ram,ram,CunnBe01,rec_yds,13,,,,,
player,201510250ram,ram,CunnBe01,rec_td,0,,,,,
player,201510250ram,ram,CunnBe01,rec_long,10,,,,,
player,201510250ram,ram,CunnBe01,fumbles,0,,,,,
player,201510250ram,ram,CunnBe01,fumbles_lost,0,,,,,
player,201510250ram,ram,BritKe00,pass_cmp,0,,,,,
player,201510250ram,ram,BritKe00,pass_att,0,,,,,
player,201510250ram,ram,BritKe00,pass_yds,0,,,,,
player,201510250ram,ram,BritKe00,pass_td,0,,,,,
player,201510250ram,ram,BritKe00,pass_int,0,,,,,
player,201510250ram,ram,BritKe00,pass_sacked,0,,,,,
player,201510250ram,ram,BritKe00,pass_sacked_yds,0,,,,,
player,201510250ram,ram,BritKe00,pass_long,0,,,,,
player,201510250ram,ram,BritKe00,pass_rating,,,,,,
player,201510250ram,ram,BritKe00,rush_att,0,,,,,
player,201510250ram,ram,BritKe00,rush_yds,0,,,,,
player,201510250ram,ram,BritKe00,rush_td,0,,,,,
player,201510250ram,ram,BritKe00,rush_long,0,,,,,
player,201510250ram,ram,BritKe00,targets,2,,,,,
player,201510250ram,ram,BritKe00,rec,1,,,,,
player,201510250ram,ram,BritKe00,rec_yds,41,,,,,
player,201510250ram,ram,BritKe00,rec_td,0,,,,,
player,201510250ram,ram,BritKe00,rec_long,41,,,,,
player,201510250ram,ram,BritKe00,fumbles,0,,,,,
player,201510250ram,ram,BritKe00,fumbles_lost,0,,,,,
player,201510250ram,ram,CookJa02,pass_cmp,0,,,,,
player,201510250ram,ram,CookJa02,pass_att,0,,,,,
player,201510250ram,ram,CookJa02,pass_yds,0,,,,,
player,201510250ram,ram,CookJa02,pass_td,0,,,,,
player,201510250ram,ram,CookJa02,pass_int,0,,,,,
player,201510250ram,ram,CookJa02,pass_sacked,0,,,,,
player,201510250ram,ram,CookJa02,pass_sacked_yds,0,,,,,
player,201510250ram,ram,CookJa02,pass_long,0,,,,,
player,201510250ram,ram,CookJa02,pass_rating,,,,,,
player,201510250ram,ram,CookJa02,rush_att,0,,,,,
player,201510250ram,ram,CookJa02,rush_yds,0,,,,,
player,201510250ram,ram,CookJa02,rush_td,0,,,,,
player,201510250ram,ram,CookJa02,rush_long,0,,,,,
player,201510250ram,ram,CookJa02,targets,4,,,,,
player,201510250ram,ram,CookJa02,rec,2,,,,,
player,201510250ram,ram,CookJa02,rec_yds,19,,,,,
player,201510250ram,ram,CookJa02,rec_td,0,,,,,
player,201510250ram,ram,CookJa02,rec_long,17,,,,,
player,201510250ram,ram,CookJa02,fumbles,1,,,,,
player,201510250ram,ram,CookJa02,fumbles_lost,1,,,,,
player,201510250ram,ram,BailSt01,pass_cmp,0,,,,,
player,201510250ram,ram,BailSt01,pass_att,0,,,,,
player,201510250ram,ram,BailSt01,pass_yds,0,,,,,
player,201510250ram,ram,BailSt01,pass_td,0,,,,,
player,201510250ram,ram,BailSt01,pass_int,0,,,,,
player,201510250ram,ram,BailSt01,pass_sacked,0,,,,,
player,201510250ram,ram,BailSt01,pass_sacked_yds,0,,,,,
player,201510250ram,ram,BailSt01,pass_long,0,,,,,
player,201510250ram,ram,BailSt01,pass_rating,,,,,,
player,201510250ram,ram,BailSt01,rush_att,0,,,,,
player,201510250ram,ram,BailSt01,rush_yds,0,,,,,
player,201510250ram,ram,BailSt01,rush_td,0,,,,,
player,201510250ram,ram,BailSt01,rush_long,0,,,,,
player,201510250ram,ram,BailSt01,targets,1,,,,,
player,201510250ram,ram,BailSt01,rec,1,,,,,
player,201510250ram,ram,BailSt01,rec_yds,8,,,,,
player,201510250ram,ram,BailSt01,rec_td,0,,,,,
player,201510250ram,ram,BailSt01,rec_long,8,,,,,
player,201510250ram,ram,BailSt01,fumbles,0,,,,,
player,201510250ram,ram,BailSt01,fumbles_lost,0,,,,,
player,201510250ram,ram,HarkCo00,pass_cmp,0,,,,,
player,201510250ram,ram,HarkCo00,pass_att,0,,,,,
player,201510250ram,ram,HarkCo00,pass_yds,0,,,,,
player,201510250ram,ram,HarkCo00,pass_td,0,,,,,
player,201510250ram,ram,HarkCo00,pass_int,0,,,,,
player,201510250ram,ram,HarkCo00,pass_sacked,0,,,,,
player,201510250ram,ram,HarkCo00,pass_sacked_yds,0,,,,,
player,201510250ram,ram,HarkCo00,pass_long,0,,,,,
player,201510250ram,ram,HarkCo00,pass_rating,,,,,,
player,201510250ram,ram,HarkCo00,rush_att,0,,,,,
player,201510250ram,ram,HarkCo00,rush_yds,0,,,,,
player,201510250ram,ram,HarkCo00,rush_td,0,,,,,
player,201510250ram,ram,HarkCo00,rush_long,0,,,,,
player,201510250ram,ram,HarkCo00,targets,1,,,,,
player,201510250ram,ram,HarkCo00,rec,1,,,,,
player,201510250ram,ram,HarkCo00,rec_yds,4,,,,,
player,201510250ram,ram,HarkCo00,rec_td,0,,,,,
player,201510250ram,ram,HarkCo00,rec_long,4,,,,,
player,201510250ram,ram,HarkCo00,fumbles,0,,,,,
player,201510250ram,ram,HarkCo00,fumbles_lost,0,,,,,
player,201510250ram,ram,QuicBr00,pass_cmp,0,,,,,
player,201510250ram,ram,QuicBr00,pass_att,0,,,,,
player,201510250ram,ram,QuicBr00,pass_yds,0,,,,,
player,201510250ram,ram,QuicBr00,pass_td,0,,,,,
player,201510250ram,ram,QuicBr00,pass_int,0,,,,,
player,201510250ram,ram,QuicBr00,pass_sacked,0,,,,,
player,201510250ram,ram,QuicBr00,pass_sacked_yds,0,,,,,
player,201510250ram,ram,QuicBr00,pass_long,0,,,,,
player,201510250ram,ram,QuicBr00,pass_rating,,,,,,
player,201510250ram,ram,QuicBr00,rush_att,0,,,,,
player,201510250ram,ram,QuicBr00,rush_yds,0,,,,,
player,201510250ram,ram,QuicBr00,rush_td,0,,,,,
player,201510250ram,ram,QuicBr00,rush_long,0,,,,,
player,201510250ram,ram,QuicBr00,targets,1,,,,,
player,201510250ram,ram,QuicBr00,rec,0,,,,,
player,201510250ram,ram,QuicBr00,rec_yds,0,,,,,
player,201510250ram,ram,QuicBr00,rec_td,0,,,,,
player,201510250ram,ram,QuicBr00,rec_long,0,,,,,
player,201510250ram,ram,QuicBr00,fumbles,0,,,,,
player,201510250ram,ram,QuicBr00,fumbles_lost,0,,,,,
player,201510250ram,cle,StarRa20,def_int,0,,,,,
player,201510250ram,cle,StarRa20,def_int_yds,0,,,,,
player,201510250ram,cle,StarRa20,def_int_td,0,,,,,
player,201510250ram,cle,StarRa20,def_int_long,0,,,,,
player,201510250ram,cle,StarRa20,pass_defended,0,,,,,
player,201510250ram,cle,StarRa20,sacks,1.0,,,,,
player,201510250ram,cle,StarRa20,tackles_combined,2,,,,,
player,201510250ram,cle,StarRa20,tackles_solo,1,,,,,
player,201510250ram,cle,StarRa20,tackles_assists,1,,,,,
player,201510250ram,cle,StarRa20,tackles_loss,1,,,,,
player,201510250ram,cle,StarRa20,qb_hits,2,,,,,
player,201510250ram,cle,StarRa20,fumbles_rec,0,,,,,
player,201510250ram,cle,StarRa20,fumbles_rec_yds,0,,,,,
player,201510250ram,cle,StarRa20,fumbles_rec_td,0,,,,,
player,201510250ram,cle,StarRa20,fumbles_forced,0,,,,,
player,201510250ram,cle,BryaDe00,def_int,0,,,,,
player,201510250ram,cle,BryaDe00,def_int_yds,0,,,,,
player,201510250ram,cle,BryaDe00,def_int_td,0,,,,,
player,201510250ram,cle,BryaDe00,def_int_long,0,,,,,
player,201510250ram,cle,BryaDe00,pass_defended,0,,,,,
player,201510250ram,cle,BryaDe00,sacks,1.0,,,,,
player,201510250ram,cle,BryaDe00,tackles_combined,1,,,,,
player,201510250ram,cle,BryaDe00,tackles_solo,1,,,,,
player,201510250ram,cle,BryaDe00,tackles_assists,0,,,,,
player,201510250ram,cle,BryaDe00,tackles_loss,1,,,,,
player,201510250ram,cle,BryaDe00,qb_hits,1,,,,,
player,201510250ram,cle,BryaDe00,fumbles_rec,0,,,,,
player,201510250ram,cle,BryaDe00,fumbles_rec_yds,0,,,,,
player,201510250ram,cle,BryaDe00,fumbles_rec_td,0,,,,,
player,201510250ram,cle,BryaDe00,fumbles_forced,0,,,,,
player,201510250ram,cle,PoyeJo00,def_int,0,,,,,
player,201510250ram,cle,PoyeJo00,def_int_yds,0,,,,,
player,201510250ram,cle,PoyeJo00,def_int_td,0,,,,,
