game,2015,8,20151101,201511010rav,sdg,"San Diego Chargers",26,rav,"Baltimore Ravens",29
team,201511010rav,sdg,First Downs,22,,,,,,
team,201511010rav,rav,First Downs,23,,,,,,
team,201511010rav,sdg,Rush-Yds-TDs,26-81-0,,,,,,
team,201511010rav,rav,Rush-Yds-TDs,25-72-1,,,,,,
team,201511010rav,sdg,Cmp-Att-Yd-TD-INT,28-37-301-3-0,,,,,,
team,201511010rav,rav,Cmp-Att-Yd-TD-INT,25-37-319-1-0,,,,,,
team,201511010rav,sdg,Sacked-Yards,1-11,,,,,,
team,201511010rav,rav,Sacked-Yards,3-26,,,,,,
team,201511010rav,sdg,Net Pass Yards,290,,,,,,
team,201511010rav,rav,Net Pass Yards,293,,,,,,
team,201511010rav,sdg,Total Yards,371,,,,,,
team,201511010rav,rav,Total Yards,365,,,,,,
team,201511010rav,sdg,Fumbles-Lost,1-0,,,,,,
team,201511010rav,rav,Fumbles-Lost,1-0,,,,,,
team,201511010rav,sdg,Turnovers,0,,,,,,
team,201511010rav,rav,Turnovers,0,,,,,,
team,201511010rav,sdg,Penalties-Yards,6-66,,,,,,
team,201511010rav,rav,Penalties-Yards,5-46,,,,,,
team,201511010rav,sdg,Third Down Conv.,7-13,,,,,,
team,201511010rav,rav,Third Down Conv.,5-12,,,,,,
team,201511010rav,sdg,Fourth Down Conv.,0-0,,,,,,
team,201511010rav,rav,Fourth Down Conv.,1-1,,,,,,
team,201511010rav,sdg,Time of Possession,30:06,,,,,,
team,201511010rav,rav,Time of Possession,29:54,,,,,,
player,201511010rav,sdg,RivePh00,pass_cmp,28,,,,,
player,201511010rav,sdg,RivePh00,pass_att,37,,,,,
player,201511010rav,sdg,RivePh00,pass_yds,301,,,,,
player,201511010rav,sdg,RivePh00,pass_td,3,,,,,
player,201511010rav,sdg,RivePh00,pass_int,0,,,,,
player,201511010rav,sdg,RivePh00,pass_sacked,1,,,,,
player,201511010rav,sdg,RivePh00,pass_sacked_yds,11,,,,,
player,201511010rav,sdg,RivePh00,pass_long,70,,,,,
player,201511010rav,sdg,RivePh00,pass_rating,126.1,,,,,
player,201511010rav,sdg,RivePh00,rush_att,1,,,,,
player,201511010rav,sdg,RivePh00,rush_yds,0,,,,,
player,201511010rav,sdg,RivePh00,rush_td,0,,,,,
player,201511010rav,sdg,RivePh00,rush_long,0,,,,,
player,201511010rav,sdg,RivePh00,targets,0,,,,,
player,201511010rav,sdg,RivePh00,rec,0,,,,,
player,201511010rav,sdg,RivePh00,rec_yds,0,,,,,
