game,2015,15,20151220,201512200rai,gnb,"Green Bay Packers",30,rai,"Oakland Raiders",20
player,201512200rai,gnb,HydeMi00,def_int_td,0,,,,,
player,201512200rai,gnb,HydeMi00,def_int_long,34,,,,,
player,201512200rai,gnb,HydeMi00,pass_defended,2,,,,,
player,201512200rai,gnb,HydeMi00,sacks,0.0,,,,,
player,201512200rai,gnb,HydeMi00,tackles_combined,2,,,,,
player,201512200rai,gnb,HydeMi00,tackles_solo,2,,,,,
player,201512200rai,gnb,HydeMi00,tackles_assists,0,,,,,
player,201512200rai,gnb,HydeMi00,tackles_loss,0,,,,,
player,201512200rai,gnb,HydeMi00,qb_hits,0,,,,,
player,201512200rai,gnb,HydeMi00,fumbles_rec,0,,,,,
player,201512200rai,gnb,HydeMi00,fumbles_rec_yds,0,,,,,
player,201512200rai,gnb,HydeMi00,fumbles_rec_td,0,,,,,
player,201512200rai,gnb,HydeMi00,fumbles_forced,0,,,,,
player,201512200rai,gnb,PeppJu99,def_int,0,,,,,
player,201512200rai,gnb,PeppJu99,def_int_yds,0,,,,,
player,201512200rai,gnb,PeppJu99,def_int_td,0,,,,,
player,201512200rai,gnb,PeppJu99,def_int_long,0,,,,,
player,201512200rai,gnb,PeppJu99,pass_defended,0,,,,,
player,201512200rai,gnb,PeppJu99,sacks,2.5,,,,,
player,201512200rai,gnb,PeppJu99,tackles_combined,4,,,,,
player,201512200rai,gnb,PeppJu99,tackles_solo,3,,,,,
player,201512200rai,gnb,PeppJu99,tackles_assists,1,,,,,
player,201512200rai,gnb,PeppJu99,tackles_loss,2,,,,,
player,201512200rai,gnb,PeppJu99,qb_hits,3,,,,,
player,201512200rai,gnb,PeppJu99,fumbles_rec,0,,,,,
player,201512200rai,gnb,PeppJu99,fumbles_rec_yds,0,,,,,
player,201512200rai,gnb,PeppJu99,fumbles_rec_td,0,,,,,
player,201512200rai,gnb,PeppJu99,fumbles_forced,0,,,,,
player,201512200rai,gnb,NealMi99,def_int,0,,,,,
player,201512200rai,gnb,NealMi99,def_int_yds,0,,,,,
player,201512200rai,gnb,NealMi99,def_int_td,0,,,,,
player,201512200rai,gnb,NealMi99,def_int_long,0,,,,,
player,201512200rai,gnb,NealMi99,pass_defended,0,,,,,
player,201512200rai,gnb,NealMi99,sacks,0.5,,,,,
player,201512200rai,gnb,NealMi99,tackles_combined,4,,,,,
player,201512200rai,gnb,NealMi99,tackles_solo,3,,,,,
player,201512200rai,gnb,NealMi99,tackles_assists,1,,,,,
player,201512200rai,gnb,NealMi99,tackles_loss,1,,,,,
player,201512200rai,gnb,NealMi99,qb_hits,2,,,,,
player,201512200rai,gnb,NealMi99,fumbles_rec,0,,,,,
player,201512200rai,gnb,NealMi99,fumbles_rec_yds,0,,,,,
player,201512200rai,gnb,NealMi99,fumbles_rec_td,0,,,,,
player,201512200rai,gnb,NealMi99,fumbles_forced,0,,,,,
player,201512200rai,gnb,BurnMo99,def_int,0,,,,,
player,201512200rai,gnb,BurnMo99,def_int_yds,0,,,,,
player,201512200rai,gnb,BurnMo99,def_int_td,0,,,,,
player,201512200rai,gnb,BurnMo99,def_int_long,0,,,,,
player,201512200rai,gnb,BurnMo99,pass_defended,3,,,,,
player,201512200rai,gnb,BurnMo99,sacks,0.0,,,,,
player,201512200rai,gnb,BurnMo99,tackles_combined,8,,,,,
player,201512200rai,gnb,BurnMo99,tackles_solo,7,,,,,
player,201512200rai,gnb,BurnMo99,tackles_assists,1,,,,,
player,201512200rai,gnb,BurnMo99,tackles_loss,1,,,,,
player,201512200rai,gnb,BurnMo99,qb_hits,0,,,,,
player,201512200rai,gnb,BurnMo99,fumbles_rec,0,,,,,
player,201512200rai,gnb,BurnMo99,fumbles_rec_yds,0,,,,,
player,201512200rai,gnb,BurnMo99,fumbles_rec_td,0,,,,,
player,201512200rai,gnb,BurnMo99,fumbles_forced,0,,,,,
player,201512200rai,gnb,RyanJa00,def_int,0,,,,,
player,201512200rai,gnb,RyanJa00,def_int_yds,0,,,,,
player,201512200rai,gnb,RyanJa00,def_int_td,0,,,,,
player,201512200rai,gnb,RyanJa00,def_int_long,0,,,,,
player,201512200rai,gnb,RyanJa00,pass_defended,0,,,,,
player,201512200rai,gnb,RyanJa00,sacks,0.0,,,,,
player,201512200rai,gnb,RyanJa00,tackles_combined,7,,,,,
player,201512200rai,gnb,RyanJa00,tackles_solo,7,,,,,
player,201512200rai,gnb,RyanJa00,tackles_assists,0,,,,,
player,201512200rai,gnb,RyanJa00,tackles_loss,0,,,,,
player,201512200rai,gnb,RyanJa00,qb_hits,0,,,,,
player,201512200rai,gnb,RyanJa00,fumbles_rec,0,,,,,
player,201512200rai,gnb,RyanJa00,fumbles_rec_yds,0,,,,,
player,201512200rai,gnb,RyanJa00,fumbles_rec_td,0,,,,,
player,201512200rai,gnb,RyanJa00,fumbles_forced,0,,,,,
player,201512200rai,gnb,HaywCa00,def_int,0,,,,,
player,201512200rai,gnb,HaywCa00,def_int_yds,0,,,,,
player,201512200rai,gnb,HaywCa00,def_int_td,0,,,,,
player,201512200rai,gnb,HaywCa00,def_int_long,0,,,,,
player,201512200rai,gnb,HaywCa00,pass_defended,1,,,,,
player,201512200rai,gnb,HaywCa00,sacks,0.0,,,,,
player,201512200rai,gnb,HaywCa00,tackles_combined,4,,,,,
player,201512200rai,gnb,HaywCa00,tackles_solo,4,,,,,
player,201512200rai,gnb,HaywCa00,tackles_assists,0,,,,,
player,201512200rai,gnb,HaywCa00,tackles_loss,0,,,,,
player,201512200rai,gnb,HaywCa00,qb_hits,0,,,,,
player,201512200rai,gnb,HaywCa00,fumbles_rec,0,,,,,
player,201512200rai,gnb,HaywCa00,fumbles_rec_yds,0,,,,,
player,201512200rai,gnb,HaywCa00,fumbles_rec_td,0,,,,,
player,201512200rai,gnb,HaywCa00,fumbles_forced,0,,,,,
player,201512200rai,gnb,RollQu00,def_int,0,,,,,
player,201512200rai,gnb,RollQu00,def_int_yds,0,,,,,
player,201512200rai,gnb,RollQu00,def_int_td,0,,,,,
player,201512200rai,gnb,RollQu00,def_int_long,0,,,,,
player,201512200rai,gnb,RollQu00,pass_defended,2,,,,,
player,201512200rai,gnb,RollQu00,sacks,0.0,,,,,
player,201512200rai,gnb,RollQu00,tackles_combined,4,,,,,
player,201512200rai,gnb,RollQu00,tackles_solo,4,,,,,
player,201512200rai,gnb,RollQu00,tackles_assists,0,,,,,
player,201512200rai,gnb,RollQu00,tackles_loss,0,,,,,
player,201512200rai,gnb,RollQu00,qb_hits,0,,,,,
player,201512200rai,gnb,RollQu00,fumbles_rec,0,,,,,
player,201512200rai,gnb,RollQu00,fumbles_rec_yds,0,,,,,
player,201512200rai,gnb,RollQu00,fumbles_rec_td,0,,,,,
player,201512200rai,gnb,RollQu00,fumbles_forced,0,,,,,
player,201512200rai,gnb,ClinHa00,def_int,0,,,,,
player,201512200rai,gnb,ClinHa00,def_int_yds,0,,,,,
player,201512200rai,gnb,ClinHa00,def_int_td,0,,,,,
player,201512200rai,gnb,ClinHa00,def_int_long,0,,,,,
player,201512200rai,gnb,ClinHa00,pass_defended,0,,,,,
player,201512200rai,gnb,ClinHa00,sacks,0.0,,,,,
player,201512200rai,gnb,ClinHa00,tackles_combined,3,,,,,
player,201512200rai,gnb,ClinHa00,tackles_solo,3,,,,,
player,201512200rai,gnb,ClinHa00,tackles_assists,0,,,,,
player,201512200rai,gnb,ClinHa00,tackles_loss,0,,,,,
player,201512200rai,gnb,ClinHa00,qb_hits,0,,,,,
player,201512200rai,gnb,ClinHa00,fumbles_rec,0,,,,,
player,201512200rai,gnb,ClinHa00,fumbles_rec_yds,0,,,,,
player,201512200rai,gnb,ClinHa00,fumbles_rec_td,0,,,,,
player,201512200rai,gnb,ClinHa00,fumbles_forced,0,,,,,
player,201512200rai,gnb,DaniMi00,def_int,0,,,,,
player,201512200rai,gnb,DaniMi00,def_int_yds,0,,,,,
player,201512200rai,gnb,DaniMi00,def_int_td,0,,,,,
player,201512200rai,gnb,DaniMi00,def_int_long,0,,,,,
player,201512200rai,gnb,DaniMi00,pass_defended,0,,,,,
player,201512200rai,gnb,DaniMi00,sacks,0.0,,,,,
player,201512200rai,gnb,DaniMi00,tackles_combined,2,,,,,
player,201512200rai,gnb,DaniMi00,tackles_solo,1,,,,,
player,201512200rai,gnb,DaniMi00,tackles_assists,1,,,,,
player,201512200rai,gnb,DaniMi00,tackles_loss,0,,,,,
player,201512200rai,gnb,DaniMi00,qb_hits,0,,,,,
player,201512200rai,gnb,DaniMi00,fumbles_rec,0,,,,,
player,201512200rai,gnb,DaniMi00,fumbles_rec_yds,0,,,,,
player,201512200rai,gnb,DaniMi00,fumbles_rec_td,0,,,,,
player,201512200rai,gnb,DaniMi00,fumbles_forced,0,,,,,
player,201512200rai,gnb,GuioLe99,def_int,0,,,,,
player,201512200rai,gnb,GuioLe99,def_int_yds,0,,,,,
player,201512200rai,gnb,GuioLe99,def_int_td,0,,,,,
player,201512200rai,gnb,GuioLe99,def_int_long,0,,,,,
player,201512200rai,gnb,GuioLe99,pass_defended,0,,,,,
player,201512200rai,gnb,GuioLe99,sacks,0.0,,,,,
player,201512200rai,gnb,GuioLe99,tackles_combined,2,,,,,
player,201512200rai,gnb,GuioLe99,tackles_solo,2,,,,,
player,201512200rai,gnb,GuioLe99,tackles_assists,0,,,,,
player,201512200rai,gnb,GuioLe99,tackles_loss,0,,,,,
player,201512200rai,gnb,GuioLe99,qb_hits,0,,,,,
player,201512200rai,gnb,GuioLe99,fumbles_rec,0,,,,,
player,201512200rai,gnb,GuioLe99,fumbles_rec_yds,0,,,,,
player,201512200rai,gnb,GuioLe99,fumbles_rec_td,0,,,,,
player,201512200rai,gnb,GuioLe99,fumbles_forced,0,,,,,
player,201512200rai,gnb,PalmNa01,def_int,0,,,,,
player,201512200rai,gnb,PalmNa01,def_int_yds,0,,,,,
player,201512200rai,gnb,PalmNa01,def_int_td,0,,,,,
player,201512200rai,gnb,PalmNa01,def_int_long,0,,,,,
player,201512200rai,gnb,PalmNa01,pass_defended,0,,,,,
player,201512200rai,gnb,PalmNa01,sacks,0.0,,,,,
player,201512200rai,gnb,PalmNa01,tackles_combined,2,,,,,
player,201512200rai,gnb,PalmNa01,tackles_solo,2,,,,,
player,201512200rai,gnb,PalmNa01,tackles_assists,0,,,,,
player,201512200rai,gnb,PalmNa01,tackles_loss,0,,,,,
player,201512200rai,gnb,PalmNa01,qb_hits,0,,,,,
player,201512200rai,gnb,PalmNa01,fumbles_rec,0,,,,,
player,201512200rai,gnb,PalmNa01,fumbles_rec_yds,0,,,,,
player,201512200rai,gnb,PalmNa01,fumbles_rec_td,0,,,,,
player,201512200rai,gnb,PalmNa01,fumbles_forced,0,,,,,
player,201512200rai,gnb,RajiBJ99,def_int,0,,,,,
player,201512200rai,gnb,RajiBJ99,def_int_yds,0,,,,,
player,201512200rai,gnb,RajiBJ99,def_int_td,0,,,,,
player,201512200rai,gnb,RajiBJ99,def_int_long,0,,,,,
player,201512200rai,gnb,RajiBJ99,pass_defended,0,,,,,
player,201512200rai,gnb,RajiBJ99,sacks,0.0,,,,,
player,201512200rai,gnb,RajiBJ99,tackles_combined,2,,,,,
player,201512200rai,gnb,RajiBJ99,tackles_solo,2,,,,,
player,201512200rai,gnb,RajiBJ99,tackles_assists,0,,,,,
player,201512200rai,gnb,RajiBJ99,tackles_loss,0,,,,,
player,201512200rai,gnb,RajiBJ99,qb_hits,0,,,,,
player,201512200rai,gnb,RajiBJ99,fumbles_rec,0,,,,,
player,201512200rai,gnb,RajiBJ99,fumbles_rec_yds,0,,,,,
player,201512200rai,gnb,RajiBJ99,fumbles_rec_td,0,,,,,
player,201512200rai,gnb,RajiBJ99,fumbles_forced,0,,,,,
player,201512200rai,gnb,RipkAa00,def_int,0,,,,,
player,201512200rai,gnb,RipkAa00,def_int_yds,0,,,,,
player,201512200rai,gnb,RipkAa00,def_int_td,0,,,,,
player,201512200rai,gnb,RipkAa00,def_int_long,0,,,,,
player,201512200rai,gnb,RipkAa00,pass_defended,0,,,,,
player,201512200rai,gnb,RipkAa00,sacks,0.0,,,,,
player,201512200rai,gnb,RipkAa00,tackles_combined,2,,,,,
player,201512200rai,gnb,RipkAa00,tackles_solo,2,,,,,
player,201512200rai,gnb,RipkAa00,tackles_assists,0,,,,,
player,201512200rai,gnb,RipkAa00,tackles_loss,0,,,,,
player,201512200rai,gnb,RipkAa00,qb_hits,0,,,,,
player,201512200rai,gnb,RipkAa00,fumbles_rec,0,,,,,
player,201512200rai,gnb,RipkAa00,fumbles_rec_yds,0,,,,,
player,201512200rai,gnb,RipkAa00,fumbles_rec_td,0,,,,,
player,201512200rai,gnb,RipkAa00,fumbles_forced,0,,,,,
player,201512200rai,gnb,ElliJa02,def_int,0,,,,,
player,201512200rai,gnb,ElliJa02,def_int_yds,0,,,,,
player,201512200rai,gnb,ElliJa02,def_int_td,0,,,,,
player,201512200rai,gnb,ElliJa02,def_int_long,0,,,,,
player,201512200rai,gnb,ElliJa02,pass_defended,0,,,,,
player,201512200rai,gnb,ElliJa02,sacks,0.0,,,,,
player,201512200rai,gnb,ElliJa02,tackles_combined,1,,,,,
player,201512200rai,gnb,ElliJa02,tackles_solo,1,,,,,
player,201512200rai,gnb,ElliJa02,tackles_assists,0,,,,,
player,201512200rai,gnb,ElliJa02,tackles_loss,0,,,,,
player,201512200rai,gnb,ElliJa02,qb_hits,0,,,,,
player,201512200rai,gnb,ElliJa02,fumbles_rec,0,,,,,
player,201512200rai,gnb,ElliJa02,fumbles_rec_yds,0,,,,,
player,201512200rai,gnb,ElliJa02,fumbles_rec_td,0,,,,,
player,201512200rai,gnb,ElliJa02,fumbles_forced,0,,,,,
player,201512200rai,gnb,GuntLa00,def_int,0,,,,,
player,201512200rai,gnb,GuntLa00,def_int_yds,0,,,,,
player,201512200rai,gnb,GuntLa00,def_int_td,0,,,,,
player,201512200rai,gnb,GuntLa00,def_int_long,0,,,,,
player,201512200rai,gnb,GuntLa00,pass_defended,0,,,,,
player,201512200rai,gnb,GuntLa00,sacks,0.0,,,,,
player,201512200rai,gnb,GuntLa00,tackles_combined,1,,,,,
player,201512200rai,gnb,GuntLa00,tackles_solo,1,,,,,
player,201512200rai,gnb,GuntLa00,tackles_assists,0,,,,,
player,201512200rai,gnb,GuntLa00,tackles_loss,0,,,,,
player,201512200rai,gnb,GuntLa00,qb_hits,0,,,,,
player,201512200rai,gnb,GuntLa00,fumbles_rec,0,,,,,
player,201512200rai,gnb,GuntLa00,fumbles_rec_yds,0,,,,,
player,201512200rai,gnb,GuntLa00,fumbles_rec_td,0,,,,,
player,201512200rai,gnb,GuntLa00,fumbles_forced,0,,,,,
player,201512200rai,gnb,JaniJe00,def_int,0,,,,,
player,201512200rai,gnb,JaniJe00,def_int_yds,0,,,,,
player,201512200rai,gnb,JaniJe00,def_int_td,0,,,,,
player,201512200rai,gnb,JaniJe00,def_int_long,0,,,,,
player,201512200rai,gnb,JaniJe00,pass_defended,0,,,,,
player,201512200rai,gnb,JaniJe00,sacks,0.0,,,,,
player,201512200rai,gnb,JaniJe00,tackles_combined,1,,,,,
player,201512200rai,gnb,JaniJe00,tackles_solo,1,,,,,
player,201512200rai,gnb,JaniJe00,tackles_assists,0,,,,,
player,201512200rai,gnb,JaniJe00,tackles_loss,0,,,,,
player,201512200rai,gnb,JaniJe00,qb_hits,0,,,,,
player,201512200rai,gnb,JaniJe00,fumbles_rec,0,,,,,
player,201512200rai,gnb,JaniJe00,fumbles_rec_yds,0,,,,,
player,201512200rai,gnb,JaniJe00,fumbles_rec_td,0,,,,,
player,201512200rai,gnb,JaniJe00,fumbles_forced,0,,,,,
player,201512200rai,gnb,JoneDa03,def_int,0,,,,,
player,201512200rai,gnb,JoneDa03,def_int_yds,0,,,,,
player,201512200rai,gnb,JoneDa03,def_int_td,0,,,,,
player,201512200rai,gnb,JoneDa03,def_int_long,0,,,,,
player,201512200rai,gnb,JoneDa03,pass_defended,0,,,,,
player,201512200rai,gnb,JoneDa03,sacks,0.0,,,,,
player,201512200rai,gnb,JoneDa03,tackles_combined,1,,,,,
player,201512200rai,gnb,JoneDa03,tackles_solo,0,,,,,
player,201512200rai,gnb,JoneDa03,tackles_assists,1,,,,,
player,201512200rai,gnb,JoneDa03,tackles_loss,0,,,,,
player,201512200rai,gnb,JoneDa03,qb_hits,1,,,,,
player,201512200rai,gnb,JoneDa03,fumbles_rec,0,,,,,
player,201512200rai,gnb,JoneDa03,fumbles_rec_yds,0,,,,,
player,201512200rai,gnb,JoneDa03,fumbles_rec_td,0,,,,,
player,201512200rai,gnb,JoneDa03,fumbles_forced,0,,,,,
player,201512200rai,gnb,PennMi00,def_int,0,,,,,
player,201512200rai,gnb,PennMi00,def_int_yds,0,,,,,
player,201512200rai,gnb,PennMi00,def_int_td,0,,,,,
player,201512200rai,gnb,PennMi00,def_int_long,0,,,,,
player,201512200rai,gnb,PennMi00,pass_defended,0,,,,,
player,201512200rai,gnb,PennMi00,sacks,0.0,,,,,
player,201512200rai,gnb,PennMi00,tackles_combined,1,,,,,
player,201512200rai,gnb,PennMi00,tackles_solo,1,,,,,
player,201512200rai,gnb,PennMi00,tackles_assists,0,,,,,
player,201512200rai,gnb,PennMi00,tackles_loss,0,,,,,
player,201512200rai,gnb,PennMi00,qb_hits,0,,,,,
player,201512200rai,gnb,PennMi00,fumbles_rec,0,,,,,
player,201512200rai,gnb,PennMi00,fumbles_rec_yds,0,,,,,
player,201512200rai,gnb,PennMi00,fumbles_rec_td,0,,,,,
player,201512200rai,gnb,PennMi00,fumbles_forced,0,,,,,
player,201512200rai,gnb,ThomJo04,def_int,0,,,,,
player,201512200rai,gnb,ThomJo04,def_int_yds,0,,,,,
player,201512200rai,gnb,ThomJo04,def_int_td,0,,,,,
player,201512200rai,gnb,ThomJo04,def_int_long,0,,,,,
player,201512200rai,gnb,ThomJo04,pass_defended,0,,,,,
player,201512200rai,gnb,ThomJo04,sacks,0.0,,,,,
player,201512200rai,gnb,ThomJo04,tackles_combined,1,,,,,
player,201512200rai,gnb,ThomJo04,tackles_solo,1,,,,,
player,201512200rai,gnb,ThomJo04,tackles_assists,0,,,,,
player,201512200rai,gnb,ThomJo04,tackles_loss,1,,,,,
player,201512200rai,gnb,ThomJo04,qb_hits,0,,,,,
player,201512200rai,gnb,ThomJo04,fumbles_rec,0,,,,,
player,201512200rai,gnb,ThomJo04,fumbles_rec_yds,0,,,,,
player,201512200rai,gnb,ThomJo04,fumbles_rec_td,0,,,,,
player,201512200rai,gnb,ThomJo04,fumbles_forced,0,,,,,
player,201512200rai,gnb,PerrNi00,def_int,0,,,,,
player,201512200rai,gnb,PerrNi00,def_int_yds,0,,,,,
player,201512200rai,gnb,PerrNi00,def_int_td,0,,,,,
player,201512200rai,gnb,PerrNi00,def_int_long,0,,,,,
player,201512200rai,gnb,PerrNi00,pass_defended,0,,,,,
player,201512200rai,gnb,PerrNi00,sacks,0.0,,,,,
player,201512200rai,gnb,PerrNi00,tackles_combined,0,,,,,
player,201512200rai,gnb,PerrNi00,tackles_solo,0,,,,,
player,201512200rai,gnb,PerrNi00,tackles_assists,0,,,,,
player,201512200rai,gnb,PerrNi00,tackles_loss,1,,,,,
player,201512200rai,gnb,PerrNi00,qb_hits,2,,,,,
player,201512200rai,gnb,PerrNi00,fumbles_rec,0,,,,,
player,201512200rai,gnb,PerrNi00,fumbles_rec_yds,0,,,,,
player,201512200rai,gnb,PerrNi00,fumbles_rec_td,0,,,,,
player,201512200rai,gnb,PerrNi00,fumbles_forced,0,,,,,
player,201512200rai,rai,AmerDa00,def_int,1,,,,,
player,201512200rai,rai,AmerDa00,def_int_yds,1,,,,,
player,201512200rai,rai,AmerDa00,def_int_td,0,,,,,
player,201512200rai,rai,AmerDa00,def_int_long,1,,,,,
player,201512200rai,rai,AmerDa00,pass_defended,3,,,,,
player,201512200rai,rai,AmerDa00,sacks,0.0,,,,,
player,201512200rai,rai,AmerDa00,tackles_combined,6,,,,,
player,201512200rai,rai,AmerDa00,tackles_solo,6,,,,,
player,201512200rai,rai,AmerDa00,tackles_assists,0,,,,,
player,201512200rai,rai,AmerDa00,tackles_loss,0,,,,,
player,201512200rai,rai,AmerDa00,qb_hits,0,,,,,
player,201512200rai,rai,AmerDa00,fumbles_rec,0,,,,,
player,201512200rai,rai,AmerDa00,fumbles_rec_yds,0,,,,,
player,201512200rai,rai,AmerDa00,fumbles_rec_td,0,,,,,
player,201512200rai,rai,AmerDa00,fumbles_forced,0,,,,,
player,201512200rai,rai,HeenBe00,def_int,0,,,,,
player,201512200rai,rai,HeenBe00,def_int_yds,0,,,,,
player,201512200rai,rai,HeenBe00,def_int_td,0,,,,,
player,201512200rai,rai,HeenBe00,def_int_long,0,,,,,
player,201512200rai,rai,HeenBe00,pass_defended,0,,,,,
player,201512200rai,rai,HeenBe00,sacks,1.0,,,,,
player,201512200rai,rai,HeenBe00,tackles_combined,4,,,,,
player,201512200rai,rai,HeenBe00,tackles_solo,3,,,,,
player,201512200rai,rai,HeenBe00,tackles_assists,1,,,,,
player,201512200rai,rai,HeenBe00,tackles_loss,1,,,,,
player,201512200rai,rai,HeenBe00,qb_hits,1,,,,,
player,201512200rai,rai,HeenBe00,fumbles_rec,0,,,,,
player,201512200rai,rai,HeenBe00,fumbles_rec_yds,0,,,,,
player,201512200rai,rai,HeenBe00,fumbles_rec_td,0,,,,,
player,201512200rai,rai,HeenBe00,fumbles_forced,0,,,,,
player,201512200rai,rai,MackKh00,def_int,0,,,,,
player,201512200rai,rai,MackKh00,def_int_yds,0,,,,,
player,201512200rai,rai,MackKh00,def_int_td,0,,,,,
player,201512200rai,rai,MackKh00,def_int_long,0,,,,,
player,201512200rai,rai,MackKh00,pass_defended,0,,,,,
player,201512200rai,rai,MackKh00,sacks,1.0,,,,,
player,201512200rai,rai,MackKh00,tackles_combined,2,,,,,
player,201512200rai,rai,MackKh00,tackles_solo,1,,,,,
player,201512200rai,rai,MackKh00,tackles_assists,1,,,,,
player,201512200rai,rai,MackKh00,tackles_loss,1,,,,,
player,201512200rai,rai,MackKh00,qb_hits,1,,,,,
player,201512200rai,rai,MackKh00,fumbles_rec,0,,,,,
player,201512200rai,rai,MackKh00,fumbles_rec_yds,0,,,,,
player,201512200rai,rai,MackKh00,fumbles_rec_td,0,,,,,
player,201512200rai,rai,MackKh00,fumbles_forced,0,,,,,
player,201512200rai,rai,SmitMa02,def_int,0,,,,,
player,201512200rai,rai,SmitMa02,def_int_yds,0,,,,,
player,201512200rai,rai,SmitMa02,def_int_td,0,,,,,
player,201512200rai,rai,SmitMa02,def_int_long,0,,,,,
player,201512200rai,rai,SmitMa02,pass_defended,0,,,,,
player,201512200rai,rai,SmitMa02,sacks,0.0,,,,,
player,201512200rai,rai,SmitMa02,tackles_combined,7,,,,,
player,201512200rai,rai,SmitMa02,tackles_solo,7,,,,,
player,201512200rai,rai,SmitMa02,tackles_assists,0,,,,,
player,201512200rai,rai,SmitMa02,tackles_loss,2,,,,,
player,201512200rai,rai,SmitMa02,qb_hits,0,,,,,
player,201512200rai,rai,SmitMa02,fumbles_rec,0,,,,,
player,201512200rai,rai,SmitMa02,fumbles_rec_yds,0,,,,,
player,201512200rai,rai,SmitMa02,fumbles_rec_td,0,,,,,
player,201512200rai,rai,SmitMa02,fumbles_forced,0,,,,,
player,201512200rai,rai,HarrSh00,def_int,0,,,,,
player,201512200rai,rai,HarrSh00,def_int_yds,0,,,,,
player,201512200rai,rai,HarrSh00,def_int_td,0,,,,,
player,201512200rai,rai,HarrSh00,def_int_long,0,,,,,
player,201512200rai,rai,HarrSh00,pass_defended,0,,,,,
player,201512200rai,rai,HarrSh00,sacks,0.0,,,,,
player,201512200rai,rai,HarrSh00,tackles_combined,5,,,,,
player,201512200rai,rai,HarrSh00,tackles_solo,5,,,,,
player,201512200rai,rai,HarrSh00,tackles_assists,0,,,,,
player,201512200rai,rai,HarrSh00,tackles_loss,0,,,,,
player,201512200rai,rai,HarrSh00,qb_hits,0,,,,,
player,201512200rai,rai,HarrSh00,fumbles_rec,0,,,,,
player,201512200rai,rai,HarrSh00,fumbles_rec_yds,0,,,,,
player,201512200rai,rai,HarrSh00,fumbles_rec_td,0,,,,,
player,201512200rai,rai,HarrSh00,fumbles_forced,0,,,,,
player,201512200rai,rai,MayoBe00,def_int,0,,,,,
player,201512200rai,rai,MayoBe00,def_int_yds,0,,,,,
player,201512200rai,rai,MayoBe00,def_int_td,0,,,,,
player,201512200rai,rai,MayoBe00,def_int_long,0,,,,,
player,201512200rai,rai,MayoBe00,pass_defended,0,,,,,
player,201512200rai,rai,MayoBe00,sacks,0.0,,,,,
player,201512200rai,rai,MayoBe00,tackles_combined,4,,,,,
player,201512200rai,rai,MayoBe00,tackles_solo,4,,,,,
player,201512200rai,rai,MayoBe00,tackles_assists,0,,,,,
player,201512200rai,rai,MayoBe00,tackles_loss,1,,,,,
player,201512200rai,rai,MayoBe00,qb_hits,0,,,,,
player,201512200rai,rai,MayoBe00,fumbles_rec,1,,,,,
player,201512200rai,rai,MayoBe00,fumbles_rec_yds,0,,,,,
player,201512200rai,rai,MayoBe00,fumbles_rec_td,0,,,,,
player,201512200rai,rai,MayoBe00,fumbles_forced,1,,,,,
player,201512200rai,rai,McDoDe02,def_int,0,,,,,
player,201512200rai,rai,McDoDe02,def_int_yds,0,,,,,
player,201512200rai,rai,McDoDe02,def_int_td,0,,,,,
player,201512200rai,rai,McDoDe02,def_int_long,0,,,,,
player,201512200rai,rai,McDoDe02,pass_defended,0,,,,,
player,201512200rai,rai,McDoDe02,sacks,0.0,,,,,
player,201512200rai,rai,McDoDe02,tackles_combined,4,,,,,
player,201512200rai,rai,McDoDe02,tackles_solo,4,,,,,
player,201512200rai,rai,McDoDe02,tackles_assists,0,,,,,
player,201512200rai,rai,McDoDe02,tackles_loss,0,,,,,
player,201512200rai,rai,McDoDe02,qb_hits,0,,,,,
player,201512200rai,rai,McDoDe02,fumbles_rec,0,,,,,
player,201512200rai,rai,McDoDe02,fumbles_rec_yds,0,,,,,
player,201512200rai,rai,McDoDe02,fumbles_rec_td,0,,,,,
player,201512200rai,rai,McDoDe02,fumbles_forced,0,,,,,
player,201512200rai,rai,AlexLo99,def_int,0,,,,,
player,201512200rai,rai,AlexLo99,def_int_yds,0,,,,,
player,201512200rai,rai,AlexLo99,def_int_td,0,,,,,
player,201512200rai,rai,AlexLo99,def_int_long,0,,,,,
player,201512200rai,rai,AlexLo99,pass_defended,0,,,,,
player,201512200rai,rai,AlexLo99,sacks,0.0,,,,,
player,201512200rai,rai,AlexLo99,tackles_combined,3,,,,,
player,201512200rai,rai,AlexLo99,tackles_solo,3,,,,,
player,201512200rai,rai,AlexLo99,tackles_assists,0,,,,,
player,201512200rai,rai,AlexLo99,tackles_loss,0,,,,,
player,201512200rai,rai,AlexLo99,qb_hits,0,,,,,
player,201512200rai,rai,AlexLo99,fumbles_rec,0,,,,,
player,201512200rai,rai,AlexLo99,fumbles_rec_yds,0,,,,,
player,201512200rai,rai,AlexLo99,fumbles_rec_td,0,,,,,
player,201512200rai,rai,AlexLo99,fumbles_forced,0,,,,,
player,201512200rai,rai,AutrDe00,def_int,0,,,,,
player,201512200rai,rai,AutrDe00,def_int_yds,0,,,,,
player,201512200rai,rai,AutrDe00,def_int_td,0,,,,,
player,201512200rai,rai,AutrDe00,def_int_long,0,,,,,
player,201512200rai,rai,AutrDe00,pass_defended,0,,,,,
player,201512200rai,rai,AutrDe00,sacks,0.0,,,,,
player,201512200rai,rai,AutrDe00,tackles_combined,3,,,,,
player,201512200rai,rai,AutrDe00,tackles_solo,3,,,,,
player,201512200rai,rai,AutrDe00,tackles_assists,0,,,,,
