game,2015,17,20160103,201601030den,sdg,"San Diego Chargers",20,den,"Denver Broncos",27
team,201601030den,sdg,First Downs,15,,,,,,
team,201601030den,den,First Downs,21,,,,,,
team,201601030den,sdg,Rush-Yds-TDs,29-110-0,,,,,,
team,201601030den,den,Rush-Yds-TDs,32-210-2,,,,,,
team,201601030den,sdg,Cmp-Att-Yd-TD-INT,21-35-228-2-1,,,,,,
team,201601030den,den,Cmp-Att-Yd-TD-INT,19-31-301-1-2,,,,,,
team,201601030den,sdg,Sacked-Yards,3-21,,,,,,
team,201601030den,den,Sacked-Yards,2-8,,,,,,
team,201601030den,sdg,Net Pass Yards,207,,,,,,
team,201601030den,den,Net Pass Yards,293,,,,,,
team,201601030den,sdg,Total Yards,317,,,,,,
team,201601030den,den,Total Yards,503,,,,,,
team,201601030den,sdg,Fumbles-Lost,3-0,,,,,,
team,201601030den,den,Fumbles-Lost,3-3,,,,,,
team,201601030den,sdg,Turnovers,1,,,,,,
team,201601030den,den,Turnovers,5,,,,,,
team,201601030den,sdg,Penalties-Yards,7-45,,,,,,
team,201601030den,den,Penalties-Yards,6-35,,,,,,
team,201601030den,sdg,Third Down Conv.,6-18,,,,,,
team,201601030den,den,Third Down Conv.,5-11,,,,,,
team,201601030den,sdg,Fourth Down Conv.,0-2,,,,,,
team,201601030den,den,Fourth Down Conv.,0-0,,,,,,
team,201601030den,sdg,Time of Possession,34:32,,,,,,
team,201601030den,den,Time of Possession,25:28,,,,,,
player,201601030den,sdg,RivePh00,pass_cmp,21,,,,,
player,201601030den,sdg,RivePh00,pass_att,35,,,,,
player,201601030den,sdg,RivePh00,pass_yds,228,,,,,
player,201601030den,sdg,RivePh00,pass_td,2,,,,,
player,201601030den,sdg,RivePh00,pass_int,1,,,,,
player,201601030den,sdg,RivePh00,pass_sacked,3,,,,,
player,201601030den,sdg,RivePh00,pass_sacked_yds,21,,,,,
player,201601030den,sdg,RivePh00,pass_long,80,,,,,
player,201601030den,sdg,RivePh00,pass_rating,86.4,,,,,
player,201601030den,sdg,RivePh00,rush_att,2,,,,,
player,201601030den,sdg,RivePh00,rush_yds,5,,,,,
player,201601030den,sdg,RivePh00,rush_td,0,,,,,
