game,2015,1,20150913,201509130was,mia,"Miami Dolphins",17,was,"Washington Redskins",10
player,201509130was,was,CullCh00,def_int_long,0,,,,,
player,201509130was,was,CullCh00,pass_defended,0,,,,,
player,201509130was,was,CullCh00,sacks,0.0,,,,,
player,201509130was,was,CullCh00,tackles_combined,1,,,,,
player,201509130was,was,CullCh00,tackles_solo,0,,,,,
player,201509130was,was,CullCh00,tackles_assists,1,,,,,
player,201509130was,was,CullCh00,tackles_loss,0,,,,,
player,201509130was,was,CullCh00,qb_hits,0,,,,,
player,201509130was,was,CullCh00,fumbles_rec,0,,,,,
player,201509130was,was,CullCh00,fumbles_rec_yds,0,,,,,
player,201509130was,was,CullCh00,fumbles_rec_td,0,,,,,
player,201509130was,was,CullCh00,fumbles_forced,0,,,,,
player,201509130was,was,JarrKy00,def_int,0,,,,,
player,201509130was,was,JarrKy00,def_int_yds,0,,,,,
player,201509130was,was,JarrKy00,def_int_td,0,,,,,
player,201509130was,was,JarrKy00,def_int_long,0,,,,,
player,201509130was,was,JarrKy00,pass_defended,0,,,,,
player,201509130was,was,JarrKy00,sacks,0.0,,,,,
player,201509130was,was,JarrKy00,tackles_combined,1,,,,,
player,201509130was,was,JarrKy00,tackles_solo,1,,,,,
player,201509130was,was,JarrKy00,tackles_assists,0,,,,,
player,201509130was,was,JarrKy00,tackles_loss,0,,,,,
player,201509130was,was,JarrKy00,qb_hits,0,,,,,
player,201509130was,was,JarrKy00,fumbles_rec,0,,,,,
player,201509130was,was,JarrKy00,fumbles_rec_yds,0,,,,,
player,201509130was,was,JarrKy00,fumbles_rec_td,0,,,,,
player,201509130was,was,JarrKy00,fumbles_forced,0,,,,,
player,201509130was,was,KnigTe99,def_int,0,,,,,
player,201509130was,was,KnigTe99,def_int_yds,0,,,,,
player,201509130was,was,KnigTe99,def_int_td,0,,,,,
player,201509130was,was,KnigTe99,def_int_long,0,,,,,
player,201509130was,was,KnigTe99,pass_defended,0,,,,,
player,201509130was,was,KnigTe99,sacks,0.0,,,,,
player,201509130was,was,KnigTe99,tackles_combined,1,,,,,
player,201509130was,was,KnigTe99,tackles_solo,1,,,,,
player,201509130was,was,KnigTe99,tackles_assists,0,,,,,
player,201509130was,was,KnigTe99,tackles_loss,0,,,,,
player,201509130was,was,KnigTe99,qb_hits,0,,,,,
player,201509130was,was,KnigTe99,fumbles_rec,0,,,,,
player,201509130was,was,KnigTe99,fumbles_rec_yds,0,,,,,
player,201509130was,was,KnigTe99,fumbles_rec_td,0,,,,,
player,201509130was,was,KnigTe99,fumbles_forced,0,,,,,
player,201509130was,was,SpaiMa00,def_int,0,,,,,
player,201509130was,was,SpaiMa00,def_int_yds,0,,,,,
player,201509130was,was,SpaiMa00,def_int_td,0,,,,,
player,201509130was,was,SpaiMa00,def_int_long,0,,,,,
player,201509130was,was,SpaiMa00,pass_defended,0,,,,,
player,201509130was,was,SpaiMa00,sacks,0.0,,,,,
player,201509130was,was,SpaiMa00,tackles_combined,1,,,,,
player,201509130was,was,SpaiMa00,tackles_solo,1,,,,,
player,201509130was,was,SpaiMa00,tackles_assists,0,,,,,
player,201509130was,was,SpaiMa00,tackles_loss,0,,,,,
player,201509130was,was,SpaiMa00,qb_hits,0,,,,,
player,201509130was,was,SpaiMa00,fumbles_rec,0,,,,,
player,201509130was,was,SpaiMa00,fumbles_rec_yds,0,,,,,
player,201509130was,was,SpaiMa00,fumbles_rec_td,0,,,,,
player,201509130was,was,SpaiMa00,fumbles_forced,0,,,,,
player,201509130was,mia,LandJa00,kick_ret,0,,,,,
player,201509130was,mia,LandJa00,kick_ret_yds,0,,,,,
player,201509130was,mia,LandJa00,kick_ret_yds_per_ret,,,,,,
player,201509130was,mia,LandJa00,kick_ret_td,0,,,,,
player,201509130was,mia,LandJa00,kick_ret_long,0,,,,,
player,201509130was,mia,LandJa00,punt_ret,2,,,,,
player,201509130was,mia,LandJa00,punt_ret_yds,74,,,,,
player,201509130was,mia,LandJa00,punt_ret_yds_per_ret,37.0,,,,,
player,201509130was,mia,LandJa00,punt_ret_td,1,,,,,
player,201509130was,mia,LandJa00,punt_ret_long,69,,,,,
player,201509130was,mia,JameLa00,kick_ret,2,,,,,
player,201509130was,mia,JameLa00,kick_ret_yds,54,,,,,
player,201509130was,mia,JameLa00,kick_ret_yds_per_ret,27.0,,,,,
player,201509130was,mia,JameLa00,kick_ret_td,0,,,,,
player,201509130was,mia,JameLa00,kick_ret_long,29,,,,,
player,201509130was,mia,JameLa00,punt_ret,0,,,,,
player,201509130was,mia,JameLa00,punt_ret_yds,0,,,,,
player,201509130was,mia,JameLa00,punt_ret_yds_per_ret,,,,,,
player,201509130was,mia,JameLa00,punt_ret_td,0,,,,,
player,201509130was,mia,JameLa00,punt_ret_long,0,,,,,
player,201509130was,was,CrowJa00,kick_ret,0,,,,,
player,201509130was,was,CrowJa00,kick_ret_yds,0,,,,,
player,201509130was,was,CrowJa00,kick_ret_yds_per_ret,,,,,,
player,201509130was,was,CrowJa00,kick_ret_td,0,,,,,
player,201509130was,was,CrowJa00,kick_ret_long,0,,,,,
player,201509130was,was,CrowJa00,punt_ret,2,,,,,
player,201509130was,was,CrowJa00,punt_ret_yds,23,,,,,
player,201509130was,was,CrowJa00,punt_ret_yds_per_ret,11.5,,,,,
player,201509130was,was,CrowJa00,punt_ret_td,0,,,,,
player,201509130was,was,CrowJa00,punt_ret_long,13,,,,,
player,201509130was,was,ThomCh03,kick_ret,1,,,,,
player,201509130was,was,ThomCh03,kick_ret_yds,36,,,,,
player,201509130was,was,ThomCh03,kick_ret_yds_per_ret,36.0,,,,,
player,201509130was,was,ThomCh03,kick_ret_td,0,,,,,
player,201509130was,was,ThomCh03,kick_ret_long,36,,,,,
player,201509130was,was,ThomCh03,punt_ret,0,,,,,
player,201509130was,was,ThomCh03,punt_ret_yds,0,,,,,
player,201509130was,was,ThomCh03,punt_ret_yds_per_ret,,,,,,
player,201509130was,was,ThomCh03,punt_ret_td,0,,,,,
player,201509130was,was,ThomCh03,punt_ret_long,0,,,,,
player,201509130was,mia,FranAn01,xpm,2,,,,,
player,201509130was,mia,FranAn01,xpa,2,,,,,
player,201509130was,mia,FranAn01,fgm,1,,,,,
player,201509130was,mia,FranAn01,fga,1,,,,,
player,201509130was,mia,FranAn01,punt,0,,,,,
player,201509130was,mia,FranAn01,punt_yds,0,,,,,
player,201509130was,mia,FranAn01,punt_yds_per_punt,,,,,,
player,201509130was,mia,FranAn01,punt_long,0,,,,,
player,201509130was,mia,DarrMa00,xpm,,,,,,
player,201509130was,mia,DarrMa00,xpa,,,,,,
player,201509130was,mia,DarrMa00,fgm,,,,,,
player,201509130was,mia,DarrMa00,fga,,,,,,
player,201509130was,mia,DarrMa00,punt,4,,,,,
player,201509130was,mia,DarrMa00,punt_yds,217,,,,,
player,201509130was,mia,DarrMa00,punt_yds_per_punt,54.3,,,,,
player,201509130was,mia,DarrMa00,punt_long,63,,,,,
player,201509130was,was,ForbKa00,xpm,1,,,,,
player,201509130was,was,ForbKa00,xpa,1,,,,,
player,201509130was,was,ForbKa00,fgm,1,,,,,
player,201509130was,was,ForbKa00,fga,2,,,,,
player,201509130was,was,ForbKa00,punt,0,,,,,
player,201509130was,was,ForbKa00,punt_yds,0,,,,,
player,201509130was,was,ForbKa00,punt_yds_per_punt,,,,,,
player,201509130was,was,ForbKa00,punt_long,0,,,,,
player,201509130was,was,WayxTr00,xpm,,,,,,
player,201509130was,was,WayxTr00,xpa,,,,,,
player,201509130was,was,WayxTr00,fgm,,,,,,
player,201509130was,was,WayxTr00,fga,,,,,,
player,201509130was,was,WayxTr00,punt,3,,,,,
player,201509130was,was,WayxTr00,punt_yds,124,,,,,
player,201509130was,was,WayxTr00,punt_yds_per_punt,41.3,,,,,
player,201509130was,was,WayxTr00,punt_long,54,,,,,
player,201509130was,was,WillTr21,pos,T,,,,,
player,201509130was,was,WillTr21,offense,76,,,,,
player,201509130was,was,WillTr21,off_pct,100%,,,,,
player,201509130was,was,WillTr21,defense,0,,,,,
player,201509130was,was,WillTr21,def_pct,0%,,,,,
player,201509130was,was,WillTr21,special_teams,3,,,,,
player,201509130was,was,WillTr21,st_pct,15%,,,,,
player,201509130was,was,ScheBr00,pos,T,,,,,
player,201509130was,was,ScheBr00,offense,76,,,,,
player,201509130was,was,ScheBr00,off_pct,100%,,,,,
player,201509130was,was,ScheBr00,defense,0,,,,,
player,201509130was,was,ScheBr00,def_pct,0%,,,,,
player,201509130was,was,ScheBr00,special_teams,3,,,,,
player,201509130was,was,ScheBr00,st_pct,15%,,,,,
player,201509130was,was,LauvSh20,pos,G,,,,,
player,201509130was,was,LauvSh20,offense,76,,,,,
player,201509130was,was,LauvSh20,off_pct,100%,,,,,
player,201509130was,was,LauvSh20,defense,0,,,,,
player,201509130was,was,LauvSh20,def_pct,0%,,,,,
player,201509130was,was,LauvSh20,special_teams,3,,,,,
player,201509130was,was,LauvSh20,st_pct,15%,,,,,
player,201509130was,was,CousKi00,pos,QB,,,,,
player,201509130was,was,CousKi00,offense,76,,,,,
player,201509130was,was,CousKi00,off_pct,100%,,,,,
player,201509130was,was,CousKi00,defense,0,,,,,
player,201509130was,was,CousKi00,def_pct,0%,,,,,
player,201509130was,was,CousKi00,special_teams,0,,,,,
player,201509130was,was,CousKi00,st_pct,0%,,,,,
player,201509130was,was,LichKo20,pos,C,,,,,
player,201509130was,was,LichKo20,offense,76,,,,,
player,201509130was,was,LichKo20,off_pct,100%,,,,,
player,201509130was,was,LichKo20,defense,0,,,,,
player,201509130was,was,LichKo20,def_pct,0%,,,,,
player,201509130was,was,LichKo20,special_teams,0,,,,,
player,201509130was,was,LichKo20,st_pct,0%,,,,,
player,201509130was,was,MoseMo00,pos,T,,,,,
player,201509130was,was,MoseMo00,offense,74,,,,,
player,201509130was,was,MoseMo00,off_pct,97%,,,,,
player,201509130was,was,MoseMo00,defense,0,,,,,
player,201509130was,was,MoseMo00,def_pct,0%,,,,,
player,201509130was,was,MoseMo00,special_teams,3,,,,,
player,201509130was,was,MoseMo00,st_pct,15%,,,,,
player,201509130was,was,GarcPi00,pos,WR,,,,,
player,201509130was,was,GarcPi00,offense,66,,,,,
player,201509130was,was,GarcPi00,off_pct,87%,,,,,
player,201509130was,was,GarcPi00,defense,0,,,,,
player,201509130was,was,GarcPi00,def_pct,0%,,,,,
player,201509130was,was,GarcPi00,special_teams,0,,,,,
player,201509130was,was,GarcPi00,st_pct,0%,,,,,
player,201509130was,was,ReedJo02,pos,TE,,,,,
player,201509130was,was,ReedJo02,offense,64,,,,,
player,201509130was,was,ReedJo02,off_pct,84%,,,,,
player,201509130was,was,ReedJo02,defense,0,,,,,
player,201509130was,was,ReedJo02,def_pct,0%,,,,,
player,201509130was,was,ReedJo02,special_teams,0,,,,,
player,201509130was,was,ReedJo02,st_pct,0%,,,,,
player,201509130was,was,RobeAn00,pos,WR,,,,,
player,201509130was,was,RobeAn00,offense,54,,,,,
player,201509130was,was,RobeAn00,off_pct,71%,,,,,
player,201509130was,was,RobeAn00,defense,0,,,,,
player,201509130was,was,RobeAn00,def_pct,0%,,,,,
player,201509130was,was,RobeAn00,special_teams,0,,,,,
player,201509130was,was,RobeAn00,st_pct,0%,,,,,
player,201509130was,was,GranRy01,pos,WR,,,,,
player,201509130was,was,GranRy01,offense,50,,,,,
player,201509130was,was,GranRy01,off_pct,66%,,,,,
player,201509130was,was,GranRy01,defense,0,,,,,
player,201509130was,was,GranRy01,def_pct,0%,,,,,
player,201509130was,was,GranRy01,special_teams,8,,,,,
player,201509130was,was,GranRy01,st_pct,40%,,,,,
player,201509130was,was,MorrAl00,pos,RB,,,,,
player,201509130was,was,MorrAl00,offense,47,,,,,
player,201509130was,was,MorrAl00,off_pct,62%,,,,,
player,201509130was,was,MorrAl00,defense,0,,,,,
player,201509130was,was,MorrAl00,def_pct,0%,,,,,
player,201509130was,was,MorrAl00,special_teams,0,,,,,
player,201509130was,was,MorrAl00,st_pct,0%,,,,,
player,201509130was,was,CarrDe00,pos,TE,,,,,
player,201509130was,was,CarrDe00,offense,34,,,,,
player,201509130was,was,CarrDe00,off_pct,45%,,,,,
player,201509130was,was,CarrDe00,defense,0,,,,,
player,201509130was,was,CarrDe00,def_pct,0%,,,,,
player,201509130was,was,CarrDe00,special_teams,7,,,,,
player,201509130was,was,CarrDe00,st_pct,35%,,,,,
player,201509130was,was,ThomCh03,pos,RB,,,,,
player,201509130was,was,ThomCh03,offense,19,,,,,
player,201509130was,was,ThomCh03,off_pct,25%,,,,,
player,201509130was,was,ThomCh03,defense,0,,,,,
player,201509130was,was,ThomCh03,def_pct,0%,,,,,
player,201509130was,was,ThomCh03,special_teams,4,,,,,
player,201509130was,was,ThomCh03,st_pct,20%,,,,,
player,201509130was,was,CrowJa00,pos,WR,,,,,
player,201509130was,was,CrowJa00,offense,14,,,,,
player,201509130was,was,CrowJa00,off_pct,18%,,,,,
player,201509130was,was,CrowJa00,defense,0,,,,,
player,201509130was,was,CrowJa00,def_pct,0%,,,,,
player,201509130was,was,CrowJa00,special_teams,4,,,,,
player,201509130was,was,CrowJa00,st_pct,20%,,,,,
player,201509130was,was,JackDe00,pos,WR,,,,,
player,201509130was,was,JackDe00,offense,12,,,,,
player,201509130was,was,JackDe00,off_pct,16%,,,,,
player,201509130was,was,JackDe00,defense,0,,,,,
player,201509130was,was,JackDe00,def_pct,0%,,,,,
player,201509130was,was,JackDe00,special_teams,0,,,,,
player,201509130was,was,JackDe00,st_pct,0%,,,,,
player,201509130was,was,JoneMa04,pos,RB,,,,,
player,201509130was,was,JoneMa04,offense,10,,,,,
player,201509130was,was,JoneMa04,off_pct,13%,,,,,
player,201509130was,was,JoneMa04,defense,0,,,,,
player,201509130was,was,JoneMa04,def_pct,0%,,,,,
player,201509130was,was,JoneMa04,special_teams,10,,,,,
player,201509130was,was,JoneMa04,st_pct,50%,,,,,
player,201509130was,was,YounDa01,pos,FB,,,,,
player,201509130was,was,YounDa01,offense,10,,,,,
player,201509130was,was,YounDa01,off_pct,13%,,,,,
player,201509130was,was,YounDa01,defense,0,,,,,
player,201509130was,was,YounDa01,def_pct,0%,,,,,
player,201509130was,was,YounDa01,special_teams,10,,,,,
player,201509130was,was,YounDa01,st_pct,50%,,,,,
player,201509130was,was,NsekTy00,pos,T,,,,,
player,201509130was,was,NsekTy00,offense,2,,,,,
player,201509130was,was,NsekTy00,off_pct,3%,,,,,
player,201509130was,was,NsekTy00,defense,0,,,,,
player,201509130was,was,NsekTy00,def_pct,0%,,,,,
player,201509130was,was,NsekTy00,special_teams,0,,,,,
player,201509130was,was,NsekTy00,st_pct,0%,,,,,
player,201509130was,was,GoldDa99,pos,FS,,,,,
player,201509130was,was,GoldDa99,offense,0,,,,,
player,201509130was,was,GoldDa99,off_pct,0%,,,,,
player,201509130was,was,GoldDa99,defense,56,,,,,
player,201509130was,was,GoldDa99,def_pct,100%,,,,,
player,201509130was,was,GoldDa99,special_teams,6,,,,,
player,201509130was,was,GoldDa99,st_pct,30%,,,,,
player,201509130was,was,RilePe00,pos,LB,,,,,
player,201509130was,was,RilePe00,offense,0,,,,,
player,201509130was,was,RilePe00,off_pct,0%,,,,,
player,201509130was,was,RilePe00,defense,56,,,,,
player,201509130was,was,RilePe00,def_pct,100%,,,,,
player,201509130was,was,RilePe00,special_teams,5,,,,,
player,201509130was,was,RilePe00,st_pct,25%,,,,,
player,201509130was,was,RobiKe01,pos,LB,,,,,
player,201509130was,was,RobiKe01,offense,0,,,,,
player,201509130was,was,RobiKe01,off_pct,0%,,,,,
player,201509130was,was,RobiKe01,defense,56,,,,,
player,201509130was,was,RobiKe01,def_pct,100%,,,,,
player,201509130was,was,RobiKe01,special_teams,4,,,,,
player,201509130was,was,RobiKe01,st_pct,20%,,,,,
player,201509130was,was,KerrRy00,pos,LB,,,,,
player,201509130was,was,KerrRy00,offense,0,,,,,
player,201509130was,was,KerrRy00,off_pct,0%,,,,,
player,201509130was,was,KerrRy00,defense,56,,,,,
player,201509130was,was,KerrRy00,def_pct,100%,,,,,
player,201509130was,was,KerrRy00,special_teams,3,,,,,
player,201509130was,was,KerrRy00,st_pct,15%,,,,,
player,201509130was,was,CullCh00,pos,CB,,,,,
player,201509130was,was,CullCh00,offense,0,,,,,
player,201509130was,was,CullCh00,off_pct,0%,,,,,
player,201509130was,was,CullCh00,defense,56,,,,,
player,201509130was,was,CullCh00,def_pct,100%,,,,,
player,201509130was,was,CullCh00,special_teams,0,,,,,
player,201509130was,was,CullCh00,st_pct,0%,,,,,
player,201509130was,was,RobiTr02,pos,FS,,,,,
player,201509130was,was,RobiTr02,offense,0,,,,,
player,201509130was,was,RobiTr02,off_pct,0%,,,,,
player,201509130was,was,RobiTr02,defense,48,,,,,
player,201509130was,was,RobiTr02,def_pct,86%,,,,,
player,201509130was,was,RobiTr02,special_teams,12,,,,,
player,201509130was,was,RobiTr02,st_pct,60%,,,,,
player,201509130was,was,HallDe99,pos,CB,,,,,
player,201509130was,was,HallDe99,offense,0,,,,,
player,201509130was,was,HallDe99,off_pct,0%,,,,,
player,201509130was,was,HallDe99,defense,48,,,,,
player,201509130was,was,HallDe99,def_pct,86%,,,,,
player,201509130was,was,HallDe99,special_teams,1,,,,,
player,201509130was,was,HallDe99,st_pct,5%,,,,,
player,201509130was,was,RogeJu00,pos,CB,,,,,
player,201509130was,was,RogeJu00,offense,0,,,,,
player,201509130was,was,RogeJu00,off_pct,0%,,,,,
player,201509130was,was,RogeJu00,defense,45,,,,,
player,201509130was,was,RogeJu00,def_pct,80%,,,,,
player,201509130was,was,RogeJu00,special_teams,6,,,,,
player,201509130was,was,RogeJu00,st_pct,30%,,,,,
player,201509130was,was,MurpTr00,pos,LB,,,,,
player,201509130was,was,MurpTr00,offense,0,,,,,
player,201509130was,was,MurpTr00,off_pct,0%,,,,,
player,201509130was,was,MurpTr00,defense,44,,,,,
player,201509130was,was,MurpTr00,def_pct,79%,,,,,
player,201509130was,was,MurpTr00,special_teams,9,,,,,
player,201509130was,was,MurpTr00,st_pct,45%,,,,,
player,201509130was,was,HatcJa20,pos,DE,,,,,
player,201509130was,was,HatcJa20,offense,0,,,,,
player,201509130was,was,HatcJa20,off_pct,0%,,,,,
player,201509130was,was,HatcJa20,defense,42,,,,,
player,201509130was,was,HatcJa20,def_pct,75%,,,,,
player,201509130was,was,HatcJa20,special_teams,3,,,,,
player,201509130was,was,HatcJa20,st_pct,15%,,,,,
player,201509130was,was,BakeCh99,pos,DE,,,,,
player,201509130was,was,BakeCh99,offense,0,,,,,
player,201509130was,was,BakeCh99,off_pct,0%,,,,,
player,201509130was,was,BakeCh99,defense,25,,,,,
player,201509130was,was,BakeCh99,def_pct,45%,,,,,
player,201509130was,was,BakeCh99,special_teams,0,,,,,
player,201509130was,was,BakeCh99,st_pct,0%,,,,,
player,201509130was,was,KnigTe99,pos,NT,,,,,
player,201509130was,was,KnigTe99,offense,0,,,,,
player,201509130was,was,KnigTe99,off_pct,0%,,,,,
player,201509130was,was,KnigTe99,defense,23,,,,,
player,201509130was,was,KnigTe99,def_pct,41%,,,,,
player,201509130was,was,KnigTe99,special_teams,6,,,,,
player,201509130was,was,KnigTe99,st_pct,30%,,,,,
player,201509130was,was,PaeaSt00,pos,DE,,,,,
player,201509130was,was,PaeaSt00,offense,0,,,,,
player,201509130was,was,PaeaSt00,off_pct,0%,,,,,
player,201509130was,was,PaeaSt00,defense,13,,,,,
player,201509130was,was,PaeaSt00,def_pct,23%,,,,,
player,201509130was,was,PaeaSt00,special_teams,4,,,,,
player,201509130was,was,PaeaSt00,st_pct,20%,,,,,
player,201509130was,was,SmitPr00,pos,LB,,,,,
player,201509130was,was,SmitPr00,offense,0,,,,,
player,201509130was,was,SmitPr00,off_pct,0%,,,,,
player,201509130was,was,SmitPr00,defense,12,,,,,
player,201509130was,was,SmitPr00,def_pct,21%,,,,,
player,201509130was,was,SmitPr00,special_teams,7,,,,,
player,201509130was,was,SmitPr00,st_pct,35%,,,,,
player,201509130was,was,JeanRi99,pos,DE,,,,,
player,201509130was,was,JeanRi99,offense,0,,,,,
player,201509130was,was,JeanRi99,off_pct,0%,,,,,
player,201509130was,was,JeanRi99,defense,11,,,,,
player,201509130was,was,JeanRi99,def_pct,20%,,,,,
player,201509130was,was,JeanRi99,special_teams,4,,,,,
player,201509130was,was,JeanRi99,st_pct,20%,,,,,
player,201509130was,was,AmerDa00,pos,CB,,,,,
player,201509130was,was,AmerDa00,offense,0,,,,,
player,201509130was,was,AmerDa00,off_pct,0%,,,,,
player,201509130was,was,AmerDa00,defense,8,,,,,
player,201509130was,was,AmerDa00,def_pct,14%,,,,,
player,201509130was,was,AmerDa00,special_teams,13,,,,,
player,201509130was,was,AmerDa00,st_pct,65%,,,,,
player,201509130was,was,IhenDu00,pos,SS,,,,,
player,201509130was,was,IhenDu00,offense,0,,,,,
player,201509130was,was,IhenDu00,off_pct,0%,,,,,
player,201509130was,was,IhenDu00,defense,8,,,,,
player,201509130was,was,IhenDu00,def_pct,14%,,,,,
player,201509130was,was,IhenDu00,special_teams,0,,,,,
player,201509130was,was,IhenDu00,st_pct,0%,,,,,
player,201509130was,was,JarrKy00,pos,FS,,,,,
player,201509130was,was,JarrKy00,offense,0,,,,,
player,201509130was,was,JarrKy00,off_pct,0%,,,,,
player,201509130was,was,JarrKy00,defense,5,,,,,
player,201509130was,was,JarrKy00,def_pct,9%,,,,,
player,201509130was,was,JarrKy00,special_teams,14,,,,,
player,201509130was,was,JarrKy00,st_pct,70%,,,,,
player,201509130was,was,GolsKe20,pos,NT,,,,,
player,201509130was,was,GolsKe20,offense,0,,,,,
player,201509130was,was,GolsKe20,off_pct,0%,,,,,
player,201509130was,was,GolsKe20,defense,4,,,,,
player,201509130was,was,GolsKe20,def_pct,7%,,,,,
player,201509130was,was,GolsKe20,special_teams,4,,,,,
player,201509130was,was,GolsKe20,st_pct,20%,,,,,
player,201509130was,was,JohnJe02,pos,SS,,,,,
player,201509130was,was,JohnJe02,offense,0,,,,,
player,201509130was,was,JohnJe02,off_pct,0%,,,,,
player,201509130was,was,JohnJe02,defense,0,,,,,
player,201509130was,was,JohnJe02,def_pct,0%,,,,,
player,201509130was,was,JohnJe02,special_teams,14,,,,,
player,201509130was,was,JohnJe02,st_pct,70%,,,,,
player,201509130was,was,CompWi00,pos,LB,,,,,
player,201509130was,was,CompWi00,offense,0,,,,,
player,201509130was,was,CompWi00,off_pct,0%,,,,,
player,201509130was,was,CompWi00,defense,0,,,,,
player,201509130was,was,CompWi00,def_pct,0%,,,,,
player,201509130was,was,CompWi00,special_teams,10,,,,,
player,201509130was,was,CompWi00,st_pct,50%,,,,,
player,201509130was,was,SpaiMa00,pos,LB,,,,,
player,201509130was,was,SpaiMa00,offense,0,,,,,
player,201509130was,was,SpaiMa00,off_pct,0%,,,,,
player,201509130was,was,SpaiMa00,defense,0,,,,,
player,201509130was,was,SpaiMa00,def_pct,0%,,,,,
player,201509130was,was,SpaiMa00,special_teams,9,,,,,
player,201509130was,was,SpaiMa00,st_pct,45%,,,,,
player,201509130was,was,BateHo00,pos,LB,,,,,
player,201509130was,was,BateHo00,offense,0,,,,,
player,201509130was,was,BateHo00,off_pct,0%,,,,,
player,201509130was,was,BateHo00,defense,0,,,,,
player,201509130was,was,BateHo00,def_pct,0%,,,,,
player,201509130was,was,BateHo00,special_teams,8,,,,,
player,201509130was,was,BateHo00,st_pct,40%,,,,,
player,201509130was,was,SundNi00,pos,LS,,,,,
player,201509130was,was,SundNi00,offense,0,,,,,
player,201509130was,was,SundNi00,off_pct,0%,,,,,
player,201509130was,was,SundNi00,defense,0,,,,,
player,201509130was,was,SundNi00,def_pct,0%,,,,,
player,201509130was,was,SundNi00,special_teams,6,,,,,
player,201509130was,was,SundNi00,st_pct,30%,,,,,
player,201509130was,was,WayxTr00,pos,P,,,,,
player,201509130was,was,WayxTr00,offense,0,,,,,
player,201509130was,was,WayxTr00,off_pct,0%,,,,,
player,201509130was,was,WayxTr00,defense,0,,,,,
player,201509130was,was,WayxTr00,def_pct,0%,,,,,
player,201509130was,was,WayxTr00,special_teams,6,,,,,
player,201509130was,was,WayxTr00,st_pct,30%,,,,,
player,201509130was,was,ForbKa00,pos,K,,,,,
player,201509130was,was,ForbKa00,offense,0,,,,,
player,201509130was,was,ForbKa00,off_pct,0%,,,,,
player,201509130was,was,ForbKa00,defense,0,,,,,
player,201509130was,was,ForbKa00,def_pct,0%,,,,,
player,201509130was,was,ForbKa00,special_teams,6,,,,,
player,201509130was,was,ForbKa00,st_pct,30%,,,,,
player,201509130was,was,LeRiJo00,pos,C,,,,,
player,201509130was,was,LeRiJo00,offense,0,,,,,
player,201509130was,was,LeRiJo00,off_pct,0%,,,,,
player,201509130was,was,LeRiJo00,defense,0,,,,,
player,201509130was,was,LeRiJo00,def_pct,0%,,,,,
player,201509130was,was,LeRiJo00,special_teams,3,,,,,
player,201509130was,was,LeRiJo00,st_pct,15%,,,,,
player,201509130was,mia,ThomDa04,pos,G,,,,,
player,201509130was,mia,ThomDa04,offense,56,,,,,
player,201509130was,mia,ThomDa04,off_pct,100%,,,,,
player,201509130was,mia,ThomDa04,defense,0,,,,,
player,201509130was,mia,ThomDa04,def_pct,0%,,,,,
player,201509130was,mia,ThomDa04,special_teams,3,,,,,
player,201509130was,mia,ThomDa04,st_pct,15%,,,,,
player,201509130was,mia,JameJa01,pos,T,,,,,
player,201509130was,mia,JameJa01,offense,56,,,,,
player,201509130was,mia,JameJa01,off_pct,100%,,,,,
player,201509130was,mia,JameJa01,defense,0,,,,,
player,201509130was,mia,JameJa01,def_pct,0%,,,,,
player,201509130was,mia,JameJa01,special_teams,3,,,,,
player,201509130was,mia,JameJa01,st_pct,15%,,,,,
player,201509130was,mia,PounMi00,pos,C,,,,,
player,201509130was,mia,PounMi00,offense,56,,,,,
player,201509130was,mia,PounMi00,off_pct,100%,,,,,
player,201509130was,mia,PounMi00,defense,0,,,,,
player,201509130was,mia,PounMi00,def_pct,0%,,,,,
player,201509130was,mia,PounMi00,special_teams,3,,,,,
player,201509130was,mia,PounMi00,st_pct,15%,,,,,
player,201509130was,mia,DougJa00,pos,G,,,,,
player,201509130was,mia,DougJa00,offense,56,,,,,
player,201509130was,mia,DougJa00,off_pct,100%,,,,,
player,201509130was,mia,DougJa00,defense,0,,,,,
player,201509130was,mia,DougJa00,def_pct,0%,,,,,
player,201509130was,mia,DougJa00,special_teams,3,,,,,
player,201509130was,mia,DougJa00,st_pct,15%,,,,,
player,201509130was,mia,TannRy00,pos,QB,,,,,
player,201509130was,mia,TannRy00,offense,56,,,,,
player,201509130was,mia,TannRy00,off_pct,100%,,,,,
player,201509130was,mia,TannRy00,defense,0,,,,,
player,201509130was,mia,TannRy00,def_pct,0%,,,,,
player,201509130was,mia,TannRy00,special_teams,0,,,,,
player,201509130was,mia,TannRy00,st_pct,0%,,,,,
player,201509130was,mia,CameJo00,pos,TE,,,,,
player,201509130was,mia,CameJo00,offense,55,,,,,
player,201509130was,mia,CameJo00,off_pct,98%,,,,,
player,201509130was,mia,CameJo00,defense,0,,,,,
player,201509130was,mia,CameJo00,def_pct,0%,,,,,
player,201509130was,mia,CameJo00,special_teams,0,,,,,
player,201509130was,mia,CameJo00,st_pct,0%,,,,,
player,201509130was,mia,AlbeBr20,pos,T,,,,,
player,201509130was,mia,AlbeBr20,offense,54,,,,,
player,201509130was,mia,AlbeBr20,off_pct,96%,,,,,
player,201509130was,mia,AlbeBr20,defense,0,,,,,
player,201509130was,mia,AlbeBr20,def_pct,0%,,,,,
player,201509130was,mia,AlbeBr20,special_teams,0,,,,,
player,201509130was,mia,AlbeBr20,st_pct,0%,,,,,
