game,2015,11,20151122,201511220det,rai,"Oakland Raiders",13,det,"Detroit Lions",18
player,201511220det,rai,JoneTa00,rush_long,2,,,,,
player,201511220det,rai,JoneTa00,targets,0,,,,,
player,201511220det,rai,JoneTa00,rec,0,,,,,
player,201511220det,rai,JoneTa00,rec_yds,0,,,,,
player,201511220det,rai,JoneTa00,rec_td,0,,,,,
player,201511220det,rai,JoneTa00,rec_long,0,,,,,
player,201511220det,rai,JoneTa00,fumbles,0,,,,,
player,201511220det,rai,JoneTa00,fumbles_lost,0,,,,,
player,201511220det,rai,RobeSe00,pass_cmp,0,,,,,
player,201511220det,rai,RobeSe00,pass_att,0,,,,,
player,201511220det,rai,RobeSe00,pass_yds,0,,,,,
player,201511220det,rai,RobeSe00,pass_td,0,,,,,
player,201511220det,rai,RobeSe00,pass_int,0,,,,,
player,201511220det,rai,RobeSe00,pass_sacked,,,,,,
player,201511220det,rai,RobeSe00,pass_sacked_yds,0,,,,,
player,201511220det,rai,RobeSe00,pass_long,0,,,,,
player,201511220det,rai,RobeSe00,pass_rating,,,,,,
player,201511220det,rai,RobeSe00,rush_att,0,,,,,
player,201511220det,rai,RobeSe00,rush_yds,0,,,,,
player,201511220det,rai,RobeSe00,rush_td,0,,,,,
player,201511220det,rai,RobeSe00,rush_long,0,,,,,
player,201511220det,rai,RobeSe00,targets,2,,,,,
player,201511220det,rai,RobeSe00,rec,2,,,,,
player,201511220det,rai,RobeSe00,rec_yds,54,,,,,
player,201511220det,rai,RobeSe00,rec_td,0,,,,,
player,201511220det,rai,RobeSe00,rec_long,43,,,,,
player,201511220det,rai,RobeSe00,fumbles,0,,,,,
player,201511220det,rai,RobeSe00,fumbles_lost,0,,,,,
player,201511220det,rai,CrabMi00,pass_cmp,0,,,,,
player,201511220det,rai,CrabMi00,pass_att,0,,,,,
player,201511220det,rai,CrabMi00,pass_yds,0,,,,,
player,201511220det,rai,CrabMi00,pass_td,0,,,,,
player,201511220det,rai,CrabMi00,pass_int,0,,,,,
player,201511220det,rai,CrabMi00,pass_sacked,,,,,,
player,201511220det,rai,CrabMi00,pass_sacked_yds,0,,,,,
player,201511220det,rai,CrabMi00,pass_long,0,,,,,
player,201511220det,rai,CrabMi00,pass_rating,,,,,,
player,201511220det,rai,CrabMi00,rush_att,0,,,,,
player,201511220det,rai,CrabMi00,rush_yds,0,,,,,
player,201511220det,rai,CrabMi00,rush_td,0,,,,,
player,201511220det,rai,CrabMi00,rush_long,0,,,,,
player,201511220det,rai,CrabMi00,targets,11,,,,,
player,201511220det,rai,CrabMi00,rec,6,,,,,
player,201511220det,rai,CrabMi00,rec_yds,50,,,,,
player,201511220det,rai,CrabMi00,rec_td,0,,,,,
player,201511220det,rai,CrabMi00,rec_long,15,,,,,
player,201511220det,rai,CrabMi00,fumbles,1,,,,,
player,201511220det,rai,CrabMi00,fumbles_lost,0,,,,,
player,201511220det,rai,WalfCl00,pass_cmp,0,,,,,
player,201511220det,rai,WalfCl00,pass_att,0,,,,,
player,201511220det,rai,WalfCl00,pass_yds,0,,,,,
player,201511220det,rai,WalfCl00,pass_td,0,,,,,
player,201511220det,rai,WalfCl00,pass_int,0,,,,,
player,201511220det,rai,WalfCl00,pass_sacked,,,,,,
player,201511220det,rai,WalfCl00,pass_sacked_yds,0,,,,,
player,201511220det,rai,WalfCl00,pass_long,0,,,,,
player,201511220det,rai,WalfCl00,pass_rating,,,,,,
player,201511220det,rai,WalfCl00,rush_att,0,,,,,
player,201511220det,rai,WalfCl00,rush_yds,0,,,,,
player,201511220det,rai,WalfCl00,rush_td,0,,,,,
player,201511220det,rai,WalfCl00,rush_long,0,,,,,
player,201511220det,rai,WalfCl00,targets,3,,,,,
player,201511220det,rai,WalfCl00,rec,2,,,,,
player,201511220det,rai,WalfCl00,rec_yds,25,,,,,
player,201511220det,rai,WalfCl00,rec_td,0,,,,,
player,201511220det,rai,WalfCl00,rec_long,18,,,,,
player,201511220det,rai,WalfCl00,fumbles,0,,,,,
player,201511220det,rai,WalfCl00,fumbles_lost,0,,,,,
player,201511220det,rai,RiveMy00,pass_cmp,0,,,,,
player,201511220det,rai,RiveMy00,pass_att,0,,,,,
player,201511220det,rai,RiveMy00,pass_yds,0,,,,,
player,201511220det,rai,RiveMy00,pass_td,0,,,,,
player,201511220det,rai,RiveMy00,pass_int,0,,,,,
player,201511220det,rai,RiveMy00,pass_sacked,,,,,,
player,201511220det,rai,RiveMy00,pass_sacked_yds,0,,,,,
player,201511220det,rai,RiveMy00,pass_long,0,,,,,
player,201511220det,rai,RiveMy00,pass_rating,,,,,,
player,201511220det,rai,RiveMy00,rush_att,0,,,,,
player,201511220det,rai,RiveMy00,rush_yds,0,,,,,
player,201511220det,rai,RiveMy00,rush_td,0,,,,,
player,201511220det,rai,RiveMy00,rush_long,0,,,,,
player,201511220det,rai,RiveMy00,targets,2,,,,,
player,201511220det,rai,RiveMy00,rec,1,,,,,
player,201511220det,rai,RiveMy00,rec_yds,21,,,,,
player,201511220det,rai,RiveMy00,rec_td,0,,,,,
player,201511220det,rai,RiveMy00,rec_long,21,,,,,
player,201511220det,rai,RiveMy00,fumbles,0,,,,,
player,201511220det,rai,RiveMy00,fumbles_lost,0,,,,,
player,201511220det,rai,CoopAm00,pass_cmp,0,,,,,
player,201511220det,rai,CoopAm00,pass_att,0,,,,,
player,201511220det,rai,CoopAm00,pass_yds,0,,,,,
player,201511220det,rai,CoopAm00,pass_td,0,,,,,
player,201511220det,rai,CoopAm00,pass_int,0,,,,,
player,201511220det,rai,CoopAm00,pass_sacked,,,,,,
player,201511220det,rai,CoopAm00,pass_sacked_yds,0,,,,,
player,201511220det,rai,CoopAm00,pass_long,0,,,,,
player,201511220det,rai,CoopAm00,pass_rating,,,,,,
player,201511220det,rai,CoopAm00,rush_att,0,,,,,
player,201511220det,rai,CoopAm00,rush_yds,0,,,,,
player,201511220det,rai,CoopAm00,rush_td,0,,,,,
player,201511220det,rai,CoopAm00,rush_long,0,,,,,
player,201511220det,rai,CoopAm00,targets,4,,,,,
player,201511220det,rai,CoopAm00,rec,1,,,,,
player,201511220det,rai,CoopAm00,rec_yds,4,,,,,
player,201511220det,rai,CoopAm00,rec_td,0,,,,,
player,201511220det,rai,CoopAm00,rec_long,4,,,,,
player,201511220det,rai,CoopAm00,fumbles,0,,,,,
player,201511220det,rai,CoopAm00,fumbles_lost,0,,,,,
player,201511220det,rai,HolmAn00,pass_cmp,0,,,,,
player,201511220det,rai,HolmAn00,pass_att,0,,,,,
player,201511220det,rai,HolmAn00,pass_yds,0,,,,,
player,201511220det,rai,HolmAn00,pass_td,0,,,,,
player,201511220det,rai,HolmAn00,pass_int,0,,,,,
player,201511220det,rai,HolmAn00,pass_sacked,0,,,,,
player,201511220det,rai,HolmAn00,pass_sacked_yds,0,,,,,
player,201511220det,rai,HolmAn00,pass_long,0,,,,,
player,201511220det,rai,HolmAn00,pass_rating,,,,,,
player,201511220det,rai,HolmAn00,rush_att,0,,,,,
player,201511220det,rai,HolmAn00,rush_yds,0,,,,,
player,201511220det,rai,HolmAn00,rush_td,0,,,,,
player,201511220det,rai,HolmAn00,rush_long,0,,,,,
player,201511220det,rai,HolmAn00,targets,1,,,,,
player,201511220det,rai,HolmAn00,rec,0,,,,,
player,201511220det,rai,HolmAn00,rec_yds,0,,,,,
player,201511220det,rai,HolmAn00,rec_td,0,,,,,
player,201511220det,rai,HolmAn00,rec_long,0,,,,,
player,201511220det,rai,HolmAn00,fumbles,0,,,,,
player,201511220det,rai,HolmAn00,fumbles_lost,0,,,,,
player,201511220det,det,StafMa00,pass_cmp,22,,,,,
player,201511220det,det,StafMa00,pass_att,35,,,,,
player,201511220det,det,StafMa00,pass_yds,282,,,,,
player,201511220det,det,StafMa00,pass_td,0,,,,,
player,201511220det,det,StafMa00,pass_int,0,,,,,
player,201511220det,det,StafMa00,pass_sacked,4,,,,,
player,201511220det,det,StafMa00,pass_sacked_yds,16,,,,,
player,201511220det,det,StafMa00,pass_long,36,,,,,
player,201511220det,det,StafMa00,pass_rating,88.0,,,,,
player,201511220det,det,StafMa00,rush_att,6,,,,,
player,201511220det,det,StafMa00,rush_yds,31,,,,,
player,201511220det,det,StafMa00,rush_td,1,,,,,
player,201511220det,det,StafMa00,rush_long,18,,,,,
player,201511220det,det,StafMa00,targets,0,,,,,
player,201511220det,det,StafMa00,rec,0,,,,,
player,201511220det,det,StafMa00,rec_yds,0,,,,,
player,201511220det,det,StafMa00,rec_td,0,,,,,
player,201511220det,det,StafMa00,rec_long,0,,,,,
player,201511220det,det,StafMa00,fumbles,0,,,,,
player,201511220det,det,StafMa00,fumbles_lost,0,,,,,
player,201511220det,det,AbduAm00,pass_cmp,0,,,,,
player,201511220det,det,AbduAm00,pass_att,0,,,,,
player,201511220det,det,AbduAm00,pass_yds,0,,,,,
player,201511220det,det,AbduAm00,pass_td,0,,,,,
player,201511220det,det,AbduAm00,pass_int,0,,,,,
player,201511220det,det,AbduAm00,pass_sacked,0,,,,,
player,201511220det,det,AbduAm00,pass_sacked_yds,0,,,,,
player,201511220det,det,AbduAm00,pass_long,0,,,,,
player,201511220det,det,AbduAm00,pass_rating,,,,,,
player,201511220det,det,AbduAm00,rush_att,12,,,,,
player,201511220det,det,AbduAm00,rush_yds,44,,,,,
player,201511220det,det,AbduAm00,rush_td,0,,,,,
player,201511220det,det,AbduAm00,rush_long,9,,,,,
player,201511220det,det,AbduAm00,targets,2,,,,,
player,201511220det,det,AbduAm00,rec,1,,,,,
player,201511220det,det,AbduAm00,rec_yds,2,,,,,
player,201511220det,det,AbduAm00,rec_td,0,,,,,
player,201511220det,det,AbduAm00,rec_long,2,,,,,
player,201511220det,det,AbduAm00,fumbles,0,,,,,
player,201511220det,det,AbduAm00,fumbles_lost,0,,,,,
player,201511220det,det,BellJo01,pass_cmp,0,,,,,
player,201511220det,det,BellJo01,pass_att,0,,,,,
player,201511220det,det,BellJo01,pass_yds,0,,,,,
player,201511220det,det,BellJo01,pass_td,0,,,,,
player,201511220det,det,BellJo01,pass_int,0,,,,,
player,201511220det,det,BellJo01,pass_sacked,0,,,,,
player,201511220det,det,BellJo01,pass_sacked_yds,0,,,,,
player,201511220det,det,BellJo01,pass_long,0,,,,,
player,201511220det,det,BellJo01,pass_rating,,,,,,
player,201511220det,det,BellJo01,rush_att,6,,,,,
player,201511220det,det,BellJo01,rush_yds,22,,,,,
player,201511220det,det,BellJo01,rush_td,0,,,,,
player,201511220det,det,BellJo01,rush_long,11,,,,,
player,201511220det,det,BellJo01,targets,1,,,,,
player,201511220det,det,BellJo01,rec,1,,,,,
player,201511220det,det,BellJo01,rec_yds,18,,,,,
player,201511220det,det,BellJo01,rec_td,0,,,,,
player,201511220det,det,BellJo01,rec_long,18,,,,,
player,201511220det,det,BellJo01,fumbles,0,,,,,
player,201511220det,det,BellJo01,fumbles_lost,0,,,,,
player,201511220det,det,RiddTh00,pass_cmp,0,,,,,
player,201511220det,det,RiddTh00,pass_att,0,,,,,
player,201511220det,det,RiddTh00,pass_yds,0,,,,,
player,201511220det,det,RiddTh00,pass_td,0,,,,,
player,201511220det,det,RiddTh00,pass_int,0,,,,,
player,201511220det,det,RiddTh00,pass_sacked,0,,,,,
player,201511220det,det,RiddTh00,pass_sacked_yds,0,,,,,
player,201511220det,det,RiddTh00,pass_long,0,,,,,
player,201511220det,det,RiddTh00,pass_rating,,,,,,
player,201511220det,det,RiddTh00,rush_att,6,,,,,
player,201511220det,det,RiddTh00,rush_yds,14,,,,,
player,201511220det,det,RiddTh00,rush_td,0,,,,,
player,201511220det,det,RiddTh00,rush_long,5,,,,,
player,201511220det,det,RiddTh00,targets,6,,,,,
player,201511220det,det,RiddTh00,rec,5,,,,,
player,201511220det,det,RiddTh00,rec_yds,72,,,,,
player,201511220det,det,RiddTh00,rec_td,0,,,,,
player,201511220det,det,RiddTh00,rec_long,21,,,,,
player,201511220det,det,RiddTh00,fumbles,0,,,,,
player,201511220det,det,RiddTh00,fumbles_lost,0,,,,,
player,201511220det,det,JohnCa00,pass_cmp,0,,,,,
player,201511220det,det,JohnCa00,pass_att,0,,,,,
player,201511220det,det,JohnCa00,pass_yds,0,,,,,
player,201511220det,det,JohnCa00,pass_td,0,,,,,
player,201511220det,det,JohnCa00,pass_int,0,,,,,
player,201511220det,det,JohnCa00,pass_sacked,0,,,,,
player,201511220det,det,JohnCa00,pass_sacked_yds,0,,,,,
player,201511220det,det,JohnCa00,pass_long,0,,,,,
player,201511220det,det,JohnCa00,pass_rating,,,,,,
player,201511220det,det,JohnCa00,rush_att,0,,,,,
player,201511220det,det,JohnCa00,rush_yds,0,,,,,
player,201511220det,det,JohnCa00,rush_td,0,,,,,
player,201511220det,det,JohnCa00,rush_long,0,,,,,
player,201511220det,det,JohnCa00,targets,9,,,,,
player,201511220det,det,JohnCa00,rec,5,,,,,
player,201511220det,det,JohnCa00,rec_yds,88,,,,,
player,201511220det,det,JohnCa00,rec_td,0,,,,,
player,201511220det,det,JohnCa00,rec_long,36,,,,,
player,201511220det,det,JohnCa00,fumbles,0,,,,,
player,201511220det,det,JohnCa00,fumbles_lost,0,,,,,
player,201511220det,det,MoorLa00,pass_cmp,0,,,,,
player,201511220det,det,MoorLa00,pass_att,0,,,,,
player,201511220det,det,MoorLa00,pass_yds,0,,,,,
player,201511220det,det,MoorLa00,pass_td,0,,,,,
player,201511220det,det,MoorLa00,pass_int,0,,,,,
player,201511220det,det,MoorLa00,pass_sacked,0,,,,,
player,201511220det,det,MoorLa00,pass_sacked_yds,0,,,,,
player,201511220det,det,MoorLa00,pass_long,0,,,,,
player,201511220det,det,MoorLa00,pass_rating,,,,,,
player,201511220det,det,MoorLa00,rush_att,0,,,,,
player,201511220det,det,MoorLa00,rush_yds,0,,,,,
player,201511220det,det,MoorLa00,rush_td,0,,,,,
player,201511220det,det,MoorLa00,rush_long,0,,,,,
player,201511220det,det,MoorLa00,targets,2,,,,,
player,201511220det,det,MoorLa00,rec,1,,,,,
player,201511220det,det,MoorLa00,rec_yds,21,,,,,
player,201511220det,det,MoorLa00,rec_td,0,,,,,
player,201511220det,det,MoorLa00,rec_long,21,,,,,
player,201511220det,det,MoorLa00,fumbles,0,,,,,
player,201511220det,det,MoorLa00,fumbles_lost,0,,,,,
player,201511220det,det,PettBr00,pass_cmp,0,,,,,
player,201511220det,det,PettBr00,pass_att,0,,,,,
player,201511220det,det,PettBr00,pass_yds,0,,,,,
player,201511220det,det,PettBr00,pass_td,0,,,,,
player,201511220det,det,PettBr00,pass_int,0,,,,,
player,201511220det,det,PettBr00,pass_sacked,0,,,,,
player,201511220det,det,PettBr00,pass_sacked_yds,0,,,,,
player,201511220det,det,PettBr00,pass_long,0,,,,,
player,201511220det,det,PettBr00,pass_rating,,,,,,
player,201511220det,det,PettBr00,rush_att,0,,,,,
player,201511220det,det,PettBr00,rush_yds,0,,,,,
player,201511220det,det,PettBr00,rush_td,0,,,,,
player,201511220det,det,PettBr00,rush_long,0,,,,,
player,201511220det,det,PettBr00,targets,1,,,,,
player,201511220det,det,PettBr00,rec,1,,,,,
player,201511220det,det,PettBr00,rec_yds,8,,,,,
player,201511220det,det,PettBr00,rec_td,0,,,,,
player,201511220det,det,PettBr00,rec_long,8,,,,,
player,201511220det,det,PettBr00,fumbles,0,,,,,
player,201511220det,det,PettBr00,fumbles_lost,0,,,,,
player,201511220det,det,EbroEr00,pass_cmp,0,,,,,
player,201511220det,det,EbroEr00,pass_att,0,,,,,
player,201511220det,det,EbroEr00,pass_yds,0,,,,,
player,201511220det,det,EbroEr00,pass_td,0,,,,,
player,201511220det,det,EbroEr00,pass_int,0,,,,,
player,201511220det,det,EbroEr00,pass_sacked,0,,,,,
player,201511220det,det,EbroEr00,pass_sacked_yds,0,,,,,
player,201511220det,det,EbroEr00,pass_long,0,,,,,
player,201511220det,det,EbroEr00,pass_rating,,,,,,
player,201511220det,det,EbroEr00,rush_att,0,,,,,
player,201511220det,det,EbroEr00,rush_yds,0,,,,,
player,201511220det,det,EbroEr00,rush_td,0,,,,,
player,201511220det,det,EbroEr00,rush_long,0,,,,,
player,201511220det,det,EbroEr00,targets,2,,,,,
player,201511220det,det,EbroEr00,rec,0,,,,,
player,201511220det,det,EbroEr00,rec_yds,0,,,,,
player,201511220det,det,EbroEr00,rec_td,0,,,,,
player,201511220det,det,EbroEr00,rec_long,0,,,,,
player,201511220det,det,EbroEr00,fumbles,0,,,,,
player,201511220det,det,EbroEr00,fumbles_lost,0,,,,,
player,201511220det,det,TateGo00,pass_cmp,0,,,,,
player,201511220det,det,TateGo00,pass_att,0,,,,,
player,201511220det,det,TateGo00,pass_yds,0,,,,,
player,201511220det,det,TateGo00,pass_td,0,,,,,
player,201511220det,det,TateGo00,pass_int,0,,,,,
player,201511220det,det,TateGo00,pass_sacked,0,,,,,
player,201511220det,det,TateGo00,pass_sacked_yds,0,,,,,
player,201511220det,det,TateGo00,pass_long,0,,,,,
player,201511220det,det,TateGo00,pass_rating,,,,,,
player,201511220det,det,TateGo00,rush_att,1,,,,,
player,201511220det,det,TateGo00,rush_yds,-2,,,,,
player,201511220det,det,TateGo00,rush_td,0,,,,,
player,201511220det,det,TateGo00,rush_long,-2,,,,,
player,201511220det,det,TateGo00,targets,11,,,,,
player,201511220det,det,TateGo00,rec,8,,,,,
player,201511220det,det,TateGo00,rec_yds,73,,,,,
player,201511220det,det,TateGo00,rec_td,0,,,,,
player,201511220det,det,TateGo00,rec_long,21,,,,,
player,201511220det,det,TateGo00,fumbles,0,,,,,
player,201511220det,det,TateGo00,fumbles_lost,0,,,,,
player,201511220det,rai,HeenBe00,def_int,0,,,,,
player,201511220det,rai,HeenBe00,def_int_yds,0,,,,,
player,201511220det,rai,HeenBe00,def_int_td,0,,,,,
player,201511220det,rai,HeenBe00,def_int_long,0,,,,,
player,201511220det,rai,HeenBe00,pass_defended,1,,,,,
player,201511220det,rai,HeenBe00,sacks,1.0,,,,,
player,201511220det,rai,HeenBe00,tackles_combined,7,,,,,
player,201511220det,rai,HeenBe00,tackles_solo,5,,,,,
player,201511220det,rai,HeenBe00,tackles_assists,2,,,,,
player,201511220det,rai,HeenBe00,tackles_loss,1,,,,,
player,201511220det,rai,HeenBe00,qb_hits,1,,,,,
player,201511220det,rai,HeenBe00,fumbles_rec,0,,,,,
player,201511220det,rai,HeenBe00,fumbles_rec_yds,0,,,,,
player,201511220det,rai,HeenBe00,fumbles_rec_td,0,,,,,
player,201511220det,rai,HeenBe00,fumbles_forced,0,,,,,
player,201511220det,rai,SmitMa02,def_int,0,,,,,
player,201511220det,rai,SmitMa02,def_int_yds,0,,,,,
player,201511220det,rai,SmitMa02,def_int_td,0,,,,,
player,201511220det,rai,SmitMa02,def_int_long,0,,,,,
player,201511220det,rai,SmitMa02,pass_defended,0,,,,,
player,201511220det,rai,SmitMa02,sacks,1.0,,,,,
player,201511220det,rai,SmitMa02,tackles_combined,5,,,,,
player,201511220det,rai,SmitMa02,tackles_solo,4,,,,,
player,201511220det,rai,SmitMa02,tackles_assists,1,,,,,
player,201511220det,rai,SmitMa02,tackles_loss,0,,,,,
player,201511220det,rai,SmitMa02,qb_hits,0,,,,,
player,201511220det,rai,SmitMa02,fumbles_rec,0,,,,,
player,201511220det,rai,SmitMa02,fumbles_rec_yds,0,,,,,
player,201511220det,rai,SmitMa02,fumbles_rec_td,0,,,,,
player,201511220det,rai,SmitMa02,fumbles_forced,0,,,,,
player,201511220det,rai,MayoBe00,def_int,0,,,,,
player,201511220det,rai,MayoBe00,def_int_yds,0,,,,,
player,201511220det,rai,MayoBe00,def_int_td,0,,,,,
player,201511220det,rai,MayoBe00,def_int_long,0,,,,,
player,201511220det,rai,MayoBe00,pass_defended,0,,,,,
player,201511220det,rai,MayoBe00,sacks,1.0,,,,,
player,201511220det,rai,MayoBe00,tackles_combined,2,,,,,
player,201511220det,rai,MayoBe00,tackles_solo,2,,,,,
player,201511220det,rai,MayoBe00,tackles_assists,0,,,,,
player,201511220det,rai,MayoBe00,tackles_loss,1,,,,,
player,201511220det,rai,MayoBe00,qb_hits,1,,,,,
player,201511220det,rai,MayoBe00,fumbles_rec,0,,,,,
player,201511220det,rai,MayoBe00,fumbles_rec_yds,0,,,,,
player,201511220det,rai,MayoBe00,fumbles_rec_td,0,,,,,
player,201511220det,rai,MayoBe00,fumbles_forced,0,,,,,
player,201511220det,rai,AutrDe00,def_int,0,,,,,
player,201511220det,rai,AutrDe00,def_int_yds,0,,,,,
player,201511220det,rai,AutrDe00,def_int_td,0,,,,,
player,201511220det,rai,AutrDe00,def_int_long,0,,,,,
player,201511220det,rai,AutrDe00,pass_defended,0,,,,,
player,201511220det,rai,AutrDe00,sacks,1.0,,,,,
player,201511220det,rai,AutrDe00,tackles_combined,1,,,,,
player,201511220det,rai,AutrDe00,tackles_solo,1,,,,,
