game,2015,3,20150927,201509270car,nor,"New Orleans Saints",22,car,"Carolina Panthers",27
team,201509270car,nor,First Downs,27,,,,,,
team,201509270car,car,First Downs,24,,,,,,
team,201509270car,nor,Rush-Yds-TDs,24-70-2,,,,,,
team,201509270car,car,Rush-Yds-TDs,30-119-1,,,,,,
team,201509270car,nor,Cmp-Att-Yd-TD-INT,31-38-310-0-1,,,,,,
team,201509270car,car,Cmp-Att-Yd-TD-INT,20-31-315-2-0,,,,,,
team,201509270car,nor,Sacked-Yards,1-0,,,,,,
team,201509270car,car,Sacked-Yards,1-3,,,,,,
team,201509270car,nor,Net Pass Yards,310,,,,,,
team,201509270car,car,Net Pass Yards,312,,,,,,
team,201509270car,nor,Total Yards,380,,,,,,
team,201509270car,car,Total Yards,431,,,,,,
team,201509270car,nor,Fumbles-Lost,1-1,,,,,,
team,201509270car,car,Fumbles-Lost,0-0,,,,,,
team,201509270car,nor,Turnovers,2,,,,,,
team,201509270car,car,Turnovers,0,,,,,,
team,201509270car,nor,Penalties-Yards,8-55,,,,,,
team,201509270car,car,Penalties-Yards,10-88,,,,,,
team,201509270car,nor,Third Down Conv.,7-12,,,,,,
team,201509270car,car,Third Down Conv.,5-11,,,,,,
team,201509270car,nor,Fourth Down Conv.,1-1,,,,,,
team,201509270car,car,Fourth Down Conv.,1-1,,,,,,
team,201509270car,nor,Time of Possession,32:44,,,,,,
team,201509270car,car,Time of Possession,27:16,,,,,,
player,201509270car,nor,McCoLu00,pass_cmp,31,,,,,
player,201509270car,nor,McCoLu00,pass_att,38,,,,,
player,201509270car,nor,McCoLu00,pass_yds,310,,,,,
player,201509270car,nor,McCoLu00,pass_td,0,,,,,
player,201509270car,nor,McCoLu00,pass_int,1,,,,,
player,201509270car,nor,McCoLu00,pass_sacked,1,,,,,
player,201509270car,nor,McCoLu00,pass_sacked_yds,0,,,,,
player,201509270car,nor,McCoLu00,pass_long,23,,,,,
player,201509270car,nor,McCoLu00,pass_rating,89.7,,,,,
player,201509270car,nor,McCoLu00,rush_att,0,,,,,
player,201509270car,nor,McCoLu00,rush_yds,0,,,,,
player,201509270car,nor,McCoLu00,rush_td,0,,,,,
player,201509270car,nor,McCoLu00,rush_long,0,,,,,
player,201509270car,nor,McCoLu00,targets,0,,,,,
player,201509270car,nor,McCoLu00,rec,0,,,,,
player,201509270car,nor,McCoLu00,rec_yds,0,,,,,
player,201509270car,nor,McCoLu00,rec_td,0,,,,,
player,201509270car,nor,McCoLu00,rec_long,0,,,,,
player,201509270car,nor,McCoLu00,fumbles,0,,,,,
player,201509270car,nor,McCoLu00,fumbles_lost,0,,,,,
player,201509270car,nor,IngrMa01,pass_cmp,0,,,,,
player,201509270car,nor,IngrMa01,pass_att,0,,,,,
player,201509270car,nor,IngrMa01,pass_yds,0,,,,,
player,201509270car,nor,IngrMa01,pass_td,0,,,,,
player,201509270car,nor,IngrMa01,pass_int,0,,,,,
player,201509270car,nor,IngrMa01,pass_sacked,0,,,,,
player,201509270car,nor,IngrMa01,pass_sacked_yds,0,,,,,
player,201509270car,nor,IngrMa01,pass_long,0,,,,,
player,201509270car,nor,IngrMa01,pass_rating,,,,,,
player,201509270car,nor,IngrMa01,rush_att,14,,,,,
player,201509270car,nor,IngrMa01,rush_yds,50,,,,,
player,201509270car,nor,IngrMa01,rush_td,1,,,,,
player,201509270car,nor,IngrMa01,rush_long,9,,,,,
player,201509270car,nor,IngrMa01,targets,5,,,,,
player,201509270car,nor,IngrMa01,rec,5,,,,,
player,201509270car,nor,IngrMa01,rec_yds,49,,,,,
player,201509270car,nor,IngrMa01,rec_td,0,,,,,
