game,2015,15,20151220,201512200rav,kan,"Kansas City Chiefs",34,rav,"Baltimore Ravens",14
player,201512200rav,rav,WillBr02,sacks,0.0,,,,,
player,201512200rav,rav,WillBr02,tackles_combined,4,,,,,
player,201512200rav,rav,WillBr02,tackles_solo,3,,,,,
player,201512200rav,rav,WillBr02,tackles_assists,1,,,,,
player,201512200rav,rav,WillBr02,tackles_loss,2,,,,,
player,201512200rav,rav,WillBr02,qb_hits,0,,,,,
player,201512200rav,rav,WillBr02,fumbles_rec,0,,,,,
player,201512200rav,rav,WillBr02,fumbles_rec_yds,0,,,,,
player,201512200rav,rav,WillBr02,fumbles_rec_td,0,,,,,
player,201512200rav,rav,WillBr02,fumbles_forced,0,,,,,
player,201512200rav,rav,WrigSh00,def_int,0,,,,,
player,201512200rav,rav,WrigSh00,def_int_yds,0,,,,,
player,201512200rav,rav,WrigSh00,def_int_td,0,,,,,
player,201512200rav,rav,WrigSh00,def_int_long,0,,,,,
player,201512200rav,rav,WrigSh00,pass_defended,1,,,,,
player,201512200rav,rav,WrigSh00,sacks,0.0,,,,,
player,201512200rav,rav,WrigSh00,tackles_combined,4,,,,,
player,201512200rav,rav,WrigSh00,tackles_solo,3,,,,,
player,201512200rav,rav,WrigSh00,tackles_assists,1,,,,,
player,201512200rav,rav,WrigSh00,tackles_loss,0,,,,,
player,201512200rav,rav,WrigSh00,qb_hits,0,,,,,
player,201512200rav,rav,WrigSh00,fumbles_rec,0,,,,,
player,201512200rav,rav,WrigSh00,fumbles_rec_yds,0,,,,,
player,201512200rav,rav,WrigSh00,fumbles_rec_td,0,,,,,
player,201512200rav,rav,WrigSh00,fumbles_forced,0,,,,,
player,201512200rav,rav,HillWi01,def_int,0,,,,,
player,201512200rav,rav,HillWi01,def_int_yds,0,,,,,
player,201512200rav,rav,HillWi01,def_int_td,0,,,,,
player,201512200rav,rav,HillWi01,def_int_long,0,,,,,
player,201512200rav,rav,HillWi01,pass_defended,0,,,,,
player,201512200rav,rav,HillWi01,sacks,0.0,,,,,
player,201512200rav,rav,HillWi01,tackles_combined,3,,,,,
player,201512200rav,rav,HillWi01,tackles_solo,3,,,,,
player,201512200rav,rav,HillWi01,tackles_assists,0,,,,,
player,201512200rav,rav,HillWi01,tackles_loss,0,,,,,
player,201512200rav,rav,HillWi01,qb_hits,1,,,,,
player,201512200rav,rav,HillWi01,fumbles_rec,0,,,,,
player,201512200rav,rav,HillWi01,fumbles_rec_yds,0,,,,,
player,201512200rav,rav,HillWi01,fumbles_rec_td,0,,,,,
player,201512200rav,rav,HillWi01,fumbles_forced,0,,,,,
player,201512200rav,rav,WebbLa99,def_int,0,,,,,
player,201512200rav,rav,WebbLa99,def_int_yds,0,,,,,
player,201512200rav,rav,WebbLa99,def_int_td,0,,,,,
player,201512200rav,rav,WebbLa99,def_int_long,0,,,,,
player,201512200rav,rav,WebbLa99,pass_defended,0,,,,,
player,201512200rav,rav,WebbLa99,sacks,0.0,,,,,
player,201512200rav,rav,WebbLa99,tackles_combined,3,,,,,
player,201512200rav,rav,WebbLa99,tackles_solo,3,,,,,
player,201512200rav,rav,WebbLa99,tackles_assists,0,,,,,
player,201512200rav,rav,WebbLa99,tackles_loss,0,,,,,
player,201512200rav,rav,WebbLa99,qb_hits,0,,,,,
player,201512200rav,rav,WebbLa99,fumbles_rec,0,,,,,
player,201512200rav,rav,WebbLa99,fumbles_rec_yds,0,,,,,
player,201512200rav,rav,WebbLa99,fumbles_rec_td,0,,,,,
player,201512200rav,rav,WebbLa99,fumbles_forced,0,,,,,
player,201512200rav,rav,DumeEl20,def_int,0,,,,,
player,201512200rav,rav,DumeEl20,def_int_yds,0,,,,,
player,201512200rav,rav,DumeEl20,def_int_td,0,,,,,
player,201512200rav,rav,DumeEl20,def_int_long,0,,,,,
player,201512200rav,rav,DumeEl20,pass_defended,0,,,,,
player,201512200rav,rav,DumeEl20,sacks,0.0,,,,,
player,201512200rav,rav,DumeEl20,tackles_combined,2,,,,,
player,201512200rav,rav,DumeEl20,tackles_solo,2,,,,,
player,201512200rav,rav,DumeEl20,tackles_assists,0,,,,,
player,201512200rav,rav,DumeEl20,tackles_loss,1,,,,,
player,201512200rav,rav,DumeEl20,qb_hits,0,,,,,
player,201512200rav,rav,DumeEl20,fumbles_rec,0,,,,,
player,201512200rav,rav,DumeEl20,fumbles_rec_yds,0,,,,,
player,201512200rav,rav,DumeEl20,fumbles_rec_td,0,,,,,
player,201512200rav,rav,DumeEl20,fumbles_forced,0,,,,,
player,201512200rav,rav,OrrxZa00,def_int,0,,,,,
player,201512200rav,rav,OrrxZa00,def_int_yds,0,,,,,
player,201512200rav,rav,OrrxZa00,def_int_td,0,,,,,
player,201512200rav,rav,OrrxZa00,def_int_long,0,,,,,
player,201512200rav,rav,OrrxZa00,pass_defended,0,,,,,
player,201512200rav,rav,OrrxZa00,sacks,0.0,,,,,
player,201512200rav,rav,OrrxZa00,tackles_combined,2,,,,,
player,201512200rav,rav,OrrxZa00,tackles_solo,1,,,,,
player,201512200rav,rav,OrrxZa00,tackles_assists,1,,,,,
player,201512200rav,rav,OrrxZa00,tackles_loss,0,,,,,
player,201512200rav,rav,OrrxZa00,qb_hits,0,,,,,
player,201512200rav,rav,OrrxZa00,fumbles_rec,0,,,,,
player,201512200rav,rav,OrrxZa00,fumbles_rec_yds,0,,,,,
player,201512200rav,rav,OrrxZa00,fumbles_rec_td,0,,,,,
player,201512200rav,rav,OrrxZa00,fumbles_forced,0,,,,,
player,201512200rav,rav,BrooTe00,def_int,0,,,,,
player,201512200rav,rav,BrooTe00,def_int_yds,0,,,,,
player,201512200rav,rav,BrooTe00,def_int_td,0,,,,,
player,201512200rav,rav,BrooTe00,def_int_long,0,,,,,
player,201512200rav,rav,BrooTe00,pass_defended,0,,,,,
player,201512200rav,rav,BrooTe00,sacks,0.0,,,,,
player,201512200rav,rav,BrooTe00,tackles_combined,1,,,,,
player,201512200rav,rav,BrooTe00,tackles_solo,1,,,,,
player,201512200rav,rav,BrooTe00,tackles_assists,0,,,,,
player,201512200rav,rav,BrooTe00,tackles_loss,0,,,,,
player,201512200rav,rav,BrooTe00,qb_hits,0,,,,,
player,201512200rav,rav,BrooTe00,fumbles_rec,0,,,,,
player,201512200rav,rav,BrooTe00,fumbles_rec_yds,0,,,,,
player,201512200rav,rav,BrooTe00,fumbles_rec_td,0,,,,,
player,201512200rav,rav,BrooTe00,fumbles_forced,0,,,,,
player,201512200rav,rav,DaviCa01,def_int,0,,,,,
player,201512200rav,rav,DaviCa01,def_int_yds,0,,,,,
player,201512200rav,rav,DaviCa01,def_int_td,0,,,,,
player,201512200rav,rav,DaviCa01,def_int_long,0,,,,,
player,201512200rav,rav,DaviCa01,pass_defended,0,,,,,
player,201512200rav,rav,DaviCa01,sacks,0.0,,,,,
player,201512200rav,rav,DaviCa01,tackles_combined,1,,,,,
player,201512200rav,rav,DaviCa01,tackles_solo,0,,,,,
player,201512200rav,rav,DaviCa01,tackles_assists,1,,,,,
player,201512200rav,rav,DaviCa01,tackles_loss,0,,,,,
player,201512200rav,rav,DaviCa01,qb_hits,0,,,,,
player,201512200rav,rav,DaviCa01,fumbles_rec,0,,,,,
player,201512200rav,rav,DaviCa01,fumbles_rec_yds,0,,,,,
player,201512200rav,rav,DaviCa01,fumbles_rec_td,0,,,,,
player,201512200rav,rav,DaviCa01,fumbles_forced,0,,,,,
player,201512200rav,rav,GuyxLa00,def_int,0,,,,,
player,201512200rav,rav,GuyxLa00,def_int_yds,0,,,,,
player,201512200rav,rav,GuyxLa00,def_int_td,0,,,,,
player,201512200rav,rav,GuyxLa00,def_int_long,0,,,,,
player,201512200rav,rav,GuyxLa00,pass_defended,0,,,,,
player,201512200rav,rav,GuyxLa00,sacks,0.0,,,,,
player,201512200rav,rav,GuyxLa00,tackles_combined,1,,,,,
player,201512200rav,rav,GuyxLa00,tackles_solo,0,,,,,
player,201512200rav,rav,GuyxLa00,tackles_assists,1,,,,,
player,201512200rav,rav,GuyxLa00,tackles_loss,0,,,,,
player,201512200rav,rav,GuyxLa00,qb_hits,0,,,,,
player,201512200rav,rav,GuyxLa00,fumbles_rec,0,,,,,
player,201512200rav,rav,GuyxLa00,fumbles_rec_yds,0,,,,,
player,201512200rav,rav,GuyxLa00,fumbles_rec_td,0,,,,,
player,201512200rav,rav,GuyxLa00,fumbles_forced,0,,,,,
player,201512200rav,rav,JuszKy00,def_int,0,,,,,
player,201512200rav,rav,JuszKy00,def_int_yds,0,,,,,
player,201512200rav,rav,JuszKy00,def_int_td,0,,,,,
player,201512200rav,rav,JuszKy00,def_int_long,0,,,,,
player,201512200rav,rav,JuszKy00,pass_defended,0,,,,,
player,201512200rav,rav,JuszKy00,sacks,0.0,,,,,
player,201512200rav,rav,JuszKy00,tackles_combined,1,,,,,
player,201512200rav,rav,JuszKy00,tackles_solo,1,,,,,
player,201512200rav,rav,JuszKy00,tackles_assists,0,,,,,
player,201512200rav,rav,JuszKy00,tackles_loss,0,,,,,
player,201512200rav,rav,JuszKy00,qb_hits,0,,,,,
player,201512200rav,rav,JuszKy00,fumbles_rec,0,,,,,
player,201512200rav,rav,JuszKy00,fumbles_rec_yds,0,,,,,
player,201512200rav,rav,JuszKy00,fumbles_rec_td,0,,,,,
player,201512200rav,rav,JuszKy00,fumbles_forced,0,,,,,
player,201512200rav,rav,LeviAn00,def_int,0,,,,,
player,201512200rav,rav,LeviAn00,def_int_yds,0,,,,,
player,201512200rav,rav,LeviAn00,def_int_td,0,,,,,
player,201512200rav,rav,LeviAn00,def_int_long,0,,,,,
player,201512200rav,rav,LeviAn00,pass_defended,0,,,,,
player,201512200rav,rav,LeviAn00,sacks,0.0,,,,,
player,201512200rav,rav,LeviAn00,tackles_combined,1,,,,,
player,201512200rav,rav,LeviAn00,tackles_solo,1,,,,,
player,201512200rav,rav,LeviAn00,tackles_assists,0,,,,,
player,201512200rav,rav,LeviAn00,tackles_loss,0,,,,,
player,201512200rav,rav,LeviAn00,qb_hits,0,,,,,
player,201512200rav,rav,LeviAn00,fumbles_rec,0,,,,,
player,201512200rav,rav,LeviAn00,fumbles_rec_yds,0,,,,,
player,201512200rav,rav,LeviAn00,fumbles_rec_td,0,,,,,
player,201512200rav,rav,LeviAn00,fumbles_forced,0,,,,,
player,201512200rav,rav,RollJu00,def_int,0,,,,,
player,201512200rav,rav,RollJu00,def_int_yds,0,,,,,
player,201512200rav,rav,RollJu00,def_int_td,0,,,,,
player,201512200rav,rav,RollJu00,def_int_long,0,,,,,
player,201512200rav,rav,RollJu00,pass_defended,0,,,,,
player,201512200rav,rav,RollJu00,sacks,0.0,,,,,
player,201512200rav,rav,RollJu00,tackles_combined,1,,,,,
player,201512200rav,rav,RollJu00,tackles_solo,1,,,,,
player,201512200rav,rav,RollJu00,tackles_assists,0,,,,,
player,201512200rav,rav,RollJu00,tackles_loss,0,,,,,
player,201512200rav,rav,RollJu00,qb_hits,0,,,,,
player,201512200rav,rav,RollJu00,fumbles_rec,0,,,,,
player,201512200rav,rav,RollJu00,fumbles_rec_yds,0,,,,,
player,201512200rav,rav,RollJu00,fumbles_rec_td,0,,,,,
player,201512200rav,rav,RollJu00,fumbles_forced,0,,,,,
player,201512200rav,rav,TrawBr00,def_int,0,,,,,
player,201512200rav,rav,TrawBr00,def_int_yds,0,,,,,
player,201512200rav,rav,TrawBr00,def_int_td,0,,,,,
player,201512200rav,rav,TrawBr00,def_int_long,0,,,,,
player,201512200rav,rav,TrawBr00,pass_defended,0,,,,,
player,201512200rav,rav,TrawBr00,sacks,0.0,,,,,
player,201512200rav,rav,TrawBr00,tackles_combined,1,,,,,
player,201512200rav,rav,TrawBr00,tackles_solo,1,,,,,
player,201512200rav,rav,TrawBr00,tackles_assists,0,,,,,
player,201512200rav,rav,TrawBr00,tackles_loss,0,,,,,
player,201512200rav,rav,TrawBr00,qb_hits,0,,,,,
player,201512200rav,rav,TrawBr00,fumbles_rec,0,,,,,
player,201512200rav,rav,TrawBr00,fumbles_rec_yds,0,,,,,
player,201512200rav,rav,TrawBr00,fumbles_rec_td,0,,,,,
player,201512200rav,rav,TrawBr00,fumbles_forced,0,,,,,
player,201512200rav,kan,HammFr00,kick_ret,0,,,,,
player,201512200rav,kan,HammFr00,kick_ret_yds,0,,,,,
player,201512200rav,kan,HammFr00,kick_ret_yds_per_ret,,,,,,
player,201512200rav,kan,HammFr00,kick_ret_td,0,,,,,
player,201512200rav,kan,HammFr00,kick_ret_long,0,,,,,
player,201512200rav,kan,HammFr00,punt_ret,3,,,,,
player,201512200rav,kan,HammFr00,punt_ret_yds,11,,,,,
player,201512200rav,kan,HammFr00,punt_ret_yds_per_ret,3.7,,,,,
player,201512200rav,kan,HammFr00,punt_ret_td,0,,,,,
player,201512200rav,kan,HammFr00,punt_ret_long,11,,,,,
player,201512200rav,kan,DaviKn00,kick_ret,1,,,,,
player,201512200rav,kan,DaviKn00,kick_ret_yds,19,,,,,
player,201512200rav,kan,DaviKn00,kick_ret_yds_per_ret,19.0,,,,,
player,201512200rav,kan,DaviKn00,kick_ret_td,0,,,,,
player,201512200rav,kan,DaviKn00,kick_ret_long,19,,,,,
player,201512200rav,kan,DaviKn00,punt_ret,0,,,,,
player,201512200rav,kan,DaviKn00,punt_ret_yds,0,,,,,
player,201512200rav,kan,DaviKn00,punt_ret_yds_per_ret,,,,,,
player,201512200rav,kan,DaviKn00,punt_ret_td,0,,,,,
player,201512200rav,kan,DaviKn00,punt_ret_long,0,,,,,
player,201512200rav,rav,ClayKa00,kick_ret,6,,,,,
player,201512200rav,rav,ClayKa00,kick_ret_yds,153,,,,,
player,201512200rav,rav,ClayKa00,kick_ret_yds_per_ret,25.5,,,,,
player,201512200rav,rav,ClayKa00,kick_ret_td,0,,,,,
player,201512200rav,rav,ClayKa00,kick_ret_long,39,,,,,
player,201512200rav,rav,ClayKa00,punt_ret,2,,,,,
player,201512200rav,rav,ClayKa00,punt_ret_yds,27,,,,,
player,201512200rav,rav,ClayKa00,punt_ret_yds_per_ret,13.5,,,,,
player,201512200rav,rav,ClayKa00,punt_ret_td,0,,,,,
player,201512200rav,rav,ClayKa00,punt_ret_long,17,,,,,
player,201512200rav,kan,SantCa01,xpm,4,,,,,
player,201512200rav,kan,SantCa01,xpa,4,,,,,
player,201512200rav,kan,SantCa01,fgm,2,,,,,
player,201512200rav,kan,SantCa01,fga,2,,,,,
player,201512200rav,kan,SantCa01,punt,0,,,,,
player,201512200rav,kan,SantCa01,punt_yds,0,,,,,
player,201512200rav,kan,SantCa01,punt_yds_per_punt,,,,,,
player,201512200rav,kan,SantCa01,punt_long,0,,,,,
player,201512200rav,kan,ColqDu20,xpm,,,,,,
player,201512200rav,kan,ColqDu20,xpa,,,,,,
player,201512200rav,kan,ColqDu20,fgm,,,,,,
player,201512200rav,kan,ColqDu20,fga,,,,,,
player,201512200rav,kan,ColqDu20,punt,5,,,,,
player,201512200rav,kan,ColqDu20,punt_yds,232,,,,,
player,201512200rav,kan,ColqDu20,punt_yds_per_punt,46.4,,,,,
player,201512200rav,kan,ColqDu20,punt_long,57,,,,,
player,201512200rav,rav,TuckJu00,xpm,2,,,,,
player,201512200rav,rav,TuckJu00,xpa,2,,,,,
player,201512200rav,rav,TuckJu00,fgm,,,,,,
player,201512200rav,rav,TuckJu00,fga,,,,,,
player,201512200rav,rav,TuckJu00,punt,0,,,,,
player,201512200rav,rav,TuckJu00,punt_yds,0,,,,,
player,201512200rav,rav,TuckJu00,punt_yds_per_punt,,,,,,
player,201512200rav,rav,TuckJu00,punt_long,0,,,,,
player,201512200rav,rav,KochSa20,xpm,,,,,,
player,201512200rav,rav,KochSa20,xpa,,,,,,
player,201512200rav,rav,KochSa20,fgm,,,,,,
player,201512200rav,rav,KochSa20,fga,,,,,,
player,201512200rav,rav,KochSa20,punt,5,,,,,
player,201512200rav,rav,KochSa20,punt_yds,218,,,,,
player,201512200rav,rav,KochSa20,punt_yds_per_punt,43.6,,,,,
player,201512200rav,rav,KochSa20,punt_long,50,,,,,
player,201512200rav,rav,JensRy00,pos,C,,,,,
player,201512200rav,rav,JensRy00,offense,68,,,,,
player,201512200rav,rav,JensRy00,off_pct,100%,,,,,
player,201512200rav,rav,JensRy00,defense,0,,,,,
player,201512200rav,rav,JensRy00,def_pct,0%,,,,,
player,201512200rav,rav,JensRy00,special_teams,2,,,,,
player,201512200rav,rav,JensRy00,st_pct,7%,,,,,
player,201512200rav,rav,OsemKe00,pos,G,,,,,
player,201512200rav,rav,OsemKe00,offense,68,,,,,
player,201512200rav,rav,OsemKe00,off_pct,100%,,,,,
player,201512200rav,rav,OsemKe00,defense,0,,,,,
player,201512200rav,rav,OsemKe00,def_pct,0%,,,,,
player,201512200rav,rav,OsemKe00,special_teams,2,,,,,
player,201512200rav,rav,OsemKe00,st_pct,7%,,,,,
player,201512200rav,rav,YandMa20,pos,G,,,,,
player,201512200rav,rav,YandMa20,offense,68,,,,,
player,201512200rav,rav,YandMa20,off_pct,100%,,,,,
player,201512200rav,rav,YandMa20,defense,0,,,,,
player,201512200rav,rav,YandMa20,def_pct,0%,,,,,
player,201512200rav,rav,YandMa20,special_teams,2,,,,,
player,201512200rav,rav,YandMa20,st_pct,7%,,,,,
player,201512200rav,rav,WagnRi00,pos,T,,,,,
player,201512200rav,rav,WagnRi00,offense,68,,,,,
player,201512200rav,rav,WagnRi00,off_pct,100%,,,,,
player,201512200rav,rav,WagnRi00,defense,0,,,,,
player,201512200rav,rav,WagnRi00,def_pct,0%,,,,,
player,201512200rav,rav,WagnRi00,special_teams,2,,,,,
player,201512200rav,rav,WagnRi00,st_pct,7%,,,,,
player,201512200rav,rav,ClauJi00,pos,QB,,,,,
player,201512200rav,rav,ClauJi00,offense,68,,,,,
player,201512200rav,rav,ClauJi00,off_pct,100%,,,,,
player,201512200rav,rav,ClauJi00,defense,0,,,,,
player,201512200rav,rav,ClauJi00,def_pct,0%,,,,,
player,201512200rav,rav,ClauJi00,special_teams,0,,,,,
player,201512200rav,rav,ClauJi00,st_pct,0%,,,,,
player,201512200rav,rav,UrscJo00,pos,G,,,,,
player,201512200rav,rav,UrscJo00,offense,68,,,,,
player,201512200rav,rav,UrscJo00,off_pct,100%,,,,,
player,201512200rav,rav,UrscJo00,defense,0,,,,,
player,201512200rav,rav,UrscJo00,def_pct,0%,,,,,
player,201512200rav,rav,UrscJo00,special_teams,0,,,,,
player,201512200rav,rav,UrscJo00,st_pct,0%,,,,,
player,201512200rav,rav,AikeKa00,pos,WR,,,,,
player,201512200rav,rav,AikeKa00,offense,53,,,,,
player,201512200rav,rav,AikeKa00,off_pct,78%,,,,,
player,201512200rav,rav,AikeKa00,defense,0,,,,,
player,201512200rav,rav,AikeKa00,def_pct,0%,,,,,
player,201512200rav,rav,AikeKa00,special_teams,0,,,,,
player,201512200rav,rav,AikeKa00,st_pct,0%,,,,,
player,201512200rav,rav,ButlJe01,pos,WR,,,,,
player,201512200rav,rav,ButlJe01,offense,52,,,,,
player,201512200rav,rav,ButlJe01,off_pct,76%,,,,,
player,201512200rav,rav,ButlJe01,defense,0,,,,,
player,201512200rav,rav,ButlJe01,def_pct,0%,,,,,
player,201512200rav,rav,ButlJe01,special_teams,1,,,,,
player,201512200rav,rav,ButlJe01,st_pct,3%,,,,,
player,201512200rav,rav,WillMa04,pos,TE,,,,,
player,201512200rav,rav,WillMa04,offense,49,,,,,
player,201512200rav,rav,WillMa04,off_pct,72%,,,,,
player,201512200rav,rav,WillMa04,defense,0,,,,,
player,201512200rav,rav,WillMa04,def_pct,0%,,,,,
player,201512200rav,rav,WillMa04,special_teams,7,,,,,
player,201512200rav,rav,WillMa04,st_pct,24%,,,,,
player,201512200rav,rav,GiveCh00,pos,WR,,,,,
player,201512200rav,rav,GiveCh00,offense,39,,,,,
player,201512200rav,rav,GiveCh00,off_pct,57%,,,,,
player,201512200rav,rav,GiveCh00,defense,0,,,,,
player,201512200rav,rav,GiveCh00,def_pct,0%,,,,,
player,201512200rav,rav,GiveCh00,special_teams,0,,,,,
player,201512200rav,rav,GiveCh00,st_pct,0%,,,,,
player,201512200rav,rav,JuszKy00,pos,FB,,,,,
player,201512200rav,rav,JuszKy00,offense,31,,,,,
player,201512200rav,rav,JuszKy00,off_pct,46%,,,,,
player,201512200rav,rav,JuszKy00,defense,0,,,,,
player,201512200rav,rav,JuszKy00,def_pct,0%,,,,,
player,201512200rav,rav,JuszKy00,special_teams,21,,,,,
player,201512200rav,rav,JuszKy00,st_pct,72%,,,,,
player,201512200rav,rav,WestTe00,pos,RB,,,,,
player,201512200rav,rav,WestTe00,offense,31,,,,,
player,201512200rav,rav,WestTe00,off_pct,46%,,,,,
player,201512200rav,rav,WestTe00,defense,0,,,,,
player,201512200rav,rav,WestTe00,def_pct,0%,,,,,
player,201512200rav,rav,WestTe00,special_teams,0,,,,,
player,201512200rav,rav,WestTe00,st_pct,0%,,,,,
player,201512200rav,rav,MattCh00,pos,WR,,,,,
player,201512200rav,rav,MattCh00,offense,25,,,,,
player,201512200rav,rav,MattCh00,off_pct,37%,,,,,
player,201512200rav,rav,MattCh00,defense,0,,,,,
player,201512200rav,rav,MattCh00,def_pct,0%,,,,,
player,201512200rav,rav,MattCh00,special_teams,18,,,,,
player,201512200rav,rav,MattCh00,st_pct,62%,,,,,
player,201512200rav,rav,BrowDa04,pos,WR,,,,,
player,201512200rav,rav,BrowDa04,offense,20,,,,,
player,201512200rav,rav,BrowDa04,off_pct,29%,,,,,
player,201512200rav,rav,BrowDa04,defense,0,,,,,
player,201512200rav,rav,BrowDa04,def_pct,0%,,,,,
player,201512200rav,rav,BrowDa04,special_teams,1,,,,,
player,201512200rav,rav,BrowDa04,st_pct,3%,,,,,
player,201512200rav,rav,MageTe00,pos,RB,,,,,
player,201512200rav,rav,MageTe00,offense,11,,,,,
player,201512200rav,rav,MageTe00,off_pct,16%,,,,,
player,201512200rav,rav,MageTe00,defense,0,,,,,
player,201512200rav,rav,MageTe00,def_pct,0%,,,,,
player,201512200rav,rav,MageTe00,special_teams,2,,,,,
player,201512200rav,rav,MageTe00,st_pct,7%,,,,,
player,201512200rav,rav,HursJa00,pos,T,,,,,
player,201512200rav,rav,HursJa00,offense,9,,,,,
player,201512200rav,rav,HursJa00,off_pct,13%,,,,,
player,201512200rav,rav,HursJa00,defense,0,,,,,
player,201512200rav,rav,HursJa00,def_pct,0%,,,,,
player,201512200rav,rav,HursJa00,special_teams,2,,,,,
player,201512200rav,rav,HursJa00,st_pct,7%,,,,,
player,201512200rav,rav,AlleJa01,pos,RB,,,,,
player,201512200rav,rav,AlleJa01,offense,9,,,,,
player,201512200rav,rav,AlleJa01,off_pct,13%,,,,,
player,201512200rav,rav,AlleJa01,defense,0,,,,,
player,201512200rav,rav,AlleJa01,def_pct,0%,,,,,
player,201512200rav,rav,AlleJa01,special_teams,0,,,,,
player,201512200rav,rav,AlleJa01,st_pct,0%,,,,,
player,201512200rav,rav,ReulKo00,pos,TE,,,,,
player,201512200rav,rav,ReulKo00,offense,7,,,,,
player,201512200rav,rav,ReulKo00,off_pct,10%,,,,,
player,201512200rav,rav,ReulKo00,defense,0,,,,,
player,201512200rav,rav,ReulKo00,def_pct,0%,,,,,
player,201512200rav,rav,ReulKo00,special_teams,21,,,,,
player,201512200rav,rav,ReulKo00,st_pct,72%,,,,,
player,201512200rav,rav,ClayKa00,pos,WR,,,,,
player,201512200rav,rav,ClayKa00,offense,4,,,,,
player,201512200rav,rav,ClayKa00,off_pct,6%,,,,,
player,201512200rav,rav,ClayKa00,defense,0,,,,,
player,201512200rav,rav,ClayKa00,def_pct,0%,,,,,
player,201512200rav,rav,ClayKa00,special_teams,11,,,,,
player,201512200rav,rav,ClayKa00,st_pct,38%,,,,,
player,201512200rav,rav,MoslC.00,pos,LB,,,,,
player,201512200rav,rav,MoslC.00,offense,0,,,,,
player,201512200rav,rav,MoslC.00,off_pct,0%,,,,,
player,201512200rav,rav,MoslC.00,defense,56,,,,,
player,201512200rav,rav,MoslC.00,def_pct,100%,,,,,
player,201512200rav,rav,MoslC.00,special_teams,7,,,,,
player,201512200rav,rav,MoslC.00,st_pct,24%,,,,,
player,201512200rav,rav,HillWi01,pos,SS,,,,,
player,201512200rav,rav,HillWi01,offense,0,,,,,
player,201512200rav,rav,HillWi01,off_pct,0%,,,,,
player,201512200rav,rav,HillWi01,defense,55,,,,,
player,201512200rav,rav,HillWi01,def_pct,98%,,,,,
player,201512200rav,rav,HillWi01,special_teams,6,,,,,
player,201512200rav,rav,HillWi01,st_pct,21%,,,,,
player,201512200rav,rav,LewiKe00,pos,FS,,,,,
player,201512200rav,rav,LewiKe00,offense,0,,,,,
player,201512200rav,rav,LewiKe00,off_pct,0%,,,,,
player,201512200rav,rav,LewiKe00,defense,55,,,,,
player,201512200rav,rav,LewiKe00,def_pct,98%,,,,,
player,201512200rav,rav,LewiKe00,special_teams,2,,,,,
player,201512200rav,rav,LewiKe00,st_pct,7%,,,,,
player,201512200rav,rav,WrigSh00,pos,CB,,,,,
player,201512200rav,rav,WrigSh00,offense,0,,,,,
player,201512200rav,rav,WrigSh00,off_pct,0%,,,,,
player,201512200rav,rav,WrigSh00,defense,55,,,,,
player,201512200rav,rav,WrigSh00,def_pct,98%,,,,,
player,201512200rav,rav,WrigSh00,special_teams,0,,,,,
player,201512200rav,rav,WrigSh00,st_pct,0%,,,,,
player,201512200rav,rav,SmitDa24,pos,LB,,,,,
player,201512200rav,rav,SmitDa24,offense,0,,,,,
player,201512200rav,rav,SmitDa24,off_pct,0%,,,,,
player,201512200rav,rav,SmitDa24,defense,49,,,,,
player,201512200rav,rav,SmitDa24,def_pct,88%,,,,,
player,201512200rav,rav,SmitDa24,special_teams,0,,,,,
player,201512200rav,rav,SmitDa24,st_pct,0%,,,,,
player,201512200rav,rav,WebbLa99,pos,CB,,,,,
player,201512200rav,rav,WebbLa99,offense,0,,,,,
player,201512200rav,rav,WebbLa99,off_pct,0%,,,,,
player,201512200rav,rav,WebbLa99,defense,48,,,,,
player,201512200rav,rav,WebbLa99,def_pct,86%,,,,,
player,201512200rav,rav,WebbLa99,special_teams,1,,,,,
player,201512200rav,rav,WebbLa99,st_pct,3%,,,,,
player,201512200rav,rav,WillBr02,pos,NT,,,,,
player,201512200rav,rav,WillBr02,offense,0,,,,,
player,201512200rav,rav,WillBr02,off_pct,0%,,,,,
player,201512200rav,rav,WillBr02,defense,43,,,,,
player,201512200rav,rav,WillBr02,def_pct,77%,,,,,
player,201512200rav,rav,WillBr02,special_teams,0,,,,,
player,201512200rav,rav,WillBr02,st_pct,0%,,,,,
player,201512200rav,rav,DumeEl20,pos,LB,,,,,
player,201512200rav,rav,DumeEl20,offense,0,,,,,
player,201512200rav,rav,DumeEl20,off_pct,0%,,,,,
player,201512200rav,rav,DumeEl20,defense,41,,,,,
player,201512200rav,rav,DumeEl20,def_pct,73%,,,,,
player,201512200rav,rav,DumeEl20,special_teams,0,,,,,
player,201512200rav,rav,DumeEl20,st_pct,0%,,,,,
player,201512200rav,rav,JernTi00,pos,DT,,,,,
player,201512200rav,rav,JernTi00,offense,0,,,,,
player,201512200rav,rav,JernTi00,off_pct,0%,,,,,
player,201512200rav,rav,JernTi00,defense,40,,,,,
player,201512200rav,rav,JernTi00,def_pct,71%,,,,,
player,201512200rav,rav,JernTi00,special_teams,0,,,,,
player,201512200rav,rav,JernTi00,st_pct,0%,,,,,
player,201512200rav,rav,UpshCo00,pos,LB,,,,,
player,201512200rav,rav,UpshCo00,offense,0,,,,,
player,201512200rav,rav,UpshCo00,off_pct,0%,,,,,
player,201512200rav,rav,UpshCo00,defense,39,,,,,
player,201512200rav,rav,UpshCo00,def_pct,70%,,,,,
