game,2015,14,20151213,201512130ram,det,"Detroit Lions",14,ram,"St. Louis Rams",21
player,201512130ram,det,ByneJo00,fumbles_rec_yds,0,,,,,
player,201512130ram,det,ByneJo00,fumbles_rec_td,0,,,,,
player,201512130ram,det,ByneJo00,fumbles_forced,0,,,,,
player,201512130ram,det,TullSt20,def_int,0,,,,,
player,201512130ram,det,TullSt20,def_int_yds,0,,,,,
player,201512130ram,det,TullSt20,def_int_td,0,,,,,
player,201512130ram,det,TullSt20,def_int_long,0,,,,,
player,201512130ram,det,TullSt20,pass_defended,0,,,,,
player,201512130ram,det,TullSt20,sacks,0.0,,,,,
player,201512130ram,det,TullSt20,tackles_combined,7,,,,,
player,201512130ram,det,TullSt20,tackles_solo,7,,,,,
player,201512130ram,det,TullSt20,tackles_assists,0,,,,,
player,201512130ram,det,TullSt20,tackles_loss,1,,,,,
player,201512130ram,det,TullSt20,qb_hits,0,,,,,
player,201512130ram,det,TullSt20,fumbles_rec,0,,,,,
player,201512130ram,det,TullSt20,fumbles_rec_yds,0,,,,,
player,201512130ram,det,TullSt20,fumbles_rec_td,0,,,,,
player,201512130ram,det,TullSt20,fumbles_forced,0,,,,,
player,201512130ram,det,LawsNe00,def_int,0,,,,,
player,201512130ram,det,LawsNe00,def_int_yds,0,,,,,
player,201512130ram,det,LawsNe00,def_int_td,0,,,,,
player,201512130ram,det,LawsNe00,def_int_long,0,,,,,
player,201512130ram,det,LawsNe00,pass_defended,0,,,,,
player,201512130ram,det,LawsNe00,sacks,0.0,,,,,
player,201512130ram,det,LawsNe00,tackles_combined,5,,,,,
player,201512130ram,det,LawsNe00,tackles_solo,5,,,,,
player,201512130ram,det,LawsNe00,tackles_assists,0,,,,,
player,201512130ram,det,LawsNe00,tackles_loss,0,,,,,
player,201512130ram,det,LawsNe00,qb_hits,0,,,,,
player,201512130ram,det,LawsNe00,fumbles_rec,0,,,,,
player,201512130ram,det,LawsNe00,fumbles_rec_yds,0,,,,,
player,201512130ram,det,LawsNe00,fumbles_rec_td,0,,,,,
player,201512130ram,det,LawsNe00,fumbles_forced,0,,,,,
player,201512130ram,det,QuinGl99,def_int,0,,,,,
player,201512130ram,det,QuinGl99,def_int_yds,0,,,,,
player,201512130ram,det,QuinGl99,def_int_td,0,,,,,
player,201512130ram,det,QuinGl99,def_int_long,0,,,,,
player,201512130ram,det,QuinGl99,pass_defended,0,,,,,
player,201512130ram,det,QuinGl99,sacks,0.0,,,,,
player,201512130ram,det,QuinGl99,tackles_combined,4,,,,,
player,201512130ram,det,QuinGl99,tackles_solo,4,,,,,
player,201512130ram,det,QuinGl99,tackles_assists,0,,,,,
player,201512130ram,det,QuinGl99,tackles_loss,0,,,,,
player,201512130ram,det,QuinGl99,qb_hits,0,,,,,
player,201512130ram,det,QuinGl99,fumbles_rec,0,,,,,
player,201512130ram,det,QuinGl99,fumbles_rec_yds,0,,,,,
player,201512130ram,det,QuinGl99,fumbles_rec_td,0,,,,,
player,201512130ram,det,QuinGl99,fumbles_forced,0,,,,,
player,201512130ram,det,DiggQu00,def_int,0,,,,,
player,201512130ram,det,DiggQu00,def_int_yds,0,,,,,
player,201512130ram,det,DiggQu00,def_int_td,0,,,,,
player,201512130ram,det,DiggQu00,def_int_long,0,,,,,
player,201512130ram,det,DiggQu00,pass_defended,1,,,,,
player,201512130ram,det,DiggQu00,sacks,0.0,,,,,
player,201512130ram,det,DiggQu00,tackles_combined,3,,,,,
player,201512130ram,det,DiggQu00,tackles_solo,3,,,,,
player,201512130ram,det,DiggQu00,tackles_assists,0,,,,,
player,201512130ram,det,DiggQu00,tackles_loss,1,,,,,
player,201512130ram,det,DiggQu00,qb_hits,0,,,,,
player,201512130ram,det,DiggQu00,fumbles_rec,0,,,,,
player,201512130ram,det,DiggQu00,fumbles_rec_yds,0,,,,,
player,201512130ram,det,DiggQu00,fumbles_rec_td,0,,,,,
player,201512130ram,det,DiggQu00,fumbles_forced,0,,,,,
player,201512130ram,det,IhedJa00,def_int,0,,,,,
player,201512130ram,det,IhedJa00,def_int_yds,0,,,,,
player,201512130ram,det,IhedJa00,def_int_td,0,,,,,
player,201512130ram,det,IhedJa00,def_int_long,0,,,,,
player,201512130ram,det,IhedJa00,pass_defended,0,,,,,
player,201512130ram,det,IhedJa00,sacks,0.0,,,,,
player,201512130ram,det,IhedJa00,tackles_combined,3,,,,,
player,201512130ram,det,IhedJa00,tackles_solo,3,,,,,
player,201512130ram,det,IhedJa00,tackles_assists,0,,,,,
player,201512130ram,det,IhedJa00,tackles_loss,1,,,,,
player,201512130ram,det,IhedJa00,qb_hits,0,,,,,
player,201512130ram,det,IhedJa00,fumbles_rec,0,,,,,
player,201512130ram,det,IhedJa00,fumbles_rec_yds,0,,,,,
player,201512130ram,det,IhedJa00,fumbles_rec_td,0,,,,,
player,201512130ram,det,IhedJa00,fumbles_forced,0,,,,,
player,201512130ram,det,FullCo00,def_int,0,,,,,
player,201512130ram,det,FullCo00,def_int_yds,0,,,,,
player,201512130ram,det,FullCo00,def_int_td,0,,,,,
player,201512130ram,det,FullCo00,def_int_long,0,,,,,
player,201512130ram,det,FullCo00,pass_defended,0,,,,,
player,201512130ram,det,FullCo00,sacks,0.0,,,,,
player,201512130ram,det,FullCo00,tackles_combined,2,,,,,
player,201512130ram,det,FullCo00,tackles_solo,2,,,,,
player,201512130ram,det,FullCo00,tackles_assists,0,,,,,
player,201512130ram,det,FullCo00,tackles_loss,0,,,,,
player,201512130ram,det,FullCo00,qb_hits,0,,,,,
player,201512130ram,det,FullCo00,fumbles_rec,0,,,,,
player,201512130ram,det,FullCo00,fumbles_rec_yds,0,,,,,
player,201512130ram,det,FullCo00,fumbles_rec_td,0,,,,,
player,201512130ram,det,FullCo00,fumbles_forced,0,,,,,
player,201512130ram,det,NgatHa20,def_int,0,,,,,
player,201512130ram,det,NgatHa20,def_int_yds,0,,,,,
player,201512130ram,det,NgatHa20,def_int_td,0,,,,,
player,201512130ram,det,NgatHa20,def_int_long,0,,,,,
player,201512130ram,det,NgatHa20,pass_defended,0,,,,,
player,201512130ram,det,NgatHa20,sacks,0.0,,,,,
player,201512130ram,det,NgatHa20,tackles_combined,2,,,,,
player,201512130ram,det,NgatHa20,tackles_solo,2,,,,,
player,201512130ram,det,NgatHa20,tackles_assists,0,,,,,
player,201512130ram,det,NgatHa20,tackles_loss,0,,,,,
player,201512130ram,det,NgatHa20,qb_hits,0,,,,,
player,201512130ram,det,NgatHa20,fumbles_rec,0,,,,,
player,201512130ram,det,NgatHa20,fumbles_rec_yds,0,,,,,
player,201512130ram,det,NgatHa20,fumbles_rec_td,0,,,,,
player,201512130ram,det,NgatHa20,fumbles_forced,0,,,,,
player,201512130ram,det,AbduIs00,def_int,0,,,,,
player,201512130ram,det,AbduIs00,def_int_yds,0,,,,,
player,201512130ram,det,AbduIs00,def_int_td,0,,,,,
player,201512130ram,det,AbduIs00,def_int_long,0,,,,,
player,201512130ram,det,AbduIs00,pass_defended,0,,,,,
player,201512130ram,det,AbduIs00,sacks,0.0,,,,,
player,201512130ram,det,AbduIs00,tackles_combined,1,,,,,
player,201512130ram,det,AbduIs00,tackles_solo,1,,,,,
player,201512130ram,det,AbduIs00,tackles_assists,0,,,,,
player,201512130ram,det,AbduIs00,tackles_loss,0,,,,,
player,201512130ram,det,AbduIs00,qb_hits,1,,,,,
player,201512130ram,det,AbduIs00,fumbles_rec,0,,,,,
player,201512130ram,det,AbduIs00,fumbles_rec_yds,0,,,,,
player,201512130ram,det,AbduIs00,fumbles_rec_td,0,,,,,
player,201512130ram,det,AbduIs00,fumbles_forced,0,,,,,
player,201512130ram,det,JoneJa99,def_int,0,,,,,
player,201512130ram,det,JoneJa99,def_int_yds,0,,,,,
player,201512130ram,det,JoneJa99,def_int_td,0,,,,,
player,201512130ram,det,JoneJa99,def_int_long,0,,,,,
player,201512130ram,det,JoneJa99,pass_defended,0,,,,,
player,201512130ram,det,JoneJa99,sacks,0.0,,,,,
player,201512130ram,det,JoneJa99,tackles_combined,1,,,,,
player,201512130ram,det,JoneJa99,tackles_solo,1,,,,,
player,201512130ram,det,JoneJa99,tackles_assists,0,,,,,
player,201512130ram,det,JoneJa99,tackles_loss,0,,,,,
player,201512130ram,det,JoneJa99,qb_hits,1,,,,,
player,201512130ram,det,JoneJa99,fumbles_rec,0,,,,,
player,201512130ram,det,JoneJa99,fumbles_rec_yds,0,,,,,
player,201512130ram,det,JoneJa99,fumbles_rec_td,0,,,,,
player,201512130ram,det,JoneJa99,fumbles_forced,0,,,,,
player,201512130ram,det,LewiTr00,def_int,0,,,,,
player,201512130ram,det,LewiTr00,def_int_yds,0,,,,,
player,201512130ram,det,LewiTr00,def_int_td,0,,,,,
player,201512130ram,det,LewiTr00,def_int_long,0,,,,,
player,201512130ram,det,LewiTr00,pass_defended,0,,,,,
player,201512130ram,det,LewiTr00,sacks,0.0,,,,,
player,201512130ram,det,LewiTr00,tackles_combined,1,,,,,
player,201512130ram,det,LewiTr00,tackles_solo,1,,,,,
player,201512130ram,det,LewiTr00,tackles_assists,0,,,,,
player,201512130ram,det,LewiTr00,tackles_loss,0,,,,,
player,201512130ram,det,LewiTr00,qb_hits,0,,,,,
player,201512130ram,det,LewiTr00,fumbles_rec,0,,,,,
player,201512130ram,det,LewiTr00,fumbles_rec_yds,0,,,,,
player,201512130ram,det,LewiTr00,fumbles_rec_td,0,,,,,
player,201512130ram,det,LewiTr00,fumbles_forced,0,,,,,
player,201512130ram,det,TappDa20,def_int,0,,,,,
player,201512130ram,det,TappDa20,def_int_yds,0,,,,,
player,201512130ram,det,TappDa20,def_int_td,0,,,,,
player,201512130ram,det,TappDa20,def_int_long,0,,,,,
player,201512130ram,det,TappDa20,pass_defended,0,,,,,
player,201512130ram,det,TappDa20,sacks,0.0,,,,,
player,201512130ram,det,TappDa20,tackles_combined,1,,,,,
player,201512130ram,det,TappDa20,tackles_solo,1,,,,,
player,201512130ram,det,TappDa20,tackles_assists,0,,,,,
player,201512130ram,det,TappDa20,tackles_loss,0,,,,,
player,201512130ram,det,TappDa20,qb_hits,0,,,,,
player,201512130ram,det,TappDa20,fumbles_rec,0,,,,,
player,201512130ram,det,TappDa20,fumbles_rec_yds,0,,,,,
player,201512130ram,det,TappDa20,fumbles_rec_td,0,,,,,
player,201512130ram,det,TappDa20,fumbles_forced,0,,,,,
player,201512130ram,det,TaylDe00,def_int,0,,,,,
player,201512130ram,det,TaylDe00,def_int_yds,0,,,,,
player,201512130ram,det,TaylDe00,def_int_td,0,,,,,
player,201512130ram,det,TaylDe00,def_int_long,0,,,,,
player,201512130ram,det,TaylDe00,pass_defended,0,,,,,
player,201512130ram,det,TaylDe00,sacks,0.0,,,,,
player,201512130ram,det,TaylDe00,tackles_combined,1,,,,,
player,201512130ram,det,TaylDe00,tackles_solo,1,,,,,
player,201512130ram,det,TaylDe00,tackles_assists,0,,,,,
player,201512130ram,det,TaylDe00,tackles_loss,0,,,,,
player,201512130ram,det,TaylDe00,qb_hits,0,,,,,
player,201512130ram,det,TaylDe00,fumbles_rec,0,,,,,
player,201512130ram,det,TaylDe00,fumbles_rec_yds,0,,,,,
player,201512130ram,det,TaylDe00,fumbles_rec_td,0,,,,,
player,201512130ram,det,TaylDe00,fumbles_forced,0,,,,,
player,201512130ram,det,ThorKh00,def_int,0,,,,,
player,201512130ram,det,ThorKh00,def_int_yds,0,,,,,
player,201512130ram,det,ThorKh00,def_int_td,0,,,,,
player,201512130ram,det,ThorKh00,def_int_long,0,,,,,
player,201512130ram,det,ThorKh00,pass_defended,0,,,,,
player,201512130ram,det,ThorKh00,sacks,0.0,,,,,
player,201512130ram,det,ThorKh00,tackles_combined,1,,,,,
player,201512130ram,det,ThorKh00,tackles_solo,1,,,,,
player,201512130ram,det,ThorKh00,tackles_assists,0,,,,,
player,201512130ram,det,ThorKh00,tackles_loss,1,,,,,
player,201512130ram,det,ThorKh00,qb_hits,0,,,,,
player,201512130ram,det,ThorKh00,fumbles_rec,0,,,,,
player,201512130ram,det,ThorKh00,fumbles_rec_yds,0,,,,,
player,201512130ram,det,ThorKh00,fumbles_rec_td,0,,,,,
player,201512130ram,det,ThorKh00,fumbles_forced,0,,,,,
player,201512130ram,det,WhitTa00,def_int,0,,,,,
player,201512130ram,det,WhitTa00,def_int_yds,0,,,,,
player,201512130ram,det,WhitTa00,def_int_td,0,,,,,
player,201512130ram,det,WhitTa00,def_int_long,0,,,,,
player,201512130ram,det,WhitTa00,pass_defended,0,,,,,
player,201512130ram,det,WhitTa00,sacks,0.0,,,,,
player,201512130ram,det,WhitTa00,tackles_combined,1,,,,,
player,201512130ram,det,WhitTa00,tackles_solo,1,,,,,
player,201512130ram,det,WhitTa00,tackles_assists,0,,,,,
player,201512130ram,det,WhitTa00,tackles_loss,0,,,,,
player,201512130ram,det,WhitTa00,qb_hits,0,,,,,
player,201512130ram,det,WhitTa00,fumbles_rec,0,,,,,
player,201512130ram,det,WhitTa00,fumbles_rec_yds,0,,,,,
player,201512130ram,det,WhitTa00,fumbles_rec_td,0,,,,,
player,201512130ram,det,WhitTa00,fumbles_forced,0,,,,,
player,201512130ram,det,BurtMi00,def_int,0,,,,,
player,201512130ram,det,BurtMi00,def_int_yds,0,,,,,
player,201512130ram,det,BurtMi00,def_int_td,0,,,,,
player,201512130ram,det,BurtMi00,def_int_long,0,,,,,
player,201512130ram,det,BurtMi00,pass_defended,0,,,,,
player,201512130ram,det,BurtMi00,sacks,0.0,,,,,
player,201512130ram,det,BurtMi00,tackles_combined,0,,,,,
player,201512130ram,det,BurtMi00,tackles_solo,0,,,,,
player,201512130ram,det,BurtMi00,tackles_assists,0,,,,,
player,201512130ram,det,BurtMi00,tackles_loss,0,,,,,
player,201512130ram,det,BurtMi00,qb_hits,0,,,,,
player,201512130ram,det,BurtMi00,fumbles_rec,1,,,,,
player,201512130ram,det,BurtMi00,fumbles_rec_yds,0,,,,,
player,201512130ram,det,BurtMi00,fumbles_rec_td,0,,,,,
player,201512130ram,det,BurtMi00,fumbles_forced,0,,,,,
player,201512130ram,ram,JohnTr05,def_int,1,,,,,
player,201512130ram,ram,JohnTr05,def_int_yds,58,,,,,
player,201512130ram,ram,JohnTr05,def_int_td,1,,,,,
player,201512130ram,ram,JohnTr05,def_int_long,58,,,,,
player,201512130ram,ram,JohnTr05,pass_defended,2,,,,,
player,201512130ram,ram,JohnTr05,sacks,0.0,,,,,
player,201512130ram,ram,JohnTr05,tackles_combined,5,,,,,
player,201512130ram,ram,JohnTr05,tackles_solo,4,,,,,
player,201512130ram,ram,JohnTr05,tackles_assists,1,,,,,
player,201512130ram,ram,JohnTr05,tackles_loss,0,,,,,
player,201512130ram,ram,JohnTr05,qb_hits,0,,,,,
player,201512130ram,ram,JohnTr05,fumbles_rec,0,,,,,
player,201512130ram,ram,JohnTr05,fumbles_rec_yds,0,,,,,
player,201512130ram,ram,JohnTr05,fumbles_rec_td,0,,,,,
player,201512130ram,ram,JohnTr05,fumbles_forced,0,,,,,
player,201512130ram,ram,DonaAa00,def_int,0,,,,,
player,201512130ram,ram,DonaAa00,def_int_yds,0,,,,,
player,201512130ram,ram,DonaAa00,def_int_td,0,,,,,
player,201512130ram,ram,DonaAa00,def_int_long,0,,,,,
player,201512130ram,ram,DonaAa00,pass_defended,0,,,,,
player,201512130ram,ram,DonaAa00,sacks,3.0,,,,,
player,201512130ram,ram,DonaAa00,tackles_combined,5,,,,,
player,201512130ram,ram,DonaAa00,tackles_solo,4,,,,,
player,201512130ram,ram,DonaAa00,tackles_assists,1,,,,,
player,201512130ram,ram,DonaAa00,tackles_loss,3,,,,,
player,201512130ram,ram,DonaAa00,qb_hits,6,,,,,
player,201512130ram,ram,DonaAa00,fumbles_rec,0,,,,,
player,201512130ram,ram,DonaAa00,fumbles_rec_yds,0,,,,,
player,201512130ram,ram,DonaAa00,fumbles_rec_td,0,,,,,
player,201512130ram,ram,DonaAa00,fumbles_forced,0,,,,,
player,201512130ram,ram,BrocMi00,def_int,0,,,,,
player,201512130ram,ram,BrocMi00,def_int_yds,0,,,,,
player,201512130ram,ram,BrocMi00,def_int_td,0,,,,,
player,201512130ram,ram,BrocMi00,def_int_long,0,,,,,
player,201512130ram,ram,BrocMi00,pass_defended,0,,,,,
player,201512130ram,ram,BrocMi00,sacks,1.0,,,,,
player,201512130ram,ram,BrocMi00,tackles_combined,1,,,,,
player,201512130ram,ram,BrocMi00,tackles_solo,1,,,,,
player,201512130ram,ram,BrocMi00,tackles_assists,0,,,,,
player,201512130ram,ram,BrocMi00,tackles_loss,1,,,,,
player,201512130ram,ram,BrocMi00,qb_hits,1,,,,,
player,201512130ram,ram,BrocMi00,fumbles_rec,0,,,,,
player,201512130ram,ram,BrocMi00,fumbles_rec_yds,0,,,,,
player,201512130ram,ram,BrocMi00,fumbles_rec_td,0,,,,,
player,201512130ram,ram,BrocMi00,fumbles_forced,0,,,,,
player,201512130ram,ram,BarrMa00,def_int,0,,,,,
player,201512130ram,ram,BarrMa00,def_int_yds,0,,,,,
player,201512130ram,ram,BarrMa00,def_int_td,0,,,,,
player,201512130ram,ram,BarrMa00,def_int_long,0,,,,,
player,201512130ram,ram,BarrMa00,pass_defended,0,,,,,
player,201512130ram,ram,BarrMa00,sacks,0.0,,,,,
player,201512130ram,ram,BarrMa00,tackles_combined,11,,,,,
player,201512130ram,ram,BarrMa00,tackles_solo,8,,,,,
player,201512130ram,ram,BarrMa00,tackles_assists,3,,,,,
player,201512130ram,ram,BarrMa00,tackles_loss,2,,,,,
player,201512130ram,ram,BarrMa00,qb_hits,0,,,,,
player,201512130ram,ram,BarrMa00,fumbles_rec,0,,,,,
player,201512130ram,ram,BarrMa00,fumbles_rec_yds,0,,,,,
player,201512130ram,ram,BarrMa00,fumbles_rec_td,0,,,,,
player,201512130ram,ram,BarrMa00,fumbles_forced,0,,,,,
player,201512130ram,ram,LaurJa99,def_int,0,,,,,
player,201512130ram,ram,LaurJa99,def_int_yds,0,,,,,
player,201512130ram,ram,LaurJa99,def_int_td,0,,,,,
player,201512130ram,ram,LaurJa99,def_int_long,0,,,,,
player,201512130ram,ram,LaurJa99,pass_defended,0,,,,,
player,201512130ram,ram,LaurJa99,sacks,0.0,,,,,
player,201512130ram,ram,LaurJa99,tackles_combined,8,,,,,
player,201512130ram,ram,LaurJa99,tackles_solo,5,,,,,
player,201512130ram,ram,LaurJa99,tackles_assists,3,,,,,
player,201512130ram,ram,LaurJa99,tackles_loss,0,,,,,
player,201512130ram,ram,LaurJa99,qb_hits,0,,,,,
player,201512130ram,ram,LaurJa99,fumbles_rec,0,,,,,
player,201512130ram,ram,LaurJa99,fumbles_rec_yds,0,,,,,
player,201512130ram,ram,LaurJa99,fumbles_rec_td,0,,,,,
player,201512130ram,ram,LaurJa99,fumbles_forced,0,,,,,
player,201512130ram,ram,RobeMa00,def_int,0,,,,,
player,201512130ram,ram,RobeMa00,def_int_yds,0,,,,,
player,201512130ram,ram,RobeMa00,def_int_td,0,,,,,
player,201512130ram,ram,RobeMa00,def_int_long,0,,,,,
player,201512130ram,ram,RobeMa00,pass_defended,2,,,,,
player,201512130ram,ram,RobeMa00,sacks,0.0,,,,,
player,201512130ram,ram,RobeMa00,tackles_combined,8,,,,,
player,201512130ram,ram,RobeMa00,tackles_solo,8,,,,,
player,201512130ram,ram,RobeMa00,tackles_assists,0,,,,,
player,201512130ram,ram,RobeMa00,tackles_loss,2,,,,,
player,201512130ram,ram,RobeMa00,qb_hits,0,,,,,
player,201512130ram,ram,RobeMa00,fumbles_rec,0,,,,,
player,201512130ram,ram,RobeMa00,fumbles_rec_yds,0,,,,,
player,201512130ram,ram,RobeMa00,fumbles_rec_td,0,,,,,
player,201512130ram,ram,RobeMa00,fumbles_forced,0,,,,,
player,201512130ram,ram,AlexMa00,def_int,0,,,,,
player,201512130ram,ram,AlexMa00,def_int_yds,0,,,,,
player,201512130ram,ram,AlexMa00,def_int_td,0,,,,,
player,201512130ram,ram,AlexMa00,def_int_long,0,,,,,
player,201512130ram,ram,AlexMa00,pass_defended,0,,,,,
player,201512130ram,ram,AlexMa00,sacks,0.0,,,,,
player,201512130ram,ram,AlexMa00,tackles_combined,5,,,,,
player,201512130ram,ram,AlexMa00,tackles_solo,5,,,,,
player,201512130ram,ram,AlexMa00,tackles_assists,0,,,,,
player,201512130ram,ram,AlexMa00,tackles_loss,0,,,,,
player,201512130ram,ram,AlexMa00,qb_hits,0,,,,,
player,201512130ram,ram,AlexMa00,fumbles_rec,0,,,,,
player,201512130ram,ram,AlexMa00,fumbles_rec_yds,0,,,,,
player,201512130ram,ram,AlexMa00,fumbles_rec_td,0,,,,,
player,201512130ram,ram,AlexMa00,fumbles_forced,0,,,,,
player,201512130ram,ram,AyerAk00,def_int,0,,,,,
player,201512130ram,ram,AyerAk00,def_int_yds,0,,,,,
player,201512130ram,ram,AyerAk00,def_int_td,0,,,,,
player,201512130ram,ram,AyerAk00,def_int_long,0,,,,,
player,201512130ram,ram,AyerAk00,pass_defended,0,,,,,
player,201512130ram,ram,AyerAk00,sacks,0.0,,,,,
player,201512130ram,ram,AyerAk00,tackles_combined,3,,,,,
player,201512130ram,ram,AyerAk00,tackles_solo,2,,,,,
player,201512130ram,ram,AyerAk00,tackles_assists,1,,,,,
player,201512130ram,ram,AyerAk00,tackles_loss,0,,,,,
player,201512130ram,ram,AyerAk00,qb_hits,0,,,,,
player,201512130ram,ram,AyerAk00,fumbles_rec,0,,,,,
player,201512130ram,ram,AyerAk00,fumbles_rec_yds,0,,,,,
player,201512130ram,ram,AyerAk00,fumbles_rec_td,0,,,,,
player,201512130ram,ram,AyerAk00,fumbles_forced,0,,,,,
player,201512130ram,ram,FairNi00,def_int,0,,,,,
player,201512130ram,ram,FairNi00,def_int_yds,0,,,,,
player,201512130ram,ram,FairNi00,def_int_td,0,,,,,
player,201512130ram,ram,FairNi00,def_int_long,0,,,,,
player,201512130ram,ram,FairNi00,pass_defended,0,,,,,
player,201512130ram,ram,FairNi00,sacks,0.0,,,,,
player,201512130ram,ram,FairNi00,tackles_combined,3,,,,,
player,201512130ram,ram,FairNi00,tackles_solo,2,,,,,
player,201512130ram,ram,FairNi00,tackles_assists,1,,,,,
player,201512130ram,ram,FairNi00,tackles_loss,0,,,,,
player,201512130ram,ram,FairNi00,qb_hits,0,,,,,
player,201512130ram,ram,FairNi00,fumbles_rec,0,,,,,
player,201512130ram,ram,FairNi00,fumbles_rec_yds,0,,,,,
player,201512130ram,ram,FairNi00,fumbles_rec_td,0,,,,,
player,201512130ram,ram,FairNi00,fumbles_forced,0,,,,,
player,201512130ram,ram,HayeWi99,def_int,0,,,,,
player,201512130ram,ram,HayeWi99,def_int_yds,0,,,,,
player,201512130ram,ram,HayeWi99,def_int_td,0,,,,,
player,201512130ram,ram,HayeWi99,def_int_long,0,,,,,
player,201512130ram,ram,HayeWi99,pass_defended,0,,,,,
player,201512130ram,ram,HayeWi99,sacks,0.0,,,,,
player,201512130ram,ram,HayeWi99,tackles_combined,2,,,,,
player,201512130ram,ram,HayeWi99,tackles_solo,2,,,,,
player,201512130ram,ram,HayeWi99,tackles_assists,0,,,,,
player,201512130ram,ram,HayeWi99,tackles_loss,0,,,,,
player,201512130ram,ram,HayeWi99,qb_hits,0,,,,,
player,201512130ram,ram,HayeWi99,fumbles_rec,0,,,,,
player,201512130ram,ram,HayeWi99,fumbles_rec_yds,0,,,,,
player,201512130ram,ram,HayeWi99,fumbles_rec_td,0,,,,,
player,201512130ram,ram,HayeWi99,fumbles_forced,0,,,,,
player,201512130ram,ram,JoynLa00,def_int,0,,,,,
player,201512130ram,ram,JoynLa00,def_int_yds,0,,,,,
player,201512130ram,ram,JoynLa00,def_int_td,0,,,,,
player,201512130ram,ram,JoynLa00,def_int_long,0,,,,,
player,201512130ram,ram,JoynLa00,pass_defended,1,,,,,
player,201512130ram,ram,JoynLa00,sacks,0.0,,,,,
player,201512130ram,ram,JoynLa00,tackles_combined,2,,,,,
player,201512130ram,ram,JoynLa00,tackles_solo,0,,,,,
player,201512130ram,ram,JoynLa00,tackles_assists,2,,,,,
player,201512130ram,ram,JoynLa00,tackles_loss,0,,,,,
player,201512130ram,ram,JoynLa00,qb_hits,0,,,,,
player,201512130ram,ram,JoynLa00,fumbles_rec,0,,,,,
player,201512130ram,ram,JoynLa00,fumbles_rec_yds,0,,,,,
player,201512130ram,ram,JoynLa00,fumbles_rec_td,0,,,,,
player,201512130ram,ram,JoynLa00,fumbles_forced,0,,,,,
player,201512130ram,ram,WestEt00,def_int,0,,,,,
player,201512130ram,ram,WestEt00,def_int_yds,0,,,,,
player,201512130ram,ram,WestEt00,def_int_td,0,,,,,
player,201512130ram,ram,WestEt00,def_int_long,0,,,,,
player,201512130ram,ram,WestEt00,pass_defended,0,,,,,
player,201512130ram,ram,WestEt00,sacks,0.0,,,,,
player,201512130ram,ram,WestEt00,tackles_combined,2,,,,,
player,201512130ram,ram,WestEt00,tackles_solo,2,,,,,
player,201512130ram,ram,WestEt00,tackles_assists,0,,,,,
player,201512130ram,ram,WestEt00,tackles_loss,0,,,,,
player,201512130ram,ram,WestEt00,qb_hits,0,,,,,
player,201512130ram,ram,WestEt00,fumbles_rec,0,,,,,
player,201512130ram,ram,WestEt00,fumbles_rec_yds,0,,,,,
player,201512130ram,ram,WestEt00,fumbles_rec_td,0,,,,,
player,201512130ram,ram,WestEt00,fumbles_forced,0,,,,,
player,201512130ram,ram,HekkJo00,def_int,0,,,,,
player,201512130ram,ram,HekkJo00,def_int_yds,0,,,,,
player,201512130ram,ram,HekkJo00,def_int_td,0,,,,,
player,201512130ram,ram,HekkJo00,def_int_long,0,,,,,
player,201512130ram,ram,HekkJo00,pass_defended,0,,,,,
player,201512130ram,ram,HekkJo00,sacks,0.0,,,,,
player,201512130ram,ram,HekkJo00,tackles_combined,1,,,,,
player,201512130ram,ram,HekkJo00,tackles_solo,1,,,,,
player,201512130ram,ram,HekkJo00,tackles_assists,0,,,,,
player,201512130ram,ram,HekkJo00,tackles_loss,0,,,,,
player,201512130ram,ram,HekkJo00,qb_hits,0,,,,,
player,201512130ram,ram,HekkJo00,fumbles_rec,0,,,,,
player,201512130ram,ram,HekkJo00,fumbles_rec_yds,0,,,,,
player,201512130ram,ram,HekkJo00,fumbles_rec_td,0,,,,,
player,201512130ram,ram,HekkJo00,fumbles_forced,0,,,,,
player,201512130ram,ram,LongCh99,def_int,0,,,,,
player,201512130ram,ram,LongCh99,def_int_yds,0,,,,,
player,201512130ram,ram,LongCh99,def_int_td,0,,,,,
player,201512130ram,ram,LongCh99,def_int_long,0,,,,,
player,201512130ram,ram,LongCh99,pass_defended,0,,,,,
player,201512130ram,ram,LongCh99,sacks,0.0,,,,,
player,201512130ram,ram,LongCh99,tackles_combined,1,,,,,
player,201512130ram,ram,LongCh99,tackles_solo,1,,,,,
player,201512130ram,ram,LongCh99,tackles_assists,0,,,,,
player,201512130ram,ram,LongCh99,tackles_loss,0,,,,,
player,201512130ram,ram,LongCh99,qb_hits,0,,,,,
player,201512130ram,ram,LongCh99,fumbles_rec,0,,,,,
player,201512130ram,ram,LongCh99,fumbles_rec_yds,0,,,,,
player,201512130ram,ram,LongCh99,fumbles_rec_td,0,,,,,
player,201512130ram,ram,LongCh99,fumbles_forced,0,,,,,
player,201512130ram,ram,McLeRo00,def_int,0,,,,,
player,201512130ram,ram,McLeRo00,def_int_yds,0,,,,,
player,201512130ram,ram,McLeRo00,def_int_td,0,,,,,
player,201512130ram,ram,McLeRo00,def_int_long,0,,,,,
player,201512130ram,ram,McLeRo00,pass_defended,0,,,,,
player,201512130ram,ram,McLeRo00,sacks,0.0,,,,,
player,201512130ram,ram,McLeRo00,tackles_combined,1,,,,,
