game,2015,11,20151122,201511220sea,sfo,"San Francisco 49ers",13,sea,"Seattle Seahawks",29
team,201511220sea,sfo,First Downs,14,,,,,,
team,201511220sea,sea,First Downs,28,,,,,,
team,201511220sea,sfo,Rush-Yds-TDs,16-59-0,,,,,,
team,201511220sea,sea,Rush-Yds-TDs,44-255-1,,,,,,
team,201511220sea,sfo,Cmp-Att-Yd-TD-INT,22-34-264-1-0,,,,,,
team,201511220sea,sea,Cmp-Att-Yd-TD-INT,24-29-260-3-0,,,,,,
team,201511220sea,sfo,Sacked-Yards,2-17,,,,,,
team,201511220sea,sea,Sacked-Yards,2-7,,,,,,
team,201511220sea,sfo,Net Pass Yards,247,,,,,,
team,201511220sea,sea,Net Pass Yards,253,,,,,,
team,201511220sea,sfo,Total Yards,306,,,,,,
team,201511220sea,sea,Total Yards,508,,,,,,
team,201511220sea,sfo,Fumbles-Lost,2-0,,,,,,
team,201511220sea,sea,Fumbles-Lost,0-0,,,,,,
team,201511220sea,sfo,Turnovers,0,,,,,,
team,201511220sea,sea,Turnovers,0,,,,,,
team,201511220sea,sfo,Penalties-Yards,5-42,,,,,,
team,201511220sea,sea,Penalties-Yards,8-51,,,,,,
team,201511220sea,sfo,Third Down Conv.,2-11,,,,,,
team,201511220sea,sea,Third Down Conv.,8-14,,,,,,
team,201511220sea,sfo,Fourth Down Conv.,0-0,,,,,,
team,201511220sea,sea,Fourth Down Conv.,0-0,,,,,,
team,201511220sea,sfo,Time of Possession,22:21,,,,,,
team,201511220sea,sea,Time of Possession,37:39,,,,,,
player,201511220sea,sfo,GabbBl00,pass_cmp,22,,,,,
player,201511220sea,sfo,GabbBl00,pass_att,34,,,,,
player,201511220sea,sfo,GabbBl00,pass_yds,264,,,,,
player,201511220sea,sfo,GabbBl00,pass_td,1,,,,,
player,201511220sea,sfo,GabbBl00,pass_int,0,,,,,
player,201511220sea,sfo,GabbBl00,pass_sacked,2,,,,,
player,201511220sea,sfo,GabbBl00,pass_sacked_yds,17,,,,,
player,201511220sea,sfo,GabbBl00,pass_long,36,,,,,
player,201511220sea,sfo,GabbBl00,pass_rating,98.2,,,,,
player,201511220sea,sfo,GabbBl00,rush_att,4,,,,,
player,201511220sea,sfo,GabbBl00,rush_yds,22,,,,,
player,201511220sea,sfo,GabbBl00,rush_td,0,,,,,
player,201511220sea,sfo,GabbBl00,rush_long,10,,,,,
player,201511220sea,sfo,GabbBl00,targets,0,,,,,
player,201511220sea,sfo,GabbBl00,rec,0,,,,,
player,201511220sea,sfo,GabbBl00,rec_yds,0,,,,,
player,201511220sea,sfo,GabbBl00,rec_td,0,,,,,
player,201511220sea,sfo,GabbBl00,rec_long,0,,,,,
player,201511220sea,sfo,GabbBl00,fumbles,0,,,,,
player,201511220sea,sfo,GabbBl00,fumbles_lost,0,,,,,
player,201511220sea,sfo,DrauSh00,pass_cmp,0,,,,,
player,201511220sea,sfo,DrauSh00,pass_att,0,,,,,
player,201511220sea,sfo,DrauSh00,pass_yds,0,,,,,
player,201511220sea,sfo,DrauSh00,pass_td,0,,,,,
player,201511220sea,sfo,DrauSh00,pass_int,0,,,,,
player,201511220sea,sfo,DrauSh00,pass_sacked,0,,,,,
player,201511220sea,sfo,DrauSh00,pass_sacked_yds,0,,,,,
player,201511220sea,sfo,DrauSh00,pass_long,0,,,,,
player,201511220sea,sfo,DrauSh00,pass_rating,,,,,,
player,201511220sea,sfo,DrauSh00,rush_att,12,,,,,
player,201511220sea,sfo,DrauSh00,rush_yds,37,,,,,
player,201511220sea,sfo,DrauSh00,rush_td,0,,,,,
player,201511220sea,sfo,DrauSh00,rush_long,9,,,,,
player,201511220sea,sfo,DrauSh00,targets,11,,,,,
player,201511220sea,sfo,DrauSh00,rec,8,,,,,
player,201511220sea,sfo,DrauSh00,rec_yds,40,,,,,
player,201511220sea,sfo,DrauSh00,rec_td,0,,,,,
player,201511220sea,sfo,DrauSh00,rec_long,19,,,,,
player,201511220sea,sfo,DrauSh00,fumbles,1,,,,,
player,201511220sea,sfo,DrauSh00,fumbles_lost,0,,,,,
player,201511220sea,sfo,BoldAn00,pass_cmp,0,,,,,
player,201511220sea,sfo,BoldAn00,pass_att,0,,,,,
player,201511220sea,sfo,BoldAn00,pass_yds,0,,,,,
player,201511220sea,sfo,BoldAn00,pass_td,0,,,,,
player,201511220sea,sfo,BoldAn00,pass_int,0,,,,,
player,201511220sea,sfo,BoldAn00,pass_sacked,0,,,,,
