game,2015,13,20151206,201512060sdg,den,"Denver Broncos",17,sdg,"San Diego Chargers",3
player,201512060sdg,den,CaldAn00,pass_cmp,0,,,,,
player,201512060sdg,den,CaldAn00,pass_att,0,,,,,
player,201512060sdg,den,CaldAn00,pass_yds,0,,,,,
player,201512060sdg,den,CaldAn00,pass_td,0,,,,,
player,201512060sdg,den,CaldAn00,pass_int,0,,,,,
player,201512060sdg,den,CaldAn00,pass_sacked,0,,,,,
player,201512060sdg,den,CaldAn00,pass_sacked_yds,0,,,,,
player,201512060sdg,den,CaldAn00,pass_long,0,,,,,
player,201512060sdg,den,CaldAn00,pass_rating,,,,,,
player,201512060sdg,den,CaldAn00,rush_att,1,,,,,
player,201512060sdg,den,CaldAn00,rush_yds,3,,,,,
player,201512060sdg,den,CaldAn00,rush_td,0,,,,,
player,201512060sdg,den,CaldAn00,rush_long,3,,,,,
player,201512060sdg,den,CaldAn00,targets,0,,,,,
player,201512060sdg,den,CaldAn00,rec,0,,,,,
player,201512060sdg,den,CaldAn00,rec_yds,0,,,,,
player,201512060sdg,den,CaldAn00,rec_td,0,,,,,
player,201512060sdg,den,CaldAn00,rec_long,0,,,,,
player,201512060sdg,den,CaldAn00,fumbles,0,,,,,
player,201512060sdg,den,CaldAn00,fumbles_lost,0,,,,,
player,201512060sdg,den,ThomDe03,pass_cmp,0,,,,,
player,201512060sdg,den,ThomDe03,pass_att,0,,,,,
player,201512060sdg,den,ThomDe03,pass_yds,0,,,,,
player,201512060sdg,den,ThomDe03,pass_td,0,,,,,
player,201512060sdg,den,ThomDe03,pass_int,0,,,,,
player,201512060sdg,den,ThomDe03,pass_sacked,0,,,,,
player,201512060sdg,den,ThomDe03,pass_sacked_yds,0,,,,,
player,201512060sdg,den,ThomDe03,pass_long,0,,,,,
player,201512060sdg,den,ThomDe03,pass_rating,,,,,,
player,201512060sdg,den,ThomDe03,rush_att,0,,,,,
player,201512060sdg,den,ThomDe03,rush_yds,0,,,,,
player,201512060sdg,den,ThomDe03,rush_td,0,,,,,
player,201512060sdg,den,ThomDe03,rush_long,0,,,,,
player,201512060sdg,den,ThomDe03,targets,6,,,,,
player,201512060sdg,den,ThomDe03,rec,6,,,,,
player,201512060sdg,den,ThomDe03,rec_yds,61,,,,,
player,201512060sdg,den,ThomDe03,rec_td,1,,,,,
player,201512060sdg,den,ThomDe03,rec_long,21,,,,,
player,201512060sdg,den,ThomDe03,fumbles,0,,,,,
player,201512060sdg,den,ThomDe03,fumbles_lost,0,,,,,
player,201512060sdg,den,DaviVe00,pass_cmp,0,,,,,
player,201512060sdg,den,DaviVe00,pass_att,0,,,,,
player,201512060sdg,den,DaviVe00,pass_yds,0,,,,,
player,201512060sdg,den,DaviVe00,pass_td,0,,,,,
player,201512060sdg,den,DaviVe00,pass_int,0,,,,,
player,201512060sdg,den,DaviVe00,pass_sacked,0,,,,,
player,201512060sdg,den,DaviVe00,pass_sacked_yds,0,,,,,
player,201512060sdg,den,DaviVe00,pass_long,0,,,,,
player,201512060sdg,den,DaviVe00,pass_rating,,,,,,
player,201512060sdg,den,DaviVe00,rush_att,0,,,,,
player,201512060sdg,den,DaviVe00,rush_yds,0,,,,,
player,201512060sdg,den,DaviVe00,rush_td,0,,,,,
player,201512060sdg,den,DaviVe00,rush_long,0,,,,,
player,201512060sdg,den,DaviVe00,targets,3,,,,,
player,201512060sdg,den,DaviVe00,rec,2,,,,,
player,201512060sdg,den,DaviVe00,rec_yds,25,,,,,
player,201512060sdg,den,DaviVe00,rec_td,0,,,,,
player,201512060sdg,den,DaviVe00,rec_long,16,,,,,
player,201512060sdg,den,DaviVe00,fumbles,0,,,,,
player,201512060sdg,den,DaviVe00,fumbles_lost,0,,,,,
player,201512060sdg,den,GreeVi00,pass_cmp,0,,,,,
player,201512060sdg,den,GreeVi00,pass_att,0,,,,,
player,201512060sdg,den,GreeVi00,pass_yds,0,,,,,
player,201512060sdg,den,GreeVi00,pass_td,0,,,,,
player,201512060sdg,den,GreeVi00,pass_int,0,,,,,
player,201512060sdg,den,GreeVi00,pass_sacked,0,,,,,
player,201512060sdg,den,GreeVi00,pass_sacked_yds,0,,,,,
player,201512060sdg,den,GreeVi00,pass_long,0,,,,,
player,201512060sdg,den,GreeVi00,pass_rating,,,,,,
player,201512060sdg,den,GreeVi00,rush_att,0,,,,,
player,201512060sdg,den,GreeVi00,rush_yds,0,,,,,
player,201512060sdg,den,GreeVi00,rush_td,0,,,,,
player,201512060sdg,den,GreeVi00,rush_long,0,,,,,
player,201512060sdg,den,GreeVi00,targets,1,,,,,
player,201512060sdg,den,GreeVi00,rec,1,,,,,
player,201512060sdg,den,GreeVi00,rec_yds,22,,,,,
player,201512060sdg,den,GreeVi00,rec_td,0,,,,,
player,201512060sdg,den,GreeVi00,rec_long,22,,,,,
player,201512060sdg,den,GreeVi00,fumbles,0,,,,,
player,201512060sdg,den,GreeVi00,fumbles_lost,0,,,,,
player,201512060sdg,den,DaniOw00,pass_cmp,0,,,,,
player,201512060sdg,den,DaniOw00,pass_att,0,,,,,
player,201512060sdg,den,DaniOw00,pass_yds,0,,,,,
player,201512060sdg,den,DaniOw00,pass_td,0,,,,,
player,201512060sdg,den,DaniOw00,pass_int,0,,,,,
player,201512060sdg,den,DaniOw00,pass_sacked,0,,,,,
player,201512060sdg,den,DaniOw00,pass_sacked_yds,0,,,,,
player,201512060sdg,den,DaniOw00,pass_long,0,,,,,
player,201512060sdg,den,DaniOw00,pass_rating,,,,,,
player,201512060sdg,den,DaniOw00,rush_att,0,,,,,
player,201512060sdg,den,DaniOw00,rush_yds,0,,,,,
player,201512060sdg,den,DaniOw00,rush_td,0,,,,,
player,201512060sdg,den,DaniOw00,rush_long,0,,,,,
player,201512060sdg,den,DaniOw00,targets,3,,,,,
player,201512060sdg,den,DaniOw00,rec,2,,,,,
player,201512060sdg,den,DaniOw00,rec_yds,13,,,,,
player,201512060sdg,den,DaniOw00,rec_td,0,,,,,
player,201512060sdg,den,DaniOw00,rec_long,7,,,,,
player,201512060sdg,den,DaniOw00,fumbles,0,,,,,
player,201512060sdg,den,DaniOw00,fumbles_lost,0,,,,,
player,201512060sdg,den,FowlBe00,pass_cmp,0,,,,,
player,201512060sdg,den,FowlBe00,pass_att,0,,,,,
player,201512060sdg,den,FowlBe00,pass_yds,0,,,,,
player,201512060sdg,den,FowlBe00,pass_td,0,,,,,
player,201512060sdg,den,FowlBe00,pass_int,0,,,,,
player,201512060sdg,den,FowlBe00,pass_sacked,0,,,,,
player,201512060sdg,den,FowlBe00,pass_sacked_yds,0,,,,,
player,201512060sdg,den,FowlBe00,pass_long,0,,,,,
player,201512060sdg,den,FowlBe00,pass_rating,,,,,,
player,201512060sdg,den,FowlBe00,rush_att,0,,,,,
player,201512060sdg,den,FowlBe00,rush_yds,0,,,,,
player,201512060sdg,den,FowlBe00,rush_td,0,,,,,
player,201512060sdg,den,FowlBe00,rush_long,0,,,,,
player,201512060sdg,den,FowlBe00,targets,2,,,,,
player,201512060sdg,den,FowlBe00,rec,0,,,,,
player,201512060sdg,den,FowlBe00,rec_yds,0,,,,,
player,201512060sdg,den,FowlBe00,rec_td,0,,,,,
player,201512060sdg,den,FowlBe00,rec_long,0,,,,,
player,201512060sdg,den,FowlBe00,fumbles,0,,,,,
player,201512060sdg,den,FowlBe00,fumbles_lost,0,,,,,
player,201512060sdg,sdg,RivePh00,pass_cmp,18,,,,,
player,201512060sdg,sdg,RivePh00,pass_att,35,,,,,
player,201512060sdg,sdg,RivePh00,pass_yds,202,,,,,
player,201512060sdg,sdg,RivePh00,pass_td,0,,,,,
player,201512060sdg,sdg,RivePh00,pass_int,1,,,,,
player,201512060sdg,sdg,RivePh00,pass_sacked,4,,,,,
player,201512060sdg,sdg,RivePh00,pass_sacked_yds,23,,,,,
player,201512060sdg,sdg,RivePh00,pass_long,31,,,,,
player,201512060sdg,sdg,RivePh00,pass_rating,57.1,,,,,
player,201512060sdg,sdg,RivePh00,rush_att,0,,,,,
player,201512060sdg,sdg,RivePh00,rush_yds,0,,,,,
player,201512060sdg,sdg,RivePh00,rush_td,0,,,,,
player,201512060sdg,sdg,RivePh00,rush_long,0,,,,,
player,201512060sdg,sdg,RivePh00,targets,0,,,,,
player,201512060sdg,sdg,RivePh00,rec,0,,,,,
player,201512060sdg,sdg,RivePh00,rec_yds,0,,,,,
player,201512060sdg,sdg,RivePh00,rec_td,0,,,,,
player,201512060sdg,sdg,RivePh00,rec_long,0,,,,,
player,201512060sdg,sdg,RivePh00,fumbles,0,,,,,
player,201512060sdg,sdg,RivePh00,fumbles_lost,0,,,,,
player,201512060sdg,sdg,GordMe00,pass_cmp,0,,,,,
player,201512060sdg,sdg,GordMe00,pass_att,0,,,,,
player,201512060sdg,sdg,GordMe00,pass_yds,0,,,,,
player,201512060sdg,sdg,GordMe00,pass_td,0,,,,,
player,201512060sdg,sdg,GordMe00,pass_int,0,,,,,
player,201512060sdg,sdg,GordMe00,pass_sacked,0,,,,,
player,201512060sdg,sdg,GordMe00,pass_sacked_yds,0,,,,,
player,201512060sdg,sdg,GordMe00,pass_long,0,,,,,
player,201512060sdg,sdg,GordMe00,pass_rating,,,,,,
player,201512060sdg,sdg,GordMe00,rush_att,12,,,,,
player,201512060sdg,sdg,GordMe00,rush_yds,55,,,,,
player,201512060sdg,sdg,GordMe00,rush_td,0,,,,,
player,201512060sdg,sdg,GordMe00,rush_long,21,,,,,
player,201512060sdg,sdg,GordMe00,targets,1,,,,,
player,201512060sdg,sdg,GordMe00,rec,1,,,,,
player,201512060sdg,sdg,GordMe00,rec_yds,8,,,,,
player,201512060sdg,sdg,GordMe00,rec_td,0,,,,,
player,201512060sdg,sdg,GordMe00,rec_long,8,,,,,
player,201512060sdg,sdg,GordMe00,fumbles,2,,,,,
player,201512060sdg,sdg,GordMe00,fumbles_lost,1,,,,,
player,201512060sdg,sdg,BrowDo00,pass_cmp,0,,,,,
player,201512060sdg,sdg,BrowDo00,pass_att,0,,,,,
player,201512060sdg,sdg,BrowDo00,pass_yds,0,,,,,
player,201512060sdg,sdg,BrowDo00,pass_td,0,,,,,
player,201512060sdg,sdg,BrowDo00,pass_int,0,,,,,
player,201512060sdg,sdg,BrowDo00,pass_sacked,0,,,,,
player,201512060sdg,sdg,BrowDo00,pass_sacked_yds,0,,,,,
player,201512060sdg,sdg,BrowDo00,pass_long,0,,,,,
player,201512060sdg,sdg,BrowDo00,pass_rating,,,,,,
player,201512060sdg,sdg,BrowDo00,rush_att,7,,,,,
player,201512060sdg,sdg,BrowDo00,rush_yds,26,,,,,
player,201512060sdg,sdg,BrowDo00,rush_td,0,,,,,
player,201512060sdg,sdg,BrowDo00,rush_long,11,,,,,
player,201512060sdg,sdg,BrowDo00,targets,1,,,,,
player,201512060sdg,sdg,BrowDo00,rec,1,,,,,
player,201512060sdg,sdg,BrowDo00,rec_yds,31,,,,,
player,201512060sdg,sdg,BrowDo00,rec_td,0,,,,,
player,201512060sdg,sdg,BrowDo00,rec_long,31,,,,,
player,201512060sdg,sdg,BrowDo00,fumbles,1,,,,,
player,201512060sdg,sdg,BrowDo00,fumbles_lost,0,,,,,
player,201512060sdg,sdg,WoodDa02,pass_cmp,0,,,,,
player,201512060sdg,sdg,WoodDa02,pass_att,0,,,,,
player,201512060sdg,sdg,WoodDa02,pass_yds,0,,,,,
player,201512060sdg,sdg,WoodDa02,pass_td,0,,,,,
player,201512060sdg,sdg,WoodDa02,pass_int,0,,,,,
player,201512060sdg,sdg,WoodDa02,pass_sacked,0,,,,,
player,201512060sdg,sdg,WoodDa02,pass_sacked_yds,0,,,,,
player,201512060sdg,sdg,WoodDa02,pass_long,0,,,,,
player,201512060sdg,sdg,WoodDa02,pass_rating,,,,,,
player,201512060sdg,sdg,WoodDa02,rush_att,3,,,,,
player,201512060sdg,sdg,WoodDa02,rush_yds,10,,,,,
player,201512060sdg,sdg,WoodDa02,rush_td,0,,,,,
player,201512060sdg,sdg,WoodDa02,rush_long,7,,,,,
player,201512060sdg,sdg,WoodDa02,targets,7,,,,,
player,201512060sdg,sdg,WoodDa02,rec,3,,,,,
player,201512060sdg,sdg,WoodDa02,rec_yds,24,,,,,
player,201512060sdg,sdg,WoodDa02,rec_td,0,,,,,
player,201512060sdg,sdg,WoodDa02,rec_long,10,,,,,
player,201512060sdg,sdg,WoodDa02,fumbles,0,,,,,
player,201512060sdg,sdg,WoodDa02,fumbles_lost,0,,,,,
player,201512060sdg,sdg,JohnDa05,pass_cmp,0,,,,,
player,201512060sdg,sdg,JohnDa05,pass_att,0,,,,,
player,201512060sdg,sdg,JohnDa05,pass_yds,0,,,,,
player,201512060sdg,sdg,JohnDa05,pass_td,0,,,,,
player,201512060sdg,sdg,JohnDa05,pass_int,0,,,,,
player,201512060sdg,sdg,JohnDa05,pass_sacked,0,,,,,
player,201512060sdg,sdg,JohnDa05,pass_sacked_yds,0,,,,,
player,201512060sdg,sdg,JohnDa05,pass_long,0,,,,,
player,201512060sdg,sdg,JohnDa05,pass_rating,,,,,,
player,201512060sdg,sdg,JohnDa05,rush_att,1,,,,,
player,201512060sdg,sdg,JohnDa05,rush_yds,2,,,,,
player,201512060sdg,sdg,JohnDa05,rush_td,0,,,,,
player,201512060sdg,sdg,JohnDa05,rush_long,2,,,,,
player,201512060sdg,sdg,JohnDa05,targets,0,,,,,
player,201512060sdg,sdg,JohnDa05,rec,0,,,,,
player,201512060sdg,sdg,JohnDa05,rec_yds,0,,,,,
player,201512060sdg,sdg,JohnDa05,rec_td,0,,,,,
player,201512060sdg,sdg,JohnDa05,rec_long,0,,,,,
player,201512060sdg,sdg,JohnDa05,fumbles,0,,,,,
player,201512060sdg,sdg,JohnDa05,fumbles_lost,0,,,,,
player,201512060sdg,sdg,GateAn00,pass_cmp,0,,,,,
player,201512060sdg,sdg,GateAn00,pass_att,0,,,,,
player,201512060sdg,sdg,GateAn00,pass_yds,0,,,,,
player,201512060sdg,sdg,GateAn00,pass_td,0,,,,,
player,201512060sdg,sdg,GateAn00,pass_int,0,,,,,
player,201512060sdg,sdg,GateAn00,pass_sacked,0,,,,,
player,201512060sdg,sdg,GateAn00,pass_sacked_yds,0,,,,,
player,201512060sdg,sdg,GateAn00,pass_long,0,,,,,
player,201512060sdg,sdg,GateAn00,pass_rating,,,,,,
player,201512060sdg,sdg,GateAn00,rush_att,0,,,,,
player,201512060sdg,sdg,GateAn00,rush_yds,0,,,,,
player,201512060sdg,sdg,GateAn00,rush_td,0,,,,,
player,201512060sdg,sdg,GateAn00,rush_long,0,,,,,
player,201512060sdg,sdg,GateAn00,targets,9,,,,,
player,201512060sdg,sdg,GateAn00,rec,6,,,,,
player,201512060sdg,sdg,GateAn00,rec_yds,50,,,,,
player,201512060sdg,sdg,GateAn00,rec_td,0,,,,,
player,201512060sdg,sdg,GateAn00,rec_long,15,,,,,
player,201512060sdg,sdg,GateAn00,fumbles,0,,,,,
player,201512060sdg,sdg,GateAn00,fumbles_lost,0,,,,,
player,201512060sdg,sdg,HernJa00,pass_cmp,0,,,,,
player,201512060sdg,sdg,HernJa00,pass_att,0,,,,,
player,201512060sdg,sdg,HernJa00,pass_yds,0,,,,,
player,201512060sdg,sdg,HernJa00,pass_td,0,,,,,
player,201512060sdg,sdg,HernJa00,pass_int,0,,,,,
player,201512060sdg,sdg,HernJa00,pass_sacked,0,,,,,
player,201512060sdg,sdg,HernJa00,pass_sacked_yds,0,,,,,
player,201512060sdg,sdg,HernJa00,pass_long,0,,,,,
player,201512060sdg,sdg,HernJa00,pass_rating,,,,,,
player,201512060sdg,sdg,HernJa00,rush_att,0,,,,,
player,201512060sdg,sdg,HernJa00,rush_yds,0,,,,,
player,201512060sdg,sdg,HernJa00,rush_td,0,,,,,
player,201512060sdg,sdg,HernJa00,rush_long,0,,,,,
player,201512060sdg,sdg,HernJa00,targets,2,,,,,
player,201512060sdg,sdg,HernJa00,rec,2,,,,,
player,201512060sdg,sdg,HernJa00,rec_yds,30,,,,,
player,201512060sdg,sdg,HernJa00,rec_td,0,,,,,
player,201512060sdg,sdg,HernJa00,rec_long,16,,,,,
player,201512060sdg,sdg,HernJa00,fumbles,0,,,,,
player,201512060sdg,sdg,HernJa00,fumbles_lost,0,,,,,
player,201512060sdg,sdg,GreeLa00,pass_cmp,0,,,,,
player,201512060sdg,sdg,GreeLa00,pass_att,0,,,,,
player,201512060sdg,sdg,GreeLa00,pass_yds,0,,,,,
player,201512060sdg,sdg,GreeLa00,pass_td,0,,,,,
player,201512060sdg,sdg,GreeLa00,pass_int,0,,,,,
player,201512060sdg,sdg,GreeLa00,pass_sacked,0,,,,,
player,201512060sdg,sdg,GreeLa00,pass_sacked_yds,0,,,,,
player,201512060sdg,sdg,GreeLa00,pass_long,0,,,,,
player,201512060sdg,sdg,GreeLa00,pass_rating,,,,,,
player,201512060sdg,sdg,GreeLa00,rush_att,0,,,,,
player,201512060sdg,sdg,GreeLa00,rush_yds,0,,,,,
player,201512060sdg,sdg,GreeLa00,rush_td,0,,,,,
player,201512060sdg,sdg,GreeLa00,rush_long,0,,,,,
player,201512060sdg,sdg,GreeLa00,targets,6,,,,,
player,201512060sdg,sdg,GreeLa00,rec,2,,,,,
player,201512060sdg,sdg,GreeLa00,rec_yds,21,,,,,
player,201512060sdg,sdg,GreeLa00,rec_td,0,,,,,
player,201512060sdg,sdg,GreeLa00,rec_long,16,,,,,
player,201512060sdg,sdg,GreeLa00,fumbles,0,,,,,
player,201512060sdg,sdg,GreeLa00,fumbles_lost,0,,,,,
player,201512060sdg,sdg,InmaDo00,pass_cmp,0,,,,,
player,201512060sdg,sdg,InmaDo00,pass_att,0,,,,,
player,201512060sdg,sdg,InmaDo00,pass_yds,0,,,,,
player,201512060sdg,sdg,InmaDo00,pass_td,0,,,,,
player,201512060sdg,sdg,InmaDo00,pass_int,0,,,,,
player,201512060sdg,sdg,InmaDo00,pass_sacked,0,,,,,
player,201512060sdg,sdg,InmaDo00,pass_sacked_yds,0,,,,,
player,201512060sdg,sdg,InmaDo00,pass_long,0,,,,,
player,201512060sdg,sdg,InmaDo00,pass_rating,,,,,,
player,201512060sdg,sdg,InmaDo00,rush_att,0,,,,,
player,201512060sdg,sdg,InmaDo00,rush_yds,0,,,,,
player,201512060sdg,sdg,InmaDo00,rush_td,0,,,,,
player,201512060sdg,sdg,InmaDo00,rush_long,0,,,,,
player,201512060sdg,sdg,InmaDo00,targets,2,,,,,
player,201512060sdg,sdg,InmaDo00,rec,1,,,,,
player,201512060sdg,sdg,InmaDo00,rec_yds,15,,,,,
player,201512060sdg,sdg,InmaDo00,rec_td,0,,,,,
player,201512060sdg,sdg,InmaDo00,rec_long,15,,,,,
player,201512060sdg,sdg,InmaDo00,fumbles,0,,,,,
player,201512060sdg,sdg,InmaDo00,fumbles_lost,0,,,,,
player,201512060sdg,sdg,FloyMa00,pass_cmp,0,,,,,
player,201512060sdg,sdg,FloyMa00,pass_att,0,,,,,
player,201512060sdg,sdg,FloyMa00,pass_yds,0,,,,,
player,201512060sdg,sdg,FloyMa00,pass_td,0,,,,,
player,201512060sdg,sdg,FloyMa00,pass_int,0,,,,,
player,201512060sdg,sdg,FloyMa00,pass_sacked,0,,,,,
player,201512060sdg,sdg,FloyMa00,pass_sacked_yds,0,,,,,
player,201512060sdg,sdg,FloyMa00,pass_long,0,,,,,
player,201512060sdg,sdg,FloyMa00,pass_rating,,,,,,
player,201512060sdg,sdg,FloyMa00,rush_att,0,,,,,
player,201512060sdg,sdg,FloyMa00,rush_yds,0,,,,,
player,201512060sdg,sdg,FloyMa00,rush_td,0,,,,,
player,201512060sdg,sdg,FloyMa00,rush_long,0,,,,,
player,201512060sdg,sdg,FloyMa00,targets,4,,,,,
player,201512060sdg,sdg,FloyMa00,rec,1,,,,,
player,201512060sdg,sdg,FloyMa00,rec_yds,15,,,,,
player,201512060sdg,sdg,FloyMa00,rec_td,0,,,,,
player,201512060sdg,sdg,FloyMa00,rec_long,15,,,,,
player,201512060sdg,sdg,FloyMa00,fumbles,1,,,,,
player,201512060sdg,sdg,FloyMa00,fumbles_lost,1,,,,,
player,201512060sdg,sdg,PhilJo00,pass_cmp,0,,,,,
