game,2015,8,20151101,201511010dal,sea,"Seattle Seahawks",13,dal,"Dallas Cowboys",12
team,201511010dal,sea,First Downs,19,,,,,,
team,201511010dal,dal,First Downs,14,,,,,,
team,201511010dal,sea,Rush-Yds-TDs,31-113-0,,,,,,
team,201511010dal,dal,Rush-Yds-TDs,30-129-0,,,,,,
team,201511010dal,sea,Cmp-Att-Yd-TD-INT,19-30-210-1-1,,,,,,
team,201511010dal,dal,Cmp-Att-Yd-TD-INT,13-26-97-0-0,,,,,,
team,201511010dal,sea,Sacked-Yards,0-0,,,,,,
team,201511010dal,dal,Sacked-Yards,1-6,,,,,,
team,201511010dal,sea,Net Pass Yards,210,,,,,,
team,201511010dal,dal,Net Pass Yards,91,,,,,,
team,201511010dal,sea,Total Yards,323,,,,,,
team,201511010dal,dal,Total Yards,220,,,,,,
team,201511010dal,sea,Fumbles-Lost,0-0,,,,,,
team,201511010dal,dal,Fumbles-Lost,1-0,,,,,,
team,201511010dal,sea,Turnovers,1,,,,,,
team,201511010dal,dal,Turnovers,0,,,,,,
team,201511010dal,sea,Penalties-Yards,5-40,,,,,,
team,201511010dal,dal,Penalties-Yards,5-40,,,,,,
team,201511010dal,sea,Third Down Conv.,5-12,,,,,,
team,201511010dal,dal,Third Down Conv.,4-14,,,,,,
team,201511010dal,sea,Fourth Down Conv.,0-0,,,,,,
team,201511010dal,dal,Fourth Down Conv.,1-2,,,,,,
team,201511010dal,sea,Time of Possession,29:38,,,,,,
team,201511010dal,dal,Time of Possession,30:22,,,,,,
player,201511010dal,sea,WilsRu00,pass_cmp,19,,,,,
player,201511010dal,sea,WilsRu00,pass_att,30,,,,,
player,201511010dal,sea,WilsRu00,pass_yds,210,,,,,
player,201511010dal,sea,WilsRu00,pass_td,1,,,,,
player,201511010dal,sea,WilsRu00,pass_int,1,,,,,
player,201511010dal,sea,WilsRu00,pass_sacked,0,,,,,
player,201511010dal,sea,WilsRu00,pass_sacked_yds,0,,,,,
player,201511010dal,sea,WilsRu00,pass_long,22,,,,,
player,201511010dal,sea,WilsRu00,pass_rating,81.3,,,,,
player,201511010dal,sea,WilsRu00,rush_att,6,,,,,
player,201511010dal,sea,WilsRu00,rush_yds,32,,,,,
player,201511010dal,sea,WilsRu00,rush_td,0,,,,,
player,201511010dal,sea,WilsRu00,rush_long,10,,,,,
player,201511010dal,sea,WilsRu00,targets,0,,,,,
player,201511010dal,sea,WilsRu00,rec,0,,,,,
player,201511010dal,sea,WilsRu00,rec_yds,0,,,,,
player,201511010dal,sea,WilsRu00,rec_td,0,,,,,
player,201511010dal,sea,WilsRu00,rec_long,0,,,,,
player,201511010dal,sea,WilsRu00,fumbles,0,,,,,
player,201511010dal,sea,WilsRu00,fumbles_lost,0,,,,,
player,201511010dal,sea,LyncMa00,pass_cmp,0,,,,,
player,201511010dal,sea,LyncMa00,pass_att,0,,,,,
player,201511010dal,sea,LyncMa00,pass_yds,0,,,,,
player,201511010dal,sea,LyncMa00,pass_td,0,,,,,
player,201511010dal,sea,LyncMa00,pass_int,0,,,,,
player,201511010dal,sea,LyncMa00,pass_sacked,0,,,,,
player,201511010dal,sea,LyncMa00,pass_sacked_yds,0,,,,,
player,201511010dal,sea,LyncMa00,pass_long,0,,,,,
player,201511010dal,sea,LyncMa00,pass_rating,,,,,,
player,201511010dal,sea,LyncMa00,rush_att,21,,,,,
player,201511010dal,sea,LyncMa00,rush_yds,71,,,,,
player,201511010dal,sea,LyncMa00,rush_td,0,,,,,
player,201511010dal,sea,LyncMa00,rush_long,12,,,,,
player,201511010dal,sea,LyncMa00,targets,2,,,,,
player,201511010dal,sea,LyncMa00,rec,2,,,,,
player,201511010dal,sea,LyncMa00,rec_yds,11,,,,,
player,201511010dal,sea,LyncMa00,rec_td,0,,,,,
player,201511010dal,sea,LyncMa00,rec_long,10,,,,,
player,201511010dal,sea,LyncMa00,fumbles,0,,,,,
player,201511010dal,sea,LyncMa00,fumbles_lost,0,,,,,
player,201511010dal,sea,RawlTh00,pass_cmp,0,,,,,
player,201511010dal,sea,RawlTh00,pass_att,0,,,,,
player,201511010dal,sea,RawlTh00,pass_yds,0,,,,,
player,201511010dal,sea,RawlTh00,pass_td,0,,,,,
player,201511010dal,sea,RawlTh00,pass_int,0,,,,,
player,201511010dal,sea,RawlTh00,pass_sacked,0,,,,,
player,201511010dal,sea,RawlTh00,pass_sacked_yds,0,,,,,
player,201511010dal,sea,RawlTh00,pass_long,0,,,,,
player,201511010dal,sea,RawlTh00,pass_rating,,,,,,
player,201511010dal,sea,RawlTh00,rush_att,4,,,,,
player,201511010dal,sea,RawlTh00,rush_yds,10,,,,,
player,201511010dal,sea,RawlTh00,rush_td,0,,,,,
player,201511010dal,sea,RawlTh00,rush_long,7,,,,,
player,201511010dal,sea,RawlTh00,targets,0,,,,,
player,201511010dal,sea,RawlTh00,rec,0,,,,,
player,201511010dal,sea,RawlTh00,rec_yds,0,,,,,
player,201511010dal,sea,RawlTh00,rec_td,0,,,,,
player,201511010dal,sea,RawlTh00,rec_long,0,,,,,
player,201511010dal,sea,RawlTh00,fumbles,0,,,,,
player,201511010dal,sea,RawlTh00,fumbles_lost,0,,,,,
player,201511010dal,sea,GrahJi00,pass_cmp,0,,,,,
player,201511010dal,sea,GrahJi00,pass_att,0,,,,,
player,201511010dal,sea,GrahJi00,pass_yds,0,,,,,
player,201511010dal,sea,GrahJi00,pass_td,0,,,,,
player,201511010dal,sea,GrahJi00,pass_int,0,,,,,
player,201511010dal,sea,GrahJi00,pass_sacked,0,,,,,
player,201511010dal,sea,GrahJi00,pass_sacked_yds,0,,,,,
player,201511010dal,sea,GrahJi00,pass_long,0,,,,,
player,201511010dal,sea,GrahJi00,pass_rating,,,,,,
player,201511010dal,sea,GrahJi00,rush_att,0,,,,,
player,201511010dal,sea,GrahJi00,rush_yds,0,,,,,
player,201511010dal,sea,GrahJi00,rush_td,0,,,,,
player,201511010dal,sea,GrahJi00,rush_long,0,,,,,
player,201511010dal,sea,GrahJi00,targets,10,,,,,
player,201511010dal,sea,GrahJi00,rec,7,,,,,
player,201511010dal,sea,GrahJi00,rec_yds,75,,,,,
player,201511010dal,sea,GrahJi00,rec_td,0,,,,,
player,201511010dal,sea,GrahJi00,rec_long,19,,,,,
player,201511010dal,sea,GrahJi00,fumbles,0,,,,,
player,201511010dal,sea,GrahJi00,fumbles_lost,0,,,,,
player,201511010dal,sea,WillLu00,pass_cmp,0,,,,,
player,201511010dal,sea,WillLu00,pass_att,0,,,,,
player,201511010dal,sea,WillLu00,pass_yds,0,,,,,
player,201511010dal,sea,WillLu00,pass_td,0,,,,,
player,201511010dal,sea,WillLu00,pass_int,0,,,,,
player,201511010dal,sea,WillLu00,pass_sacked,0,,,,,
player,201511010dal,sea,WillLu00,pass_sacked_yds,0,,,,,
player,201511010dal,sea,WillLu00,pass_long,0,,,,,
player,201511010dal,sea,WillLu00,pass_rating,,,,,,
player,201511010dal,sea,WillLu00,rush_att,0,,,,,
player,201511010dal,sea,WillLu00,rush_yds,0,,,,,
player,201511010dal,sea,WillLu00,rush_td,0,,,,,
player,201511010dal,sea,WillLu00,rush_long,0,,,,,
player,201511010dal,sea,WillLu00,targets,2,,,,,
player,201511010dal,sea,WillLu00,rec,2,,,,,
player,201511010dal,sea,WillLu00,rec_yds,41,,,,,
player,201511010dal,sea,WillLu00,rec_td,1,,,,,
player,201511010dal,sea,WillLu00,rec_long,22,,,,,
player,201511010dal,sea,WillLu00,fumbles,0,,,,,
player,201511010dal,sea,WillLu00,fumbles_lost,0,,,,,
player,201511010dal,sea,LockTy00,pass_cmp,0,,,,,
player,201511010dal,sea,LockTy00,pass_att,0,,,,,
player,201511010dal,sea,LockTy00,pass_yds,0,,,,,
player,201511010dal,sea,LockTy00,pass_td,0,,,,,
player,201511010dal,sea,LockTy00,pass_int,0,,,,,
player,201511010dal,sea,LockTy00,pass_sacked,0,,,,,
player,201511010dal,sea,LockTy00,pass_sacked_yds,0,,,,,
player,201511010dal,sea,LockTy00,pass_long,0,,,,,
player,201511010dal,sea,LockTy00,pass_rating,,,,,,
player,201511010dal,sea,LockTy00,rush_att,0,,,,,
player,201511010dal,sea,LockTy00,rush_yds,0,,,,,
player,201511010dal,sea,LockTy00,rush_td,0,,,,,
player,201511010dal,sea,LockTy00,rush_long,0,,,,,
player,201511010dal,sea,LockTy00,targets,4,,,,,
player,201511010dal,sea,LockTy00,rec,3,,,,,
player,201511010dal,sea,LockTy00,rec_yds,36,,,,,
player,201511010dal,sea,LockTy00,rec_td,0,,,,,
player,201511010dal,sea,LockTy00,rec_long,16,,,,,
player,201511010dal,sea,LockTy00,fumbles,0,,,,,
player,201511010dal,sea,LockTy00,fumbles_lost,0,,,,,
player,201511010dal,sea,BaldDo00,pass_cmp,0,,,,,
player,201511010dal,sea,BaldDo00,pass_att,0,,,,,
player,201511010dal,sea,BaldDo00,pass_yds,0,,,,,
player,201511010dal,sea,BaldDo00,pass_td,0,,,,,
player,201511010dal,sea,BaldDo00,pass_int,0,,,,,
player,201511010dal,sea,BaldDo00,pass_sacked,0,,,,,
player,201511010dal,sea,BaldDo00,pass_sacked_yds,0,,,,,
player,201511010dal,sea,BaldDo00,pass_long,0,,,,,
player,201511010dal,sea,BaldDo00,pass_rating,,,,,,
player,201511010dal,sea,BaldDo00,rush_att,0,,,,,
player,201511010dal,sea,BaldDo00,rush_yds,0,,,,,
player,201511010dal,sea,BaldDo00,rush_td,0,,,,,
player,201511010dal,sea,BaldDo00,rush_long,0,,,,,
player,201511010dal,sea,BaldDo00,targets,6,,,,,
player,201511010dal,sea,BaldDo00,rec,3,,,,,
player,201511010dal,sea,BaldDo00,rec_yds,35,,,,,
player,201511010dal,sea,BaldDo00,rec_td,0,,,,,
player,201511010dal,sea,BaldDo00,rec_long,15,,,,,
player,201511010dal,sea,BaldDo00,fumbles,0,,,,,
player,201511010dal,sea,BaldDo00,fumbles_lost,0,,,,,
player,201511010dal,sea,JackFr02,pass_cmp,0,,,,,
player,201511010dal,sea,JackFr02,pass_att,0,,,,,
player,201511010dal,sea,JackFr02,pass_yds,0,,,,,
player,201511010dal,sea,JackFr02,pass_td,0,,,,,
player,201511010dal,sea,JackFr02,pass_int,0,,,,,
player,201511010dal,sea,JackFr02,pass_sacked,0,,,,,
player,201511010dal,sea,JackFr02,pass_sacked_yds,0,,,,,
player,201511010dal,sea,JackFr02,pass_long,0,,,,,
player,201511010dal,sea,JackFr02,pass_rating,,,,,,
player,201511010dal,sea,JackFr02,rush_att,0,,,,,
player,201511010dal,sea,JackFr02,rush_yds,0,,,,,
player,201511010dal,sea,JackFr02,rush_td,0,,,,,
player,201511010dal,sea,JackFr02,rush_long,0,,,,,
player,201511010dal,sea,JackFr02,targets,1,,,,,
player,201511010dal,sea,JackFr02,rec,1,,,,,
player,201511010dal,sea,JackFr02,rec_yds,9,,,,,
player,201511010dal,sea,JackFr02,rec_td,0,,,,,
player,201511010dal,sea,JackFr02,rec_long,9,,,,,
player,201511010dal,sea,JackFr02,fumbles,0,,,,,
player,201511010dal,sea,JackFr02,fumbles_lost,0,,,,,
player,201511010dal,sea,LockRi00,pass_cmp,0,,,,,
player,201511010dal,sea,LockRi00,pass_att,0,,,,,
player,201511010dal,sea,LockRi00,pass_yds,0,,,,,
player,201511010dal,sea,LockRi00,pass_td,0,,,,,
player,201511010dal,sea,LockRi00,pass_int,0,,,,,
player,201511010dal,sea,LockRi00,pass_sacked,0,,,,,
player,201511010dal,sea,LockRi00,pass_sacked_yds,0,,,,,
player,201511010dal,sea,LockRi00,pass_long,0,,,,,
player,201511010dal,sea,LockRi00,pass_rating,,,,,,
player,201511010dal,sea,LockRi00,rush_att,0,,,,,
player,201511010dal,sea,LockRi00,rush_yds,0,,,,,
player,201511010dal,sea,LockRi00,rush_td,0,,,,,
player,201511010dal,sea,LockRi00,rush_long,0,,,,,
player,201511010dal,sea,LockRi00,targets,2,,,,,
player,201511010dal,sea,LockRi00,rec,1,,,,,
player,201511010dal,sea,LockRi00,rec_yds,3,,,,,
player,201511010dal,sea,LockRi00,rec_td,0,,,,,
player,201511010dal,sea,LockRi00,rec_long,3,,,,,
player,201511010dal,sea,LockRi00,fumbles,0,,,,,
player,201511010dal,sea,LockRi00,fumbles_lost,0,,,,,
player,201511010dal,sea,KearJe01,pass_cmp,0,,,,,
player,201511010dal,sea,KearJe01,pass_att,0,,,,,
player,201511010dal,sea,KearJe01,pass_yds,0,,,,,
player,201511010dal,sea,KearJe01,pass_td,0,,,,,
player,201511010dal,sea,KearJe01,pass_int,0,,,,,
player,201511010dal,sea,KearJe01,pass_sacked,0,,,,,
player,201511010dal,sea,KearJe01,pass_sacked_yds,0,,,,,
player,201511010dal,sea,KearJe01,pass_long,0,,,,,
player,201511010dal,sea,KearJe01,pass_rating,,,,,,
player,201511010dal,sea,KearJe01,rush_att,0,,,,,
player,201511010dal,sea,KearJe01,rush_yds,0,,,,,
player,201511010dal,sea,KearJe01,rush_td,0,,,,,
player,201511010dal,sea,KearJe01,rush_long,0,,,,,
player,201511010dal,sea,KearJe01,targets,1,,,,,
player,201511010dal,sea,KearJe01,rec,0,,,,,
player,201511010dal,sea,KearJe01,rec_yds,0,,,,,
player,201511010dal,sea,KearJe01,rec_td,0,,,,,
player,201511010dal,sea,KearJe01,rec_long,0,,,,,
player,201511010dal,sea,KearJe01,fumbles,0,,,,,
player,201511010dal,sea,KearJe01,fumbles_lost,0,,,,,
player,201511010dal,sea,MattCh00,pass_cmp,0,,,,,
player,201511010dal,sea,MattCh00,pass_att,0,,,,,
player,201511010dal,sea,MattCh00,pass_yds,0,,,,,
player,201511010dal,sea,MattCh00,pass_td,0,,,,,
player,201511010dal,sea,MattCh00,pass_int,0,,,,,
player,201511010dal,sea,MattCh00,pass_sacked,0,,,,,
player,201511010dal,sea,MattCh00,pass_sacked_yds,0,,,,,
player,201511010dal,sea,MattCh00,pass_long,0,,,,,
player,201511010dal,sea,MattCh00,pass_rating,,,,,,
player,201511010dal,sea,MattCh00,rush_att,0,,,,,
player,201511010dal,sea,MattCh00,rush_yds,0,,,,,
player,201511010dal,sea,MattCh00,rush_td,0,,,,,
player,201511010dal,sea,MattCh00,rush_long,0,,,,,
player,201511010dal,sea,MattCh00,targets,1,,,,,
player,201511010dal,sea,MattCh00,rec,0,,,,,
player,201511010dal,sea,MattCh00,rec_yds,0,,,,,
player,201511010dal,sea,MattCh00,rec_td,0,,,,,
player,201511010dal,sea,MattCh00,rec_long,0,,,,,
player,201511010dal,sea,MattCh00,fumbles,0,,,,,
player,201511010dal,sea,MattCh00,fumbles_lost,0,,,,,
player,201511010dal,dal,CassMa00,pass_cmp,13,,,,,
player,201511010dal,dal,CassMa00,pass_att,25,,,,,
player,201511010dal,dal,CassMa00,pass_yds,97,,,,,
player,201511010dal,dal,CassMa00,pass_td,0,,,,,
player,201511010dal,dal,CassMa00,pass_int,0,,,,,
player,201511010dal,dal,CassMa00,pass_sacked,1,,,,,
player,201511010dal,dal,CassMa00,pass_sacked_yds,6,,,,,
player,201511010dal,dal,CassMa00,pass_long,15,,,,,
player,201511010dal,dal,CassMa00,pass_rating,61.6,,,,,
player,201511010dal,dal,CassMa00,rush_att,4,,,,,
player,201511010dal,dal,CassMa00,rush_yds,43,,,,,
player,201511010dal,dal,CassMa00,rush_td,0,,,,,
player,201511010dal,dal,CassMa00,rush_long,24,,,,,
player,201511010dal,dal,CassMa00,targets,0,,,,,
player,201511010dal,dal,CassMa00,rec,0,,,,,
player,201511010dal,dal,CassMa00,rec_yds,0,,,,,
player,201511010dal,dal,CassMa00,rec_td,0,,,,,
player,201511010dal,dal,CassMa00,rec_long,0,,,,,
player,201511010dal,dal,CassMa00,fumbles,0,,,,,
player,201511010dal,dal,CassMa00,fumbles_lost,0,,,,,
player,201511010dal,dal,McFaDa00,pass_cmp,0,,,,,
player,201511010dal,dal,McFaDa00,pass_att,1,,,,,
player,201511010dal,dal,McFaDa00,pass_yds,0,,,,,
player,201511010dal,dal,McFaDa00,pass_td,0,,,,,
player,201511010dal,dal,McFaDa00,pass_int,0,,,,,
player,201511010dal,dal,McFaDa00,pass_sacked,0,,,,,
player,201511010dal,dal,McFaDa00,pass_sacked_yds,0,,,,,
player,201511010dal,dal,McFaDa00,pass_long,0,,,,,
player,201511010dal,dal,McFaDa00,pass_rating,39.6,,,,,
player,201511010dal,dal,McFaDa00,rush_att,20,,,,,
player,201511010dal,dal,McFaDa00,rush_yds,64,,,,,
player,201511010dal,dal,McFaDa00,rush_td,0,,,,,
