game,2015,7,20151025,201510250clt,nor,"New Orleans Saints",27,clt,"Indianapolis Colts",21
player,201510250clt,nor,IngrMa01,pass_long,0,,,,,
player,201510250clt,nor,IngrMa01,pass_rating,,,,,,
player,201510250clt,nor,IngrMa01,rush_att,14,,,,,
player,201510250clt,nor,IngrMa01,rush_yds,143,,,,,
player,201510250clt,nor,IngrMa01,rush_td,1,,,,,
player,201510250clt,nor,IngrMa01,rush_long,44,,,,,
player,201510250clt,nor,IngrMa01,targets,2,,,,,
player,201510250clt,nor,IngrMa01,rec,2,,,,,
player,201510250clt,nor,IngrMa01,rec_yds,5,,,,,
player,201510250clt,nor,IngrMa01,rec_td,0,,,,,
player,201510250clt,nor,IngrMa01,rec_long,10,,,,,
player,201510250clt,nor,IngrMa01,fumbles,0,,,,,
player,201510250clt,nor,IngrMa01,fumbles_lost,0,,,,,
player,201510250clt,nor,RobiKh00,pass_cmp,0,,,,,
player,201510250clt,nor,RobiKh00,pass_att,0,,,,,
player,201510250clt,nor,RobiKh00,pass_yds,0,,,,,
player,201510250clt,nor,RobiKh00,pass_td,0,,,,,
player,201510250clt,nor,RobiKh00,pass_int,0,,,,,
player,201510250clt,nor,RobiKh00,pass_sacked,0,,,,,
player,201510250clt,nor,RobiKh00,pass_sacked_yds,0,,,,,
player,201510250clt,nor,RobiKh00,pass_long,0,,,,,
player,201510250clt,nor,RobiKh00,pass_rating,,,,,,
player,201510250clt,nor,RobiKh00,rush_att,14,,,,,
player,201510250clt,nor,RobiKh00,rush_yds,28,,,,,
player,201510250clt,nor,RobiKh00,rush_td,2,,,,,
player,201510250clt,nor,RobiKh00,rush_long,6,,,,,
player,201510250clt,nor,RobiKh00,targets,1,,,,,
player,201510250clt,nor,RobiKh00,rec,1,,,,,
player,201510250clt,nor,RobiKh00,rec_yds,3,,,,,
player,201510250clt,nor,RobiKh00,rec_td,0,,,,,
player,201510250clt,nor,RobiKh00,rec_long,3,,,,,
player,201510250clt,nor,RobiKh00,fumbles,0,,,,,
player,201510250clt,nor,RobiKh00,fumbles_lost,0,,,,,
player,201510250clt,nor,SpilC.00,pass_cmp,0,,,,,
player,201510250clt,nor,SpilC.00,pass_att,0,,,,,
player,201510250clt,nor,SpilC.00,pass_yds,0,,,,,
player,201510250clt,nor,SpilC.00,pass_td,0,,,,,
player,201510250clt,nor,SpilC.00,pass_int,0,,,,,
player,201510250clt,nor,SpilC.00,pass_sacked,0,,,,,
player,201510250clt,nor,SpilC.00,pass_sacked_yds,0,,,,,
player,201510250clt,nor,SpilC.00,pass_long,0,,,,,
player,201510250clt,nor,SpilC.00,pass_rating,,,,,,
player,201510250clt,nor,SpilC.00,rush_att,4,,,,,
player,201510250clt,nor,SpilC.00,rush_yds,16,,,,,
player,201510250clt,nor,SpilC.00,rush_td,0,,,,,
player,201510250clt,nor,SpilC.00,rush_long,9,,,,,
player,201510250clt,nor,SpilC.00,targets,6,,,,,
player,201510250clt,nor,SpilC.00,rec,6,,,,,
player,201510250clt,nor,SpilC.00,rec_yds,32,,,,,
player,201510250clt,nor,SpilC.00,rec_td,0,,,,,
player,201510250clt,nor,SpilC.00,rec_long,17,,,,,
player,201510250clt,nor,SpilC.00,fumbles,0,,,,,
player,201510250clt,nor,SpilC.00,fumbles_lost,0,,,,,
player,201510250clt,nor,CookBr00,pass_cmp,0,,,,,
player,201510250clt,nor,CookBr00,pass_att,0,,,,,
player,201510250clt,nor,CookBr00,pass_yds,0,,,,,
player,201510250clt,nor,CookBr00,pass_td,0,,,,,
player,201510250clt,nor,CookBr00,pass_int,0,,,,,
player,201510250clt,nor,CookBr00,pass_sacked,0,,,,,
player,201510250clt,nor,CookBr00,pass_sacked_yds,0,,,,,
player,201510250clt,nor,CookBr00,pass_long,0,,,,,
player,201510250clt,nor,CookBr00,pass_rating,,,,,,
player,201510250clt,nor,CookBr00,rush_att,0,,,,,
player,201510250clt,nor,CookBr00,rush_yds,0,,,,,
player,201510250clt,nor,CookBr00,rush_td,0,,,,,
player,201510250clt,nor,CookBr00,rush_long,0,,,,,
player,201510250clt,nor,CookBr00,targets,13,,,,,
player,201510250clt,nor,CookBr00,rec,6,,,,,
player,201510250clt,nor,CookBr00,rec_yds,81,,,,,
player,201510250clt,nor,CookBr00,rec_td,0,,,,,
player,201510250clt,nor,CookBr00,rec_long,47,,,,,
player,201510250clt,nor,CookBr00,fumbles,1,,,,,
player,201510250clt,nor,CookBr00,fumbles_lost,0,,,,,
player,201510250clt,nor,WatsBe00,pass_cmp,0,,,,,
player,201510250clt,nor,WatsBe00,pass_att,0,,,,,
player,201510250clt,nor,WatsBe00,pass_yds,0,,,,,
player,201510250clt,nor,WatsBe00,pass_td,0,,,,,
player,201510250clt,nor,WatsBe00,pass_int,0,,,,,
player,201510250clt,nor,WatsBe00,pass_sacked,0,,,,,
player,201510250clt,nor,WatsBe00,pass_sacked_yds,0,,,,,
player,201510250clt,nor,WatsBe00,pass_long,0,,,,,
player,201510250clt,nor,WatsBe00,pass_rating,,,,,,
player,201510250clt,nor,WatsBe00,rush_att,0,,,,,
player,201510250clt,nor,WatsBe00,rush_yds,0,,,,,
player,201510250clt,nor,WatsBe00,rush_td,0,,,,,
player,201510250clt,nor,WatsBe00,rush_long,0,,,,,
player,201510250clt,nor,WatsBe00,targets,5,,,,,
player,201510250clt,nor,WatsBe00,rec,4,,,,,
player,201510250clt,nor,WatsBe00,rec_yds,59,,,,,
player,201510250clt,nor,WatsBe00,rec_td,0,,,,,
player,201510250clt,nor,WatsBe00,rec_long,25,,,,,
player,201510250clt,nor,WatsBe00,fumbles,0,,,,,
player,201510250clt,nor,WatsBe00,fumbles_lost,0,,,,,
player,201510250clt,nor,HoomMi00,pass_cmp,0,,,,,
player,201510250clt,nor,HoomMi00,pass_att,0,,,,,
player,201510250clt,nor,HoomMi00,pass_yds,0,,,,,
player,201510250clt,nor,HoomMi00,pass_td,0,,,,,
player,201510250clt,nor,HoomMi00,pass_int,0,,,,,
player,201510250clt,nor,HoomMi00,pass_sacked,0,,,,,
player,201510250clt,nor,HoomMi00,pass_sacked_yds,0,,,,,
player,201510250clt,nor,HoomMi00,pass_long,0,,,,,
player,201510250clt,nor,HoomMi00,pass_rating,,,,,,
player,201510250clt,nor,HoomMi00,rush_att,0,,,,,
player,201510250clt,nor,HoomMi00,rush_yds,0,,,,,
player,201510250clt,nor,HoomMi00,rush_td,0,,,,,
player,201510250clt,nor,HoomMi00,rush_long,0,,,,,
player,201510250clt,nor,HoomMi00,targets,5,,,,,
player,201510250clt,nor,HoomMi00,rec,5,,,,,
player,201510250clt,nor,HoomMi00,rec_yds,31,,,,,
player,201510250clt,nor,HoomMi00,rec_td,1,,,,,
player,201510250clt,nor,HoomMi00,rec_long,16,,,,,
player,201510250clt,nor,HoomMi00,fumbles,0,,,,,
player,201510250clt,nor,HoomMi00,fumbles_lost,0,,,,,
player,201510250clt,nor,SneaWi00,pass_cmp,0,,,,,
player,201510250clt,nor,SneaWi00,pass_att,0,,,,,
player,201510250clt,nor,SneaWi00,pass_yds,0,,,,,
player,201510250clt,nor,SneaWi00,pass_td,0,,,,,
player,201510250clt,nor,SneaWi00,pass_int,0,,,,,
player,201510250clt,nor,SneaWi00,pass_sacked,0,,,,,
player,201510250clt,nor,SneaWi00,pass_sacked_yds,0,,,,,
player,201510250clt,nor,SneaWi00,pass_long,0,,,,,
player,201510250clt,nor,SneaWi00,pass_rating,,,,,,
player,201510250clt,nor,SneaWi00,rush_att,0,,,,,
player,201510250clt,nor,SneaWi00,rush_yds,0,,,,,
player,201510250clt,nor,SneaWi00,rush_td,0,,,,,
player,201510250clt,nor,SneaWi00,rush_long,0,,,,,
player,201510250clt,nor,SneaWi00,targets,7,,,,,
player,201510250clt,nor,SneaWi00,rec,3,,,,,
player,201510250clt,nor,SneaWi00,rec_yds,25,,,,,
player,201510250clt,nor,SneaWi00,rec_td,0,,,,,
player,201510250clt,nor,SneaWi00,rec_long,11,,,,,
player,201510250clt,nor,SneaWi00,fumbles,0,,,,,
player,201510250clt,nor,SneaWi00,fumbles_lost,0,,,,,
player,201510250clt,nor,ColeBr00,pass_cmp,0,,,,,
player,201510250clt,nor,ColeBr00,pass_att,0,,,,,
player,201510250clt,nor,ColeBr00,pass_yds,0,,,,,
player,201510250clt,nor,ColeBr00,pass_td,0,,,,,
player,201510250clt,nor,ColeBr00,pass_int,0,,,,,
player,201510250clt,nor,ColeBr00,pass_sacked,0,,,,,
player,201510250clt,nor,ColeBr00,pass_sacked_yds,0,,,,,
player,201510250clt,nor,ColeBr00,pass_long,0,,,,,
player,201510250clt,nor,ColeBr00,pass_rating,,,,,,
player,201510250clt,nor,ColeBr00,rush_att,0,,,,,
player,201510250clt,nor,ColeBr00,rush_yds,0,,,,,
player,201510250clt,nor,ColeBr00,rush_td,0,,,,,
player,201510250clt,nor,ColeBr00,rush_long,0,,,,,
player,201510250clt,nor,ColeBr00,targets,1,,,,,
player,201510250clt,nor,ColeBr00,rec,1,,,,,
player,201510250clt,nor,ColeBr00,rec_yds,24,,,,,
player,201510250clt,nor,ColeBr00,rec_td,0,,,,,
player,201510250clt,nor,ColeBr00,rec_long,24,,,,,
player,201510250clt,nor,ColeBr00,fumbles,0,,,,,
player,201510250clt,nor,ColeBr00,fumbles_lost,0,,,,,
player,201510250clt,nor,ColsMa00,pass_cmp,0,,,,,
player,201510250clt,nor,ColsMa00,pass_att,0,,,,,
player,201510250clt,nor,ColsMa00,pass_yds,0,,,,,
player,201510250clt,nor,ColsMa00,pass_td,0,,,,,
player,201510250clt,nor,ColsMa00,pass_int,0,,,,,
player,201510250clt,nor,ColsMa00,pass_sacked,0,,,,,
player,201510250clt,nor,ColsMa00,pass_sacked_yds,0,,,,,
player,201510250clt,nor,ColsMa00,pass_long,0,,,,,
player,201510250clt,nor,ColsMa00,pass_rating,,,,,,
player,201510250clt,nor,ColsMa00,rush_att,0,,,,,
player,201510250clt,nor,ColsMa00,rush_yds,0,,,,,
player,201510250clt,nor,ColsMa00,rush_td,0,,,,,
player,201510250clt,nor,ColsMa00,rush_long,0,,,,,
player,201510250clt,nor,ColsMa00,targets,3,,,,,
player,201510250clt,nor,ColsMa00,rec,1,,,,,
player,201510250clt,nor,ColsMa00,rec_yds,20,,,,,
player,201510250clt,nor,ColsMa00,rec_td,0,,,,,
player,201510250clt,nor,ColsMa00,rec_long,20,,,,,
player,201510250clt,nor,ColsMa00,fumbles,0,,,,,
player,201510250clt,nor,ColsMa00,fumbles_lost,0,,,,,
player,201510250clt,nor,HillJo02,pass_cmp,0,,,,,
player,201510250clt,nor,HillJo02,pass_att,0,,,,,
player,201510250clt,nor,HillJo02,pass_yds,0,,,,,
player,201510250clt,nor,HillJo02,pass_td,0,,,,,
player,201510250clt,nor,HillJo02,pass_int,0,,,,,
player,201510250clt,nor,HillJo02,pass_sacked,0,,,,,
player,201510250clt,nor,HillJo02,pass_sacked_yds,0,,,,,
player,201510250clt,nor,HillJo02,pass_long,0,,,,,
player,201510250clt,nor,HillJo02,pass_rating,,,,,,
player,201510250clt,nor,HillJo02,rush_att,0,,,,,
player,201510250clt,nor,HillJo02,rush_yds,0,,,,,
player,201510250clt,nor,HillJo02,rush_td,0,,,,,
player,201510250clt,nor,HillJo02,rush_long,0,,,,,
player,201510250clt,nor,HillJo02,targets,1,,,,,
player,201510250clt,nor,HillJo02,rec,0,,,,,
player,201510250clt,nor,HillJo02,rec_yds,0,,,,,
player,201510250clt,nor,HillJo02,rec_td,0,,,,,
player,201510250clt,nor,HillJo02,rec_long,0,,,,,
player,201510250clt,nor,HillJo02,fumbles,0,,,,,
player,201510250clt,nor,HillJo02,fumbles_lost,0,,,,,
player,201510250clt,clt,LuckAn00,pass_cmp,23,,,,,
player,201510250clt,clt,LuckAn00,pass_att,44,,,,,
player,201510250clt,clt,LuckAn00,pass_yds,333,,,,,
player,201510250clt,clt,LuckAn00,pass_td,3,,,,,
player,201510250clt,clt,LuckAn00,pass_int,2,,,,,
player,201510250clt,clt,LuckAn00,pass_sacked,4,,,,,
player,201510250clt,clt,LuckAn00,pass_sacked_yds,32,,,,,
player,201510250clt,clt,LuckAn00,pass_long,87,,,,,
player,201510250clt,clt,LuckAn00,pass_rating,81.0,,,,,
player,201510250clt,clt,LuckAn00,rush_att,3,,,,,
player,201510250clt,clt,LuckAn00,rush_yds,27,,,,,
player,201510250clt,clt,LuckAn00,rush_td,0,,,,,
player,201510250clt,clt,LuckAn00,rush_long,16,,,,,
player,201510250clt,clt,LuckAn00,targets,0,,,,,
player,201510250clt,clt,LuckAn00,rec,0,,,,,
player,201510250clt,clt,LuckAn00,rec_yds,0,,,,,
player,201510250clt,clt,LuckAn00,rec_td,0,,,,,
player,201510250clt,clt,LuckAn00,rec_long,0,,,,,
player,201510250clt,clt,LuckAn00,fumbles,0,,,,,
player,201510250clt,clt,LuckAn00,fumbles_lost,0,,,,,
player,201510250clt,clt,GoreFr00,pass_cmp,0,,,,,
player,201510250clt,clt,GoreFr00,pass_att,0,,,,,
player,201510250clt,clt,GoreFr00,pass_yds,0,,,,,
player,201510250clt,clt,GoreFr00,pass_td,0,,,,,
player,201510250clt,clt,GoreFr00,pass_int,0,,,,,
player,201510250clt,clt,GoreFr00,pass_sacked,0,,,,,
player,201510250clt,clt,GoreFr00,pass_sacked_yds,0,,,,,
player,201510250clt,clt,GoreFr00,pass_long,0,,,,,
player,201510250clt,clt,GoreFr00,pass_rating,,,,,,
player,201510250clt,clt,GoreFr00,rush_att,9,,,,,
player,201510250clt,clt,GoreFr00,rush_yds,43,,,,,
player,201510250clt,clt,GoreFr00,rush_td,0,,,,,
player,201510250clt,clt,GoreFr00,rush_long,14,,,,,
player,201510250clt,clt,GoreFr00,targets,8,,,,,
player,201510250clt,clt,GoreFr00,rec,5,,,,,
player,201510250clt,clt,GoreFr00,rec_yds,32,,,,,
player,201510250clt,clt,GoreFr00,rec_td,0,,,,,
player,201510250clt,clt,GoreFr00,rec_long,10,,,,,
player,201510250clt,clt,GoreFr00,fumbles,0,,,,,
player,201510250clt,clt,GoreFr00,fumbles_lost,0,,,,,
player,201510250clt,clt,BradAh00,pass_cmp,0,,,,,
player,201510250clt,clt,BradAh00,pass_att,0,,,,,
player,201510250clt,clt,BradAh00,pass_yds,0,,,,,
player,201510250clt,clt,BradAh00,pass_td,0,,,,,
player,201510250clt,clt,BradAh00,pass_int,0,,,,,
player,201510250clt,clt,BradAh00,pass_sacked,0,,,,,
player,201510250clt,clt,BradAh00,pass_sacked_yds,0,,,,,
player,201510250clt,clt,BradAh00,pass_long,0,,,,,
player,201510250clt,clt,BradAh00,pass_rating,,,,,,
player,201510250clt,clt,BradAh00,rush_att,1,,,,,
player,201510250clt,clt,BradAh00,rush_yds,5,,,,,
player,201510250clt,clt,BradAh00,rush_td,0,,,,,
player,201510250clt,clt,BradAh00,rush_long,5,,,,,
player,201510250clt,clt,BradAh00,targets,2,,,,,
player,201510250clt,clt,BradAh00,rec,1,,,,,
player,201510250clt,clt,BradAh00,rec_yds,8,,,,,
player,201510250clt,clt,BradAh00,rec_td,0,,,,,
player,201510250clt,clt,BradAh00,rec_long,8,,,,,
player,201510250clt,clt,BradAh00,fumbles,0,,,,,
player,201510250clt,clt,BradAh00,fumbles_lost,0,,,,,
player,201510250clt,clt,HiltT.00,pass_cmp,0,,,,,
player,201510250clt,clt,HiltT.00,pass_att,0,,,,,
player,201510250clt,clt,HiltT.00,pass_yds,0,,,,,
player,201510250clt,clt,HiltT.00,pass_td,0,,,,,
player,201510250clt,clt,HiltT.00,pass_int,0,,,,,
player,201510250clt,clt,HiltT.00,pass_sacked,0,,,,,
player,201510250clt,clt,HiltT.00,pass_sacked_yds,0,,,,,
player,201510250clt,clt,HiltT.00,pass_long,0,,,,,
player,201510250clt,clt,HiltT.00,pass_rating,,,,,,
player,201510250clt,clt,HiltT.00,rush_att,0,,,,,
player,201510250clt,clt,HiltT.00,rush_yds,0,,,,,
player,201510250clt,clt,HiltT.00,rush_td,0,,,,,
player,201510250clt,clt,HiltT.00,rush_long,0,,,,,
player,201510250clt,clt,HiltT.00,targets,15,,,,,
player,201510250clt,clt,HiltT.00,rec,4,,,,,
player,201510250clt,clt,HiltT.00,rec_yds,150,,,,,
player,201510250clt,clt,HiltT.00,rec_td,2,,,,,
player,201510250clt,clt,HiltT.00,rec_long,87,,,,,
player,201510250clt,clt,HiltT.00,fumbles,0,,,,,
player,201510250clt,clt,HiltT.00,fumbles_lost,0,,,,,
player,201510250clt,clt,FleeCo00,pass_cmp,0,,,,,
player,201510250clt,clt,FleeCo00,pass_att,0,,,,,
player,201510250clt,clt,FleeCo00,pass_yds,0,,,,,
player,201510250clt,clt,FleeCo00,pass_td,0,,,,,
player,201510250clt,clt,FleeCo00,pass_int,0,,,,,
player,201510250clt,clt,FleeCo00,pass_sacked,0,,,,,
player,201510250clt,clt,FleeCo00,pass_sacked_yds,0,,,,,
player,201510250clt,clt,FleeCo00,pass_long,0,,,,,
player,201510250clt,clt,FleeCo00,pass_rating,,,,,,
player,201510250clt,clt,FleeCo00,rush_att,0,,,,,
player,201510250clt,clt,FleeCo00,rush_yds,0,,,,,
player,201510250clt,clt,FleeCo00,rush_td,0,,,,,
player,201510250clt,clt,FleeCo00,rush_long,0,,,,,
player,201510250clt,clt,FleeCo00,targets,5,,,,,
player,201510250clt,clt,FleeCo00,rec,3,,,,,
player,201510250clt,clt,FleeCo00,rec_yds,47,,,,,
player,201510250clt,clt,FleeCo00,rec_td,0,,,,,
player,201510250clt,clt,FleeCo00,rec_long,27,,,,,
player,201510250clt,clt,FleeCo00,fumbles,0,,,,,
player,201510250clt,clt,FleeCo00,fumbles_lost,0,,,,,
player,201510250clt,clt,JohnAn02,pass_cmp,0,,,,,
player,201510250clt,clt,JohnAn02,pass_att,0,,,,,
player,201510250clt,clt,JohnAn02,pass_yds,0,,,,,
player,201510250clt,clt,JohnAn02,pass_td,0,,,,,
player,201510250clt,clt,JohnAn02,pass_int,0,,,,,
player,201510250clt,clt,JohnAn02,pass_sacked,0,,,,,
player,201510250clt,clt,JohnAn02,pass_sacked_yds,0,,,,,
player,201510250clt,clt,JohnAn02,pass_long,0,,,,,
player,201510250clt,clt,JohnAn02,pass_rating,,,,,,
player,201510250clt,clt,JohnAn02,rush_att,0,,,,,
player,201510250clt,clt,JohnAn02,rush_yds,0,,,,,
player,201510250clt,clt,JohnAn02,rush_td,0,,,,,
player,201510250clt,clt,JohnAn02,rush_long,0,,,,,
player,201510250clt,clt,JohnAn02,targets,4,,,,,
player,201510250clt,clt,JohnAn02,rec,4,,,,,
player,201510250clt,clt,JohnAn02,rec_yds,44,,,,,
player,201510250clt,clt,JohnAn02,rec_td,0,,,,,
player,201510250clt,clt,JohnAn02,rec_long,35,,,,,
player,201510250clt,clt,JohnAn02,fumbles,0,,,,,
player,201510250clt,clt,JohnAn02,fumbles_lost,0,,,,,
player,201510250clt,clt,MoncDo00,pass_cmp,0,,,,,
player,201510250clt,clt,MoncDo00,pass_att,0,,,,,
player,201510250clt,clt,MoncDo00,pass_yds,0,,,,,
player,201510250clt,clt,MoncDo00,pass_td,0,,,,,
player,201510250clt,clt,MoncDo00,pass_int,0,,,,,
player,201510250clt,clt,MoncDo00,pass_sacked,0,,,,,
player,201510250clt,clt,MoncDo00,pass_sacked_yds,0,,,,,
player,201510250clt,clt,MoncDo00,pass_long,0,,,,,
player,201510250clt,clt,MoncDo00,pass_rating,,,,,,
player,201510250clt,clt,MoncDo00,rush_att,0,,,,,
player,201510250clt,clt,MoncDo00,rush_yds,0,,,,,
player,201510250clt,clt,MoncDo00,rush_td,0,,,,,
player,201510250clt,clt,MoncDo00,rush_long,0,,,,,
player,201510250clt,clt,MoncDo00,targets,6,,,,,
player,201510250clt,clt,MoncDo00,rec,4,,,,,
player,201510250clt,clt,MoncDo00,rec_yds,34,,,,,
player,201510250clt,clt,MoncDo00,rec_td,1,,,,,
player,201510250clt,clt,MoncDo00,rec_long,12,,,,,
player,201510250clt,clt,MoncDo00,fumbles,0,,,,,
player,201510250clt,clt,MoncDo00,fumbles_lost,0,,,,,
player,201510250clt,clt,AlleDw00,pass_cmp,0,,,,,
player,201510250clt,clt,AlleDw00,pass_att,0,,,,,
player,201510250clt,clt,AlleDw00,pass_yds,0,,,,,
player,201510250clt,clt,AlleDw00,pass_td,0,,,,,
player,201510250clt,clt,AlleDw00,pass_int,0,,,,,
player,201510250clt,clt,AlleDw00,pass_sacked,0,,,,,
player,201510250clt,clt,AlleDw00,pass_sacked_yds,0,,,,,
player,201510250clt,clt,AlleDw00,pass_long,0,,,,,
player,201510250clt,clt,AlleDw00,pass_rating,,,,,,
player,201510250clt,clt,AlleDw00,rush_att,0,,,,,
player,201510250clt,clt,AlleDw00,rush_yds,0,,,,,
player,201510250clt,clt,AlleDw00,rush_td,0,,,,,
player,201510250clt,clt,AlleDw00,rush_long,0,,,,,
player,201510250clt,clt,AlleDw00,targets,1,,,,,
player,201510250clt,clt,AlleDw00,rec,1,,,,,
player,201510250clt,clt,AlleDw00,rec_yds,10,,,,,
player,201510250clt,clt,AlleDw00,rec_td,0,,,,,
player,201510250clt,clt,AlleDw00,rec_long,10,,,,,
player,201510250clt,clt,AlleDw00,fumbles,0,,,,,
player,201510250clt,clt,AlleDw00,fumbles_lost,0,,,,,
player,201510250clt,clt,DorsPh00,pass_cmp,0,,,,,
player,201510250clt,clt,DorsPh00,pass_att,0,,,,,
player,201510250clt,clt,DorsPh00,pass_yds,0,,,,,
player,201510250clt,clt,DorsPh00,pass_td,0,,,,,
player,201510250clt,clt,DorsPh00,pass_int,0,,,,,
player,201510250clt,clt,DorsPh00,pass_sacked,0,,,,,
player,201510250clt,clt,DorsPh00,pass_sacked_yds,0,,,,,
player,201510250clt,clt,DorsPh00,pass_long,0,,,,,
player,201510250clt,clt,DorsPh00,pass_rating,,,,,,
player,201510250clt,clt,DorsPh00,rush_att,0,,,,,
player,201510250clt,clt,DorsPh00,rush_yds,0,,,,,
player,201510250clt,clt,DorsPh00,rush_td,0,,,,,
player,201510250clt,clt,DorsPh00,rush_long,0,,,,,
player,201510250clt,clt,DorsPh00,targets,2,,,,,
player,201510250clt,clt,DorsPh00,rec,1,,,,,
player,201510250clt,clt,DorsPh00,rec_yds,8,,,,,
player,201510250clt,clt,DorsPh00,rec_td,0,,,,,
player,201510250clt,clt,DorsPh00,rec_long,8,,,,,
player,201510250clt,clt,DorsPh00,fumbles,0,,,,,
player,201510250clt,clt,DorsPh00,fumbles_lost,0,,,,,
player,201510250clt,nor,AnthSt00,def_int,1,,,,,
player,201510250clt,nor,AnthSt00,def_int_yds,5,,,,,
player,201510250clt,nor,AnthSt00,def_int_td,0,,,,,
player,201510250clt,nor,AnthSt00,def_int_long,5,,,,,
player,201510250clt,nor,AnthSt00,pass_defended,1,,,,,
player,201510250clt,nor,AnthSt00,sacks,0.0,,,,,
player,201510250clt,nor,AnthSt00,tackles_combined,7,,,,,
player,201510250clt,nor,AnthSt00,tackles_solo,5,,,,,
player,201510250clt,nor,AnthSt00,tackles_assists,2,,,,,
player,201510250clt,nor,AnthSt00,tackles_loss,0,,,,,
player,201510250clt,nor,AnthSt00,qb_hits,0,,,,,
player,201510250clt,nor,AnthSt00,fumbles_rec,0,,,,,
