game,2015,14,20151210,201512100crd,min,"Minnesota Vikings",20,crd,"Arizona Cardinals",23
player,201512100crd,crd,CataCh00,def_int_long,0,,,,,
player,201512100crd,crd,CataCh00,pass_defended,0,,,,,
player,201512100crd,crd,CataCh00,sacks,0.0,,,,,
player,201512100crd,crd,CataCh00,tackles_combined,1,,,,,
player,201512100crd,crd,CataCh00,tackles_solo,1,,,,,
player,201512100crd,crd,CataCh00,tackles_assists,0,,,,,
player,201512100crd,crd,CataCh00,tackles_loss,0,,,,,
player,201512100crd,crd,CataCh00,qb_hits,0,,,,,
player,201512100crd,crd,CataCh00,fumbles_rec,0,,,,,
player,201512100crd,crd,CataCh00,fumbles_rec_yds,0,,,,,
player,201512100crd,crd,CataCh00,fumbles_rec_td,0,,,,,
player,201512100crd,crd,CataCh00,fumbles_forced,0,,,,,
player,201512100crd,crd,FuaxAl00,def_int,0,,,,,
player,201512100crd,crd,FuaxAl00,def_int_yds,0,,,,,
player,201512100crd,crd,FuaxAl00,def_int_td,0,,,,,
player,201512100crd,crd,FuaxAl00,def_int_long,0,,,,,
player,201512100crd,crd,FuaxAl00,pass_defended,0,,,,,
player,201512100crd,crd,FuaxAl00,sacks,0.0,,,,,
player,201512100crd,crd,FuaxAl00,tackles_combined,1,,,,,
player,201512100crd,crd,FuaxAl00,tackles_solo,1,,,,,
player,201512100crd,crd,FuaxAl00,tackles_assists,0,,,,,
player,201512100crd,crd,FuaxAl00,tackles_loss,0,,,,,
player,201512100crd,crd,FuaxAl00,qb_hits,0,,,,,
player,201512100crd,crd,FuaxAl00,fumbles_rec,0,,,,,
player,201512100crd,crd,FuaxAl00,fumbles_rec_yds,0,,,,,
player,201512100crd,crd,FuaxAl00,fumbles_rec_td,0,,,,,
player,201512100crd,crd,FuaxAl00,fumbles_forced,0,,,,,
player,201512100crd,crd,GuntRo00,def_int,0,,,,,
player,201512100crd,crd,GuntRo00,def_int_yds,0,,,,,
player,201512100crd,crd,GuntRo00,def_int_td,0,,,,,
player,201512100crd,crd,GuntRo00,def_int_long,0,,,,,
player,201512100crd,crd,GuntRo00,pass_defended,0,,,,,
player,201512100crd,crd,GuntRo00,sacks,0.0,,,,,
player,201512100crd,crd,GuntRo00,tackles_combined,1,,,,,
player,201512100crd,crd,GuntRo00,tackles_solo,1,,,,,
player,201512100crd,crd,GuntRo00,tackles_assists,0,,,,,
player,201512100crd,crd,GuntRo00,tackles_loss,0,,,,,
player,201512100crd,crd,GuntRo00,qb_hits,0,,,,,
player,201512100crd,crd,GuntRo00,fumbles_rec,0,,,,,
player,201512100crd,crd,GuntRo00,fumbles_rec_yds,0,,,,,
player,201512100crd,crd,GuntRo00,fumbles_rec_td,0,,,,,
player,201512100crd,crd,GuntRo00,fumbles_forced,0,,,,,
player,201512100crd,crd,PetePa00,def_int,0,,,,,
player,201512100crd,crd,PetePa00,def_int_yds,0,,,,,
player,201512100crd,crd,PetePa00,def_int_td,0,,,,,
player,201512100crd,crd,PetePa00,def_int_long,0,,,,,
player,201512100crd,crd,PetePa00,pass_defended,1,,,,,
player,201512100crd,crd,PetePa00,sacks,0.0,,,,,
player,201512100crd,crd,PetePa00,tackles_combined,1,,,,,
player,201512100crd,crd,PetePa00,tackles_solo,1,,,,,
player,201512100crd,crd,PetePa00,tackles_assists,0,,,,,
player,201512100crd,crd,PetePa00,tackles_loss,0,,,,,
player,201512100crd,crd,PetePa00,qb_hits,0,,,,,
player,201512100crd,crd,PetePa00,fumbles_rec,0,,,,,
player,201512100crd,crd,PetePa00,fumbles_rec_yds,0,,,,,
player,201512100crd,crd,PetePa00,fumbles_rec_td,0,,,,,
player,201512100crd,crd,PetePa00,fumbles_forced,0,,,,,
player,201512100crd,crd,WeatSe99,def_int,0,,,,,
player,201512100crd,crd,WeatSe99,def_int_yds,0,,,,,
player,201512100crd,crd,WeatSe99,def_int_td,0,,,,,
player,201512100crd,crd,WeatSe99,def_int_long,0,,,,,
player,201512100crd,crd,WeatSe99,pass_defended,0,,,,,
player,201512100crd,crd,WeatSe99,sacks,0.0,,,,,
player,201512100crd,crd,WeatSe99,tackles_combined,1,,,,,
player,201512100crd,crd,WeatSe99,tackles_solo,1,,,,,
player,201512100crd,crd,WeatSe99,tackles_assists,0,,,,,
player,201512100crd,crd,WeatSe99,tackles_loss,0,,,,,
player,201512100crd,crd,WeatSe99,qb_hits,0,,,,,
player,201512100crd,crd,WeatSe99,fumbles_rec,0,,,,,
player,201512100crd,crd,WeatSe99,fumbles_rec_yds,0,,,,,
player,201512100crd,crd,WeatSe99,fumbles_rec_td,0,,,,,
player,201512100crd,crd,WeatSe99,fumbles_forced,0,,,,,
player,201512100crd,min,SherMa20,kick_ret,0,,,,,
player,201512100crd,min,SherMa20,kick_ret_yds,0,,,,,
player,201512100crd,min,SherMa20,kick_ret_yds_per_ret,,,,,,
player,201512100crd,min,SherMa20,kick_ret_td,0,,,,,
player,201512100crd,min,SherMa20,kick_ret_long,0,,,,,
player,201512100crd,min,SherMa20,punt_ret,1,,,,,
player,201512100crd,min,SherMa20,punt_ret_yds,0,,,,,
player,201512100crd,min,SherMa20,punt_ret_yds_per_ret,0.0,,,,,
player,201512100crd,min,SherMa20,punt_ret_td,0,,,,,
player,201512100crd,min,SherMa20,punt_ret_long,0,,,,,
player,201512100crd,min,PattCo00,kick_ret,3,,,,,
player,201512100crd,min,PattCo00,kick_ret_yds,93,,,,,
player,201512100crd,min,PattCo00,kick_ret_yds_per_ret,31.0,,,,,
player,201512100crd,min,PattCo00,kick_ret_td,0,,,,,
player,201512100crd,min,PattCo00,kick_ret_long,41,,,,,
player,201512100crd,min,PattCo00,punt_ret,0,,,,,
player,201512100crd,min,PattCo00,punt_ret_yds,0,,,,,
player,201512100crd,min,PattCo00,punt_ret_yds_per_ret,,,,,,
player,201512100crd,min,PattCo00,punt_ret_td,0,,,,,
player,201512100crd,min,PattCo00,punt_ret_long,0,,,,,
player,201512100crd,crd,PetePa00,kick_ret,0,,,,,
player,201512100crd,crd,PetePa00,kick_ret_yds,0,,,,,
player,201512100crd,crd,PetePa00,kick_ret_yds_per_ret,,,,,,
player,201512100crd,crd,PetePa00,kick_ret_td,0,,,,,
player,201512100crd,crd,PetePa00,kick_ret_long,0,,,,,
player,201512100crd,crd,PetePa00,punt_ret,1,,,,,
player,201512100crd,crd,PetePa00,punt_ret_yds,4,,,,,
player,201512100crd,crd,PetePa00,punt_ret_yds_per_ret,4.0,,,,,
player,201512100crd,crd,PetePa00,punt_ret_td,0,,,,,
player,201512100crd,crd,PetePa00,punt_ret_long,4,,,,,
player,201512100crd,crd,WillKe05,kick_ret,1,,,,,
player,201512100crd,crd,WillKe05,kick_ret_yds,23,,,,,
player,201512100crd,crd,WillKe05,kick_ret_yds_per_ret,23.0,,,,,
player,201512100crd,crd,WillKe05,kick_ret_td,0,,,,,
player,201512100crd,crd,WillKe05,kick_ret_long,23,,,,,
player,201512100crd,crd,WillKe05,punt_ret,0,,,,,
player,201512100crd,crd,WillKe05,punt_ret_yds,0,,,,,
player,201512100crd,crd,WillKe05,punt_ret_yds_per_ret,,,,,,
player,201512100crd,crd,WillKe05,punt_ret_td,0,,,,,
player,201512100crd,crd,WillKe05,punt_ret_long,0,,,,,
player,201512100crd,min,WalsBl00,xpm,2,,,,,
player,201512100crd,min,WalsBl00,xpa,2,,,,,
player,201512100crd,min,WalsBl00,fgm,2,,,,,
player,201512100crd,min,WalsBl00,fga,2,,,,,
player,201512100crd,min,WalsBl00,punt,0,,,,,
player,201512100crd,min,WalsBl00,punt_yds,0,,,,,
player,201512100crd,min,WalsBl00,punt_yds_per_punt,,,,,,
player,201512100crd,min,WalsBl00,punt_long,0,,,,,
player,201512100crd,min,LockJe00,xpm,,,,,,
player,201512100crd,min,LockJe00,xpa,,,,,,
player,201512100crd,min,LockJe00,fgm,,,,,,
player,201512100crd,min,LockJe00,fga,,,,,,
player,201512100crd,min,LockJe00,punt,2,,,,,
player,201512100crd,min,LockJe00,punt_yds,91,,,,,
player,201512100crd,min,LockJe00,punt_yds_per_punt,45.5,,,,,
player,201512100crd,min,LockJe00,punt_long,49,,,,,
player,201512100crd,crd,CataCh00,xpm,2,,,,,
player,201512100crd,crd,CataCh00,xpa,2,,,,,
player,201512100crd,crd,CataCh00,fgm,3,,,,,
player,201512100crd,crd,CataCh00,fga,3,,,,,
player,201512100crd,crd,CataCh00,punt,0,,,,,
player,201512100crd,crd,CataCh00,punt_yds,0,,,,,
player,201512100crd,crd,CataCh00,punt_yds_per_punt,,,,,,
player,201512100crd,crd,CataCh00,punt_long,0,,,,,
player,201512100crd,crd,ButlDr00,xpm,,,,,,
player,201512100crd,crd,ButlDr00,xpa,,,,,,
player,201512100crd,crd,ButlDr00,fgm,,,,,,
player,201512100crd,crd,ButlDr00,fga,,,,,,
player,201512100crd,crd,ButlDr00,punt,3,,,,,
player,201512100crd,crd,ButlDr00,punt_yds,133,,,,,
player,201512100crd,crd,ButlDr00,punt_yds_per_punt,44.3,,,,,
player,201512100crd,crd,ButlDr00,punt_long,49,,,,,
player,201512100crd,crd,IupaMi20,pos,G,,,,,
player,201512100crd,crd,IupaMi20,offense,67,,,,,
player,201512100crd,crd,IupaMi20,off_pct,100%,,,,,
player,201512100crd,crd,IupaMi20,defense,0,,,,,
player,201512100crd,crd,IupaMi20,def_pct,0%,,,,,
player,201512100crd,crd,IupaMi20,special_teams,5,,,,,
player,201512100crd,crd,IupaMi20,st_pct,20%,,,,,
player,201512100crd,crd,MassBo00,pos,T,,,,,
player,201512100crd,crd,MassBo00,offense,67,,,,,
player,201512100crd,crd,MassBo00,off_pct,100%,,,,,
player,201512100crd,crd,MassBo00,defense,0,,,,,
player,201512100crd,crd,MassBo00,def_pct,0%,,,,,
player,201512100crd,crd,MassBo00,special_teams,5,,,,,
player,201512100crd,crd,MassBo00,st_pct,20%,,,,,
player,201512100crd,crd,VeldJa20,pos,T,,,,,
player,201512100crd,crd,VeldJa20,offense,67,,,,,
player,201512100crd,crd,VeldJa20,off_pct,100%,,,,,
player,201512100crd,crd,VeldJa20,defense,0,,,,,
player,201512100crd,crd,VeldJa20,def_pct,0%,,,,,
player,201512100crd,crd,VeldJa20,special_teams,5,,,,,
player,201512100crd,crd,VeldJa20,st_pct,20%,,,,,
player,201512100crd,crd,LarsTe20,pos,G,,,,,
player,201512100crd,crd,LarsTe20,offense,67,,,,,
player,201512100crd,crd,LarsTe20,off_pct,100%,,,,,
player,201512100crd,crd,LarsTe20,defense,0,,,,,
player,201512100crd,crd,LarsTe20,def_pct,0%,,,,,
player,201512100crd,crd,LarsTe20,special_teams,0,,,,,
player,201512100crd,crd,LarsTe20,st_pct,0%,,,,,
player,201512100crd,crd,PalmCa00,pos,QB,,,,,
player,201512100crd,crd,PalmCa00,offense,67,,,,,
player,201512100crd,crd,PalmCa00,off_pct,100%,,,,,
player,201512100crd,crd,PalmCa00,defense,0,,,,,
player,201512100crd,crd,PalmCa00,def_pct,0%,,,,,
player,201512100crd,crd,PalmCa00,special_teams,0,,,,,
player,201512100crd,crd,PalmCa00,st_pct,0%,,,,,
player,201512100crd,crd,SendLy20,pos,C,,,,,
player,201512100crd,crd,SendLy20,offense,67,,,,,
player,201512100crd,crd,SendLy20,off_pct,100%,,,,,
player,201512100crd,crd,SendLy20,defense,0,,,,,
player,201512100crd,crd,SendLy20,def_pct,0%,,,,,
player,201512100crd,crd,SendLy20,special_teams,0,,,,,
player,201512100crd,crd,SendLy20,st_pct,0%,,,,,
player,201512100crd,crd,FitzLa00,pos,WR,,,,,
player,201512100crd,crd,FitzLa00,offense,65,,,,,
player,201512100crd,crd,FitzLa00,off_pct,97%,,,,,
player,201512100crd,crd,FitzLa00,defense,0,,,,,
player,201512100crd,crd,FitzLa00,def_pct,0%,,,,,
player,201512100crd,crd,FitzLa00,special_teams,0,,,,,
player,201512100crd,crd,FitzLa00,st_pct,0%,,,,,
player,201512100crd,crd,FellDa01,pos,TE,,,,,
player,201512100crd,crd,FellDa01,offense,58,,,,,
player,201512100crd,crd,FellDa01,off_pct,87%,,,,,
player,201512100crd,crd,FellDa01,defense,0,,,,,
player,201512100crd,crd,FellDa01,def_pct,0%,,,,,
player,201512100crd,crd,FellDa01,special_teams,6,,,,,
player,201512100crd,crd,FellDa01,st_pct,24%,,,,,
player,201512100crd,crd,JohnDa08,pos,RB,,,,,
player,201512100crd,crd,JohnDa08,offense,54,,,,,
player,201512100crd,crd,JohnDa08,off_pct,81%,,,,,
player,201512100crd,crd,JohnDa08,defense,0,,,,,
player,201512100crd,crd,JohnDa08,def_pct,0%,,,,,
player,201512100crd,crd,JohnDa08,special_teams,0,,,,,
player,201512100crd,crd,JohnDa08,st_pct,0%,,,,,
player,201512100crd,crd,BrowJo02,pos,WR,,,,,
player,201512100crd,crd,BrowJo02,offense,49,,,,,
player,201512100crd,crd,BrowJo02,off_pct,73%,,,,,
player,201512100crd,crd,BrowJo02,defense,0,,,,,
player,201512100crd,crd,BrowJo02,def_pct,0%,,,,,
player,201512100crd,crd,BrowJo02,special_teams,0,,,,,
player,201512100crd,crd,BrowJo02,st_pct,0%,,,,,
player,201512100crd,crd,FloyMi00,pos,WR,,,,,
player,201512100crd,crd,FloyMi00,offense,44,,,,,
player,201512100crd,crd,FloyMi00,off_pct,66%,,,,,
player,201512100crd,crd,FloyMi00,defense,0,,,,,
player,201512100crd,crd,FloyMi00,def_pct,0%,,,,,
player,201512100crd,crd,FloyMi00,special_teams,0,,,,,
player,201512100crd,crd,FloyMi00,st_pct,0%,,,,,
player,201512100crd,crd,NiklTr00,pos,TE,,,,,
player,201512100crd,crd,NiklTr00,offense,24,,,,,
player,201512100crd,crd,NiklTr00,off_pct,36%,,,,,
player,201512100crd,crd,NiklTr00,defense,0,,,,,
player,201512100crd,crd,NiklTr00,def_pct,0%,,,,,
player,201512100crd,crd,NiklTr00,special_teams,12,,,,,
player,201512100crd,crd,NiklTr00,st_pct,48%,,,,,
player,201512100crd,crd,TaylSt00,pos,RB,,,,,
player,201512100crd,crd,TaylSt00,offense,9,,,,,
player,201512100crd,crd,TaylSt00,off_pct,13%,,,,,
player,201512100crd,crd,TaylSt00,defense,0,,,,,
player,201512100crd,crd,TaylSt00,def_pct,0%,,,,,
player,201512100crd,crd,TaylSt00,special_teams,14,,,,,
player,201512100crd,crd,TaylSt00,st_pct,56%,,,,,
player,201512100crd,crd,NelsJJ00,pos,WR,,,,,
player,201512100crd,crd,NelsJJ00,offense,9,,,,,
player,201512100crd,crd,NelsJJ00,off_pct,13%,,,,,
player,201512100crd,crd,NelsJJ00,defense,0,,,,,
player,201512100crd,crd,NelsJJ00,def_pct,0%,,,,,
player,201512100crd,crd,NelsJJ00,special_teams,0,,,,,
player,201512100crd,crd,NelsJJ00,st_pct,0%,,,,,
player,201512100crd,crd,ShipA.20,pos,C,,,,,
player,201512100crd,crd,ShipA.20,offense,9,,,,,
player,201512100crd,crd,ShipA.20,off_pct,13%,,,,,
player,201512100crd,crd,ShipA.20,defense,0,,,,,
player,201512100crd,crd,ShipA.20,def_pct,0%,,,,,
player,201512100crd,crd,ShipA.20,special_teams,0,,,,,
player,201512100crd,crd,ShipA.20,st_pct,0%,,,,,
player,201512100crd,crd,BrowJa03,pos,WR,,,,,
player,201512100crd,crd,BrowJa03,offense,8,,,,,
player,201512100crd,crd,BrowJa03,off_pct,12%,,,,,
player,201512100crd,crd,BrowJa03,defense,0,,,,,
player,201512100crd,crd,BrowJa03,def_pct,0%,,,,,
player,201512100crd,crd,BrowJa03,special_teams,13,,,,,
player,201512100crd,crd,BrowJa03,st_pct,52%,,,,,
player,201512100crd,crd,WillKe05,pos,RB,,,,,
player,201512100crd,crd,WillKe05,offense,6,,,,,
player,201512100crd,crd,WillKe05,off_pct,9%,,,,,
player,201512100crd,crd,WillKe05,defense,0,,,,,
player,201512100crd,crd,WillKe05,def_pct,0%,,,,,
player,201512100crd,crd,WillKe05,special_teams,8,,,,,
player,201512100crd,crd,WillKe05,st_pct,32%,,,,,
player,201512100crd,crd,BethJu00,pos,CB,,,,,
player,201512100crd,crd,BethJu00,offense,0,,,,,
player,201512100crd,crd,BethJu00,off_pct,0%,,,,,
player,201512100crd,crd,BethJu00,defense,68,,,,,
player,201512100crd,crd,BethJu00,def_pct,100%,,,,,
player,201512100crd,crd,BethJu00,special_teams,16,,,,,
player,201512100crd,crd,BethJu00,st_pct,64%,,,,,
player,201512100crd,crd,PetePa00,pos,CB,,,,,
player,201512100crd,crd,PetePa00,offense,0,,,,,
player,201512100crd,crd,PetePa00,off_pct,0%,,,,,
player,201512100crd,crd,PetePa00,defense,68,,,,,
player,201512100crd,crd,PetePa00,def_pct,100%,,,,,
player,201512100crd,crd,PetePa00,special_teams,12,,,,,
player,201512100crd,crd,PetePa00,st_pct,48%,,,,,
player,201512100crd,crd,JohnRa98,pos,FS,,,,,
player,201512100crd,crd,JohnRa98,offense,0,,,,,
player,201512100crd,crd,JohnRa98,off_pct,0%,,,,,
player,201512100crd,crd,JohnRa98,defense,68,,,,,
player,201512100crd,crd,JohnRa98,def_pct,100%,,,,,
player,201512100crd,crd,JohnRa98,special_teams,12,,,,,
player,201512100crd,crd,JohnRa98,st_pct,48%,,,,,
player,201512100crd,crd,MathTy00,pos,FS,,,,,
player,201512100crd,crd,MathTy00,offense,0,,,,,
player,201512100crd,crd,MathTy00,off_pct,0%,,,,,
player,201512100crd,crd,MathTy00,defense,68,,,,,
player,201512100crd,crd,MathTy00,def_pct,100%,,,,,
player,201512100crd,crd,MathTy00,special_teams,6,,,,,
player,201512100crd,crd,MathTy00,st_pct,24%,,,,,
player,201512100crd,crd,BucaDe00,pos,SS,,,,,
player,201512100crd,crd,BucaDe00,offense,0,,,,,
player,201512100crd,crd,BucaDe00,off_pct,0%,,,,,
player,201512100crd,crd,BucaDe00,defense,68,,,,,
player,201512100crd,crd,BucaDe00,def_pct,100%,,,,,
player,201512100crd,crd,BucaDe00,special_teams,3,,,,,
player,201512100crd,crd,BucaDe00,st_pct,12%,,,,,
player,201512100crd,crd,CampCa99,pos,DT,,,,,
player,201512100crd,crd,CampCa99,offense,0,,,,,
player,201512100crd,crd,CampCa99,off_pct,0%,,,,,
player,201512100crd,crd,CampCa99,defense,59,,,,,
player,201512100crd,crd,CampCa99,def_pct,87%,,,,,
player,201512100crd,crd,CampCa99,special_teams,9,,,,,
player,201512100crd,crd,CampCa99,st_pct,36%,,,,,
player,201512100crd,crd,MintKe00,pos,LB,,,,,
player,201512100crd,crd,MintKe00,offense,0,,,,,
player,201512100crd,crd,MintKe00,off_pct,0%,,,,,
player,201512100crd,crd,MintKe00,defense,51,,,,,
player,201512100crd,crd,MintKe00,def_pct,75%,,,,,
player,201512100crd,crd,MintKe00,special_teams,4,,,,,
player,201512100crd,crd,MintKe00,st_pct,16%,,,,,
player,201512100crd,crd,OkafAl00,pos,LB,,,,,
player,201512100crd,crd,OkafAl00,offense,0,,,,,
player,201512100crd,crd,OkafAl00,off_pct,0%,,,,,
player,201512100crd,crd,OkafAl00,defense,46,,,,,
player,201512100crd,crd,OkafAl00,def_pct,68%,,,,,
player,201512100crd,crd,OkafAl00,special_teams,4,,,,,
player,201512100crd,crd,OkafAl00,st_pct,16%,,,,,
player,201512100crd,crd,GoldMa00,pos,LB,,,,,
player,201512100crd,crd,GoldMa00,offense,0,,,,,
player,201512100crd,crd,GoldMa00,off_pct,0%,,,,,
player,201512100crd,crd,GoldMa00,defense,45,,,,,
player,201512100crd,crd,GoldMa00,def_pct,66%,,,,,
player,201512100crd,crd,GoldMa00,special_teams,3,,,,,
player,201512100crd,crd,GoldMa00,st_pct,12%,,,,,
player,201512100crd,crd,StinEd00,pos,DT,,,,,
player,201512100crd,crd,StinEd00,offense,0,,,,,
player,201512100crd,crd,StinEd00,off_pct,0%,,,,,
player,201512100crd,crd,StinEd00,defense,44,,,,,
player,201512100crd,crd,StinEd00,def_pct,65%,,,,,
player,201512100crd,crd,StinEd00,special_teams,4,,,,,
player,201512100crd,crd,StinEd00,st_pct,16%,,,,,
player,201512100crd,crd,JeffTo00,pos,SS,,,,,
player,201512100crd,crd,JeffTo00,offense,0,,,,,
player,201512100crd,crd,JeffTo00,off_pct,0%,,,,,
player,201512100crd,crd,JeffTo00,defense,42,,,,,
player,201512100crd,crd,JeffTo00,def_pct,62%,,,,,
player,201512100crd,crd,JeffTo00,special_teams,2,,,,,
player,201512100crd,crd,JeffTo00,st_pct,8%,,,,,
player,201512100crd,crd,FreeDw00,pos,LB,,,,,
player,201512100crd,crd,FreeDw00,offense,0,,,,,
player,201512100crd,crd,FreeDw00,off_pct,0%,,,,,
player,201512100crd,crd,FreeDw00,defense,22,,,,,
player,201512100crd,crd,FreeDw00,def_pct,32%,,,,,
player,201512100crd,crd,FreeDw00,special_teams,0,,,,,
player,201512100crd,crd,FreeDw00,st_pct,0%,,,,,
player,201512100crd,crd,MaurJo00,pos,DT,,,,,
player,201512100crd,crd,MaurJo00,offense,0,,,,,
player,201512100crd,crd,MaurJo00,off_pct,0%,,,,,
player,201512100crd,crd,MaurJo00,defense,20,,,,,
player,201512100crd,crd,MaurJo00,def_pct,29%,,,,,
player,201512100crd,crd,MaurJo00,special_teams,12,,,,,
player,201512100crd,crd,MaurJo00,st_pct,48%,,,,,
player,201512100crd,crd,BryaRe99,pos,DE,,,,,
player,201512100crd,crd,BryaRe99,offense,0,,,,,
player,201512100crd,crd,BryaRe99,off_pct,0%,,,,,
player,201512100crd,crd,BryaRe99,defense,19,,,,,
player,201512100crd,crd,BryaRe99,def_pct,28%,,,,,
player,201512100crd,crd,BryaRe99,special_teams,4,,,,,
player,201512100crd,crd,BryaRe99,st_pct,16%,,,,,
player,201512100crd,crd,GuntRo00,pos,NT,,,,,
player,201512100crd,crd,GuntRo00,offense,0,,,,,
player,201512100crd,crd,GuntRo00,off_pct,0%,,,,,
player,201512100crd,crd,GuntRo00,defense,16,,,,,
player,201512100crd,crd,GuntRo00,def_pct,24%,,,,,
player,201512100crd,crd,GuntRo00,special_teams,3,,,,,
player,201512100crd,crd,GuntRo00,st_pct,12%,,,,,
player,201512100crd,crd,WeatSe99,pos,LB,,,,,
player,201512100crd,crd,WeatSe99,offense,0,,,,,
player,201512100crd,crd,WeatSe99,off_pct,0%,,,,,
player,201512100crd,crd,WeatSe99,defense,13,,,,,
player,201512100crd,crd,WeatSe99,def_pct,19%,,,,,
player,201512100crd,crd,WeatSe99,special_teams,9,,,,,
player,201512100crd,crd,WeatSe99,st_pct,36%,,,,,
player,201512100crd,crd,WillXa00,pos,NT,,,,,
player,201512100crd,crd,WillXa00,offense,0,,,,,
player,201512100crd,crd,WillXa00,off_pct,0%,,,,,
player,201512100crd,crd,WillXa00,defense,10,,,,,
player,201512100crd,crd,WillXa00,def_pct,15%,,,,,
player,201512100crd,crd,WillXa00,special_teams,0,,,,,
player,201512100crd,crd,WillXa00,st_pct,0%,,,,,
player,201512100crd,crd,ReddCo20,pos,DT,,,,,
player,201512100crd,crd,ReddCo20,offense,0,,,,,
player,201512100crd,crd,ReddCo20,off_pct,0%,,,,,
player,201512100crd,crd,ReddCo20,defense,9,,,,,
player,201512100crd,crd,ReddCo20,def_pct,13%,,,,,
player,201512100crd,crd,ReddCo20,special_teams,0,,,,,
player,201512100crd,crd,ReddCo20,st_pct,0%,,,,,
player,201512100crd,crd,FuaxAl00,pos,LB,,,,,
player,201512100crd,crd,FuaxAl00,offense,0,,,,,
player,201512100crd,crd,FuaxAl00,off_pct,0%,,,,,
player,201512100crd,crd,FuaxAl00,defense,5,,,,,
player,201512100crd,crd,FuaxAl00,def_pct,7%,,,,,
player,201512100crd,crd,FuaxAl00,special_teams,16,,,,,
player,201512100crd,crd,FuaxAl00,st_pct,64%,,,,,
player,201512100crd,crd,WhitCo01,pos,CB,,,,,
player,201512100crd,crd,WhitCo01,offense,0,,,,,
player,201512100crd,crd,WhitCo01,off_pct,0%,,,,,
player,201512100crd,crd,WhitCo01,defense,5,,,,,
player,201512100crd,crd,WhitCo01,def_pct,7%,,,,,
player,201512100crd,crd,WhitCo01,special_teams,13,,,,,
player,201512100crd,crd,WhitCo01,st_pct,52%,,,,,
player,201512100crd,crd,MartKa00,pos,LB,,,,,
player,201512100crd,crd,MartKa00,offense,0,,,,,
player,201512100crd,crd,MartKa00,off_pct,0%,,,,,
player,201512100crd,crd,MartKa00,defense,3,,,,,
player,201512100crd,crd,MartKa00,def_pct,4%,,,,,
player,201512100crd,crd,MartKa00,special_teams,17,,,,,
player,201512100crd,crd,MartKa00,st_pct,68%,,,,,
player,201512100crd,crd,GoldBr00,pos,WR,,,,,
player,201512100crd,crd,GoldBr00,offense,0,,,,,
player,201512100crd,crd,GoldBr00,off_pct,0%,,,,,
player,201512100crd,crd,GoldBr00,defense,0,,,,,
player,201512100crd,crd,GoldBr00,def_pct,0%,,,,,
player,201512100crd,crd,GoldBr00,special_teams,14,,,,,
player,201512100crd,crd,GoldBr00,st_pct,56%,,,,,
player,201512100crd,crd,CataCh00,pos,K,,,,,
player,201512100crd,crd,CataCh00,offense,0,,,,,
player,201512100crd,crd,CataCh00,off_pct,0%,,,,,
player,201512100crd,crd,CataCh00,defense,0,,,,,
player,201512100crd,crd,CataCh00,def_pct,0%,,,,,
player,201512100crd,crd,CataCh00,special_teams,11,,,,,
player,201512100crd,crd,CataCh00,st_pct,44%,,,,,
player,201512100crd,crd,LeacMi00,pos,LS,,,,,
player,201512100crd,crd,LeacMi00,offense,0,,,,,
player,201512100crd,crd,LeacMi00,off_pct,0%,,,,,
player,201512100crd,crd,LeacMi00,defense,0,,,,,
player,201512100crd,crd,LeacMi00,def_pct,0%,,,,,
player,201512100crd,crd,LeacMi00,special_teams,8,,,,,
player,201512100crd,crd,LeacMi00,st_pct,32%,,,,,
player,201512100crd,crd,ButlDr00,pos,P,,,,,
player,201512100crd,crd,ButlDr00,offense,0,,,,,
player,201512100crd,crd,ButlDr00,off_pct,0%,,,,,
player,201512100crd,crd,ButlDr00,defense,0,,,,,
player,201512100crd,crd,ButlDr00,def_pct,0%,,,,,
player,201512100crd,crd,ButlDr00,special_teams,8,,,,,
player,201512100crd,crd,ButlDr00,st_pct,32%,,,,,
player,201512100crd,crd,SweaDJ00,pos,SS,,,,,
player,201512100crd,crd,SweaDJ00,offense,0,,,,,
player,201512100crd,crd,SweaDJ00,off_pct,0%,,,,,
player,201512100crd,crd,SweaDJ00,defense,0,,,,,
player,201512100crd,crd,SweaDJ00,def_pct,0%,,,,,
player,201512100crd,crd,SweaDJ00,special_teams,6,,,,,
player,201512100crd,crd,SweaDJ00,st_pct,24%,,,,,
player,201512100crd,crd,SoweBr00,pos,T,,,,,
player,201512100crd,crd,SoweBr00,offense,0,,,,,
player,201512100crd,crd,SoweBr00,off_pct,0%,,,,,
player,201512100crd,crd,SoweBr00,defense,0,,,,,
player,201512100crd,crd,SoweBr00,def_pct,0%,,,,,
player,201512100crd,crd,SoweBr00,special_teams,5,,,,,
player,201512100crd,crd,SoweBr00,st_pct,20%,,,,,
player,201512100crd,crd,CoopJo01,pos,G,,,,,
player,201512100crd,crd,CoopJo01,offense,0,,,,,
player,201512100crd,crd,CoopJo01,off_pct,0%,,,,,
player,201512100crd,crd,CoopJo01,defense,0,,,,,
player,201512100crd,crd,CoopJo01,def_pct,0%,,,,,
player,201512100crd,crd,CoopJo01,special_teams,5,,,,,
player,201512100crd,crd,CoopJo01,st_pct,20%,,,,,
player,201512100crd,min,FuscBr00,pos,G,,,,,
player,201512100crd,min,FuscBr00,offense,68,,,,,
player,201512100crd,min,FuscBr00,off_pct,100%,,,,,
player,201512100crd,min,FuscBr00,defense,0,,,,,
player,201512100crd,min,FuscBr00,def_pct,0%,,,,,
