game,2015,14,20151210,201512100crd,min,"Minnesota Vikings",20,crd,"Arizona Cardinals",23
player,201512100crd,crd,BrowJa03,rec_long,1,,,,,
player,201512100crd,crd,BrowJa03,fumbles,0,,,,,
player,201512100crd,crd,BrowJa03,fumbles_lost,0,,,,,
player,201512100crd,crd,NelsJJ00,pass_cmp,0,,,,,
player,201512100crd,crd,NelsJJ00,pass_att,0,,,,,
player,201512100crd,crd,NelsJJ00,pass_yds,0,,,,,
player,201512100crd,crd,NelsJJ00,pass_td,0,,,,,
player,201512100crd,crd,NelsJJ00,pass_int,0,,,,,
player,201512100crd,crd,NelsJJ00,pass_sacked,0,,,,,
player,201512100crd,crd,NelsJJ00,pass_sacked_yds,0,,,,,
player,201512100crd,crd,NelsJJ00,pass_long,0,,,,,
player,201512100crd,crd,NelsJJ00,pass_rating,,,,,,
player,201512100crd,crd,NelsJJ00,rush_att,0,,,,,
player,201512100crd,crd,NelsJJ00,rush_yds,0,,,,,
player,201512100crd,crd,NelsJJ00,rush_td,0,,,,,
player,201512100crd,crd,NelsJJ00,rush_long,0,,,,,
player,201512100crd,crd,NelsJJ00,targets,1,,,,,
player,201512100crd,crd,NelsJJ00,rec,0,,,,,
player,201512100crd,crd,NelsJJ00,rec_yds,0,,,,,
player,201512100crd,crd,NelsJJ00,rec_td,0,,,,,
player,201512100crd,crd,NelsJJ00,rec_long,0,,,,,
player,201512100crd,crd,NelsJJ00,fumbles,0,,,,,
player,201512100crd,crd,NelsJJ00,fumbles_lost,0,,,,,
player,201512100crd,min,HuntDa01,def_int,0,,,,,
player,201512100crd,min,HuntDa01,def_int_yds,0,,,,,
player,201512100crd,min,HuntDa01,def_int_td,0,,,,,
player,201512100crd,min,HuntDa01,def_int_long,0,,,,,
player,201512100crd,min,HuntDa01,pass_defended,0,,,,,
player,201512100crd,min,HuntDa01,sacks,1.0,,,,,
player,201512100crd,min,HuntDa01,tackles_combined,3,,,,,
player,201512100crd,min,HuntDa01,tackles_solo,2,,,,,
player,201512100crd,min,HuntDa01,tackles_assists,1,,,,,
player,201512100crd,min,HuntDa01,tackles_loss,1,,,,,
player,201512100crd,min,HuntDa01,qb_hits,1,,,,,
player,201512100crd,min,HuntDa01,fumbles_rec,0,,,,,
player,201512100crd,min,HuntDa01,fumbles_rec_yds,0,,,,,
player,201512100crd,min,HuntDa01,fumbles_rec_td,0,,,,,
player,201512100crd,min,HuntDa01,fumbles_forced,0,,,,,
player,201512100crd,min,GrifEv99,def_int,0,,,,,
player,201512100crd,min,GrifEv99,def_int_yds,0,,,,,
player,201512100crd,min,GrifEv99,def_int_td,0,,,,,
player,201512100crd,min,GrifEv99,def_int_long,0,,,,,
player,201512100crd,min,GrifEv99,pass_defended,0,,,,,
player,201512100crd,min,GrifEv99,sacks,1.0,,,,,
player,201512100crd,min,GrifEv99,tackles_combined,1,,,,,
player,201512100crd,min,GrifEv99,tackles_solo,1,,,,,
player,201512100crd,min,GrifEv99,tackles_assists,0,,,,,
player,201512100crd,min,GrifEv99,tackles_loss,1,,,,,
player,201512100crd,min,GrifEv99,qb_hits,2,,,,,
player,201512100crd,min,GrifEv99,fumbles_rec,0,,,,,
player,201512100crd,min,GrifEv99,fumbles_rec_yds,0,,,,,
player,201512100crd,min,GrifEv99,fumbles_rec_td,0,,,,,
player,201512100crd,min,GrifEv99,fumbles_forced,0,,,,,
player,201512100crd,min,GreeCh99,def_int,0,,,,,
player,201512100crd,min,GreeCh99,def_int_yds,0,,,,,
player,201512100crd,min,GreeCh99,def_int_td,0,,,,,
player,201512100crd,min,GreeCh99,def_int_long,0,,,,,
player,201512100crd,min,GreeCh99,pass_defended,0,,,,,
player,201512100crd,min,GreeCh99,sacks,0.0,,,,,
player,201512100crd,min,GreeCh99,tackles_combined,8,,,,,
player,201512100crd,min,GreeCh99,tackles_solo,8,,,,,
player,201512100crd,min,GreeCh99,tackles_assists,0,,,,,
player,201512100crd,min,GreeCh99,tackles_loss,1,,,,,
player,201512100crd,min,GreeCh99,qb_hits,1,,,,,
player,201512100crd,min,GreeCh99,fumbles_rec,0,,,,,
player,201512100crd,min,GreeCh99,fumbles_rec_yds,0,,,,,
player,201512100crd,min,GreeCh99,fumbles_rec_td,0,,,,,
player,201512100crd,min,GreeCh99,fumbles_forced,0,,,,,
player,201512100crd,min,HarrAn01,def_int,0,,,,,
player,201512100crd,min,HarrAn01,def_int_yds,0,,,,,
player,201512100crd,min,HarrAn01,def_int_td,0,,,,,
player,201512100crd,min,HarrAn01,def_int_long,0,,,,,
player,201512100crd,min,HarrAn01,pass_defended,1,,,,,
player,201512100crd,min,HarrAn01,sacks,0.0,,,,,
player,201512100crd,min,HarrAn01,tackles_combined,8,,,,,
player,201512100crd,min,HarrAn01,tackles_solo,7,,,,,
player,201512100crd,min,HarrAn01,tackles_assists,1,,,,,
player,201512100crd,min,HarrAn01,tackles_loss,0,,,,,
player,201512100crd,min,HarrAn01,qb_hits,0,,,,,
player,201512100crd,min,HarrAn01,fumbles_rec,0,,,,,
player,201512100crd,min,HarrAn01,fumbles_rec_yds,0,,,,,
player,201512100crd,min,HarrAn01,fumbles_rec_td,0,,,,,
player,201512100crd,min,HarrAn01,fumbles_forced,0,,,,,
player,201512100crd,min,KendEr00,def_int,0,,,,,
player,201512100crd,min,KendEr00,def_int_yds,0,,,,,
player,201512100crd,min,KendEr00,def_int_td,0,,,,,
player,201512100crd,min,KendEr00,def_int_long,0,,,,,
player,201512100crd,min,KendEr00,pass_defended,0,,,,,
player,201512100crd,min,KendEr00,sacks,0.0,,,,,
player,201512100crd,min,KendEr00,tackles_combined,8,,,,,
player,201512100crd,min,KendEr00,tackles_solo,6,,,,,
player,201512100crd,min,KendEr00,tackles_assists,2,,,,,
player,201512100crd,min,KendEr00,tackles_loss,0,,,,,
player,201512100crd,min,KendEr00,qb_hits,0,,,,,
player,201512100crd,min,KendEr00,fumbles_rec,0,,,,,
player,201512100crd,min,KendEr00,fumbles_rec_yds,0,,,,,
player,201512100crd,min,KendEr00,fumbles_rec_td,0,,,,,
player,201512100crd,min,KendEr00,fumbles_forced,0,,,,,
player,201512100crd,min,RhodXa00,def_int,0,,,,,
player,201512100crd,min,RhodXa00,def_int_yds,0,,,,,
player,201512100crd,min,RhodXa00,def_int_td,0,,,,,
player,201512100crd,min,RhodXa00,def_int_long,0,,,,,
player,201512100crd,min,RhodXa00,pass_defended,3,,,,,
player,201512100crd,min,RhodXa00,sacks,0.0,,,,,
player,201512100crd,min,RhodXa00,tackles_combined,5,,,,,
player,201512100crd,min,RhodXa00,tackles_solo,5,,,,,
player,201512100crd,min,RhodXa00,tackles_assists,0,,,,,
player,201512100crd,min,RhodXa00,tackles_loss,1,,,,,
player,201512100crd,min,RhodXa00,qb_hits,0,,,,,
player,201512100crd,min,RhodXa00,fumbles_rec,0,,,,,
player,201512100crd,min,RhodXa00,fumbles_rec_yds,0,,,,,
player,201512100crd,min,RhodXa00,fumbles_rec_td,0,,,,,
player,201512100crd,min,RhodXa00,fumbles_forced,0,,,,,
player,201512100crd,min,WaynTr00,def_int,0,,,,,
player,201512100crd,min,WaynTr00,def_int_yds,0,,,,,
player,201512100crd,min,WaynTr00,def_int_td,0,,,,,
player,201512100crd,min,WaynTr00,def_int_long,0,,,,,
player,201512100crd,min,WaynTr00,pass_defended,1,,,,,
player,201512100crd,min,WaynTr00,sacks,0.0,,,,,
player,201512100crd,min,WaynTr00,tackles_combined,5,,,,,
player,201512100crd,min,WaynTr00,tackles_solo,5,,,,,
player,201512100crd,min,WaynTr00,tackles_assists,0,,,,,
player,201512100crd,min,WaynTr00,tackles_loss,0,,,,,
player,201512100crd,min,WaynTr00,qb_hits,0,,,,,
player,201512100crd,min,WaynTr00,fumbles_rec,0,,,,,
player,201512100crd,min,WaynTr00,fumbles_rec_yds,0,,,,,
player,201512100crd,min,WaynTr00,fumbles_rec_td,0,,,,,
player,201512100crd,min,WaynTr00,fumbles_forced,0,,,,,
player,201512100crd,min,JohnTo01,def_int,0,,,,,
player,201512100crd,min,JohnTo01,def_int_yds,0,,,,,
player,201512100crd,min,JohnTo01,def_int_td,0,,,,,
player,201512100crd,min,JohnTo01,def_int_long,0,,,,,
player,201512100crd,min,JohnTo01,pass_defended,0,,,,,
player,201512100crd,min,JohnTo01,sacks,0.0,,,,,
player,201512100crd,min,JohnTo01,tackles_combined,4,,,,,
player,201512100crd,min,JohnTo01,tackles_solo,3,,,,,
player,201512100crd,min,JohnTo01,tackles_assists,1,,,,,
player,201512100crd,min,JohnTo01,tackles_loss,1,,,,,
player,201512100crd,min,JohnTo01,qb_hits,2,,,,,
player,201512100crd,min,JohnTo01,fumbles_rec,0,,,,,
player,201512100crd,min,JohnTo01,fumbles_rec_yds,0,,,,,
player,201512100crd,min,JohnTo01,fumbles_rec_td,0,,,,,
player,201512100crd,min,JohnTo01,fumbles_forced,0,,,,,
player,201512100crd,min,MunnCa99,def_int,0,,,,,
player,201512100crd,min,MunnCa99,def_int_yds,0,,,,,
player,201512100crd,min,MunnCa99,def_int_td,0,,,,,
player,201512100crd,min,MunnCa99,def_int_long,0,,,,,
player,201512100crd,min,MunnCa99,pass_defended,0,,,,,
player,201512100crd,min,MunnCa99,sacks,0.0,,,,,
player,201512100crd,min,MunnCa99,tackles_combined,4,,,,,
player,201512100crd,min,MunnCa99,tackles_solo,4,,,,,
player,201512100crd,min,MunnCa99,tackles_assists,0,,,,,
player,201512100crd,min,MunnCa99,tackles_loss,1,,,,,
player,201512100crd,min,MunnCa99,qb_hits,0,,,,,
player,201512100crd,min,MunnCa99,fumbles_rec,0,,,,,
player,201512100crd,min,MunnCa99,fumbles_rec_yds,0,,,,,
player,201512100crd,min,MunnCa99,fumbles_rec_td,0,,,,,
player,201512100crd,min,MunnCa99,fumbles_forced,0,,,,,
player,201512100crd,min,RobiBr98,def_int,0,,,,,
player,201512100crd,min,RobiBr98,def_int_yds,0,,,,,
player,201512100crd,min,RobiBr98,def_int_td,0,,,,,
player,201512100crd,min,RobiBr98,def_int_long,0,,,,,
player,201512100crd,min,RobiBr98,pass_defended,0,,,,,
player,201512100crd,min,RobiBr98,sacks,0.0,,,,,
player,201512100crd,min,RobiBr98,tackles_combined,3,,,,,
player,201512100crd,min,RobiBr98,tackles_solo,2,,,,,
player,201512100crd,min,RobiBr98,tackles_assists,1,,,,,
player,201512100crd,min,RobiBr98,tackles_loss,0,,,,,
player,201512100crd,min,RobiBr98,qb_hits,1,,,,,
player,201512100crd,min,RobiBr98,fumbles_rec,0,,,,,
player,201512100crd,min,RobiBr98,fumbles_rec_yds,0,,,,,
player,201512100crd,min,RobiBr98,fumbles_rec_td,0,,,,,
player,201512100crd,min,RobiBr98,fumbles_forced,0,,,,,
player,201512100crd,min,ElliKe01,def_int,0,,,,,
player,201512100crd,min,ElliKe01,def_int_yds,0,,,,,
player,201512100crd,min,ElliKe01,def_int_td,0,,,,,
player,201512100crd,min,ElliKe01,def_int_long,0,,,,,
player,201512100crd,min,ElliKe01,pass_defended,0,,,,,
player,201512100crd,min,ElliKe01,sacks,0.0,,,,,
player,201512100crd,min,ElliKe01,tackles_combined,2,,,,,
player,201512100crd,min,ElliKe01,tackles_solo,2,,,,,
player,201512100crd,min,ElliKe01,tackles_assists,0,,,,,
player,201512100crd,min,ElliKe01,tackles_loss,0,,,,,
player,201512100crd,min,ElliKe01,qb_hits,0,,,,,
player,201512100crd,min,ElliKe01,fumbles_rec,0,,,,,
player,201512100crd,min,ElliKe01,fumbles_rec_yds,0,,,,,
player,201512100crd,min,ElliKe01,fumbles_rec_td,0,,,,,
player,201512100crd,min,ElliKe01,fumbles_forced,0,,,,,
player,201512100crd,min,FloySh00,def_int,0,,,,,
player,201512100crd,min,FloySh00,def_int_yds,0,,,,,
player,201512100crd,min,FloySh00,def_int_td,0,,,,,
player,201512100crd,min,FloySh00,def_int_long,0,,,,,
player,201512100crd,min,FloySh00,pass_defended,0,,,,,
player,201512100crd,min,FloySh00,sacks,0.0,,,,,
player,201512100crd,min,FloySh00,tackles_combined,2,,,,,
player,201512100crd,min,FloySh00,tackles_solo,1,,,,,
player,201512100crd,min,FloySh00,tackles_assists,1,,,,,
player,201512100crd,min,FloySh00,tackles_loss,0,,,,,
player,201512100crd,min,FloySh00,qb_hits,0,,,,,
player,201512100crd,min,FloySh00,fumbles_rec,0,,,,,
player,201512100crd,min,FloySh00,fumbles_rec_yds,0,,,,,
player,201512100crd,min,FloySh00,fumbles_rec_td,0,,,,,
player,201512100crd,min,FloySh00,fumbles_forced,0,,,,,
player,201512100crd,min,CricSc00,def_int,0,,,,,
player,201512100crd,min,CricSc00,def_int_yds,0,,,,,
player,201512100crd,min,CricSc00,def_int_td,0,,,,,
player,201512100crd,min,CricSc00,def_int_long,0,,,,,
player,201512100crd,min,CricSc00,pass_defended,0,,,,,
player,201512100crd,min,CricSc00,sacks,0.0,,,,,
player,201512100crd,min,CricSc00,tackles_combined,1,,,,,
player,201512100crd,min,CricSc00,tackles_solo,1,,,,,
player,201512100crd,min,CricSc00,tackles_assists,0,,,,,
player,201512100crd,min,CricSc00,tackles_loss,0,,,,,
player,201512100crd,min,CricSc00,qb_hits,0,,,,,
player,201512100crd,min,CricSc00,fumbles_rec,0,,,,,
player,201512100crd,min,CricSc00,fumbles_rec_yds,0,,,,,
player,201512100crd,min,CricSc00,fumbles_rec_td,0,,,,,
player,201512100crd,min,CricSc00,fumbles_forced,0,,,,,
player,201512100crd,min,NewmTe20,def_int,0,,,,,
player,201512100crd,min,NewmTe20,def_int_yds,0,,,,,
player,201512100crd,min,NewmTe20,def_int_td,0,,,,,
player,201512100crd,min,NewmTe20,def_int_long,0,,,,,
player,201512100crd,min,NewmTe20,pass_defended,1,,,,,
player,201512100crd,min,NewmTe20,sacks,0.0,,,,,
player,201512100crd,min,NewmTe20,tackles_combined,1,,,,,
player,201512100crd,min,NewmTe20,tackles_solo,1,,,,,
player,201512100crd,min,NewmTe20,tackles_assists,0,,,,,
player,201512100crd,min,NewmTe20,tackles_loss,0,,,,,
player,201512100crd,min,NewmTe20,qb_hits,0,,,,,
player,201512100crd,min,NewmTe20,fumbles_rec,0,,,,,
player,201512100crd,min,NewmTe20,fumbles_rec_yds,0,,,,,
player,201512100crd,min,NewmTe20,fumbles_rec_td,0,,,,,
player,201512100crd,min,NewmTe20,fumbles_forced,0,,,,,
player,201512100crd,min,RobiEd00,def_int,0,,,,,
player,201512100crd,min,RobiEd00,def_int_yds,0,,,,,
player,201512100crd,min,RobiEd00,def_int_td,0,,,,,
player,201512100crd,min,RobiEd00,def_int_long,0,,,,,
player,201512100crd,min,RobiEd00,pass_defended,0,,,,,
player,201512100crd,min,RobiEd00,sacks,0.0,,,,,
player,201512100crd,min,RobiEd00,tackles_combined,1,,,,,
player,201512100crd,min,RobiEd00,tackles_solo,1,,,,,
player,201512100crd,min,RobiEd00,tackles_assists,0,,,,,
player,201512100crd,min,RobiEd00,tackles_loss,0,,,,,
player,201512100crd,min,RobiEd00,qb_hits,0,,,,,
player,201512100crd,min,RobiEd00,fumbles_rec,0,,,,,
player,201512100crd,min,RobiEd00,fumbles_rec_yds,0,,,,,
player,201512100crd,min,RobiEd00,fumbles_rec_td,0,,,,,
player,201512100crd,min,RobiEd00,fumbles_forced,0,,,,,
player,201512100crd,min,ThieAd00,def_int,0,,,,,
player,201512100crd,min,ThieAd00,def_int_yds,0,,,,,
player,201512100crd,min,ThieAd00,def_int_td,0,,,,,
player,201512100crd,min,ThieAd00,def_int_long,0,,,,,
player,201512100crd,min,ThieAd00,pass_defended,0,,,,,
player,201512100crd,min,ThieAd00,sacks,0.0,,,,,
player,201512100crd,min,ThieAd00,tackles_combined,1,,,,,
player,201512100crd,min,ThieAd00,tackles_solo,1,,,,,
player,201512100crd,min,ThieAd00,tackles_assists,0,,,,,
player,201512100crd,min,ThieAd00,tackles_loss,0,,,,,
player,201512100crd,min,ThieAd00,qb_hits,0,,,,,
player,201512100crd,min,ThieAd00,fumbles_rec,0,,,,,
player,201512100crd,min,ThieAd00,fumbles_rec_yds,0,,,,,
player,201512100crd,min,ThieAd00,fumbles_rec_td,0,,,,,
player,201512100crd,min,ThieAd00,fumbles_forced,0,,,,,
player,201512100crd,crd,CampCa99,def_int,0,,,,,
player,201512100crd,crd,CampCa99,def_int_yds,0,,,,,
player,201512100crd,crd,CampCa99,def_int_td,0,,,,,
player,201512100crd,crd,CampCa99,def_int_long,0,,,,,
player,201512100crd,crd,CampCa99,pass_defended,0,,,,,
player,201512100crd,crd,CampCa99,sacks,1.0,,,,,
player,201512100crd,crd,CampCa99,tackles_combined,4,,,,,
player,201512100crd,crd,CampCa99,tackles_solo,4,,,,,
player,201512100crd,crd,CampCa99,tackles_assists,0,,,,,
player,201512100crd,crd,CampCa99,tackles_loss,3,,,,,
player,201512100crd,crd,CampCa99,qb_hits,4,,,,,
player,201512100crd,crd,CampCa99,fumbles_rec,1,,,,,
player,201512100crd,crd,CampCa99,fumbles_rec_yds,0,,,,,
player,201512100crd,crd,CampCa99,fumbles_rec_td,0,,,,,
player,201512100crd,crd,CampCa99,fumbles_forced,0,,,,,
player,201512100crd,crd,JeffTo00,def_int,0,,,,,
player,201512100crd,crd,JeffTo00,def_int_yds,0,,,,,
player,201512100crd,crd,JeffTo00,def_int_td,0,,,,,
player,201512100crd,crd,JeffTo00,def_int_long,0,,,,,
player,201512100crd,crd,JeffTo00,pass_defended,0,,,,,
player,201512100crd,crd,JeffTo00,sacks,1.0,,,,,
player,201512100crd,crd,JeffTo00,tackles_combined,3,,,,,
player,201512100crd,crd,JeffTo00,tackles_solo,1,,,,,
player,201512100crd,crd,JeffTo00,tackles_assists,2,,,,,
player,201512100crd,crd,JeffTo00,tackles_loss,1,,,,,
player,201512100crd,crd,JeffTo00,qb_hits,1,,,,,
player,201512100crd,crd,JeffTo00,fumbles_rec,0,,,,,
player,201512100crd,crd,JeffTo00,fumbles_rec_yds,0,,,,,
player,201512100crd,crd,JeffTo00,fumbles_rec_td,0,,,,,
player,201512100crd,crd,JeffTo00,fumbles_forced,0,,,,,
player,201512100crd,crd,FreeDw00,def_int,0,,,,,
player,201512100crd,crd,FreeDw00,def_int_yds,0,,,,,
player,201512100crd,crd,FreeDw00,def_int_td,0,,,,,
player,201512100crd,crd,FreeDw00,def_int_long,0,,,,,
player,201512100crd,crd,FreeDw00,pass_defended,0,,,,,
player,201512100crd,crd,FreeDw00,sacks,1.0,,,,,
player,201512100crd,crd,FreeDw00,tackles_combined,1,,,,,
player,201512100crd,crd,FreeDw00,tackles_solo,1,,,,,
player,201512100crd,crd,FreeDw00,tackles_assists,0,,,,,
player,201512100crd,crd,FreeDw00,tackles_loss,0,,,,,
player,201512100crd,crd,FreeDw00,qb_hits,0,,,,,
player,201512100crd,crd,FreeDw00,fumbles_rec,0,,,,,
player,201512100crd,crd,FreeDw00,fumbles_rec_yds,0,,,,,
player,201512100crd,crd,FreeDw00,fumbles_rec_td,0,,,,,
player,201512100crd,crd,FreeDw00,fumbles_forced,1,,,,,
player,201512100crd,crd,MathTy00,def_int,0,,,,,
player,201512100crd,crd,MathTy00,def_int_yds,0,,,,,
player,201512100crd,crd,MathTy00,def_int_td,0,,,,,
player,201512100crd,crd,MathTy00,def_int_long,0,,,,,
player,201512100crd,crd,MathTy00,pass_defended,1,,,,,
player,201512100crd,crd,MathTy00,sacks,0.0,,,,,
player,201512100crd,crd,MathTy00,tackles_combined,11,,,,,
player,201512100crd,crd,MathTy00,tackles_solo,10,,,,,
player,201512100crd,crd,MathTy00,tackles_assists,1,,,,,
player,201512100crd,crd,MathTy00,tackles_loss,1,,,,,
player,201512100crd,crd,MathTy00,qb_hits,0,,,,,
player,201512100crd,crd,MathTy00,fumbles_rec,0,,,,,
player,201512100crd,crd,MathTy00,fumbles_rec_yds,0,,,,,
player,201512100crd,crd,MathTy00,fumbles_rec_td,0,,,,,
player,201512100crd,crd,MathTy00,fumbles_forced,0,,,,,
player,201512100crd,crd,BucaDe00,def_int,0,,,,,
player,201512100crd,crd,BucaDe00,def_int_yds,0,,,,,
player,201512100crd,crd,BucaDe00,def_int_td,0,,,,,
player,201512100crd,crd,BucaDe00,def_int_long,0,,,,,
player,201512100crd,crd,BucaDe00,pass_defended,0,,,,,
player,201512100crd,crd,BucaDe00,sacks,0.0,,,,,
player,201512100crd,crd,BucaDe00,tackles_combined,8,,,,,
player,201512100crd,crd,BucaDe00,tackles_solo,7,,,,,
player,201512100crd,crd,BucaDe00,tackles_assists,1,,,,,
player,201512100crd,crd,BucaDe00,tackles_loss,1,,,,,
player,201512100crd,crd,BucaDe00,qb_hits,0,,,,,
player,201512100crd,crd,BucaDe00,fumbles_rec,1,,,,,
player,201512100crd,crd,BucaDe00,fumbles_rec_yds,0,,,,,
player,201512100crd,crd,BucaDe00,fumbles_rec_td,0,,,,,
player,201512100crd,crd,BucaDe00,fumbles_forced,1,,,,,
player,201512100crd,crd,BethJu00,def_int,0,,,,,
player,201512100crd,crd,BethJu00,def_int_yds,0,,,,,
player,201512100crd,crd,BethJu00,def_int_td,0,,,,,
player,201512100crd,crd,BethJu00,def_int_long,0,,,,,
player,201512100crd,crd,BethJu00,pass_defended,0,,,,,
player,201512100crd,crd,BethJu00,sacks,0.0,,,,,
player,201512100crd,crd,BethJu00,tackles_combined,7,,,,,
player,201512100crd,crd,BethJu00,tackles_solo,6,,,,,
player,201512100crd,crd,BethJu00,tackles_assists,1,,,,,
player,201512100crd,crd,BethJu00,tackles_loss,0,,,,,
player,201512100crd,crd,BethJu00,qb_hits,0,,,,,
player,201512100crd,crd,BethJu00,fumbles_rec,0,,,,,
player,201512100crd,crd,BethJu00,fumbles_rec_yds,0,,,,,
player,201512100crd,crd,BethJu00,fumbles_rec_td,0,,,,,
player,201512100crd,crd,BethJu00,fumbles_forced,0,,,,,
player,201512100crd,crd,JohnRa98,def_int,0,,,,,
player,201512100crd,crd,JohnRa98,def_int_yds,0,,,,,
player,201512100crd,crd,JohnRa98,def_int_td,0,,,,,
player,201512100crd,crd,JohnRa98,def_int_long,0,,,,,
player,201512100crd,crd,JohnRa98,pass_defended,0,,,,,
player,201512100crd,crd,JohnRa98,sacks,0.0,,,,,
player,201512100crd,crd,JohnRa98,tackles_combined,5,,,,,
player,201512100crd,crd,JohnRa98,tackles_solo,5,,,,,
player,201512100crd,crd,JohnRa98,tackles_assists,0,,,,,
player,201512100crd,crd,JohnRa98,tackles_loss,1,,,,,
player,201512100crd,crd,JohnRa98,qb_hits,0,,,,,
player,201512100crd,crd,JohnRa98,fumbles_rec,0,,,,,
player,201512100crd,crd,JohnRa98,fumbles_rec_yds,0,,,,,
player,201512100crd,crd,JohnRa98,fumbles_rec_td,0,,,,,
player,201512100crd,crd,JohnRa98,fumbles_forced,0,,,,,
player,201512100crd,crd,GoldBr00,def_int,0,,,,,
player,201512100crd,crd,GoldBr00,def_int_yds,0,,,,,
player,201512100crd,crd,GoldBr00,def_int_td,0,,,,,
player,201512100crd,crd,GoldBr00,def_int_long,0,,,,,
player,201512100crd,crd,GoldBr00,pass_defended,0,,,,,
player,201512100crd,crd,GoldBr00,sacks,0.0,,,,,
player,201512100crd,crd,GoldBr00,tackles_combined,3,,,,,
player,201512100crd,crd,GoldBr00,tackles_solo,3,,,,,
player,201512100crd,crd,GoldBr00,tackles_assists,0,,,,,
player,201512100crd,crd,GoldBr00,tackles_loss,0,,,,,
player,201512100crd,crd,GoldBr00,qb_hits,0,,,,,
player,201512100crd,crd,GoldBr00,fumbles_rec,0,,,,,
player,201512100crd,crd,GoldBr00,fumbles_rec_yds,0,,,,,
player,201512100crd,crd,GoldBr00,fumbles_rec_td,0,,,,,
player,201512100crd,crd,GoldBr00,fumbles_forced,0,,,,,
player,201512100crd,crd,MintKe00,def_int,0,,,,,
player,201512100crd,crd,MintKe00,def_int_yds,0,,,,,
player,201512100crd,crd,MintKe00,def_int_td,0,,,,,
player,201512100crd,crd,MintKe00,def_int_long,0,,,,,
player,201512100crd,crd,MintKe00,pass_defended,0,,,,,
player,201512100crd,crd,MintKe00,sacks,0.0,,,,,
player,201512100crd,crd,MintKe00,tackles_combined,3,,,,,
player,201512100crd,crd,MintKe00,tackles_solo,3,,,,,
player,201512100crd,crd,MintKe00,tackles_assists,0,,,,,
player,201512100crd,crd,MintKe00,tackles_loss,0,,,,,
player,201512100crd,crd,MintKe00,qb_hits,0,,,,,
player,201512100crd,crd,MintKe00,fumbles_rec,0,,,,,
player,201512100crd,crd,MintKe00,fumbles_rec_yds,0,,,,,
player,201512100crd,crd,MintKe00,fumbles_rec_td,0,,,,,
player,201512100crd,crd,MintKe00,fumbles_forced,0,,,,,
player,201512100crd,crd,OkafAl00,def_int,0,,,,,
player,201512100crd,crd,OkafAl00,def_int_yds,0,,,,,
player,201512100crd,crd,OkafAl00,def_int_td,0,,,,,
player,201512100crd,crd,OkafAl00,def_int_long,0,,,,,
player,201512100crd,crd,OkafAl00,pass_defended,0,,,,,
player,201512100crd,crd,OkafAl00,sacks,0.0,,,,,
player,201512100crd,crd,OkafAl00,tackles_combined,3,,,,,
player,201512100crd,crd,OkafAl00,tackles_solo,3,,,,,
player,201512100crd,crd,OkafAl00,tackles_assists,0,,,,,
player,201512100crd,crd,OkafAl00,tackles_loss,0,,,,,
player,201512100crd,crd,OkafAl00,qb_hits,0,,,,,
player,201512100crd,crd,OkafAl00,fumbles_rec,1,,,,,
player,201512100crd,crd,OkafAl00,fumbles_rec_yds,0,,,,,
player,201512100crd,crd,OkafAl00,fumbles_rec_td,0,,,,,
player,201512100crd,crd,OkafAl00,fumbles_forced,0,,,,,
player,201512100crd,crd,GoldMa00,def_int,0,,,,,
player,201512100crd,crd,GoldMa00,def_int_yds,0,,,,,
player,201512100crd,crd,GoldMa00,def_int_td,0,,,,,
player,201512100crd,crd,GoldMa00,def_int_long,0,,,,,
player,201512100crd,crd,GoldMa00,pass_defended,0,,,,,
player,201512100crd,crd,GoldMa00,sacks,0.0,,,,,
player,201512100crd,crd,GoldMa00,tackles_combined,2,,,,,
player,201512100crd,crd,GoldMa00,tackles_solo,2,,,,,
player,201512100crd,crd,GoldMa00,tackles_assists,0,,,,,
player,201512100crd,crd,GoldMa00,tackles_loss,0,,,,,
player,201512100crd,crd,GoldMa00,qb_hits,0,,,,,
player,201512100crd,crd,GoldMa00,fumbles_rec,0,,,,,
player,201512100crd,crd,GoldMa00,fumbles_rec_yds,0,,,,,
player,201512100crd,crd,GoldMa00,fumbles_rec_td,0,,,,,
player,201512100crd,crd,GoldMa00,fumbles_forced,0,,,,,
player,201512100crd,crd,MaurJo00,def_int,0,,,,,
player,201512100crd,crd,MaurJo00,def_int_yds,0,,,,,
player,201512100crd,crd,MaurJo00,def_int_td,0,,,,,
player,201512100crd,crd,MaurJo00,def_int_long,0,,,,,
player,201512100crd,crd,MaurJo00,pass_defended,0,,,,,
player,201512100crd,crd,MaurJo00,sacks,0.0,,,,,
player,201512100crd,crd,MaurJo00,tackles_combined,2,,,,,
player,201512100crd,crd,MaurJo00,tackles_solo,2,,,,,
player,201512100crd,crd,MaurJo00,tackles_assists,0,,,,,
player,201512100crd,crd,MaurJo00,tackles_loss,0,,,,,
player,201512100crd,crd,MaurJo00,qb_hits,0,,,,,
player,201512100crd,crd,MaurJo00,fumbles_rec,0,,,,,
player,201512100crd,crd,MaurJo00,fumbles_rec_yds,0,,,,,
player,201512100crd,crd,MaurJo00,fumbles_rec_td,0,,,,,
player,201512100crd,crd,MaurJo00,fumbles_forced,1,,,,,
player,201512100crd,crd,CataCh00,def_int,0,,,,,
player,201512100crd,crd,CataCh00,def_int_yds,0,,,,,
player,201512100crd,crd,CataCh00,def_int_td,0,,,,,
