game,2015,4,20151005,201510050sea,det,"Detroit Lions",10,sea,"Seattle Seahawks",13
player,201510050sea,det,LewiTr00,fumbles_rec,0,,,,,
player,201510050sea,det,LewiTr00,fumbles_rec_yds,0,,,,,
player,201510050sea,det,LewiTr00,fumbles_rec_td,0,,,,,
player,201510050sea,det,LewiTr00,fumbles_forced,0,,,,,
player,201510050sea,det,TappDa20,def_int,0,,,,,
player,201510050sea,det,TappDa20,def_int_yds,0,,,,,
player,201510050sea,det,TappDa20,def_int_td,0,,,,,
player,201510050sea,det,TappDa20,def_int_long,0,,,,,
player,201510050sea,det,TappDa20,pass_defended,0,,,,,
player,201510050sea,det,TappDa20,sacks,1.0,,,,,
player,201510050sea,det,TappDa20,tackles_combined,4,,,,,
player,201510050sea,det,TappDa20,tackles_solo,2,,,,,
player,201510050sea,det,TappDa20,tackles_assists,2,,,,,
player,201510050sea,det,TappDa20,tackles_loss,1,,,,,
player,201510050sea,det,TappDa20,qb_hits,2,,,,,
player,201510050sea,det,TappDa20,fumbles_rec,0,,,,,
player,201510050sea,det,TappDa20,fumbles_rec_yds,0,,,,,
player,201510050sea,det,TappDa20,fumbles_rec_td,0,,,,,
player,201510050sea,det,TappDa20,fumbles_forced,1,,,,,
player,201510050sea,det,JoneJa99,def_int,0,,,,,
player,201510050sea,det,JoneJa99,def_int_yds,0,,,,,
player,201510050sea,det,JoneJa99,def_int_td,0,,,,,
player,201510050sea,det,JoneJa99,def_int_long,0,,,,,
player,201510050sea,det,JoneJa99,pass_defended,0,,,,,
player,201510050sea,det,JoneJa99,sacks,0.5,,,,,
player,201510050sea,det,JoneJa99,tackles_combined,4,,,,,
player,201510050sea,det,JoneJa99,tackles_solo,3,,,,,
player,201510050sea,det,JoneJa99,tackles_assists,1,,,,,
player,201510050sea,det,JoneJa99,tackles_loss,0,,,,,
player,201510050sea,det,JoneJa99,qb_hits,1,,,,,
player,201510050sea,det,JoneJa99,fumbles_rec,0,,,,,
player,201510050sea,det,JoneJa99,fumbles_rec_yds,0,,,,,
player,201510050sea,det,JoneJa99,fumbles_rec_td,0,,,,,
player,201510050sea,det,JoneJa99,fumbles_forced,0,,,,,
player,201510050sea,det,TaylDe00,def_int,0,,,,,
player,201510050sea,det,TaylDe00,def_int_yds,0,,,,,
player,201510050sea,det,TaylDe00,def_int_td,0,,,,,
player,201510050sea,det,TaylDe00,def_int_long,0,,,,,
player,201510050sea,det,TaylDe00,pass_defended,0,,,,,
player,201510050sea,det,TaylDe00,sacks,0.5,,,,,
player,201510050sea,det,TaylDe00,tackles_combined,3,,,,,
player,201510050sea,det,TaylDe00,tackles_solo,2,,,,,
player,201510050sea,det,TaylDe00,tackles_assists,1,,,,,
player,201510050sea,det,TaylDe00,tackles_loss,1,,,,,
player,201510050sea,det,TaylDe00,qb_hits,2,,,,,
player,201510050sea,det,TaylDe00,fumbles_rec,0,,,,,
player,201510050sea,det,TaylDe00,fumbles_rec_yds,0,,,,,
player,201510050sea,det,TaylDe00,fumbles_rec_td,0,,,,,
player,201510050sea,det,TaylDe00,fumbles_forced,0,,,,,
player,201510050sea,det,TullSt20,def_int,0,,,,,
player,201510050sea,det,TullSt20,def_int_yds,0,,,,,
player,201510050sea,det,TullSt20,def_int_td,0,,,,,
player,201510050sea,det,TullSt20,def_int_long,0,,,,,
player,201510050sea,det,TullSt20,pass_defended,0,,,,,
player,201510050sea,det,TullSt20,sacks,0.0,,,,,
player,201510050sea,det,TullSt20,tackles_combined,7,,,,,
player,201510050sea,det,TullSt20,tackles_solo,3,,,,,
player,201510050sea,det,TullSt20,tackles_assists,4,,,,,
player,201510050sea,det,TullSt20,tackles_loss,0,,,,,
player,201510050sea,det,TullSt20,qb_hits,0,,,,,
player,201510050sea,det,TullSt20,fumbles_rec,0,,,,,
player,201510050sea,det,TullSt20,fumbles_rec_yds,0,,,,,
player,201510050sea,det,TullSt20,fumbles_rec_td,0,,,,,
player,201510050sea,det,TullSt20,fumbles_forced,0,,,,,
player,201510050sea,det,QuinGl99,def_int,0,,,,,
player,201510050sea,det,QuinGl99,def_int_yds,0,,,,,
player,201510050sea,det,QuinGl99,def_int_td,0,,,,,
player,201510050sea,det,QuinGl99,def_int_long,0,,,,,
player,201510050sea,det,QuinGl99,pass_defended,0,,,,,
player,201510050sea,det,QuinGl99,sacks,0.0,,,,,
player,201510050sea,det,QuinGl99,tackles_combined,6,,,,,
player,201510050sea,det,QuinGl99,tackles_solo,4,,,,,
player,201510050sea,det,QuinGl99,tackles_assists,2,,,,,
player,201510050sea,det,QuinGl99,tackles_loss,0,,,,,
player,201510050sea,det,QuinGl99,qb_hits,0,,,,,
player,201510050sea,det,QuinGl99,fumbles_rec,0,,,,,
player,201510050sea,det,QuinGl99,fumbles_rec_yds,0,,,,,
player,201510050sea,det,QuinGl99,fumbles_rec_td,0,,,,,
player,201510050sea,det,QuinGl99,fumbles_forced,0,,,,,
player,201510050sea,det,ByneJo00,def_int,0,,,,,
player,201510050sea,det,ByneJo00,def_int_yds,0,,,,,
player,201510050sea,det,ByneJo00,def_int_td,0,,,,,
player,201510050sea,det,ByneJo00,def_int_long,0,,,,,
player,201510050sea,det,ByneJo00,pass_defended,0,,,,,
player,201510050sea,det,ByneJo00,sacks,0.0,,,,,
player,201510050sea,det,ByneJo00,tackles_combined,5,,,,,
player,201510050sea,det,ByneJo00,tackles_solo,2,,,,,
player,201510050sea,det,ByneJo00,tackles_assists,3,,,,,
player,201510050sea,det,ByneJo00,tackles_loss,1,,,,,
player,201510050sea,det,ByneJo00,qb_hits,0,,,,,
player,201510050sea,det,ByneJo00,fumbles_rec,0,,,,,
player,201510050sea,det,ByneJo00,fumbles_rec_yds,0,,,,,
player,201510050sea,det,ByneJo00,fumbles_rec_td,0,,,,,
player,201510050sea,det,ByneJo00,fumbles_forced,0,,,,,
player,201510050sea,det,SlayDa00,def_int,0,,,,,
player,201510050sea,det,SlayDa00,def_int_yds,0,,,,,
player,201510050sea,det,SlayDa00,def_int_td,0,,,,,
player,201510050sea,det,SlayDa00,def_int_long,0,,,,,
player,201510050sea,det,SlayDa00,pass_defended,0,,,,,
player,201510050sea,det,SlayDa00,sacks,0.0,,,,,
player,201510050sea,det,SlayDa00,tackles_combined,4,,,,,
player,201510050sea,det,SlayDa00,tackles_solo,1,,,,,
player,201510050sea,det,SlayDa00,tackles_assists,3,,,,,
player,201510050sea,det,SlayDa00,tackles_loss,0,,,,,
player,201510050sea,det,SlayDa00,qb_hits,0,,,,,
player,201510050sea,det,SlayDa00,fumbles_rec,0,,,,,
player,201510050sea,det,SlayDa00,fumbles_rec_yds,0,,,,,
player,201510050sea,det,SlayDa00,fumbles_rec_td,0,,,,,
player,201510050sea,det,SlayDa00,fumbles_forced,0,,,,,
player,201510050sea,det,WilsJo99,def_int,0,,,,,
player,201510050sea,det,WilsJo99,def_int_yds,0,,,,,
player,201510050sea,det,WilsJo99,def_int_td,0,,,,,
player,201510050sea,det,WilsJo99,def_int_long,0,,,,,
player,201510050sea,det,WilsJo99,pass_defended,0,,,,,
player,201510050sea,det,WilsJo99,sacks,0.0,,,,,
player,201510050sea,det,WilsJo99,tackles_combined,4,,,,,
player,201510050sea,det,WilsJo99,tackles_solo,4,,,,,
player,201510050sea,det,WilsJo99,tackles_assists,0,,,,,
player,201510050sea,det,WilsJo99,tackles_loss,1,,,,,
player,201510050sea,det,WilsJo99,qb_hits,0,,,,,
player,201510050sea,det,WilsJo99,fumbles_rec,0,,,,,
player,201510050sea,det,WilsJo99,fumbles_rec_yds,0,,,,,
player,201510050sea,det,WilsJo99,fumbles_rec_td,0,,,,,
player,201510050sea,det,WilsJo99,fumbles_forced,0,,,,,
player,201510050sea,det,LawsNe00,def_int,0,,,,,
player,201510050sea,det,LawsNe00,def_int_yds,0,,,,,
player,201510050sea,det,LawsNe00,def_int_td,0,,,,,
player,201510050sea,det,LawsNe00,def_int_long,0,,,,,
player,201510050sea,det,LawsNe00,pass_defended,0,,,,,
player,201510050sea,det,LawsNe00,sacks,0.0,,,,,
player,201510050sea,det,LawsNe00,tackles_combined,3,,,,,
player,201510050sea,det,LawsNe00,tackles_solo,2,,,,,
player,201510050sea,det,LawsNe00,tackles_assists,1,,,,,
player,201510050sea,det,LawsNe00,tackles_loss,0,,,,,
player,201510050sea,det,LawsNe00,qb_hits,0,,,,,
player,201510050sea,det,LawsNe00,fumbles_rec,0,,,,,
player,201510050sea,det,LawsNe00,fumbles_rec_yds,0,,,,,
player,201510050sea,det,LawsNe00,fumbles_rec_td,0,,,,,
player,201510050sea,det,LawsNe00,fumbles_forced,0,,,,,
player,201510050sea,det,MathRa99,def_int,0,,,,,
player,201510050sea,det,MathRa99,def_int_yds,0,,,,,
player,201510050sea,det,MathRa99,def_int_td,0,,,,,
player,201510050sea,det,MathRa99,def_int_long,0,,,,,
player,201510050sea,det,MathRa99,pass_defended,0,,,,,
player,201510050sea,det,MathRa99,sacks,0.0,,,,,
player,201510050sea,det,MathRa99,tackles_combined,3,,,,,
player,201510050sea,det,MathRa99,tackles_solo,3,,,,,
player,201510050sea,det,MathRa99,tackles_assists,0,,,,,
player,201510050sea,det,MathRa99,tackles_loss,0,,,,,
player,201510050sea,det,MathRa99,qb_hits,0,,,,,
player,201510050sea,det,MathRa99,fumbles_rec,0,,,,,
player,201510050sea,det,MathRa99,fumbles_rec_yds,0,,,,,
player,201510050sea,det,MathRa99,fumbles_rec_td,0,,,,,
player,201510050sea,det,MathRa99,fumbles_forced,0,,,,,
player,201510050sea,det,WalkTy00,def_int,0,,,,,
player,201510050sea,det,WalkTy00,def_int_yds,0,,,,,
player,201510050sea,det,WalkTy00,def_int_td,0,,,,,
player,201510050sea,det,WalkTy00,def_int_long,0,,,,,
player,201510050sea,det,WalkTy00,pass_defended,0,,,,,
player,201510050sea,det,WalkTy00,sacks,0.0,,,,,
player,201510050sea,det,WalkTy00,tackles_combined,3,,,,,
player,201510050sea,det,WalkTy00,tackles_solo,1,,,,,
player,201510050sea,det,WalkTy00,tackles_assists,2,,,,,
player,201510050sea,det,WalkTy00,tackles_loss,0,,,,,
player,201510050sea,det,WalkTy00,qb_hits,0,,,,,
player,201510050sea,det,WalkTy00,fumbles_rec,0,,,,,
player,201510050sea,det,WalkTy00,fumbles_rec_yds,0,,,,,
player,201510050sea,det,WalkTy00,fumbles_rec_td,0,,,,,
player,201510050sea,det,WalkTy00,fumbles_forced,0,,,,,
player,201510050sea,det,CareDo00,def_int,0,,,,,
player,201510050sea,det,CareDo00,def_int_yds,0,,,,,
player,201510050sea,det,CareDo00,def_int_td,0,,,,,
player,201510050sea,det,CareDo00,def_int_long,0,,,,,
player,201510050sea,det,CareDo00,pass_defended,0,,,,,
player,201510050sea,det,CareDo00,sacks,0.0,,,,,
player,201510050sea,det,CareDo00,tackles_combined,2,,,,,
player,201510050sea,det,CareDo00,tackles_solo,1,,,,,
player,201510050sea,det,CareDo00,tackles_assists,1,,,,,
player,201510050sea,det,CareDo00,tackles_loss,0,,,,,
player,201510050sea,det,CareDo00,qb_hits,0,,,,,
player,201510050sea,det,CareDo00,fumbles_rec,1,,,,,
player,201510050sea,det,CareDo00,fumbles_rec_yds,0,,,,,
player,201510050sea,det,CareDo00,fumbles_rec_td,0,,,,,
player,201510050sea,det,CareDo00,fumbles_forced,0,,,,,
player,201510050sea,det,NgatHa20,def_int,0,,,,,
player,201510050sea,det,NgatHa20,def_int_yds,0,,,,,
player,201510050sea,det,NgatHa20,def_int_td,0,,,,,
player,201510050sea,det,NgatHa20,def_int_long,0,,,,,
player,201510050sea,det,NgatHa20,pass_defended,0,,,,,
player,201510050sea,det,NgatHa20,sacks,0.0,,,,,
player,201510050sea,det,NgatHa20,tackles_combined,2,,,,,
player,201510050sea,det,NgatHa20,tackles_solo,1,,,,,
player,201510050sea,det,NgatHa20,tackles_assists,1,,,,,
player,201510050sea,det,NgatHa20,tackles_loss,0,,,,,
player,201510050sea,det,NgatHa20,qb_hits,0,,,,,
player,201510050sea,det,NgatHa20,fumbles_rec,0,,,,,
player,201510050sea,det,NgatHa20,fumbles_rec_yds,0,,,,,
player,201510050sea,det,NgatHa20,fumbles_rec_td,0,,,,,
player,201510050sea,det,NgatHa20,fumbles_forced,0,,,,,
player,201510050sea,det,AbduIs00,def_int,0,,,,,
player,201510050sea,det,AbduIs00,def_int_yds,0,,,,,
player,201510050sea,det,AbduIs00,def_int_td,0,,,,,
player,201510050sea,det,AbduIs00,def_int_long,0,,,,,
player,201510050sea,det,AbduIs00,pass_defended,0,,,,,
player,201510050sea,det,AbduIs00,sacks,0.0,,,,,
player,201510050sea,det,AbduIs00,tackles_combined,1,,,,,
player,201510050sea,det,AbduIs00,tackles_solo,0,,,,,
player,201510050sea,det,AbduIs00,tackles_assists,1,,,,,
player,201510050sea,det,AbduIs00,tackles_loss,0,,,,,
player,201510050sea,det,AbduIs00,qb_hits,0,,,,,
player,201510050sea,det,AbduIs00,fumbles_rec,0,,,,,
player,201510050sea,det,AbduIs00,fumbles_rec_yds,0,,,,,
player,201510050sea,det,AbduIs00,fumbles_rec_td,0,,,,,
player,201510050sea,det,AbduIs00,fumbles_forced,0,,,,,
player,201510050sea,det,CopeBr00,def_int,0,,,,,
player,201510050sea,det,CopeBr00,def_int_yds,0,,,,,
player,201510050sea,det,CopeBr00,def_int_td,0,,,,,
player,201510050sea,det,CopeBr00,def_int_long,0,,,,,
player,201510050sea,det,CopeBr00,pass_defended,0,,,,,
player,201510050sea,det,CopeBr00,sacks,0.0,,,,,
player,201510050sea,det,CopeBr00,tackles_combined,1,,,,,
player,201510050sea,det,CopeBr00,tackles_solo,1,,,,,
player,201510050sea,det,CopeBr00,tackles_assists,0,,,,,
player,201510050sea,det,CopeBr00,tackles_loss,0,,,,,
player,201510050sea,det,CopeBr00,qb_hits,0,,,,,
player,201510050sea,det,CopeBr00,fumbles_rec,0,,,,,
player,201510050sea,det,CopeBr00,fumbles_rec_yds,0,,,,,
player,201510050sea,det,CopeBr00,fumbles_rec_td,0,,,,,
player,201510050sea,det,CopeBr00,fumbles_forced,0,,,,,
player,201510050sea,det,DiggQu00,def_int,0,,,,,
player,201510050sea,det,DiggQu00,def_int_yds,0,,,,,
player,201510050sea,det,DiggQu00,def_int_td,0,,,,,
player,201510050sea,det,DiggQu00,def_int_long,0,,,,,
player,201510050sea,det,DiggQu00,pass_defended,0,,,,,
player,201510050sea,det,DiggQu00,sacks,0.0,,,,,
player,201510050sea,det,DiggQu00,tackles_combined,1,,,,,
player,201510050sea,det,DiggQu00,tackles_solo,1,,,,,
player,201510050sea,det,DiggQu00,tackles_assists,0,,,,,
player,201510050sea,det,DiggQu00,tackles_loss,0,,,,,
player,201510050sea,det,DiggQu00,qb_hits,0,,,,,
player,201510050sea,det,DiggQu00,fumbles_rec,0,,,,,
player,201510050sea,det,DiggQu00,fumbles_rec_yds,0,,,,,
player,201510050sea,det,DiggQu00,fumbles_rec_td,0,,,,,
player,201510050sea,det,DiggQu00,fumbles_forced,0,,,,,
player,201510050sea,det,ReidCa00,def_int,0,,,,,
player,201510050sea,det,ReidCa00,def_int_yds,0,,,,,
player,201510050sea,det,ReidCa00,def_int_td,0,,,,,
player,201510050sea,det,ReidCa00,def_int_long,0,,,,,
player,201510050sea,det,ReidCa00,pass_defended,0,,,,,
player,201510050sea,det,ReidCa00,sacks,0.0,,,,,
player,201510050sea,det,ReidCa00,tackles_combined,1,,,,,
player,201510050sea,det,ReidCa00,tackles_solo,1,,,,,
player,201510050sea,det,ReidCa00,tackles_assists,0,,,,,
player,201510050sea,det,ReidCa00,tackles_loss,0,,,,,
player,201510050sea,det,ReidCa00,qb_hits,1,,,,,
player,201510050sea,det,ReidCa00,fumbles_rec,1,,,,,
player,201510050sea,det,ReidCa00,fumbles_rec_yds,27,,,,,
player,201510050sea,det,ReidCa00,fumbles_rec_td,1,,,,,
player,201510050sea,det,ReidCa00,fumbles_forced,0,,,,,
player,201510050sea,det,RiddTh00,def_int,0,,,,,
player,201510050sea,det,RiddTh00,def_int_yds,0,,,,,
player,201510050sea,det,RiddTh00,def_int_td,0,,,,,
player,201510050sea,det,RiddTh00,def_int_long,0,,,,,
player,201510050sea,det,RiddTh00,pass_defended,0,,,,,
player,201510050sea,det,RiddTh00,sacks,0.0,,,,,
player,201510050sea,det,RiddTh00,tackles_combined,1,,,,,
player,201510050sea,det,RiddTh00,tackles_solo,1,,,,,
player,201510050sea,det,RiddTh00,tackles_assists,0,,,,,
player,201510050sea,det,RiddTh00,tackles_loss,0,,,,,
player,201510050sea,det,RiddTh00,qb_hits,0,,,,,
player,201510050sea,det,RiddTh00,fumbles_rec,0,,,,,
player,201510050sea,det,RiddTh00,fumbles_rec_yds,0,,,,,
player,201510050sea,det,RiddTh00,fumbles_rec_td,0,,,,,
player,201510050sea,det,RiddTh00,fumbles_forced,0,,,,,
player,201510050sea,det,JoneT.00,def_int,0,,,,,
player,201510050sea,det,JoneT.00,def_int_yds,0,,,,,
player,201510050sea,det,JoneT.00,def_int_td,0,,,,,
player,201510050sea,det,JoneT.00,def_int_long,0,,,,,
player,201510050sea,det,JoneT.00,pass_defended,0,,,,,
player,201510050sea,det,JoneT.00,sacks,0.0,,,,,
player,201510050sea,det,JoneT.00,tackles_combined,0,,,,,
player,201510050sea,det,JoneT.00,tackles_solo,0,,,,,
player,201510050sea,det,JoneT.00,tackles_assists,0,,,,,
player,201510050sea,det,JoneT.00,tackles_loss,0,,,,,
player,201510050sea,det,JoneT.00,qb_hits,0,,,,,
player,201510050sea,det,JoneT.00,fumbles_rec,1,,,,,
player,201510050sea,det,JoneT.00,fumbles_rec_yds,0,,,,,
player,201510050sea,det,JoneT.00,fumbles_rec_td,0,,,,,
player,201510050sea,det,JoneT.00,fumbles_forced,0,,,,,
player,201510050sea,sea,WagnBo00,def_int,0,,,,,
player,201510050sea,sea,WagnBo00,def_int_yds,0,,,,,
player,201510050sea,sea,WagnBo00,def_int_td,0,,,,,
player,201510050sea,sea,WagnBo00,def_int_long,0,,,,,
player,201510050sea,sea,WagnBo00,pass_defended,0,,,,,
player,201510050sea,sea,WagnBo00,sacks,0.0,,,,,
player,201510050sea,sea,WagnBo00,tackles_combined,8,,,,,
player,201510050sea,sea,WagnBo00,tackles_solo,4,,,,,
player,201510050sea,sea,WagnBo00,tackles_assists,4,,,,,
player,201510050sea,sea,WagnBo00,tackles_loss,0,,,,,
player,201510050sea,sea,WagnBo00,qb_hits,0,,,,,
player,201510050sea,sea,WagnBo00,fumbles_rec,0,,,,,
player,201510050sea,sea,WagnBo00,fumbles_rec_yds,0,,,,,
player,201510050sea,sea,WagnBo00,fumbles_rec_td,0,,,,,
player,201510050sea,sea,WagnBo00,fumbles_forced,0,,,,,
player,201510050sea,sea,ChanKa99,def_int,0,,,,,
player,201510050sea,sea,ChanKa99,def_int_yds,0,,,,,
player,201510050sea,sea,ChanKa99,def_int_td,0,,,,,
player,201510050sea,sea,ChanKa99,def_int_long,0,,,,,
player,201510050sea,sea,ChanKa99,pass_defended,0,,,,,
player,201510050sea,sea,ChanKa99,sacks,0.0,,,,,
player,201510050sea,sea,ChanKa99,tackles_combined,7,,,,,
player,201510050sea,sea,ChanKa99,tackles_solo,6,,,,,
player,201510050sea,sea,ChanKa99,tackles_assists,1,,,,,
player,201510050sea,sea,ChanKa99,tackles_loss,0,,,,,
player,201510050sea,sea,ChanKa99,qb_hits,0,,,,,
player,201510050sea,sea,ChanKa99,fumbles_rec,0,,,,,
player,201510050sea,sea,ChanKa99,fumbles_rec_yds,0,,,,,
player,201510050sea,sea,ChanKa99,fumbles_rec_td,0,,,,,
player,201510050sea,sea,ChanKa99,fumbles_forced,1,,,,,
player,201510050sea,sea,BennMi99,def_int,0,,,,,
player,201510050sea,sea,BennMi99,def_int_yds,0,,,,,
player,201510050sea,sea,BennMi99,def_int_td,0,,,,,
player,201510050sea,sea,BennMi99,def_int_long,0,,,,,
player,201510050sea,sea,BennMi99,pass_defended,0,,,,,
player,201510050sea,sea,BennMi99,sacks,0.0,,,,,
player,201510050sea,sea,BennMi99,tackles_combined,5,,,,,
player,201510050sea,sea,BennMi99,tackles_solo,2,,,,,
player,201510050sea,sea,BennMi99,tackles_assists,3,,,,,
player,201510050sea,sea,BennMi99,tackles_loss,1,,,,,
player,201510050sea,sea,BennMi99,qb_hits,3,,,,,
player,201510050sea,sea,BennMi99,fumbles_rec,0,,,,,
player,201510050sea,sea,BennMi99,fumbles_rec_yds,0,,,,,
player,201510050sea,sea,BennMi99,fumbles_rec_td,0,,,,,
player,201510050sea,sea,BennMi99,fumbles_forced,0,,,,,
player,201510050sea,sea,HillJo01,def_int,0,,,,,
player,201510050sea,sea,HillJo01,def_int_yds,0,,,,,
player,201510050sea,sea,HillJo01,def_int_td,0,,,,,
player,201510050sea,sea,HillJo01,def_int_long,0,,,,,
player,201510050sea,sea,HillJo01,pass_defended,0,,,,,
player,201510050sea,sea,HillJo01,sacks,0.0,,,,,
player,201510050sea,sea,HillJo01,tackles_combined,5,,,,,
player,201510050sea,sea,HillJo01,tackles_solo,0,,,,,
player,201510050sea,sea,HillJo01,tackles_assists,5,,,,,
player,201510050sea,sea,HillJo01,tackles_loss,0,,,,,
player,201510050sea,sea,HillJo01,qb_hits,0,,,,,
player,201510050sea,sea,HillJo01,fumbles_rec,0,,,,,
player,201510050sea,sea,HillJo01,fumbles_rec_yds,0,,,,,
player,201510050sea,sea,HillJo01,fumbles_rec_td,0,,,,,
player,201510050sea,sea,HillJo01,fumbles_forced,0,,,,,
player,201510050sea,sea,SherRi00,def_int,0,,,,,
player,201510050sea,sea,SherRi00,def_int_yds,0,,,,,
player,201510050sea,sea,SherRi00,def_int_td,0,,,,,
player,201510050sea,sea,SherRi00,def_int_long,0,,,,,
player,201510050sea,sea,SherRi00,pass_defended,0,,,,,
player,201510050sea,sea,SherRi00,sacks,0.0,,,,,
player,201510050sea,sea,SherRi00,tackles_combined,5,,,,,
player,201510050sea,sea,SherRi00,tackles_solo,3,,,,,
player,201510050sea,sea,SherRi00,tackles_assists,2,,,,,
player,201510050sea,sea,SherRi00,tackles_loss,0,,,,,
player,201510050sea,sea,SherRi00,qb_hits,0,,,,,
player,201510050sea,sea,SherRi00,fumbles_rec,0,,,,,
player,201510050sea,sea,SherRi00,fumbles_rec_yds,0,,,,,
player,201510050sea,sea,SherRi00,fumbles_rec_td,0,,,,,
player,201510050sea,sea,SherRi00,fumbles_forced,0,,,,,
player,201510050sea,sea,ThomEa99,def_int,0,,,,,
player,201510050sea,sea,ThomEa99,def_int_yds,0,,,,,
player,201510050sea,sea,ThomEa99,def_int_td,0,,,,,
player,201510050sea,sea,ThomEa99,def_int_long,0,,,,,
player,201510050sea,sea,ThomEa99,pass_defended,0,,,,,
player,201510050sea,sea,ThomEa99,sacks,0.0,,,,,
player,201510050sea,sea,ThomEa99,tackles_combined,5,,,,,
player,201510050sea,sea,ThomEa99,tackles_solo,2,,,,,
player,201510050sea,sea,ThomEa99,tackles_assists,3,,,,,
player,201510050sea,sea,ThomEa99,tackles_loss,0,,,,,
player,201510050sea,sea,ThomEa99,qb_hits,0,,,,,
player,201510050sea,sea,ThomEa99,fumbles_rec,0,,,,,
player,201510050sea,sea,ThomEa99,fumbles_rec_yds,0,,,,,
player,201510050sea,sea,ThomEa99,fumbles_rec_td,0,,,,,
player,201510050sea,sea,ThomEa99,fumbles_forced,0,,,,,
player,201510050sea,sea,AvriCl99,def_int,0,,,,,
player,201510050sea,sea,AvriCl99,def_int_yds,0,,,,,
player,201510050sea,sea,AvriCl99,def_int_td,0,,,,,
player,201510050sea,sea,AvriCl99,def_int_long,0,,,,,
player,201510050sea,sea,AvriCl99,pass_defended,2,,,,,
player,201510050sea,sea,AvriCl99,sacks,0.0,,,,,
player,201510050sea,sea,AvriCl99,tackles_combined,4,,,,,
player,201510050sea,sea,AvriCl99,tackles_solo,2,,,,,
player,201510050sea,sea,AvriCl99,tackles_assists,2,,,,,
player,201510050sea,sea,AvriCl99,tackles_loss,1,,,,,
player,201510050sea,sea,AvriCl99,qb_hits,0,,,,,
player,201510050sea,sea,AvriCl99,fumbles_rec,0,,,,,
player,201510050sea,sea,AvriCl99,fumbles_rec_yds,0,,,,,
player,201510050sea,sea,AvriCl99,fumbles_rec_td,0,,,,,
player,201510050sea,sea,AvriCl99,fumbles_forced,0,,,,,
player,201510050sea,sea,IrviBr00,def_int,0,,,,,
player,201510050sea,sea,IrviBr00,def_int_yds,0,,,,,
player,201510050sea,sea,IrviBr00,def_int_td,0,,,,,
player,201510050sea,sea,IrviBr00,def_int_long,0,,,,,
player,201510050sea,sea,IrviBr00,pass_defended,0,,,,,
player,201510050sea,sea,IrviBr00,sacks,0.0,,,,,
player,201510050sea,sea,IrviBr00,tackles_combined,4,,,,,
player,201510050sea,sea,IrviBr00,tackles_solo,3,,,,,
player,201510050sea,sea,IrviBr00,tackles_assists,1,,,,,
player,201510050sea,sea,IrviBr00,tackles_loss,0,,,,,
player,201510050sea,sea,IrviBr00,qb_hits,0,,,,,
player,201510050sea,sea,IrviBr00,fumbles_rec,0,,,,,
player,201510050sea,sea,IrviBr00,fumbles_rec_yds,0,,,,,
player,201510050sea,sea,IrviBr00,fumbles_rec_td,0,,,,,
player,201510050sea,sea,IrviBr00,fumbles_forced,0,,,,,
player,201510050sea,sea,WrigK.00,def_int,0,,,,,
player,201510050sea,sea,WrigK.00,def_int_yds,0,,,,,
player,201510050sea,sea,WrigK.00,def_int_td,0,,,,,
player,201510050sea,sea,WrigK.00,def_int_long,0,,,,,
player,201510050sea,sea,WrigK.00,pass_defended,1,,,,,
player,201510050sea,sea,WrigK.00,sacks,0.0,,,,,
player,201510050sea,sea,WrigK.00,tackles_combined,4,,,,,
player,201510050sea,sea,WrigK.00,tackles_solo,2,,,,,
player,201510050sea,sea,WrigK.00,tackles_assists,2,,,,,
player,201510050sea,sea,WrigK.00,tackles_loss,0,,,,,
player,201510050sea,sea,WrigK.00,qb_hits,0,,,,,
player,201510050sea,sea,WrigK.00,fumbles_rec,0,,,,,
player,201510050sea,sea,WrigK.00,fumbles_rec_yds,0,,,,,
player,201510050sea,sea,WrigK.00,fumbles_rec_td,0,,,,,
player,201510050sea,sea,WrigK.00,fumbles_forced,0,,,,,
player,201510050sea,sea,SheaDe00,def_int,0,,,,,
player,201510050sea,sea,SheaDe00,def_int_yds,0,,,,,
player,201510050sea,sea,SheaDe00,def_int_td,0,,,,,
player,201510050sea,sea,SheaDe00,def_int_long,0,,,,,
player,201510050sea,sea,SheaDe00,pass_defended,0,,,,,
player,201510050sea,sea,SheaDe00,sacks,0.0,,,,,
player,201510050sea,sea,SheaDe00,tackles_combined,3,,,,,
player,201510050sea,sea,SheaDe00,tackles_solo,3,,,,,
player,201510050sea,sea,SheaDe00,tackles_assists,0,,,,,
player,201510050sea,sea,SheaDe00,tackles_loss,0,,,,,
player,201510050sea,sea,SheaDe00,qb_hits,0,,,,,
player,201510050sea,sea,SheaDe00,fumbles_rec,0,,,,,
player,201510050sea,sea,SheaDe00,fumbles_rec_yds,0,,,,,
player,201510050sea,sea,SheaDe00,fumbles_rec_td,0,,,,,
player,201510050sea,sea,SheaDe00,fumbles_forced,0,,,,,
player,201510050sea,sea,WillCa99,def_int,0,,,,,
player,201510050sea,sea,WillCa99,def_int_yds,0,,,,,
player,201510050sea,sea,WillCa99,def_int_td,0,,,,,
player,201510050sea,sea,WillCa99,def_int_long,0,,,,,
player,201510050sea,sea,WillCa99,pass_defended,1,,,,,
player,201510050sea,sea,WillCa99,sacks,0.0,,,,,
player,201510050sea,sea,WillCa99,tackles_combined,3,,,,,
player,201510050sea,sea,WillCa99,tackles_solo,3,,,,,
