game,2015,6,20151018,201510180clt,nwe,"New England Patriots",34,clt,"Indianapolis Colts",27
player,201510180clt,nwe,JoneCh03,tackles_solo,2,,,,,
player,201510180clt,nwe,JoneCh03,tackles_assists,2,,,,,
player,201510180clt,nwe,JoneCh03,tackles_loss,2,,,,,
player,201510180clt,nwe,JoneCh03,qb_hits,4,,,,,
player,201510180clt,nwe,JoneCh03,fumbles_rec,0,,,,,
player,201510180clt,nwe,JoneCh03,fumbles_rec_yds,0,,,,,
player,201510180clt,nwe,JoneCh03,fumbles_rec_td,0,,,,,
player,201510180clt,nwe,JoneCh03,fumbles_forced,0,,,,,
player,201510180clt,nwe,EaslDo00,def_int,0,,,,,
player,201510180clt,nwe,EaslDo00,def_int_yds,0,,,,,
player,201510180clt,nwe,EaslDo00,def_int_td,0,,,,,
player,201510180clt,nwe,EaslDo00,def_int_long,0,,,,,
player,201510180clt,nwe,EaslDo00,pass_defended,0,,,,,
player,201510180clt,nwe,EaslDo00,sacks,0.5,,,,,
player,201510180clt,nwe,EaslDo00,tackles_combined,1,,,,,
player,201510180clt,nwe,EaslDo00,tackles_solo,0,,,,,
player,201510180clt,nwe,EaslDo00,tackles_assists,1,,,,,
player,201510180clt,nwe,EaslDo00,tackles_loss,0,,,,,
player,201510180clt,nwe,EaslDo00,qb_hits,4,,,,,
player,201510180clt,nwe,EaslDo00,fumbles_rec,0,,,,,
player,201510180clt,nwe,EaslDo00,fumbles_rec_yds,0,,,,,
player,201510180clt,nwe,EaslDo00,fumbles_rec_td,0,,,,,
player,201510180clt,nwe,EaslDo00,fumbles_forced,0,,,,,
player,201510180clt,nwe,McCoDe99,def_int,0,,,,,
player,201510180clt,nwe,McCoDe99,def_int_yds,0,,,,,
player,201510180clt,nwe,McCoDe99,def_int_td,0,,,,,
player,201510180clt,nwe,McCoDe99,def_int_long,0,,,,,
player,201510180clt,nwe,McCoDe99,pass_defended,0,,,,,
player,201510180clt,nwe,McCoDe99,sacks,0.0,,,,,
player,201510180clt,nwe,McCoDe99,tackles_combined,9,,,,,
player,201510180clt,nwe,McCoDe99,tackles_solo,7,,,,,
player,201510180clt,nwe,McCoDe99,tackles_assists,2,,,,,
player,201510180clt,nwe,McCoDe99,tackles_loss,0,,,,,
player,201510180clt,nwe,McCoDe99,qb_hits,0,,,,,
player,201510180clt,nwe,McCoDe99,fumbles_rec,0,,,,,
player,201510180clt,nwe,McCoDe99,fumbles_rec_yds,0,,,,,
player,201510180clt,nwe,McCoDe99,fumbles_rec_td,0,,,,,
player,201510180clt,nwe,McCoDe99,fumbles_forced,0,,,,,
player,201510180clt,nwe,RyanLo00,def_int,0,,,,,
player,201510180clt,nwe,RyanLo00,def_int_yds,0,,,,,
player,201510180clt,nwe,RyanLo00,def_int_td,0,,,,,
player,201510180clt,nwe,RyanLo00,def_int_long,0,,,,,
player,201510180clt,nwe,RyanLo00,pass_defended,1,,,,,
player,201510180clt,nwe,RyanLo00,sacks,0.0,,,,,
player,201510180clt,nwe,RyanLo00,tackles_combined,9,,,,,
player,201510180clt,nwe,RyanLo00,tackles_solo,6,,,,,
player,201510180clt,nwe,RyanLo00,tackles_assists,3,,,,,
player,201510180clt,nwe,RyanLo00,tackles_loss,0,,,,,
player,201510180clt,nwe,RyanLo00,qb_hits,0,,,,,
player,201510180clt,nwe,RyanLo00,fumbles_rec,0,,,,,
player,201510180clt,nwe,RyanLo00,fumbles_rec_yds,0,,,,,
player,201510180clt,nwe,RyanLo00,fumbles_rec_td,0,,,,,
player,201510180clt,nwe,RyanLo00,fumbles_forced,0,,,,,
player,201510180clt,nwe,ButlMa01,def_int,0,,,,,
player,201510180clt,nwe,ButlMa01,def_int_yds,0,,,,,
player,201510180clt,nwe,ButlMa01,def_int_td,0,,,,,
player,201510180clt,nwe,ButlMa01,def_int_long,0,,,,,
player,201510180clt,nwe,ButlMa01,pass_defended,2,,,,,
player,201510180clt,nwe,ButlMa01,sacks,0.0,,,,,
player,201510180clt,nwe,ButlMa01,tackles_combined,8,,,,,
player,201510180clt,nwe,ButlMa01,tackles_solo,7,,,,,
player,201510180clt,nwe,ButlMa01,tackles_assists,1,,,,,
player,201510180clt,nwe,ButlMa01,tackles_loss,0,,,,,
player,201510180clt,nwe,ButlMa01,qb_hits,0,,,,,
player,201510180clt,nwe,ButlMa01,fumbles_rec,0,,,,,
player,201510180clt,nwe,ButlMa01,fumbles_rec_yds,0,,,,,
player,201510180clt,nwe,ButlMa01,fumbles_rec_td,0,,,,,
player,201510180clt,nwe,ButlMa01,fumbles_forced,0,,,,,
player,201510180clt,nwe,FreeJo01,def_int,0,,,,,
player,201510180clt,nwe,FreeJo01,def_int_yds,0,,,,,
player,201510180clt,nwe,FreeJo01,def_int_td,0,,,,,
player,201510180clt,nwe,FreeJo01,def_int_long,0,,,,,
player,201510180clt,nwe,FreeJo01,pass_defended,0,,,,,
player,201510180clt,nwe,FreeJo01,sacks,0.0,,,,,
player,201510180clt,nwe,FreeJo01,tackles_combined,7,,,,,
player,201510180clt,nwe,FreeJo01,tackles_solo,3,,,,,
player,201510180clt,nwe,FreeJo01,tackles_assists,4,,,,,
player,201510180clt,nwe,FreeJo01,tackles_loss,0,,,,,
player,201510180clt,nwe,FreeJo01,qb_hits,0,,,,,
player,201510180clt,nwe,FreeJo01,fumbles_rec,0,,,,,
player,201510180clt,nwe,FreeJo01,fumbles_rec_yds,0,,,,,
player,201510180clt,nwe,FreeJo01,fumbles_rec_td,0,,,,,
player,201510180clt,nwe,FreeJo01,fumbles_forced,0,,,,,
player,201510180clt,nwe,CollJa00,def_int,0,,,,,
player,201510180clt,nwe,CollJa00,def_int_yds,0,,,,,
player,201510180clt,nwe,CollJa00,def_int_td,0,,,,,
player,201510180clt,nwe,CollJa00,def_int_long,0,,,,,
player,201510180clt,nwe,CollJa00,pass_defended,1,,,,,
player,201510180clt,nwe,CollJa00,sacks,0.0,,,,,
player,201510180clt,nwe,CollJa00,tackles_combined,5,,,,,
player,201510180clt,nwe,CollJa00,tackles_solo,1,,,,,
player,201510180clt,nwe,CollJa00,tackles_assists,4,,,,,
player,201510180clt,nwe,CollJa00,tackles_loss,0,,,,,
player,201510180clt,nwe,CollJa00,qb_hits,0,,,,,
player,201510180clt,nwe,CollJa00,fumbles_rec,0,,,,,
player,201510180clt,nwe,CollJa00,fumbles_rec_yds,0,,,,,
player,201510180clt,nwe,CollJa00,fumbles_rec_td,0,,,,,
player,201510180clt,nwe,CollJa00,fumbles_forced,0,,,,,
player,201510180clt,nwe,BrowMa01,def_int,0,,,,,
player,201510180clt,nwe,BrowMa01,def_int_yds,0,,,,,
player,201510180clt,nwe,BrowMa01,def_int_td,0,,,,,
player,201510180clt,nwe,BrowMa01,def_int_long,0,,,,,
player,201510180clt,nwe,BrowMa01,pass_defended,0,,,,,
player,201510180clt,nwe,BrowMa01,sacks,0.0,,,,,
player,201510180clt,nwe,BrowMa01,tackles_combined,4,,,,,
player,201510180clt,nwe,BrowMa01,tackles_solo,1,,,,,
player,201510180clt,nwe,BrowMa01,tackles_assists,3,,,,,
player,201510180clt,nwe,BrowMa01,tackles_loss,0,,,,,
player,201510180clt,nwe,BrowMa01,qb_hits,0,,,,,
player,201510180clt,nwe,BrowMa01,fumbles_rec,0,,,,,
player,201510180clt,nwe,BrowMa01,fumbles_rec_yds,0,,,,,
player,201510180clt,nwe,BrowMa01,fumbles_rec_td,0,,,,,
player,201510180clt,nwe,BrowMa01,fumbles_forced,0,,,,,
player,201510180clt,nwe,ChunPa99,def_int,0,,,,,
player,201510180clt,nwe,ChunPa99,def_int_yds,0,,,,,
player,201510180clt,nwe,ChunPa99,def_int_td,0,,,,,
player,201510180clt,nwe,ChunPa99,def_int_long,0,,,,,
player,201510180clt,nwe,ChunPa99,pass_defended,0,,,,,
player,201510180clt,nwe,ChunPa99,sacks,0.0,,,,,
player,201510180clt,nwe,ChunPa99,tackles_combined,4,,,,,
player,201510180clt,nwe,ChunPa99,tackles_solo,4,,,,,
player,201510180clt,nwe,ChunPa99,tackles_assists,0,,,,,
player,201510180clt,nwe,ChunPa99,tackles_loss,0,,,,,
player,201510180clt,nwe,ChunPa99,qb_hits,0,,,,,
player,201510180clt,nwe,ChunPa99,fumbles_rec,0,,,,,
player,201510180clt,nwe,ChunPa99,fumbles_rec_yds,0,,,,,
player,201510180clt,nwe,ChunPa99,fumbles_rec_td,0,,,,,
player,201510180clt,nwe,ChunPa99,fumbles_forced,0,,,,,
player,201510180clt,nwe,BranAl99,def_int,0,,,,,
player,201510180clt,nwe,BranAl99,def_int_yds,0,,,,,
player,201510180clt,nwe,BranAl99,def_int_td,0,,,,,
player,201510180clt,nwe,BranAl99,def_int_long,0,,,,,
player,201510180clt,nwe,BranAl99,pass_defended,0,,,,,
player,201510180clt,nwe,BranAl99,sacks,0.0,,,,,
player,201510180clt,nwe,BranAl99,tackles_combined,2,,,,,
player,201510180clt,nwe,BranAl99,tackles_solo,0,,,,,
player,201510180clt,nwe,BranAl99,tackles_assists,2,,,,,
player,201510180clt,nwe,BranAl99,tackles_loss,0,,,,,
player,201510180clt,nwe,BranAl99,qb_hits,0,,,,,
player,201510180clt,nwe,BranAl99,fumbles_rec,0,,,,,
player,201510180clt,nwe,BranAl99,fumbles_rec_yds,0,,,,,
player,201510180clt,nwe,BranAl99,fumbles_rec_td,0,,,,,
player,201510180clt,nwe,BranAl99,fumbles_forced,0,,,,,
player,201510180clt,nwe,EbneNa00,def_int,0,,,,,
player,201510180clt,nwe,EbneNa00,def_int_yds,0,,,,,
player,201510180clt,nwe,EbneNa00,def_int_td,0,,,,,
player,201510180clt,nwe,EbneNa00,def_int_long,0,,,,,
player,201510180clt,nwe,EbneNa00,pass_defended,0,,,,,
player,201510180clt,nwe,EbneNa00,sacks,0.0,,,,,
player,201510180clt,nwe,EbneNa00,tackles_combined,2,,,,,
player,201510180clt,nwe,EbneNa00,tackles_solo,2,,,,,
player,201510180clt,nwe,EbneNa00,tackles_assists,0,,,,,
player,201510180clt,nwe,EbneNa00,tackles_loss,0,,,,,
player,201510180clt,nwe,EbneNa00,qb_hits,0,,,,,
player,201510180clt,nwe,EbneNa00,fumbles_rec,0,,,,,
player,201510180clt,nwe,EbneNa00,fumbles_rec_yds,0,,,,,
player,201510180clt,nwe,EbneNa00,fumbles_rec_td,0,,,,,
player,201510180clt,nwe,EbneNa00,fumbles_forced,0,,,,,
player,201510180clt,nwe,HarmDu00,def_int,0,,,,,
player,201510180clt,nwe,HarmDu00,def_int_yds,0,,,,,
player,201510180clt,nwe,HarmDu00,def_int_td,0,,,,,
player,201510180clt,nwe,HarmDu00,def_int_long,0,,,,,
player,201510180clt,nwe,HarmDu00,pass_defended,1,,,,,
player,201510180clt,nwe,HarmDu00,sacks,0.0,,,,,
player,201510180clt,nwe,HarmDu00,tackles_combined,2,,,,,
player,201510180clt,nwe,HarmDu00,tackles_solo,2,,,,,
player,201510180clt,nwe,HarmDu00,tackles_assists,0,,,,,
player,201510180clt,nwe,HarmDu00,tackles_loss,0,,,,,
player,201510180clt,nwe,HarmDu00,qb_hits,0,,,,,
player,201510180clt,nwe,HarmDu00,fumbles_rec,0,,,,,
player,201510180clt,nwe,HarmDu00,fumbles_rec_yds,0,,,,,
player,201510180clt,nwe,HarmDu00,fumbles_rec_td,0,,,,,
player,201510180clt,nwe,HarmDu00,fumbles_forced,0,,,,,
player,201510180clt,nwe,KingBr02,def_int,0,,,,,
player,201510180clt,nwe,KingBr02,def_int_yds,0,,,,,
player,201510180clt,nwe,KingBr02,def_int_td,0,,,,,
player,201510180clt,nwe,KingBr02,def_int_long,0,,,,,
player,201510180clt,nwe,KingBr02,pass_defended,0,,,,,
player,201510180clt,nwe,KingBr02,sacks,0.0,,,,,
player,201510180clt,nwe,KingBr02,tackles_combined,2,,,,,
player,201510180clt,nwe,KingBr02,tackles_solo,2,,,,,
player,201510180clt,nwe,KingBr02,tackles_assists,0,,,,,
player,201510180clt,nwe,KingBr02,tackles_loss,0,,,,,
player,201510180clt,nwe,KingBr02,qb_hits,0,,,,,
player,201510180clt,nwe,KingBr02,fumbles_rec,0,,,,,
player,201510180clt,nwe,KingBr02,fumbles_rec_yds,0,,,,,
player,201510180clt,nwe,KingBr02,fumbles_rec_td,0,,,,,
player,201510180clt,nwe,KingBr02,fumbles_forced,0,,,,,
player,201510180clt,nwe,BoldBr00,def_int,0,,,,,
player,201510180clt,nwe,BoldBr00,def_int_yds,0,,,,,
player,201510180clt,nwe,BoldBr00,def_int_td,0,,,,,
player,201510180clt,nwe,BoldBr00,def_int_long,0,,,,,
player,201510180clt,nwe,BoldBr00,pass_defended,0,,,,,
player,201510180clt,nwe,BoldBr00,sacks,0.0,,,,,
player,201510180clt,nwe,BoldBr00,tackles_combined,1,,,,,
player,201510180clt,nwe,BoldBr00,tackles_solo,1,,,,,
player,201510180clt,nwe,BoldBr00,tackles_assists,0,,,,,
player,201510180clt,nwe,BoldBr00,tackles_loss,1,,,,,
player,201510180clt,nwe,BoldBr00,qb_hits,0,,,,,
player,201510180clt,nwe,BoldBr00,fumbles_rec,0,,,,,
player,201510180clt,nwe,BoldBr00,fumbles_rec_yds,0,,,,,
player,201510180clt,nwe,BoldBr00,fumbles_rec_td,0,,,,,
player,201510180clt,nwe,BoldBr00,fumbles_forced,0,,,,,
player,201510180clt,nwe,ColeJu01,def_int,0,,,,,
player,201510180clt,nwe,ColeJu01,def_int_yds,0,,,,,
player,201510180clt,nwe,ColeJu01,def_int_td,0,,,,,
player,201510180clt,nwe,ColeJu01,def_int_long,0,,,,,
player,201510180clt,nwe,ColeJu01,pass_defended,0,,,,,
player,201510180clt,nwe,ColeJu01,sacks,0.0,,,,,
player,201510180clt,nwe,ColeJu01,tackles_combined,1,,,,,
player,201510180clt,nwe,ColeJu01,tackles_solo,1,,,,,
player,201510180clt,nwe,ColeJu01,tackles_assists,0,,,,,
player,201510180clt,nwe,ColeJu01,tackles_loss,0,,,,,
player,201510180clt,nwe,ColeJu01,qb_hits,0,,,,,
player,201510180clt,nwe,ColeJu01,fumbles_rec,0,,,,,
player,201510180clt,nwe,ColeJu01,fumbles_rec_yds,0,,,,,
player,201510180clt,nwe,ColeJu01,fumbles_rec_td,0,,,,,
player,201510180clt,nwe,ColeJu01,fumbles_forced,0,,,,,
player,201510180clt,nwe,HickAk00,def_int,0,,,,,
player,201510180clt,nwe,HickAk00,def_int_yds,0,,,,,
player,201510180clt,nwe,HickAk00,def_int_td,0,,,,,
player,201510180clt,nwe,HickAk00,def_int_long,0,,,,,
player,201510180clt,nwe,HickAk00,pass_defended,0,,,,,
player,201510180clt,nwe,HickAk00,sacks,0.0,,,,,
player,201510180clt,nwe,HickAk00,tackles_combined,1,,,,,
player,201510180clt,nwe,HickAk00,tackles_solo,0,,,,,
player,201510180clt,nwe,HickAk00,tackles_assists,1,,,,,
player,201510180clt,nwe,HickAk00,tackles_loss,0,,,,,
player,201510180clt,nwe,HickAk00,qb_hits,0,,,,,
player,201510180clt,nwe,HickAk00,fumbles_rec,0,,,,,
player,201510180clt,nwe,HickAk00,fumbles_rec_yds,0,,,,,
player,201510180clt,nwe,HickAk00,fumbles_rec_td,0,,,,,
player,201510180clt,nwe,HickAk00,fumbles_forced,0,,,,,
player,201510180clt,nwe,NinkRo20,def_int,0,,,,,
player,201510180clt,nwe,NinkRo20,def_int_yds,0,,,,,
player,201510180clt,nwe,NinkRo20,def_int_td,0,,,,,
player,201510180clt,nwe,NinkRo20,def_int_long,0,,,,,
player,201510180clt,nwe,NinkRo20,pass_defended,0,,,,,
player,201510180clt,nwe,NinkRo20,sacks,0.0,,,,,
player,201510180clt,nwe,NinkRo20,tackles_combined,1,,,,,
player,201510180clt,nwe,NinkRo20,tackles_solo,1,,,,,
player,201510180clt,nwe,NinkRo20,tackles_assists,0,,,,,
player,201510180clt,nwe,NinkRo20,tackles_loss,0,,,,,
player,201510180clt,nwe,NinkRo20,qb_hits,2,,,,,
player,201510180clt,nwe,NinkRo20,fumbles_rec,0,,,,,
player,201510180clt,nwe,NinkRo20,fumbles_rec_yds,0,,,,,
player,201510180clt,nwe,NinkRo20,fumbles_rec_td,0,,,,,
player,201510180clt,nwe,NinkRo20,fumbles_forced,0,,,,,
player,201510180clt,nwe,RichJo00,def_int,0,,,,,
player,201510180clt,nwe,RichJo00,def_int_yds,0,,,,,
player,201510180clt,nwe,RichJo00,def_int_td,0,,,,,
player,201510180clt,nwe,RichJo00,def_int_long,0,,,,,
player,201510180clt,nwe,RichJo00,pass_defended,0,,,,,
player,201510180clt,nwe,RichJo00,sacks,0.0,,,,,
player,201510180clt,nwe,RichJo00,tackles_combined,1,,,,,
player,201510180clt,nwe,RichJo00,tackles_solo,1,,,,,
player,201510180clt,nwe,RichJo00,tackles_assists,0,,,,,
player,201510180clt,nwe,RichJo00,tackles_loss,0,,,,,
player,201510180clt,nwe,RichJo00,qb_hits,0,,,,,
player,201510180clt,nwe,RichJo00,fumbles_rec,0,,,,,
player,201510180clt,nwe,RichJo00,fumbles_rec_yds,0,,,,,
player,201510180clt,nwe,RichJo00,fumbles_rec_td,0,,,,,
player,201510180clt,nwe,RichJo00,fumbles_forced,0,,,,,
player,201510180clt,nwe,SheaJa00,def_int,0,,,,,
player,201510180clt,nwe,SheaJa00,def_int_yds,0,,,,,
player,201510180clt,nwe,SheaJa00,def_int_td,0,,,,,
player,201510180clt,nwe,SheaJa00,def_int_long,0,,,,,
player,201510180clt,nwe,SheaJa00,pass_defended,0,,,,,
player,201510180clt,nwe,SheaJa00,sacks,0.0,,,,,
player,201510180clt,nwe,SheaJa00,tackles_combined,1,,,,,
player,201510180clt,nwe,SheaJa00,tackles_solo,1,,,,,
player,201510180clt,nwe,SheaJa00,tackles_assists,0,,,,,
player,201510180clt,nwe,SheaJa00,tackles_loss,0,,,,,
player,201510180clt,nwe,SheaJa00,qb_hits,0,,,,,
player,201510180clt,nwe,SheaJa00,fumbles_rec,0,,,,,
player,201510180clt,nwe,SheaJa00,fumbles_rec_yds,0,,,,,
player,201510180clt,nwe,SheaJa00,fumbles_rec_td,0,,,,,
player,201510180clt,nwe,SheaJa00,fumbles_forced,0,,,,,
player,201510180clt,nwe,SiliSe00,def_int,0,,,,,
player,201510180clt,nwe,SiliSe00,def_int_yds,0,,,,,
player,201510180clt,nwe,SiliSe00,def_int_td,0,,,,,
player,201510180clt,nwe,SiliSe00,def_int_long,0,,,,,
player,201510180clt,nwe,SiliSe00,pass_defended,0,,,,,
player,201510180clt,nwe,SiliSe00,sacks,0.0,,,,,
player,201510180clt,nwe,SiliSe00,tackles_combined,1,,,,,
player,201510180clt,nwe,SiliSe00,tackles_solo,0,,,,,
player,201510180clt,nwe,SiliSe00,tackles_assists,1,,,,,
player,201510180clt,nwe,SiliSe00,tackles_loss,0,,,,,
player,201510180clt,nwe,SiliSe00,qb_hits,0,,,,,
player,201510180clt,nwe,SiliSe00,fumbles_rec,0,,,,,
player,201510180clt,nwe,SiliSe00,fumbles_rec_yds,0,,,,,
player,201510180clt,nwe,SiliSe00,fumbles_rec_td,0,,,,,
player,201510180clt,nwe,SiliSe00,fumbles_forced,0,,,,,
player,201510180clt,nwe,WilsTa00,def_int,0,,,,,
player,201510180clt,nwe,WilsTa00,def_int_yds,0,,,,,
player,201510180clt,nwe,WilsTa00,def_int_td,0,,,,,
player,201510180clt,nwe,WilsTa00,def_int_long,0,,,,,
player,201510180clt,nwe,WilsTa00,pass_defended,0,,,,,
player,201510180clt,nwe,WilsTa00,sacks,0.0,,,,,
player,201510180clt,nwe,WilsTa00,tackles_combined,1,,,,,
player,201510180clt,nwe,WilsTa00,tackles_solo,1,,,,,
player,201510180clt,nwe,WilsTa00,tackles_assists,0,,,,,
player,201510180clt,nwe,WilsTa00,tackles_loss,0,,,,,
player,201510180clt,nwe,WilsTa00,qb_hits,0,,,,,
player,201510180clt,nwe,WilsTa00,fumbles_rec,0,,,,,
player,201510180clt,nwe,WilsTa00,fumbles_rec_yds,0,,,,,
player,201510180clt,nwe,WilsTa00,fumbles_rec_td,0,,,,,
player,201510180clt,nwe,WilsTa00,fumbles_forced,0,,,,,
player,201510180clt,clt,AdamMi21,def_int,1,,,,,
player,201510180clt,clt,AdamMi21,def_int_yds,14,,,,,
player,201510180clt,clt,AdamMi21,def_int_td,1,,,,,
player,201510180clt,clt,AdamMi21,def_int_long,14,,,,,
player,201510180clt,clt,AdamMi21,pass_defended,1,,,,,
player,201510180clt,clt,AdamMi21,sacks,0.0,,,,,
player,201510180clt,clt,AdamMi21,tackles_combined,3,,,,,
player,201510180clt,clt,AdamMi21,tackles_solo,1,,,,,
player,201510180clt,clt,AdamMi21,tackles_assists,2,,,,,
player,201510180clt,clt,AdamMi21,tackles_loss,0,,,,,
player,201510180clt,clt,AdamMi21,qb_hits,0,,,,,
player,201510180clt,clt,AdamMi21,fumbles_rec,0,,,,,
player,201510180clt,clt,AdamMi21,fumbles_rec_yds,0,,,,,
player,201510180clt,clt,AdamMi21,fumbles_rec_td,0,,,,,
player,201510180clt,clt,AdamMi21,fumbles_forced,0,,,,,
player,201510180clt,clt,LoweDw99,def_int,0,,,,,
player,201510180clt,clt,LoweDw99,def_int_yds,0,,,,,
player,201510180clt,clt,LoweDw99,def_int_td,0,,,,,
player,201510180clt,clt,LoweDw99,def_int_long,0,,,,,
player,201510180clt,clt,LoweDw99,pass_defended,0,,,,,
player,201510180clt,clt,LoweDw99,sacks,1.0,,,,,
player,201510180clt,clt,LoweDw99,tackles_combined,8,,,,,
player,201510180clt,clt,LoweDw99,tackles_solo,4,,,,,
player,201510180clt,clt,LoweDw99,tackles_assists,4,,,,,
player,201510180clt,clt,LoweDw99,tackles_loss,1,,,,,
player,201510180clt,clt,LoweDw99,qb_hits,1,,,,,
player,201510180clt,clt,LoweDw99,fumbles_rec,0,,,,,
player,201510180clt,clt,LoweDw99,fumbles_rec_yds,0,,,,,
player,201510180clt,clt,LoweDw99,fumbles_rec_td,0,,,,,
player,201510180clt,clt,LoweDw99,fumbles_forced,0,,,,,
player,201510180clt,clt,NewsJo00,def_int,0,,,,,
player,201510180clt,clt,NewsJo00,def_int_yds,0,,,,,
player,201510180clt,clt,NewsJo00,def_int_td,0,,,,,
player,201510180clt,clt,NewsJo00,def_int_long,0,,,,,
player,201510180clt,clt,NewsJo00,pass_defended,0,,,,,
player,201510180clt,clt,NewsJo00,sacks,1.0,,,,,
player,201510180clt,clt,NewsJo00,tackles_combined,3,,,,,
player,201510180clt,clt,NewsJo00,tackles_solo,2,,,,,
player,201510180clt,clt,NewsJo00,tackles_assists,1,,,,,
player,201510180clt,clt,NewsJo00,tackles_loss,1,,,,,
player,201510180clt,clt,NewsJo00,qb_hits,2,,,,,
player,201510180clt,clt,NewsJo00,fumbles_rec,0,,,,,
player,201510180clt,clt,NewsJo00,fumbles_rec_yds,0,,,,,
player,201510180clt,clt,NewsJo00,fumbles_rec_td,0,,,,,
player,201510180clt,clt,NewsJo00,fumbles_forced,0,,,,,
player,201510180clt,clt,JackDQ20,def_int,0,,,,,
player,201510180clt,clt,JackDQ20,def_int_yds,0,,,,,
player,201510180clt,clt,JackDQ20,def_int_td,0,,,,,
player,201510180clt,clt,JackDQ20,def_int_long,0,,,,,
player,201510180clt,clt,JackDQ20,pass_defended,0,,,,,
player,201510180clt,clt,JackDQ20,sacks,0.0,,,,,
player,201510180clt,clt,JackDQ20,tackles_combined,13,,,,,
player,201510180clt,clt,JackDQ20,tackles_solo,4,,,,,
player,201510180clt,clt,JackDQ20,tackles_assists,9,,,,,
player,201510180clt,clt,JackDQ20,tackles_loss,0,,,,,
player,201510180clt,clt,JackDQ20,qb_hits,0,,,,,
player,201510180clt,clt,JackDQ20,fumbles_rec,0,,,,,
player,201510180clt,clt,JackDQ20,fumbles_rec_yds,0,,,,,
player,201510180clt,clt,JackDQ20,fumbles_rec_td,0,,,,,
player,201510180clt,clt,JackDQ20,fumbles_forced,0,,,,,
player,201510180clt,clt,FreeJe00,def_int,0,,,,,
player,201510180clt,clt,FreeJe00,def_int_yds,0,,,,,
player,201510180clt,clt,FreeJe00,def_int_td,0,,,,,
player,201510180clt,clt,FreeJe00,def_int_long,0,,,,,
player,201510180clt,clt,FreeJe00,pass_defended,0,,,,,
player,201510180clt,clt,FreeJe00,sacks,0.0,,,,,
player,201510180clt,clt,FreeJe00,tackles_combined,9,,,,,
player,201510180clt,clt,FreeJe00,tackles_solo,6,,,,,
player,201510180clt,clt,FreeJe00,tackles_assists,3,,,,,
player,201510180clt,clt,FreeJe00,tackles_loss,0,,,,,
player,201510180clt,clt,FreeJe00,qb_hits,0,,,,,
player,201510180clt,clt,FreeJe00,fumbles_rec,0,,,,,
player,201510180clt,clt,FreeJe00,fumbles_rec_yds,0,,,,,
player,201510180clt,clt,FreeJe00,fumbles_rec_td,0,,,,,
player,201510180clt,clt,FreeJe00,fumbles_forced,0,,,,,
player,201510180clt,clt,AndeCo01,def_int,0,,,,,
player,201510180clt,clt,AndeCo01,def_int_yds,0,,,,,
player,201510180clt,clt,AndeCo01,def_int_td,0,,,,,
player,201510180clt,clt,AndeCo01,def_int_long,0,,,,,
player,201510180clt,clt,AndeCo01,pass_defended,0,,,,,
player,201510180clt,clt,AndeCo01,sacks,0.0,,,,,
player,201510180clt,clt,AndeCo01,tackles_combined,5,,,,,
player,201510180clt,clt,AndeCo01,tackles_solo,3,,,,,
player,201510180clt,clt,AndeCo01,tackles_assists,2,,,,,
player,201510180clt,clt,AndeCo01,tackles_loss,0,,,,,
player,201510180clt,clt,AndeCo01,qb_hits,0,,,,,
player,201510180clt,clt,AndeCo01,fumbles_rec,0,,,,,
player,201510180clt,clt,AndeCo01,fumbles_rec_yds,0,,,,,
player,201510180clt,clt,AndeCo01,fumbles_rec_td,0,,,,,
player,201510180clt,clt,AndeCo01,fumbles_forced,0,,,,,
player,201510180clt,clt,ToleGr99,def_int,0,,,,,
player,201510180clt,clt,ToleGr99,def_int_yds,0,,,,,
player,201510180clt,clt,ToleGr99,def_int_td,0,,,,,
player,201510180clt,clt,ToleGr99,def_int_long,0,,,,,
player,201510180clt,clt,ToleGr99,pass_defended,3,,,,,
player,201510180clt,clt,ToleGr99,sacks,0.0,,,,,
player,201510180clt,clt,ToleGr99,tackles_combined,5,,,,,
player,201510180clt,clt,ToleGr99,tackles_solo,3,,,,,
player,201510180clt,clt,ToleGr99,tackles_assists,2,,,,,
player,201510180clt,clt,ToleGr99,tackles_loss,0,,,,,
player,201510180clt,clt,ToleGr99,qb_hits,0,,,,,
player,201510180clt,clt,ToleGr99,fumbles_rec,0,,,,,
player,201510180clt,clt,ToleGr99,fumbles_rec_yds,0,,,,,
player,201510180clt,clt,ToleGr99,fumbles_rec_td,0,,,,,
player,201510180clt,clt,ToleGr99,fumbles_forced,0,,,,,
player,201510180clt,clt,WaldEr99,def_int,0,,,,,
player,201510180clt,clt,WaldEr99,def_int_yds,0,,,,,
player,201510180clt,clt,WaldEr99,def_int_td,0,,,,,
player,201510180clt,clt,WaldEr99,def_int_long,0,,,,,
player,201510180clt,clt,WaldEr99,pass_defended,0,,,,,
player,201510180clt,clt,WaldEr99,sacks,0.0,,,,,
player,201510180clt,clt,WaldEr99,tackles_combined,5,,,,,
player,201510180clt,clt,WaldEr99,tackles_solo,3,,,,,
player,201510180clt,clt,WaldEr99,tackles_assists,2,,,,,
player,201510180clt,clt,WaldEr99,tackles_loss,0,,,,,
player,201510180clt,clt,WaldEr99,qb_hits,0,,,,,
player,201510180clt,clt,WaldEr99,fumbles_rec,0,,,,,
player,201510180clt,clt,WaldEr99,fumbles_rec_yds,0,,,,,
player,201510180clt,clt,WaldEr99,fumbles_rec_td,0,,,,,
