game,2015,10,20151115,201511150phi,mia,"Miami Dolphins",20,phi,"Philadelphia Eagles",19
team,201511150phi,mia,First Downs,15,,,,,,
team,201511150phi,phi,First Downs,29,,,,,,
team,201511150phi,mia,Rush-Yds-TDs,26-99-0,,,,,,
team,201511150phi,phi,Rush-Yds-TDs,35-83-1,,,,,,
team,201511150phi,mia,Cmp-Att-Yd-TD-INT,21-36-217-2-0,,,,,,
team,201511150phi,phi,Cmp-Att-Yd-TD-INT,33-48-392-1-1,,,,,,
team,201511150phi,mia,Sacked-Yards,4-27,,,,,,
team,201511150phi,phi,Sacked-Yards,4-39,,,,,,
team,201511150phi,mia,Net Pass Yards,190,,,,,,
team,201511150phi,phi,Net Pass Yards,353,,,,,,
team,201511150phi,mia,Total Yards,289,,,,,,
team,201511150phi,phi,Total Yards,436,,,,,,
team,201511150phi,mia,Fumbles-Lost,1-0,,,,,,
team,201511150phi,phi,Fumbles-Lost,3-0,,,,,,
team,201511150phi,mia,Turnovers,0,,,,,,
team,201511150phi,phi,Turnovers,1,,,,,,
team,201511150phi,mia,Penalties-Yards,8-84,,,,,,
team,201511150phi,phi,Penalties-Yards,7-54,,,,,,
team,201511150phi,mia,Third Down Conv.,5-15,,,,,,
team,201511150phi,phi,Third Down Conv.,7-18,,,,,,
team,201511150phi,mia,Fourth Down Conv.,0-0,,,,,,
team,201511150phi,phi,Fourth Down Conv.,1-2,,,,,,
team,201511150phi,mia,Time of Possession,28:53,,,,,,
team,201511150phi,phi,Time of Possession,31:07,,,,,,
player,201511150phi,mia,TannRy00,pass_cmp,21,,,,,
player,201511150phi,mia,TannRy00,pass_att,36,,,,,
player,201511150phi,mia,TannRy00,pass_yds,217,,,,,
player,201511150phi,mia,TannRy00,pass_td,2,,,,,
player,201511150phi,mia,TannRy00,pass_int,0,,,,,
player,201511150phi,mia,TannRy00,pass_sacked,4,,,,,
player,201511150phi,mia,TannRy00,pass_sacked_yds,27,,,,,
player,201511150phi,mia,TannRy00,pass_long,43,,,,,
player,201511150phi,mia,TannRy00,pass_rating,94.3,,,,,
player,201511150phi,mia,TannRy00,rush_att,2,,,,,
player,201511150phi,mia,TannRy00,rush_yds,-2,,,,,
player,201511150phi,mia,TannRy00,rush_td,0,,,,,
player,201511150phi,mia,TannRy00,rush_long,-1,,,,,
player,201511150phi,mia,TannRy00,targets,0,,,,,
player,201511150phi,mia,TannRy00,rec,0,,,,,
player,201511150phi,mia,TannRy00,rec_yds,0,,,,,
player,201511150phi,mia,TannRy00,rec_td,0,,,,,
player,201511150phi,mia,TannRy00,rec_long,0,,,,,
player,201511150phi,mia,TannRy00,fumbles,1,,,,,
player,201511150phi,mia,TannRy00,fumbles_lost,0,,,,,
player,201511150phi,mia,AjayJa00,pass_cmp,0,,,,,
player,201511150phi,mia,AjayJa00,pass_att,0,,,,,
player,201511150phi,mia,AjayJa00,pass_yds,0,,,,,
player,201511150phi,mia,AjayJa00,pass_td,0,,,,,
player,201511150phi,mia,AjayJa00,pass_int,0,,,,,
player,201511150phi,mia,AjayJa00,pass_sacked,0,,,,,
player,201511150phi,mia,AjayJa00,pass_sacked_yds,0,,,,,
player,201511150phi,mia,AjayJa00,pass_long,0,,,,,
player,201511150phi,mia,AjayJa00,pass_rating,,,,,,
player,201511150phi,mia,AjayJa00,rush_att,6,,,,,
player,201511150phi,mia,AjayJa00,rush_yds,48,,,,,
player,201511150phi,mia,AjayJa00,rush_td,0,,,,,
player,201511150phi,mia,AjayJa00,rush_long,24,,,,,
player,201511150phi,mia,AjayJa00,targets,0,,,,,
player,201511150phi,mia,AjayJa00,rec,0,,,,,
player,201511150phi,mia,AjayJa00,rec_yds,0,,,,,
player,201511150phi,mia,AjayJa00,rec_td,0,,,,,
player,201511150phi,mia,AjayJa00,rec_long,0,,,,,
player,201511150phi,mia,AjayJa00,fumbles,0,,,,,
player,201511150phi,mia,AjayJa00,fumbles_lost,0,,,,,
player,201511150phi,mia,MillLa01,pass_cmp,0,,,,,
player,201511150phi,mia,MillLa01,pass_att,0,,,,,
player,201511150phi,mia,MillLa01,pass_yds,0,,,,,
player,201511150phi,mia,MillLa01,pass_td,0,,,,,
player,201511150phi,mia,MillLa01,pass_int,0,,,,,
player,201511150phi,mia,MillLa01,pass_sacked,0,,,,,
player,201511150phi,mia,MillLa01,pass_sacked_yds,0,,,,,
player,201511150phi,mia,MillLa01,pass_long,0,,,,,
player,201511150phi,mia,MillLa01,pass_rating,,,,,,
player,201511150phi,mia,MillLa01,rush_att,16,,,,,
player,201511150phi,mia,MillLa01,rush_yds,43,,,,,
player,201511150phi,mia,MillLa01,rush_td,0,,,,,
player,201511150phi,mia,MillLa01,rush_long,11,,,,,
player,201511150phi,mia,MillLa01,targets,8,,,,,
player,201511150phi,mia,MillLa01,rec,6,,,,,
player,201511150phi,mia,MillLa01,rec_yds,50,,,,,
player,201511150phi,mia,MillLa01,rec_td,1,,,,,
player,201511150phi,mia,MillLa01,rec_long,35,,,,,
player,201511150phi,mia,MillLa01,fumbles,0,,,,,
player,201511150phi,mia,MillLa01,fumbles_lost,0,,,,,
player,201511150phi,mia,LandJa00,pass_cmp,0,,,,,
player,201511150phi,mia,LandJa00,pass_att,0,,,,,
player,201511150phi,mia,LandJa00,pass_yds,0,,,,,
player,201511150phi,mia,LandJa00,pass_td,0,,,,,
player,201511150phi,mia,LandJa00,pass_int,0,,,,,
player,201511150phi,mia,LandJa00,pass_sacked,0,,,,,
player,201511150phi,mia,LandJa00,pass_sacked_yds,0,,,,,
player,201511150phi,mia,LandJa00,pass_long,0,,,,,
player,201511150phi,mia,LandJa00,pass_rating,,,,,,
player,201511150phi,mia,LandJa00,rush_att,1,,,,,
player,201511150phi,mia,LandJa00,rush_yds,6,,,,,
player,201511150phi,mia,LandJa00,rush_td,0,,,,,
player,201511150phi,mia,LandJa00,rush_long,6,,,,,
player,201511150phi,mia,LandJa00,targets,12,,,,,
player,201511150phi,mia,LandJa00,rec,7,,,,,
player,201511150phi,mia,LandJa00,rec_yds,52,,,,,
player,201511150phi,mia,LandJa00,rec_td,1,,,,,
player,201511150phi,mia,LandJa00,rec_long,18,,,,,
player,201511150phi,mia,LandJa00,fumbles,0,,,,,
player,201511150phi,mia,LandJa00,fumbles_lost,0,,,,,
player,201511150phi,mia,MattRi00,pass_cmp,0,,,,,
player,201511150phi,mia,MattRi00,pass_att,0,,,,,
player,201511150phi,mia,MattRi00,pass_yds,0,,,,,
player,201511150phi,mia,MattRi00,pass_td,0,,,,,
player,201511150phi,mia,MattRi00,pass_int,0,,,,,
player,201511150phi,mia,MattRi00,pass_sacked,0,,,,,
player,201511150phi,mia,MattRi00,pass_sacked_yds,0,,,,,
player,201511150phi,mia,MattRi00,pass_long,0,,,,,
player,201511150phi,mia,MattRi00,pass_rating,,,,,,
player,201511150phi,mia,MattRi00,rush_att,1,,,,,
player,201511150phi,mia,MattRi00,rush_yds,4,,,,,
player,201511150phi,mia,MattRi00,rush_td,0,,,,,
player,201511150phi,mia,MattRi00,rush_long,4,,,,,
player,201511150phi,mia,MattRi00,targets,6,,,,,
player,201511150phi,mia,MattRi00,rec,5,,,,,
player,201511150phi,mia,MattRi00,rec_yds,93,,,,,
player,201511150phi,mia,MattRi00,rec_td,0,,,,,
player,201511150phi,mia,MattRi00,rec_long,43,,,,,
player,201511150phi,mia,MattRi00,fumbles,0,,,,,
player,201511150phi,mia,MattRi00,fumbles_lost,0,,,,,
player,201511150phi,mia,JennGr00,pass_cmp,0,,,,,
player,201511150phi,mia,JennGr00,pass_att,0,,,,,
player,201511150phi,mia,JennGr00,pass_yds,0,,,,,
player,201511150phi,mia,JennGr00,pass_td,0,,,,,
player,201511150phi,mia,JennGr00,pass_int,0,,,,,
player,201511150phi,mia,JennGr00,pass_sacked,0,,,,,
player,201511150phi,mia,JennGr00,pass_sacked_yds,0,,,,,
player,201511150phi,mia,JennGr00,pass_long,0,,,,,
player,201511150phi,mia,JennGr00,pass_rating,,,,,,
player,201511150phi,mia,JennGr00,rush_att,0,,,,,
player,201511150phi,mia,JennGr00,rush_yds,0,,,,,
player,201511150phi,mia,JennGr00,rush_td,0,,,,,
player,201511150phi,mia,JennGr00,rush_long,0,,,,,
player,201511150phi,mia,JennGr00,targets,1,,,,,
player,201511150phi,mia,JennGr00,rec,1,,,,,
player,201511150phi,mia,JennGr00,rec_yds,9,,,,,
player,201511150phi,mia,JennGr00,rec_td,0,,,,,
player,201511150phi,mia,JennGr00,rec_long,9,,,,,
player,201511150phi,mia,JennGr00,fumbles,0,,,,,
player,201511150phi,mia,JennGr00,fumbles_lost,0,,,,,
player,201511150phi,mia,SimsDi00,pass_cmp,0,,,,,
player,201511150phi,mia,SimsDi00,pass_att,0,,,,,
player,201511150phi,mia,SimsDi00,pass_yds,0,,,,,
player,201511150phi,mia,SimsDi00,pass_td,0,,,,,
player,201511150phi,mia,SimsDi00,pass_int,0,,,,,
player,201511150phi,mia,SimsDi00,pass_sacked,0,,,,,
player,201511150phi,mia,SimsDi00,pass_sacked_yds,0,,,,,
player,201511150phi,mia,SimsDi00,pass_long,0,,,,,
player,201511150phi,mia,SimsDi00,pass_rating,,,,,,
player,201511150phi,mia,SimsDi00,rush_att,0,,,,,
player,201511150phi,mia,SimsDi00,rush_yds,0,,,,,
player,201511150phi,mia,SimsDi00,rush_td,0,,,,,
player,201511150phi,mia,SimsDi00,rush_long,0,,,,,
player,201511150phi,mia,SimsDi00,targets,1,,,,,
player,201511150phi,mia,SimsDi00,rec,1,,,,,
player,201511150phi,mia,SimsDi00,rec_yds,8,,,,,
player,201511150phi,mia,SimsDi00,rec_td,0,,,,,
player,201511150phi,mia,SimsDi00,rec_long,8,,,,,
player,201511150phi,mia,SimsDi00,fumbles,0,,,,,
player,201511150phi,mia,SimsDi00,fumbles_lost,0,,,,,
player,201511150phi,mia,CameJo00,pass_cmp,0,,,,,
player,201511150phi,mia,CameJo00,pass_att,0,,,,,
player,201511150phi,mia,CameJo00,pass_yds,0,,,,,
player,201511150phi,mia,CameJo00,pass_td,0,,,,,
player,201511150phi,mia,CameJo00,pass_int,0,,,,,
player,201511150phi,mia,CameJo00,pass_sacked,0,,,,,
player,201511150phi,mia,CameJo00,pass_sacked_yds,0,,,,,
player,201511150phi,mia,CameJo00,pass_long,0,,,,,
player,201511150phi,mia,CameJo00,pass_rating,,,,,,
player,201511150phi,mia,CameJo00,rush_att,0,,,,,
player,201511150phi,mia,CameJo00,rush_yds,0,,,,,
player,201511150phi,mia,CameJo00,rush_td,0,,,,,
player,201511150phi,mia,CameJo00,rush_long,0,,,,,
player,201511150phi,mia,CameJo00,targets,3,,,,,
player,201511150phi,mia,CameJo00,rec,1,,,,,
player,201511150phi,mia,CameJo00,rec_yds,5,,,,,
player,201511150phi,mia,CameJo00,rec_td,0,,,,,
player,201511150phi,mia,CameJo00,rec_long,5,,,,,
player,201511150phi,mia,CameJo00,fumbles,0,,,,,
player,201511150phi,mia,CameJo00,fumbles_lost,0,,,,,
player,201511150phi,mia,StilKe00,pass_cmp,0,,,,,
player,201511150phi,mia,StilKe00,pass_att,0,,,,,
player,201511150phi,mia,StilKe00,pass_yds,0,,,,,
player,201511150phi,mia,StilKe00,pass_td,0,,,,,
player,201511150phi,mia,StilKe00,pass_int,0,,,,,
player,201511150phi,mia,StilKe00,pass_sacked,0,,,,,
player,201511150phi,mia,StilKe00,pass_sacked_yds,0,,,,,
player,201511150phi,mia,StilKe00,pass_long,0,,,,,
player,201511150phi,mia,StilKe00,pass_rating,,,,,,
player,201511150phi,mia,StilKe00,rush_att,0,,,,,
player,201511150phi,mia,StilKe00,rush_yds,0,,,,,
player,201511150phi,mia,StilKe00,rush_td,0,,,,,
player,201511150phi,mia,StilKe00,rush_long,0,,,,,
player,201511150phi,mia,StilKe00,targets,4,,,,,
player,201511150phi,mia,StilKe00,rec,0,,,,,
player,201511150phi,mia,StilKe00,rec_yds,0,,,,,
player,201511150phi,mia,StilKe00,rec_td,0,,,,,
player,201511150phi,mia,StilKe00,rec_long,0,,,,,
player,201511150phi,mia,StilKe00,fumbles,0,,,,,
player,201511150phi,mia,StilKe00,fumbles_lost,0,,,,,
player,201511150phi,mia,WillDa05,pass_cmp,0,,,,,
player,201511150phi,mia,WillDa05,pass_att,0,,,,,
player,201511150phi,mia,WillDa05,pass_yds,0,,,,,
player,201511150phi,mia,WillDa05,pass_td,0,,,,,
player,201511150phi,mia,WillDa05,pass_int,0,,,,,
player,201511150phi,mia,WillDa05,pass_sacked,0,,,,,
player,201511150phi,mia,WillDa05,pass_sacked_yds,0,,,,,
player,201511150phi,mia,WillDa05,pass_long,0,,,,,
player,201511150phi,mia,WillDa05,pass_rating,,,,,,
player,201511150phi,mia,WillDa05,rush_att,0,,,,,
player,201511150phi,mia,WillDa05,rush_yds,0,,,,,
player,201511150phi,mia,WillDa05,rush_td,0,,,,,
player,201511150phi,mia,WillDa05,rush_long,0,,,,,
player,201511150phi,mia,WillDa05,targets,1,,,,,
player,201511150phi,mia,WillDa05,rec,0,,,,,
player,201511150phi,mia,WillDa05,rec_yds,0,,,,,
player,201511150phi,mia,WillDa05,rec_td,0,,,,,
player,201511150phi,mia,WillDa05,rec_long,0,,,,,
player,201511150phi,mia,WillDa05,fumbles,0,,,,,
player,201511150phi,mia,WillDa05,fumbles_lost,0,,,,,
player,201511150phi,phi,BradSa00,pass_cmp,19,,,,,
player,201511150phi,phi,BradSa00,pass_att,25,,,,,
player,201511150phi,phi,BradSa00,pass_yds,236,,,,,
player,201511150phi,phi,BradSa00,pass_td,1,,,,,
player,201511150phi,phi,BradSa00,pass_int,0,,,,,
player,201511150phi,phi,BradSa00,pass_sacked,4,,,,,
player,201511150phi,phi,BradSa00,pass_sacked_yds,39,,,,,
player,201511150phi,phi,BradSa00,pass_long,60,,,,,
player,201511150phi,phi,BradSa00,pass_rating,118.1,,,,,
player,201511150phi,phi,BradSa00,rush_att,1,,,,,
player,201511150phi,phi,BradSa00,rush_yds,0,,,,,
player,201511150phi,phi,BradSa00,rush_td,0,,,,,
player,201511150phi,phi,BradSa00,rush_long,0,,,,,
player,201511150phi,phi,BradSa00,targets,0,,,,,
player,201511150phi,phi,BradSa00,rec,0,,,,,
player,201511150phi,phi,BradSa00,rec_yds,0,,,,,
player,201511150phi,phi,BradSa00,rec_td,0,,,,,
player,201511150phi,phi,BradSa00,rec_long,0,,,,,
