game,2015,8,20151101,201511010den,gnb,"Green Bay Packers",10,den,"Denver Broncos",29
player,201511010den,gnb,PalmNa01,sacks,0.0,,,,,
player,201511010den,gnb,PalmNa01,tackles_combined,6,,,,,
player,201511010den,gnb,PalmNa01,tackles_solo,4,,,,,
player,201511010den,gnb,PalmNa01,tackles_assists,2,,,,,
player,201511010den,gnb,PalmNa01,tackles_loss,0,,,,,
player,201511010den,gnb,PalmNa01,qb_hits,0,,,,,
player,201511010den,gnb,PalmNa01,fumbles_rec,0,,,,,
player,201511010den,gnb,PalmNa01,fumbles_rec_yds,0,,,,,
player,201511010den,gnb,PalmNa01,fumbles_rec_td,0,,,,,
player,201511010den,gnb,PalmNa01,fumbles_forced,0,,,,,
player,201511010den,gnb,ClinHa00,def_int,0,,,,,
player,201511010den,gnb,ClinHa00,def_int_yds,0,,,,,
player,201511010den,gnb,ClinHa00,def_int_td,0,,,,,
player,201511010den,gnb,ClinHa00,def_int_long,0,,,,,
player,201511010den,gnb,ClinHa00,pass_defended,0,,,,,
player,201511010den,gnb,ClinHa00,sacks,0.0,,,,,
player,201511010den,gnb,ClinHa00,tackles_combined,5,,,,,
player,201511010den,gnb,ClinHa00,tackles_solo,4,,,,,
player,201511010den,gnb,ClinHa00,tackles_assists,1,,,,,
player,201511010den,gnb,ClinHa00,tackles_loss,0,,,,,
player,201511010den,gnb,ClinHa00,qb_hits,0,,,,,
player,201511010den,gnb,ClinHa00,fumbles_rec,0,,,,,
player,201511010den,gnb,ClinHa00,fumbles_rec_yds,0,,,,,
player,201511010den,gnb,ClinHa00,fumbles_rec_td,0,,,,,
player,201511010den,gnb,ClinHa00,fumbles_forced,0,,,,,
player,201511010den,gnb,JoneDa03,def_int,0,,,,,
player,201511010den,gnb,JoneDa03,def_int_yds,0,,,,,
player,201511010den,gnb,JoneDa03,def_int_td,0,,,,,
player,201511010den,gnb,JoneDa03,def_int_long,0,,,,,
player,201511010den,gnb,JoneDa03,pass_defended,0,,,,,
player,201511010den,gnb,JoneDa03,sacks,0.0,,,,,
player,201511010den,gnb,JoneDa03,tackles_combined,3,,,,,
player,201511010den,gnb,JoneDa03,tackles_solo,3,,,,,
player,201511010den,gnb,JoneDa03,tackles_assists,0,,,,,
player,201511010den,gnb,JoneDa03,tackles_loss,1,,,,,
player,201511010den,gnb,JoneDa03,qb_hits,0,,,,,
player,201511010den,gnb,JoneDa03,fumbles_rec,0,,,,,
player,201511010den,gnb,JoneDa03,fumbles_rec_yds,0,,,,,
player,201511010den,gnb,JoneDa03,fumbles_rec_td,0,,,,,
player,201511010den,gnb,JoneDa03,fumbles_forced,0,,,,,
player,201511010den,gnb,NealMi99,def_int,0,,,,,
player,201511010den,gnb,NealMi99,def_int_yds,0,,,,,
player,201511010den,gnb,NealMi99,def_int_td,0,,,,,
player,201511010den,gnb,NealMi99,def_int_long,0,,,,,
player,201511010den,gnb,NealMi99,pass_defended,0,,,,,
player,201511010den,gnb,NealMi99,sacks,0.0,,,,,
player,201511010den,gnb,NealMi99,tackles_combined,3,,,,,
player,201511010den,gnb,NealMi99,tackles_solo,3,,,,,
player,201511010den,gnb,NealMi99,tackles_assists,0,,,,,
player,201511010den,gnb,NealMi99,tackles_loss,2,,,,,
player,201511010den,gnb,NealMi99,qb_hits,0,,,,,
player,201511010den,gnb,NealMi99,fumbles_rec,0,,,,,
player,201511010den,gnb,NealMi99,fumbles_rec_yds,0,,,,,
player,201511010den,gnb,NealMi99,fumbles_rec_td,0,,,,,
player,201511010den,gnb,NealMi99,fumbles_forced,0,,,,,
player,201511010den,gnb,PennMi00,def_int,0,,,,,
player,201511010den,gnb,PennMi00,def_int_yds,0,,,,,
player,201511010den,gnb,PennMi00,def_int_td,0,,,,,
player,201511010den,gnb,PennMi00,def_int_long,0,,,,,
player,201511010den,gnb,PennMi00,pass_defended,0,,,,,
player,201511010den,gnb,PennMi00,sacks,0.0,,,,,
player,201511010den,gnb,PennMi00,tackles_combined,3,,,,,
player,201511010den,gnb,PennMi00,tackles_solo,3,,,,,
player,201511010den,gnb,PennMi00,tackles_assists,0,,,,,
player,201511010den,gnb,PennMi00,tackles_loss,0,,,,,
player,201511010den,gnb,PennMi00,qb_hits,0,,,,,
player,201511010den,gnb,PennMi00,fumbles_rec,0,,,,,
player,201511010den,gnb,PennMi00,fumbles_rec_yds,0,,,,,
player,201511010den,gnb,PennMi00,fumbles_rec_td,0,,,,,
player,201511010den,gnb,PennMi00,fumbles_forced,0,,,,,
player,201511010den,gnb,BurnMo99,def_int,0,,,,,
player,201511010den,gnb,BurnMo99,def_int_yds,0,,,,,
player,201511010den,gnb,BurnMo99,def_int_td,0,,,,,
player,201511010den,gnb,BurnMo99,def_int_long,0,,,,,
player,201511010den,gnb,BurnMo99,pass_defended,0,,,,,
player,201511010den,gnb,BurnMo99,sacks,0.0,,,,,
player,201511010den,gnb,BurnMo99,tackles_combined,2,,,,,
player,201511010den,gnb,BurnMo99,tackles_solo,2,,,,,
player,201511010den,gnb,BurnMo99,tackles_assists,0,,,,,
player,201511010den,gnb,BurnMo99,tackles_loss,0,,,,,
player,201511010den,gnb,BurnMo99,qb_hits,0,,,,,
player,201511010den,gnb,BurnMo99,fumbles_rec,0,,,,,
player,201511010den,gnb,BurnMo99,fumbles_rec_yds,0,,,,,
player,201511010den,gnb,BurnMo99,fumbles_rec_td,0,,,,,
player,201511010den,gnb,BurnMo99,fumbles_forced,0,,,,,
player,201511010den,gnb,DaniMi00,def_int,0,,,,,
player,201511010den,gnb,DaniMi00,def_int_yds,0,,,,,
player,201511010den,gnb,DaniMi00,def_int_td,0,,,,,
player,201511010den,gnb,DaniMi00,def_int_long,0,,,,,
player,201511010den,gnb,DaniMi00,pass_defended,0,,,,,
player,201511010den,gnb,DaniMi00,sacks,0.0,,,,,
player,201511010den,gnb,DaniMi00,tackles_combined,2,,,,,
player,201511010den,gnb,DaniMi00,tackles_solo,2,,,,,
player,201511010den,gnb,DaniMi00,tackles_assists,0,,,,,
player,201511010den,gnb,DaniMi00,tackles_loss,0,,,,,
player,201511010den,gnb,DaniMi00,qb_hits,1,,,,,
player,201511010den,gnb,DaniMi00,fumbles_rec,0,,,,,
player,201511010den,gnb,DaniMi00,fumbles_rec_yds,0,,,,,
player,201511010den,gnb,DaniMi00,fumbles_rec_td,0,,,,,
player,201511010den,gnb,DaniMi00,fumbles_forced,0,,,,,
player,201511010den,gnb,PerrNi00,def_int,0,,,,,
player,201511010den,gnb,PerrNi00,def_int_yds,0,,,,,
player,201511010den,gnb,PerrNi00,def_int_td,0,,,,,
player,201511010den,gnb,PerrNi00,def_int_long,0,,,,,
player,201511010den,gnb,PerrNi00,pass_defended,0,,,,,
player,201511010den,gnb,PerrNi00,sacks,0.0,,,,,
player,201511010den,gnb,PerrNi00,tackles_combined,2,,,,,
player,201511010den,gnb,PerrNi00,tackles_solo,0,,,,,
player,201511010den,gnb,PerrNi00,tackles_assists,2,,,,,
player,201511010den,gnb,PerrNi00,tackles_loss,0,,,,,
player,201511010den,gnb,PerrNi00,qb_hits,0,,,,,
player,201511010den,gnb,PerrNi00,fumbles_rec,0,,,,,
player,201511010den,gnb,PerrNi00,fumbles_rec_yds,0,,,,,
player,201511010den,gnb,PerrNi00,fumbles_rec_td,0,,,,,
player,201511010den,gnb,PerrNi00,fumbles_forced,0,,,,,
player,201511010den,gnb,RajiBJ99,def_int,0,,,,,
player,201511010den,gnb,RajiBJ99,def_int_yds,0,,,,,
player,201511010den,gnb,RajiBJ99,def_int_td,0,,,,,
player,201511010den,gnb,RajiBJ99,def_int_long,0,,,,,
player,201511010den,gnb,RajiBJ99,pass_defended,1,,,,,
player,201511010den,gnb,RajiBJ99,sacks,0.0,,,,,
player,201511010den,gnb,RajiBJ99,tackles_combined,2,,,,,
player,201511010den,gnb,RajiBJ99,tackles_solo,1,,,,,
player,201511010den,gnb,RajiBJ99,tackles_assists,1,,,,,
player,201511010den,gnb,RajiBJ99,tackles_loss,0,,,,,
player,201511010den,gnb,RajiBJ99,qb_hits,0,,,,,
player,201511010den,gnb,RajiBJ99,fumbles_rec,0,,,,,
player,201511010den,gnb,RajiBJ99,fumbles_rec_yds,0,,,,,
player,201511010den,gnb,RajiBJ99,fumbles_rec_td,0,,,,,
player,201511010den,gnb,RajiBJ99,fumbles_forced,0,,,,,
player,201511010den,gnb,RollQu00,def_int,0,,,,,
player,201511010den,gnb,RollQu00,def_int_yds,0,,,,,
player,201511010den,gnb,RollQu00,def_int_td,0,,,,,
player,201511010den,gnb,RollQu00,def_int_long,0,,,,,
player,201511010den,gnb,RollQu00,pass_defended,0,,,,,
player,201511010den,gnb,RollQu00,sacks,0.0,,,,,
player,201511010den,gnb,RollQu00,tackles_combined,2,,,,,
player,201511010den,gnb,RollQu00,tackles_solo,2,,,,,
player,201511010den,gnb,RollQu00,tackles_assists,0,,,,,
player,201511010den,gnb,RollQu00,tackles_loss,0,,,,,
player,201511010den,gnb,RollQu00,qb_hits,0,,,,,
player,201511010den,gnb,RollQu00,fumbles_rec,0,,,,,
player,201511010den,gnb,RollQu00,fumbles_rec_yds,0,,,,,
player,201511010den,gnb,RollQu00,fumbles_rec_td,0,,,,,
player,201511010den,gnb,RollQu00,fumbles_forced,0,,,,,
player,201511010den,gnb,BanjCh00,def_int,0,,,,,
player,201511010den,gnb,BanjCh00,def_int_yds,0,,,,,
player,201511010den,gnb,BanjCh00,def_int_td,0,,,,,
player,201511010den,gnb,BanjCh00,def_int_long,0,,,,,
player,201511010den,gnb,BanjCh00,pass_defended,0,,,,,
player,201511010den,gnb,BanjCh00,sacks,0.0,,,,,
player,201511010den,gnb,BanjCh00,tackles_combined,1,,,,,
player,201511010den,gnb,BanjCh00,tackles_solo,1,,,,,
player,201511010den,gnb,BanjCh00,tackles_assists,0,,,,,
player,201511010den,gnb,BanjCh00,tackles_loss,0,,,,,
player,201511010den,gnb,BanjCh00,qb_hits,0,,,,,
player,201511010den,gnb,BanjCh00,fumbles_rec,0,,,,,
player,201511010den,gnb,BanjCh00,fumbles_rec_yds,0,,,,,
player,201511010den,gnb,BanjCh00,fumbles_rec_td,0,,,,,
player,201511010den,gnb,BanjCh00,fumbles_forced,0,,,,,
player,201511010den,gnb,GuioLe99,def_int,0,,,,,
player,201511010den,gnb,GuioLe99,def_int_yds,0,,,,,
player,201511010den,gnb,GuioLe99,def_int_td,0,,,,,
player,201511010den,gnb,GuioLe99,def_int_long,0,,,,,
player,201511010den,gnb,GuioLe99,pass_defended,0,,,,,
player,201511010den,gnb,GuioLe99,sacks,0.0,,,,,
player,201511010den,gnb,GuioLe99,tackles_combined,1,,,,,
player,201511010den,gnb,GuioLe99,tackles_solo,0,,,,,
player,201511010den,gnb,GuioLe99,tackles_assists,1,,,,,
player,201511010den,gnb,GuioLe99,tackles_loss,0,,,,,
player,201511010den,gnb,GuioLe99,qb_hits,0,,,,,
player,201511010den,gnb,GuioLe99,fumbles_rec,0,,,,,
player,201511010den,gnb,GuioLe99,fumbles_rec_yds,0,,,,,
player,201511010den,gnb,GuioLe99,fumbles_rec_td,0,,,,,
player,201511010den,gnb,GuioLe99,fumbles_forced,0,,,,,
player,201511010den,gnb,PeppJu99,def_int,0,,,,,
player,201511010den,gnb,PeppJu99,def_int_yds,0,,,,,
player,201511010den,gnb,PeppJu99,def_int_td,0,,,,,
player,201511010den,gnb,PeppJu99,def_int_long,0,,,,,
player,201511010den,gnb,PeppJu99,pass_defended,0,,,,,
player,201511010den,gnb,PeppJu99,sacks,0.0,,,,,
player,201511010den,gnb,PeppJu99,tackles_combined,1,,,,,
player,201511010den,gnb,PeppJu99,tackles_solo,0,,,,,
player,201511010den,gnb,PeppJu99,tackles_assists,1,,,,,
player,201511010den,gnb,PeppJu99,tackles_loss,0,,,,,
player,201511010den,gnb,PeppJu99,qb_hits,0,,,,,
player,201511010den,gnb,PeppJu99,fumbles_rec,0,,,,,
player,201511010den,gnb,PeppJu99,fumbles_rec_yds,0,,,,,
player,201511010den,gnb,PeppJu99,fumbles_rec_td,0,,,,,
player,201511010den,gnb,PeppJu99,fumbles_forced,0,,,,,
player,201511010den,gnb,RyanJa00,def_int,0,,,,,
player,201511010den,gnb,RyanJa00,def_int_yds,0,,,,,
player,201511010den,gnb,RyanJa00,def_int_td,0,,,,,
player,201511010den,gnb,RyanJa00,def_int_long,0,,,,,
player,201511010den,gnb,RyanJa00,pass_defended,0,,,,,
player,201511010den,gnb,RyanJa00,sacks,0.0,,,,,
player,201511010den,gnb,RyanJa00,tackles_combined,1,,,,,
player,201511010den,gnb,RyanJa00,tackles_solo,1,,,,,
player,201511010den,gnb,RyanJa00,tackles_assists,0,,,,,
player,201511010den,gnb,RyanJa00,tackles_loss,0,,,,,
player,201511010den,gnb,RyanJa00,qb_hits,0,,,,,
player,201511010den,gnb,RyanJa00,fumbles_rec,0,,,,,
player,201511010den,gnb,RyanJa00,fumbles_rec_yds,0,,,,,
player,201511010den,gnb,RyanJa00,fumbles_rec_td,0,,,,,
player,201511010den,gnb,RyanJa00,fumbles_forced,0,,,,,
player,201511010den,gnb,ThomJo04,def_int,0,,,,,
player,201511010den,gnb,ThomJo04,def_int_yds,0,,,,,
player,201511010den,gnb,ThomJo04,def_int_td,0,,,,,
player,201511010den,gnb,ThomJo04,def_int_long,0,,,,,
player,201511010den,gnb,ThomJo04,pass_defended,0,,,,,
player,201511010den,gnb,ThomJo04,sacks,0.0,,,,,
player,201511010den,gnb,ThomJo04,tackles_combined,1,,,,,
player,201511010den,gnb,ThomJo04,tackles_solo,1,,,,,
player,201511010den,gnb,ThomJo04,tackles_assists,0,,,,,
player,201511010den,gnb,ThomJo04,tackles_loss,1,,,,,
player,201511010den,gnb,ThomJo04,qb_hits,0,,,,,
player,201511010den,gnb,ThomJo04,fumbles_rec,0,,,,,
player,201511010den,gnb,ThomJo04,fumbles_rec_yds,0,,,,,
player,201511010den,gnb,ThomJo04,fumbles_rec_td,0,,,,,
player,201511010den,gnb,ThomJo04,fumbles_forced,0,,,,,
player,201511010den,gnb,GoodDe00,def_int,0,,,,,
player,201511010den,gnb,GoodDe00,def_int_yds,0,,,,,
player,201511010den,gnb,GoodDe00,def_int_td,0,,,,,
player,201511010den,gnb,GoodDe00,def_int_long,0,,,,,
player,201511010den,gnb,GoodDe00,pass_defended,1,,,,,
player,201511010den,gnb,GoodDe00,sacks,0.0,,,,,
player,201511010den,gnb,GoodDe00,tackles_combined,0,,,,,
player,201511010den,gnb,GoodDe00,tackles_solo,0,,,,,
player,201511010den,gnb,GoodDe00,tackles_assists,0,,,,,
player,201511010den,gnb,GoodDe00,tackles_loss,0,,,,,
player,201511010den,gnb,GoodDe00,qb_hits,0,,,,,
player,201511010den,gnb,GoodDe00,fumbles_rec,0,,,,,
player,201511010den,gnb,GoodDe00,fumbles_rec_yds,0,,,,,
player,201511010den,gnb,GoodDe00,fumbles_rec_td,0,,,,,
player,201511010den,gnb,GoodDe00,fumbles_forced,0,,,,,
player,201511010den,den,WareDe99,def_int,0,,,,,
player,201511010den,den,WareDe99,def_int_yds,0,,,,,
player,201511010den,den,WareDe99,def_int_td,0,,,,,
player,201511010den,den,WareDe99,def_int_long,0,,,,,
player,201511010den,den,WareDe99,pass_defended,0,,,,,
player,201511010den,den,WareDe99,sacks,1.0,,,,,
player,201511010den,den,WareDe99,tackles_combined,3,,,,,
player,201511010den,den,WareDe99,tackles_solo,2,,,,,
player,201511010den,den,WareDe99,tackles_assists,1,,,,,
player,201511010den,den,WareDe99,tackles_loss,0,,,,,
player,201511010den,den,WareDe99,qb_hits,2,,,,,
player,201511010den,den,WareDe99,fumbles_rec,0,,,,,
player,201511010den,den,WareDe99,fumbles_rec_yds,0,,,,,
player,201511010den,den,WareDe99,fumbles_rec_td,0,,,,,
player,201511010den,den,WareDe99,fumbles_forced,1,,,,,
player,201511010den,den,MillVo00,def_int,0,,,,,
player,201511010den,den,MillVo00,def_int_yds,0,,,,,
player,201511010den,den,MillVo00,def_int_td,0,,,,,
player,201511010den,den,MillVo00,def_int_long,0,,,,,
player,201511010den,den,MillVo00,pass_defended,0,,,,,
player,201511010den,den,MillVo00,sacks,1.0,,,,,
player,201511010den,den,MillVo00,tackles_combined,1,,,,,
player,201511010den,den,MillVo00,tackles_solo,1,,,,,
player,201511010den,den,MillVo00,tackles_assists,0,,,,,
player,201511010den,den,MillVo00,tackles_loss,1,,,,,
player,201511010den,den,MillVo00,qb_hits,2,,,,,
player,201511010den,den,MillVo00,fumbles_rec,0,,,,,
player,201511010den,den,MillVo00,fumbles_rec_yds,0,,,,,
player,201511010den,den,MillVo00,fumbles_rec_td,0,,,,,
player,201511010den,den,MillVo00,fumbles_forced,0,,,,,
player,201511010den,den,SmitAn22,def_int,0,,,,,
player,201511010den,den,SmitAn22,def_int_yds,0,,,,,
player,201511010den,den,SmitAn22,def_int_td,0,,,,,
player,201511010den,den,SmitAn22,def_int_long,0,,,,,
player,201511010den,den,SmitAn22,pass_defended,0,,,,,
player,201511010den,den,SmitAn22,sacks,1.0,,,,,
player,201511010den,den,SmitAn22,tackles_combined,1,,,,,
player,201511010den,den,SmitAn22,tackles_solo,1,,,,,
player,201511010den,den,SmitAn22,tackles_assists,0,,,,,
player,201511010den,den,SmitAn22,tackles_loss,1,,,,,
player,201511010den,den,SmitAn22,qb_hits,1,,,,,
player,201511010den,den,SmitAn22,fumbles_rec,0,,,,,
player,201511010den,den,SmitAn22,fumbles_rec_yds,0,,,,,
player,201511010den,den,SmitAn22,fumbles_rec_td,0,,,,,
player,201511010den,den,SmitAn22,fumbles_forced,0,,,,,
player,201511010den,den,WolfDe00,def_int,0,,,,,
player,201511010den,den,WolfDe00,def_int_yds,0,,,,,
player,201511010den,den,WolfDe00,def_int_td,0,,,,,
player,201511010den,den,WolfDe00,def_int_long,0,,,,,
player,201511010den,den,WolfDe00,pass_defended,0,,,,,
player,201511010den,den,WolfDe00,sacks,0.0,,,,,
player,201511010den,den,WolfDe00,tackles_combined,7,,,,,
player,201511010den,den,WolfDe00,tackles_solo,3,,,,,
player,201511010den,den,WolfDe00,tackles_assists,4,,,,,
player,201511010den,den,WolfDe00,tackles_loss,1,,,,,
player,201511010den,den,WolfDe00,qb_hits,0,,,,,
player,201511010den,den,WolfDe00,fumbles_rec,0,,,,,
player,201511010den,den,WolfDe00,fumbles_rec_yds,0,,,,,
player,201511010den,den,WolfDe00,fumbles_rec_td,0,,,,,
player,201511010den,den,WolfDe00,fumbles_forced,0,,,,,
player,201511010den,den,MarsBr01,def_int,0,,,,,
player,201511010den,den,MarsBr01,def_int_yds,0,,,,,
player,201511010den,den,MarsBr01,def_int_td,0,,,,,
player,201511010den,den,MarsBr01,def_int_long,0,,,,,
player,201511010den,den,MarsBr01,pass_defended,0,,,,,
player,201511010den,den,MarsBr01,sacks,0.0,,,,,
player,201511010den,den,MarsBr01,tackles_combined,6,,,,,
player,201511010den,den,MarsBr01,tackles_solo,6,,,,,
player,201511010den,den,MarsBr01,tackles_assists,0,,,,,
player,201511010den,den,MarsBr01,tackles_loss,1,,,,,
player,201511010den,den,MarsBr01,qb_hits,0,,,,,
player,201511010den,den,MarsBr01,fumbles_rec,0,,,,,
player,201511010den,den,MarsBr01,fumbles_rec_yds,0,,,,,
player,201511010den,den,MarsBr01,fumbles_rec_td,0,,,,,
player,201511010den,den,MarsBr01,fumbles_forced,1,,,,,
player,201511010den,den,HarrCh01,def_int,0,,,,,
player,201511010den,den,HarrCh01,def_int_yds,0,,,,,
player,201511010den,den,HarrCh01,def_int_td,0,,,,,
player,201511010den,den,HarrCh01,def_int_long,0,,,,,
player,201511010den,den,HarrCh01,pass_defended,0,,,,,
player,201511010den,den,HarrCh01,sacks,0.0,,,,,
player,201511010den,den,HarrCh01,tackles_combined,5,,,,,
player,201511010den,den,HarrCh01,tackles_solo,3,,,,,
player,201511010den,den,HarrCh01,tackles_assists,2,,,,,
player,201511010den,den,HarrCh01,tackles_loss,0,,,,,
player,201511010den,den,HarrCh01,qb_hits,0,,,,,
player,201511010den,den,HarrCh01,fumbles_rec,0,,,,,
player,201511010den,den,HarrCh01,fumbles_rec_yds,0,,,,,
player,201511010den,den,HarrCh01,fumbles_rec_td,0,,,,,
player,201511010den,den,HarrCh01,fumbles_forced,1,,,,,
player,201511010den,den,BarrSh00,def_int,0,,,,,
player,201511010den,den,BarrSh00,def_int_yds,0,,,,,
player,201511010den,den,BarrSh00,def_int_td,0,,,,,
player,201511010den,den,BarrSh00,def_int_long,0,,,,,
player,201511010den,den,BarrSh00,pass_defended,0,,,,,
player,201511010den,den,BarrSh00,sacks,0.0,,,,,
player,201511010den,den,BarrSh00,tackles_combined,3,,,,,
player,201511010den,den,BarrSh00,tackles_solo,1,,,,,
player,201511010den,den,BarrSh00,tackles_assists,2,,,,,
player,201511010den,den,BarrSh00,tackles_loss,0,,,,,
player,201511010den,den,BarrSh00,qb_hits,1,,,,,
player,201511010den,den,BarrSh00,fumbles_rec,0,,,,,
player,201511010den,den,BarrSh00,fumbles_rec_yds,0,,,,,
player,201511010den,den,BarrSh00,fumbles_rec_td,0,,,,,
player,201511010den,den,BarrSh00,fumbles_forced,0,,,,,
player,201511010den,den,McCrLe01,def_int,0,,,,,
player,201511010den,den,McCrLe01,def_int_yds,0,,,,,
player,201511010den,den,McCrLe01,def_int_td,0,,,,,
player,201511010den,den,McCrLe01,def_int_long,0,,,,,
player,201511010den,den,McCrLe01,pass_defended,0,,,,,
player,201511010den,den,McCrLe01,sacks,0.0,,,,,
player,201511010den,den,McCrLe01,tackles_combined,3,,,,,
player,201511010den,den,McCrLe01,tackles_solo,1,,,,,
player,201511010den,den,McCrLe01,tackles_assists,2,,,,,
player,201511010den,den,McCrLe01,tackles_loss,1,,,,,
player,201511010den,den,McCrLe01,qb_hits,0,,,,,
player,201511010den,den,McCrLe01,fumbles_rec,0,,,,,
player,201511010den,den,McCrLe01,fumbles_rec_yds,0,,,,,
player,201511010den,den,McCrLe01,fumbles_rec_td,0,,,,,
player,201511010den,den,McCrLe01,fumbles_forced,0,,,,,
player,201511010den,den,StewDa00,def_int,0,,,,,
player,201511010den,den,StewDa00,def_int_yds,0,,,,,
player,201511010den,den,StewDa00,def_int_td,0,,,,,
player,201511010den,den,StewDa00,def_int_long,0,,,,,
player,201511010den,den,StewDa00,pass_defended,0,,,,,
player,201511010den,den,StewDa00,sacks,0.0,,,,,
player,201511010den,den,StewDa00,tackles_combined,3,,,,,
player,201511010den,den,StewDa00,tackles_solo,3,,,,,
player,201511010den,den,StewDa00,tackles_assists,0,,,,,
player,201511010den,den,StewDa00,tackles_loss,0,,,,,
player,201511010den,den,StewDa00,qb_hits,0,,,,,
player,201511010den,den,StewDa00,fumbles_rec,0,,,,,
player,201511010den,den,StewDa00,fumbles_rec_yds,0,,,,,
player,201511010den,den,StewDa00,fumbles_rec_td,0,,,,,
player,201511010den,den,StewDa00,fumbles_forced,0,,,,,
player,201511010den,den,WardT.99,def_int,0,,,,,
player,201511010den,den,WardT.99,def_int_yds,0,,,,,
player,201511010den,den,WardT.99,def_int_td,0,,,,,
player,201511010den,den,WardT.99,def_int_long,0,,,,,
player,201511010den,den,WardT.99,pass_defended,0,,,,,
player,201511010den,den,WardT.99,sacks,0.0,,,,,
player,201511010den,den,WardT.99,tackles_combined,3,,,,,
player,201511010den,den,WardT.99,tackles_solo,2,,,,,
player,201511010den,den,WardT.99,tackles_assists,1,,,,,
player,201511010den,den,WardT.99,tackles_loss,0,,,,,
player,201511010den,den,WardT.99,qb_hits,0,,,,,
player,201511010den,den,WardT.99,fumbles_rec,0,,,,,
player,201511010den,den,WardT.99,fumbles_rec_yds,0,,,,,
player,201511010den,den,WardT.99,fumbles_rec_td,0,,,,,
player,201511010den,den,WardT.99,fumbles_forced,0,,,,,
player,201511010den,den,WillSy00,def_int,0,,,,,
player,201511010den,den,WillSy00,def_int_yds,0,,,,,
player,201511010den,den,WillSy00,def_int_td,0,,,,,
player,201511010den,den,WillSy00,def_int_long,0,,,,,
player,201511010den,den,WillSy00,pass_defended,0,,,,,
player,201511010den,den,WillSy00,sacks,0.0,,,,,
player,201511010den,den,WillSy00,tackles_combined,3,,,,,
player,201511010den,den,WillSy00,tackles_solo,2,,,,,
player,201511010den,den,WillSy00,tackles_assists,1,,,,,
player,201511010den,den,WillSy00,tackles_loss,0,,,,,
player,201511010den,den,WillSy00,qb_hits,0,,,,,
player,201511010den,den,WillSy00,fumbles_rec,0,,,,,
player,201511010den,den,WillSy00,fumbles_rec_yds,0,,,,,
player,201511010den,den,WillSy00,fumbles_rec_td,0,,,,,
player,201511010den,den,WillSy00,fumbles_forced,0,,,,,
player,201511010den,den,JackMa02,def_int,0,,,,,
player,201511010den,den,JackMa02,def_int_yds,0,,,,,
player,201511010den,den,JackMa02,def_int_td,0,,,,,
player,201511010den,den,JackMa02,def_int_long,0,,,,,
player,201511010den,den,JackMa02,pass_defended,1,,,,,
player,201511010den,den,JackMa02,sacks,0.0,,,,,
player,201511010den,den,JackMa02,tackles_combined,2,,,,,
player,201511010den,den,JackMa02,tackles_solo,1,,,,,
player,201511010den,den,JackMa02,tackles_assists,1,,,,,
player,201511010den,den,JackMa02,tackles_loss,1,,,,,
player,201511010den,den,JackMa02,qb_hits,0,,,,,
player,201511010den,den,JackMa02,fumbles_rec,0,,,,,
player,201511010den,den,JackMa02,fumbles_rec_yds,0,,,,,
player,201511010den,den,JackMa02,fumbles_rec_td,0,,,,,
player,201511010den,den,JackMa02,fumbles_forced,0,,,,,
player,201511010den,den,TrevDa00,def_int,0,,,,,
player,201511010den,den,TrevDa00,def_int_yds,0,,,,,
player,201511010den,den,TrevDa00,def_int_td,0,,,,,
player,201511010den,den,TrevDa00,def_int_long,0,,,,,
player,201511010den,den,TrevDa00,pass_defended,0,,,,,
player,201511010den,den,TrevDa00,sacks,0.0,,,,,
player,201511010den,den,TrevDa00,tackles_combined,2,,,,,
player,201511010den,den,TrevDa00,tackles_solo,1,,,,,
player,201511010den,den,TrevDa00,tackles_assists,1,,,,,
player,201511010den,den,TrevDa00,tackles_loss,0,,,,,
player,201511010den,den,TrevDa00,qb_hits,1,,,,,
player,201511010den,den,TrevDa00,fumbles_rec,0,,,,,
player,201511010den,den,TrevDa00,fumbles_rec_yds,0,,,,,
player,201511010den,den,TrevDa00,fumbles_rec_td,0,,,,,
player,201511010den,den,TrevDa00,fumbles_forced,0,,,,,
player,201511010den,den,WalkVa99,def_int,0,,,,,
player,201511010den,den,WalkVa99,def_int_yds,0,,,,,
player,201511010den,den,WalkVa99,def_int_td,0,,,,,
player,201511010den,den,WalkVa99,def_int_long,0,,,,,
player,201511010den,den,WalkVa99,pass_defended,0,,,,,
player,201511010den,den,WalkVa99,sacks,0.0,,,,,
player,201511010den,den,WalkVa99,tackles_combined,2,,,,,
player,201511010den,den,WalkVa99,tackles_solo,1,,,,,
player,201511010den,den,WalkVa99,tackles_assists,1,,,,,
player,201511010den,den,WalkVa99,tackles_loss,0,,,,,
player,201511010den,den,WalkVa99,qb_hits,0,,,,,
player,201511010den,den,WalkVa99,fumbles_rec,0,,,,,
player,201511010den,den,WalkVa99,fumbles_rec_yds,0,,,,,
player,201511010den,den,WalkVa99,fumbles_rec_td,0,,,,,
player,201511010den,den,WalkVa99,fumbles_forced,0,,,,,
player,201511010den,den,BoldOm00,def_int,0,,,,,
player,201511010den,den,BoldOm00,def_int_yds,0,,,,,
player,201511010den,den,BoldOm00,def_int_td,0,,,,,
player,201511010den,den,BoldOm00,def_int_long,0,,,,,
player,201511010den,den,BoldOm00,pass_defended,0,,,,,
player,201511010den,den,BoldOm00,sacks,0.0,,,,,
player,201511010den,den,BoldOm00,tackles_combined,1,,,,,
