game,2015,17,20160103,201601030kan,rai,"Oakland Raiders",17,kan,"Kansas City Chiefs",23
team,201601030kan,rai,First Downs,14,,,,,,
team,201601030kan,kan,First Downs,23,,,,,,
team,201601030kan,rai,Rush-Yds-TDs,16-48-0,,,,,,
team,201601030kan,kan,Rush-Yds-TDs,39-189-1,,,,,,
team,201601030kan,rai,Cmp-Att-Yd-TD-INT,21-33-194-1-1,,,,,,
team,201601030kan,kan,Cmp-Att-Yd-TD-INT,15-25-159-2-2,,,,,,
team,201601030kan,rai,Sacked-Yards,6-37,,,,,,
team,201601030kan,kan,Sacked-Yards,1-9,,,,,,
team,201601030kan,rai,Net Pass Yards,157,,,,,,
team,201601030kan,kan,Net Pass Yards,150,,,,,,
team,201601030kan,rai,Total Yards,205,,,,,,
team,201601030kan,kan,Total Yards,339,,,,,,
team,201601030kan,rai,Fumbles-Lost,2-0,,,,,,
team,201601030kan,kan,Fumbles-Lost,0-0,,,,,,
team,201601030kan,rai,Turnovers,1,,,,,,
team,201601030kan,kan,Turnovers,2,,,,,,
team,201601030kan,rai,Penalties-Yards,7-59,,,,,,
team,201601030kan,kan,Penalties-Yards,5-55,,,,,,
team,201601030kan,rai,Third Down Conv.,3-14,,,,,,
team,201601030kan,kan,Third Down Conv.,6-13,,,,,,
team,201601030kan,rai,Fourth Down Conv.,1-1,,,,,,
team,201601030kan,kan,Fourth Down Conv.,1-2,,,,,,
team,201601030kan,rai,Time of Possession,25:05,,,,,,
team,201601030kan,kan,Time of Possession,34:55,,,,,,
player,201601030kan,rai,CarrDe02,pass_cmp,21,,,,,
player,201601030kan,rai,CarrDe02,pass_att,33,,,,,
player,201601030kan,rai,CarrDe02,pass_yds,194,,,,,
player,201601030kan,rai,CarrDe02,pass_td,1,,,,,
player,201601030kan,rai,CarrDe02,pass_int,1,,,,,
player,201601030kan,rai,CarrDe02,pass_sacked,6,,,,,
player,201601030kan,rai,CarrDe02,pass_sacked_yds,37,,,,,
player,201601030kan,rai,CarrDe02,pass_long,31,,,,,
player,201601030kan,rai,CarrDe02,pass_rating,77.1,,,,,
player,201601030kan,rai,CarrDe02,rush_att,2,,,,,
player,201601030kan,rai,CarrDe02,rush_yds,12,,,,,
player,201601030kan,rai,CarrDe02,rush_td,0,,,,,
player,201601030kan,rai,CarrDe02,rush_long,7,,,,,
player,201601030kan,rai,CarrDe02,targets,0,,,,,
player,201601030kan,rai,CarrDe02,rec,0,,,,,
player,201601030kan,rai,CarrDe02,rec_yds,0,,,,,
player,201601030kan,rai,CarrDe02,rec_td,0,,,,,
player,201601030kan,rai,CarrDe02,rec_long,0,,,,,
player,201601030kan,rai,CarrDe02,fumbles,2,,,,,
player,201601030kan,rai,CarrDe02,fumbles_lost,0,,,,,
player,201601030kan,rai,MurrLa00,pass_cmp,0,,,,,
player,201601030kan,rai,MurrLa00,pass_att,0,,,,,
player,201601030kan,rai,MurrLa00,pass_yds,0,,,,,
player,201601030kan,rai,MurrLa00,pass_td,0,,,,,
player,201601030kan,rai,MurrLa00,pass_int,0,,,,,
player,201601030kan,rai,MurrLa00,pass_sacked,,,,,,
player,201601030kan,rai,MurrLa00,pass_sacked_yds,0,,,,,
player,201601030kan,rai,MurrLa00,pass_long,0,,,,,
player,201601030kan,rai,MurrLa00,pass_rating,,,,,,
player,201601030kan,rai,MurrLa00,rush_att,11,,,,,
player,201601030kan,rai,MurrLa00,rush_yds,31,,,,,
player,201601030kan,rai,MurrLa00,rush_td,0,,,,,
player,201601030kan,rai,MurrLa00,rush_long,9,,,,,
player,201601030kan,rai,MurrLa00,targets,6,,,,,
player,201601030kan,rai,MurrLa00,rec,4,,,,,
player,201601030kan,rai,MurrLa00,rec_yds,25,,,,,
player,201601030kan,rai,MurrLa00,rec_td,0,,,,,
player,201601030kan,rai,MurrLa00,rec_long,11,,,,,
player,201601030kan,rai,MurrLa00,fumbles,0,,,,,
player,201601030kan,rai,MurrLa00,fumbles_lost,0,,,,,
player,201601030kan,rai,HeluRo00,pass_cmp,0,,,,,
player,201601030kan,rai,HeluRo00,pass_att,0,,,,,
