game,2015,4,20151004,201510040den,min,"Minnesota Vikings",20,den,"Denver Broncos",23
player,201510040den,min,RudoKy00,targets,4,,,,,
player,201510040den,min,RudoKy00,rec,2,,,,,
player,201510040den,min,RudoKy00,rec_yds,7,,,,,
player,201510040den,min,RudoKy00,rec_td,0,,,,,
player,201510040den,min,RudoKy00,rec_long,6,,,,,
player,201510040den,min,RudoKy00,fumbles,0,,,,,
player,201510040den,min,RudoKy00,fumbles_lost,0,,,,,
player,201510040den,min,PruiMy00,pass_cmp,0,,,,,
player,201510040den,min,PruiMy00,pass_att,0,,,,,
player,201510040den,min,PruiMy00,pass_yds,0,,,,,
player,201510040den,min,PruiMy00,pass_td,0,,,,,
player,201510040den,min,PruiMy00,pass_int,0,,,,,
player,201510040den,min,PruiMy00,pass_sacked,0,,,,,
player,201510040den,min,PruiMy00,pass_sacked_yds,0,,,,,
player,201510040den,min,PruiMy00,pass_long,0,,,,,
player,201510040den,min,PruiMy00,pass_rating,,,,,,
player,201510040den,min,PruiMy00,rush_att,0,,,,,
player,201510040den,min,PruiMy00,rush_yds,0,,,,,
player,201510040den,min,PruiMy00,rush_td,0,,,,,
player,201510040den,min,PruiMy00,rush_long,0,,,,,
player,201510040den,min,PruiMy00,targets,1,,,,,
player,201510040den,min,PruiMy00,rec,0,,,,,
player,201510040den,min,PruiMy00,rec_yds,0,,,,,
player,201510040den,min,PruiMy00,rec_td,0,,,,,
player,201510040den,min,PruiMy00,rec_long,0,,,,,
player,201510040den,min,PruiMy00,fumbles,0,,,,,
player,201510040den,min,PruiMy00,fumbles_lost,0,,,,,
player,201510040den,min,LineZa01,pass_cmp,0,,,,,
player,201510040den,min,LineZa01,pass_att,0,,,,,
player,201510040den,min,LineZa01,pass_yds,0,,,,,
player,201510040den,min,LineZa01,pass_td,0,,,,,
player,201510040den,min,LineZa01,pass_int,0,,,,,
player,201510040den,min,LineZa01,pass_sacked,0,,,,,
player,201510040den,min,LineZa01,pass_sacked_yds,0,,,,,
player,201510040den,min,LineZa01,pass_long,0,,,,,
player,201510040den,min,LineZa01,pass_rating,,,,,,
player,201510040den,min,LineZa01,rush_att,0,,,,,
player,201510040den,min,LineZa01,rush_yds,0,,,,,
player,201510040den,min,LineZa01,rush_td,0,,,,,
player,201510040den,min,LineZa01,rush_long,0,,,,,
player,201510040den,min,LineZa01,targets,1,,,,,
player,201510040den,min,LineZa01,rec,0,,,,,
player,201510040den,min,LineZa01,rec_yds,0,,,,,
player,201510040den,min,LineZa01,rec_td,0,,,,,
player,201510040den,min,LineZa01,rec_long,0,,,,,
player,201510040den,min,LineZa01,fumbles,0,,,,,
player,201510040den,min,LineZa01,fumbles_lost,0,,,,,
player,201510040den,den,MannPe00,pass_cmp,17,,,,,
player,201510040den,den,MannPe00,pass_att,27,,,,,
player,201510040den,den,MannPe00,pass_yds,213,,,,,
player,201510040den,den,MannPe00,pass_td,1,,,,,
player,201510040den,den,MannPe00,pass_int,2,,,,,
player,201510040den,den,MannPe00,pass_sacked,2,,,,,
player,201510040den,den,MannPe00,pass_sacked_yds,13,,,,,
player,201510040den,den,MannPe00,pass_long,43,,,,,
player,201510040den,den,MannPe00,pass_rating,68.9,,,,,
player,201510040den,den,MannPe00,rush_att,2,,,,,
player,201510040den,den,MannPe00,rush_yds,-2,,,,,
player,201510040den,den,MannPe00,rush_td,0,,,,,
player,201510040den,den,MannPe00,rush_long,-1,,,,,
player,201510040den,den,MannPe00,targets,0,,,,,
player,201510040den,den,MannPe00,rec,0,,,,,
player,201510040den,den,MannPe00,rec_yds,0,,,,,
player,201510040den,den,MannPe00,rec_td,0,,,,,
player,201510040den,den,MannPe00,rec_long,0,,,,,
player,201510040den,den,MannPe00,fumbles,0,,,,,
player,201510040den,den,MannPe00,fumbles_lost,0,,,,,
player,201510040den,den,HillRo00,pass_cmp,0,,,,,
player,201510040den,den,HillRo00,pass_att,0,,,,,
player,201510040den,den,HillRo00,pass_yds,0,,,,,
player,201510040den,den,HillRo00,pass_td,0,,,,,
player,201510040den,den,HillRo00,pass_int,0,,,,,
player,201510040den,den,HillRo00,pass_sacked,0,,,,,
player,201510040den,den,HillRo00,pass_sacked_yds,0,,,,,
player,201510040den,den,HillRo00,pass_long,0,,,,,
player,201510040den,den,HillRo00,pass_rating,,,,,,
player,201510040den,den,HillRo00,rush_att,11,,,,,
player,201510040den,den,HillRo00,rush_yds,103,,,,,
player,201510040den,den,HillRo00,rush_td,1,,,,,
player,201510040den,den,HillRo00,rush_long,72,,,,,
player,201510040den,den,HillRo00,targets,1,,,,,
player,201510040den,den,HillRo00,rec,1,,,,,
player,201510040den,den,HillRo00,rec_yds,5,,,,,
player,201510040den,den,HillRo00,rec_td,0,,,,,
player,201510040den,den,HillRo00,rec_long,5,,,,,
player,201510040den,den,HillRo00,fumbles,0,,,,,
player,201510040den,den,HillRo00,fumbles_lost,0,,,,,
player,201510040den,den,AndeC.00,pass_cmp,0,,,,,
player,201510040den,den,AndeC.00,pass_att,0,,,,,
player,201510040den,den,AndeC.00,pass_yds,0,,,,,
player,201510040den,den,AndeC.00,pass_td,0,,,,,
player,201510040den,den,AndeC.00,pass_int,0,,,,,
player,201510040den,den,AndeC.00,pass_sacked,0,,,,,
player,201510040den,den,AndeC.00,pass_sacked_yds,0,,,,,
player,201510040den,den,AndeC.00,pass_long,0,,,,,
player,201510040den,den,AndeC.00,pass_rating,,,,,,
player,201510040den,den,AndeC.00,rush_att,11,,,,,
player,201510040den,den,AndeC.00,rush_yds,43,,,,,
player,201510040den,den,AndeC.00,rush_td,0,,,,,
player,201510040den,den,AndeC.00,rush_long,13,,,,,
player,201510040den,den,AndeC.00,targets,1,,,,,
player,201510040den,den,AndeC.00,rec,1,,,,,
player,201510040den,den,AndeC.00,rec_yds,27,,,,,
player,201510040den,den,AndeC.00,rec_td,0,,,,,
player,201510040den,den,AndeC.00,rec_long,27,,,,,
player,201510040den,den,AndeC.00,fumbles,0,,,,,
player,201510040den,den,AndeC.00,fumbles_lost,0,,,,,
player,201510040den,den,ThomDe03,pass_cmp,0,,,,,
player,201510040den,den,ThomDe03,pass_att,0,,,,,
player,201510040den,den,ThomDe03,pass_yds,0,,,,,
player,201510040den,den,ThomDe03,pass_td,0,,,,,
player,201510040den,den,ThomDe03,pass_int,0,,,,,
player,201510040den,den,ThomDe03,pass_sacked,0,,,,,
player,201510040den,den,ThomDe03,pass_sacked_yds,0,,,,,
player,201510040den,den,ThomDe03,pass_long,0,,,,,
player,201510040den,den,ThomDe03,pass_rating,,,,,,
player,201510040den,den,ThomDe03,rush_att,0,,,,,
player,201510040den,den,ThomDe03,rush_yds,0,,,,,
player,201510040den,den,ThomDe03,rush_td,0,,,,,
player,201510040den,den,ThomDe03,rush_long,0,,,,,
player,201510040den,den,ThomDe03,targets,12,,,,,
player,201510040den,den,ThomDe03,rec,9,,,,,
player,201510040den,den,ThomDe03,rec_yds,93,,,,,
player,201510040den,den,ThomDe03,rec_td,0,,,,,
player,201510040den,den,ThomDe03,rec_long,30,,,,,
player,201510040den,den,ThomDe03,fumbles,0,,,,,
player,201510040den,den,ThomDe03,fumbles_lost,0,,,,,
player,201510040den,den,SandEm00,pass_cmp,0,,,,,
player,201510040den,den,SandEm00,pass_att,0,,,,,
player,201510040den,den,SandEm00,pass_yds,0,,,,,
player,201510040den,den,SandEm00,pass_td,0,,,,,
player,201510040den,den,SandEm00,pass_int,0,,,,,
player,201510040den,den,SandEm00,pass_sacked,0,,,,,
player,201510040den,den,SandEm00,pass_sacked_yds,0,,,,,
player,201510040den,den,SandEm00,pass_long,0,,,,,
player,201510040den,den,SandEm00,pass_rating,,,,,,
player,201510040den,den,SandEm00,rush_att,0,,,,,
player,201510040den,den,SandEm00,rush_yds,0,,,,,
player,201510040den,den,SandEm00,rush_td,0,,,,,
player,201510040den,den,SandEm00,rush_long,0,,,,,
player,201510040den,den,SandEm00,targets,6,,,,,
player,201510040den,den,SandEm00,rec,3,,,,,
player,201510040den,den,SandEm00,rec_yds,68,,,,,
player,201510040den,den,SandEm00,rec_td,0,,,,,
player,201510040den,den,SandEm00,rec_long,43,,,,,
player,201510040den,den,SandEm00,fumbles,0,,,,,
player,201510040den,den,SandEm00,fumbles_lost,0,,,,,
player,201510040den,den,FowlBe00,pass_cmp,0,,,,,
player,201510040den,den,FowlBe00,pass_att,0,,,,,
player,201510040den,den,FowlBe00,pass_yds,0,,,,,
player,201510040den,den,FowlBe00,pass_td,0,,,,,
player,201510040den,den,FowlBe00,pass_int,0,,,,,
player,201510040den,den,FowlBe00,pass_sacked,0,,,,,
player,201510040den,den,FowlBe00,pass_sacked_yds,0,,,,,
player,201510040den,den,FowlBe00,pass_long,0,,,,,
player,201510040den,den,FowlBe00,pass_rating,,,,,,
player,201510040den,den,FowlBe00,rush_att,0,,,,,
player,201510040den,den,FowlBe00,rush_yds,0,,,,,
player,201510040den,den,FowlBe00,rush_td,0,,,,,
player,201510040den,den,FowlBe00,rush_long,0,,,,,
player,201510040den,den,FowlBe00,targets,1,,,,,
player,201510040den,den,FowlBe00,rec,1,,,,,
player,201510040den,den,FowlBe00,rec_yds,11,,,,,
player,201510040den,den,FowlBe00,rec_td,0,,,,,
player,201510040den,den,FowlBe00,rec_long,11,,,,,
player,201510040den,den,FowlBe00,fumbles,0,,,,,
player,201510040den,den,FowlBe00,fumbles_lost,0,,,,,
player,201510040den,den,DaniOw00,pass_cmp,0,,,,,
player,201510040den,den,DaniOw00,pass_att,0,,,,,
player,201510040den,den,DaniOw00,pass_yds,0,,,,,
player,201510040den,den,DaniOw00,pass_td,0,,,,,
player,201510040den,den,DaniOw00,pass_int,0,,,,,
player,201510040den,den,DaniOw00,pass_sacked,0,,,,,
player,201510040den,den,DaniOw00,pass_sacked_yds,0,,,,,
player,201510040den,den,DaniOw00,pass_long,0,,,,,
player,201510040den,den,DaniOw00,pass_rating,,,,,,
player,201510040den,den,DaniOw00,rush_att,0,,,,,
player,201510040den,den,DaniOw00,rush_yds,0,,,,,
player,201510040den,den,DaniOw00,rush_td,0,,,,,
player,201510040den,den,DaniOw00,rush_long,0,,,,,
player,201510040den,den,DaniOw00,targets,5,,,,,
player,201510040den,den,DaniOw00,rec,2,,,,,
player,201510040den,den,DaniOw00,rec_yds,9,,,,,
player,201510040den,den,DaniOw00,rec_td,1,,,,,
player,201510040den,den,DaniOw00,rec_long,8,,,,,
player,201510040den,den,DaniOw00,fumbles,0,,,,,
player,201510040den,den,DaniOw00,fumbles_lost,0,,,,,
player,201510040den,den,CaldAn00,pass_cmp,0,,,,,
player,201510040den,den,CaldAn00,pass_att,0,,,,,
player,201510040den,den,CaldAn00,pass_yds,0,,,,,
player,201510040den,den,CaldAn00,pass_td,0,,,,,
player,201510040den,den,CaldAn00,pass_int,0,,,,,
player,201510040den,den,CaldAn00,pass_sacked,0,,,,,
player,201510040den,den,CaldAn00,pass_sacked_yds,0,,,,,
player,201510040den,den,CaldAn00,pass_long,0,,,,,
player,201510040den,den,CaldAn00,pass_rating,,,,,,
player,201510040den,den,CaldAn00,rush_att,0,,,,,
player,201510040den,den,CaldAn00,rush_yds,0,,,,,
player,201510040den,den,CaldAn00,rush_td,0,,,,,
player,201510040den,den,CaldAn00,rush_long,0,,,,,
player,201510040den,den,CaldAn00,targets,1,,,,,
player,201510040den,den,CaldAn00,rec,0,,,,,
player,201510040den,den,CaldAn00,rec_yds,0,,,,,
player,201510040den,den,CaldAn00,rec_td,0,,,,,
player,201510040den,den,CaldAn00,rec_long,0,,,,,
player,201510040den,den,CaldAn00,fumbles,0,,,,,
player,201510040den,den,CaldAn00,fumbles_lost,0,,,,,
player,201510040den,min,BarrAn00,def_int,1,,,,,
player,201510040den,min,BarrAn00,def_int_yds,32,,,,,
player,201510040den,min,BarrAn00,def_int_td,0,,,,,
player,201510040den,min,BarrAn00,def_int_long,32,,,,,
player,201510040den,min,BarrAn00,pass_defended,1,,,,,
player,201510040den,min,BarrAn00,sacks,0.0,,,,,
player,201510040den,min,BarrAn00,tackles_combined,6,,,,,
player,201510040den,min,BarrAn00,tackles_solo,5,,,,,
player,201510040den,min,BarrAn00,tackles_assists,1,,,,,
player,201510040den,min,BarrAn00,tackles_loss,0,,,,,
player,201510040den,min,BarrAn00,qb_hits,0,,,,,
player,201510040den,min,BarrAn00,fumbles_rec,0,,,,,
player,201510040den,min,BarrAn00,fumbles_rec_yds,0,,,,,
player,201510040den,min,BarrAn00,fumbles_rec_td,0,,,,,
player,201510040den,min,BarrAn00,fumbles_forced,0,,,,,
player,201510040den,min,SmitHa00,def_int,1,,,,,
player,201510040den,min,SmitHa00,def_int_yds,0,,,,,
player,201510040den,min,SmitHa00,def_int_td,0,,,,,
player,201510040den,min,SmitHa00,def_int_long,0,,,,,
player,201510040den,min,SmitHa00,pass_defended,1,,,,,
player,201510040den,min,SmitHa00,sacks,0.0,,,,,
player,201510040den,min,SmitHa00,tackles_combined,3,,,,,
player,201510040den,min,SmitHa00,tackles_solo,2,,,,,
player,201510040den,min,SmitHa00,tackles_assists,1,,,,,
player,201510040den,min,SmitHa00,tackles_loss,0,,,,,
player,201510040den,min,SmitHa00,qb_hits,0,,,,,
player,201510040den,min,SmitHa00,fumbles_rec,0,,,,,
player,201510040den,min,SmitHa00,fumbles_rec_yds,0,,,,,
player,201510040den,min,SmitHa00,fumbles_rec_td,0,,,,,
player,201510040den,min,SmitHa00,fumbles_forced,0,,,,,
player,201510040den,min,KendEr00,def_int,0,,,,,
player,201510040den,min,KendEr00,def_int_yds,0,,,,,
player,201510040den,min,KendEr00,def_int_td,0,,,,,
player,201510040den,min,KendEr00,def_int_long,0,,,,,
player,201510040den,min,KendEr00,pass_defended,0,,,,,
player,201510040den,min,KendEr00,sacks,1.0,,,,,
player,201510040den,min,KendEr00,tackles_combined,4,,,,,
player,201510040den,min,KendEr00,tackles_solo,4,,,,,
player,201510040den,min,KendEr00,tackles_assists,0,,,,,
player,201510040den,min,KendEr00,tackles_loss,1,,,,,
player,201510040den,min,KendEr00,qb_hits,1,,,,,
player,201510040den,min,KendEr00,fumbles_rec,0,,,,,
player,201510040den,min,KendEr00,fumbles_rec_yds,0,,,,,
player,201510040den,min,KendEr00,fumbles_rec_td,0,,,,,
player,201510040den,min,KendEr00,fumbles_forced,0,,,,,
player,201510040den,min,RobiBr98,def_int,0,,,,,
player,201510040den,min,RobiBr98,def_int_yds,0,,,,,
player,201510040den,min,RobiBr98,def_int_td,0,,,,,
player,201510040den,min,RobiBr98,def_int_long,0,,,,,
player,201510040den,min,RobiBr98,pass_defended,0,,,,,
player,201510040den,min,RobiBr98,sacks,1.0,,,,,
player,201510040den,min,RobiBr98,tackles_combined,1,,,,,
player,201510040den,min,RobiBr98,tackles_solo,1,,,,,
player,201510040den,min,RobiBr98,tackles_assists,0,,,,,
player,201510040den,min,RobiBr98,tackles_loss,1,,,,,
player,201510040den,min,RobiBr98,qb_hits,1,,,,,
player,201510040den,min,RobiBr98,fumbles_rec,0,,,,,
player,201510040den,min,RobiBr98,fumbles_rec_yds,0,,,,,
player,201510040den,min,RobiBr98,fumbles_rec_td,0,,,,,
player,201510040den,min,RobiBr98,fumbles_forced,0,,,,,
player,201510040den,min,BlanRo00,def_int,0,,,,,
player,201510040den,min,BlanRo00,def_int_yds,0,,,,,
player,201510040den,min,BlanRo00,def_int_td,0,,,,,
player,201510040den,min,BlanRo00,def_int_long,0,,,,,
player,201510040den,min,BlanRo00,pass_defended,1,,,,,
player,201510040den,min,BlanRo00,sacks,0.0,,,,,
player,201510040den,min,BlanRo00,tackles_combined,5,,,,,
player,201510040den,min,BlanRo00,tackles_solo,4,,,,,
player,201510040den,min,BlanRo00,tackles_assists,1,,,,,
player,201510040den,min,BlanRo00,tackles_loss,0,,,,,
player,201510040den,min,BlanRo00,qb_hits,0,,,,,
player,201510040den,min,BlanRo00,fumbles_rec,0,,,,,
player,201510040den,min,BlanRo00,fumbles_rec_yds,0,,,,,
player,201510040den,min,BlanRo00,fumbles_rec_td,0,,,,,
player,201510040den,min,BlanRo00,fumbles_forced,0,,,,,
player,201510040den,min,NewmTe20,def_int,0,,,,,
player,201510040den,min,NewmTe20,def_int_yds,0,,,,,
player,201510040den,min,NewmTe20,def_int_td,0,,,,,
player,201510040den,min,NewmTe20,def_int_long,0,,,,,
player,201510040den,min,NewmTe20,pass_defended,1,,,,,
player,201510040den,min,NewmTe20,sacks,0.0,,,,,
player,201510040den,min,NewmTe20,tackles_combined,4,,,,,
player,201510040den,min,NewmTe20,tackles_solo,4,,,,,
