game,2015,4,20151004,201510040den,min,"Minnesota Vikings",20,den,"Denver Broncos",23
team,201510040den,min,First Downs,19,,,,,,
team,201510040den,den,First Downs,18,,,,,,
team,201510040den,min,Rush-Yds-TDs,21-113-1,,,,,,
team,201510040den,den,Rush-Yds-TDs,24-144-1,,,,,,
team,201510040den,min,Cmp-Att-Yd-TD-INT,27-41-269-1-0,,,,,,
team,201510040den,den,Cmp-Att-Yd-TD-INT,17-27-213-1-2,,,,,,
team,201510040den,min,Sacked-Yards,7-57,,,,,,
team,201510040den,den,Sacked-Yards,2-13,,,,,,
team,201510040den,min,Net Pass Yards,212,,,,,,
team,201510040den,den,Net Pass Yards,200,,,,,,
team,201510040den,min,Total Yards,325,,,,,,
team,201510040den,den,Total Yards,344,,,,,,
team,201510040den,min,Fumbles-Lost,3-1,,,,,,
team,201510040den,den,Fumbles-Lost,0-0,,,,,,
team,201510040den,min,Turnovers,1,,,,,,
team,201510040den,den,Turnovers,2,,,,,,
team,201510040den,min,Penalties-Yards,9-63,,,,,,
team,201510040den,den,Penalties-Yards,8-40,,,,,,
team,201510040den,min,Third Down Conv.,6-16,,,,,,
team,201510040den,den,Third Down Conv.,2-9,,,,,,
team,201510040den,min,Fourth Down Conv.,2-2,,,,,,
team,201510040den,den,Fourth Down Conv.,1-1,,,,,,
team,201510040den,min,Time of Possession,33:54,,,,,,
team,201510040den,den,Time of Possession,26:06,,,,,,
player,201510040den,min,BridTe00,pass_cmp,27,,,,,
player,201510040den,min,BridTe00,pass_att,41,,,,,
player,201510040den,min,BridTe00,pass_yds,269,,,,,
player,201510040den,min,BridTe00,pass_td,1,,,,,
player,201510040den,min,BridTe00,pass_int,0,,,,,
player,201510040den,min,BridTe00,pass_sacked,7,,,,,
player,201510040den,min,BridTe00,pass_sacked_yds,57,,,,,
player,201510040den,min,BridTe00,pass_long,25,,,,,
player,201510040den,min,BridTe00,pass_rating,92.4,,,,,
player,201510040den,min,BridTe00,rush_att,3,,,,,
player,201510040den,min,BridTe00,rush_yds,23,,,,,
player,201510040den,min,BridTe00,rush_td,0,,,,,
player,201510040den,min,BridTe00,rush_long,11,,,,,
player,201510040den,min,BridTe00,targets,0,,,,,
player,201510040den,min,BridTe00,rec,0,,,,,
player,201510040den,min,BridTe00,rec_yds,0,,,,,
player,201510040den,min,BridTe00,rec_td,0,,,,,
player,201510040den,min,BridTe00,rec_long,0,,,,,
player,201510040den,min,BridTe00,fumbles,1,,,,,
player,201510040den,min,BridTe00,fumbles_lost,1,,,,,
player,201510040den,min,PeteAd01,pass_cmp,0,,,,,
player,201510040den,min,PeteAd01,pass_att,0,,,,,
player,201510040den,min,PeteAd01,pass_yds,0,,,,,
player,201510040den,min,PeteAd01,pass_td,0,,,,,
player,201510040den,min,PeteAd01,pass_int,0,,,,,
player,201510040den,min,PeteAd01,pass_sacked,0,,,,,
player,201510040den,min,PeteAd01,pass_sacked_yds,0,,,,,
player,201510040den,min,PeteAd01,pass_long,0,,,,,
player,201510040den,min,PeteAd01,pass_rating,,,,,,
player,201510040den,min,PeteAd01,rush_att,16,,,,,
player,201510040den,min,PeteAd01,rush_yds,81,,,,,
player,201510040den,min,PeteAd01,rush_td,1,,,,,
player,201510040den,min,PeteAd01,rush_long,48,,,,,
player,201510040den,min,PeteAd01,targets,6,,,,,
player,201510040den,min,PeteAd01,rec,4,,,,,
player,201510040den,min,PeteAd01,rec_yds,13,,,,,
player,201510040den,min,PeteAd01,rec_td,0,,,,,
player,201510040den,min,PeteAd01,rec_long,9,,,,,
player,201510040den,min,PeteAd01,fumbles,0,,,,,
player,201510040den,min,PeteAd01,fumbles_lost,0,,,,,
player,201510040den,min,McKiJe00,pass_cmp,0,,,,,
player,201510040den,min,McKiJe00,pass_att,0,,,,,
player,201510040den,min,McKiJe00,pass_yds,0,,,,,
player,201510040den,min,McKiJe00,pass_td,0,,,,,
player,201510040den,min,McKiJe00,pass_int,0,,,,,
player,201510040den,min,McKiJe00,pass_sacked,0,,,,,
player,201510040den,min,McKiJe00,pass_sacked_yds,0,,,,,
player,201510040den,min,McKiJe00,pass_long,0,,,,,
player,201510040den,min,McKiJe00,pass_rating,,,,,,
player,201510040den,min,McKiJe00,rush_att,1,,,,,
player,201510040den,min,McKiJe00,rush_yds,6,,,,,
player,201510040den,min,McKiJe00,rush_td,0,,,,,
player,201510040den,min,McKiJe00,rush_long,6,,,,,
player,201510040den,min,McKiJe00,targets,0,,,,,
player,201510040den,min,McKiJe00,rec,0,,,,,
player,201510040den,min,McKiJe00,rec_yds,0,,,,,
player,201510040den,min,McKiJe00,rec_td,0,,,,,
player,201510040den,min,McKiJe00,rec_long,0,,,,,
player,201510040den,min,McKiJe00,fumbles,0,,,,,
player,201510040den,min,McKiJe00,fumbles_lost,0,,,,,
player,201510040den,min,AsiaMa00,pass_cmp,0,,,,,
player,201510040den,min,AsiaMa00,pass_att,0,,,,,
player,201510040den,min,AsiaMa00,pass_yds,0,,,,,
player,201510040den,min,AsiaMa00,pass_td,0,,,,,
player,201510040den,min,AsiaMa00,pass_int,0,,,,,
player,201510040den,min,AsiaMa00,pass_sacked,0,,,,,
player,201510040den,min,AsiaMa00,pass_sacked_yds,0,,,,,
player,201510040den,min,AsiaMa00,pass_long,0,,,,,
player,201510040den,min,AsiaMa00,pass_rating,,,,,,
player,201510040den,min,AsiaMa00,rush_att,1,,,,,
player,201510040den,min,AsiaMa00,rush_yds,3,,,,,
player,201510040den,min,AsiaMa00,rush_td,0,,,,,
player,201510040den,min,AsiaMa00,rush_long,3,,,,,
player,201510040den,min,AsiaMa00,targets,0,,,,,
player,201510040den,min,AsiaMa00,rec,0,,,,,
player,201510040den,min,AsiaMa00,rec_yds,0,,,,,
player,201510040den,min,AsiaMa00,rec_td,0,,,,,
player,201510040den,min,AsiaMa00,rec_long,0,,,,,
player,201510040den,min,AsiaMa00,fumbles,0,,,,,
player,201510040den,min,AsiaMa00,fumbles_lost,0,,,,,
player,201510040den,min,DiggSt00,pass_cmp,0,,,,,
player,201510040den,min,DiggSt00,pass_att,0,,,,,
player,201510040den,min,DiggSt00,pass_yds,0,,,,,
player,201510040den,min,DiggSt00,pass_td,0,,,,,
player,201510040den,min,DiggSt00,pass_int,0,,,,,
player,201510040den,min,DiggSt00,pass_sacked,0,,,,,
player,201510040den,min,DiggSt00,pass_sacked_yds,0,,,,,
player,201510040den,min,DiggSt00,pass_long,0,,,,,
player,201510040den,min,DiggSt00,pass_rating,,,,,,
player,201510040den,min,DiggSt00,rush_att,0,,,,,
player,201510040den,min,DiggSt00,rush_yds,0,,,,,
player,201510040den,min,DiggSt00,rush_td,0,,,,,
player,201510040den,min,DiggSt00,rush_long,0,,,,,
player,201510040den,min,DiggSt00,targets,10,,,,,
player,201510040den,min,DiggSt00,rec,6,,,,,
player,201510040den,min,DiggSt00,rec_yds,87,,,,,
player,201510040den,min,DiggSt00,rec_td,0,,,,,
player,201510040den,min,DiggSt00,rec_long,25,,,,,
player,201510040den,min,DiggSt00,fumbles,2,,,,,
player,201510040den,min,DiggSt00,fumbles_lost,0,,,,,
player,201510040den,min,WallMi00,pass_cmp,0,,,,,
player,201510040den,min,WallMi00,pass_att,0,,,,,
player,201510040den,min,WallMi00,pass_yds,0,,,,,
player,201510040den,min,WallMi00,pass_td,0,,,,,
player,201510040den,min,WallMi00,pass_int,0,,,,,
player,201510040den,min,WallMi00,pass_sacked,0,,,,,
player,201510040den,min,WallMi00,pass_sacked_yds,0,,,,,
player,201510040den,min,WallMi00,pass_long,0,,,,,
player,201510040den,min,WallMi00,pass_rating,,,,,,
player,201510040den,min,WallMi00,rush_att,0,,,,,
player,201510040den,min,WallMi00,rush_yds,0,,,,,
player,201510040den,min,WallMi00,rush_td,0,,,,,
player,201510040den,min,WallMi00,rush_long,0,,,,,
player,201510040den,min,WallMi00,targets,10,,,,,
player,201510040den,min,WallMi00,rec,8,,,,,
player,201510040den,min,WallMi00,rec_yds,83,,,,,
player,201510040den,min,WallMi00,rec_td,1,,,,,
player,201510040den,min,WallMi00,rec_long,18,,,,,
player,201510040den,min,WallMi00,fumbles,0,,,,,
player,201510040den,min,WallMi00,fumbles_lost,0,,,,,
player,201510040den,min,ThieAd00,pass_cmp,0,,,,,
player,201510040den,min,ThieAd00,pass_att,0,,,,,
player,201510040den,min,ThieAd00,pass_yds,0,,,,,
player,201510040den,min,ThieAd00,pass_td,0,,,,,
player,201510040den,min,ThieAd00,pass_int,0,,,,,
player,201510040den,min,ThieAd00,pass_sacked,0,,,,,
player,201510040den,min,ThieAd00,pass_sacked_yds,0,,,,,
player,201510040den,min,ThieAd00,pass_long,0,,,,,
player,201510040den,min,ThieAd00,pass_rating,,,,,,
player,201510040den,min,ThieAd00,rush_att,0,,,,,
player,201510040den,min,ThieAd00,rush_yds,0,,,,,
player,201510040den,min,ThieAd00,rush_td,0,,,,,
player,201510040den,min,ThieAd00,rush_long,0,,,,,
player,201510040den,min,ThieAd00,targets,8,,,,,
player,201510040den,min,ThieAd00,rec,6,,,,,
player,201510040den,min,ThieAd00,rec_yds,70,,,,,
player,201510040den,min,ThieAd00,rec_td,0,,,,,
player,201510040den,min,ThieAd00,rec_long,18,,,,,
player,201510040den,min,ThieAd00,fumbles,0,,,,,
player,201510040den,min,ThieAd00,fumbles_lost,0,,,,,
player,201510040den,min,PattCo00,pass_cmp,0,,,,,
player,201510040den,min,PattCo00,pass_att,0,,,,,
player,201510040den,min,PattCo00,pass_yds,0,,,,,
player,201510040den,min,PattCo00,pass_td,0,,,,,
player,201510040den,min,PattCo00,pass_int,0,,,,,
player,201510040den,min,PattCo00,pass_sacked,0,,,,,
player,201510040den,min,PattCo00,pass_sacked_yds,0,,,,,
player,201510040den,min,PattCo00,pass_long,0,,,,,
player,201510040den,min,PattCo00,pass_rating,,,,,,
player,201510040den,min,PattCo00,rush_att,0,,,,,
player,201510040den,min,PattCo00,rush_yds,0,,,,,
player,201510040den,min,PattCo00,rush_td,0,,,,,
player,201510040den,min,PattCo00,rush_long,0,,,,,
player,201510040den,min,PattCo00,targets,1,,,,,
player,201510040den,min,PattCo00,rec,1,,,,,
player,201510040den,min,PattCo00,rec_yds,9,,,,,
player,201510040den,min,PattCo00,rec_td,0,,,,,
player,201510040den,min,PattCo00,rec_long,9,,,,,
player,201510040den,min,PattCo00,fumbles,0,,,,,
player,201510040den,min,PattCo00,fumbles_lost,0,,,,,
player,201510040den,min,RudoKy00,pass_cmp,0,,,,,
player,201510040den,min,RudoKy00,pass_att,0,,,,,
player,201510040den,min,RudoKy00,pass_yds,0,,,,,
player,201510040den,min,RudoKy00,pass_td,0,,,,,
player,201510040den,min,RudoKy00,pass_int,0,,,,,
player,201510040den,min,RudoKy00,pass_sacked,0,,,,,
player,201510040den,min,RudoKy00,pass_sacked_yds,0,,,,,
player,201510040den,min,RudoKy00,pass_long,0,,,,,
player,201510040den,min,RudoKy00,pass_rating,,,,,,
player,201510040den,min,RudoKy00,rush_att,0,,,,,
player,201510040den,min,RudoKy00,rush_yds,0,,,,,
player,201510040den,min,RudoKy00,rush_td,0,,,,,
player,201510040den,min,RudoKy00,rush_long,0,,,,,
