game,2015,4,20151004,201510040was,phi,"Philadelphia Eagles",20,was,"Washington Redskins",23
team,201510040was,phi,First Downs,14,,,,,,
team,201510040was,was,First Downs,25,,,,,,
team,201510040was,phi,Rush-Yds-TDs,18-87-0,,,,,,
team,201510040was,was,Rush-Yds-TDs,32-127-1,,,,,,
team,201510040was,phi,Cmp-Att-Yd-TD-INT,15-28-270-3-0,,,,,,
team,201510040was,was,Cmp-Att-Yd-TD-INT,31-46-290-1-0,,,,,,
team,201510040was,phi,Sacked-Yards,5-37,,,,,,
team,201510040was,was,Sacked-Yards,1-0,,,,,,
team,201510040was,phi,Net Pass Yards,233,,,,,,
team,201510040was,was,Net Pass Yards,290,,,,,,
team,201510040was,phi,Total Yards,320,,,,,,
team,201510040was,was,Total Yards,417,,,,,,
team,201510040was,phi,Fumbles-Lost,2-2,,,,,,
team,201510040was,was,Fumbles-Lost,2-1,,,,,,
team,201510040was,phi,Turnovers,2,,,,,,
team,201510040was,was,Turnovers,1,,,,,,
team,201510040was,phi,Penalties-Yards,8-72,,,,,,
team,201510040was,was,Penalties-Yards,10-110,,,,,,
team,201510040was,phi,Third Down Conv.,4-12,,,,,,
team,201510040was,was,Third Down Conv.,9-17,,,,,,
team,201510040was,phi,Fourth Down Conv.,0-1,,,,,,
team,201510040was,was,Fourth Down Conv.,0-0,,,,,,
team,201510040was,phi,Time of Possession,18:52,,,,,,
team,201510040was,was,Time of Possession,41:08,,,,,,
player,201510040was,phi,BradSa00,pass_cmp,15,,,,,
player,201510040was,phi,BradSa00,pass_att,28,,,,,
player,201510040was,phi,BradSa00,pass_yds,270,,,,,
player,201510040was,phi,BradSa00,pass_td,3,,,,,
player,201510040was,phi,BradSa00,pass_int,0,,,,,
player,201510040was,phi,BradSa00,pass_sacked,5,,,,,
player,201510040was,phi,BradSa00,pass_sacked_yds,37,,,,,
player,201510040was,phi,BradSa00,pass_long,62,,,,,
player,201510040was,phi,BradSa00,pass_rating,122.6,,,,,
player,201510040was,phi,BradSa00,rush_att,1,,,,,
player,201510040was,phi,BradSa00,rush_yds,14,,,,,
player,201510040was,phi,BradSa00,rush_td,0,,,,,
player,201510040was,phi,BradSa00,rush_long,14,,,,,
player,201510040was,phi,BradSa00,targets,0,,,,,
player,201510040was,phi,BradSa00,rec,0,,,,,
player,201510040was,phi,BradSa00,rec_yds,0,,,,,
player,201510040was,phi,BradSa00,rec_td,0,,,,,
player,201510040was,phi,BradSa00,rec_long,0,,,,,
player,201510040was,phi,BradSa00,fumbles,0,,,,,
player,201510040was,phi,BradSa00,fumbles_lost,0,,,,,
player,201510040was,phi,MurrDe00,pass_cmp,0,,,,,
player,201510040was,phi,MurrDe00,pass_att,0,,,,,
player,201510040was,phi,MurrDe00,pass_yds,0,,,,,
player,201510040was,phi,MurrDe00,pass_td,0,,,,,
player,201510040was,phi,MurrDe00,pass_int,0,,,,,
player,201510040was,phi,MurrDe00,pass_sacked,0,,,,,
player,201510040was,phi,MurrDe00,pass_sacked_yds,0,,,,,
player,201510040was,phi,MurrDe00,pass_long,0,,,,,
player,201510040was,phi,MurrDe00,pass_rating,,,,,,
player,201510040was,phi,MurrDe00,rush_att,8,,,,,
player,201510040was,phi,MurrDe00,rush_yds,36,,,,,
player,201510040was,phi,MurrDe00,rush_td,0,,,,,
player,201510040was,phi,MurrDe00,rush_long,30,,,,,
player,201510040was,phi,MurrDe00,targets,2,,,,,
player,201510040was,phi,MurrDe00,rec,2,,,,,
player,201510040was,phi,MurrDe00,rec_yds,12,,,,,
player,201510040was,phi,MurrDe00,rec_td,0,,,,,
player,201510040was,phi,MurrDe00,rec_long,8,,,,,
player,201510040was,phi,MurrDe00,fumbles,0,,,,,
player,201510040was,phi,MurrDe00,fumbles_lost,0,,,,,
player,201510040was,phi,MathRy00,pass_cmp,0,,,,,
player,201510040was,phi,MathRy00,pass_att,0,,,,,
player,201510040was,phi,MathRy00,pass_yds,0,,,,,
player,201510040was,phi,MathRy00,pass_td,0,,,,,
player,201510040was,phi,MathRy00,pass_int,0,,,,,
player,201510040was,phi,MathRy00,pass_sacked,0,,,,,
player,201510040was,phi,MathRy00,pass_sacked_yds,0,,,,,
player,201510040was,phi,MathRy00,pass_long,0,,,,,
player,201510040was,phi,MathRy00,pass_rating,,,,,,
player,201510040was,phi,MathRy00,rush_att,5,,,,,
player,201510040was,phi,MathRy00,rush_yds,20,,,,,
player,201510040was,phi,MathRy00,rush_td,0,,,,,
player,201510040was,phi,MathRy00,rush_long,9,,,,,
player,201510040was,phi,MathRy00,targets,0,,,,,
player,201510040was,phi,MathRy00,rec,0,,,,,
player,201510040was,phi,MathRy00,rec_yds,0,,,,,
player,201510040was,phi,MathRy00,rec_td,0,,,,,
player,201510040was,phi,MathRy00,rec_long,0,,,,,
player,201510040was,phi,MathRy00,fumbles,1,,,,,
player,201510040was,phi,MathRy00,fumbles_lost,1,,,,,
player,201510040was,phi,SproDa00,pass_cmp,0,,,,,
player,201510040was,phi,SproDa00,pass_att,0,,,,,
player,201510040was,phi,SproDa00,pass_yds,0,,,,,
player,201510040was,phi,SproDa00,pass_td,0,,,,,
player,201510040was,phi,SproDa00,pass_int,0,,,,,
player,201510040was,phi,SproDa00,pass_sacked,0,,,,,
player,201510040was,phi,SproDa00,pass_sacked_yds,0,,,,,
player,201510040was,phi,SproDa00,pass_long,0,,,,,
player,201510040was,phi,SproDa00,pass_rating,,,,,,
player,201510040was,phi,SproDa00,rush_att,4,,,,,
player,201510040was,phi,SproDa00,rush_yds,17,,,,,
player,201510040was,phi,SproDa00,rush_td,0,,,,,
player,201510040was,phi,SproDa00,rush_long,11,,,,,
player,201510040was,phi,SproDa00,targets,3,,,,,
player,201510040was,phi,SproDa00,rec,0,,,,,
player,201510040was,phi,SproDa00,rec_yds,0,,,,,
player,201510040was,phi,SproDa00,rec_td,0,,,,,
player,201510040was,phi,SproDa00,rec_long,0,,,,,
player,201510040was,phi,SproDa00,fumbles,0,,,,,
