game,2015,17,20160103,201601030sfo,ram,"St. Louis Rams",16,sfo,"San Francisco 49ers",19
team,201601030sfo,ram,First Downs,21,,,,,,
team,201601030sfo,sfo,First Downs,21,,,,,,
team,201601030sfo,ram,Rush-Yds-TDs,33-133-1,,,,,,
team,201601030sfo,sfo,Rush-Yds-TDs,33-108-0,,,,,,
team,201601030sfo,ram,Cmp-Att-Yd-TD-INT,22-38-231-0-0,,,,,,
team,201601030sfo,sfo,Cmp-Att-Yd-TD-INT,28-44-354-1-1,,,,,,
team,201601030sfo,ram,Sacked-Yards,0-0,,,,,,
team,201601030sfo,sfo,Sacked-Yards,1-4,,,,,,
team,201601030sfo,ram,Net Pass Yards,231,,,,,,
team,201601030sfo,sfo,Net Pass Yards,350,,,,,,
team,201601030sfo,ram,Total Yards,364,,,,,,
team,201601030sfo,sfo,Total Yards,458,,,,,,
team,201601030sfo,ram,Fumbles-Lost,1-0,,,,,,
team,201601030sfo,sfo,Fumbles-Lost,2-0,,,,,,
team,201601030sfo,ram,Turnovers,0,,,,,,
team,201601030sfo,sfo,Turnovers,1,,,,,,
team,201601030sfo,ram,Penalties-Yards,11-105,,,,,,
team,201601030sfo,sfo,Penalties-Yards,7-60,,,,,,
team,201601030sfo,ram,Third Down Conv.,3-13,,,,,,
team,201601030sfo,sfo,Third Down Conv.,8-18,,,,,,
team,201601030sfo,ram,Fourth Down Conv.,0-1,,,,,,
team,201601030sfo,sfo,Fourth Down Conv.,0-1,,,,,,
team,201601030sfo,ram,Time of Possession,38:30,,,,,,
team,201601030sfo,sfo,Time of Possession,33:03,,,,,,
player,201601030sfo,ram,KeenCa00,pass_cmp,22,,,,,
player,201601030sfo,ram,KeenCa00,pass_att,37,,,,,
player,201601030sfo,ram,KeenCa00,pass_yds,231,,,,,
player,201601030sfo,ram,KeenCa00,pass_td,0,,,,,
player,201601030sfo,ram,KeenCa00,pass_int,0,,,,,
player,201601030sfo,ram,KeenCa00,pass_sacked,0,,,,,
player,201601030sfo,ram,KeenCa00,pass_sacked_yds,0,,,,,
player,201601030sfo,ram,KeenCa00,pass_long,54,,,,,
player,201601030sfo,ram,KeenCa00,pass_rating,77.6,,,,,
player,201601030sfo,ram,KeenCa00,rush_att,1,,,,,
