game,2015,17,20160103,201601030mia,nwe,"New England Patriots",10,mia,"Miami Dolphins",20
team,201601030mia,nwe,First Downs,12,,,,,,
team,201601030mia,mia,First Downs,20,,,,,,
team,201601030mia,nwe,Rush-Yds-TDs,27-70-1,,,,,,
team,201601030mia,mia,Rush-Yds-TDs,34-96-0,,,,,,
team,201601030mia,nwe,Cmp-Att-Yd-TD-INT,13-25-140-0-0,,,,,,
team,201601030mia,mia,Cmp-Att-Yd-TD-INT,25-38-350-2-0,,,,,,
team,201601030mia,nwe,Sacked-Yards,2-14,,,,,,
team,201601030mia,mia,Sacked-Yards,1-8,,,,,,
team,201601030mia,nwe,Net Pass Yards,126,,,,,,
team,201601030mia,mia,Net Pass Yards,342,,,,,,
team,201601030mia,nwe,Total Yards,196,,,,,,
team,201601030mia,mia,Total Yards,438,,,,,,
team,201601030mia,nwe,Fumbles-Lost,1-0,,,,,,
team,201601030mia,mia,Fumbles-Lost,1-0,,,,,,
team,201601030mia,nwe,Turnovers,0,,,,,,
team,201601030mia,mia,Turnovers,0,,,,,,
team,201601030mia,nwe,Penalties-Yards,7-41,,,,,,
team,201601030mia,mia,Penalties-Yards,10-93,,,,,,
team,201601030mia,nwe,Third Down Conv.,4-14,,,,,,
team,201601030mia,mia,Third Down Conv.,8-17,,,,,,
team,201601030mia,nwe,Fourth Down Conv.,0-1,,,,,,
team,201601030mia,mia,Fourth Down Conv.,0-1,,,,,,
team,201601030mia,nwe,Time of Possession,28:55,,,,,,
team,201601030mia,mia,Time of Possession,31:05,,,,,,
player,201601030mia,nwe,BradTo00,pass_cmp,12,,,,,
player,201601030mia,nwe,BradTo00,pass_att,21,,,,,
player,201601030mia,nwe,BradTo00,pass_yds,134,,,,,
player,201601030mia,nwe,BradTo00,pass_td,0,,,,,
player,201601030mia,nwe,BradTo00,pass_int,0,,,,,
player,201601030mia,nwe,BradTo00,pass_sacked,2,,,,,
player,201601030mia,nwe,BradTo00,pass_sacked_yds,14,,,,,
player,201601030mia,nwe,BradTo00,pass_long,68,,,,,
player,201601030mia,nwe,BradTo00,pass_rating,76.3,,,,,
player,201601030mia,nwe,BradTo00,rush_att,1,,,,,
player,201601030mia,nwe,BradTo00,rush_yds,-1,,,,,
player,201601030mia,nwe,BradTo00,rush_td,0,,,,,
player,201601030mia,nwe,BradTo00,rush_long,-1,,,,,
player,201601030mia,nwe,BradTo00,targets,0,,,,,
player,201601030mia,nwe,BradTo00,rec,0,,,,,
player,201601030mia,nwe,BradTo00,rec_yds,0,,,,,
player,201601030mia,nwe,BradTo00,rec_td,0,,,,,
player,201601030mia,nwe,BradTo00,rec_long,0,,,,,
player,201601030mia,nwe,BradTo00,fumbles,1,,,,,
player,201601030mia,nwe,BradTo00,fumbles_lost,0,,,,,
player,201601030mia,nwe,GaroJi00,pass_cmp,1,,,,,
player,201601030mia,nwe,GaroJi00,pass_att,4,,,,,
player,201601030mia,nwe,GaroJi00,pass_yds,6,,,,,
player,201601030mia,nwe,GaroJi00,pass_td,0,,,,,
player,201601030mia,nwe,GaroJi00,pass_int,0,,,,,
player,201601030mia,nwe,GaroJi00,pass_sacked,0,,,,,
player,201601030mia,nwe,GaroJi00,pass_sacked_yds,0,,,,,
player,201601030mia,nwe,GaroJi00,pass_long,6,,,,,
player,201601030mia,nwe,GaroJi00,pass_rating,39.6,,,,,
player,201601030mia,nwe,GaroJi00,rush_att,0,,,,,
player,201601030mia,nwe,GaroJi00,rush_yds,0,,,,,
player,201601030mia,nwe,GaroJi00,rush_td,0,,,,,
player,201601030mia,nwe,GaroJi00,rush_long,0,,,,,
player,201601030mia,nwe,GaroJi00,targets,0,,,,,
player,201601030mia,nwe,GaroJi00,rec,0,,,,,
player,201601030mia,nwe,GaroJi00,rec_yds,0,,,,,
player,201601030mia,nwe,GaroJi00,rec_td,0,,,,,
player,201601030mia,nwe,GaroJi00,rec_long,0,,,,,
player,201601030mia,nwe,GaroJi00,fumbles,0,,,,,
player,201601030mia,nwe,GaroJi00,fumbles_lost,0,,,,,
player,201601030mia,nwe,JackSt00,pass_cmp,0,,,,,
player,201601030mia,nwe,JackSt00,pass_att,0,,,,,
player,201601030mia,nwe,JackSt00,pass_yds,0,,,,,
player,201601030mia,nwe,JackSt00,pass_td,0,,,,,
player,201601030mia,nwe,JackSt00,pass_int,0,,,,,
player,201601030mia,nwe,JackSt00,pass_sacked,0,,,,,
player,201601030mia,nwe,JackSt00,pass_sacked_yds,0,,,,,
player,201601030mia,nwe,JackSt00,pass_long,0,,,,,
player,201601030mia,nwe,JackSt00,pass_rating,,,,,,
player,201601030mia,nwe,JackSt00,rush_att,14,,,,,
player,201601030mia,nwe,JackSt00,rush_yds,35,,,,,
player,201601030mia,nwe,JackSt00,rush_td,1,,,,,
player,201601030mia,nwe,JackSt00,rush_long,6,,,,,
player,201601030mia,nwe,JackSt00,targets,1,,,,,
player,201601030mia,nwe,JackSt00,rec,1,,,,,
player,201601030mia,nwe,JackSt00,rec_yds,20,,,,,
player,201601030mia,nwe,JackSt00,rec_td,0,,,,,
player,201601030mia,nwe,JackSt00,rec_long,20,,,,,
player,201601030mia,nwe,JackSt00,fumbles,0,,,,,
player,201601030mia,nwe,JackSt00,fumbles_lost,0,,,,,
player,201601030mia,nwe,BoldBr00,pass_cmp,0,,,,,
player,201601030mia,nwe,BoldBr00,pass_att,0,,,,,
player,201601030mia,nwe,BoldBr00,pass_yds,0,,,,,
player,201601030mia,nwe,BoldBr00,pass_td,0,,,,,
player,201601030mia,nwe,BoldBr00,pass_int,0,,,,,
player,201601030mia,nwe,BoldBr00,pass_sacked,0,,,,,
player,201601030mia,nwe,BoldBr00,pass_sacked_yds,0,,,,,
player,201601030mia,nwe,BoldBr00,pass_long,0,,,,,
player,201601030mia,nwe,BoldBr00,pass_rating,,,,,,
player,201601030mia,nwe,BoldBr00,rush_att,9,,,,,
player,201601030mia,nwe,BoldBr00,rush_yds,31,,,,,
player,201601030mia,nwe,BoldBr00,rush_td,0,,,,,
player,201601030mia,nwe,BoldBr00,rush_long,10,,,,,
player,201601030mia,nwe,BoldBr00,targets,2,,,,,
player,201601030mia,nwe,BoldBr00,rec,2,,,,,
player,201601030mia,nwe,BoldBr00,rec_yds,5,,,,,
player,201601030mia,nwe,BoldBr00,rec_td,0,,,,,
player,201601030mia,nwe,BoldBr00,rec_long,6,,,,,
player,201601030mia,nwe,BoldBr00,fumbles,0,,,,,
player,201601030mia,nwe,BoldBr00,fumbles_lost,0,,,,,
player,201601030mia,nwe,WhitJa02,pass_cmp,0,,,,,
player,201601030mia,nwe,WhitJa02,pass_att,0,,,,,
player,201601030mia,nwe,WhitJa02,pass_yds,0,,,,,
player,201601030mia,nwe,WhitJa02,pass_td,0,,,,,
player,201601030mia,nwe,WhitJa02,pass_int,0,,,,,
player,201601030mia,nwe,WhitJa02,pass_sacked,0,,,,,
player,201601030mia,nwe,WhitJa02,pass_sacked_yds,0,,,,,
player,201601030mia,nwe,WhitJa02,pass_long,0,,,,,
player,201601030mia,nwe,WhitJa02,pass_rating,,,,,,
player,201601030mia,nwe,WhitJa02,rush_att,3,,,,,
player,201601030mia,nwe,WhitJa02,rush_yds,5,,,,,
player,201601030mia,nwe,WhitJa02,rush_td,0,,,,,
player,201601030mia,nwe,WhitJa02,rush_long,4,,,,,
player,201601030mia,nwe,WhitJa02,targets,3,,,,,
player,201601030mia,nwe,WhitJa02,rec,2,,,,,
player,201601030mia,nwe,WhitJa02,rec_yds,63,,,,,
player,201601030mia,nwe,WhitJa02,rec_td,0,,,,,
player,201601030mia,nwe,WhitJa02,rec_long,68,,,,,
player,201601030mia,nwe,WhitJa02,fumbles,0,,,,,
player,201601030mia,nwe,WhitJa02,fumbles_lost,0,,,,,
player,201601030mia,nwe,GronRo00,pass_cmp,0,,,,,
player,201601030mia,nwe,GronRo00,pass_att,0,,,,,
player,201601030mia,nwe,GronRo00,pass_yds,0,,,,,
player,201601030mia,nwe,GronRo00,pass_td,0,,,,,
player,201601030mia,nwe,GronRo00,pass_int,0,,,,,
player,201601030mia,nwe,GronRo00,pass_sacked,0,,,,,
player,201601030mia,nwe,GronRo00,pass_sacked_yds,0,,,,,
player,201601030mia,nwe,GronRo00,pass_long,0,,,,,
player,201601030mia,nwe,GronRo00,pass_rating,,,,,,
player,201601030mia,nwe,GronRo00,rush_att,0,,,,,
player,201601030mia,nwe,GronRo00,rush_yds,0,,,,,
player,201601030mia,nwe,GronRo00,rush_td,0,,,,,
player,201601030mia,nwe,GronRo00,rush_long,0,,,,,
player,201601030mia,nwe,GronRo00,targets,7,,,,,
player,201601030mia,nwe,GronRo00,rec,2,,,,,
player,201601030mia,nwe,GronRo00,rec_yds,18,,,,,
player,201601030mia,nwe,GronRo00,rec_td,0,,,,,
player,201601030mia,nwe,GronRo00,rec_long,12,,,,,
player,201601030mia,nwe,GronRo00,fumbles,0,,,,,
player,201601030mia,nwe,GronRo00,fumbles_lost,0,,,,,
player,201601030mia,nwe,AmenDa00,pass_cmp,0,,,,,
player,201601030mia,nwe,AmenDa00,pass_att,0,,,,,
player,201601030mia,nwe,AmenDa00,pass_yds,0,,,,,
player,201601030mia,nwe,AmenDa00,pass_td,0,,,,,
player,201601030mia,nwe,AmenDa00,pass_int,0,,,,,
player,201601030mia,nwe,AmenDa00,pass_sacked,0,,,,,
player,201601030mia,nwe,AmenDa00,pass_sacked_yds,0,,,,,
player,201601030mia,nwe,AmenDa00,pass_long,0,,,,,
player,201601030mia,nwe,AmenDa00,pass_rating,,,,,,
player,201601030mia,nwe,AmenDa00,rush_att,0,,,,,
player,201601030mia,nwe,AmenDa00,rush_yds,0,,,,,
player,201601030mia,nwe,AmenDa00,rush_td,0,,,,,
player,201601030mia,nwe,AmenDa00,rush_long,0,,,,,
player,201601030mia,nwe,AmenDa00,targets,4,,,,,
player,201601030mia,nwe,AmenDa00,rec,2,,,,,
player,201601030mia,nwe,AmenDa00,rec_yds,17,,,,,
player,201601030mia,nwe,AmenDa00,rec_td,0,,,,,
player,201601030mia,nwe,AmenDa00,rec_long,9,,,,,
player,201601030mia,nwe,AmenDa00,fumbles,0,,,,,
player,201601030mia,nwe,AmenDa00,fumbles_lost,0,,,,,
player,201601030mia,nwe,LaFeBr00,pass_cmp,0,,,,,
player,201601030mia,nwe,LaFeBr00,pass_att,0,,,,,
player,201601030mia,nwe,LaFeBr00,pass_yds,0,,,,,
player,201601030mia,nwe,LaFeBr00,pass_td,0,,,,,
player,201601030mia,nwe,LaFeBr00,pass_int,0,,,,,
player,201601030mia,nwe,LaFeBr00,pass_sacked,0,,,,,
player,201601030mia,nwe,LaFeBr00,pass_sacked_yds,0,,,,,
player,201601030mia,nwe,LaFeBr00,pass_long,0,,,,,
player,201601030mia,nwe,LaFeBr00,pass_rating,,,,,,
player,201601030mia,nwe,LaFeBr00,rush_att,0,,,,,
player,201601030mia,nwe,LaFeBr00,rush_yds,0,,,,,
player,201601030mia,nwe,LaFeBr00,rush_td,0,,,,,
player,201601030mia,nwe,LaFeBr00,rush_long,0,,,,,
player,201601030mia,nwe,LaFeBr00,targets,4,,,,,
player,201601030mia,nwe,LaFeBr00,rec,2,,,,,
player,201601030mia,nwe,LaFeBr00,rec_yds,7,,,,,
player,201601030mia,nwe,LaFeBr00,rec_td,0,,,,,
player,201601030mia,nwe,LaFeBr00,rec_long,8,,,,,
player,201601030mia,nwe,LaFeBr00,fumbles,0,,,,,
player,201601030mia,nwe,LaFeBr00,fumbles_lost,0,,,,,
player,201601030mia,nwe,HarpCh01,pass_cmp,0,,,,,
player,201601030mia,nwe,HarpCh01,pass_att,0,,,,,
player,201601030mia,nwe,HarpCh01,pass_yds,0,,,,,
player,201601030mia,nwe,HarpCh01,pass_td,0,,,,,
player,201601030mia,nwe,HarpCh01,pass_int,0,,,,,
player,201601030mia,nwe,HarpCh01,pass_sacked,0,,,,,
player,201601030mia,nwe,HarpCh01,pass_sacked_yds,0,,,,,
player,201601030mia,nwe,HarpCh01,pass_long,0,,,,,
player,201601030mia,nwe,HarpCh01,pass_rating,,,,,,
player,201601030mia,nwe,HarpCh01,rush_att,0,,,,,
player,201601030mia,nwe,HarpCh01,rush_yds,0,,,,,
player,201601030mia,nwe,HarpCh01,rush_td,0,,,,,
player,201601030mia,nwe,HarpCh01,rush_long,0,,,,,
player,201601030mia,nwe,HarpCh01,targets,1,,,,,
player,201601030mia,nwe,HarpCh01,rec,1,,,,,
player,201601030mia,nwe,HarpCh01,rec_yds,6,,,,,
player,201601030mia,nwe,HarpCh01,rec_td,0,,,,,
player,201601030mia,nwe,HarpCh01,rec_long,6,,,,,
player,201601030mia,nwe,HarpCh01,fumbles,0,,,,,
player,201601030mia,nwe,HarpCh01,fumbles_lost,0,,,,,
player,201601030mia,nwe,MartKe01,pass_cmp,0,,,,,
player,201601030mia,nwe,MartKe01,pass_att,0,,,,,
player,201601030mia,nwe,MartKe01,pass_yds,0,,,,,
player,201601030mia,nwe,MartKe01,pass_td,0,,,,,
player,201601030mia,nwe,MartKe01,pass_int,0,,,,,
player,201601030mia,nwe,MartKe01,pass_sacked,0,,,,,
player,201601030mia,nwe,MartKe01,pass_sacked_yds,0,,,,,
player,201601030mia,nwe,MartKe01,pass_long,0,,,,,
player,201601030mia,nwe,MartKe01,pass_rating,,,,,,
player,201601030mia,nwe,MartKe01,rush_att,0,,,,,
player,201601030mia,nwe,MartKe01,rush_yds,0,,,,,
player,201601030mia,nwe,MartKe01,rush_td,0,,,,,
player,201601030mia,nwe,MartKe01,rush_long,0,,,,,
player,201601030mia,nwe,MartKe01,targets,2,,,,,
player,201601030mia,nwe,MartKe01,rec,1,,,,,
player,201601030mia,nwe,MartKe01,rec_yds,4,,,,,
player,201601030mia,nwe,MartKe01,rec_td,0,,,,,
player,201601030mia,nwe,MartKe01,rec_long,4,,,,,
player,201601030mia,nwe,MartKe01,fumbles,0,,,,,
player,201601030mia,nwe,MartKe01,fumbles_lost,0,,,,,
player,201601030mia,nwe,ChanSc00,pass_cmp,0,,,,,
player,201601030mia,nwe,ChanSc00,pass_att,0,,,,,
player,201601030mia,nwe,ChanSc00,pass_yds,0,,,,,
player,201601030mia,nwe,ChanSc00,pass_td,0,,,,,
player,201601030mia,nwe,ChanSc00,pass_int,0,,,,,
player,201601030mia,nwe,ChanSc00,pass_sacked,0,,,,,
player,201601030mia,nwe,ChanSc00,pass_sacked_yds,0,,,,,
player,201601030mia,nwe,ChanSc00,pass_long,0,,,,,
player,201601030mia,nwe,ChanSc00,pass_rating,,,,,,
player,201601030mia,nwe,ChanSc00,rush_att,0,,,,,
player,201601030mia,nwe,ChanSc00,rush_yds,0,,,,,
player,201601030mia,nwe,ChanSc00,rush_td,0,,,,,
player,201601030mia,nwe,ChanSc00,rush_long,0,,,,,
player,201601030mia,nwe,ChanSc00,targets,1,,,,,
player,201601030mia,nwe,ChanSc00,rec,0,,,,,
player,201601030mia,nwe,ChanSc00,rec_yds,0,,,,,
player,201601030mia,nwe,ChanSc00,rec_td,0,,,,,
player,201601030mia,nwe,ChanSc00,rec_long,0,,,,,
player,201601030mia,nwe,ChanSc00,fumbles,0,,,,,
player,201601030mia,nwe,ChanSc00,fumbles_lost,0,,,,,
player,201601030mia,mia,TannRy00,pass_cmp,25,,,,,
player,201601030mia,mia,TannRy00,pass_att,38,,,,,
player,201601030mia,mia,TannRy00,pass_yds,350,,,,,
player,201601030mia,mia,TannRy00,pass_td,2,,,,,
player,201601030mia,mia,TannRy00,pass_int,0,,,,,
player,201601030mia,mia,TannRy00,pass_sacked,1,,,,,
player,201601030mia,mia,TannRy00,pass_sacked_yds,8,,,,,
player,201601030mia,mia,TannRy00,pass_long,46,,,,,
player,201601030mia,mia,TannRy00,pass_rating,112.8,,,,,
player,201601030mia,mia,TannRy00,rush_att,3,,,,,
player,201601030mia,mia,TannRy00,rush_yds,17,,,,,
player,201601030mia,mia,TannRy00,rush_td,0,,,,,
player,201601030mia,mia,TannRy00,rush_long,19,,,,,
player,201601030mia,mia,TannRy00,targets,0,,,,,
