game,2015,2,20150920,201509200phi,dal,"Dallas Cowboys",20,phi,"Philadelphia Eagles",10
player,201509200phi,dal,WillTe01,rec_long,42,,,,,
player,201509200phi,dal,WillTe01,fumbles,0,,,,,
player,201509200phi,dal,WillTe01,fumbles_lost,0,,,,,
player,201509200phi,dal,WittJa00,pass_cmp,0,,,,,
player,201509200phi,dal,WittJa00,pass_att,0,,,,,
player,201509200phi,dal,WittJa00,pass_yds,0,,,,,
player,201509200phi,dal,WittJa00,pass_td,0,,,,,
player,201509200phi,dal,WittJa00,pass_int,0,,,,,
player,201509200phi,dal,WittJa00,pass_sacked,0,,,,,
player,201509200phi,dal,WittJa00,pass_sacked_yds,0,,,,,
player,201509200phi,dal,WittJa00,pass_long,0,,,,,
player,201509200phi,dal,WittJa00,pass_rating,,,,,,
player,201509200phi,dal,WittJa00,rush_att,0,,,,,
player,201509200phi,dal,WittJa00,rush_yds,0,,,,,
player,201509200phi,dal,WittJa00,rush_td,0,,,,,
player,201509200phi,dal,WittJa00,rush_long,0,,,,,
player,201509200phi,dal,WittJa00,targets,8,,,,,
player,201509200phi,dal,WittJa00,rec,7,,,,,
player,201509200phi,dal,WittJa00,rec_yds,56,,,,,
player,201509200phi,dal,WittJa00,rec_td,0,,,,,
player,201509200phi,dal,WittJa00,rec_long,11,,,,,
player,201509200phi,dal,WittJa00,fumbles,0,,,,,
player,201509200phi,dal,WittJa00,fumbles_lost,0,,,,,
player,201509200phi,dal,StreDe00,pass_cmp,0,,,,,
player,201509200phi,dal,StreDe00,pass_att,0,,,,,
player,201509200phi,dal,StreDe00,pass_yds,0,,,,,
player,201509200phi,dal,StreDe00,pass_td,0,,,,,
player,201509200phi,dal,StreDe00,pass_int,0,,,,,
player,201509200phi,dal,StreDe00,pass_sacked,0,,,,,
player,201509200phi,dal,StreDe00,pass_sacked_yds,0,,,,,
player,201509200phi,dal,StreDe00,pass_long,0,,,,,
player,201509200phi,dal,StreDe00,pass_rating,,,,,,
player,201509200phi,dal,StreDe00,rush_att,0,,,,,
player,201509200phi,dal,StreDe00,rush_yds,0,,,,,
player,201509200phi,dal,StreDe00,rush_td,0,,,,,
player,201509200phi,dal,StreDe00,rush_long,0,,,,,
player,201509200phi,dal,StreDe00,targets,2,,,,,
player,201509200phi,dal,StreDe00,rec,1,,,,,
player,201509200phi,dal,StreDe00,rec_yds,18,,,,,
player,201509200phi,dal,StreDe00,rec_td,0,,,,,
player,201509200phi,dal,StreDe00,rec_long,18,,,,,
player,201509200phi,dal,StreDe00,fumbles,0,,,,,
player,201509200phi,dal,StreDe00,fumbles_lost,0,,,,,
player,201509200phi,dal,EscoGa00,pass_cmp,0,,,,,
player,201509200phi,dal,EscoGa00,pass_att,0,,,,,
player,201509200phi,dal,EscoGa00,pass_yds,0,,,,,
player,201509200phi,dal,EscoGa00,pass_td,0,,,,,
player,201509200phi,dal,EscoGa00,pass_int,0,,,,,
player,201509200phi,dal,EscoGa00,pass_sacked,0,,,,,
player,201509200phi,dal,EscoGa00,pass_sacked_yds,0,,,,,
player,201509200phi,dal,EscoGa00,pass_long,0,,,,,
player,201509200phi,dal,EscoGa00,pass_rating,,,,,,
player,201509200phi,dal,EscoGa00,rush_att,0,,,,,
player,201509200phi,dal,EscoGa00,rush_yds,0,,,,,
player,201509200phi,dal,EscoGa00,rush_td,0,,,,,
player,201509200phi,dal,EscoGa00,rush_long,0,,,,,
player,201509200phi,dal,EscoGa00,targets,3,,,,,
player,201509200phi,dal,EscoGa00,rec,2,,,,,
player,201509200phi,dal,EscoGa00,rec_yds,16,,,,,
player,201509200phi,dal,EscoGa00,rec_td,0,,,,,
player,201509200phi,dal,EscoGa00,rec_long,13,,,,,
player,201509200phi,dal,EscoGa00,fumbles,1,,,,,
player,201509200phi,dal,EscoGa00,fumbles_lost,1,,,,,
player,201509200phi,dal,BeasCo00,pass_cmp,0,,,,,
player,201509200phi,dal,BeasCo00,pass_att,0,,,,,
player,201509200phi,dal,BeasCo00,pass_yds,0,,,,,
player,201509200phi,dal,BeasCo00,pass_td,0,,,,,
player,201509200phi,dal,BeasCo00,pass_int,0,,,,,
player,201509200phi,dal,BeasCo00,pass_sacked,0,,,,,
player,201509200phi,dal,BeasCo00,pass_sacked_yds,0,,,,,
player,201509200phi,dal,BeasCo00,pass_long,0,,,,,
player,201509200phi,dal,BeasCo00,pass_rating,,,,,,
player,201509200phi,dal,BeasCo00,rush_att,0,,,,,
player,201509200phi,dal,BeasCo00,rush_yds,0,,,,,
player,201509200phi,dal,BeasCo00,rush_td,0,,,,,
player,201509200phi,dal,BeasCo00,rush_long,0,,,,,
player,201509200phi,dal,BeasCo00,targets,5,,,,,
player,201509200phi,dal,BeasCo00,rec,4,,,,,
player,201509200phi,dal,BeasCo00,rec_yds,14,,,,,
player,201509200phi,dal,BeasCo00,rec_td,0,,,,,
player,201509200phi,dal,BeasCo00,rec_long,9,,,,,
player,201509200phi,dal,BeasCo00,fumbles,0,,,,,
player,201509200phi,dal,BeasCo00,fumbles_lost,0,,,,,
player,201509200phi,dal,SwaiGe00,pass_cmp,0,,,,,
player,201509200phi,dal,SwaiGe00,pass_att,0,,,,,
player,201509200phi,dal,SwaiGe00,pass_yds,0,,,,,
player,201509200phi,dal,SwaiGe00,pass_td,0,,,,,
player,201509200phi,dal,SwaiGe00,pass_int,0,,,,,
player,201509200phi,dal,SwaiGe00,pass_sacked,0,,,,,
player,201509200phi,dal,SwaiGe00,pass_sacked_yds,0,,,,,
player,201509200phi,dal,SwaiGe00,pass_long,0,,,,,
player,201509200phi,dal,SwaiGe00,pass_rating,,,,,,
player,201509200phi,dal,SwaiGe00,rush_att,0,,,,,
player,201509200phi,dal,SwaiGe00,rush_yds,0,,,,,
player,201509200phi,dal,SwaiGe00,rush_td,0,,,,,
player,201509200phi,dal,SwaiGe00,rush_long,0,,,,,
player,201509200phi,dal,SwaiGe00,targets,1,,,,,
player,201509200phi,dal,SwaiGe00,rec,1,,,,,
player,201509200phi,dal,SwaiGe00,rec_yds,0,,,,,
player,201509200phi,dal,SwaiGe00,rec_td,0,,,,,
player,201509200phi,dal,SwaiGe00,rec_long,0,,,,,
player,201509200phi,dal,SwaiGe00,fumbles,0,,,,,
player,201509200phi,dal,SwaiGe00,fumbles_lost,0,,,,,
player,201509200phi,phi,BradSa00,pass_cmp,23,,,,,
player,201509200phi,phi,BradSa00,pass_att,37,,,,,
player,201509200phi,phi,BradSa00,pass_yds,224,,,,,
player,201509200phi,phi,BradSa00,pass_td,1,,,,,
player,201509200phi,phi,BradSa00,pass_int,2,,,,,
player,201509200phi,phi,BradSa00,pass_sacked,1,,,,,
player,201509200phi,phi,BradSa00,pass_sacked_yds,5,,,,,
player,201509200phi,phi,BradSa00,pass_long,32,,,,,
player,201509200phi,phi,BradSa00,pass_rating,65.6,,,,,
player,201509200phi,phi,BradSa00,rush_att,2,,,,,
player,201509200phi,phi,BradSa00,rush_yds,9,,,,,
player,201509200phi,phi,BradSa00,rush_td,0,,,,,
player,201509200phi,phi,BradSa00,rush_long,9,,,,,
player,201509200phi,phi,BradSa00,targets,0,,,,,
player,201509200phi,phi,BradSa00,rec,0,,,,,
player,201509200phi,phi,BradSa00,rec_yds,0,,,,,
player,201509200phi,phi,BradSa00,rec_td,0,,,,,
player,201509200phi,phi,BradSa00,rec_long,0,,,,,
player,201509200phi,phi,BradSa00,fumbles,1,,,,,
player,201509200phi,phi,BradSa00,fumbles_lost,1,,,,,
player,201509200phi,phi,MurrDe00,pass_cmp,0,,,,,
player,201509200phi,phi,MurrDe00,pass_att,0,,,,,
player,201509200phi,phi,MurrDe00,pass_yds,0,,,,,
player,201509200phi,phi,MurrDe00,pass_td,0,,,,,
player,201509200phi,phi,MurrDe00,pass_int,0,,,,,
player,201509200phi,phi,MurrDe00,pass_sacked,0,,,,,
player,201509200phi,phi,MurrDe00,pass_sacked_yds,0,,,,,
player,201509200phi,phi,MurrDe00,pass_long,0,,,,,
player,201509200phi,phi,MurrDe00,pass_rating,,,,,,
player,201509200phi,phi,MurrDe00,rush_att,13,,,,,
player,201509200phi,phi,MurrDe00,rush_yds,2,,,,,
player,201509200phi,phi,MurrDe00,rush_td,0,,,,,
player,201509200phi,phi,MurrDe00,rush_long,9,,,,,
player,201509200phi,phi,MurrDe00,targets,5,,,,,
player,201509200phi,phi,MurrDe00,rec,5,,,,,
player,201509200phi,phi,MurrDe00,rec_yds,53,,,,,
player,201509200phi,phi,MurrDe00,rec_td,0,,,,,
player,201509200phi,phi,MurrDe00,rec_long,22,,,,,
player,201509200phi,phi,MurrDe00,fumbles,0,,,,,
player,201509200phi,phi,MurrDe00,fumbles_lost,0,,,,,
player,201509200phi,phi,MattJo00,pass_cmp,0,,,,,
player,201509200phi,phi,MattJo00,pass_att,0,,,,,
player,201509200phi,phi,MattJo00,pass_yds,0,,,,,
player,201509200phi,phi,MattJo00,pass_td,0,,,,,
player,201509200phi,phi,MattJo00,pass_int,0,,,,,
player,201509200phi,phi,MattJo00,pass_sacked,0,,,,,
player,201509200phi,phi,MattJo00,pass_sacked_yds,0,,,,,
player,201509200phi,phi,MattJo00,pass_long,0,,,,,
player,201509200phi,phi,MattJo00,pass_rating,,,,,,
player,201509200phi,phi,MattJo00,rush_att,0,,,,,
player,201509200phi,phi,MattJo00,rush_yds,0,,,,,
player,201509200phi,phi,MattJo00,rush_td,0,,,,,
player,201509200phi,phi,MattJo00,rush_long,0,,,,,
player,201509200phi,phi,MattJo00,targets,9,,,,,
player,201509200phi,phi,MattJo00,rec,6,,,,,
player,201509200phi,phi,MattJo00,rec_yds,80,,,,,
player,201509200phi,phi,MattJo00,rec_td,1,,,,,
player,201509200phi,phi,MattJo00,rec_long,32,,,,,
player,201509200phi,phi,MattJo00,fumbles,0,,,,,
player,201509200phi,phi,MattJo00,fumbles_lost,0,,,,,
player,201509200phi,phi,AghoNe00,pass_cmp,0,,,,,
player,201509200phi,phi,AghoNe00,pass_att,0,,,,,
player,201509200phi,phi,AghoNe00,pass_yds,0,,,,,
player,201509200phi,phi,AghoNe00,pass_td,0,,,,,
player,201509200phi,phi,AghoNe00,pass_int,0,,,,,
player,201509200phi,phi,AghoNe00,pass_sacked,0,,,,,
player,201509200phi,phi,AghoNe00,pass_sacked_yds,0,,,,,
player,201509200phi,phi,AghoNe00,pass_long,0,,,,,
player,201509200phi,phi,AghoNe00,pass_rating,,,,,,
player,201509200phi,phi,AghoNe00,rush_att,0,,,,,
player,201509200phi,phi,AghoNe00,rush_yds,0,,,,,
player,201509200phi,phi,AghoNe00,rush_td,0,,,,,
player,201509200phi,phi,AghoNe00,rush_long,0,,,,,
player,201509200phi,phi,AghoNe00,targets,6,,,,,
player,201509200phi,phi,AghoNe00,rec,3,,,,,
player,201509200phi,phi,AghoNe00,rec_yds,31,,,,,
player,201509200phi,phi,AghoNe00,rec_td,0,,,,,
player,201509200phi,phi,AghoNe00,rec_long,12,,,,,
player,201509200phi,phi,AghoNe00,fumbles,0,,,,,
player,201509200phi,phi,AghoNe00,fumbles_lost,0,,,,,
player,201509200phi,phi,HuffJo00,pass_cmp,0,,,,,
player,201509200phi,phi,HuffJo00,pass_att,0,,,,,
player,201509200phi,phi,HuffJo00,pass_yds,0,,,,,
player,201509200phi,phi,HuffJo00,pass_td,0,,,,,
player,201509200phi,phi,HuffJo00,pass_int,0,,,,,
player,201509200phi,phi,HuffJo00,pass_sacked,0,,,,,
player,201509200phi,phi,HuffJo00,pass_sacked_yds,0,,,,,
player,201509200phi,phi,HuffJo00,pass_long,0,,,,,
player,201509200phi,phi,HuffJo00,pass_rating,,,,,,
player,201509200phi,phi,HuffJo00,rush_att,0,,,,,
player,201509200phi,phi,HuffJo00,rush_yds,0,,,,,
player,201509200phi,phi,HuffJo00,rush_td,0,,,,,
player,201509200phi,phi,HuffJo00,rush_long,0,,,,,
player,201509200phi,phi,HuffJo00,targets,3,,,,,
player,201509200phi,phi,HuffJo00,rec,2,,,,,
player,201509200phi,phi,HuffJo00,rec_yds,20,,,,,
player,201509200phi,phi,HuffJo00,rec_td,0,,,,,
player,201509200phi,phi,HuffJo00,rec_long,11,,,,,
player,201509200phi,phi,HuffJo00,fumbles,0,,,,,
player,201509200phi,phi,HuffJo00,fumbles_lost,0,,,,,
player,201509200phi,phi,ErtzZa00,pass_cmp,0,,,,,
player,201509200phi,phi,ErtzZa00,pass_att,0,,,,,
player,201509200phi,phi,ErtzZa00,pass_yds,0,,,,,
player,201509200phi,phi,ErtzZa00,pass_td,0,,,,,
player,201509200phi,phi,ErtzZa00,pass_int,0,,,,,
player,201509200phi,phi,ErtzZa00,pass_sacked,0,,,,,
player,201509200phi,phi,ErtzZa00,pass_sacked_yds,0,,,,,
player,201509200phi,phi,ErtzZa00,pass_long,0,,,,,
player,201509200phi,phi,ErtzZa00,pass_rating,,,,,,
player,201509200phi,phi,ErtzZa00,rush_att,0,,,,,
player,201509200phi,phi,ErtzZa00,rush_yds,0,,,,,
player,201509200phi,phi,ErtzZa00,rush_td,0,,,,,
player,201509200phi,phi,ErtzZa00,rush_long,0,,,,,
player,201509200phi,phi,ErtzZa00,targets,7,,,,,
player,201509200phi,phi,ErtzZa00,rec,3,,,,,
player,201509200phi,phi,ErtzZa00,rec_yds,17,,,,,
player,201509200phi,phi,ErtzZa00,rec_td,0,,,,,
player,201509200phi,phi,ErtzZa00,rec_long,9,,,,,
player,201509200phi,phi,ErtzZa00,fumbles,0,,,,,
player,201509200phi,phi,ErtzZa00,fumbles_lost,0,,,,,
player,201509200phi,phi,MathRy00,pass_cmp,0,,,,,
player,201509200phi,phi,MathRy00,pass_att,0,,,,,
player,201509200phi,phi,MathRy00,pass_yds,0,,,,,
player,201509200phi,phi,MathRy00,pass_td,0,,,,,
player,201509200phi,phi,MathRy00,pass_int,0,,,,,
player,201509200phi,phi,MathRy00,pass_sacked,0,,,,,
player,201509200phi,phi,MathRy00,pass_sacked_yds,0,,,,,
player,201509200phi,phi,MathRy00,pass_long,0,,,,,
player,201509200phi,phi,MathRy00,pass_rating,,,,,,
player,201509200phi,phi,MathRy00,rush_att,1,,,,,
player,201509200phi,phi,MathRy00,rush_yds,0,,,,,
player,201509200phi,phi,MathRy00,rush_td,0,,,,,
player,201509200phi,phi,MathRy00,rush_long,0,,,,,
player,201509200phi,phi,MathRy00,targets,0,,,,,
player,201509200phi,phi,MathRy00,rec,0,,,,,
player,201509200phi,phi,MathRy00,rec_yds,0,,,,,
player,201509200phi,phi,MathRy00,rec_td,0,,,,,
player,201509200phi,phi,MathRy00,rec_long,0,,,,,
player,201509200phi,phi,MathRy00,fumbles,0,,,,,
player,201509200phi,phi,MathRy00,fumbles_lost,0,,,,,
player,201509200phi,phi,CoopRi00,pass_cmp,0,,,,,
player,201509200phi,phi,CoopRi00,pass_att,0,,,,,
player,201509200phi,phi,CoopRi00,pass_yds,0,,,,,
player,201509200phi,phi,CoopRi00,pass_td,0,,,,,
player,201509200phi,phi,CoopRi00,pass_int,0,,,,,
player,201509200phi,phi,CoopRi00,pass_sacked,0,,,,,
player,201509200phi,phi,CoopRi00,pass_sacked_yds,0,,,,,
player,201509200phi,phi,CoopRi00,pass_long,0,,,,,
player,201509200phi,phi,CoopRi00,pass_rating,,,,,,
player,201509200phi,phi,CoopRi00,rush_att,0,,,,,
player,201509200phi,phi,CoopRi00,rush_yds,0,,,,,
player,201509200phi,phi,CoopRi00,rush_td,0,,,,,
player,201509200phi,phi,CoopRi00,rush_long,0,,,,,
player,201509200phi,phi,CoopRi00,targets,2,,,,,
player,201509200phi,phi,CoopRi00,rec,0,,,,,
player,201509200phi,phi,CoopRi00,rec_yds,0,,,,,
player,201509200phi,phi,CoopRi00,rec_td,0,,,,,
player,201509200phi,phi,CoopRi00,rec_long,0,,,,,
player,201509200phi,phi,CoopRi00,fumbles,0,,,,,
player,201509200phi,phi,CoopRi00,fumbles_lost,0,,,,,
player,201509200phi,phi,AustMi00,pass_cmp,0,,,,,
player,201509200phi,phi,AustMi00,pass_att,0,,,,,
player,201509200phi,phi,AustMi00,pass_yds,0,,,,,
player,201509200phi,phi,AustMi00,pass_td,0,,,,,
player,201509200phi,phi,AustMi00,pass_int,0,,,,,
player,201509200phi,phi,AustMi00,pass_sacked,0,,,,,
player,201509200phi,phi,AustMi00,pass_sacked_yds,0,,,,,
player,201509200phi,phi,AustMi00,pass_long,0,,,,,
player,201509200phi,phi,AustMi00,pass_rating,,,,,,
player,201509200phi,phi,AustMi00,rush_att,0,,,,,
player,201509200phi,phi,AustMi00,rush_yds,0,,,,,
player,201509200phi,phi,AustMi00,rush_td,0,,,,,
player,201509200phi,phi,AustMi00,rush_long,0,,,,,
player,201509200phi,phi,AustMi00,targets,1,,,,,
player,201509200phi,phi,AustMi00,rec,0,,,,,
player,201509200phi,phi,AustMi00,rec_yds,0,,,,,
player,201509200phi,phi,AustMi00,rec_td,0,,,,,
player,201509200phi,phi,AustMi00,rec_long,0,,,,,
player,201509200phi,phi,AustMi00,fumbles,0,,,,,
player,201509200phi,phi,AustMi00,fumbles_lost,0,,,,,
player,201509200phi,phi,SproDa00,pass_cmp,0,,,,,
player,201509200phi,phi,SproDa00,pass_att,0,,,,,
player,201509200phi,phi,SproDa00,pass_yds,0,,,,,
player,201509200phi,phi,SproDa00,pass_td,0,,,,,
player,201509200phi,phi,SproDa00,pass_int,0,,,,,
player,201509200phi,phi,SproDa00,pass_sacked,0,,,,,
player,201509200phi,phi,SproDa00,pass_sacked_yds,0,,,,,
player,201509200phi,phi,SproDa00,pass_long,0,,,,,
player,201509200phi,phi,SproDa00,pass_rating,,,,,,
player,201509200phi,phi,SproDa00,rush_att,1,,,,,
player,201509200phi,phi,SproDa00,rush_yds,-4,,,,,
player,201509200phi,phi,SproDa00,rush_td,0,,,,,
player,201509200phi,phi,SproDa00,rush_long,-4,,,,,
player,201509200phi,phi,SproDa00,targets,4,,,,,
player,201509200phi,phi,SproDa00,rec,4,,,,,
player,201509200phi,phi,SproDa00,rec_yds,23,,,,,
player,201509200phi,phi,SproDa00,rec_td,0,,,,,
player,201509200phi,phi,SproDa00,rec_long,11,,,,,
player,201509200phi,phi,SproDa00,fumbles,0,,,,,
player,201509200phi,phi,SproDa00,fumbles_lost,0,,,,,
player,201509200phi,dal,LeexSe99,def_int,1,,,,,
player,201509200phi,dal,LeexSe99,def_int_yds,0,,,,,
player,201509200phi,dal,LeexSe99,def_int_td,0,,,,,
player,201509200phi,dal,LeexSe99,def_int_long,0,,,,,
player,201509200phi,dal,LeexSe99,pass_defended,2,,,,,
player,201509200phi,dal,LeexSe99,sacks,0.0,,,,,
player,201509200phi,dal,LeexSe99,tackles_combined,14,,,,,
player,201509200phi,dal,LeexSe99,tackles_solo,9,,,,,
player,201509200phi,dal,LeexSe99,tackles_assists,5,,,,,
player,201509200phi,dal,LeexSe99,tackles_loss,2,,,,,
player,201509200phi,dal,LeexSe99,qb_hits,0,,,,,
player,201509200phi,dal,LeexSe99,fumbles_rec,0,,,,,
player,201509200phi,dal,LeexSe99,fumbles_rec_yds,0,,,,,
player,201509200phi,dal,LeexSe99,fumbles_rec_td,0,,,,,
