game,2015,5,20151011,201510110dal,nwe,"New England Patriots",30,dal,"Dallas Cowboys",6
player,201510110dal,nwe,SlatMa00,pass_yds,0,,,,,
player,201510110dal,nwe,SlatMa00,pass_td,0,,,,,
player,201510110dal,nwe,SlatMa00,pass_int,0,,,,,
player,201510110dal,nwe,SlatMa00,pass_sacked,0,,,,,
player,201510110dal,nwe,SlatMa00,pass_sacked_yds,0,,,,,
player,201510110dal,nwe,SlatMa00,pass_long,0,,,,,
player,201510110dal,nwe,SlatMa00,pass_rating,,,,,,
player,201510110dal,nwe,SlatMa00,rush_att,0,,,,,
player,201510110dal,nwe,SlatMa00,rush_yds,0,,,,,
player,201510110dal,nwe,SlatMa00,rush_td,0,,,,,
player,201510110dal,nwe,SlatMa00,rush_long,0,,,,,
player,201510110dal,nwe,SlatMa00,targets,1,,,,,
player,201510110dal,nwe,SlatMa00,rec,0,,,,,
player,201510110dal,nwe,SlatMa00,rec_yds,0,,,,,
player,201510110dal,nwe,SlatMa00,rec_td,0,,,,,
player,201510110dal,nwe,SlatMa00,rec_long,0,,,,,
player,201510110dal,nwe,SlatMa00,fumbles,0,,,,,
player,201510110dal,nwe,SlatMa00,fumbles_lost,0,,,,,
player,201510110dal,nwe,GaroJi00,pass_cmp,0,,,,,
player,201510110dal,nwe,GaroJi00,pass_att,0,,,,,
player,201510110dal,nwe,GaroJi00,pass_yds,0,,,,,
player,201510110dal,nwe,GaroJi00,pass_td,0,,,,,
player,201510110dal,nwe,GaroJi00,pass_int,0,,,,,
player,201510110dal,nwe,GaroJi00,pass_sacked,0,,,,,
player,201510110dal,nwe,GaroJi00,pass_sacked_yds,0,,,,,
player,201510110dal,nwe,GaroJi00,pass_long,0,,,,,
player,201510110dal,nwe,GaroJi00,pass_rating,,,,,,
player,201510110dal,nwe,GaroJi00,rush_att,2,,,,,
player,201510110dal,nwe,GaroJi00,rush_yds,-2,,,,,
player,201510110dal,nwe,GaroJi00,rush_td,0,,,,,
player,201510110dal,nwe,GaroJi00,rush_long,-1,,,,,
player,201510110dal,nwe,GaroJi00,targets,0,,,,,
player,201510110dal,nwe,GaroJi00,rec,0,,,,,
player,201510110dal,nwe,GaroJi00,rec_yds,0,,,,,
player,201510110dal,nwe,GaroJi00,rec_td,0,,,,,
player,201510110dal,nwe,GaroJi00,rec_long,0,,,,,
player,201510110dal,nwe,GaroJi00,fumbles,0,,,,,
player,201510110dal,nwe,GaroJi00,fumbles_lost,0,,,,,
player,201510110dal,dal,WeedBr00,pass_cmp,26,,,,,
player,201510110dal,dal,WeedBr00,pass_att,39,,,,,
player,201510110dal,dal,WeedBr00,pass_yds,187,,,,,
player,201510110dal,dal,WeedBr00,pass_td,0,,,,,
player,201510110dal,dal,WeedBr00,pass_int,1,,,,,
player,201510110dal,dal,WeedBr00,pass_sacked,3,,,,,
player,201510110dal,dal,WeedBr00,pass_sacked_yds,24,,,,,
player,201510110dal,dal,WeedBr00,pass_long,21,,,,,
player,201510110dal,dal,WeedBr00,pass_rating,66.9,,,,,
player,201510110dal,dal,WeedBr00,rush_att,3,,,,,
player,201510110dal,dal,WeedBr00,rush_yds,18,,,,,
player,201510110dal,dal,WeedBr00,rush_td,0,,,,,
player,201510110dal,dal,WeedBr00,rush_long,11,,,,,
player,201510110dal,dal,WeedBr00,targets,0,,,,,
player,201510110dal,dal,WeedBr00,rec,0,,,,,
player,201510110dal,dal,WeedBr00,rec_yds,0,,,,,
player,201510110dal,dal,WeedBr00,rec_td,0,,,,,
player,201510110dal,dal,WeedBr00,rec_long,0,,,,,
player,201510110dal,dal,WeedBr00,fumbles,0,,,,,
player,201510110dal,dal,WeedBr00,fumbles_lost,0,,,,,
player,201510110dal,dal,RandJo01,pass_cmp,0,,,,,
player,201510110dal,dal,RandJo01,pass_att,0,,,,,
player,201510110dal,dal,RandJo01,pass_yds,0,,,,,
player,201510110dal,dal,RandJo01,pass_td,0,,,,,
player,201510110dal,dal,RandJo01,pass_int,0,,,,,
player,201510110dal,dal,RandJo01,pass_sacked,0,,,,,
player,201510110dal,dal,RandJo01,pass_sacked_yds,0,,,,,
player,201510110dal,dal,RandJo01,pass_long,0,,,,,
player,201510110dal,dal,RandJo01,pass_rating,,,,,,
player,201510110dal,dal,RandJo01,rush_att,15,,,,,
player,201510110dal,dal,RandJo01,rush_yds,62,,,,,
player,201510110dal,dal,RandJo01,rush_td,0,,,,,
player,201510110dal,dal,RandJo01,rush_long,14,,,,,
player,201510110dal,dal,RandJo01,targets,4,,,,,
player,201510110dal,dal,RandJo01,rec,4,,,,,
player,201510110dal,dal,RandJo01,rec_yds,12,,,,,
player,201510110dal,dal,RandJo01,rec_td,0,,,,,
player,201510110dal,dal,RandJo01,rec_long,10,,,,,
player,201510110dal,dal,RandJo01,fumbles,0,,,,,
player,201510110dal,dal,RandJo01,fumbles_lost,0,,,,,
player,201510110dal,dal,McFaDa00,pass_cmp,0,,,,,
player,201510110dal,dal,McFaDa00,pass_att,0,,,,,
player,201510110dal,dal,McFaDa00,pass_yds,0,,,,,
player,201510110dal,dal,McFaDa00,pass_td,0,,,,,
player,201510110dal,dal,McFaDa00,pass_int,0,,,,,
player,201510110dal,dal,McFaDa00,pass_sacked,0,,,,,
player,201510110dal,dal,McFaDa00,pass_sacked_yds,0,,,,,
player,201510110dal,dal,McFaDa00,pass_long,0,,,,,
player,201510110dal,dal,McFaDa00,pass_rating,,,,,,
player,201510110dal,dal,McFaDa00,rush_att,5,,,,,
player,201510110dal,dal,McFaDa00,rush_yds,16,,,,,
player,201510110dal,dal,McFaDa00,rush_td,0,,,,,
player,201510110dal,dal,McFaDa00,rush_long,7,,,,,
player,201510110dal,dal,McFaDa00,targets,10,,,,,
player,201510110dal,dal,McFaDa00,rec,9,,,,,
player,201510110dal,dal,McFaDa00,rec_yds,62,,,,,
player,201510110dal,dal,McFaDa00,rec_td,0,,,,,
player,201510110dal,dal,McFaDa00,rec_long,12,,,,,
player,201510110dal,dal,McFaDa00,fumbles,0,,,,,
player,201510110dal,dal,McFaDa00,fumbles_lost,0,,,,,
player,201510110dal,dal,MichCh00,pass_cmp,0,,,,,
player,201510110dal,dal,MichCh00,pass_att,0,,,,,
player,201510110dal,dal,MichCh00,pass_yds,0,,,,,
player,201510110dal,dal,MichCh00,pass_td,0,,,,,
player,201510110dal,dal,MichCh00,pass_int,0,,,,,
player,201510110dal,dal,MichCh00,pass_sacked,0,,,,,
player,201510110dal,dal,MichCh00,pass_sacked_yds,0,,,,,
player,201510110dal,dal,MichCh00,pass_long,0,,,,,
player,201510110dal,dal,MichCh00,pass_rating,,,,,,
player,201510110dal,dal,MichCh00,rush_att,1,,,,,
player,201510110dal,dal,MichCh00,rush_yds,6,,,,,
player,201510110dal,dal,MichCh00,rush_td,0,,,,,
player,201510110dal,dal,MichCh00,rush_long,6,,,,,
player,201510110dal,dal,MichCh00,targets,0,,,,,
player,201510110dal,dal,MichCh00,rec,0,,,,,
player,201510110dal,dal,MichCh00,rec_yds,0,,,,,
player,201510110dal,dal,MichCh00,rec_td,0,,,,,
player,201510110dal,dal,MichCh00,rec_long,0,,,,,
player,201510110dal,dal,MichCh00,fumbles,0,,,,,
player,201510110dal,dal,MichCh00,fumbles_lost,0,,,,,
player,201510110dal,dal,BeasCo00,pass_cmp,0,,,,,
player,201510110dal,dal,BeasCo00,pass_att,0,,,,,
player,201510110dal,dal,BeasCo00,pass_yds,0,,,,,
player,201510110dal,dal,BeasCo00,pass_td,0,,,,,
player,201510110dal,dal,BeasCo00,pass_int,0,,,,,
player,201510110dal,dal,BeasCo00,pass_sacked,0,,,,,
player,201510110dal,dal,BeasCo00,pass_sacked_yds,0,,,,,
player,201510110dal,dal,BeasCo00,pass_long,0,,,,,
player,201510110dal,dal,BeasCo00,pass_rating,,,,,,
player,201510110dal,dal,BeasCo00,rush_att,0,,,,,
player,201510110dal,dal,BeasCo00,rush_yds,0,,,,,
player,201510110dal,dal,BeasCo00,rush_td,0,,,,,
player,201510110dal,dal,BeasCo00,rush_long,0,,,,,
player,201510110dal,dal,BeasCo00,targets,6,,,,,
player,201510110dal,dal,BeasCo00,rec,4,,,,,
player,201510110dal,dal,BeasCo00,rec_yds,40,,,,,
player,201510110dal,dal,BeasCo00,rec_td,0,,,,,
player,201510110dal,dal,BeasCo00,rec_long,21,,,,,
player,201510110dal,dal,BeasCo00,fumbles,0,,,,,
player,201510110dal,dal,BeasCo00,fumbles_lost,0,,,,,
player,201510110dal,dal,WittJa00,pass_cmp,0,,,,,
player,201510110dal,dal,WittJa00,pass_att,0,,,,,
player,201510110dal,dal,WittJa00,pass_yds,0,,,,,
player,201510110dal,dal,WittJa00,pass_td,0,,,,,
player,201510110dal,dal,WittJa00,pass_int,0,,,,,
player,201510110dal,dal,WittJa00,pass_sacked,0,,,,,
player,201510110dal,dal,WittJa00,pass_sacked_yds,0,,,,,
player,201510110dal,dal,WittJa00,pass_long,0,,,,,
player,201510110dal,dal,WittJa00,pass_rating,,,,,,
player,201510110dal,dal,WittJa00,rush_att,0,,,,,
player,201510110dal,dal,WittJa00,rush_yds,0,,,,,
player,201510110dal,dal,WittJa00,rush_td,0,,,,,
player,201510110dal,dal,WittJa00,rush_long,0,,,,,
player,201510110dal,dal,WittJa00,targets,6,,,,,
player,201510110dal,dal,WittJa00,rec,5,,,,,
player,201510110dal,dal,WittJa00,rec_yds,33,,,,,
player,201510110dal,dal,WittJa00,rec_td,0,,,,,
player,201510110dal,dal,WittJa00,rec_long,16,,,,,
player,201510110dal,dal,WittJa00,fumbles,1,,,,,
player,201510110dal,dal,WittJa00,fumbles_lost,1,,,,,
player,201510110dal,dal,WillTe01,pass_cmp,0,,,,,
player,201510110dal,dal,WillTe01,pass_att,0,,,,,
player,201510110dal,dal,WillTe01,pass_yds,0,,,,,
player,201510110dal,dal,WillTe01,pass_td,0,,,,,
player,201510110dal,dal,WillTe01,pass_int,0,,,,,
player,201510110dal,dal,WillTe01,pass_sacked,0,,,,,
player,201510110dal,dal,WillTe01,pass_sacked_yds,0,,,,,
player,201510110dal,dal,WillTe01,pass_long,0,,,,,
player,201510110dal,dal,WillTe01,pass_rating,,,,,,
player,201510110dal,dal,WillTe01,rush_att,0,,,,,
player,201510110dal,dal,WillTe01,rush_yds,0,,,,,
player,201510110dal,dal,WillTe01,rush_td,0,,,,,
player,201510110dal,dal,WillTe01,rush_long,0,,,,,
player,201510110dal,dal,WillTe01,targets,6,,,,,
player,201510110dal,dal,WillTe01,rec,2,,,,,
player,201510110dal,dal,WillTe01,rec_yds,30,,,,,
player,201510110dal,dal,WillTe01,rec_td,0,,,,,
player,201510110dal,dal,WillTe01,rec_long,17,,,,,
player,201510110dal,dal,WillTe01,fumbles,0,,,,,
player,201510110dal,dal,WillTe01,fumbles_lost,0,,,,,
player,201510110dal,dal,StreDe00,pass_cmp,0,,,,,
player,201510110dal,dal,StreDe00,pass_att,0,,,,,
player,201510110dal,dal,StreDe00,pass_yds,0,,,,,
player,201510110dal,dal,StreDe00,pass_td,0,,,,,
player,201510110dal,dal,StreDe00,pass_int,0,,,,,
player,201510110dal,dal,StreDe00,pass_sacked,0,,,,,
player,201510110dal,dal,StreDe00,pass_sacked_yds,0,,,,,
player,201510110dal,dal,StreDe00,pass_long,0,,,,,
player,201510110dal,dal,StreDe00,pass_rating,,,,,,
player,201510110dal,dal,StreDe00,rush_att,0,,,,,
player,201510110dal,dal,StreDe00,rush_yds,0,,,,,
player,201510110dal,dal,StreDe00,rush_td,0,,,,,
player,201510110dal,dal,StreDe00,rush_long,0,,,,,
player,201510110dal,dal,StreDe00,targets,2,,,,,
player,201510110dal,dal,StreDe00,rec,1,,,,,
player,201510110dal,dal,StreDe00,rec_yds,13,,,,,
player,201510110dal,dal,StreDe00,rec_td,0,,,,,
player,201510110dal,dal,StreDe00,rec_long,13,,,,,
player,201510110dal,dal,StreDe00,fumbles,0,,,,,
player,201510110dal,dal,StreDe00,fumbles_lost,0,,,,,
player,201510110dal,dal,EscoGa00,pass_cmp,0,,,,,
player,201510110dal,dal,EscoGa00,pass_att,0,,,,,
player,201510110dal,dal,EscoGa00,pass_yds,0,,,,,
player,201510110dal,dal,EscoGa00,pass_td,0,,,,,
player,201510110dal,dal,EscoGa00,pass_int,0,,,,,
player,201510110dal,dal,EscoGa00,pass_sacked,0,,,,,
player,201510110dal,dal,EscoGa00,pass_sacked_yds,0,,,,,
player,201510110dal,dal,EscoGa00,pass_long,0,,,,,
player,201510110dal,dal,EscoGa00,pass_rating,,,,,,
player,201510110dal,dal,EscoGa00,rush_att,0,,,,,
player,201510110dal,dal,EscoGa00,rush_yds,0,,,,,
player,201510110dal,dal,EscoGa00,rush_td,0,,,,,
player,201510110dal,dal,EscoGa00,rush_long,0,,,,,
player,201510110dal,dal,EscoGa00,targets,2,,,,,
player,201510110dal,dal,EscoGa00,rec,0,,,,,
player,201510110dal,dal,EscoGa00,rec_yds,0,,,,,
player,201510110dal,dal,EscoGa00,rec_td,0,,,,,
player,201510110dal,dal,EscoGa00,rec_long,0,,,,,
player,201510110dal,dal,EscoGa00,fumbles,0,,,,,
player,201510110dal,dal,EscoGa00,fumbles_lost,0,,,,,
player,201510110dal,dal,MaylVi00,pass_cmp,0,,,,,
player,201510110dal,dal,MaylVi00,pass_att,0,,,,,
player,201510110dal,dal,MaylVi00,pass_yds,0,,,,,
player,201510110dal,dal,MaylVi00,pass_td,0,,,,,
player,201510110dal,dal,MaylVi00,pass_int,0,,,,,
player,201510110dal,dal,MaylVi00,pass_sacked,0,,,,,
player,201510110dal,dal,MaylVi00,pass_sacked_yds,0,,,,,
player,201510110dal,dal,MaylVi00,pass_long,0,,,,,
player,201510110dal,dal,MaylVi00,pass_rating,,,,,,
player,201510110dal,dal,MaylVi00,rush_att,0,,,,,
player,201510110dal,dal,MaylVi00,rush_yds,0,,,,,
player,201510110dal,dal,MaylVi00,rush_td,0,,,,,
player,201510110dal,dal,MaylVi00,rush_long,0,,,,,
player,201510110dal,dal,MaylVi00,targets,1,,,,,
player,201510110dal,dal,MaylVi00,rec,0,,,,,
player,201510110dal,dal,MaylVi00,rec_yds,0,,,,,
player,201510110dal,dal,MaylVi00,rec_td,0,,,,,
player,201510110dal,dal,MaylVi00,rec_long,0,,,,,
player,201510110dal,dal,MaylVi00,fumbles,0,,,,,
player,201510110dal,dal,MaylVi00,fumbles_lost,0,,,,,
player,201510110dal,dal,WhitLu00,pass_cmp,0,,,,,
player,201510110dal,dal,WhitLu00,pass_att,0,,,,,
player,201510110dal,dal,WhitLu00,pass_yds,0,,,,,
player,201510110dal,dal,WhitLu00,pass_td,0,,,,,
player,201510110dal,dal,WhitLu00,pass_int,0,,,,,
player,201510110dal,dal,WhitLu00,pass_sacked,0,,,,,
player,201510110dal,dal,WhitLu00,pass_sacked_yds,0,,,,,
player,201510110dal,dal,WhitLu00,pass_long,0,,,,,
player,201510110dal,dal,WhitLu00,pass_rating,,,,,,
player,201510110dal,dal,WhitLu00,rush_att,0,,,,,
player,201510110dal,dal,WhitLu00,rush_yds,0,,,,,
player,201510110dal,dal,WhitLu00,rush_td,0,,,,,
player,201510110dal,dal,WhitLu00,rush_long,0,,,,,
player,201510110dal,dal,WhitLu00,targets,2,,,,,
player,201510110dal,dal,WhitLu00,rec,1,,,,,
player,201510110dal,dal,WhitLu00,rec_yds,-3,,,,,
player,201510110dal,dal,WhitLu00,rec_td,0,,,,,
player,201510110dal,dal,WhitLu00,rec_long,-3,,,,,
player,201510110dal,dal,WhitLu00,fumbles,0,,,,,
player,201510110dal,dal,WhitLu00,fumbles_lost,0,,,,,
player,201510110dal,nwe,RyanLo00,def_int,1,,,,,
player,201510110dal,nwe,RyanLo00,def_int_yds,25,,,,,
player,201510110dal,nwe,RyanLo00,def_int_td,0,,,,,
player,201510110dal,nwe,RyanLo00,def_int_long,25,,,,,
player,201510110dal,nwe,RyanLo00,pass_defended,1,,,,,
player,201510110dal,nwe,RyanLo00,sacks,0.0,,,,,
player,201510110dal,nwe,RyanLo00,tackles_combined,3,,,,,
player,201510110dal,nwe,RyanLo00,tackles_solo,2,,,,,
player,201510110dal,nwe,RyanLo00,tackles_assists,1,,,,,
player,201510110dal,nwe,RyanLo00,tackles_loss,0,,,,,
player,201510110dal,nwe,RyanLo00,qb_hits,0,,,,,
player,201510110dal,nwe,RyanLo00,fumbles_rec,0,,,,,
player,201510110dal,nwe,RyanLo00,fumbles_rec_yds,0,,,,,
player,201510110dal,nwe,RyanLo00,fumbles_rec_td,0,,,,,
player,201510110dal,nwe,RyanLo00,fumbles_forced,0,,,,,
player,201510110dal,nwe,SheaJa00,def_int,0,,,,,
player,201510110dal,nwe,SheaJa00,def_int_yds,0,,,,,
player,201510110dal,nwe,SheaJa00,def_int_td,0,,,,,
player,201510110dal,nwe,SheaJa00,def_int_long,0,,,,,
player,201510110dal,nwe,SheaJa00,pass_defended,0,,,,,
player,201510110dal,nwe,SheaJa00,sacks,2.0,,,,,
player,201510110dal,nwe,SheaJa00,tackles_combined,3,,,,,
player,201510110dal,nwe,SheaJa00,tackles_solo,3,,,,,
player,201510110dal,nwe,SheaJa00,tackles_assists,0,,,,,
player,201510110dal,nwe,SheaJa00,tackles_loss,2,,,,,
player,201510110dal,nwe,SheaJa00,qb_hits,3,,,,,
player,201510110dal,nwe,SheaJa00,fumbles_rec,0,,,,,
