game,2015,8,20151029,201510290nwe,mia,"Miami Dolphins",7,nwe,"New England Patriots",36
player,201510290nwe,mia,GrayJo00,pass_td,0,,,,,
player,201510290nwe,mia,GrayJo00,pass_int,0,,,,,
player,201510290nwe,mia,GrayJo00,pass_sacked,0,,,,,
player,201510290nwe,mia,GrayJo00,pass_sacked_yds,0,,,,,
player,201510290nwe,mia,GrayJo00,pass_long,0,,,,,
player,201510290nwe,mia,GrayJo00,pass_rating,,,,,,
player,201510290nwe,mia,GrayJo00,rush_att,2,,,,,
player,201510290nwe,mia,GrayJo00,rush_yds,1,,,,,
player,201510290nwe,mia,GrayJo00,rush_td,0,,,,,
player,201510290nwe,mia,GrayJo00,rush_long,1,,,,,
player,201510290nwe,mia,GrayJo00,targets,5,,,,,
player,201510290nwe,mia,GrayJo00,rec,4,,,,,
player,201510290nwe,mia,GrayJo00,rec_yds,50,,,,,
player,201510290nwe,mia,GrayJo00,rec_td,0,,,,,
player,201510290nwe,mia,GrayJo00,rec_long,25,,,,,
player,201510290nwe,mia,GrayJo00,fumbles,0,,,,,
player,201510290nwe,mia,GrayJo00,fumbles_lost,0,,,,,
player,201510290nwe,mia,LandJa00,pass_cmp,0,,,,,
player,201510290nwe,mia,LandJa00,pass_att,0,,,,,
player,201510290nwe,mia,LandJa00,pass_yds,0,,,,,
player,201510290nwe,mia,LandJa00,pass_td,0,,,,,
player,201510290nwe,mia,LandJa00,pass_int,0,,,,,
player,201510290nwe,mia,LandJa00,pass_sacked,0,,,,,
player,201510290nwe,mia,LandJa00,pass_sacked_yds,0,,,,,
player,201510290nwe,mia,LandJa00,pass_long,0,,,,,
player,201510290nwe,mia,LandJa00,pass_rating,,,,,,
player,201510290nwe,mia,LandJa00,rush_att,0,,,,,
player,201510290nwe,mia,LandJa00,rush_yds,0,,,,,
player,201510290nwe,mia,LandJa00,rush_td,0,,,,,
player,201510290nwe,mia,LandJa00,rush_long,0,,,,,
player,201510290nwe,mia,LandJa00,targets,8,,,,,
player,201510290nwe,mia,LandJa00,rec,6,,,,,
player,201510290nwe,mia,LandJa00,rec_yds,71,,,,,
player,201510290nwe,mia,LandJa00,rec_td,0,,,,,
player,201510290nwe,mia,LandJa00,rec_long,18,,,,,
player,201510290nwe,mia,LandJa00,fumbles,1,,,,,
player,201510290nwe,mia,LandJa00,fumbles_lost,0,,,,,
player,201510290nwe,mia,MattRi00,pass_cmp,0,,,,,
player,201510290nwe,mia,MattRi00,pass_att,0,,,,,
player,201510290nwe,mia,MattRi00,pass_yds,0,,,,,
player,201510290nwe,mia,MattRi00,pass_td,0,,,,,
player,201510290nwe,mia,MattRi00,pass_int,0,,,,,
player,201510290nwe,mia,MattRi00,pass_sacked,0,,,,,
player,201510290nwe,mia,MattRi00,pass_sacked_yds,0,,,,,
player,201510290nwe,mia,MattRi00,pass_long,0,,,,,
player,201510290nwe,mia,MattRi00,pass_rating,,,,,,
player,201510290nwe,mia,MattRi00,rush_att,0,,,,,
player,201510290nwe,mia,MattRi00,rush_yds,0,,,,,
player,201510290nwe,mia,MattRi00,rush_td,0,,,,,
player,201510290nwe,mia,MattRi00,rush_long,0,,,,,
player,201510290nwe,mia,MattRi00,targets,12,,,,,
player,201510290nwe,mia,MattRi00,rec,7,,,,,
player,201510290nwe,mia,MattRi00,rec_yds,62,,,,,
player,201510290nwe,mia,MattRi00,rec_td,0,,,,,
player,201510290nwe,mia,MattRi00,rec_long,17,,,,,
player,201510290nwe,mia,MattRi00,fumbles,0,,,,,
player,201510290nwe,mia,MattRi00,fumbles_lost,0,,,,,
player,201510290nwe,mia,StilKe00,pass_cmp,0,,,,,
player,201510290nwe,mia,StilKe00,pass_att,0,,,,,
player,201510290nwe,mia,StilKe00,pass_yds,0,,,,,
player,201510290nwe,mia,StilKe00,pass_td,0,,,,,
player,201510290nwe,mia,StilKe00,pass_int,0,,,,,
player,201510290nwe,mia,StilKe00,pass_sacked,0,,,,,
player,201510290nwe,mia,StilKe00,pass_sacked_yds,0,,,,,
player,201510290nwe,mia,StilKe00,pass_long,0,,,,,
player,201510290nwe,mia,StilKe00,pass_rating,,,,,,
player,201510290nwe,mia,StilKe00,rush_att,0,,,,,
player,201510290nwe,mia,StilKe00,rush_yds,0,,,,,
player,201510290nwe,mia,StilKe00,rush_td,0,,,,,
player,201510290nwe,mia,StilKe00,rush_long,0,,,,,
player,201510290nwe,mia,StilKe00,targets,7,,,,,
player,201510290nwe,mia,StilKe00,rec,3,,,,,
player,201510290nwe,mia,StilKe00,rec_yds,58,,,,,
player,201510290nwe,mia,StilKe00,rec_td,0,,,,,
player,201510290nwe,mia,StilKe00,rec_long,25,,,,,
player,201510290nwe,mia,StilKe00,fumbles,0,,,,,
player,201510290nwe,mia,StilKe00,fumbles_lost,0,,,,,
player,201510290nwe,mia,CameJo00,pass_cmp,0,,,,,
player,201510290nwe,mia,CameJo00,pass_att,0,,,,,
player,201510290nwe,mia,CameJo00,pass_yds,0,,,,,
player,201510290nwe,mia,CameJo00,pass_td,0,,,,,
player,201510290nwe,mia,CameJo00,pass_int,0,,,,,
player,201510290nwe,mia,CameJo00,pass_sacked,0,,,,,
player,201510290nwe,mia,CameJo00,pass_sacked_yds,0,,,,,
player,201510290nwe,mia,CameJo00,pass_long,0,,,,,
player,201510290nwe,mia,CameJo00,pass_rating,,,,,,
player,201510290nwe,mia,CameJo00,rush_att,0,,,,,
player,201510290nwe,mia,CameJo00,rush_yds,0,,,,,
player,201510290nwe,mia,CameJo00,rush_td,0,,,,,
player,201510290nwe,mia,CameJo00,rush_long,0,,,,,
player,201510290nwe,mia,CameJo00,targets,5,,,,,
player,201510290nwe,mia,CameJo00,rec,2,,,,,
player,201510290nwe,mia,CameJo00,rec_yds,34,,,,,
player,201510290nwe,mia,CameJo00,rec_td,0,,,,,
player,201510290nwe,mia,CameJo00,rec_long,29,,,,,
player,201510290nwe,mia,CameJo00,fumbles,0,,,,,
player,201510290nwe,mia,CameJo00,fumbles_lost,0,,,,,
player,201510290nwe,mia,SimsDi00,pass_cmp,0,,,,,
player,201510290nwe,mia,SimsDi00,pass_att,0,,,,,
player,201510290nwe,mia,SimsDi00,pass_yds,0,,,,,
player,201510290nwe,mia,SimsDi00,pass_td,0,,,,,
player,201510290nwe,mia,SimsDi00,pass_int,0,,,,,
player,201510290nwe,mia,SimsDi00,pass_sacked,0,,,,,
player,201510290nwe,mia,SimsDi00,pass_sacked_yds,0,,,,,
player,201510290nwe,mia,SimsDi00,pass_long,0,,,,,
player,201510290nwe,mia,SimsDi00,pass_rating,,,,,,
player,201510290nwe,mia,SimsDi00,rush_att,0,,,,,
player,201510290nwe,mia,SimsDi00,rush_yds,0,,,,,
player,201510290nwe,mia,SimsDi00,rush_td,0,,,,,
player,201510290nwe,mia,SimsDi00,rush_long,0,,,,,
player,201510290nwe,mia,SimsDi00,targets,1,,,,,
player,201510290nwe,mia,SimsDi00,rec,1,,,,,
player,201510290nwe,mia,SimsDi00,rec_yds,6,,,,,
player,201510290nwe,mia,SimsDi00,rec_td,0,,,,,
player,201510290nwe,mia,SimsDi00,rec_long,6,,,,,
player,201510290nwe,mia,SimsDi00,fumbles,0,,,,,
player,201510290nwe,mia,SimsDi00,fumbles_lost,0,,,,,
player,201510290nwe,nwe,BradTo00,pass_cmp,26,,,,,
player,201510290nwe,nwe,BradTo00,pass_att,38,,,,,
player,201510290nwe,nwe,BradTo00,pass_yds,356,,,,,
player,201510290nwe,nwe,BradTo00,pass_td,4,,,,,
player,201510290nwe,nwe,BradTo00,pass_int,0,,,,,
player,201510290nwe,nwe,BradTo00,pass_sacked,2,,,,,
player,201510290nwe,nwe,BradTo00,pass_sacked_yds,14,,,,,
player,201510290nwe,nwe,BradTo00,pass_long,47,,,,,
player,201510290nwe,nwe,BradTo00,pass_rating,133.2,,,,,
player,201510290nwe,nwe,BradTo00,rush_att,1,,,,,
player,201510290nwe,nwe,BradTo00,rush_yds,1,,,,,
player,201510290nwe,nwe,BradTo00,rush_td,0,,,,,
player,201510290nwe,nwe,BradTo00,rush_long,1,,,,,
player,201510290nwe,nwe,BradTo00,targets,0,,,,,
player,201510290nwe,nwe,BradTo00,rec,0,,,,,
player,201510290nwe,nwe,BradTo00,rec_yds,0,,,,,
player,201510290nwe,nwe,BradTo00,rec_td,0,,,,,
player,201510290nwe,nwe,BradTo00,rec_long,0,,,,,
player,201510290nwe,nwe,BradTo00,fumbles,0,,,,,
player,201510290nwe,nwe,BradTo00,fumbles_lost,0,,,,,
player,201510290nwe,nwe,BlouLe00,pass_cmp,0,,,,,
player,201510290nwe,nwe,BlouLe00,pass_att,0,,,,,
player,201510290nwe,nwe,BlouLe00,pass_yds,0,,,,,
player,201510290nwe,nwe,BlouLe00,pass_td,0,,,,,
player,201510290nwe,nwe,BlouLe00,pass_int,0,,,,,
player,201510290nwe,nwe,BlouLe00,pass_sacked,0,,,,,
player,201510290nwe,nwe,BlouLe00,pass_sacked_yds,0,,,,,
player,201510290nwe,nwe,BlouLe00,pass_long,0,,,,,
player,201510290nwe,nwe,BlouLe00,pass_rating,,,,,,
player,201510290nwe,nwe,BlouLe00,rush_att,17,,,,,
player,201510290nwe,nwe,BlouLe00,rush_yds,72,,,,,
player,201510290nwe,nwe,BlouLe00,rush_td,0,,,,,
player,201510290nwe,nwe,BlouLe00,rush_long,14,,,,,
player,201510290nwe,nwe,BlouLe00,targets,1,,,,,
player,201510290nwe,nwe,BlouLe00,rec,1,,,,,
player,201510290nwe,nwe,BlouLe00,rec_yds,2,,,,,
player,201510290nwe,nwe,BlouLe00,rec_td,0,,,,,
player,201510290nwe,nwe,BlouLe00,rec_long,2,,,,,
player,201510290nwe,nwe,BlouLe00,fumbles,0,,,,,
player,201510290nwe,nwe,BlouLe00,fumbles_lost,0,,,,,
player,201510290nwe,nwe,LewiDi00,pass_cmp,0,,,,,
player,201510290nwe,nwe,LewiDi00,pass_att,0,,,,,
player,201510290nwe,nwe,LewiDi00,pass_yds,0,,,,,
player,201510290nwe,nwe,LewiDi00,pass_td,0,,,,,
player,201510290nwe,nwe,LewiDi00,pass_int,0,,,,,
player,201510290nwe,nwe,LewiDi00,pass_sacked,0,,,,,
player,201510290nwe,nwe,LewiDi00,pass_sacked_yds,0,,,,,
player,201510290nwe,nwe,LewiDi00,pass_long,0,,,,,
player,201510290nwe,nwe,LewiDi00,pass_rating,,,,,,
player,201510290nwe,nwe,LewiDi00,rush_att,5,,,,,
player,201510290nwe,nwe,LewiDi00,rush_yds,19,,,,,
player,201510290nwe,nwe,LewiDi00,rush_td,0,,,,,
player,201510290nwe,nwe,LewiDi00,rush_long,11,,,,,
player,201510290nwe,nwe,LewiDi00,targets,9,,,,,
player,201510290nwe,nwe,LewiDi00,rec,6,,,,,
player,201510290nwe,nwe,LewiDi00,rec_yds,93,,,,,
player,201510290nwe,nwe,LewiDi00,rec_td,1,,,,,
player,201510290nwe,nwe,LewiDi00,rec_long,19,,,,,
player,201510290nwe,nwe,LewiDi00,fumbles,0,,,,,
player,201510290nwe,nwe,LewiDi00,fumbles_lost,0,,,,,
player,201510290nwe,nwe,WhitJa02,pass_cmp,0,,,,,
player,201510290nwe,nwe,WhitJa02,pass_att,0,,,,,
player,201510290nwe,nwe,WhitJa02,pass_yds,0,,,,,
player,201510290nwe,nwe,WhitJa02,pass_td,0,,,,,
player,201510290nwe,nwe,WhitJa02,pass_int,0,,,,,
player,201510290nwe,nwe,WhitJa02,pass_sacked,0,,,,,
player,201510290nwe,nwe,WhitJa02,pass_sacked_yds,0,,,,,
player,201510290nwe,nwe,WhitJa02,pass_long,0,,,,,
player,201510290nwe,nwe,WhitJa02,pass_rating,,,,,,
player,201510290nwe,nwe,WhitJa02,rush_att,3,,,,,
player,201510290nwe,nwe,WhitJa02,rush_yds,3,,,,,
player,201510290nwe,nwe,WhitJa02,rush_td,0,,,,,
player,201510290nwe,nwe,WhitJa02,rush_long,3,,,,,
player,201510290nwe,nwe,WhitJa02,targets,0,,,,,
player,201510290nwe,nwe,WhitJa02,rec,0,,,,,
player,201510290nwe,nwe,WhitJa02,rec_yds,0,,,,,
player,201510290nwe,nwe,WhitJa02,rec_td,0,,,,,
player,201510290nwe,nwe,WhitJa02,rec_long,0,,,,,
player,201510290nwe,nwe,WhitJa02,fumbles,0,,,,,
player,201510290nwe,nwe,WhitJa02,fumbles_lost,0,,,,,
player,201510290nwe,nwe,GronRo00,pass_cmp,0,,,,,
player,201510290nwe,nwe,GronRo00,pass_att,0,,,,,
player,201510290nwe,nwe,GronRo00,pass_yds,0,,,,,
player,201510290nwe,nwe,GronRo00,pass_td,0,,,,,
player,201510290nwe,nwe,GronRo00,pass_int,0,,,,,
player,201510290nwe,nwe,GronRo00,pass_sacked,0,,,,,
player,201510290nwe,nwe,GronRo00,pass_sacked_yds,0,,,,,
player,201510290nwe,nwe,GronRo00,pass_long,0,,,,,
player,201510290nwe,nwe,GronRo00,pass_rating,,,,,,
player,201510290nwe,nwe,GronRo00,rush_att,0,,,,,
player,201510290nwe,nwe,GronRo00,rush_yds,0,,,,,
player,201510290nwe,nwe,GronRo00,rush_td,0,,,,,
player,201510290nwe,nwe,GronRo00,rush_long,0,,,,,
player,201510290nwe,nwe,GronRo00,targets,9,,,,,
player,201510290nwe,nwe,GronRo00,rec,6,,,,,
player,201510290nwe,nwe,GronRo00,rec_yds,113,,,,,
player,201510290nwe,nwe,GronRo00,rec_td,1,,,,,
player,201510290nwe,nwe,GronRo00,rec_long,47,,,,,
player,201510290nwe,nwe,GronRo00,fumbles,0,,,,,
player,201510290nwe,nwe,GronRo00,fumbles_lost,0,,,,,
player,201510290nwe,nwe,EdelJu00,pass_cmp,0,,,,,
player,201510290nwe,nwe,EdelJu00,pass_att,0,,,,,
player,201510290nwe,nwe,EdelJu00,pass_yds,0,,,,,
player,201510290nwe,nwe,EdelJu00,pass_td,0,,,,,
player,201510290nwe,nwe,EdelJu00,pass_int,0,,,,,
player,201510290nwe,nwe,EdelJu00,pass_sacked,0,,,,,
player,201510290nwe,nwe,EdelJu00,pass_sacked_yds,0,,,,,
player,201510290nwe,nwe,EdelJu00,pass_long,0,,,,,
player,201510290nwe,nwe,EdelJu00,pass_rating,,,,,,
player,201510290nwe,nwe,EdelJu00,rush_att,0,,,,,
player,201510290nwe,nwe,EdelJu00,rush_yds,0,,,,,
player,201510290nwe,nwe,EdelJu00,rush_td,0,,,,,
player,201510290nwe,nwe,EdelJu00,rush_long,0,,,,,
player,201510290nwe,nwe,EdelJu00,targets,9,,,,,
player,201510290nwe,nwe,EdelJu00,rec,7,,,,,
player,201510290nwe,nwe,EdelJu00,rec_yds,81,,,,,
player,201510290nwe,nwe,EdelJu00,rec_td,2,,,,,
player,201510290nwe,nwe,EdelJu00,rec_long,20,,,,,
player,201510290nwe,nwe,EdelJu00,fumbles,0,,,,,
player,201510290nwe,nwe,EdelJu00,fumbles_lost,0,,,,,
player,201510290nwe,nwe,LaFeBr00,pass_cmp,0,,,,,
player,201510290nwe,nwe,LaFeBr00,pass_att,0,,,,,
player,201510290nwe,nwe,LaFeBr00,pass_yds,0,,,,,
player,201510290nwe,nwe,LaFeBr00,pass_td,0,,,,,
player,201510290nwe,nwe,LaFeBr00,pass_int,0,,,,,
player,201510290nwe,nwe,LaFeBr00,pass_sacked,0,,,,,
player,201510290nwe,nwe,LaFeBr00,pass_sacked_yds,0,,,,,
player,201510290nwe,nwe,LaFeBr00,pass_long,0,,,,,
player,201510290nwe,nwe,LaFeBr00,pass_rating,,,,,,
player,201510290nwe,nwe,LaFeBr00,rush_att,0,,,,,
player,201510290nwe,nwe,LaFeBr00,rush_yds,0,,,,,
player,201510290nwe,nwe,LaFeBr00,rush_td,0,,,,,
player,201510290nwe,nwe,LaFeBr00,rush_long,0,,,,,
player,201510290nwe,nwe,LaFeBr00,targets,7,,,,,
player,201510290nwe,nwe,LaFeBr00,rec,4,,,,,
player,201510290nwe,nwe,LaFeBr00,rec_yds,47,,,,,
player,201510290nwe,nwe,LaFeBr00,rec_td,0,,,,,
player,201510290nwe,nwe,LaFeBr00,rec_long,25,,,,,
player,201510290nwe,nwe,LaFeBr00,fumbles,0,,,,,
player,201510290nwe,nwe,LaFeBr00,fumbles_lost,0,,,,,
player,201510290nwe,nwe,AmenDa00,pass_cmp,0,,,,,
player,201510290nwe,nwe,AmenDa00,pass_att,0,,,,,
player,201510290nwe,nwe,AmenDa00,pass_yds,0,,,,,
player,201510290nwe,nwe,AmenDa00,pass_td,0,,,,,
player,201510290nwe,nwe,AmenDa00,pass_int,0,,,,,
player,201510290nwe,nwe,AmenDa00,pass_sacked,0,,,,,
player,201510290nwe,nwe,AmenDa00,pass_sacked_yds,0,,,,,
player,201510290nwe,nwe,AmenDa00,pass_long,0,,,,,
player,201510290nwe,nwe,AmenDa00,pass_rating,,,,,,
player,201510290nwe,nwe,AmenDa00,rush_att,0,,,,,
player,201510290nwe,nwe,AmenDa00,rush_yds,0,,,,,
player,201510290nwe,nwe,AmenDa00,rush_td,0,,,,,
player,201510290nwe,nwe,AmenDa00,rush_long,0,,,,,
player,201510290nwe,nwe,AmenDa00,targets,1,,,,,
player,201510290nwe,nwe,AmenDa00,rec,1,,,,,
player,201510290nwe,nwe,AmenDa00,rec_yds,11,,,,,
player,201510290nwe,nwe,AmenDa00,rec_td,0,,,,,
player,201510290nwe,nwe,AmenDa00,rec_long,11,,,,,
player,201510290nwe,nwe,AmenDa00,fumbles,0,,,,,
player,201510290nwe,nwe,AmenDa00,fumbles_lost,0,,,,,
player,201510290nwe,nwe,ChanSc00,pass_cmp,0,,,,,
player,201510290nwe,nwe,ChanSc00,pass_att,0,,,,,
player,201510290nwe,nwe,ChanSc00,pass_yds,0,,,,,
player,201510290nwe,nwe,ChanSc00,pass_td,0,,,,,
player,201510290nwe,nwe,ChanSc00,pass_int,0,,,,,
player,201510290nwe,nwe,ChanSc00,pass_sacked,0,,,,,
player,201510290nwe,nwe,ChanSc00,pass_sacked_yds,0,,,,,
player,201510290nwe,nwe,ChanSc00,pass_long,0,,,,,
player,201510290nwe,nwe,ChanSc00,pass_rating,,,,,,
player,201510290nwe,nwe,ChanSc00,rush_att,0,,,,,
player,201510290nwe,nwe,ChanSc00,rush_yds,0,,,,,
player,201510290nwe,nwe,ChanSc00,rush_td,0,,,,,
player,201510290nwe,nwe,ChanSc00,rush_long,0,,,,,
player,201510290nwe,nwe,ChanSc00,targets,2,,,,,
player,201510290nwe,nwe,ChanSc00,rec,1,,,,,
player,201510290nwe,nwe,ChanSc00,rec_yds,9,,,,,
player,201510290nwe,nwe,ChanSc00,rec_td,0,,,,,
player,201510290nwe,nwe,ChanSc00,rec_long,9,,,,,
player,201510290nwe,nwe,ChanSc00,fumbles,0,,,,,
player,201510290nwe,nwe,ChanSc00,fumbles_lost,0,,,,,
player,201510290nwe,mia,VernOl00,def_int,0,,,,,
player,201510290nwe,mia,VernOl00,def_int_yds,0,,,,,
player,201510290nwe,mia,VernOl00,def_int_td,0,,,,,
player,201510290nwe,mia,VernOl00,def_int_long,0,,,,,
player,201510290nwe,mia,VernOl00,pass_defended,0,,,,,
player,201510290nwe,mia,VernOl00,sacks,1.0,,,,,
player,201510290nwe,mia,VernOl00,tackles_combined,5,,,,,
player,201510290nwe,mia,VernOl00,tackles_solo,1,,,,,
player,201510290nwe,mia,VernOl00,tackles_assists,4,,,,,
player,201510290nwe,mia,VernOl00,tackles_loss,1,,,,,
player,201510290nwe,mia,VernOl00,qb_hits,2,,,,,
player,201510290nwe,mia,VernOl00,fumbles_rec,0,,,,,
player,201510290nwe,mia,VernOl00,fumbles_rec_yds,0,,,,,
player,201510290nwe,mia,VernOl00,fumbles_rec_td,0,,,,,
player,201510290nwe,mia,VernOl00,fumbles_forced,0,,,,,
player,201510290nwe,mia,WakeCa00,def_int,0,,,,,
player,201510290nwe,mia,WakeCa00,def_int_yds,0,,,,,
player,201510290nwe,mia,WakeCa00,def_int_td,0,,,,,
player,201510290nwe,mia,WakeCa00,def_int_long,0,,,,,
player,201510290nwe,mia,WakeCa00,pass_defended,0,,,,,
player,201510290nwe,mia,WakeCa00,sacks,1.0,,,,,
player,201510290nwe,mia,WakeCa00,tackles_combined,2,,,,,
player,201510290nwe,mia,WakeCa00,tackles_solo,1,,,,,
player,201510290nwe,mia,WakeCa00,tackles_assists,1,,,,,
player,201510290nwe,mia,WakeCa00,tackles_loss,1,,,,,
player,201510290nwe,mia,WakeCa00,qb_hits,1,,,,,
player,201510290nwe,mia,WakeCa00,fumbles_rec,0,,,,,
player,201510290nwe,mia,WakeCa00,fumbles_rec_yds,0,,,,,
player,201510290nwe,mia,WakeCa00,fumbles_rec_td,0,,,,,
player,201510290nwe,mia,WakeCa00,fumbles_forced,0,,,,,
player,201510290nwe,mia,JoneRe99,def_int,0,,,,,
player,201510290nwe,mia,JoneRe99,def_int_yds,0,,,,,
player,201510290nwe,mia,JoneRe99,def_int_td,0,,,,,
player,201510290nwe,mia,JoneRe99,def_int_long,0,,,,,
player,201510290nwe,mia,JoneRe99,pass_defended,0,,,,,
player,201510290nwe,mia,JoneRe99,sacks,0.0,,,,,
player,201510290nwe,mia,JoneRe99,tackles_combined,8,,,,,
player,201510290nwe,mia,JoneRe99,tackles_solo,5,,,,,
player,201510290nwe,mia,JoneRe99,tackles_assists,3,,,,,
player,201510290nwe,mia,JoneRe99,tackles_loss,0,,,,,
player,201510290nwe,mia,JoneRe99,qb_hits,0,,,,,
player,201510290nwe,mia,JoneRe99,fumbles_rec,0,,,,,
player,201510290nwe,mia,JoneRe99,fumbles_rec_yds,0,,,,,
player,201510290nwe,mia,JoneRe99,fumbles_rec_td,0,,,,,
player,201510290nwe,mia,JoneRe99,fumbles_forced,0,,,,,
player,201510290nwe,mia,ShepKe00,def_int,0,,,,,
player,201510290nwe,mia,ShepKe00,def_int_yds,0,,,,,
player,201510290nwe,mia,ShepKe00,def_int_td,0,,,,,
player,201510290nwe,mia,ShepKe00,def_int_long,0,,,,,
player,201510290nwe,mia,ShepKe00,pass_defended,0,,,,,
player,201510290nwe,mia,ShepKe00,sacks,0.0,,,,,
player,201510290nwe,mia,ShepKe00,tackles_combined,8,,,,,
player,201510290nwe,mia,ShepKe00,tackles_solo,5,,,,,
player,201510290nwe,mia,ShepKe00,tackles_assists,3,,,,,
player,201510290nwe,mia,ShepKe00,tackles_loss,0,,,,,
player,201510290nwe,mia,ShepKe00,qb_hits,0,,,,,
player,201510290nwe,mia,ShepKe00,fumbles_rec,0,,,,,
player,201510290nwe,mia,ShepKe00,fumbles_rec_yds,0,,,,,
player,201510290nwe,mia,ShepKe00,fumbles_rec_td,0,,,,,
player,201510290nwe,mia,ShepKe00,fumbles_forced,0,,,,,
player,201510290nwe,mia,TaylJa01,def_int,0,,,,,
player,201510290nwe,mia,TaylJa01,def_int_yds,0,,,,,
player,201510290nwe,mia,TaylJa01,def_int_td,0,,,,,
player,201510290nwe,mia,TaylJa01,def_int_long,0,,,,,
player,201510290nwe,mia,TaylJa01,pass_defended,0,,,,,
player,201510290nwe,mia,TaylJa01,sacks,0.0,,,,,
player,201510290nwe,mia,TaylJa01,tackles_combined,7,,,,,
player,201510290nwe,mia,TaylJa01,tackles_solo,4,,,,,
player,201510290nwe,mia,TaylJa01,tackles_assists,3,,,,,
player,201510290nwe,mia,TaylJa01,tackles_loss,0,,,,,
player,201510290nwe,mia,TaylJa01,qb_hits,0,,,,,
player,201510290nwe,mia,TaylJa01,fumbles_rec,0,,,,,
