game,2015,17,20160103,201601030chi,det,"Detroit Lions",24,chi,"Chicago Bears",20
team,201601030chi,det,First Downs,22,,,,,,
team,201601030chi,chi,First Downs,16,,,,,,
team,201601030chi,det,Rush-Yds-TDs,21-67-0,,,,,,
team,201601030chi,chi,Rush-Yds-TDs,24-111-0,,,,,,
team,201601030chi,det,Cmp-Att-Yd-TD-INT,28-39-298-3-0,,,,,,
team,201601030chi,chi,Cmp-Att-Yd-TD-INT,17-23-245-2-3,,,,,,
team,201601030chi,det,Sacked-Yards,4-16,,,,,,
team,201601030chi,chi,Sacked-Yards,4-11,,,,,,
team,201601030chi,det,Net Pass Yards,282,,,,,,
team,201601030chi,chi,Net Pass Yards,234,,,,,,
team,201601030chi,det,Total Yards,349,,,,,,
team,201601030chi,chi,Total Yards,345,,,,,,
team,201601030chi,det,Fumbles-Lost,0-0,,,,,,
team,201601030chi,chi,Fumbles-Lost,0-0,,,,,,
team,201601030chi,det,Turnovers,0,,,,,,
team,201601030chi,chi,Turnovers,3,,,,,,
team,201601030chi,det,Penalties-Yards,4-21,,,,,,
team,201601030chi,chi,Penalties-Yards,1-15,,,,,,
team,201601030chi,det,Third Down Conv.,4-10,,,,,,
team,201601030chi,chi,Third Down Conv.,7-12,,,,,,
team,201601030chi,det,Fourth Down Conv.,0-1,,,,,,
team,201601030chi,chi,Fourth Down Conv.,0-0,,,,,,
team,201601030chi,det,Time of Possession,32:30,,,,,,
team,201601030chi,chi,Time of Possession,27:30,,,,,,
player,201601030chi,det,StafMa00,pass_cmp,28,,,,,
player,201601030chi,det,StafMa00,pass_att,39,,,,,
player,201601030chi,det,StafMa00,pass_yds,298,,,,,
player,201601030chi,det,StafMa00,pass_td,3,,,,,
player,201601030chi,det,StafMa00,pass_int,0,,,,,
player,201601030chi,det,StafMa00,pass_sacked,4,,,,,
player,201601030chi,det,StafMa00,pass_sacked_yds,16,,,,,
player,201601030chi,det,StafMa00,pass_long,36,,,,,
player,201601030chi,det,StafMa00,pass_rating,119.4,,,,,
player,201601030chi,det,StafMa00,rush_att,6,,,,,
player,201601030chi,det,StafMa00,rush_yds,10,,,,,
player,201601030chi,det,StafMa00,rush_td,0,,,,,
player,201601030chi,det,StafMa00,rush_long,12,,,,,
player,201601030chi,det,StafMa00,targets,0,,,,,
player,201601030chi,det,StafMa00,rec,0,,,,,
player,201601030chi,det,StafMa00,rec_yds,0,,,,,
player,201601030chi,det,StafMa00,rec_td,0,,,,,
player,201601030chi,det,StafMa00,rec_long,0,,,,,
player,201601030chi,det,StafMa00,fumbles,0,,,,,
player,201601030chi,det,StafMa00,fumbles_lost,0,,,,,
player,201601030chi,det,AbduAm00,pass_cmp,0,,,,,
player,201601030chi,det,AbduAm00,pass_att,0,,,,,
player,201601030chi,det,AbduAm00,pass_yds,0,,,,,
player,201601030chi,det,AbduAm00,pass_td,0,,,,,
player,201601030chi,det,AbduAm00,pass_int,0,,,,,
player,201601030chi,det,AbduAm00,pass_sacked,0,,,,,
player,201601030chi,det,AbduAm00,pass_sacked_yds,0,,,,,
player,201601030chi,det,AbduAm00,pass_long,0,,,,,
player,201601030chi,det,AbduAm00,pass_rating,,,,,,
player,201601030chi,det,AbduAm00,rush_att,10,,,,,
player,201601030chi,det,AbduAm00,rush_yds,44,,,,,
player,201601030chi,det,AbduAm00,rush_td,0,,,,,
player,201601030chi,det,AbduAm00,rush_long,11,,,,,
player,201601030chi,det,AbduAm00,targets,1,,,,,
player,201601030chi,det,AbduAm00,rec,1,,,,,
player,201601030chi,det,AbduAm00,rec_yds,7,,,,,
player,201601030chi,det,AbduAm00,rec_td,0,,,,,
player,201601030chi,det,AbduAm00,rec_long,7,,,,,
player,201601030chi,det,AbduAm00,fumbles,0,,,,,
player,201601030chi,det,AbduAm00,fumbles_lost,0,,,,,
player,201601030chi,det,BellJo01,pass_cmp,0,,,,,
player,201601030chi,det,BellJo01,pass_att,0,,,,,
player,201601030chi,det,BellJo01,pass_yds,0,,,,,
player,201601030chi,det,BellJo01,pass_td,0,,,,,
player,201601030chi,det,BellJo01,pass_int,0,,,,,
player,201601030chi,det,BellJo01,pass_sacked,0,,,,,
player,201601030chi,det,BellJo01,pass_sacked_yds,0,,,,,
player,201601030chi,det,BellJo01,pass_long,0,,,,,
player,201601030chi,det,BellJo01,pass_rating,,,,,,
player,201601030chi,det,BellJo01,rush_att,3,,,,,
player,201601030chi,det,BellJo01,rush_yds,9,,,,,
player,201601030chi,det,BellJo01,rush_td,0,,,,,
player,201601030chi,det,BellJo01,rush_long,5,,,,,
player,201601030chi,det,BellJo01,targets,2,,,,,
player,201601030chi,det,BellJo01,rec,2,,,,,
player,201601030chi,det,BellJo01,rec_yds,49,,,,,
player,201601030chi,det,BellJo01,rec_td,0,,,,,
player,201601030chi,det,BellJo01,rec_long,36,,,,,
player,201601030chi,det,BellJo01,fumbles,0,,,,,
player,201601030chi,det,BellJo01,fumbles_lost,0,,,,,
player,201601030chi,det,RiddTh00,pass_cmp,0,,,,,
player,201601030chi,det,RiddTh00,pass_att,0,,,,,
player,201601030chi,det,RiddTh00,pass_yds,0,,,,,
player,201601030chi,det,RiddTh00,pass_td,0,,,,,
player,201601030chi,det,RiddTh00,pass_int,0,,,,,
player,201601030chi,det,RiddTh00,pass_sacked,0,,,,,
player,201601030chi,det,RiddTh00,pass_sacked_yds,0,,,,,
player,201601030chi,det,RiddTh00,pass_long,0,,,,,
player,201601030chi,det,RiddTh00,pass_rating,,,,,,
player,201601030chi,det,RiddTh00,rush_att,2,,,,,
player,201601030chi,det,RiddTh00,rush_yds,4,,,,,
player,201601030chi,det,RiddTh00,rush_td,0,,,,,
player,201601030chi,det,RiddTh00,rush_long,3,,,,,
player,201601030chi,det,RiddTh00,targets,5,,,,,
player,201601030chi,det,RiddTh00,rec,4,,,,,
player,201601030chi,det,RiddTh00,rec_yds,29,,,,,
player,201601030chi,det,RiddTh00,rec_td,0,,,,,
player,201601030chi,det,RiddTh00,rec_long,18,,,,,
player,201601030chi,det,RiddTh00,fumbles,0,,,,,
player,201601030chi,det,RiddTh00,fumbles_lost,0,,,,,
player,201601030chi,det,JohnCa00,pass_cmp,0,,,,,
player,201601030chi,det,JohnCa00,pass_att,0,,,,,
player,201601030chi,det,JohnCa00,pass_yds,0,,,,,
player,201601030chi,det,JohnCa00,pass_td,0,,,,,
player,201601030chi,det,JohnCa00,pass_int,0,,,,,
player,201601030chi,det,JohnCa00,pass_sacked,0,,,,,
player,201601030chi,det,JohnCa00,pass_sacked_yds,0,,,,,
player,201601030chi,det,JohnCa00,pass_long,0,,,,,
player,201601030chi,det,JohnCa00,pass_rating,,,,,,
player,201601030chi,det,JohnCa00,rush_att,0,,,,,
player,201601030chi,det,JohnCa00,rush_yds,0,,,,,
player,201601030chi,det,JohnCa00,rush_td,0,,,,,
player,201601030chi,det,JohnCa00,rush_long,0,,,,,
player,201601030chi,det,JohnCa00,targets,15,,,,,
player,201601030chi,det,JohnCa00,rec,10,,,,,
player,201601030chi,det,JohnCa00,rec_yds,137,,,,,
player,201601030chi,det,JohnCa00,rec_td,1,,,,,
player,201601030chi,det,JohnCa00,rec_long,36,,,,,
player,201601030chi,det,JohnCa00,fumbles,0,,,,,
player,201601030chi,det,JohnCa00,fumbles_lost,0,,,,,
player,201601030chi,det,TateGo00,pass_cmp,0,,,,,
player,201601030chi,det,TateGo00,pass_att,0,,,,,
player,201601030chi,det,TateGo00,pass_yds,0,,,,,
player,201601030chi,det,TateGo00,pass_td,0,,,,,
player,201601030chi,det,TateGo00,pass_int,0,,,,,
player,201601030chi,det,TateGo00,pass_sacked,0,,,,,
player,201601030chi,det,TateGo00,pass_sacked_yds,0,,,,,
player,201601030chi,det,TateGo00,pass_long,0,,,,,
player,201601030chi,det,TateGo00,pass_rating,,,,,,
player,201601030chi,det,TateGo00,rush_att,0,,,,,
player,201601030chi,det,TateGo00,rush_yds,0,,,,,
player,201601030chi,det,TateGo00,rush_td,0,,,,,
player,201601030chi,det,TateGo00,rush_long,0,,,,,
player,201601030chi,det,TateGo00,targets,6,,,,,
player,201601030chi,det,TateGo00,rec,4,,,,,
player,201601030chi,det,TateGo00,rec_yds,34,,,,,
player,201601030chi,det,TateGo00,rec_td,0,,,,,
player,201601030chi,det,TateGo00,rec_long,12,,,,,
player,201601030chi,det,TateGo00,fumbles,0,,,,,
player,201601030chi,det,TateGo00,fumbles_lost,0,,,,,
player,201601030chi,det,EbroEr00,pass_cmp,0,,,,,
player,201601030chi,det,EbroEr00,pass_att,0,,,,,
player,201601030chi,det,EbroEr00,pass_yds,0,,,,,
player,201601030chi,det,EbroEr00,pass_td,0,,,,,
player,201601030chi,det,EbroEr00,pass_int,0,,,,,
player,201601030chi,det,EbroEr00,pass_sacked,0,,,,,
player,201601030chi,det,EbroEr00,pass_sacked_yds,0,,,,,
player,201601030chi,det,EbroEr00,pass_long,0,,,,,
player,201601030chi,det,EbroEr00,pass_rating,,,,,,
player,201601030chi,det,EbroEr00,rush_att,0,,,,,
player,201601030chi,det,EbroEr00,rush_yds,0,,,,,
player,201601030chi,det,EbroEr00,rush_td,0,,,,,
player,201601030chi,det,EbroEr00,rush_long,0,,,,,
player,201601030chi,det,EbroEr00,targets,7,,,,,
player,201601030chi,det,EbroEr00,rec,5,,,,,
player,201601030chi,det,EbroEr00,rec_yds,25,,,,,
player,201601030chi,det,EbroEr00,rec_td,1,,,,,
player,201601030chi,det,EbroEr00,rec_long,8,,,,,
player,201601030chi,det,EbroEr00,fumbles,0,,,,,
player,201601030chi,det,EbroEr00,fumbles_lost,0,,,,,
player,201601030chi,det,WrigTi01,pass_cmp,0,,,,,
player,201601030chi,det,WrigTi01,pass_att,0,,,,,
player,201601030chi,det,WrigTi01,pass_yds,0,,,,,
player,201601030chi,det,WrigTi01,pass_td,0,,,,,
player,201601030chi,det,WrigTi01,pass_int,0,,,,,
player,201601030chi,det,WrigTi01,pass_sacked,0,,,,,
player,201601030chi,det,WrigTi01,pass_sacked_yds,0,,,,,
player,201601030chi,det,WrigTi01,pass_long,0,,,,,
player,201601030chi,det,WrigTi01,pass_rating,,,,,,
player,201601030chi,det,WrigTi01,rush_att,0,,,,,
player,201601030chi,det,WrigTi01,rush_yds,0,,,,,
player,201601030chi,det,WrigTi01,rush_td,0,,,,,
player,201601030chi,det,WrigTi01,rush_long,0,,,,,
player,201601030chi,det,WrigTi01,targets,1,,,,,
player,201601030chi,det,WrigTi01,rec,1,,,,,
player,201601030chi,det,WrigTi01,rec_yds,9,,,,,
player,201601030chi,det,WrigTi01,rec_td,1,,,,,
player,201601030chi,det,WrigTi01,rec_long,9,,,,,
player,201601030chi,det,WrigTi01,fumbles,0,,,,,
player,201601030chi,det,WrigTi01,fumbles_lost,0,,,,,
player,201601030chi,det,BurtMi00,pass_cmp,0,,,,,
player,201601030chi,det,BurtMi00,pass_att,0,,,,,
player,201601030chi,det,BurtMi00,pass_yds,0,,,,,
player,201601030chi,det,BurtMi00,pass_td,0,,,,,
player,201601030chi,det,BurtMi00,pass_int,0,,,,,
player,201601030chi,det,BurtMi00,pass_sacked,0,,,,,
player,201601030chi,det,BurtMi00,pass_sacked_yds,0,,,,,
player,201601030chi,det,BurtMi00,pass_long,0,,,,,
player,201601030chi,det,BurtMi00,pass_rating,,,,,,
player,201601030chi,det,BurtMi00,rush_att,0,,,,,
player,201601030chi,det,BurtMi00,rush_yds,0,,,,,
player,201601030chi,det,BurtMi00,rush_td,0,,,,,
player,201601030chi,det,BurtMi00,rush_long,0,,,,,
player,201601030chi,det,BurtMi00,targets,1,,,,,
player,201601030chi,det,BurtMi00,rec,1,,,,,
player,201601030chi,det,BurtMi00,rec_yds,8,,,,,
player,201601030chi,det,BurtMi00,rec_td,0,,,,,
player,201601030chi,det,BurtMi00,rec_long,8,,,,,
player,201601030chi,det,BurtMi00,fumbles,0,,,,,
