game,2015,1,20150913,201509130sdg,det,"Detroit Lions",28,sdg,"San Diego Chargers",33
player,201509130sdg,det,ByneJo00,off_pct,0%,,,,,
player,201509130sdg,det,ByneJo00,defense,55,,,,,
player,201509130sdg,det,ByneJo00,def_pct,73%,,,,,
player,201509130sdg,det,ByneJo00,special_teams,11,,,,,
player,201509130sdg,det,ByneJo00,st_pct,38%,,,,,
player,201509130sdg,det,NgatHa20,pos,DT,,,,,
player,201509130sdg,det,NgatHa20,offense,0,,,,,
player,201509130sdg,det,NgatHa20,off_pct,0%,,,,,
player,201509130sdg,det,NgatHa20,defense,50,,,,,
player,201509130sdg,det,NgatHa20,def_pct,67%,,,,,
player,201509130sdg,det,NgatHa20,special_teams,6,,,,,
player,201509130sdg,det,NgatHa20,st_pct,21%,,,,,
player,201509130sdg,det,AnsaEz00,pos,DE,,,,,
player,201509130sdg,det,AnsaEz00,offense,0,,,,,
player,201509130sdg,det,AnsaEz00,off_pct,0%,,,,,
player,201509130sdg,det,AnsaEz00,defense,50,,,,,
player,201509130sdg,det,AnsaEz00,def_pct,67%,,,,,
player,201509130sdg,det,AnsaEz00,special_teams,6,,,,,
player,201509130sdg,det,AnsaEz00,st_pct,21%,,,,,
player,201509130sdg,det,WilsJo99,pos,CB,,,,,
player,201509130sdg,det,WilsJo99,offense,0,,,,,
player,201509130sdg,det,WilsJo99,off_pct,0%,,,,,
player,201509130sdg,det,WilsJo99,defense,50,,,,,
player,201509130sdg,det,WilsJo99,def_pct,67%,,,,,
player,201509130sdg,det,WilsJo99,special_teams,5,,,,,
player,201509130sdg,det,WilsJo99,st_pct,17%,,,,,
player,201509130sdg,det,JoneJa99,pos,DE,,,,,
player,201509130sdg,det,JoneJa99,offense,0,,,,,
player,201509130sdg,det,JoneJa99,off_pct,0%,,,,,
player,201509130sdg,det,JoneJa99,defense,40,,,,,
player,201509130sdg,det,JoneJa99,def_pct,53%,,,,,
player,201509130sdg,det,JoneJa99,special_teams,6,,,,,
player,201509130sdg,det,JoneJa99,st_pct,21%,,,,,
player,201509130sdg,det,CudjJe00,pos,DT,,,,,
player,201509130sdg,det,CudjJe00,offense,0,,,,,
player,201509130sdg,det,CudjJe00,off_pct,0%,,,,,
player,201509130sdg,det,CudjJe00,defense,25,,,,,
player,201509130sdg,det,CudjJe00,def_pct,33%,,,,,
player,201509130sdg,det,CudjJe00,special_teams,0,,,,,
player,201509130sdg,det,CudjJe00,st_pct,0%,,,,,
player,201509130sdg,det,HuntPh00,pos,DE,,,,,
player,201509130sdg,det,HuntPh00,offense,0,,,,,
player,201509130sdg,det,HuntPh00,off_pct,0%,,,,,
player,201509130sdg,det,HuntPh00,defense,23,,,,,
player,201509130sdg,det,HuntPh00,def_pct,31%,,,,,
player,201509130sdg,det,HuntPh00,special_teams,2,,,,,
player,201509130sdg,det,HuntPh00,st_pct,7%,,,,,
player,201509130sdg,det,TaylDe00,pos,DE,,,,,
player,201509130sdg,det,TaylDe00,offense,0,,,,,
player,201509130sdg,det,TaylDe00,off_pct,0%,,,,,
player,201509130sdg,det,TaylDe00,defense,22,,,,,
player,201509130sdg,det,TaylDe00,def_pct,29%,,,,,
player,201509130sdg,det,TaylDe00,special_teams,0,,,,,
player,201509130sdg,det,TaylDe00,st_pct,0%,,,,,
player,201509130sdg,det,TappDa20,pos,DE,,,,,
player,201509130sdg,det,TappDa20,offense,0,,,,,
player,201509130sdg,det,TappDa20,off_pct,0%,,,,,
player,201509130sdg,det,TappDa20,defense,21,,,,,
player,201509130sdg,det,TappDa20,def_pct,28%,,,,,
player,201509130sdg,det,TappDa20,special_teams,8,,,,,
player,201509130sdg,det,TappDa20,st_pct,28%,,,,,
player,201509130sdg,det,WhitTa00,pos,LB,,,,,
player,201509130sdg,det,WhitTa00,offense,0,,,,,
player,201509130sdg,det,WhitTa00,off_pct,0%,,,,,
player,201509130sdg,det,WhitTa00,defense,18,,,,,
player,201509130sdg,det,WhitTa00,def_pct,24%,,,,,
player,201509130sdg,det,WhitTa00,special_teams,21,,,,,
player,201509130sdg,det,WhitTa00,st_pct,72%,,,,,
player,201509130sdg,det,DiggQu00,pos,CB,,,,,
player,201509130sdg,det,DiggQu00,offense,0,,,,,
player,201509130sdg,det,DiggQu00,off_pct,0%,,,,,
player,201509130sdg,det,DiggQu00,defense,18,,,,,
player,201509130sdg,det,DiggQu00,def_pct,24%,,,,,
player,201509130sdg,det,DiggQu00,special_teams,6,,,,,
player,201509130sdg,det,DiggQu00,st_pct,21%,,,,,
player,201509130sdg,det,WrigGa00,pos,DT,,,,,
player,201509130sdg,det,WrigGa00,offense,0,,,,,
player,201509130sdg,det,WrigGa00,off_pct,0%,,,,,
player,201509130sdg,det,WrigGa00,defense,13,,,,,
player,201509130sdg,det,WrigGa00,def_pct,17%,,,,,
player,201509130sdg,det,WrigGa00,special_teams,0,,,,,
player,201509130sdg,det,WrigGa00,st_pct,0%,,,,,
player,201509130sdg,det,LewiTr00,pos,LB,,,,,
player,201509130sdg,det,LewiTr00,offense,0,,,,,
player,201509130sdg,det,LewiTr00,off_pct,0%,,,,,
player,201509130sdg,det,LewiTr00,defense,11,,,,,
player,201509130sdg,det,LewiTr00,def_pct,15%,,,,,
player,201509130sdg,det,LewiTr00,special_teams,24,,,,,
player,201509130sdg,det,LewiTr00,st_pct,83%,,,,,
player,201509130sdg,det,AbduIs00,pos,FS,,,,,
player,201509130sdg,det,AbduIs00,offense,0,,,,,
player,201509130sdg,det,AbduIs00,off_pct,0%,,,,,
player,201509130sdg,det,AbduIs00,defense,4,,,,,
player,201509130sdg,det,AbduIs00,def_pct,5%,,,,,
player,201509130sdg,det,AbduIs00,special_teams,25,,,,,
player,201509130sdg,det,AbduIs00,st_pct,86%,,,,,
player,201509130sdg,det,CareDo00,pos,SS,,,,,
player,201509130sdg,det,CareDo00,offense,0,,,,,
player,201509130sdg,det,CareDo00,off_pct,0%,,,,,
player,201509130sdg,det,CareDo00,defense,0,,,,,
player,201509130sdg,det,CareDo00,def_pct,0%,,,,,
player,201509130sdg,det,CareDo00,special_teams,25,,,,,
player,201509130sdg,det,CareDo00,st_pct,86%,,,,,
player,201509130sdg,det,CopeBr00,pos,LB,,,,,
player,201509130sdg,det,CopeBr00,offense,0,,,,,
player,201509130sdg,det,CopeBr00,off_pct,0%,,,,,
player,201509130sdg,det,CopeBr00,defense,0,,,,,
player,201509130sdg,det,CopeBr00,def_pct,0%,,,,,
player,201509130sdg,det,CopeBr00,special_teams,19,,,,,
player,201509130sdg,det,CopeBr00,st_pct,66%,,,,,
player,201509130sdg,det,VanNKy00,pos,LB,,,,,
player,201509130sdg,det,VanNKy00,offense,0,,,,,
player,201509130sdg,det,VanNKy00,off_pct,0%,,,,,
player,201509130sdg,det,VanNKy00,defense,0,,,,,
player,201509130sdg,det,VanNKy00,def_pct,0%,,,,,
player,201509130sdg,det,VanNKy00,special_teams,14,,,,,
player,201509130sdg,det,VanNKy00,st_pct,48%,,,,,
player,201509130sdg,det,MartSa01,pos,P,,,,,
player,201509130sdg,det,MartSa01,offense,0,,,,,
player,201509130sdg,det,MartSa01,off_pct,0%,,,,,
player,201509130sdg,det,MartSa01,defense,0,,,,,
player,201509130sdg,det,MartSa01,def_pct,0%,,,,,
player,201509130sdg,det,MartSa01,special_teams,14,,,,,
player,201509130sdg,det,MartSa01,st_pct,48%,,,,,
player,201509130sdg,det,MuhlDo20,pos,LS,,,,,
player,201509130sdg,det,MuhlDo20,offense,0,,,,,
player,201509130sdg,det,MuhlDo20,off_pct,0%,,,,,
player,201509130sdg,det,MuhlDo20,defense,0,,,,,
player,201509130sdg,det,MuhlDo20,def_pct,0%,,,,,
player,201509130sdg,det,MuhlDo20,special_teams,9,,,,,
player,201509130sdg,det,MuhlDo20,st_pct,31%,,,,,
player,201509130sdg,det,PratMa20,pos,K,,,,,
player,201509130sdg,det,PratMa20,offense,0,,,,,
player,201509130sdg,det,PratMa20,off_pct,0%,,,,,
player,201509130sdg,det,PratMa20,defense,0,,,,,
player,201509130sdg,det,PratMa20,def_pct,0%,,,,,
player,201509130sdg,det,PratMa20,special_teams,4,,,,,
player,201509130sdg,det,PratMa20,st_pct,14%,,,,,
player,201509130sdg,det,RobiCo00,pos,T,,,,,
player,201509130sdg,det,RobiCo00,offense,0,,,,,
player,201509130sdg,det,RobiCo00,off_pct,0%,,,,,
player,201509130sdg,det,RobiCo00,defense,0,,,,,
player,201509130sdg,det,RobiCo00,def_pct,0%,,,,,
player,201509130sdg,det,RobiCo00,special_teams,4,,,,,
player,201509130sdg,det,RobiCo00,st_pct,14%,,,,,
