game,2015,1,20150913,201509130sdg,det,"Detroit Lions",28,sdg,"San Diego Chargers",33
player,201509130sdg,det,DiggQu00,def_int_long,0,,,,,
player,201509130sdg,det,DiggQu00,pass_defended,0,,,,,
player,201509130sdg,det,DiggQu00,sacks,0.0,,,,,
player,201509130sdg,det,DiggQu00,tackles_combined,2,,,,,
player,201509130sdg,det,DiggQu00,tackles_solo,2,,,,,
player,201509130sdg,det,DiggQu00,tackles_assists,0,,,,,
player,201509130sdg,det,DiggQu00,tackles_loss,0,,,,,
player,201509130sdg,det,DiggQu00,qb_hits,0,,,,,
player,201509130sdg,det,DiggQu00,fumbles_rec,0,,,,,
player,201509130sdg,det,DiggQu00,fumbles_rec_yds,0,,,,,
player,201509130sdg,det,DiggQu00,fumbles_rec_td,0,,,,,
player,201509130sdg,det,DiggQu00,fumbles_forced,0,,,,,
player,201509130sdg,det,NgatHa20,def_int,0,,,,,
player,201509130sdg,det,NgatHa20,def_int_yds,0,,,,,
player,201509130sdg,det,NgatHa20,def_int_td,0,,,,,
player,201509130sdg,det,NgatHa20,def_int_long,0,,,,,
player,201509130sdg,det,NgatHa20,pass_defended,0,,,,,
player,201509130sdg,det,NgatHa20,sacks,0.0,,,,,
player,201509130sdg,det,NgatHa20,tackles_combined,2,,,,,
player,201509130sdg,det,NgatHa20,tackles_solo,2,,,,,
player,201509130sdg,det,NgatHa20,tackles_assists,0,,,,,
player,201509130sdg,det,NgatHa20,tackles_loss,0,,,,,
player,201509130sdg,det,NgatHa20,qb_hits,0,,,,,
player,201509130sdg,det,NgatHa20,fumbles_rec,0,,,,,
player,201509130sdg,det,NgatHa20,fumbles_rec_yds,0,,,,,
player,201509130sdg,det,NgatHa20,fumbles_rec_td,0,,,,,
player,201509130sdg,det,NgatHa20,fumbles_forced,0,,,,,
player,201509130sdg,det,CareDo00,def_int,0,,,,,
player,201509130sdg,det,CareDo00,def_int_yds,0,,,,,
player,201509130sdg,det,CareDo00,def_int_td,0,,,,,
player,201509130sdg,det,CareDo00,def_int_long,0,,,,,
player,201509130sdg,det,CareDo00,pass_defended,0,,,,,
player,201509130sdg,det,CareDo00,sacks,0.0,,,,,
player,201509130sdg,det,CareDo00,tackles_combined,1,,,,,
player,201509130sdg,det,CareDo00,tackles_solo,1,,,,,
player,201509130sdg,det,CareDo00,tackles_assists,0,,,,,
player,201509130sdg,det,CareDo00,tackles_loss,0,,,,,
player,201509130sdg,det,CareDo00,qb_hits,0,,,,,
player,201509130sdg,det,CareDo00,fumbles_rec,0,,,,,
player,201509130sdg,det,CareDo00,fumbles_rec_yds,0,,,,,
player,201509130sdg,det,CareDo00,fumbles_rec_td,0,,,,,
player,201509130sdg,det,CareDo00,fumbles_forced,0,,,,,
player,201509130sdg,det,CudjJe00,def_int,0,,,,,
player,201509130sdg,det,CudjJe00,def_int_yds,0,,,,,
player,201509130sdg,det,CudjJe00,def_int_td,0,,,,,
player,201509130sdg,det,CudjJe00,def_int_long,0,,,,,
player,201509130sdg,det,CudjJe00,pass_defended,0,,,,,
player,201509130sdg,det,CudjJe00,sacks,0.0,,,,,
player,201509130sdg,det,CudjJe00,tackles_combined,1,,,,,
player,201509130sdg,det,CudjJe00,tackles_solo,0,,,,,
player,201509130sdg,det,CudjJe00,tackles_assists,1,,,,,
player,201509130sdg,det,CudjJe00,tackles_loss,0,,,,,
player,201509130sdg,det,CudjJe00,qb_hits,1,,,,,
player,201509130sdg,det,CudjJe00,fumbles_rec,0,,,,,
player,201509130sdg,det,CudjJe00,fumbles_rec_yds,0,,,,,
player,201509130sdg,det,CudjJe00,fumbles_rec_td,0,,,,,
player,201509130sdg,det,CudjJe00,fumbles_forced,0,,,,,
player,201509130sdg,det,WhitTa00,def_int,0,,,,,
player,201509130sdg,det,WhitTa00,def_int_yds,0,,,,,
player,201509130sdg,det,WhitTa00,def_int_td,0,,,,,
player,201509130sdg,det,WhitTa00,def_int_long,0,,,,,
player,201509130sdg,det,WhitTa00,pass_defended,0,,,,,
player,201509130sdg,det,WhitTa00,sacks,0.0,,,,,
player,201509130sdg,det,WhitTa00,tackles_combined,1,,,,,
player,201509130sdg,det,WhitTa00,tackles_solo,1,,,,,
player,201509130sdg,det,WhitTa00,tackles_assists,0,,,,,
player,201509130sdg,det,WhitTa00,tackles_loss,0,,,,,
player,201509130sdg,det,WhitTa00,qb_hits,0,,,,,
player,201509130sdg,det,WhitTa00,fumbles_rec,0,,,,,
player,201509130sdg,det,WhitTa00,fumbles_rec_yds,0,,,,,
player,201509130sdg,det,WhitTa00,fumbles_rec_td,0,,,,,
player,201509130sdg,det,WhitTa00,fumbles_forced,0,,,,,
player,201509130sdg,det,WrigGa00,def_int,0,,,,,
player,201509130sdg,det,WrigGa00,def_int_yds,0,,,,,
player,201509130sdg,det,WrigGa00,def_int_td,0,,,,,
player,201509130sdg,det,WrigGa00,def_int_long,0,,,,,
player,201509130sdg,det,WrigGa00,pass_defended,0,,,,,
player,201509130sdg,det,WrigGa00,sacks,0.0,,,,,
player,201509130sdg,det,WrigGa00,tackles_combined,1,,,,,
player,201509130sdg,det,WrigGa00,tackles_solo,1,,,,,
player,201509130sdg,det,WrigGa00,tackles_assists,0,,,,,
player,201509130sdg,det,WrigGa00,tackles_loss,0,,,,,
player,201509130sdg,det,WrigGa00,qb_hits,0,,,,,
player,201509130sdg,det,WrigGa00,fumbles_rec,0,,,,,
player,201509130sdg,det,WrigGa00,fumbles_rec_yds,0,,,,,
player,201509130sdg,det,WrigGa00,fumbles_rec_td,0,,,,,
player,201509130sdg,det,WrigGa00,fumbles_forced,0,,,,,
player,201509130sdg,sdg,EmanKy00,def_int,1,,,,,
player,201509130sdg,sdg,EmanKy00,def_int_yds,0,,,,,
player,201509130sdg,sdg,EmanKy00,def_int_td,0,,,,,
player,201509130sdg,sdg,EmanKy00,def_int_long,0,,,,,
player,201509130sdg,sdg,EmanKy00,pass_defended,1,,,,,
player,201509130sdg,sdg,EmanKy00,sacks,1.0,,,,,
player,201509130sdg,sdg,EmanKy00,tackles_combined,3,,,,,
player,201509130sdg,sdg,EmanKy00,tackles_solo,2,,,,,
player,201509130sdg,sdg,EmanKy00,tackles_assists,1,,,,,
player,201509130sdg,sdg,EmanKy00,tackles_loss,2,,,,,
player,201509130sdg,sdg,EmanKy00,qb_hits,1,,,,,
player,201509130sdg,sdg,EmanKy00,fumbles_rec,0,,,,,
player,201509130sdg,sdg,EmanKy00,fumbles_rec_yds,0,,,,,
player,201509130sdg,sdg,EmanKy00,fumbles_rec_td,0,,,,,
player,201509130sdg,sdg,EmanKy00,fumbles_forced,0,,,,,
player,201509130sdg,sdg,RobiPa99,def_int,1,,,,,
player,201509130sdg,sdg,RobiPa99,def_int_yds,27,,,,,
player,201509130sdg,sdg,RobiPa99,def_int_td,0,,,,,
player,201509130sdg,sdg,RobiPa99,def_int_long,27,,,,,
player,201509130sdg,sdg,RobiPa99,pass_defended,1,,,,,
player,201509130sdg,sdg,RobiPa99,sacks,0.0,,,,,
player,201509130sdg,sdg,RobiPa99,tackles_combined,3,,,,,
player,201509130sdg,sdg,RobiPa99,tackles_solo,2,,,,,
player,201509130sdg,sdg,RobiPa99,tackles_assists,1,,,,,
player,201509130sdg,sdg,RobiPa99,tackles_loss,0,,,,,
player,201509130sdg,sdg,RobiPa99,qb_hits,0,,,,,
player,201509130sdg,sdg,RobiPa99,fumbles_rec,0,,,,,
player,201509130sdg,sdg,RobiPa99,fumbles_rec_yds,0,,,,,
player,201509130sdg,sdg,RobiPa99,fumbles_rec_td,0,,,,,
player,201509130sdg,sdg,RobiPa99,fumbles_forced,1,,,,,
player,201509130sdg,sdg,WeddEr99,def_int,0,,,,,
player,201509130sdg,sdg,WeddEr99,def_int_yds,0,,,,,
player,201509130sdg,sdg,WeddEr99,def_int_td,0,,,,,
player,201509130sdg,sdg,WeddEr99,def_int_long,0,,,,,
player,201509130sdg,sdg,WeddEr99,pass_defended,2,,,,,
player,201509130sdg,sdg,WeddEr99,sacks,0.0,,,,,
player,201509130sdg,sdg,WeddEr99,tackles_combined,9,,,,,
player,201509130sdg,sdg,WeddEr99,tackles_solo,9,,,,,
player,201509130sdg,sdg,WeddEr99,tackles_assists,0,,,,,
player,201509130sdg,sdg,WeddEr99,tackles_loss,0,,,,,
player,201509130sdg,sdg,WeddEr99,qb_hits,0,,,,,
player,201509130sdg,sdg,WeddEr99,fumbles_rec,0,,,,,
player,201509130sdg,sdg,WeddEr99,fumbles_rec_yds,0,,,,,
player,201509130sdg,sdg,WeddEr99,fumbles_rec_td,0,,,,,
player,201509130sdg,sdg,WeddEr99,fumbles_forced,0,,,,,
player,201509130sdg,sdg,ButlDo99,def_int,0,,,,,
player,201509130sdg,sdg,ButlDo99,def_int_yds,0,,,,,
player,201509130sdg,sdg,ButlDo99,def_int_td,0,,,,,
player,201509130sdg,sdg,ButlDo99,def_int_long,0,,,,,
player,201509130sdg,sdg,ButlDo99,pass_defended,0,,,,,
player,201509130sdg,sdg,ButlDo99,sacks,0.0,,,,,
player,201509130sdg,sdg,ButlDo99,tackles_combined,6,,,,,
player,201509130sdg,sdg,ButlDo99,tackles_solo,4,,,,,
player,201509130sdg,sdg,ButlDo99,tackles_assists,2,,,,,
player,201509130sdg,sdg,ButlDo99,tackles_loss,0,,,,,
player,201509130sdg,sdg,ButlDo99,qb_hits,0,,,,,
player,201509130sdg,sdg,ButlDo99,fumbles_rec,0,,,,,
player,201509130sdg,sdg,ButlDo99,fumbles_rec_yds,0,,,,,
player,201509130sdg,sdg,ButlDo99,fumbles_rec_td,0,,,,,
player,201509130sdg,sdg,ButlDo99,fumbles_forced,0,,,,,
player,201509130sdg,sdg,TeoxMa00,def_int,0,,,,,
player,201509130sdg,sdg,TeoxMa00,def_int_yds,0,,,,,
player,201509130sdg,sdg,TeoxMa00,def_int_td,0,,,,,
player,201509130sdg,sdg,TeoxMa00,def_int_long,0,,,,,
player,201509130sdg,sdg,TeoxMa00,pass_defended,0,,,,,
player,201509130sdg,sdg,TeoxMa00,sacks,0.0,,,,,
player,201509130sdg,sdg,TeoxMa00,tackles_combined,5,,,,,
player,201509130sdg,sdg,TeoxMa00,tackles_solo,3,,,,,
player,201509130sdg,sdg,TeoxMa00,tackles_assists,2,,,,,
player,201509130sdg,sdg,TeoxMa00,tackles_loss,1,,,,,
player,201509130sdg,sdg,TeoxMa00,qb_hits,0,,,,,
player,201509130sdg,sdg,TeoxMa00,fumbles_rec,0,,,,,
player,201509130sdg,sdg,TeoxMa00,fumbles_rec_yds,0,,,,,
player,201509130sdg,sdg,TeoxMa00,fumbles_rec_td,0,,,,,
player,201509130sdg,sdg,TeoxMa00,fumbles_forced,0,,,,,
player,201509130sdg,sdg,WilsJi00,def_int,0,,,,,
player,201509130sdg,sdg,WilsJi00,def_int_yds,0,,,,,
player,201509130sdg,sdg,WilsJi00,def_int_td,0,,,,,
player,201509130sdg,sdg,WilsJi00,def_int_long,0,,,,,
player,201509130sdg,sdg,WilsJi00,pass_defended,0,,,,,
player,201509130sdg,sdg,WilsJi00,sacks,0.0,,,,,
player,201509130sdg,sdg,WilsJi00,tackles_combined,5,,,,,
player,201509130sdg,sdg,WilsJi00,tackles_solo,4,,,,,
player,201509130sdg,sdg,WilsJi00,tackles_assists,1,,,,,
player,201509130sdg,sdg,WilsJi00,tackles_loss,0,,,,,
player,201509130sdg,sdg,WilsJi00,qb_hits,0,,,,,
player,201509130sdg,sdg,WilsJi00,fumbles_rec,0,,,,,
player,201509130sdg,sdg,WilsJi00,fumbles_rec_yds,0,,,,,
player,201509130sdg,sdg,WilsJi00,fumbles_rec_td,0,,,,,
player,201509130sdg,sdg,WilsJi00,fumbles_forced,0,,,,,
player,201509130sdg,sdg,AddaJa00,def_int,0,,,,,
player,201509130sdg,sdg,AddaJa00,def_int_yds,0,,,,,
player,201509130sdg,sdg,AddaJa00,def_int_td,0,,,,,
player,201509130sdg,sdg,AddaJa00,def_int_long,0,,,,,
player,201509130sdg,sdg,AddaJa00,pass_defended,0,,,,,
player,201509130sdg,sdg,AddaJa00,sacks,0.0,,,,,
player,201509130sdg,sdg,AddaJa00,tackles_combined,4,,,,,
player,201509130sdg,sdg,AddaJa00,tackles_solo,4,,,,,
player,201509130sdg,sdg,AddaJa00,tackles_assists,0,,,,,
player,201509130sdg,sdg,AddaJa00,tackles_loss,0,,,,,
player,201509130sdg,sdg,AddaJa00,qb_hits,0,,,,,
player,201509130sdg,sdg,AddaJa00,fumbles_rec,0,,,,,
player,201509130sdg,sdg,AddaJa00,fumbles_rec_yds,0,,,,,
player,201509130sdg,sdg,AddaJa00,fumbles_rec_td,0,,,,,
player,201509130sdg,sdg,AddaJa00,fumbles_forced,0,,,,,
player,201509130sdg,sdg,IngrMe00,def_int,0,,,,,
player,201509130sdg,sdg,IngrMe00,def_int_yds,0,,,,,
player,201509130sdg,sdg,IngrMe00,def_int_td,0,,,,,
player,201509130sdg,sdg,IngrMe00,def_int_long,0,,,,,
player,201509130sdg,sdg,IngrMe00,pass_defended,1,,,,,
player,201509130sdg,sdg,IngrMe00,sacks,0.0,,,,,
player,201509130sdg,sdg,IngrMe00,tackles_combined,4,,,,,
player,201509130sdg,sdg,IngrMe00,tackles_solo,2,,,,,
player,201509130sdg,sdg,IngrMe00,tackles_assists,2,,,,,
player,201509130sdg,sdg,IngrMe00,tackles_loss,1,,,,,
player,201509130sdg,sdg,IngrMe00,qb_hits,1,,,,,
player,201509130sdg,sdg,IngrMe00,fumbles_rec,0,,,,,
player,201509130sdg,sdg,IngrMe00,fumbles_rec_yds,0,,,,,
player,201509130sdg,sdg,IngrMe00,fumbles_rec_td,0,,,,,
player,201509130sdg,sdg,IngrMe00,fumbles_forced,0,,,,,
player,201509130sdg,sdg,VerrJa00,def_int,0,,,,,
player,201509130sdg,sdg,VerrJa00,def_int_yds,0,,,,,
player,201509130sdg,sdg,VerrJa00,def_int_td,0,,,,,
player,201509130sdg,sdg,VerrJa00,def_int_long,0,,,,,
player,201509130sdg,sdg,VerrJa00,pass_defended,1,,,,,
player,201509130sdg,sdg,VerrJa00,sacks,0.0,,,,,
player,201509130sdg,sdg,VerrJa00,tackles_combined,4,,,,,
player,201509130sdg,sdg,VerrJa00,tackles_solo,2,,,,,
player,201509130sdg,sdg,VerrJa00,tackles_assists,2,,,,,
player,201509130sdg,sdg,VerrJa00,tackles_loss,0,,,,,
player,201509130sdg,sdg,VerrJa00,qb_hits,0,,,,,
player,201509130sdg,sdg,VerrJa00,fumbles_rec,0,,,,,
player,201509130sdg,sdg,VerrJa00,fumbles_rec_yds,0,,,,,
player,201509130sdg,sdg,VerrJa00,fumbles_rec_td,0,,,,,
player,201509130sdg,sdg,VerrJa00,fumbles_forced,0,,,,,
player,201509130sdg,sdg,LiugCo00,def_int,0,,,,,
player,201509130sdg,sdg,LiugCo00,def_int_yds,0,,,,,
player,201509130sdg,sdg,LiugCo00,def_int_td,0,,,,,
player,201509130sdg,sdg,LiugCo00,def_int_long,0,,,,,
player,201509130sdg,sdg,LiugCo00,pass_defended,0,,,,,
player,201509130sdg,sdg,LiugCo00,sacks,0.0,,,,,
player,201509130sdg,sdg,LiugCo00,tackles_combined,2,,,,,
player,201509130sdg,sdg,LiugCo00,tackles_solo,2,,,,,
player,201509130sdg,sdg,LiugCo00,tackles_assists,0,,,,,
player,201509130sdg,sdg,LiugCo00,tackles_loss,0,,,,,
player,201509130sdg,sdg,LiugCo00,qb_hits,0,,,,,
player,201509130sdg,sdg,LiugCo00,fumbles_rec,0,,,,,
player,201509130sdg,sdg,LiugCo00,fumbles_rec_yds,0,,,,,
player,201509130sdg,sdg,LiugCo00,fumbles_rec_td,0,,,,,
player,201509130sdg,sdg,LiugCo00,fumbles_forced,0,,,,,
player,201509130sdg,sdg,FlowBr99,def_int,0,,,,,
player,201509130sdg,sdg,FlowBr99,def_int_yds,0,,,,,
player,201509130sdg,sdg,FlowBr99,def_int_td,0,,,,,
player,201509130sdg,sdg,FlowBr99,def_int_long,0,,,,,
player,201509130sdg,sdg,FlowBr99,pass_defended,0,,,,,
player,201509130sdg,sdg,FlowBr99,sacks,0.0,,,,,
player,201509130sdg,sdg,FlowBr99,tackles_combined,1,,,,,
player,201509130sdg,sdg,FlowBr99,tackles_solo,1,,,,,
player,201509130sdg,sdg,FlowBr99,tackles_assists,0,,,,,
player,201509130sdg,sdg,FlowBr99,tackles_loss,0,,,,,
player,201509130sdg,sdg,FlowBr99,qb_hits,0,,,,,
player,201509130sdg,sdg,FlowBr99,fumbles_rec,0,,,,,
player,201509130sdg,sdg,FlowBr99,fumbles_rec_yds,0,,,,,
player,201509130sdg,sdg,FlowBr99,fumbles_rec_td,0,,,,,
player,201509130sdg,sdg,FlowBr99,fumbles_forced,0,,,,,
player,201509130sdg,sdg,GreeLa00,def_int,0,,,,,
player,201509130sdg,sdg,GreeLa00,def_int_yds,0,,,,,
player,201509130sdg,sdg,GreeLa00,def_int_td,0,,,,,
player,201509130sdg,sdg,GreeLa00,def_int_long,0,,,,,
player,201509130sdg,sdg,GreeLa00,pass_defended,0,,,,,
player,201509130sdg,sdg,GreeLa00,sacks,0.0,,,,,
player,201509130sdg,sdg,GreeLa00,tackles_combined,1,,,,,
player,201509130sdg,sdg,GreeLa00,tackles_solo,1,,,,,
player,201509130sdg,sdg,GreeLa00,tackles_assists,0,,,,,
player,201509130sdg,sdg,GreeLa00,tackles_loss,0,,,,,
player,201509130sdg,sdg,GreeLa00,qb_hits,0,,,,,
player,201509130sdg,sdg,GreeLa00,fumbles_rec,0,,,,,
player,201509130sdg,sdg,GreeLa00,fumbles_rec_yds,0,,,,,
player,201509130sdg,sdg,GreeLa00,fumbles_rec_td,0,,,,,
player,201509130sdg,sdg,GreeLa00,fumbles_forced,0,,,,,
player,201509130sdg,sdg,LawxCo00,def_int,0,,,,,
player,201509130sdg,sdg,LawxCo00,def_int_yds,0,,,,,
player,201509130sdg,sdg,LawxCo00,def_int_td,0,,,,,
player,201509130sdg,sdg,LawxCo00,def_int_long,0,,,,,
player,201509130sdg,sdg,LawxCo00,pass_defended,0,,,,,
player,201509130sdg,sdg,LawxCo00,sacks,0.0,,,,,
player,201509130sdg,sdg,LawxCo00,tackles_combined,1,,,,,
player,201509130sdg,sdg,LawxCo00,tackles_solo,1,,,,,
player,201509130sdg,sdg,LawxCo00,tackles_assists,0,,,,,
player,201509130sdg,sdg,LawxCo00,tackles_loss,0,,,,,
player,201509130sdg,sdg,LawxCo00,qb_hits,0,,,,,
player,201509130sdg,sdg,LawxCo00,fumbles_rec,0,,,,,
player,201509130sdg,sdg,LawxCo00,fumbles_rec_yds,0,,,,,
player,201509130sdg,sdg,LawxCo00,fumbles_rec_td,0,,,,,
player,201509130sdg,sdg,LawxCo00,fumbles_forced,0,,,,,
player,201509130sdg,sdg,PerrDe00,def_int,0,,,,,
player,201509130sdg,sdg,PerrDe00,def_int_yds,0,,,,,
player,201509130sdg,sdg,PerrDe00,def_int_td,0,,,,,
player,201509130sdg,sdg,PerrDe00,def_int_long,0,,,,,
player,201509130sdg,sdg,PerrDe00,pass_defended,0,,,,,
player,201509130sdg,sdg,PerrDe00,sacks,0.0,,,,,
player,201509130sdg,sdg,PerrDe00,tackles_combined,1,,,,,
player,201509130sdg,sdg,PerrDe00,tackles_solo,1,,,,,
player,201509130sdg,sdg,PerrDe00,tackles_assists,0,,,,,
player,201509130sdg,sdg,PerrDe00,tackles_loss,0,,,,,
player,201509130sdg,sdg,PerrDe00,qb_hits,0,,,,,
player,201509130sdg,sdg,PerrDe00,fumbles_rec,0,,,,,
player,201509130sdg,sdg,PerrDe00,fumbles_rec_yds,0,,,,,
player,201509130sdg,sdg,PerrDe00,fumbles_rec_td,0,,,,,
player,201509130sdg,sdg,PerrDe00,fumbles_forced,0,,,,,
player,201509130sdg,sdg,ReyeKe00,def_int,0,,,,,
player,201509130sdg,sdg,ReyeKe00,def_int_yds,0,,,,,
player,201509130sdg,sdg,ReyeKe00,def_int_td,0,,,,,
player,201509130sdg,sdg,ReyeKe00,def_int_long,0,,,,,
player,201509130sdg,sdg,ReyeKe00,pass_defended,0,,,,,
player,201509130sdg,sdg,ReyeKe00,sacks,0.0,,,,,
player,201509130sdg,sdg,ReyeKe00,tackles_combined,1,,,,,
player,201509130sdg,sdg,ReyeKe00,tackles_solo,0,,,,,
player,201509130sdg,sdg,ReyeKe00,tackles_assists,1,,,,,
player,201509130sdg,sdg,ReyeKe00,tackles_loss,0,,,,,
player,201509130sdg,sdg,ReyeKe00,qb_hits,0,,,,,
player,201509130sdg,sdg,ReyeKe00,fumbles_rec,0,,,,,
player,201509130sdg,sdg,ReyeKe00,fumbles_rec_yds,0,,,,,
player,201509130sdg,sdg,ReyeKe00,fumbles_rec_td,0,,,,,
player,201509130sdg,sdg,ReyeKe00,fumbles_forced,0,,,,,
player,201509130sdg,sdg,PhilDa01,def_int,0,,,,,
player,201509130sdg,sdg,PhilDa01,def_int_yds,0,,,,,
player,201509130sdg,sdg,PhilDa01,def_int_td,0,,,,,
player,201509130sdg,sdg,PhilDa01,def_int_long,0,,,,,
player,201509130sdg,sdg,PhilDa01,pass_defended,0,,,,,
player,201509130sdg,sdg,PhilDa01,sacks,0.0,,,,,
player,201509130sdg,sdg,PhilDa01,tackles_combined,0,,,,,
player,201509130sdg,sdg,PhilDa01,tackles_solo,0,,,,,
player,201509130sdg,sdg,PhilDa01,tackles_assists,0,,,,,
player,201509130sdg,sdg,PhilDa01,tackles_loss,0,,,,,
player,201509130sdg,sdg,PhilDa01,qb_hits,1,,,,,
player,201509130sdg,sdg,PhilDa01,fumbles_rec,0,,,,,
player,201509130sdg,sdg,PhilDa01,fumbles_rec_yds,0,,,,,
player,201509130sdg,sdg,PhilDa01,fumbles_rec_td,0,,,,,
player,201509130sdg,sdg,PhilDa01,fumbles_forced,0,,,,,
player,201509130sdg,det,TateGo00,kick_ret,0,,,,,
player,201509130sdg,det,TateGo00,kick_ret_yds,0,,,,,
player,201509130sdg,det,TateGo00,kick_ret_yds_per_ret,,,,,,
player,201509130sdg,det,TateGo00,kick_ret_td,0,,,,,
player,201509130sdg,det,TateGo00,kick_ret_long,0,,,,,
player,201509130sdg,det,TateGo00,punt_ret,2,,,,,
player,201509130sdg,det,TateGo00,punt_ret_yds,34,,,,,
player,201509130sdg,det,TateGo00,punt_ret_yds_per_ret,17.0,,,,,
player,201509130sdg,det,TateGo00,punt_ret_td,0,,,,,
player,201509130sdg,det,TateGo00,punt_ret_long,20,,,,,
player,201509130sdg,det,AbduAm00,kick_ret,3,,,,,
player,201509130sdg,det,AbduAm00,kick_ret_yds,105,,,,,
player,201509130sdg,det,AbduAm00,kick_ret_yds_per_ret,35.0,,,,,
player,201509130sdg,det,AbduAm00,kick_ret_td,0,,,,,
player,201509130sdg,det,AbduAm00,kick_ret_long,48,,,,,
player,201509130sdg,det,AbduAm00,punt_ret,0,,,,,
player,201509130sdg,det,AbduAm00,punt_ret_yds,0,,,,,
player,201509130sdg,det,AbduAm00,punt_ret_yds_per_ret,,,,,,
player,201509130sdg,det,AbduAm00,punt_ret_td,0,,,,,
player,201509130sdg,det,AbduAm00,punt_ret_long,0,,,,,
player,201509130sdg,sdg,JoneJa03,kick_ret,1,,,,,
player,201509130sdg,sdg,JoneJa03,kick_ret_yds,24,,,,,
player,201509130sdg,sdg,JoneJa03,kick_ret_yds_per_ret,24.0,,,,,
player,201509130sdg,sdg,JoneJa03,kick_ret_td,0,,,,,
player,201509130sdg,sdg,JoneJa03,kick_ret_long,24,,,,,
player,201509130sdg,sdg,JoneJa03,punt_ret,0,,,,,
player,201509130sdg,sdg,JoneJa03,punt_ret_yds,0,,,,,
player,201509130sdg,sdg,JoneJa03,punt_ret_yds_per_ret,,,,,,
player,201509130sdg,sdg,JoneJa03,punt_ret_td,0,,,,,
player,201509130sdg,sdg,JoneJa03,punt_ret_long,0,,,,,
player,201509130sdg,det,PratMa20,xpm,4,,,,,
player,201509130sdg,det,PratMa20,xpa,4,,,,,
player,201509130sdg,det,PratMa20,fgm,,,,,,
player,201509130sdg,det,PratMa20,fga,,,,,,
player,201509130sdg,det,PratMa20,punt,0,,,,,
player,201509130sdg,det,PratMa20,punt_yds,0,,,,,
player,201509130sdg,det,PratMa20,punt_yds_per_punt,,,,,,
player,201509130sdg,det,PratMa20,punt_long,0,,,,,
player,201509130sdg,det,MartSa01,xpm,,,,,,
player,201509130sdg,det,MartSa01,xpa,,,,,,
player,201509130sdg,det,MartSa01,fgm,,,,,,
player,201509130sdg,det,MartSa01,fga,,,,,,
player,201509130sdg,det,MartSa01,punt,5,,,,,
player,201509130sdg,det,MartSa01,punt_yds,176,,,,,
player,201509130sdg,det,MartSa01,punt_yds_per_punt,35.2,,,,,
player,201509130sdg,det,MartSa01,punt_long,42,,,,,
player,201509130sdg,sdg,LambJo00,xpm,3,,,,,
player,201509130sdg,sdg,LambJo00,xpa,4,,,,,
player,201509130sdg,sdg,LambJo00,fgm,2,,,,,
player,201509130sdg,sdg,LambJo00,fga,2,,,,,
player,201509130sdg,sdg,LambJo00,punt,0,,,,,
player,201509130sdg,sdg,LambJo00,punt_yds,0,,,,,
player,201509130sdg,sdg,LambJo00,punt_yds_per_punt,,,,,,
player,201509130sdg,sdg,LambJo00,punt_long,0,,,,,
player,201509130sdg,sdg,ScifMi20,xpm,,,,,,
player,201509130sdg,sdg,ScifMi20,xpa,,,,,,
player,201509130sdg,sdg,ScifMi20,fgm,,,,,,
player,201509130sdg,sdg,ScifMi20,fga,,,,,,
player,201509130sdg,sdg,ScifMi20,punt,2,,,,,
player,201509130sdg,sdg,ScifMi20,punt_yds,104,,,,,
player,201509130sdg,sdg,ScifMi20,punt_yds_per_punt,52.0,,,,,
player,201509130sdg,sdg,ScifMi20,punt_long,58,,,,,
player,201509130sdg,sdg,DunlKi20,pos,T,,,,,
player,201509130sdg,sdg,DunlKi20,offense,75,,,,,
player,201509130sdg,sdg,DunlKi20,off_pct,100%,,,,,
player,201509130sdg,sdg,DunlKi20,defense,0,,,,,
player,201509130sdg,sdg,DunlKi20,def_pct,0%,,,,,
player,201509130sdg,sdg,DunlKi20,special_teams,6,,,,,
player,201509130sdg,sdg,DunlKi20,st_pct,21%,,,,,
player,201509130sdg,sdg,FranOr00,pos,G,,,,,
player,201509130sdg,sdg,FranOr00,offense,75,,,,,
player,201509130sdg,sdg,FranOr00,off_pct,100%,,,,,
player,201509130sdg,sdg,FranOr00,defense,0,,,,,
player,201509130sdg,sdg,FranOr00,def_pct,0%,,,,,
player,201509130sdg,sdg,FranOr00,special_teams,6,,,,,
player,201509130sdg,sdg,FranOr00,st_pct,21%,,,,,
player,201509130sdg,sdg,AlleKe00,pos,WR,,,,,
player,201509130sdg,sdg,AlleKe00,offense,75,,,,,
player,201509130sdg,sdg,AlleKe00,off_pct,100%,,,,,
player,201509130sdg,sdg,AlleKe00,defense,0,,,,,
player,201509130sdg,sdg,AlleKe00,def_pct,0%,,,,,
player,201509130sdg,sdg,AlleKe00,special_teams,3,,,,,
player,201509130sdg,sdg,AlleKe00,st_pct,10%,,,,,
player,201509130sdg,sdg,WattCh00,pos,C,,,,,
player,201509130sdg,sdg,WattCh00,offense,75,,,,,
player,201509130sdg,sdg,WattCh00,off_pct,100%,,,,,
player,201509130sdg,sdg,WattCh00,defense,0,,,,,
player,201509130sdg,sdg,WattCh00,def_pct,0%,,,,,
player,201509130sdg,sdg,WattCh00,special_teams,0,,,,,
player,201509130sdg,sdg,WattCh00,st_pct,0%,,,,,
player,201509130sdg,sdg,RivePh00,pos,QB,,,,,
player,201509130sdg,sdg,RivePh00,offense,75,,,,,
player,201509130sdg,sdg,RivePh00,off_pct,100%,,,,,
