game,2015,16,20151227,201512270det,sfo,"San Francisco 49ers",17,det,"Detroit Lions",32
player,201512270det,det,LucaCo01,defense,0,,,,,
player,201512270det,det,LucaCo01,def_pct,0%,,,,,
player,201512270det,det,LucaCo01,special_teams,6,,,,,
player,201512270det,det,LucaCo01,st_pct,21%,,,,,
player,201512270det,det,QuinGl99,pos,FS,,,,,
player,201512270det,det,QuinGl99,offense,0,,,,,
player,201512270det,det,QuinGl99,off_pct,0%,,,,,
player,201512270det,det,QuinGl99,defense,62,,,,,
player,201512270det,det,QuinGl99,def_pct,100%,,,,,
player,201512270det,det,QuinGl99,special_teams,4,,,,,
player,201512270det,det,QuinGl99,st_pct,14%,,,,,
player,201512270det,det,SlayDa00,pos,CB,,,,,
player,201512270det,det,SlayDa00,offense,0,,,,,
player,201512270det,det,SlayDa00,off_pct,0%,,,,,
player,201512270det,det,SlayDa00,defense,61,,,,,
player,201512270det,det,SlayDa00,def_pct,98%,,,,,
player,201512270det,det,SlayDa00,special_teams,5,,,,,
player,201512270det,det,SlayDa00,st_pct,18%,,,,,
player,201512270det,det,LawsNe00,pos,CB,,,,,
player,201512270det,det,LawsNe00,offense,0,,,,,
player,201512270det,det,LawsNe00,off_pct,0%,,,,,
player,201512270det,det,LawsNe00,defense,57,,,,,
player,201512270det,det,LawsNe00,def_pct,92%,,,,,
player,201512270det,det,LawsNe00,special_teams,1,,,,,
player,201512270det,det,LawsNe00,st_pct,4%,,,,,
player,201512270det,det,AbduIs00,pos,FS,,,,,
player,201512270det,det,AbduIs00,offense,0,,,,,
player,201512270det,det,AbduIs00,off_pct,0%,,,,,
player,201512270det,det,AbduIs00,defense,55,,,,,
player,201512270det,det,AbduIs00,def_pct,89%,,,,,
player,201512270det,det,AbduIs00,special_teams,8,,,,,
player,201512270det,det,AbduIs00,st_pct,29%,,,,,
player,201512270det,det,ByneJo00,pos,LB,,,,,
player,201512270det,det,ByneJo00,offense,0,,,,,
player,201512270det,det,ByneJo00,off_pct,0%,,,,,
player,201512270det,det,ByneJo00,defense,50,,,,,
player,201512270det,det,ByneJo00,def_pct,81%,,,,,
player,201512270det,det,ByneJo00,special_teams,17,,,,,
player,201512270det,det,ByneJo00,st_pct,61%,,,,,
player,201512270det,det,ReidCa00,pos,DT,,,,,
player,201512270det,det,ReidCa00,offense,0,,,,,
player,201512270det,det,ReidCa00,off_pct,0%,,,,,
player,201512270det,det,ReidCa00,defense,49,,,,,
player,201512270det,det,ReidCa00,def_pct,79%,,,,,
player,201512270det,det,ReidCa00,special_teams,2,,,,,
player,201512270det,det,ReidCa00,st_pct,7%,,,,,
player,201512270det,det,WhitTa00,pos,LB,,,,,
player,201512270det,det,WhitTa00,offense,0,,,,,
player,201512270det,det,WhitTa00,off_pct,0%,,,,,
player,201512270det,det,WhitTa00,defense,48,,,,,
player,201512270det,det,WhitTa00,def_pct,77%,,,,,
player,201512270det,det,WhitTa00,special_teams,10,,,,,
player,201512270det,det,WhitTa00,st_pct,36%,,,,,
player,201512270det,det,NgatHa20,pos,DT,,,,,
player,201512270det,det,NgatHa20,offense,0,,,,,
player,201512270det,det,NgatHa20,off_pct,0%,,,,,
player,201512270det,det,NgatHa20,defense,48,,,,,
player,201512270det,det,NgatHa20,def_pct,77%,,,,,
player,201512270det,det,NgatHa20,special_teams,5,,,,,
player,201512270det,det,NgatHa20,st_pct,18%,,,,,
player,201512270det,det,TullSt20,pos,LB,,,,,
player,201512270det,det,TullSt20,offense,0,,,,,
player,201512270det,det,TullSt20,off_pct,0%,,,,,
player,201512270det,det,TullSt20,defense,46,,,,,
player,201512270det,det,TullSt20,def_pct,74%,,,,,
player,201512270det,det,TullSt20,special_teams,0,,,,,
player,201512270det,det,TullSt20,st_pct,0%,,,,,
player,201512270det,det,AnsaEz00,pos,DE,,,,,
player,201512270det,det,AnsaEz00,offense,0,,,,,
player,201512270det,det,AnsaEz00,off_pct,0%,,,,,
player,201512270det,det,AnsaEz00,defense,41,,,,,
player,201512270det,det,AnsaEz00,def_pct,66%,,,,,
player,201512270det,det,AnsaEz00,special_teams,4,,,,,
player,201512270det,det,AnsaEz00,st_pct,14%,,,,,
player,201512270det,det,TaylDe00,pos,DE,,,,,
player,201512270det,det,TaylDe00,offense,0,,,,,
player,201512270det,det,TaylDe00,off_pct,0%,,,,,
player,201512270det,det,TaylDe00,defense,37,,,,,
player,201512270det,det,TaylDe00,def_pct,60%,,,,,
player,201512270det,det,TaylDe00,special_teams,11,,,,,
player,201512270det,det,TaylDe00,st_pct,39%,,,,,
player,201512270det,det,DiggQu00,pos,CB,,,,,
player,201512270det,det,DiggQu00,offense,0,,,,,
player,201512270det,det,DiggQu00,off_pct,0%,,,,,
player,201512270det,det,DiggQu00,defense,34,,,,,
player,201512270det,det,DiggQu00,def_pct,55%,,,,,
player,201512270det,det,DiggQu00,special_teams,11,,,,,
player,201512270det,det,DiggQu00,st_pct,39%,,,,,
player,201512270det,det,TappDa20,pos,DE,,,,,
player,201512270det,det,TappDa20,offense,0,,,,,
player,201512270det,det,TappDa20,off_pct,0%,,,,,
player,201512270det,det,TappDa20,defense,28,,,,,
player,201512270det,det,TappDa20,def_pct,45%,,,,,
player,201512270det,det,TappDa20,special_teams,13,,,,,
player,201512270det,det,TappDa20,st_pct,46%,,,,,
player,201512270det,det,CopeBr00,pos,LB,,,,,
player,201512270det,det,CopeBr00,offense,0,,,,,
player,201512270det,det,CopeBr00,off_pct,0%,,,,,
player,201512270det,det,CopeBr00,defense,16,,,,,
player,201512270det,det,CopeBr00,def_pct,26%,,,,,
player,201512270det,det,CopeBr00,special_teams,17,,,,,
player,201512270det,det,CopeBr00,st_pct,61%,,,,,
player,201512270det,det,WilsC.98,pos,DE,,,,,
player,201512270det,det,WilsC.98,offense,0,,,,,
player,201512270det,det,WilsC.98,off_pct,0%,,,,,
player,201512270det,det,WilsC.98,defense,15,,,,,
player,201512270det,det,WilsC.98,def_pct,24%,,,,,
player,201512270det,det,WilsC.98,special_teams,0,,,,,
player,201512270det,det,WilsC.98,st_pct,0%,,,,,
player,201512270det,det,ThorKh00,pos,DT,,,,,
player,201512270det,det,ThorKh00,offense,0,,,,,
player,201512270det,det,ThorKh00,off_pct,0%,,,,,
player,201512270det,det,ThorKh00,defense,14,,,,,
player,201512270det,det,ThorKh00,def_pct,23%,,,,,
player,201512270det,det,ThorKh00,special_teams,0,,,,,
player,201512270det,det,ThorKh00,st_pct,0%,,,,,
player,201512270det,det,VanNKy00,pos,LB,,,,,
player,201512270det,det,VanNKy00,offense,0,,,,,
player,201512270det,det,VanNKy00,off_pct,0%,,,,,
player,201512270det,det,VanNKy00,defense,10,,,,,
player,201512270det,det,VanNKy00,def_pct,16%,,,,,
player,201512270det,det,VanNKy00,special_teams,17,,,,,
player,201512270det,det,VanNKy00,st_pct,61%,,,,,
player,201512270det,det,IhedJa00,pos,SS,,,,,
player,201512270det,det,IhedJa00,offense,0,,,,,
player,201512270det,det,IhedJa00,off_pct,0%,,,,,
player,201512270det,det,IhedJa00,defense,7,,,,,
player,201512270det,det,IhedJa00,def_pct,11%,,,,,
player,201512270det,det,IhedJa00,special_teams,1,,,,,
player,201512270det,det,IhedJa00,st_pct,4%,,,,,
player,201512270det,det,ButlCr99,pos,CB,,,,,
player,201512270det,det,ButlCr99,offense,0,,,,,
player,201512270det,det,ButlCr99,off_pct,0%,,,,,
player,201512270det,det,ButlCr99,defense,2,,,,,
player,201512270det,det,ButlCr99,def_pct,3%,,,,,
player,201512270det,det,ButlCr99,special_teams,13,,,,,
player,201512270det,det,ButlCr99,st_pct,46%,,,,,
player,201512270det,det,JoneJa99,pos,DE,,,,,
player,201512270det,det,JoneJa99,offense,0,,,,,
player,201512270det,det,JoneJa99,off_pct,0%,,,,,
player,201512270det,det,JoneJa99,defense,2,,,,,
player,201512270det,det,JoneJa99,def_pct,3%,,,,,
player,201512270det,det,JoneJa99,special_teams,0,,,,,
player,201512270det,det,JoneJa99,st_pct,0%,,,,,
player,201512270det,det,LewiTr00,pos,LB,,,,,
player,201512270det,det,LewiTr00,offense,0,,,,,
player,201512270det,det,LewiTr00,off_pct,0%,,,,,
player,201512270det,det,LewiTr00,defense,0,,,,,
player,201512270det,det,LewiTr00,def_pct,0%,,,,,
player,201512270det,det,LewiTr00,special_teams,21,,,,,
player,201512270det,det,LewiTr00,st_pct,75%,,,,,
player,201512270det,det,CareDo00,pos,SS,,,,,
player,201512270det,det,CareDo00,offense,0,,,,,
player,201512270det,det,CareDo00,off_pct,0%,,,,,
player,201512270det,det,CareDo00,defense,0,,,,,
player,201512270det,det,CareDo00,def_pct,0%,,,,,
player,201512270det,det,CareDo00,special_teams,21,,,,,
player,201512270det,det,CareDo00,st_pct,75%,,,,,
player,201512270det,det,MartSa01,pos,P,,,,,
player,201512270det,det,MartSa01,offense,0,,,,,
player,201512270det,det,MartSa01,off_pct,0%,,,,,
player,201512270det,det,MartSa01,defense,0,,,,,
player,201512270det,det,MartSa01,def_pct,0%,,,,,
player,201512270det,det,MartSa01,special_teams,17,,,,,
player,201512270det,det,MartSa01,st_pct,61%,,,,,
player,201512270det,det,JohnIs01,pos,DB,,,,,
player,201512270det,det,JohnIs01,offense,0,,,,,
player,201512270det,det,JohnIs01,off_pct,0%,,,,,
player,201512270det,det,JohnIs01,defense,0,,,,,
player,201512270det,det,JohnIs01,def_pct,0%,,,,,
player,201512270det,det,JohnIs01,special_teams,13,,,,,
player,201512270det,det,JohnIs01,st_pct,46%,,,,,
player,201512270det,det,MuhlDo20,pos,LS,,,,,
player,201512270det,det,MuhlDo20,offense,0,,,,,
player,201512270det,det,MuhlDo20,off_pct,0%,,,,,
player,201512270det,det,MuhlDo20,defense,0,,,,,
player,201512270det,det,MuhlDo20,def_pct,0%,,,,,
player,201512270det,det,MuhlDo20,special_teams,10,,,,,
player,201512270det,det,MuhlDo20,st_pct,36%,,,,,
player,201512270det,det,RamiMa20,pos,G,,,,,
player,201512270det,det,RamiMa20,offense,0,,,,,
player,201512270det,det,RamiMa20,off_pct,0%,,,,,
player,201512270det,det,RamiMa20,defense,0,,,,,
player,201512270det,det,RamiMa20,def_pct,0%,,,,,
player,201512270det,det,RamiMa20,special_teams,6,,,,,
player,201512270det,det,RamiMa20,st_pct,21%,,,,,
player,201512270det,det,PratMa20,pos,K,,,,,
player,201512270det,det,PratMa20,offense,0,,,,,
player,201512270det,det,PratMa20,off_pct,0%,,,,,
player,201512270det,det,PratMa20,defense,0,,,,,
player,201512270det,det,PratMa20,def_pct,0%,,,,,
player,201512270det,det,PratMa20,special_teams,6,,,,,
player,201512270det,det,PratMa20,st_pct,21%,,,,,
player,201512270det,sfo,PearEr20,pos,T,,,,,
player,201512270det,sfo,PearEr20,offense,62,,,,,
player,201512270det,sfo,PearEr20,off_pct,100%,,,,,
player,201512270det,sfo,PearEr20,defense,0,,,,,
player,201512270det,sfo,PearEr20,def_pct,0%,,,,,
player,201512270det,sfo,PearEr20,special_teams,4,,,,,
player,201512270det,sfo,PearEr20,st_pct,14%,,,,,
player,201512270det,sfo,TillAn01,pos,G,,,,,
player,201512270det,sfo,TillAn01,offense,62,,,,,
player,201512270det,sfo,TillAn01,off_pct,100%,,,,,
player,201512270det,sfo,TillAn01,defense,0,,,,,
player,201512270det,sfo,TillAn01,def_pct,0%,,,,,
player,201512270det,sfo,TillAn01,special_teams,4,,,,,
player,201512270det,sfo,TillAn01,st_pct,14%,,,,,
player,201512270det,sfo,StalJo20,pos,T,,,,,
player,201512270det,sfo,StalJo20,offense,62,,,,,
player,201512270det,sfo,StalJo20,off_pct,100%,,,,,
player,201512270det,sfo,StalJo20,defense,0,,,,,
player,201512270det,sfo,StalJo20,def_pct,0%,,,,,
player,201512270det,sfo,StalJo20,special_teams,4,,,,,
player,201512270det,sfo,StalJo20,st_pct,14%,,,,,
player,201512270det,sfo,BrowTr02,pos,T,,,,,
player,201512270det,sfo,BrowTr02,offense,62,,,,,
player,201512270det,sfo,BrowTr02,off_pct,100%,,,,,
player,201512270det,sfo,BrowTr02,defense,0,,,,,
player,201512270det,sfo,BrowTr02,def_pct,0%,,,,,
player,201512270det,sfo,BrowTr02,special_teams,0,,,,,
player,201512270det,sfo,BrowTr02,st_pct,0%,,,,,
player,201512270det,sfo,GabbBl00,pos,QB,,,,,
player,201512270det,sfo,GabbBl00,offense,62,,,,,
player,201512270det,sfo,GabbBl00,off_pct,100%,,,,,
player,201512270det,sfo,GabbBl00,defense,0,,,,,
player,201512270det,sfo,GabbBl00,def_pct,0%,,,,,
player,201512270det,sfo,GabbBl00,special_teams,0,,,,,
player,201512270det,sfo,GabbBl00,st_pct,0%,,,,,
player,201512270det,sfo,KilgDa00,pos,C,,,,,
player,201512270det,sfo,KilgDa00,offense,62,,,,,
player,201512270det,sfo,KilgDa00,off_pct,100%,,,,,
player,201512270det,sfo,KilgDa00,defense,0,,,,,
player,201512270det,sfo,KilgDa00,def_pct,0%,,,,,
player,201512270det,sfo,KilgDa00,special_teams,0,,,,,
player,201512270det,sfo,KilgDa00,st_pct,0%,,,,,
player,201512270det,sfo,BoldAn00,pos,WR,,,,,
player,201512270det,sfo,BoldAn00,offense,57,,,,,
player,201512270det,sfo,BoldAn00,off_pct,92%,,,,,
player,201512270det,sfo,BoldAn00,defense,0,,,,,
player,201512270det,sfo,BoldAn00,def_pct,0%,,,,,
player,201512270det,sfo,BoldAn00,special_teams,0,,,,,
player,201512270det,sfo,BoldAn00,st_pct,0%,,,,,
player,201512270det,sfo,SmitTo02,pos,WR,,,,,
player,201512270det,sfo,SmitTo02,offense,54,,,,,
player,201512270det,sfo,SmitTo02,off_pct,87%,,,,,
player,201512270det,sfo,SmitTo02,defense,0,,,,,
player,201512270det,sfo,SmitTo02,def_pct,0%,,,,,
player,201512270det,sfo,SmitTo02,special_teams,0,,,,,
player,201512270det,sfo,SmitTo02,st_pct,0%,,,,,
player,201512270det,sfo,McDoVa00,pos,TE,,,,,
player,201512270det,sfo,McDoVa00,offense,46,,,,,
player,201512270det,sfo,McDoVa00,off_pct,74%,,,,,
player,201512270det,sfo,McDoVa00,defense,0,,,,,
player,201512270det,sfo,McDoVa00,def_pct,0%,,,,,
player,201512270det,sfo,McDoVa00,special_teams,4,,,,,
player,201512270det,sfo,McDoVa00,st_pct,14%,,,,,
player,201512270det,sfo,BellBl00,pos,TE,,,,,
player,201512270det,sfo,BellBl00,offense,44,,,,,
player,201512270det,sfo,BellBl00,off_pct,71%,,,,,
player,201512270det,sfo,BellBl00,defense,0,,,,,
player,201512270det,sfo,BellBl00,def_pct,0%,,,,,
player,201512270det,sfo,BellBl00,special_teams,0,,,,,
player,201512270det,sfo,BellBl00,st_pct,0%,,,,,
player,201512270det,sfo,HaynJa00,pos,RB,,,,,
player,201512270det,sfo,HaynJa00,offense,35,,,,,
player,201512270det,sfo,HaynJa00,off_pct,56%,,,,,
player,201512270det,sfo,HaynJa00,defense,0,,,,,
player,201512270det,sfo,HaynJa00,def_pct,0%,,,,,
player,201512270det,sfo,HaynJa00,special_teams,0,,,,,
player,201512270det,sfo,HaynJa00,st_pct,0%,,,,,
player,201512270det,sfo,PattQu00,pos,WR,,,,,
player,201512270det,sfo,PattQu00,offense,23,,,,,
player,201512270det,sfo,PattQu00,off_pct,37%,,,,,
player,201512270det,sfo,PattQu00,defense,0,,,,,
player,201512270det,sfo,PattQu00,def_pct,0%,,,,,
player,201512270det,sfo,PattQu00,special_teams,15,,,,,
player,201512270det,sfo,PattQu00,st_pct,54%,,,,,
player,201512270det,sfo,HarrDu01,pos,RB,,,,,
player,201512270det,sfo,HarrDu01,offense,15,,,,,
player,201512270det,sfo,HarrDu01,off_pct,24%,,,,,
player,201512270det,sfo,HarrDu01,defense,0,,,,,
player,201512270det,sfo,HarrDu01,def_pct,0%,,,,,
player,201512270det,sfo,HarrDu01,special_teams,0,,,,,
player,201512270det,sfo,HarrDu01,st_pct,0%,,,,,
player,201512270det,sfo,MillBr02,pos,FB,,,,,
player,201512270det,sfo,MillBr02,offense,14,,,,,
player,201512270det,sfo,MillBr02,off_pct,23%,,,,,
player,201512270det,sfo,MillBr02,defense,0,,,,,
player,201512270det,sfo,MillBr02,def_pct,0%,,,,,
player,201512270det,sfo,MillBr02,special_teams,17,,,,,
player,201512270det,sfo,MillBr02,st_pct,61%,,,,,
player,201512270det,sfo,ElliBr00,pos,WR,,,,,
player,201512270det,sfo,ElliBr00,offense,12,,,,,
player,201512270det,sfo,ElliBr00,off_pct,19%,,,,,
player,201512270det,sfo,ElliBr00,defense,0,,,,,
player,201512270det,sfo,ElliBr00,def_pct,0%,,,,,
player,201512270det,sfo,ElliBr00,special_teams,11,,,,,
player,201512270det,sfo,ElliBr00,st_pct,39%,,,,,
player,201512270det,sfo,GaskKe00,pos,RB,,,,,
player,201512270det,sfo,GaskKe00,offense,9,,,,,
player,201512270det,sfo,GaskKe00,off_pct,15%,,,,,
player,201512270det,sfo,GaskKe00,defense,0,,,,,
player,201512270det,sfo,GaskKe00,def_pct,0%,,,,,
player,201512270det,sfo,GaskKe00,special_teams,18,,,,,
player,201512270det,sfo,GaskKe00,st_pct,64%,,,,,
player,201512270det,sfo,LeonBr01,pos,TE,,,,,
player,201512270det,sfo,LeonBr01,offense,1,,,,,
player,201512270det,sfo,LeonBr01,off_pct,2%,,,,,
player,201512270det,sfo,LeonBr01,defense,0,,,,,
player,201512270det,sfo,LeonBr01,def_pct,0%,,,,,
player,201512270det,sfo,LeonBr01,special_teams,0,,,,,
player,201512270det,sfo,LeonBr01,st_pct,0%,,,,,
player,201512270det,sfo,ReidEr00,pos,FS,,,,,
player,201512270det,sfo,ReidEr00,offense,0,,,,,
player,201512270det,sfo,ReidEr00,off_pct,0%,,,,,
player,201512270det,sfo,ReidEr00,defense,71,,,,,
player,201512270det,sfo,ReidEr00,def_pct,100%,,,,,
player,201512270det,sfo,ReidEr00,special_teams,7,,,,,
player,201512270det,sfo,ReidEr00,st_pct,25%,,,,,
player,201512270det,sfo,TartJa00,pos,SS,,,,,
player,201512270det,sfo,TartJa00,offense,0,,,,,
player,201512270det,sfo,TartJa00,off_pct,0%,,,,,
player,201512270det,sfo,TartJa00,defense,71,,,,,
player,201512270det,sfo,TartJa00,def_pct,100%,,,,,
player,201512270det,sfo,TartJa00,special_teams,6,,,,,
player,201512270det,sfo,TartJa00,st_pct,21%,,,,,
player,201512270det,sfo,BowmNa99,pos,LB,,,,,
player,201512270det,sfo,BowmNa99,offense,0,,,,,
player,201512270det,sfo,BowmNa99,off_pct,0%,,,,,
player,201512270det,sfo,BowmNa99,defense,71,,,,,
player,201512270det,sfo,BowmNa99,def_pct,100%,,,,,
player,201512270det,sfo,BowmNa99,special_teams,0,,,,,
player,201512270det,sfo,BowmNa99,st_pct,0%,,,,,
player,201512270det,sfo,JohnDo02,pos,CB,,,,,
player,201512270det,sfo,JohnDo02,offense,0,,,,,
player,201512270det,sfo,JohnDo02,off_pct,0%,,,,,
player,201512270det,sfo,JohnDo02,defense,70,,,,,
player,201512270det,sfo,JohnDo02,def_pct,99%,,,,,
player,201512270det,sfo,JohnDo02,special_teams,16,,,,,
player,201512270det,sfo,JohnDo02,st_pct,57%,,,,,
player,201512270det,sfo,BrocTr00,pos,CB,,,,,
player,201512270det,sfo,BrocTr00,offense,0,,,,,
player,201512270det,sfo,BrocTr00,off_pct,0%,,,,,
player,201512270det,sfo,BrocTr00,defense,68,,,,,
player,201512270det,sfo,BrocTr00,def_pct,96%,,,,,
player,201512270det,sfo,BrocTr00,special_teams,6,,,,,
player,201512270det,sfo,BrocTr00,st_pct,21%,,,,,
player,201512270det,sfo,HodgGe00,pos,LB,,,,,
player,201512270det,sfo,HodgGe00,offense,0,,,,,
player,201512270det,sfo,HodgGe00,off_pct,0%,,,,,
player,201512270det,sfo,HodgGe00,defense,60,,,,,
player,201512270det,sfo,HodgGe00,def_pct,85%,,,,,
player,201512270det,sfo,HodgGe00,special_teams,8,,,,,
player,201512270det,sfo,HodgGe00,st_pct,29%,,,,,
player,201512270det,sfo,WardJi01,pos,FS,,,,,
player,201512270det,sfo,WardJi01,offense,0,,,,,
player,201512270det,sfo,WardJi01,off_pct,0%,,,,,
player,201512270det,sfo,WardJi01,defense,55,,,,,
player,201512270det,sfo,WardJi01,def_pct,77%,,,,,
player,201512270det,sfo,WardJi01,special_teams,17,,,,,
player,201512270det,sfo,WardJi01,st_pct,61%,,,,,
player,201512270det,sfo,LyncAa00,pos,LB,,,,,
player,201512270det,sfo,LyncAa00,offense,0,,,,,
player,201512270det,sfo,LyncAa00,off_pct,0%,,,,,
player,201512270det,sfo,LyncAa00,defense,54,,,,,
player,201512270det,sfo,LyncAa00,def_pct,76%,,,,,
player,201512270det,sfo,LyncAa00,special_teams,5,,,,,
player,201512270det,sfo,LyncAa00,st_pct,18%,,,,,
player,201512270det,sfo,BrooAh21,pos,LB,,,,,
player,201512270det,sfo,BrooAh21,offense,0,,,,,
player,201512270det,sfo,BrooAh21,off_pct,0%,,,,,
player,201512270det,sfo,BrooAh21,defense,49,,,,,
player,201512270det,sfo,BrooAh21,def_pct,69%,,,,,
player,201512270det,sfo,BrooAh21,special_teams,0,,,,,
player,201512270det,sfo,BrooAh21,st_pct,0%,,,,,
player,201512270det,sfo,WillIa00,pos,NT,,,,,
player,201512270det,sfo,WillIa00,offense,0,,,,,
player,201512270det,sfo,WillIa00,off_pct,0%,,,,,
player,201512270det,sfo,WillIa00,defense,45,,,,,
player,201512270det,sfo,WillIa00,def_pct,63%,,,,,
player,201512270det,sfo,WillIa00,special_teams,6,,,,,
player,201512270det,sfo,WillIa00,st_pct,21%,,,,,
player,201512270det,sfo,PurcMi00,pos,NT,,,,,
player,201512270det,sfo,PurcMi00,offense,0,,,,,
player,201512270det,sfo,PurcMi00,off_pct,0%,,,,,
player,201512270det,sfo,PurcMi00,defense,37,,,,,
player,201512270det,sfo,PurcMi00,def_pct,52%,,,,,
player,201512270det,sfo,PurcMi00,special_teams,6,,,,,
player,201512270det,sfo,PurcMi00,st_pct,21%,,,,,
player,201512270det,sfo,DialQu00,pos,DT,,,,,
player,201512270det,sfo,DialQu00,offense,0,,,,,
player,201512270det,sfo,DialQu00,off_pct,0%,,,,,
player,201512270det,sfo,DialQu00,defense,30,,,,,
player,201512270det,sfo,DialQu00,def_pct,42%,,,,,
player,201512270det,sfo,DialQu00,special_teams,9,,,,,
player,201512270det,sfo,DialQu00,st_pct,32%,,,,,
player,201512270det,sfo,JeroTo00,pos,DT,,,,,
player,201512270det,sfo,JeroTo00,offense,0,,,,,
player,201512270det,sfo,JeroTo00,off_pct,0%,,,,,
player,201512270det,sfo,JeroTo00,defense,25,,,,,
player,201512270det,sfo,JeroTo00,def_pct,35%,,,,,
player,201512270det,sfo,JeroTo00,special_teams,12,,,,,
player,201512270det,sfo,JeroTo00,st_pct,43%,,,,,
player,201512270det,sfo,ArmsAr01,pos,DT,,,,,
player,201512270det,sfo,ArmsAr01,offense,0,,,,,
player,201512270det,sfo,ArmsAr01,off_pct,0%,,,,,
player,201512270det,sfo,ArmsAr01,defense,22,,,,,
player,201512270det,sfo,ArmsAr01,def_pct,31%,,,,,
player,201512270det,sfo,ArmsAr01,special_teams,14,,,,,
player,201512270det,sfo,ArmsAr01,st_pct,50%,,,,,
player,201512270det,sfo,HaroEl00,pos,LB,,,,,
player,201512270det,sfo,HaroEl00,offense,0,,,,,
player,201512270det,sfo,HaroEl00,off_pct,0%,,,,,
player,201512270det,sfo,HaroEl00,defense,22,,,,,
player,201512270det,sfo,HaroEl00,def_pct,31%,,,,,
player,201512270det,sfo,HaroEl00,special_teams,8,,,,,
player,201512270det,sfo,HaroEl00,st_pct,29%,,,,,
player,201512270det,sfo,CarrCo00,pos,DT,,,,,
player,201512270det,sfo,CarrCo00,offense,0,,,,,
player,201512270det,sfo,CarrCo00,off_pct,0%,,,,,
player,201512270det,sfo,CarrCo00,defense,17,,,,,
player,201512270det,sfo,CarrCo00,def_pct,24%,,,,,
player,201512270det,sfo,CarrCo00,special_teams,0,,,,,
player,201512270det,sfo,CarrCo00,st_pct,0%,,,,,
player,201512270det,sfo,AckeKe00,pos,CB,,,,,
player,201512270det,sfo,AckeKe00,offense,0,,,,,
player,201512270det,sfo,AckeKe00,off_pct,0%,,,,,
player,201512270det,sfo,AckeKe00,defense,11,,,,,
player,201512270det,sfo,AckeKe00,def_pct,15%,,,,,
player,201512270det,sfo,AckeKe00,special_teams,9,,,,,
player,201512270det,sfo,AckeKe00,st_pct,32%,,,,,
player,201512270det,sfo,CromMa01,pos,CB,,,,,
player,201512270det,sfo,CromMa01,offense,0,,,,,
player,201512270det,sfo,CromMa01,off_pct,0%,,,,,
player,201512270det,sfo,CromMa01,defense,3,,,,,
player,201512270det,sfo,CromMa01,def_pct,4%,,,,,
player,201512270det,sfo,CromMa01,special_teams,14,,,,,
player,201512270det,sfo,CromMa01,st_pct,50%,,,,,
player,201512270det,sfo,BellNi01,pos,LB,,,,,
player,201512270det,sfo,BellNi01,offense,0,,,,,
player,201512270det,sfo,BellNi01,off_pct,0%,,,,,
player,201512270det,sfo,BellNi01,defense,0,,,,,
player,201512270det,sfo,BellNi01,def_pct,0%,,,,,
player,201512270det,sfo,BellNi01,special_teams,24,,,,,
player,201512270det,sfo,BellNi01,st_pct,86%,,,,,
player,201512270det,sfo,SkovSh00,pos,LB,,,,,
player,201512270det,sfo,SkovSh00,offense,0,,,,,
player,201512270det,sfo,SkovSh00,off_pct,0%,,,,,
player,201512270det,sfo,SkovSh00,defense,0,,,,,
player,201512270det,sfo,SkovSh00,def_pct,0%,,,,,
player,201512270det,sfo,SkovSh00,special_teams,19,,,,,
player,201512270det,sfo,SkovSh00,st_pct,68%,,,,,
player,201512270det,sfo,ArmsRa01,pos,LB,,,,,
player,201512270det,sfo,ArmsRa01,offense,0,,,,,
player,201512270det,sfo,ArmsRa01,off_pct,0%,,,,,
player,201512270det,sfo,ArmsRa01,defense,0,,,,,
player,201512270det,sfo,ArmsRa01,def_pct,0%,,,,,
player,201512270det,sfo,ArmsRa01,special_teams,18,,,,,
player,201512270det,sfo,ArmsRa01,st_pct,64%,,,,,
player,201512270det,sfo,PiniBr00,pos,P,,,,,
player,201512270det,sfo,PiniBr00,offense,0,,,,,
player,201512270det,sfo,PiniBr00,off_pct,0%,,,,,
player,201512270det,sfo,PiniBr00,defense,0,,,,,
player,201512270det,sfo,PiniBr00,def_pct,0%,,,,,
player,201512270det,sfo,PiniBr00,special_teams,11,,,,,
player,201512270det,sfo,PiniBr00,st_pct,39%,,,,,
player,201512270det,sfo,NelsKy00,pos,LS,,,,,
player,201512270det,sfo,NelsKy00,offense,0,,,,,
player,201512270det,sfo,NelsKy00,off_pct,0%,,,,,
player,201512270det,sfo,NelsKy00,defense,0,,,,,
player,201512270det,sfo,NelsKy00,def_pct,0%,,,,,
player,201512270det,sfo,NelsKy00,special_teams,7,,,,,
player,201512270det,sfo,NelsKy00,st_pct,25%,,,,,
player,201512270det,sfo,DeveJo00,pos,G,,,,,
player,201512270det,sfo,DeveJo00,offense,0,,,,,
player,201512270det,sfo,DeveJo00,off_pct,0%,,,,,
player,201512270det,sfo,DeveJo00,defense,0,,,,,
player,201512270det,sfo,DeveJo00,def_pct,0%,,,,,
player,201512270det,sfo,DeveJo00,special_teams,4,,,,,
player,201512270det,sfo,DeveJo00,st_pct,14%,,,,,
player,201512270det,sfo,dawsophi01,pos,K,,,,,
player,201512270det,sfo,dawsophi01,offense,0,,,,,
player,201512270det,sfo,dawsophi01,off_pct,0%,,,,,
player,201512270det,sfo,dawsophi01,defense,0,,,,,
player,201512270det,sfo,dawsophi01,def_pct,0%,,,,,
player,201512270det,sfo,dawsophi01,special_teams,4,,,,,
