game,2015,17,20160103,201601030gnb,min,"Minnesota Vikings",20,gnb,"Green Bay Packers",13
team,201601030gnb,min,First Downs,14,,,,,,
team,201601030gnb,gnb,First Downs,19,,,,,,
team,201601030gnb,min,Rush-Yds-TDs,27-151-1,,,,,,
team,201601030gnb,gnb,Rush-Yds-TDs,26-76-0,,,,,,
team,201601030gnb,min,Cmp-Att-Yd-TD-INT,10-19-99-0-1,,,,,,
team,201601030gnb,gnb,Cmp-Att-Yd-TD-INT,28-44-291-1-1,,,,,,
team,201601030gnb,min,Sacked-Yards,3-8,,,,,,
team,201601030gnb,gnb,Sacked-Yards,5-17,,,,,,
team,201601030gnb,min,Net Pass Yards,91,,,,,,
team,201601030gnb,gnb,Net Pass Yards,274,,,,,,
team,201601030gnb,min,Total Yards,242,,,,,,
team,201601030gnb,gnb,Total Yards,350,,,,,,
team,201601030gnb,min,Fumbles-Lost,3-1,,,,,,
team,201601030gnb,gnb,Fumbles-Lost,1-1,,,,,,
team,201601030gnb,min,Turnovers,2,,,,,,
team,201601030gnb,gnb,Turnovers,2,,,,,,
team,201601030gnb,min,Penalties-Yards,5-37,,,,,,
team,201601030gnb,gnb,Penalties-Yards,7-54,,,,,,
team,201601030gnb,min,Third Down Conv.,2-11,,,,,,
team,201601030gnb,gnb,Third Down Conv.,2-15,,,,,,
team,201601030gnb,min,Fourth Down Conv.,1-1,,,,,,
team,201601030gnb,gnb,Fourth Down Conv.,3-6,,,,,,
team,201601030gnb,min,Time of Possession,24:18,,,,,,
team,201601030gnb,gnb,Time of Possession,35:42,,,,,,
player,201601030gnb,min,BridTe00,pass_cmp,10,,,,,
player,201601030gnb,min,BridTe00,pass_att,19,,,,,
player,201601030gnb,min,BridTe00,pass_yds,99,,,,,
player,201601030gnb,min,BridTe00,pass_td,0,,,,,
player,201601030gnb,min,BridTe00,pass_int,1,,,,,
player,201601030gnb,min,BridTe00,pass_sacked,3,,,,,
player,201601030gnb,min,BridTe00,pass_sacked_yds,8,,,,,
player,201601030gnb,min,BridTe00,pass_long,22,,,,,
player,201601030gnb,min,BridTe00,pass_rating,45.7,,,,,
player,201601030gnb,min,BridTe00,rush_att,2,,,,,
player,201601030gnb,min,BridTe00,rush_yds,2,,,,,
player,201601030gnb,min,BridTe00,rush_td,0,,,,,
player,201601030gnb,min,BridTe00,rush_long,2,,,,,
player,201601030gnb,min,BridTe00,targets,0,,,,,
player,201601030gnb,min,BridTe00,rec,0,,,,,
player,201601030gnb,min,BridTe00,rec_yds,0,,,,,
player,201601030gnb,min,BridTe00,rec_td,0,,,,,
player,201601030gnb,min,BridTe00,rec_long,0,,,,,
player,201601030gnb,min,BridTe00,fumbles,1,,,,,
player,201601030gnb,min,BridTe00,fumbles_lost,0,,,,,
player,201601030gnb,min,ThieAd00,pass_cmp,0,,,,,
player,201601030gnb,min,ThieAd00,pass_att,0,,,,,
player,201601030gnb,min,ThieAd00,pass_yds,0,,,,,
player,201601030gnb,min,ThieAd00,pass_td,0,,,,,
player,201601030gnb,min,ThieAd00,pass_int,0,,,,,
player,201601030gnb,min,ThieAd00,pass_sacked,0,,,,,
player,201601030gnb,min,ThieAd00,pass_sacked_yds,0,,,,,
player,201601030gnb,min,ThieAd00,pass_long,0,,,,,
player,201601030gnb,min,ThieAd00,pass_rating,,,,,,
player,201601030gnb,min,ThieAd00,rush_att,2,,,,,
player,201601030gnb,min,ThieAd00,rush_yds,67,,,,,
player,201601030gnb,min,ThieAd00,rush_td,0,,,,,
player,201601030gnb,min,ThieAd00,rush_long,41,,,,,
player,201601030gnb,min,ThieAd00,targets,1,,,,,
player,201601030gnb,min,ThieAd00,rec,1,,,,,
player,201601030gnb,min,ThieAd00,rec_yds,16,,,,,
player,201601030gnb,min,ThieAd00,rec_td,0,,,,,
player,201601030gnb,min,ThieAd00,rec_long,16,,,,,
player,201601030gnb,min,ThieAd00,fumbles,0,,,,,
player,201601030gnb,min,ThieAd00,fumbles_lost,0,,,,,
player,201601030gnb,min,PeteAd01,pass_cmp,0,,,,,
player,201601030gnb,min,PeteAd01,pass_att,0,,,,,
player,201601030gnb,min,PeteAd01,pass_yds,0,,,,,
