game,2015,2,20150920,201509200min,det,"Detroit Lions",16,min,"Minnesota Vikings",26
team,201509200min,det,First Downs,25,,,,,,
team,201509200min,min,First Downs,20,,,,,,
team,201509200min,det,Rush-Yds-TDs,16-38-0,,,,,,
team,201509200min,min,Rush-Yds-TDs,42-199-2,,,,,,
team,201509200min,det,Cmp-Att-Yd-TD-INT,32-53-286-2-1,,,,,,
team,201509200min,min,Cmp-Att-Yd-TD-INT,14-18-153-1-0,,,,,,
team,201509200min,det,Sacked-Yards,1-1,,,,,,
team,201509200min,min,Sacked-Yards,1-2,,,,,,
team,201509200min,det,Net Pass Yards,285,,,,,,
team,201509200min,min,Net Pass Yards,151,,,,,,
team,201509200min,det,Total Yards,323,,,,,,
team,201509200min,min,Total Yards,350,,,,,,
team,201509200min,det,Fumbles-Lost,2-2,,,,,,
team,201509200min,min,Fumbles-Lost,2-1,,,,,,
team,201509200min,det,Turnovers,3,,,,,,
team,201509200min,min,Turnovers,1,,,,,,
team,201509200min,det,Penalties-Yards,6-39,,,,,,
team,201509200min,min,Penalties-Yards,10-97,,,,,,
team,201509200min,det,Third Down Conv.,6-13,,,,,,
team,201509200min,min,Third Down Conv.,7-14,,,,,,
team,201509200min,det,Fourth Down Conv.,2-2,,,,,,
team,201509200min,min,Fourth Down Conv.,1-1,,,,,,
team,201509200min,det,Time of Possession,28:54,,,,,,
team,201509200min,min,Time of Possession,31:06,,,,,,
player,201509200min,det,StafMa00,pass_cmp,32,,,,,
player,201509200min,det,StafMa00,pass_att,53,,,,,
player,201509200min,det,StafMa00,pass_yds,286,,,,,
player,201509200min,det,StafMa00,pass_td,2,,,,,
player,201509200min,det,StafMa00,pass_int,1,,,,,
player,201509200min,det,StafMa00,pass_sacked,1,,,,,
player,201509200min,det,StafMa00,pass_sacked_yds,1,,,,,
player,201509200min,det,StafMa00,pass_long,19,,,,,
player,201509200min,det,StafMa00,pass_rating,79.6,,,,,
player,201509200min,det,StafMa00,rush_att,4,,,,,
player,201509200min,det,StafMa00,rush_yds,20,,,,,
player,201509200min,det,StafMa00,rush_td,0,,,,,
player,201509200min,det,StafMa00,rush_long,9,,,,,
player,201509200min,det,StafMa00,targets,0,,,,,
player,201509200min,det,StafMa00,rec,0,,,,,
player,201509200min,det,StafMa00,rec_yds,0,,,,,
player,201509200min,det,StafMa00,rec_td,0,,,,,
player,201509200min,det,StafMa00,rec_long,0,,,,,
player,201509200min,det,StafMa00,fumbles,0,,,,,
player,201509200min,det,StafMa00,fumbles_lost,0,,,,,
player,201509200min,det,AbduAm00,pass_cmp,0,,,,,
player,201509200min,det,AbduAm00,pass_att,0,,,,,
player,201509200min,det,AbduAm00,pass_yds,0,,,,,
player,201509200min,det,AbduAm00,pass_td,0,,,,,
player,201509200min,det,AbduAm00,pass_int,0,,,,,
player,201509200min,det,AbduAm00,pass_sacked,0,,,,,
player,201509200min,det,AbduAm00,pass_sacked_yds,0,,,,,
