game,2015,11,20151122,201511220car,was,"Washington Redskins",16,car,"Carolina Panthers",44
team,201511220car,was,First Downs,9,,,,,,
team,201511220car,car,First Downs,27,,,,,,
team,201511220car,was,Rush-Yds-TDs,12-14-0,,,,,,
team,201511220car,car,Rush-Yds-TDs,39-142-0,,,,,,
team,201511220car,was,Cmp-Att-Yd-TD-INT,22-30-207-1-1,,,,,,
team,201511220car,car,Cmp-Att-Yd-TD-INT,21-34-246-5-0,,,,,,
team,201511220car,was,Sacked-Yards,5-35,,,,,,
team,201511220car,car,Sacked-Yards,2-20,,,,,,
team,201511220car,was,Net Pass Yards,172,,,,,,
team,201511220car,car,Net Pass Yards,226,,,,,,
team,201511220car,was,Total Yards,186,,,,,,
team,201511220car,car,Total Yards,368,,,,,,
team,201511220car,was,Fumbles-Lost,5-4,,,,,,
team,201511220car,car,Fumbles-Lost,1-0,,,,,,
team,201511220car,was,Turnovers,5,,,,,,
team,201511220car,car,Turnovers,0,,,,,,
team,201511220car,was,Penalties-Yards,9-68,,,,,,
team,201511220car,car,Penalties-Yards,8-66,,,,,,
team,201511220car,was,Third Down Conv.,2-9,,,,,,
team,201511220car,car,Third Down Conv.,7-14,,,,,,
team,201511220car,was,Fourth Down Conv.,1-1,,,,,,
team,201511220car,car,Fourth Down Conv.,0-1,,,,,,
team,201511220car,was,Time of Possession,21:53,,,,,,
team,201511220car,car,Time of Possession,38:07,,,,,,
player,201511220car,was,CousKi00,pass_cmp,22,,,,,
player,201511220car,was,CousKi00,pass_att,30,,,,,
player,201511220car,was,CousKi00,pass_yds,207,,,,,
player,201511220car,was,CousKi00,pass_td,1,,,,,
player,201511220car,was,CousKi00,pass_int,1,,,,,
player,201511220car,was,CousKi00,pass_sacked,5,,,,,
player,201511220car,was,CousKi00,pass_sacked_yds,35,,,,,
player,201511220car,was,CousKi00,pass_long,56,,,,,
player,201511220car,was,CousKi00,pass_rating,89.2,,,,,
player,201511220car,was,CousKi00,rush_att,1,,,,,
player,201511220car,was,CousKi00,rush_yds,4,,,,,
player,201511220car,was,CousKi00,rush_td,0,,,,,
player,201511220car,was,CousKi00,rush_long,4,,,,,
player,201511220car,was,CousKi00,targets,0,,,,,
player,201511220car,was,CousKi00,rec,0,,,,,
player,201511220car,was,CousKi00,rec_yds,0,,,,,
player,201511220car,was,CousKi00,rec_td,0,,,,,
player,201511220car,was,CousKi00,rec_long,0,,,,,
player,201511220car,was,CousKi00,fumbles,2,,,,,
player,201511220car,was,CousKi00,fumbles_lost,2,,,,,
player,201511220car,was,ThomCh03,pass_cmp,0,,,,,
player,201511220car,was,ThomCh03,pass_att,0,,,,,
player,201511220car,was,ThomCh03,pass_yds,0,,,,,
player,201511220car,was,ThomCh03,pass_td,0,,,,,
player,201511220car,was,ThomCh03,pass_int,0,,,,,
player,201511220car,was,ThomCh03,pass_sacked,0,,,,,
player,201511220car,was,ThomCh03,pass_sacked_yds,0,,,,,
player,201511220car,was,ThomCh03,pass_long,0,,,,,
player,201511220car,was,ThomCh03,pass_rating,,,,,,
player,201511220car,was,ThomCh03,rush_att,4,,,,,
player,201511220car,was,ThomCh03,rush_yds,10,,,,,
player,201511220car,was,ThomCh03,rush_td,0,,,,,
player,201511220car,was,ThomCh03,rush_long,6,,,,,
player,201511220car,was,ThomCh03,targets,4,,,,,
player,201511220car,was,ThomCh03,rec,3,,,,,
player,201511220car,was,ThomCh03,rec_yds,7,,,,,
player,201511220car,was,ThomCh03,rec_td,0,,,,,
player,201511220car,was,ThomCh03,rec_long,6,,,,,
player,201511220car,was,ThomCh03,fumbles,1,,,,,
player,201511220car,was,ThomCh03,fumbles_lost,0,,,,,
player,201511220car,was,JackDe00,pass_cmp,0,,,,,
player,201511220car,was,JackDe00,pass_att,0,,,,,
player,201511220car,was,JackDe00,pass_yds,0,,,,,
player,201511220car,was,JackDe00,pass_td,0,,,,,
player,201511220car,was,JackDe00,pass_int,0,,,,,
player,201511220car,was,JackDe00,pass_sacked,0,,,,,
player,201511220car,was,JackDe00,pass_sacked_yds,0,,,,,
player,201511220car,was,JackDe00,pass_long,0,,,,,
player,201511220car,was,JackDe00,pass_rating,,,,,,
player,201511220car,was,JackDe00,rush_att,0,,,,,
player,201511220car,was,JackDe00,rush_yds,0,,,,,
player,201511220car,was,JackDe00,rush_td,0,,,,,
player,201511220car,was,JackDe00,rush_long,0,,,,,
player,201511220car,was,JackDe00,targets,8,,,,,
player,201511220car,was,JackDe00,rec,5,,,,,
player,201511220car,was,JackDe00,rec_yds,87,,,,,
player,201511220car,was,JackDe00,rec_td,1,,,,,
player,201511220car,was,JackDe00,rec_long,56,,,,,
player,201511220car,was,JackDe00,fumbles,0,,,,,
player,201511220car,was,JackDe00,fumbles_lost,0,,,,,
player,201511220car,was,ReedJo02,pass_cmp,0,,,,,
player,201511220car,was,ReedJo02,pass_att,0,,,,,
player,201511220car,was,ReedJo02,pass_yds,0,,,,,
player,201511220car,was,ReedJo02,pass_td,0,,,,,
player,201511220car,was,ReedJo02,pass_int,0,,,,,
player,201511220car,was,ReedJo02,pass_sacked,0,,,,,
player,201511220car,was,ReedJo02,pass_sacked_yds,0,,,,,
player,201511220car,was,ReedJo02,pass_long,0,,,,,
player,201511220car,was,ReedJo02,pass_rating,,,,,,
player,201511220car,was,ReedJo02,rush_att,0,,,,,
player,201511220car,was,ReedJo02,rush_yds,0,,,,,
player,201511220car,was,ReedJo02,rush_td,0,,,,,
player,201511220car,was,ReedJo02,rush_long,0,,,,,
player,201511220car,was,ReedJo02,targets,8,,,,,
player,201511220car,was,ReedJo02,rec,6,,,,,
player,201511220car,was,ReedJo02,rec_yds,46,,,,,
player,201511220car,was,ReedJo02,rec_td,0,,,,,
player,201511220car,was,ReedJo02,rec_long,13,,,,,
player,201511220car,was,ReedJo02,fumbles,1,,,,,
player,201511220car,was,ReedJo02,fumbles_lost,1,,,,,
player,201511220car,was,GarcPi00,pass_cmp,0,,,,,
player,201511220car,was,GarcPi00,pass_att,0,,,,,
player,201511220car,was,GarcPi00,pass_yds,0,,,,,
player,201511220car,was,GarcPi00,pass_td,0,,,,,
player,201511220car,was,GarcPi00,pass_int,0,,,,,
player,201511220car,was,GarcPi00,pass_sacked,0,,,,,
player,201511220car,was,GarcPi00,pass_sacked_yds,0,,,,,
player,201511220car,was,GarcPi00,pass_long,0,,,,,
player,201511220car,was,GarcPi00,pass_rating,,,,,,
player,201511220car,was,GarcPi00,rush_att,0,,,,,
player,201511220car,was,GarcPi00,rush_yds,0,,,,,
player,201511220car,was,GarcPi00,rush_td,0,,,,,
player,201511220car,was,GarcPi00,rush_long,0,,,,,
player,201511220car,was,GarcPi00,targets,4,,,,,
player,201511220car,was,GarcPi00,rec,3,,,,,
player,201511220car,was,GarcPi00,rec_yds,43,,,,,
player,201511220car,was,GarcPi00,rec_td,0,,,,,
player,201511220car,was,GarcPi00,rec_long,17,,,,,
player,201511220car,was,GarcPi00,fumbles,0,,,,,
player,201511220car,was,GarcPi00,fumbles_lost,0,,,,,
player,201511220car,was,JoneMa04,pass_cmp,0,,,,,
player,201511220car,was,JoneMa04,pass_att,0,,,,,
player,201511220car,was,JoneMa04,pass_yds,0,,,,,
player,201511220car,was,JoneMa04,pass_td,0,,,,,
player,201511220car,was,JoneMa04,pass_int,0,,,,,
player,201511220car,was,JoneMa04,pass_sacked,0,,,,,
player,201511220car,was,JoneMa04,pass_sacked_yds,0,,,,,
player,201511220car,was,JoneMa04,pass_long,0,,,,,
player,201511220car,was,JoneMa04,pass_rating,,,,,,
player,201511220car,was,JoneMa04,rush_att,5,,,,,
player,201511220car,was,JoneMa04,rush_yds,0,,,,,
player,201511220car,was,JoneMa04,rush_td,0,,,,,
player,201511220car,was,JoneMa04,rush_long,2,,,,,
player,201511220car,was,JoneMa04,targets,2,,,,,
player,201511220car,was,JoneMa04,rec,2,,,,,
player,201511220car,was,JoneMa04,rec_yds,12,,,,,
player,201511220car,was,JoneMa04,rec_td,0,,,,,
player,201511220car,was,JoneMa04,rec_long,7,,,,,
player,201511220car,was,JoneMa04,fumbles,1,,,,,
player,201511220car,was,JoneMa04,fumbles_lost,1,,,,,
player,201511220car,was,CarrDe00,pass_cmp,0,,,,,
player,201511220car,was,CarrDe00,pass_att,0,,,,,
player,201511220car,was,CarrDe00,pass_yds,0,,,,,
player,201511220car,was,CarrDe00,pass_td,0,,,,,
player,201511220car,was,CarrDe00,pass_int,0,,,,,
player,201511220car,was,CarrDe00,pass_sacked,0,,,,,
player,201511220car,was,CarrDe00,pass_sacked_yds,0,,,,,
player,201511220car,was,CarrDe00,pass_long,0,,,,,
player,201511220car,was,CarrDe00,pass_rating,,,,,,
player,201511220car,was,CarrDe00,rush_att,0,,,,,
player,201511220car,was,CarrDe00,rush_yds,0,,,,,
player,201511220car,was,CarrDe00,rush_td,0,,,,,
player,201511220car,was,CarrDe00,rush_long,0,,,,,
player,201511220car,was,CarrDe00,targets,3,,,,,
player,201511220car,was,CarrDe00,rec,2,,,,,
player,201511220car,was,CarrDe00,rec_yds,7,,,,,
player,201511220car,was,CarrDe00,rec_td,0,,,,,
player,201511220car,was,CarrDe00,rec_long,5,,,,,
player,201511220car,was,CarrDe00,fumbles,0,,,,,
player,201511220car,was,CarrDe00,fumbles_lost,0,,,,,
player,201511220car,was,CrowJa00,pass_cmp,0,,,,,
player,201511220car,was,CrowJa00,pass_att,0,,,,,
player,201511220car,was,CrowJa00,pass_yds,0,,,,,
player,201511220car,was,CrowJa00,pass_td,0,,,,,
player,201511220car,was,CrowJa00,pass_int,0,,,,,
player,201511220car,was,CrowJa00,pass_sacked,0,,,,,
player,201511220car,was,CrowJa00,pass_sacked_yds,0,,,,,
player,201511220car,was,CrowJa00,pass_long,0,,,,,
player,201511220car,was,CrowJa00,pass_rating,,,,,,
player,201511220car,was,CrowJa00,rush_att,0,,,,,
player,201511220car,was,CrowJa00,rush_yds,0,,,,,
player,201511220car,was,CrowJa00,rush_td,0,,,,,
player,201511220car,was,CrowJa00,rush_long,0,,,,,
player,201511220car,was,CrowJa00,targets,1,,,,,
player,201511220car,was,CrowJa00,rec,1,,,,,
player,201511220car,was,CrowJa00,rec_yds,5,,,,,
player,201511220car,was,CrowJa00,rec_td,0,,,,,
player,201511220car,was,CrowJa00,rec_long,5,,,,,
player,201511220car,was,CrowJa00,fumbles,0,,,,,
player,201511220car,was,CrowJa00,fumbles_lost,0,,,,,
player,201511220car,was,MorrAl00,pass_cmp,0,,,,,
player,201511220car,was,MorrAl00,pass_att,0,,,,,
player,201511220car,was,MorrAl00,pass_yds,0,,,,,
player,201511220car,was,MorrAl00,pass_td,0,,,,,
player,201511220car,was,MorrAl00,pass_int,0,,,,,
player,201511220car,was,MorrAl00,pass_sacked,0,,,,,
player,201511220car,was,MorrAl00,pass_sacked_yds,0,,,,,
player,201511220car,was,MorrAl00,pass_long,0,,,,,
player,201511220car,was,MorrAl00,pass_rating,,,,,,
player,201511220car,was,MorrAl00,rush_att,2,,,,,
player,201511220car,was,MorrAl00,rush_yds,0,,,,,
player,201511220car,was,MorrAl00,rush_td,0,,,,,
player,201511220car,was,MorrAl00,rush_long,2,,,,,
player,201511220car,was,MorrAl00,targets,0,,,,,
player,201511220car,was,MorrAl00,rec,0,,,,,
player,201511220car,was,MorrAl00,rec_yds,0,,,,,
player,201511220car,was,MorrAl00,rec_td,0,,,,,
player,201511220car,was,MorrAl00,rec_long,0,,,,,
player,201511220car,was,MorrAl00,fumbles,0,,,,,
player,201511220car,was,MorrAl00,fumbles_lost,0,,,,,
player,201511220car,car,NewtCa00,pass_cmp,21,,,,,
player,201511220car,car,NewtCa00,pass_att,34,,,,,
player,201511220car,car,NewtCa00,pass_yds,246,,,,,
player,201511220car,car,NewtCa00,pass_td,5,,,,,
player,201511220car,car,NewtCa00,pass_int,0,,,,,
player,201511220car,car,NewtCa00,pass_sacked,2,,,,,
player,201511220car,car,NewtCa00,pass_sacked_yds,20,,,,,
player,201511220car,car,NewtCa00,pass_long,35,,,,,
player,201511220car,car,NewtCa00,pass_rating,123.3,,,,,
player,201511220car,car,NewtCa00,rush_att,4,,,,,
player,201511220car,car,NewtCa00,rush_yds,16,,,,,
player,201511220car,car,NewtCa00,rush_td,0,,,,,
player,201511220car,car,NewtCa00,rush_long,9,,,,,
player,201511220car,car,NewtCa00,targets,0,,,,,
player,201511220car,car,NewtCa00,rec,0,,,,,
player,201511220car,car,NewtCa00,rec_yds,0,,,,,
player,201511220car,car,NewtCa00,rec_td,0,,,,,
player,201511220car,car,NewtCa00,rec_long,0,,,,,
player,201511220car,car,NewtCa00,fumbles,0,,,,,
player,201511220car,car,NewtCa00,fumbles_lost,0,,,,,
player,201511220car,car,StewJo00,pass_cmp,0,,,,,
player,201511220car,car,StewJo00,pass_att,0,,,,,
player,201511220car,car,StewJo00,pass_yds,0,,,,,
player,201511220car,car,StewJo00,pass_td,0,,,,,
player,201511220car,car,StewJo00,pass_int,0,,,,,
player,201511220car,car,StewJo00,pass_sacked,0,,,,,
player,201511220car,car,StewJo00,pass_sacked_yds,0,,,,,
player,201511220car,car,StewJo00,pass_long,0,,,,,
player,201511220car,car,StewJo00,pass_rating,,,,,,
player,201511220car,car,StewJo00,rush_att,21,,,,,
player,201511220car,car,StewJo00,rush_yds,102,,,,,
player,201511220car,car,StewJo00,rush_td,0,,,,,
player,201511220car,car,StewJo00,rush_long,15,,,,,
player,201511220car,car,StewJo00,targets,1,,,,,
player,201511220car,car,StewJo00,rec,1,,,,,
player,201511220car,car,StewJo00,rec_yds,12,,,,,
player,201511220car,car,StewJo00,rec_td,1,,,,,
player,201511220car,car,StewJo00,rec_long,12,,,,,
player,201511220car,car,StewJo00,fumbles,0,,,,,
player,201511220car,car,StewJo00,fumbles_lost,0,,,,,
player,201511220car,car,GinnTe00,pass_cmp,0,,,,,
player,201511220car,car,GinnTe00,pass_att,0,,,,,
player,201511220car,car,GinnTe00,pass_yds,0,,,,,
player,201511220car,car,GinnTe00,pass_td,0,,,,,
player,201511220car,car,GinnTe00,pass_int,0,,,,,
player,201511220car,car,GinnTe00,pass_sacked,0,,,,,
player,201511220car,car,GinnTe00,pass_sacked_yds,0,,,,,
player,201511220car,car,GinnTe00,pass_long,0,,,,,
player,201511220car,car,GinnTe00,pass_rating,,,,,,
player,201511220car,car,GinnTe00,rush_att,2,,,,,
player,201511220car,car,GinnTe00,rush_yds,12,,,,,
player,201511220car,car,GinnTe00,rush_td,0,,,,,
player,201511220car,car,GinnTe00,rush_long,11,,,,,
player,201511220car,car,GinnTe00,targets,8,,,,,
player,201511220car,car,GinnTe00,rec,5,,,,,
player,201511220car,car,GinnTe00,rec_yds,37,,,,,
player,201511220car,car,GinnTe00,rec_td,1,,,,,
player,201511220car,car,GinnTe00,rec_long,17,,,,,
player,201511220car,car,GinnTe00,fumbles,0,,,,,
player,201511220car,car,GinnTe00,fumbles_lost,0,,,,,
player,201511220car,car,WhitFo00,pass_cmp,0,,,,,
player,201511220car,car,WhitFo00,pass_att,0,,,,,
player,201511220car,car,WhitFo00,pass_yds,0,,,,,
player,201511220car,car,WhitFo00,pass_td,0,,,,,
player,201511220car,car,WhitFo00,pass_int,0,,,,,
player,201511220car,car,WhitFo00,pass_sacked,0,,,,,
player,201511220car,car,WhitFo00,pass_sacked_yds,0,,,,,
player,201511220car,car,WhitFo00,pass_long,0,,,,,
player,201511220car,car,WhitFo00,pass_rating,,,,,,
player,201511220car,car,WhitFo00,rush_att,2,,,,,
player,201511220car,car,WhitFo00,rush_yds,6,,,,,
player,201511220car,car,WhitFo00,rush_td,0,,,,,
player,201511220car,car,WhitFo00,rush_long,4,,,,,
player,201511220car,car,WhitFo00,targets,1,,,,,
player,201511220car,car,WhitFo00,rec,1,,,,,
player,201511220car,car,WhitFo00,rec_yds,2,,,,,
player,201511220car,car,WhitFo00,rec_td,0,,,,,
player,201511220car,car,WhitFo00,rec_long,2,,,,,
player,201511220car,car,WhitFo00,fumbles,0,,,,,
player,201511220car,car,WhitFo00,fumbles_lost,0,,,,,
player,201511220car,car,TolbMi00,pass_cmp,0,,,,,
player,201511220car,car,TolbMi00,pass_att,0,,,,,
player,201511220car,car,TolbMi00,pass_yds,0,,,,,
player,201511220car,car,TolbMi00,pass_td,0,,,,,
player,201511220car,car,TolbMi00,pass_int,0,,,,,
player,201511220car,car,TolbMi00,pass_sacked,0,,,,,
player,201511220car,car,TolbMi00,pass_sacked_yds,0,,,,,
player,201511220car,car,TolbMi00,pass_long,0,,,,,
player,201511220car,car,TolbMi00,pass_rating,,,,,,
player,201511220car,car,TolbMi00,rush_att,7,,,,,
player,201511220car,car,TolbMi00,rush_yds,5,,,,,
player,201511220car,car,TolbMi00,rush_td,0,,,,,
player,201511220car,car,TolbMi00,rush_long,6,,,,,
player,201511220car,car,TolbMi00,targets,2,,,,,
player,201511220car,car,TolbMi00,rec,2,,,,,
player,201511220car,car,TolbMi00,rec_yds,5,,,,,
player,201511220car,car,TolbMi00,rec_td,1,,,,,
player,201511220car,car,TolbMi00,rec_long,3,,,,,
player,201511220car,car,TolbMi00,fumbles,0,,,,,
player,201511220car,car,TolbMi00,fumbles_lost,0,,,,,
player,201511220car,car,AndeDe00,pass_cmp,0,,,,,
player,201511220car,car,AndeDe00,pass_att,0,,,,,
player,201511220car,car,AndeDe00,pass_yds,0,,,,,
player,201511220car,car,AndeDe00,pass_td,0,,,,,
player,201511220car,car,AndeDe00,pass_int,0,,,,,
player,201511220car,car,AndeDe00,pass_sacked,0,,,,,
player,201511220car,car,AndeDe00,pass_sacked_yds,0,,,,,
player,201511220car,car,AndeDe00,pass_long,0,,,,,
player,201511220car,car,AndeDe00,pass_rating,,,,,,
player,201511220car,car,AndeDe00,rush_att,2,,,,,
player,201511220car,car,AndeDe00,rush_yds,2,,,,,
player,201511220car,car,AndeDe00,rush_td,0,,,,,
player,201511220car,car,AndeDe00,rush_long,2,,,,,
player,201511220car,car,AndeDe00,targets,0,,,,,
player,201511220car,car,AndeDe00,rec,0,,,,,
player,201511220car,car,AndeDe00,rec_yds,0,,,,,
player,201511220car,car,AndeDe00,rec_td,0,,,,,
player,201511220car,car,AndeDe00,rec_long,0,,,,,
player,201511220car,car,AndeDe00,fumbles,1,,,,,
player,201511220car,car,AndeDe00,fumbles_lost,0,,,,,
player,201511220car,car,FuncDe00,pass_cmp,0,,,,,
player,201511220car,car,FuncDe00,pass_att,0,,,,,
player,201511220car,car,FuncDe00,pass_yds,0,,,,,
player,201511220car,car,FuncDe00,pass_td,0,,,,,
player,201511220car,car,FuncDe00,pass_int,0,,,,,
player,201511220car,car,FuncDe00,pass_sacked,0,,,,,
player,201511220car,car,FuncDe00,pass_sacked_yds,0,,,,,
player,201511220car,car,FuncDe00,pass_long,0,,,,,
player,201511220car,car,FuncDe00,pass_rating,,,,,,
player,201511220car,car,FuncDe00,rush_att,0,,,,,
player,201511220car,car,FuncDe00,rush_yds,0,,,,,
player,201511220car,car,FuncDe00,rush_td,0,,,,,
player,201511220car,car,FuncDe00,rush_long,0,,,,,
player,201511220car,car,FuncDe00,targets,8,,,,,
player,201511220car,car,FuncDe00,rec,4,,,,,
player,201511220car,car,FuncDe00,rec_yds,64,,,,,
player,201511220car,car,FuncDe00,rec_td,1,,,,,
player,201511220car,car,FuncDe00,rec_long,35,,,,,
player,201511220car,car,FuncDe00,fumbles,0,,,,,
player,201511220car,car,FuncDe00,fumbles_lost,0,,,,,
player,201511220car,car,CotcJe00,pass_cmp,0,,,,,
player,201511220car,car,CotcJe00,pass_att,0,,,,,
player,201511220car,car,CotcJe00,pass_yds,0,,,,,
player,201511220car,car,CotcJe00,pass_td,0,,,,,
player,201511220car,car,CotcJe00,pass_int,0,,,,,
player,201511220car,car,CotcJe00,pass_sacked,0,,,,,
player,201511220car,car,CotcJe00,pass_sacked_yds,0,,,,,
player,201511220car,car,CotcJe00,pass_long,0,,,,,
player,201511220car,car,CotcJe00,pass_rating,,,,,,
player,201511220car,car,CotcJe00,rush_att,0,,,,,
player,201511220car,car,CotcJe00,rush_yds,0,,,,,
player,201511220car,car,CotcJe00,rush_td,0,,,,,
player,201511220car,car,CotcJe00,rush_long,0,,,,,
player,201511220car,car,CotcJe00,targets,6,,,,,
player,201511220car,car,CotcJe00,rec,4,,,,,
player,201511220car,car,CotcJe00,rec_yds,57,,,,,
player,201511220car,car,CotcJe00,rec_td,0,,,,,
player,201511220car,car,CotcJe00,rec_long,19,,,,,
player,201511220car,car,CotcJe00,fumbles,0,,,,,
player,201511220car,car,CotcJe00,fumbles_lost,0,,,,,
player,201511220car,car,OlseGr00,pass_cmp,0,,,,,
player,201511220car,car,OlseGr00,pass_att,0,,,,,
player,201511220car,car,OlseGr00,pass_yds,0,,,,,
player,201511220car,car,OlseGr00,pass_td,0,,,,,
player,201511220car,car,OlseGr00,pass_int,0,,,,,
player,201511220car,car,OlseGr00,pass_sacked,0,,,,,
player,201511220car,car,OlseGr00,pass_sacked_yds,0,,,,,
player,201511220car,car,OlseGr00,pass_long,0,,,,,
player,201511220car,car,OlseGr00,pass_rating,,,,,,
player,201511220car,car,OlseGr00,rush_att,0,,,,,
player,201511220car,car,OlseGr00,rush_yds,0,,,,,
player,201511220car,car,OlseGr00,rush_td,0,,,,,
player,201511220car,car,OlseGr00,rush_long,0,,,,,
player,201511220car,car,OlseGr00,targets,6,,,,,
player,201511220car,car,OlseGr00,rec,3,,,,,
player,201511220car,car,OlseGr00,rec_yds,54,,,,,
player,201511220car,car,OlseGr00,rec_td,1,,,,,
player,201511220car,car,OlseGr00,rec_long,34,,,,,
player,201511220car,car,OlseGr00,fumbles,0,,,,,
player,201511220car,car,OlseGr00,fumbles_lost,0,,,,,
player,201511220car,car,BersBr00,pass_cmp,0,,,,,
player,201511220car,car,BersBr00,pass_att,0,,,,,
player,201511220car,car,BersBr00,pass_yds,0,,,,,
