game,2015,6,20151019,201510190phi,nyg,"New York Giants",7,phi,"Philadelphia Eagles",27
team,201510190phi,nyg,First Downs,18,,,,,,
team,201510190phi,phi,First Downs,24,,,,,,
team,201510190phi,nyg,Rush-Yds-TDs,23-81-0,,,,,,
team,201510190phi,phi,Rush-Yds-TDs,37-158-1,,,,,,
team,201510190phi,nyg,Cmp-Att-Yd-TD-INT,24-38-189-1-2,,,,,,
team,201510190phi,phi,Cmp-Att-Yd-TD-INT,24-38-280-1-3,,,,,,
team,201510190phi,nyg,Sacked-Yards,3-23,,,,,,
team,201510190phi,phi,Sacked-Yards,1-10,,,,,,
team,201510190phi,nyg,Net Pass Yards,166,,,,,,
team,201510190phi,phi,Net Pass Yards,270,,,,,,
team,201510190phi,nyg,Total Yards,247,,,,,,
team,201510190phi,phi,Total Yards,428,,,,,,
team,201510190phi,nyg,Fumbles-Lost,2-1,,,,,,
team,201510190phi,phi,Fumbles-Lost,3-1,,,,,,
team,201510190phi,nyg,Turnovers,3,,,,,,
team,201510190phi,phi,Turnovers,4,,,,,,
team,201510190phi,nyg,Penalties-Yards,12-92,,,,,,
team,201510190phi,phi,Penalties-Yards,9-72,,,,,,
team,201510190phi,nyg,Third Down Conv.,4-13,,,,,,
team,201510190phi,phi,Third Down Conv.,6-16,,,,,,
team,201510190phi,nyg,Fourth Down Conv.,0-1,,,,,,
team,201510190phi,phi,Fourth Down Conv.,0-0,,,,,,
team,201510190phi,nyg,Time of Possession,29:30,,,,,,
team,201510190phi,phi,Time of Possession,30:30,,,,,,
player,201510190phi,nyg,MannEl00,pass_cmp,24,,,,,
player,201510190phi,nyg,MannEl00,pass_att,38,,,,,
player,201510190phi,nyg,MannEl00,pass_yds,189,,,,,
player,201510190phi,nyg,MannEl00,pass_td,1,,,,,
player,201510190phi,nyg,MannEl00,pass_int,2,,,,,
player,201510190phi,nyg,MannEl00,pass_sacked,3,,,,,
player,201510190phi,nyg,MannEl00,pass_sacked_yds,23,,,,,
player,201510190phi,nyg,MannEl00,pass_long,17,,,,,
player,201510190phi,nyg,MannEl00,pass_rating,62.3,,,,,
player,201510190phi,nyg,MannEl00,rush_att,1,,,,,
player,201510190phi,nyg,MannEl00,rush_yds,12,,,,,
player,201510190phi,nyg,MannEl00,rush_td,0,,,,,
player,201510190phi,nyg,MannEl00,rush_long,12,,,,,
player,201510190phi,nyg,MannEl00,targets,0,,,,,
player,201510190phi,nyg,MannEl00,rec,0,,,,,
player,201510190phi,nyg,MannEl00,rec_yds,0,,,,,
player,201510190phi,nyg,MannEl00,rec_td,0,,,,,
player,201510190phi,nyg,MannEl00,rec_long,0,,,,,
player,201510190phi,nyg,MannEl00,fumbles,1,,,,,
player,201510190phi,nyg,MannEl00,fumbles_lost,0,,,,,
player,201510190phi,nyg,JennRa00,pass_cmp,0,,,,,
player,201510190phi,nyg,JennRa00,pass_att,0,,,,,
player,201510190phi,nyg,JennRa00,pass_yds,0,,,,,
player,201510190phi,nyg,JennRa00,pass_td,0,,,,,
player,201510190phi,nyg,JennRa00,pass_int,0,,,,,
player,201510190phi,nyg,JennRa00,pass_sacked,0,,,,,
player,201510190phi,nyg,JennRa00,pass_sacked_yds,0,,,,,
player,201510190phi,nyg,JennRa00,pass_long,0,,,,,
player,201510190phi,nyg,JennRa00,pass_rating,,,,,,
player,201510190phi,nyg,JennRa00,rush_att,13,,,,,
player,201510190phi,nyg,JennRa00,rush_yds,63,,,,,
player,201510190phi,nyg,JennRa00,rush_td,0,,,,,
player,201510190phi,nyg,JennRa00,rush_long,14,,,,,
player,201510190phi,nyg,JennRa00,targets,3,,,,,
player,201510190phi,nyg,JennRa00,rec,3,,,,,
player,201510190phi,nyg,JennRa00,rec_yds,20,,,,,
player,201510190phi,nyg,JennRa00,rec_td,0,,,,,
player,201510190phi,nyg,JennRa00,rec_long,8,,,,,
player,201510190phi,nyg,JennRa00,fumbles,1,,,,,
player,201510190phi,nyg,JennRa00,fumbles_lost,1,,,,,
player,201510190phi,nyg,WillAn00,pass_cmp,0,,,,,
player,201510190phi,nyg,WillAn00,pass_att,0,,,,,
player,201510190phi,nyg,WillAn00,pass_yds,0,,,,,
player,201510190phi,nyg,WillAn00,pass_td,0,,,,,
player,201510190phi,nyg,WillAn00,pass_int,0,,,,,
player,201510190phi,nyg,WillAn00,pass_sacked,0,,,,,
player,201510190phi,nyg,WillAn00,pass_sacked_yds,0,,,,,
player,201510190phi,nyg,WillAn00,pass_long,0,,,,,
player,201510190phi,nyg,WillAn00,pass_rating,,,,,,
player,201510190phi,nyg,WillAn00,rush_att,5,,,,,
player,201510190phi,nyg,WillAn00,rush_yds,6,,,,,
player,201510190phi,nyg,WillAn00,rush_td,0,,,,,
player,201510190phi,nyg,WillAn00,rush_long,3,,,,,
player,201510190phi,nyg,WillAn00,targets,0,,,,,
player,201510190phi,nyg,WillAn00,rec,0,,,,,
player,201510190phi,nyg,WillAn00,rec_yds,0,,,,,
player,201510190phi,nyg,WillAn00,rec_td,0,,,,,
player,201510190phi,nyg,WillAn00,rec_long,0,,,,,
player,201510190phi,nyg,WillAn00,fumbles,0,,,,,
player,201510190phi,nyg,WillAn00,fumbles_lost,0,,,,,
player,201510190phi,nyg,BeckOd00,pass_cmp,0,,,,,
player,201510190phi,nyg,BeckOd00,pass_att,0,,,,,
player,201510190phi,nyg,BeckOd00,pass_yds,0,,,,,
player,201510190phi,nyg,BeckOd00,pass_td,0,,,,,
player,201510190phi,nyg,BeckOd00,pass_int,0,,,,,
player,201510190phi,nyg,BeckOd00,pass_sacked,0,,,,,
player,201510190phi,nyg,BeckOd00,pass_sacked_yds,0,,,,,
player,201510190phi,nyg,BeckOd00,pass_long,0,,,,,
player,201510190phi,nyg,BeckOd00,pass_rating,,,,,,
player,201510190phi,nyg,BeckOd00,rush_att,0,,,,,
player,201510190phi,nyg,BeckOd00,rush_yds,0,,,,,
player,201510190phi,nyg,BeckOd00,rush_td,0,,,,,
player,201510190phi,nyg,BeckOd00,rush_long,0,,,,,
player,201510190phi,nyg,BeckOd00,targets,8,,,,,
player,201510190phi,nyg,BeckOd00,rec,7,,,,,
player,201510190phi,nyg,BeckOd00,rec_yds,61,,,,,
player,201510190phi,nyg,BeckOd00,rec_td,1,,,,,
player,201510190phi,nyg,BeckOd00,rec_long,17,,,,,
player,201510190phi,nyg,BeckOd00,fumbles,0,,,,,
player,201510190phi,nyg,BeckOd00,fumbles_lost,0,,,,,
player,201510190phi,nyg,RandRu00,pass_cmp,0,,,,,
player,201510190phi,nyg,RandRu00,pass_att,0,,,,,
player,201510190phi,nyg,RandRu00,pass_yds,0,,,,,
player,201510190phi,nyg,RandRu00,pass_td,0,,,,,
player,201510190phi,nyg,RandRu00,pass_int,0,,,,,
player,201510190phi,nyg,RandRu00,pass_sacked,0,,,,,
player,201510190phi,nyg,RandRu00,pass_sacked_yds,0,,,,,
player,201510190phi,nyg,RandRu00,pass_long,0,,,,,
player,201510190phi,nyg,RandRu00,pass_rating,,,,,,
player,201510190phi,nyg,RandRu00,rush_att,0,,,,,
player,201510190phi,nyg,RandRu00,rush_yds,0,,,,,
player,201510190phi,nyg,RandRu00,rush_td,0,,,,,
player,201510190phi,nyg,RandRu00,rush_long,0,,,,,
player,201510190phi,nyg,RandRu00,targets,6,,,,,
player,201510190phi,nyg,RandRu00,rec,5,,,,,
player,201510190phi,nyg,RandRu00,rec_yds,44,,,,,
player,201510190phi,nyg,RandRu00,rec_td,0,,,,,
player,201510190phi,nyg,RandRu00,rec_long,15,,,,,
player,201510190phi,nyg,RandRu00,fumbles,0,,,,,
player,201510190phi,nyg,RandRu00,fumbles_lost,0,,,,,
player,201510190phi,nyg,DonnLa00,pass_cmp,0,,,,,
player,201510190phi,nyg,DonnLa00,pass_att,0,,,,,
player,201510190phi,nyg,DonnLa00,pass_yds,0,,,,,
player,201510190phi,nyg,DonnLa00,pass_td,0,,,,,
player,201510190phi,nyg,DonnLa00,pass_int,0,,,,,
player,201510190phi,nyg,DonnLa00,pass_sacked,0,,,,,
player,201510190phi,nyg,DonnLa00,pass_sacked_yds,0,,,,,
player,201510190phi,nyg,DonnLa00,pass_long,0,,,,,
player,201510190phi,nyg,DonnLa00,pass_rating,,,,,,
player,201510190phi,nyg,DonnLa00,rush_att,0,,,,,
player,201510190phi,nyg,DonnLa00,rush_yds,0,,,,,
player,201510190phi,nyg,DonnLa00,rush_td,0,,,,,
player,201510190phi,nyg,DonnLa00,rush_long,0,,,,,
player,201510190phi,nyg,DonnLa00,targets,5,,,,,
player,201510190phi,nyg,DonnLa00,rec,3,,,,,
player,201510190phi,nyg,DonnLa00,rec_yds,29,,,,,
player,201510190phi,nyg,DonnLa00,rec_td,0,,,,,
player,201510190phi,nyg,DonnLa00,rec_long,16,,,,,
player,201510190phi,nyg,DonnLa00,fumbles,0,,,,,
player,201510190phi,nyg,DonnLa00,fumbles_lost,0,,,,,
player,201510190phi,nyg,TyexWi00,pass_cmp,0,,,,,
player,201510190phi,nyg,TyexWi00,pass_att,0,,,,,
player,201510190phi,nyg,TyexWi00,pass_yds,0,,,,,
player,201510190phi,nyg,TyexWi00,pass_td,0,,,,,
player,201510190phi,nyg,TyexWi00,pass_int,0,,,,,
player,201510190phi,nyg,TyexWi00,pass_sacked,0,,,,,
player,201510190phi,nyg,TyexWi00,pass_sacked_yds,0,,,,,
player,201510190phi,nyg,TyexWi00,pass_long,0,,,,,
player,201510190phi,nyg,TyexWi00,pass_rating,,,,,,
player,201510190phi,nyg,TyexWi00,rush_att,0,,,,,
player,201510190phi,nyg,TyexWi00,rush_yds,0,,,,,
player,201510190phi,nyg,TyexWi00,rush_td,0,,,,,
player,201510190phi,nyg,TyexWi00,rush_long,0,,,,,
player,201510190phi,nyg,TyexWi00,targets,3,,,,,
player,201510190phi,nyg,TyexWi00,rec,2,,,,,
player,201510190phi,nyg,TyexWi00,rec_yds,22,,,,,
player,201510190phi,nyg,TyexWi00,rec_td,0,,,,,
player,201510190phi,nyg,TyexWi00,rec_long,17,,,,,
player,201510190phi,nyg,TyexWi00,fumbles,0,,,,,
player,201510190phi,nyg,TyexWi00,fumbles_lost,0,,,,,
player,201510190phi,nyg,HarrDw00,pass_cmp,0,,,,,
player,201510190phi,nyg,HarrDw00,pass_att,0,,,,,
player,201510190phi,nyg,HarrDw00,pass_yds,0,,,,,
player,201510190phi,nyg,HarrDw00,pass_td,0,,,,,
player,201510190phi,nyg,HarrDw00,pass_int,0,,,,,
player,201510190phi,nyg,HarrDw00,pass_sacked,0,,,,,
player,201510190phi,nyg,HarrDw00,pass_sacked_yds,0,,,,,
player,201510190phi,nyg,HarrDw00,pass_long,0,,,,,
player,201510190phi,nyg,HarrDw00,pass_rating,,,,,,
player,201510190phi,nyg,HarrDw00,rush_att,0,,,,,
player,201510190phi,nyg,HarrDw00,rush_yds,0,,,,,
player,201510190phi,nyg,HarrDw00,rush_td,0,,,,,
player,201510190phi,nyg,HarrDw00,rush_long,0,,,,,
player,201510190phi,nyg,HarrDw00,targets,4,,,,,
player,201510190phi,nyg,HarrDw00,rec,2,,,,,
player,201510190phi,nyg,HarrDw00,rec_yds,18,,,,,
player,201510190phi,nyg,HarrDw00,rec_td,0,,,,,
player,201510190phi,nyg,HarrDw00,rec_long,11,,,,,
player,201510190phi,nyg,HarrDw00,fumbles,0,,,,,
player,201510190phi,nyg,HarrDw00,fumbles_lost,0,,,,,
player,201510190phi,nyg,VereSh00,pass_cmp,0,,,,,
player,201510190phi,nyg,VereSh00,pass_att,0,,,,,
player,201510190phi,nyg,VereSh00,pass_yds,0,,,,,
player,201510190phi,nyg,VereSh00,pass_td,0,,,,,
player,201510190phi,nyg,VereSh00,pass_int,0,,,,,
player,201510190phi,nyg,VereSh00,pass_sacked,0,,,,,
player,201510190phi,nyg,VereSh00,pass_sacked_yds,0,,,,,
player,201510190phi,nyg,VereSh00,pass_long,0,,,,,
player,201510190phi,nyg,VereSh00,pass_rating,,,,,,
player,201510190phi,nyg,VereSh00,rush_att,4,,,,,
player,201510190phi,nyg,VereSh00,rush_yds,0,,,,,
player,201510190phi,nyg,VereSh00,rush_td,0,,,,,
player,201510190phi,nyg,VereSh00,rush_long,4,,,,,
player,201510190phi,nyg,VereSh00,targets,4,,,,,
player,201510190phi,nyg,VereSh00,rec,1,,,,,
player,201510190phi,nyg,VereSh00,rec_yds,6,,,,,
player,201510190phi,nyg,VereSh00,rec_td,0,,,,,
player,201510190phi,nyg,VereSh00,rec_long,6,,,,,
player,201510190phi,nyg,VereSh00,fumbles,0,,,,,
player,201510190phi,nyg,VereSh00,fumbles_lost,0,,,,,
player,201510190phi,nyg,WhitMy00,pass_cmp,0,,,,,
player,201510190phi,nyg,WhitMy00,pass_att,0,,,,,
player,201510190phi,nyg,WhitMy00,pass_yds,0,,,,,
player,201510190phi,nyg,WhitMy00,pass_td,0,,,,,
player,201510190phi,nyg,WhitMy00,pass_int,0,,,,,
player,201510190phi,nyg,WhitMy00,pass_sacked,0,,,,,
player,201510190phi,nyg,WhitMy00,pass_sacked_yds,0,,,,,
player,201510190phi,nyg,WhitMy00,pass_long,0,,,,,
player,201510190phi,nyg,WhitMy00,pass_rating,,,,,,
player,201510190phi,nyg,WhitMy00,rush_att,0,,,,,
player,201510190phi,nyg,WhitMy00,rush_yds,0,,,,,
player,201510190phi,nyg,WhitMy00,rush_td,0,,,,,
player,201510190phi,nyg,WhitMy00,rush_long,0,,,,,
player,201510190phi,nyg,WhitMy00,targets,1,,,,,
player,201510190phi,nyg,WhitMy00,rec,0,,,,,
player,201510190phi,nyg,WhitMy00,rec_yds,0,,,,,
player,201510190phi,nyg,WhitMy00,rec_td,0,,,,,
player,201510190phi,nyg,WhitMy00,rec_long,0,,,,,
player,201510190phi,nyg,WhitMy00,fumbles,0,,,,,
player,201510190phi,nyg,WhitMy00,fumbles_lost,0,,,,,
player,201510190phi,nyg,DaviGe00,pass_cmp,0,,,,,
player,201510190phi,nyg,DaviGe00,pass_att,0,,,,,
player,201510190phi,nyg,DaviGe00,pass_yds,0,,,,,
player,201510190phi,nyg,DaviGe00,pass_td,0,,,,,
player,201510190phi,nyg,DaviGe00,pass_int,0,,,,,
player,201510190phi,nyg,DaviGe00,pass_sacked,0,,,,,
player,201510190phi,nyg,DaviGe00,pass_sacked_yds,0,,,,,
player,201510190phi,nyg,DaviGe00,pass_long,0,,,,,
player,201510190phi,nyg,DaviGe00,pass_rating,,,,,,
player,201510190phi,nyg,DaviGe00,rush_att,0,,,,,
player,201510190phi,nyg,DaviGe00,rush_yds,0,,,,,
player,201510190phi,nyg,DaviGe00,rush_td,0,,,,,
player,201510190phi,nyg,DaviGe00,rush_long,0,,,,,
player,201510190phi,nyg,DaviGe00,targets,1,,,,,
player,201510190phi,nyg,DaviGe00,rec,0,,,,,
player,201510190phi,nyg,DaviGe00,rec_yds,0,,,,,
player,201510190phi,nyg,DaviGe00,rec_td,0,,,,,
player,201510190phi,nyg,DaviGe00,rec_long,0,,,,,
player,201510190phi,nyg,DaviGe00,fumbles,0,,,,,
player,201510190phi,nyg,DaviGe00,fumbles_lost,0,,,,,
player,201510190phi,nyg,FlowEr00,pass_cmp,0,,,,,
player,201510190phi,nyg,FlowEr00,pass_att,0,,,,,
player,201510190phi,nyg,FlowEr00,pass_yds,0,,,,,
player,201510190phi,nyg,FlowEr00,pass_td,0,,,,,
player,201510190phi,nyg,FlowEr00,pass_int,0,,,,,
player,201510190phi,nyg,FlowEr00,pass_sacked,0,,,,,
player,201510190phi,nyg,FlowEr00,pass_sacked_yds,0,,,,,
player,201510190phi,nyg,FlowEr00,pass_long,0,,,,,
player,201510190phi,nyg,FlowEr00,pass_rating,,,,,,
player,201510190phi,nyg,FlowEr00,rush_att,0,,,,,
player,201510190phi,nyg,FlowEr00,rush_yds,0,,,,,
player,201510190phi,nyg,FlowEr00,rush_td,0,,,,,
player,201510190phi,nyg,FlowEr00,rush_long,0,,,,,
player,201510190phi,nyg,FlowEr00,targets,1,,,,,
player,201510190phi,nyg,FlowEr00,rec,1,,,,,
player,201510190phi,nyg,FlowEr00,rec_yds,-11,,,,,
player,201510190phi,nyg,FlowEr00,rec_td,0,,,,,
player,201510190phi,nyg,FlowEr00,rec_long,-11,,,,,
player,201510190phi,nyg,FlowEr00,fumbles,0,,,,,
player,201510190phi,nyg,FlowEr00,fumbles_lost,0,,,,,
player,201510190phi,phi,BradSa00,pass_cmp,24,,,,,
player,201510190phi,phi,BradSa00,pass_att,38,,,,,
player,201510190phi,phi,BradSa00,pass_yds,280,,,,,
player,201510190phi,phi,BradSa00,pass_td,1,,,,,
player,201510190phi,phi,BradSa00,pass_int,3,,,,,
player,201510190phi,phi,BradSa00,pass_sacked,1,,,,,
player,201510190phi,phi,BradSa00,pass_sacked_yds,10,,,,,
player,201510190phi,phi,BradSa00,pass_long,43,,,,,
player,201510190phi,phi,BradSa00,pass_rating,61.3,,,,,
player,201510190phi,phi,BradSa00,rush_att,5,,,,,
player,201510190phi,phi,BradSa00,rush_yds,2,,,,,
player,201510190phi,phi,BradSa00,rush_td,0,,,,,
player,201510190phi,phi,BradSa00,rush_long,5,,,,,
player,201510190phi,phi,BradSa00,targets,0,,,,,
player,201510190phi,phi,BradSa00,rec,0,,,,,
player,201510190phi,phi,BradSa00,rec_yds,0,,,,,
player,201510190phi,phi,BradSa00,rec_td,0,,,,,
player,201510190phi,phi,BradSa00,rec_long,0,,,,,
player,201510190phi,phi,BradSa00,fumbles,2,,,,,
player,201510190phi,phi,BradSa00,fumbles_lost,0,,,,,
player,201510190phi,phi,MurrDe00,pass_cmp,0,,,,,
player,201510190phi,phi,MurrDe00,pass_att,0,,,,,
player,201510190phi,phi,MurrDe00,pass_yds,0,,,,,
player,201510190phi,phi,MurrDe00,pass_td,0,,,,,
player,201510190phi,phi,MurrDe00,pass_int,0,,,,,
player,201510190phi,phi,MurrDe00,pass_sacked,0,,,,,
player,201510190phi,phi,MurrDe00,pass_sacked_yds,0,,,,,
player,201510190phi,phi,MurrDe00,pass_long,0,,,,,
player,201510190phi,phi,MurrDe00,pass_rating,,,,,,
player,201510190phi,phi,MurrDe00,rush_att,21,,,,,
player,201510190phi,phi,MurrDe00,rush_yds,112,,,,,
player,201510190phi,phi,MurrDe00,rush_td,1,,,,,
player,201510190phi,phi,MurrDe00,rush_long,21,,,,,
player,201510190phi,phi,MurrDe00,targets,4,,,,,
player,201510190phi,phi,MurrDe00,rec,3,,,,,
player,201510190phi,phi,MurrDe00,rec_yds,14,,,,,
player,201510190phi,phi,MurrDe00,rec_td,0,,,,,
player,201510190phi,phi,MurrDe00,rec_long,7,,,,,
player,201510190phi,phi,MurrDe00,fumbles,0,,,,,
player,201510190phi,phi,MurrDe00,fumbles_lost,0,,,,,
player,201510190phi,phi,MathRy00,pass_cmp,0,,,,,
player,201510190phi,phi,MathRy00,pass_att,0,,,,,
player,201510190phi,phi,MathRy00,pass_yds,0,,,,,
player,201510190phi,phi,MathRy00,pass_td,0,,,,,
player,201510190phi,phi,MathRy00,pass_int,0,,,,,
player,201510190phi,phi,MathRy00,pass_sacked,0,,,,,
player,201510190phi,phi,MathRy00,pass_sacked_yds,0,,,,,
