game,2015,9,20151108,201511080nwe,was,"Washington Redskins",10,nwe,"New England Patriots",27
player,201511080nwe,was,CompWi00,def_int_long,0,,,,,
player,201511080nwe,was,CompWi00,pass_defended,0,,,,,
player,201511080nwe,was,CompWi00,sacks,0.0,,,,,
player,201511080nwe,was,CompWi00,tackles_combined,10,,,,,
player,201511080nwe,was,CompWi00,tackles_solo,4,,,,,
player,201511080nwe,was,CompWi00,tackles_assists,6,,,,,
player,201511080nwe,was,CompWi00,tackles_loss,0,,,,,
player,201511080nwe,was,CompWi00,qb_hits,0,,,,,
player,201511080nwe,was,CompWi00,fumbles_rec,0,,,,,
player,201511080nwe,was,CompWi00,fumbles_rec_yds,0,,,,,
player,201511080nwe,was,CompWi00,fumbles_rec_td,0,,,,,
player,201511080nwe,was,CompWi00,fumbles_forced,0,,,,,
player,201511080nwe,was,GoldDa99,def_int,0,,,,,
player,201511080nwe,was,GoldDa99,def_int_yds,0,,,,,
player,201511080nwe,was,GoldDa99,def_int_td,0,,,,,
player,201511080nwe,was,GoldDa99,def_int_long,0,,,,,
player,201511080nwe,was,GoldDa99,pass_defended,0,,,,,
player,201511080nwe,was,GoldDa99,sacks,0.0,,,,,
player,201511080nwe,was,GoldDa99,tackles_combined,10,,,,,
player,201511080nwe,was,GoldDa99,tackles_solo,6,,,,,
player,201511080nwe,was,GoldDa99,tackles_assists,4,,,,,
player,201511080nwe,was,GoldDa99,tackles_loss,0,,,,,
player,201511080nwe,was,GoldDa99,qb_hits,0,,,,,
player,201511080nwe,was,GoldDa99,fumbles_rec,0,,,,,
player,201511080nwe,was,GoldDa99,fumbles_rec_yds,0,,,,,
player,201511080nwe,was,GoldDa99,fumbles_rec_td,0,,,,,
player,201511080nwe,was,GoldDa99,fumbles_forced,0,,,,,
player,201511080nwe,was,BlacWi20,def_int,0,,,,,
player,201511080nwe,was,BlacWi20,def_int_yds,0,,,,,
player,201511080nwe,was,BlacWi20,def_int_td,0,,,,,
player,201511080nwe,was,BlacWi20,def_int_long,0,,,,,
player,201511080nwe,was,BlacWi20,pass_defended,1,,,,,
player,201511080nwe,was,BlacWi20,sacks,0.0,,,,,
player,201511080nwe,was,BlacWi20,tackles_combined,8,,,,,
player,201511080nwe,was,BlacWi20,tackles_solo,3,,,,,
player,201511080nwe,was,BlacWi20,tackles_assists,5,,,,,
player,201511080nwe,was,BlacWi20,tackles_loss,0,,,,,
player,201511080nwe,was,BlacWi20,qb_hits,0,,,,,
player,201511080nwe,was,BlacWi20,fumbles_rec,1,,,,,
player,201511080nwe,was,BlacWi20,fumbles_rec_yds,0,,,,,
player,201511080nwe,was,BlacWi20,fumbles_rec_td,0,,,,,
player,201511080nwe,was,BlacWi20,fumbles_forced,1,,,,,
player,201511080nwe,was,BakeCh99,def_int,0,,,,,
player,201511080nwe,was,BakeCh99,def_int_yds,0,,,,,
player,201511080nwe,was,BakeCh99,def_int_td,0,,,,,
player,201511080nwe,was,BakeCh99,def_int_long,0,,,,,
player,201511080nwe,was,BakeCh99,pass_defended,0,,,,,
player,201511080nwe,was,BakeCh99,sacks,0.0,,,,,
player,201511080nwe,was,BakeCh99,tackles_combined,7,,,,,
player,201511080nwe,was,BakeCh99,tackles_solo,5,,,,,
player,201511080nwe,was,BakeCh99,tackles_assists,2,,,,,
player,201511080nwe,was,BakeCh99,tackles_loss,0,,,,,
player,201511080nwe,was,BakeCh99,qb_hits,0,,,,,
player,201511080nwe,was,BakeCh99,fumbles_rec,0,,,,,
player,201511080nwe,was,BakeCh99,fumbles_rec_yds,0,,,,,
player,201511080nwe,was,BakeCh99,fumbles_rec_td,0,,,,,
player,201511080nwe,was,BakeCh99,fumbles_forced,0,,,,,
player,201511080nwe,was,JarrKy00,def_int,0,,,,,
player,201511080nwe,was,JarrKy00,def_int_yds,0,,,,,
player,201511080nwe,was,JarrKy00,def_int_td,0,,,,,
player,201511080nwe,was,JarrKy00,def_int_long,0,,,,,
player,201511080nwe,was,JarrKy00,pass_defended,0,,,,,
player,201511080nwe,was,JarrKy00,sacks,0.0,,,,,
player,201511080nwe,was,JarrKy00,tackles_combined,7,,,,,
player,201511080nwe,was,JarrKy00,tackles_solo,4,,,,,
player,201511080nwe,was,JarrKy00,tackles_assists,3,,,,,
player,201511080nwe,was,JarrKy00,tackles_loss,0,,,,,
player,201511080nwe,was,JarrKy00,qb_hits,0,,,,,
player,201511080nwe,was,JarrKy00,fumbles_rec,0,,,,,
player,201511080nwe,was,JarrKy00,fumbles_rec_yds,0,,,,,
player,201511080nwe,was,JarrKy00,fumbles_rec_td,0,,,,,
player,201511080nwe,was,JarrKy00,fumbles_forced,0,,,,,
player,201511080nwe,was,JohnJe02,def_int,0,,,,,
player,201511080nwe,was,JohnJe02,def_int_yds,0,,,,,
player,201511080nwe,was,JohnJe02,def_int_td,0,,,,,
player,201511080nwe,was,JohnJe02,def_int_long,0,,,,,
player,201511080nwe,was,JohnJe02,pass_defended,0,,,,,
player,201511080nwe,was,JohnJe02,sacks,0.0,,,,,
player,201511080nwe,was,JohnJe02,tackles_combined,6,,,,,
player,201511080nwe,was,JohnJe02,tackles_solo,5,,,,,
player,201511080nwe,was,JohnJe02,tackles_assists,1,,,,,
player,201511080nwe,was,JohnJe02,tackles_loss,0,,,,,
player,201511080nwe,was,JohnJe02,qb_hits,0,,,,,
player,201511080nwe,was,JohnJe02,fumbles_rec,0,,,,,
player,201511080nwe,was,JohnJe02,fumbles_rec_yds,0,,,,,
player,201511080nwe,was,JohnJe02,fumbles_rec_td,0,,,,,
player,201511080nwe,was,JohnJe02,fumbles_forced,0,,,,,
player,201511080nwe,was,RobiTr02,def_int,0,,,,,
player,201511080nwe,was,RobiTr02,def_int_yds,0,,,,,
player,201511080nwe,was,RobiTr02,def_int_td,0,,,,,
player,201511080nwe,was,RobiTr02,def_int_long,0,,,,,
player,201511080nwe,was,RobiTr02,pass_defended,0,,,,,
player,201511080nwe,was,RobiTr02,sacks,0.0,,,,,
player,201511080nwe,was,RobiTr02,tackles_combined,4,,,,,
player,201511080nwe,was,RobiTr02,tackles_solo,4,,,,,
player,201511080nwe,was,RobiTr02,tackles_assists,0,,,,,
player,201511080nwe,was,RobiTr02,tackles_loss,0,,,,,
player,201511080nwe,was,RobiTr02,qb_hits,0,,,,,
player,201511080nwe,was,RobiTr02,fumbles_rec,0,,,,,
player,201511080nwe,was,RobiTr02,fumbles_rec_yds,0,,,,,
player,201511080nwe,was,RobiTr02,fumbles_rec_td,0,,,,,
player,201511080nwe,was,RobiTr02,fumbles_forced,0,,,,,
player,201511080nwe,was,JeanRi99,def_int,0,,,,,
player,201511080nwe,was,JeanRi99,def_int_yds,0,,,,,
player,201511080nwe,was,JeanRi99,def_int_td,0,,,,,
player,201511080nwe,was,JeanRi99,def_int_long,0,,,,,
player,201511080nwe,was,JeanRi99,pass_defended,0,,,,,
player,201511080nwe,was,JeanRi99,sacks,0.0,,,,,
player,201511080nwe,was,JeanRi99,tackles_combined,3,,,,,
player,201511080nwe,was,JeanRi99,tackles_solo,1,,,,,
player,201511080nwe,was,JeanRi99,tackles_assists,2,,,,,
player,201511080nwe,was,JeanRi99,tackles_loss,0,,,,,
player,201511080nwe,was,JeanRi99,qb_hits,0,,,,,
player,201511080nwe,was,JeanRi99,fumbles_rec,0,,,,,
player,201511080nwe,was,JeanRi99,fumbles_rec_yds,0,,,,,
player,201511080nwe,was,JeanRi99,fumbles_rec_td,0,,,,,
player,201511080nwe,was,JeanRi99,fumbles_forced,0,,,,,
player,201511080nwe,was,MurpTr00,def_int,0,,,,,
player,201511080nwe,was,MurpTr00,def_int_yds,0,,,,,
player,201511080nwe,was,MurpTr00,def_int_td,0,,,,,
player,201511080nwe,was,MurpTr00,def_int_long,0,,,,,
player,201511080nwe,was,MurpTr00,pass_defended,0,,,,,
player,201511080nwe,was,MurpTr00,sacks,0.0,,,,,
player,201511080nwe,was,MurpTr00,tackles_combined,3,,,,,
player,201511080nwe,was,MurpTr00,tackles_solo,0,,,,,
player,201511080nwe,was,MurpTr00,tackles_assists,3,,,,,
player,201511080nwe,was,MurpTr00,tackles_loss,0,,,,,
player,201511080nwe,was,MurpTr00,qb_hits,0,,,,,
player,201511080nwe,was,MurpTr00,fumbles_rec,0,,,,,
player,201511080nwe,was,MurpTr00,fumbles_rec_yds,0,,,,,
player,201511080nwe,was,MurpTr00,fumbles_rec_td,0,,,,,
player,201511080nwe,was,MurpTr00,fumbles_forced,0,,,,,
player,201511080nwe,was,PaeaSt00,def_int,0,,,,,
player,201511080nwe,was,PaeaSt00,def_int_yds,0,,,,,
player,201511080nwe,was,PaeaSt00,def_int_td,0,,,,,
player,201511080nwe,was,PaeaSt00,def_int_long,0,,,,,
player,201511080nwe,was,PaeaSt00,pass_defended,0,,,,,
player,201511080nwe,was,PaeaSt00,sacks,0.0,,,,,
player,201511080nwe,was,PaeaSt00,tackles_combined,3,,,,,
player,201511080nwe,was,PaeaSt00,tackles_solo,2,,,,,
player,201511080nwe,was,PaeaSt00,tackles_assists,1,,,,,
player,201511080nwe,was,PaeaSt00,tackles_loss,1,,,,,
player,201511080nwe,was,PaeaSt00,qb_hits,0,,,,,
player,201511080nwe,was,PaeaSt00,fumbles_rec,0,,,,,
player,201511080nwe,was,PaeaSt00,fumbles_rec_yds,0,,,,,
player,201511080nwe,was,PaeaSt00,fumbles_rec_td,0,,,,,
player,201511080nwe,was,PaeaSt00,fumbles_forced,1,,,,,
player,201511080nwe,was,BateHo00,def_int,0,,,,,
player,201511080nwe,was,BateHo00,def_int_yds,0,,,,,
player,201511080nwe,was,BateHo00,def_int_td,0,,,,,
player,201511080nwe,was,BateHo00,def_int_long,0,,,,,
player,201511080nwe,was,BateHo00,pass_defended,0,,,,,
player,201511080nwe,was,BateHo00,sacks,0.0,,,,,
player,201511080nwe,was,BateHo00,tackles_combined,2,,,,,
player,201511080nwe,was,BateHo00,tackles_solo,2,,,,,
player,201511080nwe,was,BateHo00,tackles_assists,0,,,,,
player,201511080nwe,was,BateHo00,tackles_loss,0,,,,,
player,201511080nwe,was,BateHo00,qb_hits,0,,,,,
player,201511080nwe,was,BateHo00,fumbles_rec,0,,,,,
player,201511080nwe,was,BateHo00,fumbles_rec_yds,0,,,,,
player,201511080nwe,was,BateHo00,fumbles_rec_td,0,,,,,
player,201511080nwe,was,BateHo00,fumbles_forced,0,,,,,
player,201511080nwe,was,CullCh00,def_int,0,,,,,
player,201511080nwe,was,CullCh00,def_int_yds,0,,,,,
player,201511080nwe,was,CullCh00,def_int_td,0,,,,,
player,201511080nwe,was,CullCh00,def_int_long,0,,,,,
player,201511080nwe,was,CullCh00,pass_defended,0,,,,,
player,201511080nwe,was,CullCh00,sacks,0.0,,,,,
player,201511080nwe,was,CullCh00,tackles_combined,2,,,,,
player,201511080nwe,was,CullCh00,tackles_solo,2,,,,,
player,201511080nwe,was,CullCh00,tackles_assists,0,,,,,
player,201511080nwe,was,CullCh00,tackles_loss,0,,,,,
player,201511080nwe,was,CullCh00,qb_hits,0,,,,,
player,201511080nwe,was,CullCh00,fumbles_rec,0,,,,,
player,201511080nwe,was,CullCh00,fumbles_rec_yds,0,,,,,
player,201511080nwe,was,CullCh00,fumbles_rec_td,0,,,,,
player,201511080nwe,was,CullCh00,fumbles_forced,0,,,,,
player,201511080nwe,was,GolsKe20,def_int,0,,,,,
player,201511080nwe,was,GolsKe20,def_int_yds,0,,,,,
player,201511080nwe,was,GolsKe20,def_int_td,0,,,,,
player,201511080nwe,was,GolsKe20,def_int_long,0,,,,,
player,201511080nwe,was,GolsKe20,pass_defended,0,,,,,
player,201511080nwe,was,GolsKe20,sacks,0.0,,,,,
player,201511080nwe,was,GolsKe20,tackles_combined,2,,,,,
player,201511080nwe,was,GolsKe20,tackles_solo,0,,,,,
player,201511080nwe,was,GolsKe20,tackles_assists,2,,,,,
player,201511080nwe,was,GolsKe20,tackles_loss,0,,,,,
player,201511080nwe,was,GolsKe20,qb_hits,0,,,,,
player,201511080nwe,was,GolsKe20,fumbles_rec,0,,,,,
player,201511080nwe,was,GolsKe20,fumbles_rec_yds,0,,,,,
player,201511080nwe,was,GolsKe20,fumbles_rec_td,0,,,,,
player,201511080nwe,was,GolsKe20,fumbles_forced,0,,,,,
player,201511080nwe,was,KerrRy00,def_int,0,,,,,
player,201511080nwe,was,KerrRy00,def_int_yds,0,,,,,
player,201511080nwe,was,KerrRy00,def_int_td,0,,,,,
player,201511080nwe,was,KerrRy00,def_int_long,0,,,,,
player,201511080nwe,was,KerrRy00,pass_defended,0,,,,,
player,201511080nwe,was,KerrRy00,sacks,0.0,,,,,
player,201511080nwe,was,KerrRy00,tackles_combined,2,,,,,
player,201511080nwe,was,KerrRy00,tackles_solo,1,,,,,
player,201511080nwe,was,KerrRy00,tackles_assists,1,,,,,
player,201511080nwe,was,KerrRy00,tackles_loss,1,,,,,
player,201511080nwe,was,KerrRy00,qb_hits,0,,,,,
player,201511080nwe,was,KerrRy00,fumbles_rec,0,,,,,
player,201511080nwe,was,KerrRy00,fumbles_rec_yds,0,,,,,
player,201511080nwe,was,KerrRy00,fumbles_rec_td,0,,,,,
player,201511080nwe,was,KerrRy00,fumbles_forced,0,,,,,
player,201511080nwe,was,BreeBa00,def_int,0,,,,,
player,201511080nwe,was,BreeBa00,def_int_yds,0,,,,,
player,201511080nwe,was,BreeBa00,def_int_td,0,,,,,
player,201511080nwe,was,BreeBa00,def_int_long,0,,,,,
player,201511080nwe,was,BreeBa00,pass_defended,0,,,,,
player,201511080nwe,was,BreeBa00,sacks,0.0,,,,,
player,201511080nwe,was,BreeBa00,tackles_combined,1,,,,,
player,201511080nwe,was,BreeBa00,tackles_solo,0,,,,,
player,201511080nwe,was,BreeBa00,tackles_assists,1,,,,,
player,201511080nwe,was,BreeBa00,tackles_loss,0,,,,,
player,201511080nwe,was,BreeBa00,qb_hits,0,,,,,
player,201511080nwe,was,BreeBa00,fumbles_rec,0,,,,,
player,201511080nwe,was,BreeBa00,fumbles_rec_yds,0,,,,,
player,201511080nwe,was,BreeBa00,fumbles_rec_td,0,,,,,
player,201511080nwe,was,BreeBa00,fumbles_forced,0,,,,,
player,201511080nwe,was,SmitPr00,def_int,0,,,,,
player,201511080nwe,was,SmitPr00,def_int_yds,0,,,,,
player,201511080nwe,was,SmitPr00,def_int_td,0,,,,,
player,201511080nwe,was,SmitPr00,def_int_long,0,,,,,
player,201511080nwe,was,SmitPr00,pass_defended,0,,,,,
player,201511080nwe,was,SmitPr00,sacks,0.0,,,,,
player,201511080nwe,was,SmitPr00,tackles_combined,1,,,,,
player,201511080nwe,was,SmitPr00,tackles_solo,1,,,,,
player,201511080nwe,was,SmitPr00,tackles_assists,0,,,,,
player,201511080nwe,was,SmitPr00,tackles_loss,0,,,,,
player,201511080nwe,was,SmitPr00,qb_hits,0,,,,,
player,201511080nwe,was,SmitPr00,fumbles_rec,0,,,,,
player,201511080nwe,was,SmitPr00,fumbles_rec_yds,0,,,,,
player,201511080nwe,was,SmitPr00,fumbles_rec_td,0,,,,,
player,201511080nwe,was,SmitPr00,fumbles_forced,0,,,,,
player,201511080nwe,was,HatcJa20,def_int,0,,,,,
player,201511080nwe,was,HatcJa20,def_int_yds,0,,,,,
player,201511080nwe,was,HatcJa20,def_int_td,0,,,,,
player,201511080nwe,was,HatcJa20,def_int_long,0,,,,,
player,201511080nwe,was,HatcJa20,pass_defended,0,,,,,
player,201511080nwe,was,HatcJa20,sacks,0.0,,,,,
player,201511080nwe,was,HatcJa20,tackles_combined,0,,,,,
player,201511080nwe,was,HatcJa20,tackles_solo,0,,,,,
player,201511080nwe,was,HatcJa20,tackles_assists,0,,,,,
player,201511080nwe,was,HatcJa20,tackles_loss,0,,,,,
player,201511080nwe,was,HatcJa20,qb_hits,1,,,,,
player,201511080nwe,was,HatcJa20,fumbles_rec,0,,,,,
player,201511080nwe,was,HatcJa20,fumbles_rec_yds,0,,,,,
player,201511080nwe,was,HatcJa20,fumbles_rec_td,0,,,,,
player,201511080nwe,was,HatcJa20,fumbles_forced,0,,,,,
player,201511080nwe,nwe,RyanLo00,def_int,1,,,,,
player,201511080nwe,nwe,RyanLo00,def_int_yds,13,,,,,
player,201511080nwe,nwe,RyanLo00,def_int_td,0,,,,,
player,201511080nwe,nwe,RyanLo00,def_int_long,13,,,,,
player,201511080nwe,nwe,RyanLo00,pass_defended,2,,,,,
player,201511080nwe,nwe,RyanLo00,sacks,0.0,,,,,
player,201511080nwe,nwe,RyanLo00,tackles_combined,6,,,,,
player,201511080nwe,nwe,RyanLo00,tackles_solo,6,,,,,
player,201511080nwe,nwe,RyanLo00,tackles_assists,0,,,,,
player,201511080nwe,nwe,RyanLo00,tackles_loss,0,,,,,
player,201511080nwe,nwe,RyanLo00,qb_hits,0,,,,,
player,201511080nwe,nwe,RyanLo00,fumbles_rec,0,,,,,
player,201511080nwe,nwe,RyanLo00,fumbles_rec_yds,0,,,,,
player,201511080nwe,nwe,RyanLo00,fumbles_rec_td,0,,,,,
player,201511080nwe,nwe,RyanLo00,fumbles_forced,0,,,,,
player,201511080nwe,nwe,JoneCh03,def_int,0,,,,,
player,201511080nwe,nwe,JoneCh03,def_int_yds,0,,,,,
player,201511080nwe,nwe,JoneCh03,def_int_td,0,,,,,
player,201511080nwe,nwe,JoneCh03,def_int_long,0,,,,,
player,201511080nwe,nwe,JoneCh03,pass_defended,0,,,,,
player,201511080nwe,nwe,JoneCh03,sacks,1.0,,,,,
player,201511080nwe,nwe,JoneCh03,tackles_combined,4,,,,,
player,201511080nwe,nwe,JoneCh03,tackles_solo,3,,,,,
player,201511080nwe,nwe,JoneCh03,tackles_assists,1,,,,,
player,201511080nwe,nwe,JoneCh03,tackles_loss,1,,,,,
player,201511080nwe,nwe,JoneCh03,qb_hits,1,,,,,
player,201511080nwe,nwe,JoneCh03,fumbles_rec,0,,,,,
player,201511080nwe,nwe,JoneCh03,fumbles_rec_yds,0,,,,,
player,201511080nwe,nwe,JoneCh03,fumbles_rec_td,0,,,,,
player,201511080nwe,nwe,JoneCh03,fumbles_forced,0,,,,,
player,201511080nwe,nwe,ButlMa01,def_int,0,,,,,
player,201511080nwe,nwe,ButlMa01,def_int_yds,0,,,,,
player,201511080nwe,nwe,ButlMa01,def_int_td,0,,,,,
player,201511080nwe,nwe,ButlMa01,def_int_long,0,,,,,
player,201511080nwe,nwe,ButlMa01,pass_defended,1,,,,,
player,201511080nwe,nwe,ButlMa01,sacks,0.0,,,,,
player,201511080nwe,nwe,ButlMa01,tackles_combined,5,,,,,
player,201511080nwe,nwe,ButlMa01,tackles_solo,4,,,,,
player,201511080nwe,nwe,ButlMa01,tackles_assists,1,,,,,
player,201511080nwe,nwe,ButlMa01,tackles_loss,0,,,,,
player,201511080nwe,nwe,ButlMa01,qb_hits,0,,,,,
player,201511080nwe,nwe,ButlMa01,fumbles_rec,0,,,,,
player,201511080nwe,nwe,ButlMa01,fumbles_rec_yds,0,,,,,
player,201511080nwe,nwe,ButlMa01,fumbles_rec_td,0,,,,,
player,201511080nwe,nwe,ButlMa01,fumbles_forced,0,,,,,
player,201511080nwe,nwe,FreeJo01,def_int,0,,,,,
player,201511080nwe,nwe,FreeJo01,def_int_yds,0,,,,,
player,201511080nwe,nwe,FreeJo01,def_int_td,0,,,,,
player,201511080nwe,nwe,FreeJo01,def_int_long,0,,,,,
player,201511080nwe,nwe,FreeJo01,pass_defended,0,,,,,
player,201511080nwe,nwe,FreeJo01,sacks,0.0,,,,,
player,201511080nwe,nwe,FreeJo01,tackles_combined,4,,,,,
player,201511080nwe,nwe,FreeJo01,tackles_solo,2,,,,,
player,201511080nwe,nwe,FreeJo01,tackles_assists,2,,,,,
player,201511080nwe,nwe,FreeJo01,tackles_loss,0,,,,,
player,201511080nwe,nwe,FreeJo01,qb_hits,0,,,,,
player,201511080nwe,nwe,FreeJo01,fumbles_rec,0,,,,,
player,201511080nwe,nwe,FreeJo01,fumbles_rec_yds,0,,,,,
player,201511080nwe,nwe,FreeJo01,fumbles_rec_td,0,,,,,
player,201511080nwe,nwe,FreeJo01,fumbles_forced,1,,,,,
player,201511080nwe,nwe,McCoDe99,def_int,0,,,,,
player,201511080nwe,nwe,McCoDe99,def_int_yds,0,,,,,
player,201511080nwe,nwe,McCoDe99,def_int_td,0,,,,,
player,201511080nwe,nwe,McCoDe99,def_int_long,0,,,,,
player,201511080nwe,nwe,McCoDe99,pass_defended,0,,,,,
player,201511080nwe,nwe,McCoDe99,sacks,0.0,,,,,
player,201511080nwe,nwe,McCoDe99,tackles_combined,4,,,,,
player,201511080nwe,nwe,McCoDe99,tackles_solo,3,,,,,
player,201511080nwe,nwe,McCoDe99,tackles_assists,1,,,,,
player,201511080nwe,nwe,McCoDe99,tackles_loss,0,,,,,
player,201511080nwe,nwe,McCoDe99,qb_hits,0,,,,,
player,201511080nwe,nwe,McCoDe99,fumbles_rec,0,,,,,
player,201511080nwe,nwe,McCoDe99,fumbles_rec_yds,0,,,,,
player,201511080nwe,nwe,McCoDe99,fumbles_rec_td,0,,,,,
player,201511080nwe,nwe,McCoDe99,fumbles_forced,0,,,,,
player,201511080nwe,nwe,NinkRo20,def_int,0,,,,,
player,201511080nwe,nwe,NinkRo20,def_int_yds,0,,,,,
player,201511080nwe,nwe,NinkRo20,def_int_td,0,,,,,
player,201511080nwe,nwe,NinkRo20,def_int_long,0,,,,,
player,201511080nwe,nwe,NinkRo20,pass_defended,0,,,,,
player,201511080nwe,nwe,NinkRo20,sacks,0.0,,,,,
player,201511080nwe,nwe,NinkRo20,tackles_combined,4,,,,,
player,201511080nwe,nwe,NinkRo20,tackles_solo,2,,,,,
player,201511080nwe,nwe,NinkRo20,tackles_assists,2,,,,,
player,201511080nwe,nwe,NinkRo20,tackles_loss,1,,,,,
player,201511080nwe,nwe,NinkRo20,qb_hits,2,,,,,
player,201511080nwe,nwe,NinkRo20,fumbles_rec,1,,,,,
player,201511080nwe,nwe,NinkRo20,fumbles_rec_yds,0,,,,,
player,201511080nwe,nwe,NinkRo20,fumbles_rec_td,0,,,,,
player,201511080nwe,nwe,NinkRo20,fumbles_forced,0,,,,,
player,201511080nwe,nwe,ChunPa99,def_int,0,,,,,
player,201511080nwe,nwe,ChunPa99,def_int_yds,0,,,,,
player,201511080nwe,nwe,ChunPa99,def_int_td,0,,,,,
player,201511080nwe,nwe,ChunPa99,def_int_long,0,,,,,
player,201511080nwe,nwe,ChunPa99,pass_defended,1,,,,,
player,201511080nwe,nwe,ChunPa99,sacks,0.0,,,,,
player,201511080nwe,nwe,ChunPa99,tackles_combined,3,,,,,
player,201511080nwe,nwe,ChunPa99,tackles_solo,1,,,,,
player,201511080nwe,nwe,ChunPa99,tackles_assists,2,,,,,
player,201511080nwe,nwe,ChunPa99,tackles_loss,0,,,,,
player,201511080nwe,nwe,ChunPa99,qb_hits,0,,,,,
player,201511080nwe,nwe,ChunPa99,fumbles_rec,0,,,,,
player,201511080nwe,nwe,ChunPa99,fumbles_rec_yds,0,,,,,
player,201511080nwe,nwe,ChunPa99,fumbles_rec_td,0,,,,,
player,201511080nwe,nwe,ChunPa99,fumbles_forced,0,,,,,
player,201511080nwe,nwe,ColeJu01,def_int,0,,,,,
player,201511080nwe,nwe,ColeJu01,def_int_yds,0,,,,,
player,201511080nwe,nwe,ColeJu01,def_int_td,0,,,,,
player,201511080nwe,nwe,ColeJu01,def_int_long,0,,,,,
player,201511080nwe,nwe,ColeJu01,pass_defended,2,,,,,
player,201511080nwe,nwe,ColeJu01,sacks,0.0,,,,,
player,201511080nwe,nwe,ColeJu01,tackles_combined,3,,,,,
player,201511080nwe,nwe,ColeJu01,tackles_solo,2,,,,,
player,201511080nwe,nwe,ColeJu01,tackles_assists,1,,,,,
player,201511080nwe,nwe,ColeJu01,tackles_loss,0,,,,,
player,201511080nwe,nwe,ColeJu01,qb_hits,0,,,,,
player,201511080nwe,nwe,ColeJu01,fumbles_rec,0,,,,,
player,201511080nwe,nwe,ColeJu01,fumbles_rec_yds,0,,,,,
player,201511080nwe,nwe,ColeJu01,fumbles_rec_td,0,,,,,
player,201511080nwe,nwe,ColeJu01,fumbles_forced,0,,,,,
player,201511080nwe,nwe,SiliSe00,def_int,0,,,,,
player,201511080nwe,nwe,SiliSe00,def_int_yds,0,,,,,
player,201511080nwe,nwe,SiliSe00,def_int_td,0,,,,,
player,201511080nwe,nwe,SiliSe00,def_int_long,0,,,,,
player,201511080nwe,nwe,SiliSe00,pass_defended,0,,,,,
player,201511080nwe,nwe,SiliSe00,sacks,0.0,,,,,
player,201511080nwe,nwe,SiliSe00,tackles_combined,3,,,,,
player,201511080nwe,nwe,SiliSe00,tackles_solo,2,,,,,
player,201511080nwe,nwe,SiliSe00,tackles_assists,1,,,,,
player,201511080nwe,nwe,SiliSe00,tackles_loss,0,,,,,
player,201511080nwe,nwe,SiliSe00,qb_hits,0,,,,,
player,201511080nwe,nwe,SiliSe00,fumbles_rec,0,,,,,
player,201511080nwe,nwe,SiliSe00,fumbles_rec_yds,0,,,,,
player,201511080nwe,nwe,SiliSe00,fumbles_rec_td,0,,,,,
player,201511080nwe,nwe,SiliSe00,fumbles_forced,0,,,,,
player,201511080nwe,nwe,SlatMa00,def_int,0,,,,,
player,201511080nwe,nwe,SlatMa00,def_int_yds,0,,,,,
player,201511080nwe,nwe,SlatMa00,def_int_td,0,,,,,
player,201511080nwe,nwe,SlatMa00,def_int_long,0,,,,,
player,201511080nwe,nwe,SlatMa00,pass_defended,0,,,,,
player,201511080nwe,nwe,SlatMa00,sacks,0.0,,,,,
player,201511080nwe,nwe,SlatMa00,tackles_combined,3,,,,,
player,201511080nwe,nwe,SlatMa00,tackles_solo,1,,,,,
player,201511080nwe,nwe,SlatMa00,tackles_assists,2,,,,,
player,201511080nwe,nwe,SlatMa00,tackles_loss,0,,,,,
player,201511080nwe,nwe,SlatMa00,qb_hits,0,,,,,
player,201511080nwe,nwe,SlatMa00,fumbles_rec,0,,,,,
player,201511080nwe,nwe,SlatMa00,fumbles_rec_yds,0,,,,,
player,201511080nwe,nwe,SlatMa00,fumbles_rec_td,0,,,,,
player,201511080nwe,nwe,SlatMa00,fumbles_forced,0,,,,,
player,201511080nwe,nwe,BranAl99,def_int,0,,,,,
player,201511080nwe,nwe,BranAl99,def_int_yds,0,,,,,
player,201511080nwe,nwe,BranAl99,def_int_td,0,,,,,
player,201511080nwe,nwe,BranAl99,def_int_long,0,,,,,
player,201511080nwe,nwe,BranAl99,pass_defended,0,,,,,
player,201511080nwe,nwe,BranAl99,sacks,0.0,,,,,
player,201511080nwe,nwe,BranAl99,tackles_combined,2,,,,,
player,201511080nwe,nwe,BranAl99,tackles_solo,1,,,,,
player,201511080nwe,nwe,BranAl99,tackles_assists,1,,,,,
player,201511080nwe,nwe,BranAl99,tackles_loss,0,,,,,
player,201511080nwe,nwe,BranAl99,qb_hits,0,,,,,
player,201511080nwe,nwe,BranAl99,fumbles_rec,0,,,,,
player,201511080nwe,nwe,BranAl99,fumbles_rec_yds,0,,,,,
player,201511080nwe,nwe,BranAl99,fumbles_rec_td,0,,,,,
player,201511080nwe,nwe,BranAl99,fumbles_forced,1,,,,,
player,201511080nwe,nwe,BrowMa01,def_int,0,,,,,
player,201511080nwe,nwe,BrowMa01,def_int_yds,0,,,,,
player,201511080nwe,nwe,BrowMa01,def_int_td,0,,,,,
player,201511080nwe,nwe,BrowMa01,def_int_long,0,,,,,
player,201511080nwe,nwe,BrowMa01,pass_defended,0,,,,,
player,201511080nwe,nwe,BrowMa01,sacks,0.0,,,,,
player,201511080nwe,nwe,BrowMa01,tackles_combined,2,,,,,
player,201511080nwe,nwe,BrowMa01,tackles_solo,1,,,,,
