game,2015,10,20151115,201511150was,nor,"New Orleans Saints",14,was,"Washington Redskins",47
player,201511150was,was,BakeCh99,fumbles_rec,0,,,,,
player,201511150was,was,BakeCh99,fumbles_rec_yds,0,,,,,
player,201511150was,was,BakeCh99,fumbles_rec_td,0,,,,,
player,201511150was,was,BakeCh99,fumbles_forced,0,,,,,
player,201511150was,was,BreeBa00,def_int,0,,,,,
player,201511150was,was,BreeBa00,def_int_yds,0,,,,,
player,201511150was,was,BreeBa00,def_int_td,0,,,,,
player,201511150was,was,BreeBa00,def_int_long,0,,,,,
player,201511150was,was,BreeBa00,pass_defended,0,,,,,
player,201511150was,was,BreeBa00,sacks,0.0,,,,,
player,201511150was,was,BreeBa00,tackles_combined,9,,,,,
player,201511150was,was,BreeBa00,tackles_solo,6,,,,,
player,201511150was,was,BreeBa00,tackles_assists,3,,,,,
player,201511150was,was,BreeBa00,tackles_loss,1,,,,,
player,201511150was,was,BreeBa00,qb_hits,0,,,,,
player,201511150was,was,BreeBa00,fumbles_rec,0,,,,,
player,201511150was,was,BreeBa00,fumbles_rec_yds,0,,,,,
player,201511150was,was,BreeBa00,fumbles_rec_td,0,,,,,
player,201511150was,was,BreeBa00,fumbles_forced,1,,,,,
player,201511150was,was,CompWi00,def_int,0,,,,,
player,201511150was,was,CompWi00,def_int_yds,0,,,,,
player,201511150was,was,CompWi00,def_int_td,0,,,,,
player,201511150was,was,CompWi00,def_int_long,0,,,,,
player,201511150was,was,CompWi00,pass_defended,1,,,,,
player,201511150was,was,CompWi00,sacks,0.0,,,,,
player,201511150was,was,CompWi00,tackles_combined,8,,,,,
player,201511150was,was,CompWi00,tackles_solo,2,,,,,
player,201511150was,was,CompWi00,tackles_assists,6,,,,,
player,201511150was,was,CompWi00,tackles_loss,0,,,,,
player,201511150was,was,CompWi00,qb_hits,0,,,,,
player,201511150was,was,CompWi00,fumbles_rec,0,,,,,
player,201511150was,was,CompWi00,fumbles_rec_yds,0,,,,,
player,201511150was,was,CompWi00,fumbles_rec_td,0,,,,,
player,201511150was,was,CompWi00,fumbles_forced,0,,,,,
player,201511150was,was,EverDe01,def_int,0,,,,,
player,201511150was,was,EverDe01,def_int_yds,0,,,,,
player,201511150was,was,EverDe01,def_int_td,0,,,,,
player,201511150was,was,EverDe01,def_int_long,0,,,,,
player,201511150was,was,EverDe01,pass_defended,0,,,,,
player,201511150was,was,EverDe01,sacks,0.0,,,,,
player,201511150was,was,EverDe01,tackles_combined,5,,,,,
player,201511150was,was,EverDe01,tackles_solo,4,,,,,
player,201511150was,was,EverDe01,tackles_assists,1,,,,,
player,201511150was,was,EverDe01,tackles_loss,0,,,,,
player,201511150was,was,EverDe01,qb_hits,0,,,,,
player,201511150was,was,EverDe01,fumbles_rec,0,,,,,
player,201511150was,was,EverDe01,fumbles_rec_yds,0,,,,,
player,201511150was,was,EverDe01,fumbles_rec_td,0,,,,,
player,201511150was,was,EverDe01,fumbles_forced,0,,,,,
player,201511150was,was,CullCh00,def_int,0,,,,,
player,201511150was,was,CullCh00,def_int_yds,0,,,,,
player,201511150was,was,CullCh00,def_int_td,0,,,,,
player,201511150was,was,CullCh00,def_int_long,0,,,,,
player,201511150was,was,CullCh00,pass_defended,0,,,,,
player,201511150was,was,CullCh00,sacks,0.0,,,,,
player,201511150was,was,CullCh00,tackles_combined,3,,,,,
player,201511150was,was,CullCh00,tackles_solo,1,,,,,
player,201511150was,was,CullCh00,tackles_assists,2,,,,,
player,201511150was,was,CullCh00,tackles_loss,0,,,,,
player,201511150was,was,CullCh00,qb_hits,0,,,,,
player,201511150was,was,CullCh00,fumbles_rec,0,,,,,
player,201511150was,was,CullCh00,fumbles_rec_yds,0,,,,,
player,201511150was,was,CullCh00,fumbles_rec_td,0,,,,,
player,201511150was,was,CullCh00,fumbles_forced,0,,,,,
player,201511150was,was,JarrKy00,def_int,0,,,,,
player,201511150was,was,JarrKy00,def_int_yds,0,,,,,
player,201511150was,was,JarrKy00,def_int_td,0,,,,,
player,201511150was,was,JarrKy00,def_int_long,0,,,,,
player,201511150was,was,JarrKy00,pass_defended,0,,,,,
player,201511150was,was,JarrKy00,sacks,0.0,,,,,
player,201511150was,was,JarrKy00,tackles_combined,3,,,,,
player,201511150was,was,JarrKy00,tackles_solo,3,,,,,
player,201511150was,was,JarrKy00,tackles_assists,0,,,,,
player,201511150was,was,JarrKy00,tackles_loss,0,,,,,
player,201511150was,was,JarrKy00,qb_hits,0,,,,,
player,201511150was,was,JarrKy00,fumbles_rec,0,,,,,
player,201511150was,was,JarrKy00,fumbles_rec_yds,0,,,,,
player,201511150was,was,JarrKy00,fumbles_rec_td,0,,,,,
player,201511150was,was,JarrKy00,fumbles_forced,0,,,,,
player,201511150was,was,BlacWi20,def_int,0,,,,,
player,201511150was,was,BlacWi20,def_int_yds,0,,,,,
player,201511150was,was,BlacWi20,def_int_td,0,,,,,
player,201511150was,was,BlacWi20,def_int_long,0,,,,,
player,201511150was,was,BlacWi20,pass_defended,0,,,,,
player,201511150was,was,BlacWi20,sacks,0.0,,,,,
player,201511150was,was,BlacWi20,tackles_combined,2,,,,,
player,201511150was,was,BlacWi20,tackles_solo,1,,,,,
player,201511150was,was,BlacWi20,tackles_assists,1,,,,,
player,201511150was,was,BlacWi20,tackles_loss,0,,,,,
player,201511150was,was,BlacWi20,qb_hits,0,,,,,
player,201511150was,was,BlacWi20,fumbles_rec,0,,,,,
player,201511150was,was,BlacWi20,fumbles_rec_yds,0,,,,,
player,201511150was,was,BlacWi20,fumbles_rec_td,0,,,,,
player,201511150was,was,BlacWi20,fumbles_forced,0,,,,,
player,201511150was,was,GolsKe20,def_int,0,,,,,
player,201511150was,was,GolsKe20,def_int_yds,0,,,,,
player,201511150was,was,GolsKe20,def_int_td,0,,,,,
player,201511150was,was,GolsKe20,def_int_long,0,,,,,
player,201511150was,was,GolsKe20,pass_defended,0,,,,,
player,201511150was,was,GolsKe20,sacks,0.0,,,,,
player,201511150was,was,GolsKe20,tackles_combined,2,,,,,
player,201511150was,was,GolsKe20,tackles_solo,0,,,,,
player,201511150was,was,GolsKe20,tackles_assists,2,,,,,
player,201511150was,was,GolsKe20,tackles_loss,0,,,,,
player,201511150was,was,GolsKe20,qb_hits,0,,,,,
player,201511150was,was,GolsKe20,fumbles_rec,0,,,,,
player,201511150was,was,GolsKe20,fumbles_rec_yds,0,,,,,
player,201511150was,was,GolsKe20,fumbles_rec_td,0,,,,,
player,201511150was,was,GolsKe20,fumbles_forced,0,,,,,
player,201511150was,was,HallDe99,def_int,0,,,,,
player,201511150was,was,HallDe99,def_int_yds,0,,,,,
player,201511150was,was,HallDe99,def_int_td,0,,,,,
player,201511150was,was,HallDe99,def_int_long,0,,,,,
player,201511150was,was,HallDe99,pass_defended,0,,,,,
player,201511150was,was,HallDe99,sacks,0.0,,,,,
player,201511150was,was,HallDe99,tackles_combined,2,,,,,
player,201511150was,was,HallDe99,tackles_solo,0,,,,,
player,201511150was,was,HallDe99,tackles_assists,2,,,,,
player,201511150was,was,HallDe99,tackles_loss,0,,,,,
player,201511150was,was,HallDe99,qb_hits,0,,,,,
player,201511150was,was,HallDe99,fumbles_rec,0,,,,,
player,201511150was,was,HallDe99,fumbles_rec_yds,0,,,,,
player,201511150was,was,HallDe99,fumbles_rec_td,0,,,,,
player,201511150was,was,HallDe99,fumbles_forced,0,,,,,
player,201511150was,was,HatcJa20,def_int,0,,,,,
player,201511150was,was,HatcJa20,def_int_yds,0,,,,,
player,201511150was,was,HatcJa20,def_int_td,0,,,,,
player,201511150was,was,HatcJa20,def_int_long,0,,,,,
player,201511150was,was,HatcJa20,pass_defended,0,,,,,
player,201511150was,was,HatcJa20,sacks,0.0,,,,,
player,201511150was,was,HatcJa20,tackles_combined,2,,,,,
player,201511150was,was,HatcJa20,tackles_solo,1,,,,,
player,201511150was,was,HatcJa20,tackles_assists,1,,,,,
player,201511150was,was,HatcJa20,tackles_loss,0,,,,,
player,201511150was,was,HatcJa20,qb_hits,0,,,,,
player,201511150was,was,HatcJa20,fumbles_rec,0,,,,,
player,201511150was,was,HatcJa20,fumbles_rec_yds,0,,,,,
player,201511150was,was,HatcJa20,fumbles_rec_td,0,,,,,
player,201511150was,was,HatcJa20,fumbles_forced,0,,,,,
player,201511150was,was,JeanRi99,def_int,0,,,,,
player,201511150was,was,JeanRi99,def_int_yds,0,,,,,
player,201511150was,was,JeanRi99,def_int_td,0,,,,,
player,201511150was,was,JeanRi99,def_int_long,0,,,,,
player,201511150was,was,JeanRi99,pass_defended,0,,,,,
player,201511150was,was,JeanRi99,sacks,0.0,,,,,
player,201511150was,was,JeanRi99,tackles_combined,2,,,,,
player,201511150was,was,JeanRi99,tackles_solo,1,,,,,
player,201511150was,was,JeanRi99,tackles_assists,1,,,,,
player,201511150was,was,JeanRi99,tackles_loss,1,,,,,
player,201511150was,was,JeanRi99,qb_hits,1,,,,,
player,201511150was,was,JeanRi99,fumbles_rec,0,,,,,
player,201511150was,was,JeanRi99,fumbles_rec_yds,0,,,,,
player,201511150was,was,JeanRi99,fumbles_rec_td,0,,,,,
player,201511150was,was,JeanRi99,fumbles_forced,0,,,,,
player,201511150was,was,KerrRy00,def_int,0,,,,,
player,201511150was,was,KerrRy00,def_int_yds,0,,,,,
player,201511150was,was,KerrRy00,def_int_td,0,,,,,
player,201511150was,was,KerrRy00,def_int_long,0,,,,,
player,201511150was,was,KerrRy00,pass_defended,0,,,,,
player,201511150was,was,KerrRy00,sacks,0.0,,,,,
player,201511150was,was,KerrRy00,tackles_combined,2,,,,,
player,201511150was,was,KerrRy00,tackles_solo,1,,,,,
player,201511150was,was,KerrRy00,tackles_assists,1,,,,,
player,201511150was,was,KerrRy00,tackles_loss,0,,,,,
player,201511150was,was,KerrRy00,qb_hits,0,,,,,
player,201511150was,was,KerrRy00,fumbles_rec,0,,,,,
player,201511150was,was,KerrRy00,fumbles_rec_yds,0,,,,,
player,201511150was,was,KerrRy00,fumbles_rec_td,0,,,,,
player,201511150was,was,KerrRy00,fumbles_forced,0,,,,,
player,201511150was,was,BateHo00,def_int,0,,,,,
player,201511150was,was,BateHo00,def_int_yds,0,,,,,
player,201511150was,was,BateHo00,def_int_td,0,,,,,
player,201511150was,was,BateHo00,def_int_long,0,,,,,
player,201511150was,was,BateHo00,pass_defended,0,,,,,
player,201511150was,was,BateHo00,sacks,0.0,,,,,
player,201511150was,was,BateHo00,tackles_combined,1,,,,,
player,201511150was,was,BateHo00,tackles_solo,1,,,,,
player,201511150was,was,BateHo00,tackles_assists,0,,,,,
player,201511150was,was,BateHo00,tackles_loss,0,,,,,
player,201511150was,was,BateHo00,qb_hits,0,,,,,
player,201511150was,was,BateHo00,fumbles_rec,0,,,,,
player,201511150was,was,BateHo00,fumbles_rec_yds,0,,,,,
player,201511150was,was,BateHo00,fumbles_rec_td,0,,,,,
player,201511150was,was,BateHo00,fumbles_forced,0,,,,,
player,201511150was,was,FostMa00,def_int,0,,,,,
player,201511150was,was,FostMa00,def_int_yds,0,,,,,
player,201511150was,was,FostMa00,def_int_td,0,,,,,
player,201511150was,was,FostMa00,def_int_long,0,,,,,
player,201511150was,was,FostMa00,pass_defended,0,,,,,
player,201511150was,was,FostMa00,sacks,0.0,,,,,
player,201511150was,was,FostMa00,tackles_combined,1,,,,,
player,201511150was,was,FostMa00,tackles_solo,0,,,,,
player,201511150was,was,FostMa00,tackles_assists,1,,,,,
player,201511150was,was,FostMa00,tackles_loss,0,,,,,
player,201511150was,was,FostMa00,qb_hits,0,,,,,
player,201511150was,was,FostMa00,fumbles_rec,0,,,,,
player,201511150was,was,FostMa00,fumbles_rec_yds,0,,,,,
player,201511150was,was,FostMa00,fumbles_rec_td,0,,,,,
player,201511150was,was,FostMa00,fumbles_forced,0,,,,,
player,201511150was,was,HopkDu00,def_int,0,,,,,
player,201511150was,was,HopkDu00,def_int_yds,0,,,,,
player,201511150was,was,HopkDu00,def_int_td,0,,,,,
player,201511150was,was,HopkDu00,def_int_long,0,,,,,
player,201511150was,was,HopkDu00,pass_defended,0,,,,,
player,201511150was,was,HopkDu00,sacks,0.0,,,,,
player,201511150was,was,HopkDu00,tackles_combined,1,,,,,
player,201511150was,was,HopkDu00,tackles_solo,1,,,,,
player,201511150was,was,HopkDu00,tackles_assists,0,,,,,
player,201511150was,was,HopkDu00,tackles_loss,0,,,,,
player,201511150was,was,HopkDu00,qb_hits,0,,,,,
player,201511150was,was,HopkDu00,fumbles_rec,0,,,,,
player,201511150was,was,HopkDu00,fumbles_rec_yds,0,,,,,
player,201511150was,was,HopkDu00,fumbles_rec_td,0,,,,,
player,201511150was,was,HopkDu00,fumbles_forced,0,,,,,
player,201511150was,was,KnigTe99,def_int,0,,,,,
player,201511150was,was,KnigTe99,def_int_yds,0,,,,,
player,201511150was,was,KnigTe99,def_int_td,0,,,,,
player,201511150was,was,KnigTe99,def_int_long,0,,,,,
player,201511150was,was,KnigTe99,pass_defended,0,,,,,
player,201511150was,was,KnigTe99,sacks,0.0,,,,,
player,201511150was,was,KnigTe99,tackles_combined,1,,,,,
player,201511150was,was,KnigTe99,tackles_solo,1,,,,,
player,201511150was,was,KnigTe99,tackles_assists,0,,,,,
player,201511150was,was,KnigTe99,tackles_loss,1,,,,,
player,201511150was,was,KnigTe99,qb_hits,0,,,,,
player,201511150was,was,KnigTe99,fumbles_rec,0,,,,,
player,201511150was,was,KnigTe99,fumbles_rec_yds,0,,,,,
player,201511150was,was,KnigTe99,fumbles_rec_td,0,,,,,
player,201511150was,was,KnigTe99,fumbles_forced,0,,,,,
player,201511150was,was,SmitPr00,def_int,0,,,,,
player,201511150was,was,SmitPr00,def_int_yds,0,,,,,
player,201511150was,was,SmitPr00,def_int_td,0,,,,,
player,201511150was,was,SmitPr00,def_int_long,0,,,,,
player,201511150was,was,SmitPr00,pass_defended,0,,,,,
player,201511150was,was,SmitPr00,sacks,0.0,,,,,
player,201511150was,was,SmitPr00,tackles_combined,1,,,,,
player,201511150was,was,SmitPr00,tackles_solo,0,,,,,
player,201511150was,was,SmitPr00,tackles_assists,1,,,,,
player,201511150was,was,SmitPr00,tackles_loss,0,,,,,
player,201511150was,was,SmitPr00,qb_hits,0,,,,,
player,201511150was,was,SmitPr00,fumbles_rec,0,,,,,
player,201511150was,was,SmitPr00,fumbles_rec_yds,0,,,,,
player,201511150was,was,SmitPr00,fumbles_rec_td,0,,,,,
player,201511150was,was,SmitPr00,fumbles_forced,0,,,,,
player,201511150was,was,YounDa01,def_int,0,,,,,
player,201511150was,was,YounDa01,def_int_yds,0,,,,,
player,201511150was,was,YounDa01,def_int_td,0,,,,,
player,201511150was,was,YounDa01,def_int_long,0,,,,,
player,201511150was,was,YounDa01,pass_defended,0,,,,,
player,201511150was,was,YounDa01,sacks,0.0,,,,,
player,201511150was,was,YounDa01,tackles_combined,1,,,,,
player,201511150was,was,YounDa01,tackles_solo,0,,,,,
player,201511150was,was,YounDa01,tackles_assists,1,,,,,
player,201511150was,was,YounDa01,tackles_loss,0,,,,,
player,201511150was,was,YounDa01,qb_hits,0,,,,,
player,201511150was,was,YounDa01,fumbles_rec,0,,,,,
player,201511150was,was,YounDa01,fumbles_rec_yds,0,,,,,
player,201511150was,was,YounDa01,fumbles_rec_td,0,,,,,
player,201511150was,was,YounDa01,fumbles_forced,0,,,,,
player,201511150was,was,CrowJa00,def_int,0,,,,,
player,201511150was,was,CrowJa00,def_int_yds,0,,,,,
player,201511150was,was,CrowJa00,def_int_td,0,,,,,
player,201511150was,was,CrowJa00,def_int_long,0,,,,,
player,201511150was,was,CrowJa00,pass_defended,0,,,,,
player,201511150was,was,CrowJa00,sacks,0.0,,,,,
player,201511150was,was,CrowJa00,tackles_combined,0,,,,,
player,201511150was,was,CrowJa00,tackles_solo,0,,,,,
player,201511150was,was,CrowJa00,tackles_assists,0,,,,,
player,201511150was,was,CrowJa00,tackles_loss,0,,,,,
player,201511150was,was,CrowJa00,qb_hits,0,,,,,
player,201511150was,was,CrowJa00,fumbles_rec,1,,,,,
player,201511150was,was,CrowJa00,fumbles_rec_yds,0,,,,,
player,201511150was,was,CrowJa00,fumbles_rec_td,0,,,,,
player,201511150was,was,CrowJa00,fumbles_forced,0,,,,,
player,201511150was,nor,MurpMa03,kick_ret,0,,,,,
player,201511150was,nor,MurpMa03,kick_ret_yds,0,,,,,
player,201511150was,nor,MurpMa03,kick_ret_yds_per_ret,,,,,,
player,201511150was,nor,MurpMa03,kick_ret_td,0,,,,,
player,201511150was,nor,MurpMa03,kick_ret_long,0,,,,,
player,201511150was,nor,MurpMa03,punt_ret,1,,,,,
player,201511150was,nor,MurpMa03,punt_ret_yds,10,,,,,
player,201511150was,nor,MurpMa03,punt_ret_yds_per_ret,10.0,,,,,
player,201511150was,nor,MurpMa03,punt_ret_td,0,,,,,
player,201511150was,nor,MurpMa03,punt_ret_long,10,,,,,
player,201511150was,nor,SpilC.00,kick_ret,3,,,,,
player,201511150was,nor,SpilC.00,kick_ret_yds,59,,,,,
player,201511150was,nor,SpilC.00,kick_ret_yds_per_ret,19.7,,,,,
player,201511150was,nor,SpilC.00,kick_ret_td,0,,,,,
player,201511150was,nor,SpilC.00,kick_ret_long,22,,,,,
player,201511150was,nor,SpilC.00,punt_ret,0,,,,,
player,201511150was,nor,SpilC.00,punt_ret_yds,0,,,,,
player,201511150was,nor,SpilC.00,punt_ret_yds_per_ret,,,,,,
player,201511150was,nor,SpilC.00,punt_ret_td,0,,,,,
player,201511150was,nor,SpilC.00,punt_ret_long,0,,,,,
player,201511150was,was,CrowJa00,kick_ret,0,,,,,
player,201511150was,was,CrowJa00,kick_ret_yds,0,,,,,
player,201511150was,was,CrowJa00,kick_ret_yds_per_ret,,,,,,
player,201511150was,was,CrowJa00,kick_ret_td,0,,,,,
player,201511150was,was,CrowJa00,kick_ret_long,0,,,,,
player,201511150was,was,CrowJa00,punt_ret,4,,,,,
player,201511150was,was,CrowJa00,punt_ret_yds,26,,,,,
player,201511150was,was,CrowJa00,punt_ret_yds_per_ret,6.5,,,,,
player,201511150was,was,CrowJa00,punt_ret_td,0,,,,,
player,201511150was,was,CrowJa00,punt_ret_long,11,,,,,
player,201511150was,was,RossRa00,kick_ret,2,,,,,
player,201511150was,was,RossRa00,kick_ret_yds,29,,,,,
player,201511150was,was,RossRa00,kick_ret_yds_per_ret,14.5,,,,,
player,201511150was,was,RossRa00,kick_ret_td,0,,,,,
player,201511150was,was,RossRa00,kick_ret_long,21,,,,,
player,201511150was,was,RossRa00,punt_ret,0,,,,,
player,201511150was,was,RossRa00,punt_ret_yds,0,,,,,
player,201511150was,was,RossRa00,punt_ret_yds_per_ret,,,,,,
player,201511150was,was,RossRa00,punt_ret_td,0,,,,,
player,201511150was,was,RossRa00,punt_ret_long,0,,,,,
player,201511150was,nor,ForbKa00,xpm,2,,,,,
player,201511150was,nor,ForbKa00,xpa,2,,,,,
player,201511150was,nor,ForbKa00,fgm,,,,,,
player,201511150was,nor,ForbKa00,fga,,,,,,
player,201511150was,nor,ForbKa00,punt,0,,,,,
player,201511150was,nor,ForbKa00,punt_yds,0,,,,,
player,201511150was,nor,ForbKa00,punt_yds_per_punt,,,,,,
player,201511150was,nor,ForbKa00,punt_long,0,,,,,
player,201511150was,nor,MorsTh00,xpm,,,,,,
player,201511150was,nor,MorsTh00,xpa,,,,,,
player,201511150was,nor,MorsTh00,fgm,,,,,,
player,201511150was,nor,MorsTh00,fga,,,,,,
player,201511150was,nor,MorsTh00,punt,4,,,,,
player,201511150was,nor,MorsTh00,punt_yds,189,,,,,
player,201511150was,nor,MorsTh00,punt_yds_per_punt,47.3,,,,,
player,201511150was,nor,MorsTh00,punt_long,54,,,,,
player,201511150was,was,HopkDu00,xpm,5,,,,,
player,201511150was,was,HopkDu00,xpa,5,,,,,
player,201511150was,was,HopkDu00,fgm,4,,,,,
player,201511150was,was,HopkDu00,fga,4,,,,,
player,201511150was,was,HopkDu00,punt,0,,,,,
player,201511150was,was,HopkDu00,punt_yds,0,,,,,
player,201511150was,was,HopkDu00,punt_yds_per_punt,,,,,,
player,201511150was,was,HopkDu00,punt_long,0,,,,,
player,201511150was,was,WayxTr00,xpm,,,,,,
player,201511150was,was,WayxTr00,xpa,,,,,,
player,201511150was,was,WayxTr00,fgm,,,,,,
player,201511150was,was,WayxTr00,fga,,,,,,
player,201511150was,was,WayxTr00,punt,2,,,,,
player,201511150was,was,WayxTr00,punt_yds,87,,,,,
player,201511150was,was,WayxTr00,punt_yds_per_punt,43.5,,,,,
player,201511150was,was,WayxTr00,punt_long,56,,,,,
player,201511150was,was,LongSp00,pos,G,,,,,
player,201511150was,was,LongSp00,offense,62,,,,,
player,201511150was,was,LongSp00,off_pct,100%,,,,,
player,201511150was,was,LongSp00,defense,0,,,,,
player,201511150was,was,LongSp00,def_pct,0%,,,,,
player,201511150was,was,LongSp00,special_teams,9,,,,,
player,201511150was,was,LongSp00,st_pct,31%,,,,,
player,201511150was,was,ScheBr00,pos,G,,,,,
player,201511150was,was,ScheBr00,offense,62,,,,,
player,201511150was,was,ScheBr00,off_pct,100%,,,,,
player,201511150was,was,ScheBr00,defense,0,,,,,
player,201511150was,was,ScheBr00,def_pct,0%,,,,,
player,201511150was,was,ScheBr00,special_teams,9,,,,,
player,201511150was,was,ScheBr00,st_pct,31%,,,,,
player,201511150was,was,MoseMo00,pos,T,,,,,
player,201511150was,was,MoseMo00,offense,62,,,,,
player,201511150was,was,MoseMo00,off_pct,100%,,,,,
player,201511150was,was,MoseMo00,defense,0,,,,,
player,201511150was,was,MoseMo00,def_pct,0%,,,,,
player,201511150was,was,MoseMo00,special_teams,9,,,,,
player,201511150was,was,MoseMo00,st_pct,31%,,,,,
player,201511150was,was,WillTr21,pos,T,,,,,
player,201511150was,was,WillTr21,offense,59,,,,,
player,201511150was,was,WillTr21,off_pct,95%,,,,,
player,201511150was,was,WillTr21,defense,0,,,,,
player,201511150was,was,WillTr21,def_pct,0%,,,,,
player,201511150was,was,WillTr21,special_teams,9,,,,,
player,201511150was,was,WillTr21,st_pct,31%,,,,,
player,201511150was,was,CousKi00,pos,QB,,,,,
player,201511150was,was,CousKi00,offense,59,,,,,
player,201511150was,was,CousKi00,off_pct,95%,,,,,
player,201511150was,was,CousKi00,defense,0,,,,,
player,201511150was,was,CousKi00,def_pct,0%,,,,,
player,201511150was,was,CousKi00,special_teams,0,,,,,
player,201511150was,was,CousKi00,st_pct,0%,,,,,
player,201511150was,was,LeRiJo00,pos,C,,,,,
player,201511150was,was,LeRiJo00,offense,57,,,,,
player,201511150was,was,LeRiJo00,off_pct,92%,,,,,
player,201511150was,was,LeRiJo00,defense,0,,,,,
player,201511150was,was,LeRiJo00,def_pct,0%,,,,,
player,201511150was,was,LeRiJo00,special_teams,0,,,,,
player,201511150was,was,LeRiJo00,st_pct,0%,,,,,
player,201511150was,was,ReedJo02,pos,TE,,,,,
player,201511150was,was,ReedJo02,offense,48,,,,,
player,201511150was,was,ReedJo02,off_pct,77%,,,,,
player,201511150was,was,ReedJo02,defense,0,,,,,
player,201511150was,was,ReedJo02,def_pct,0%,,,,,
player,201511150was,was,ReedJo02,special_teams,0,,,,,
player,201511150was,was,ReedJo02,st_pct,0%,,,,,
player,201511150was,was,CrowJa00,pos,WR,,,,,
player,201511150was,was,CrowJa00,offense,46,,,,,
player,201511150was,was,CrowJa00,off_pct,74%,,,,,
player,201511150was,was,CrowJa00,defense,0,,,,,
player,201511150was,was,CrowJa00,def_pct,0%,,,,,
player,201511150was,was,CrowJa00,special_teams,4,,,,,
player,201511150was,was,CrowJa00,st_pct,14%,,,,,
player,201511150was,was,GarcPi00,pos,WR,,,,,
player,201511150was,was,GarcPi00,offense,45,,,,,
player,201511150was,was,GarcPi00,off_pct,73%,,,,,
player,201511150was,was,GarcPi00,defense,0,,,,,
player,201511150was,was,GarcPi00,def_pct,0%,,,,,
player,201511150was,was,GarcPi00,special_teams,0,,,,,
player,201511150was,was,GarcPi00,st_pct,0%,,,,,
player,201511150was,was,CarrDe00,pos,TE,,,,,
player,201511150was,was,CarrDe00,offense,37,,,,,
player,201511150was,was,CarrDe00,off_pct,60%,,,,,
player,201511150was,was,CarrDe00,defense,0,,,,,
player,201511150was,was,CarrDe00,def_pct,0%,,,,,
player,201511150was,was,CarrDe00,special_teams,9,,,,,
player,201511150was,was,CarrDe00,st_pct,31%,,,,,
player,201511150was,was,JackDe00,pos,WR,,,,,
player,201511150was,was,JackDe00,offense,30,,,,,
player,201511150was,was,JackDe00,off_pct,48%,,,,,
player,201511150was,was,JackDe00,defense,0,,,,,
player,201511150was,was,JackDe00,def_pct,0%,,,,,
player,201511150was,was,JackDe00,special_teams,0,,,,,
player,201511150was,was,JackDe00,st_pct,0%,,,,,
player,201511150was,was,MorrAl00,pos,RB,,,,,
player,201511150was,was,MorrAl00,offense,25,,,,,
player,201511150was,was,MorrAl00,off_pct,40%,,,,,
player,201511150was,was,MorrAl00,defense,0,,,,,
player,201511150was,was,MorrAl00,def_pct,0%,,,,,
player,201511150was,was,MorrAl00,special_teams,0,,,,,
player,201511150was,was,MorrAl00,st_pct,0%,,,,,
player,201511150was,was,JoneMa04,pos,RB,,,,,
player,201511150was,was,JoneMa04,offense,23,,,,,
player,201511150was,was,JoneMa04,off_pct,37%,,,,,
player,201511150was,was,JoneMa04,defense,0,,,,,
player,201511150was,was,JoneMa04,def_pct,0%,,,,,
player,201511150was,was,JoneMa04,special_teams,0,,,,,
player,201511150was,was,JoneMa04,st_pct,0%,,,,,
player,201511150was,was,GranRy01,pos,WR,,,,,
player,201511150was,was,GranRy01,offense,19,,,,,
player,201511150was,was,GranRy01,off_pct,31%,,,,,
player,201511150was,was,GranRy01,defense,0,,,,,
player,201511150was,was,GranRy01,def_pct,0%,,,,,
player,201511150was,was,GranRy01,special_teams,3,,,,,
player,201511150was,was,GranRy01,st_pct,10%,,,,,
player,201511150was,was,CompTo00,pos,T,,,,,
player,201511150was,was,CompTo00,offense,12,,,,,
player,201511150was,was,CompTo00,off_pct,19%,,,,,
player,201511150was,was,CompTo00,defense,0,,,,,
player,201511150was,was,CompTo00,def_pct,0%,,,,,
player,201511150was,was,CompTo00,special_teams,10,,,,,
player,201511150was,was,CompTo00,st_pct,34%,,,,,
player,201511150was,was,ThomCh03,pos,RB,,,,,
player,201511150was,was,ThomCh03,offense,10,,,,,
player,201511150was,was,ThomCh03,off_pct,16%,,,,,
player,201511150was,was,ThomCh03,defense,0,,,,,
player,201511150was,was,ThomCh03,def_pct,0%,,,,,
player,201511150was,was,ThomCh03,special_teams,7,,,,,
player,201511150was,was,ThomCh03,st_pct,24%,,,,,
player,201511150was,was,YounDa01,pos,FB,,,,,
player,201511150was,was,YounDa01,offense,8,,,,,
player,201511150was,was,YounDa01,off_pct,13%,,,,,
player,201511150was,was,YounDa01,defense,0,,,,,
player,201511150was,was,YounDa01,def_pct,0%,,,,,
player,201511150was,was,YounDa01,special_teams,18,,,,,
player,201511150was,was,YounDa01,st_pct,62%,,,,,
player,201511150was,was,RossRa00,pos,WR,,,,,
player,201511150was,was,RossRa00,offense,4,,,,,
player,201511150was,was,RossRa00,off_pct,6%,,,,,
player,201511150was,was,RossRa00,defense,0,,,,,
player,201511150was,was,RossRa00,def_pct,0%,,,,,
player,201511150was,was,RossRa00,special_teams,12,,,,,
player,201511150was,was,RossRa00,st_pct,41%,,,,,
player,201511150was,was,NsekTy00,pos,T,,,,,
player,201511150was,was,NsekTy00,offense,3,,,,,
player,201511150was,was,NsekTy00,off_pct,5%,,,,,
player,201511150was,was,NsekTy00,defense,0,,,,,
player,201511150was,was,NsekTy00,def_pct,0%,,,,,
player,201511150was,was,NsekTy00,special_teams,2,,,,,
