game,2015,5,20151011,201510110rav,cle,"Cleveland Browns",33,rav,"Baltimore Ravens",30
player,201510110rav,cle,BenjTr00,pass_int,0,,,,,
player,201510110rav,cle,BenjTr00,pass_sacked,0,,,,,
player,201510110rav,cle,BenjTr00,pass_sacked_yds,0,,,,,
player,201510110rav,cle,BenjTr00,pass_long,0,,,,,
player,201510110rav,cle,BenjTr00,pass_rating,,,,,,
player,201510110rav,cle,BenjTr00,rush_att,0,,,,,
player,201510110rav,cle,BenjTr00,rush_yds,0,,,,,
player,201510110rav,cle,BenjTr00,rush_td,0,,,,,
player,201510110rav,cle,BenjTr00,rush_long,0,,,,,
player,201510110rav,cle,BenjTr00,targets,12,,,,,
player,201510110rav,cle,BenjTr00,rec,6,,,,,
player,201510110rav,cle,BenjTr00,rec_yds,83,,,,,
player,201510110rav,cle,BenjTr00,rec_td,0,,,,,
player,201510110rav,cle,BenjTr00,rec_long,25,,,,,
player,201510110rav,cle,BenjTr00,fumbles,0,,,,,
player,201510110rav,cle,BenjTr00,fumbles_lost,0,,,,,
player,201510110rav,cle,GabrTa00,pass_cmp,0,,,,,
player,201510110rav,cle,GabrTa00,pass_att,0,,,,,
player,201510110rav,cle,GabrTa00,pass_yds,0,,,,,
player,201510110rav,cle,GabrTa00,pass_td,0,,,,,
player,201510110rav,cle,GabrTa00,pass_int,0,,,,,
player,201510110rav,cle,GabrTa00,pass_sacked,0,,,,,
player,201510110rav,cle,GabrTa00,pass_sacked_yds,0,,,,,
player,201510110rav,cle,GabrTa00,pass_long,0,,,,,
player,201510110rav,cle,GabrTa00,pass_rating,,,,,,
player,201510110rav,cle,GabrTa00,rush_att,0,,,,,
player,201510110rav,cle,GabrTa00,rush_yds,0,,,,,
player,201510110rav,cle,GabrTa00,rush_td,0,,,,,
player,201510110rav,cle,GabrTa00,rush_long,0,,,,,
player,201510110rav,cle,GabrTa00,targets,5,,,,,
player,201510110rav,cle,GabrTa00,rec,4,,,,,
player,201510110rav,cle,GabrTa00,rec_yds,75,,,,,
player,201510110rav,cle,GabrTa00,rec_td,0,,,,,
player,201510110rav,cle,GabrTa00,rec_long,56,,,,,
player,201510110rav,cle,GabrTa00,fumbles,0,,,,,
player,201510110rav,cle,GabrTa00,fumbles_lost,0,,,,,
player,201510110rav,cle,HawkAn00,pass_cmp,0,,,,,
player,201510110rav,cle,HawkAn00,pass_att,0,,,,,
player,201510110rav,cle,HawkAn00,pass_yds,0,,,,,
player,201510110rav,cle,HawkAn00,pass_td,0,,,,,
player,201510110rav,cle,HawkAn00,pass_int,0,,,,,
player,201510110rav,cle,HawkAn00,pass_sacked,0,,,,,
player,201510110rav,cle,HawkAn00,pass_sacked_yds,0,,,,,
player,201510110rav,cle,HawkAn00,pass_long,0,,,,,
player,201510110rav,cle,HawkAn00,pass_rating,,,,,,
player,201510110rav,cle,HawkAn00,rush_att,0,,,,,
player,201510110rav,cle,HawkAn00,rush_yds,0,,,,,
player,201510110rav,cle,HawkAn00,rush_td,0,,,,,
player,201510110rav,cle,HawkAn00,rush_long,0,,,,,
player,201510110rav,cle,HawkAn00,targets,9,,,,,
player,201510110rav,cle,HawkAn00,rec,7,,,,,
player,201510110rav,cle,HawkAn00,rec_yds,49,,,,,
player,201510110rav,cle,HawkAn00,rec_td,0,,,,,
player,201510110rav,cle,HawkAn00,rec_long,22,,,,,
player,201510110rav,cle,HawkAn00,fumbles,0,,,,,
player,201510110rav,cle,HawkAn00,fumbles_lost,0,,,,,
player,201510110rav,cle,DrayJi00,pass_cmp,0,,,,,
player,201510110rav,cle,DrayJi00,pass_att,0,,,,,
player,201510110rav,cle,DrayJi00,pass_yds,0,,,,,
player,201510110rav,cle,DrayJi00,pass_td,0,,,,,
player,201510110rav,cle,DrayJi00,pass_int,0,,,,,
player,201510110rav,cle,DrayJi00,pass_sacked,0,,,,,
player,201510110rav,cle,DrayJi00,pass_sacked_yds,0,,,,,
player,201510110rav,cle,DrayJi00,pass_long,0,,,,,
player,201510110rav,cle,DrayJi00,pass_rating,,,,,,
player,201510110rav,cle,DrayJi00,rush_att,0,,,,,
player,201510110rav,cle,DrayJi00,rush_yds,0,,,,,
player,201510110rav,cle,DrayJi00,rush_td,0,,,,,
player,201510110rav,cle,DrayJi00,rush_long,0,,,,,
player,201510110rav,cle,DrayJi00,targets,1,,,,,
player,201510110rav,cle,DrayJi00,rec,1,,,,,
player,201510110rav,cle,DrayJi00,rec_yds,7,,,,,
player,201510110rav,cle,DrayJi00,rec_td,0,,,,,
player,201510110rav,cle,DrayJi00,rec_long,7,,,,,
player,201510110rav,cle,DrayJi00,fumbles,0,,,,,
player,201510110rav,cle,DrayJi00,fumbles_lost,0,,,,,
player,201510110rav,cle,HousRo01,pass_cmp,0,,,,,
player,201510110rav,cle,HousRo01,pass_att,0,,,,,
player,201510110rav,cle,HousRo01,pass_yds,0,,,,,
player,201510110rav,cle,HousRo01,pass_td,0,,,,,
player,201510110rav,cle,HousRo01,pass_int,0,,,,,
player,201510110rav,cle,HousRo01,pass_sacked,0,,,,,
player,201510110rav,cle,HousRo01,pass_sacked_yds,0,,,,,
player,201510110rav,cle,HousRo01,pass_long,0,,,,,
player,201510110rav,cle,HousRo01,pass_rating,,,,,,
player,201510110rav,cle,HousRo01,rush_att,0,,,,,
player,201510110rav,cle,HousRo01,rush_yds,0,,,,,
player,201510110rav,cle,HousRo01,rush_td,0,,,,,
player,201510110rav,cle,HousRo01,rush_long,0,,,,,
player,201510110rav,cle,HousRo01,targets,1,,,,,
player,201510110rav,cle,HousRo01,rec,1,,,,,
player,201510110rav,cle,HousRo01,rec_yds,6,,,,,
player,201510110rav,cle,HousRo01,rec_td,0,,,,,
player,201510110rav,cle,HousRo01,rec_long,6,,,,,
player,201510110rav,cle,HousRo01,fumbles,0,,,,,
player,201510110rav,cle,HousRo01,fumbles_lost,0,,,,,
player,201510110rav,cle,HartBr00,pass_cmp,0,,,,,
player,201510110rav,cle,HartBr00,pass_att,0,,,,,
player,201510110rav,cle,HartBr00,pass_yds,0,,,,,
player,201510110rav,cle,HartBr00,pass_td,0,,,,,
player,201510110rav,cle,HartBr00,pass_int,0,,,,,
player,201510110rav,cle,HartBr00,pass_sacked,0,,,,,
player,201510110rav,cle,HartBr00,pass_sacked_yds,0,,,,,
player,201510110rav,cle,HartBr00,pass_long,0,,,,,
player,201510110rav,cle,HartBr00,pass_rating,,,,,,
player,201510110rav,cle,HartBr00,rush_att,0,,,,,
player,201510110rav,cle,HartBr00,rush_yds,0,,,,,
player,201510110rav,cle,HartBr00,rush_td,0,,,,,
player,201510110rav,cle,HartBr00,rush_long,0,,,,,
player,201510110rav,cle,HartBr00,targets,3,,,,,
player,201510110rav,cle,HartBr00,rec,1,,,,,
player,201510110rav,cle,HartBr00,rec_yds,5,,,,,
player,201510110rav,cle,HartBr00,rec_td,0,,,,,
player,201510110rav,cle,HartBr00,rec_long,5,,,,,
player,201510110rav,cle,HartBr00,fumbles,0,,,,,
player,201510110rav,cle,HartBr00,fumbles_lost,0,,,,,
player,201510110rav,rav,FlacJo00,pass_cmp,19,,,,,
player,201510110rav,rav,FlacJo00,pass_att,35,,,,,
player,201510110rav,rav,FlacJo00,pass_yds,210,,,,,
player,201510110rav,rav,FlacJo00,pass_td,1,,,,,
player,201510110rav,rav,FlacJo00,pass_int,0,,,,,
player,201510110rav,rav,FlacJo00,pass_sacked,1,,,,,
player,201510110rav,rav,FlacJo00,pass_sacked_yds,14,,,,,
player,201510110rav,rav,FlacJo00,pass_long,48,,,,,
player,201510110rav,rav,FlacJo00,pass_rating,81.8,,,,,
player,201510110rav,rav,FlacJo00,rush_att,2,,,,,
player,201510110rav,rav,FlacJo00,rush_yds,2,,,,,
player,201510110rav,rav,FlacJo00,rush_td,2,,,,,
player,201510110rav,rav,FlacJo00,rush_long,1,,,,,
player,201510110rav,rav,FlacJo00,targets,0,,,,,
player,201510110rav,rav,FlacJo00,rec,0,,,,,
player,201510110rav,rav,FlacJo00,rec_yds,0,,,,,
player,201510110rav,rav,FlacJo00,rec_td,0,,,,,
player,201510110rav,rav,FlacJo00,rec_long,0,,,,,
player,201510110rav,rav,FlacJo00,fumbles,0,,,,,
player,201510110rav,rav,FlacJo00,fumbles_lost,0,,,,,
player,201510110rav,rav,ForsJu00,pass_cmp,0,,,,,
player,201510110rav,rav,ForsJu00,pass_att,0,,,,,
player,201510110rav,rav,ForsJu00,pass_yds,0,,,,,
player,201510110rav,rav,ForsJu00,pass_td,0,,,,,
player,201510110rav,rav,ForsJu00,pass_int,0,,,,,
player,201510110rav,rav,ForsJu00,pass_sacked,0,,,,,
player,201510110rav,rav,ForsJu00,pass_sacked_yds,0,,,,,
player,201510110rav,rav,ForsJu00,pass_long,0,,,,,
player,201510110rav,rav,ForsJu00,pass_rating,,,,,,
player,201510110rav,rav,ForsJu00,rush_att,21,,,,,
player,201510110rav,rav,ForsJu00,rush_yds,121,,,,,
player,201510110rav,rav,ForsJu00,rush_td,1,,,,,
player,201510110rav,rav,ForsJu00,rush_long,22,,,,,
player,201510110rav,rav,ForsJu00,targets,5,,,,,
player,201510110rav,rav,ForsJu00,rec,4,,,,,
player,201510110rav,rav,ForsJu00,rec_yds,49,,,,,
player,201510110rav,rav,ForsJu00,rec_td,0,,,,,
player,201510110rav,rav,ForsJu00,rec_long,32,,,,,
player,201510110rav,rav,ForsJu00,fumbles,0,,,,,
player,201510110rav,rav,ForsJu00,fumbles_lost,0,,,,,
player,201510110rav,rav,AlleJa01,pass_cmp,0,,,,,
player,201510110rav,rav,AlleJa01,pass_att,0,,,,,
player,201510110rav,rav,AlleJa01,pass_yds,0,,,,,
player,201510110rav,rav,AlleJa01,pass_td,0,,,,,
player,201510110rav,rav,AlleJa01,pass_int,0,,,,,
player,201510110rav,rav,AlleJa01,pass_sacked,0,,,,,
player,201510110rav,rav,AlleJa01,pass_sacked_yds,0,,,,,
player,201510110rav,rav,AlleJa01,pass_long,0,,,,,
player,201510110rav,rav,AlleJa01,pass_rating,,,,,,
player,201510110rav,rav,AlleJa01,rush_att,8,,,,,
player,201510110rav,rav,AlleJa01,rush_yds,58,,,,,
player,201510110rav,rav,AlleJa01,rush_td,0,,,,,
player,201510110rav,rav,AlleJa01,rush_long,44,,,,,
player,201510110rav,rav,AlleJa01,targets,1,,,,,
player,201510110rav,rav,AlleJa01,rec,0,,,,,
player,201510110rav,rav,AlleJa01,rec_yds,0,,,,,
player,201510110rav,rav,AlleJa01,rec_td,0,,,,,
player,201510110rav,rav,AlleJa01,rec_long,0,,,,,
player,201510110rav,rav,AlleJa01,fumbles,0,,,,,
player,201510110rav,rav,AlleJa01,fumbles_lost,0,,,,,
player,201510110rav,rav,AikeKa00,pass_cmp,0,,,,,
player,201510110rav,rav,AikeKa00,pass_att,0,,,,,
player,201510110rav,rav,AikeKa00,pass_yds,0,,,,,
player,201510110rav,rav,AikeKa00,pass_td,0,,,,,
player,201510110rav,rav,AikeKa00,pass_int,0,,,,,
player,201510110rav,rav,AikeKa00,pass_sacked,0,,,,,
player,201510110rav,rav,AikeKa00,pass_sacked_yds,0,,,,,
player,201510110rav,rav,AikeKa00,pass_long,0,,,,,
player,201510110rav,rav,AikeKa00,pass_rating,,,,,,
player,201510110rav,rav,AikeKa00,rush_att,0,,,,,
player,201510110rav,rav,AikeKa00,rush_yds,0,,,,,
player,201510110rav,rav,AikeKa00,rush_td,0,,,,,
player,201510110rav,rav,AikeKa00,rush_long,0,,,,,
player,201510110rav,rav,AikeKa00,targets,9,,,,,
player,201510110rav,rav,AikeKa00,rec,4,,,,,
player,201510110rav,rav,AikeKa00,rec_yds,78,,,,,
player,201510110rav,rav,AikeKa00,rec_td,0,,,,,
player,201510110rav,rav,AikeKa00,rec_long,48,,,,,
player,201510110rav,rav,AikeKa00,fumbles,0,,,,,
player,201510110rav,rav,AikeKa00,fumbles_lost,0,,,,,
player,201510110rav,rav,JuszKy00,pass_cmp,0,,,,,
player,201510110rav,rav,JuszKy00,pass_att,0,,,,,
player,201510110rav,rav,JuszKy00,pass_yds,0,,,,,
player,201510110rav,rav,JuszKy00,pass_td,0,,,,,
player,201510110rav,rav,JuszKy00,pass_int,0,,,,,
player,201510110rav,rav,JuszKy00,pass_sacked,0,,,,,
player,201510110rav,rav,JuszKy00,pass_sacked_yds,0,,,,,
player,201510110rav,rav,JuszKy00,pass_long,0,,,,,
player,201510110rav,rav,JuszKy00,pass_rating,,,,,,
player,201510110rav,rav,JuszKy00,rush_att,0,,,,,
player,201510110rav,rav,JuszKy00,rush_yds,0,,,,,
player,201510110rav,rav,JuszKy00,rush_td,0,,,,,
player,201510110rav,rav,JuszKy00,rush_long,0,,,,,
player,201510110rav,rav,JuszKy00,targets,6,,,,,
player,201510110rav,rav,JuszKy00,rec,3,,,,,
player,201510110rav,rav,JuszKy00,rec_yds,31,,,,,
player,201510110rav,rav,JuszKy00,rec_td,1,,,,,
player,201510110rav,rav,JuszKy00,rec_long,15,,,,,
player,201510110rav,rav,JuszKy00,fumbles,0,,,,,
player,201510110rav,rav,JuszKy00,fumbles_lost,0,,,,,
player,201510110rav,rav,BoylNi00,pass_cmp,0,,,,,
player,201510110rav,rav,BoylNi00,pass_att,0,,,,,
player,201510110rav,rav,BoylNi00,pass_yds,0,,,,,
player,201510110rav,rav,BoylNi00,pass_td,0,,,,,
player,201510110rav,rav,BoylNi00,pass_int,0,,,,,
player,201510110rav,rav,BoylNi00,pass_sacked,0,,,,,
player,201510110rav,rav,BoylNi00,pass_sacked_yds,0,,,,,
player,201510110rav,rav,BoylNi00,pass_long,0,,,,,
player,201510110rav,rav,BoylNi00,pass_rating,,,,,,
player,201510110rav,rav,BoylNi00,rush_att,0,,,,,
player,201510110rav,rav,BoylNi00,rush_yds,0,,,,,
player,201510110rav,rav,BoylNi00,rush_td,0,,,,,
player,201510110rav,rav,BoylNi00,rush_long,0,,,,,
player,201510110rav,rav,BoylNi00,targets,3,,,,,
player,201510110rav,rav,BoylNi00,rec,3,,,,,
player,201510110rav,rav,BoylNi00,rec_yds,27,,,,,
player,201510110rav,rav,BoylNi00,rec_td,0,,,,,
player,201510110rav,rav,BoylNi00,rec_long,11,,,,,
player,201510110rav,rav,BoylNi00,fumbles,0,,,,,
player,201510110rav,rav,BoylNi00,fumbles_lost,0,,,,,
player,201510110rav,rav,RossJe01,pass_cmp,0,,,,,
player,201510110rav,rav,RossJe01,pass_att,0,,,,,
player,201510110rav,rav,RossJe01,pass_yds,0,,,,,
player,201510110rav,rav,RossJe01,pass_td,0,,,,,
player,201510110rav,rav,RossJe01,pass_int,0,,,,,
player,201510110rav,rav,RossJe01,pass_sacked,0,,,,,
player,201510110rav,rav,RossJe01,pass_sacked_yds,0,,,,,
player,201510110rav,rav,RossJe01,pass_long,0,,,,,
player,201510110rav,rav,RossJe01,pass_rating,,,,,,
player,201510110rav,rav,RossJe01,rush_att,0,,,,,
player,201510110rav,rav,RossJe01,rush_yds,0,,,,,
player,201510110rav,rav,RossJe01,rush_td,0,,,,,
player,201510110rav,rav,RossJe01,rush_long,0,,,,,
player,201510110rav,rav,RossJe01,targets,2,,,,,
player,201510110rav,rav,RossJe01,rec,2,,,,,
player,201510110rav,rav,RossJe01,rec_yds,24,,,,,
player,201510110rav,rav,RossJe01,rec_td,0,,,,,
player,201510110rav,rav,RossJe01,rec_long,18,,,,,
player,201510110rav,rav,RossJe01,fumbles,0,,,,,
player,201510110rav,rav,RossJe01,fumbles_lost,0,,,,,
player,201510110rav,rav,WallDa01,pass_cmp,0,,,,,
player,201510110rav,rav,WallDa01,pass_att,0,,,,,
player,201510110rav,rav,WallDa01,pass_yds,0,,,,,
player,201510110rav,rav,WallDa01,pass_td,0,,,,,
player,201510110rav,rav,WallDa01,pass_int,0,,,,,
player,201510110rav,rav,WallDa01,pass_sacked,0,,,,,
player,201510110rav,rav,WallDa01,pass_sacked_yds,0,,,,,
player,201510110rav,rav,WallDa01,pass_long,0,,,,,
player,201510110rav,rav,WallDa01,pass_rating,,,,,,
player,201510110rav,rav,WallDa01,rush_att,0,,,,,
player,201510110rav,rav,WallDa01,rush_yds,0,,,,,
player,201510110rav,rav,WallDa01,rush_td,0,,,,,
player,201510110rav,rav,WallDa01,rush_long,0,,,,,
player,201510110rav,rav,WallDa01,targets,2,,,,,
player,201510110rav,rav,WallDa01,rec,1,,,,,
player,201510110rav,rav,WallDa01,rec_yds,1,,,,,
player,201510110rav,rav,WallDa01,rec_td,0,,,,,
player,201510110rav,rav,WallDa01,rec_long,1,,,,,
player,201510110rav,rav,WallDa01,fumbles,0,,,,,
player,201510110rav,rav,WallDa01,fumbles_lost,0,,,,,
player,201510110rav,rav,GiveCh00,pass_cmp,0,,,,,
player,201510110rav,rav,GiveCh00,pass_att,0,,,,,
player,201510110rav,rav,GiveCh00,pass_yds,0,,,,,
player,201510110rav,rav,GiveCh00,pass_td,0,,,,,
player,201510110rav,rav,GiveCh00,pass_int,0,,,,,
player,201510110rav,rav,GiveCh00,pass_sacked,0,,,,,
player,201510110rav,rav,GiveCh00,pass_sacked_yds,0,,,,,
player,201510110rav,rav,GiveCh00,pass_long,0,,,,,
player,201510110rav,rav,GiveCh00,pass_rating,,,,,,
player,201510110rav,rav,GiveCh00,rush_att,0,,,,,
player,201510110rav,rav,GiveCh00,rush_yds,0,,,,,
player,201510110rav,rav,GiveCh00,rush_td,0,,,,,
player,201510110rav,rav,GiveCh00,rush_long,0,,,,,
player,201510110rav,rav,GiveCh00,targets,2,,,,,
player,201510110rav,rav,GiveCh00,rec,0,,,,,
player,201510110rav,rav,GiveCh00,rec_yds,0,,,,,
player,201510110rav,rav,GiveCh00,rec_td,0,,,,,
player,201510110rav,rav,GiveCh00,rec_long,0,,,,,
player,201510110rav,rav,GiveCh00,fumbles,0,,,,,
player,201510110rav,rav,GiveCh00,fumbles_lost,0,,,,,
player,201510110rav,rav,BrowMa00,pass_cmp,0,,,,,
player,201510110rav,rav,BrowMa00,pass_att,0,,,,,
player,201510110rav,rav,BrowMa00,pass_yds,0,,,,,
player,201510110rav,rav,BrowMa00,pass_td,0,,,,,
player,201510110rav,rav,BrowMa00,pass_int,0,,,,,
player,201510110rav,rav,BrowMa00,pass_sacked,0,,,,,
player,201510110rav,rav,BrowMa00,pass_sacked_yds,0,,,,,
player,201510110rav,rav,BrowMa00,pass_long,0,,,,,
player,201510110rav,rav,BrowMa00,pass_rating,,,,,,
player,201510110rav,rav,BrowMa00,rush_att,0,,,,,
player,201510110rav,rav,BrowMa00,rush_yds,0,,,,,
player,201510110rav,rav,BrowMa00,rush_td,0,,,,,
player,201510110rav,rav,BrowMa00,rush_long,0,,,,,
player,201510110rav,rav,BrowMa00,targets,4,,,,,
player,201510110rav,rav,BrowMa00,rec,1,,,,,
player,201510110rav,rav,BrowMa00,rec_yds,0,,,,,
player,201510110rav,rav,BrowMa00,rec_td,0,,,,,
player,201510110rav,rav,BrowMa00,rec_long,0,,,,,
player,201510110rav,rav,BrowMa00,fumbles,0,,,,,
player,201510110rav,rav,BrowMa00,fumbles_lost,0,,,,,
player,201510110rav,rav,WillMa04,pass_cmp,0,,,,,
player,201510110rav,rav,WillMa04,pass_att,0,,,,,
player,201510110rav,rav,WillMa04,pass_yds,0,,,,,
player,201510110rav,rav,WillMa04,pass_td,0,,,,,
player,201510110rav,rav,WillMa04,pass_int,0,,,,,
player,201510110rav,rav,WillMa04,pass_sacked,0,,,,,
player,201510110rav,rav,WillMa04,pass_sacked_yds,0,,,,,
player,201510110rav,rav,WillMa04,pass_long,0,,,,,
player,201510110rav,rav,WillMa04,pass_rating,,,,,,
player,201510110rav,rav,WillMa04,rush_att,0,,,,,
player,201510110rav,rav,WillMa04,rush_yds,0,,,,,
player,201510110rav,rav,WillMa04,rush_td,0,,,,,
player,201510110rav,rav,WillMa04,rush_long,0,,,,,
player,201510110rav,rav,WillMa04,targets,1,,,,,
player,201510110rav,rav,WillMa04,rec,1,,,,,
player,201510110rav,rav,WillMa04,rec_yds,0,,,,,
player,201510110rav,rav,WillMa04,rec_td,0,,,,,
player,201510110rav,rav,WillMa04,rec_long,0,,,,,
player,201510110rav,rav,WillMa04,fumbles,0,,,,,
player,201510110rav,rav,WillMa04,fumbles_lost,0,,,,,
player,201510110rav,cle,BryaAr00,def_int,0,,,,,
player,201510110rav,cle,BryaAr00,def_int_yds,0,,,,,
player,201510110rav,cle,BryaAr00,def_int_td,0,,,,,
player,201510110rav,cle,BryaAr00,def_int_long,0,,,,,
player,201510110rav,cle,BryaAr00,pass_defended,0,,,,,
player,201510110rav,cle,BryaAr00,sacks,1.0,,,,,
player,201510110rav,cle,BryaAr00,tackles_combined,5,,,,,
player,201510110rav,cle,BryaAr00,tackles_solo,2,,,,,
player,201510110rav,cle,BryaAr00,tackles_assists,3,,,,,
player,201510110rav,cle,BryaAr00,tackles_loss,2,,,,,
player,201510110rav,cle,BryaAr00,qb_hits,1,,,,,
player,201510110rav,cle,BryaAr00,fumbles_rec,0,,,,,
player,201510110rav,cle,BryaAr00,fumbles_rec_yds,0,,,,,
