game,2015,10,20151115,201511150den,kan,"Kansas City Chiefs",29,den,"Denver Broncos",13
team,201511150den,kan,First Downs,13,,,,,,
team,201511150den,den,First Downs,18,,,,,,
team,201511150den,kan,Rush-Yds-TDs,32-106-1,,,,,,
team,201511150den,den,Rush-Yds-TDs,16-69-1,,,,,,
team,201511150den,kan,Cmp-Att-Yd-TD-INT,17-31-204-1-0,,,,,,
team,201511150den,den,Cmp-Att-Yd-TD-INT,19-44-181-1-5,,,,,,
team,201511150den,kan,Sacked-Yards,2-7,,,,,,
team,201511150den,den,Sacked-Yards,5-29,,,,,,
team,201511150den,kan,Net Pass Yards,197,,,,,,
team,201511150den,den,Net Pass Yards,152,,,,,,
team,201511150den,kan,Total Yards,303,,,,,,
team,201511150den,den,Total Yards,221,,,,,,
team,201511150den,kan,Fumbles-Lost,0-0,,,,,,
team,201511150den,den,Fumbles-Lost,1-0,,,,,,
team,201511150den,kan,Turnovers,0,,,,,,
team,201511150den,den,Turnovers,5,,,,,,
team,201511150den,kan,Penalties-Yards,11-102,,,,,,
team,201511150den,den,Penalties-Yards,5-55,,,,,,
team,201511150den,kan,Third Down Conv.,4-16,,,,,,
team,201511150den,den,Third Down Conv.,3-14,,,,,,
team,201511150den,kan,Fourth Down Conv.,1-1,,,,,,
team,201511150den,den,Fourth Down Conv.,2-3,,,,,,
team,201511150den,kan,Time of Possession,33:27,,,,,,
team,201511150den,den,Time of Possession,26:33,,,,,,
player,201511150den,kan,SmitAl03,pass_cmp,17,,,,,
player,201511150den,kan,SmitAl03,pass_att,31,,,,,
player,201511150den,kan,SmitAl03,pass_yds,204,,,,,
player,201511150den,kan,SmitAl03,pass_td,1,,,,,
player,201511150den,kan,SmitAl03,pass_int,0,,,,,
player,201511150den,kan,SmitAl03,pass_sacked,2,,,,,
player,201511150den,kan,SmitAl03,pass_sacked_yds,7,,,,,
player,201511150den,kan,SmitAl03,pass_long,80,,,,,
player,201511150den,kan,SmitAl03,pass_rating,86.0,,,,,
player,201511150den,kan,SmitAl03,rush_att,6,,,,,
player,201511150den,kan,SmitAl03,rush_yds,33,,,,,
player,201511150den,kan,SmitAl03,rush_td,0,,,,,
player,201511150den,kan,SmitAl03,rush_long,17,,,,,
player,201511150den,kan,SmitAl03,targets,0,,,,,
player,201511150den,kan,SmitAl03,rec,0,,,,,
player,201511150den,kan,SmitAl03,rec_yds,0,,,,,
player,201511150den,kan,SmitAl03,rec_td,0,,,,,
player,201511150den,kan,SmitAl03,rec_long,0,,,,,
player,201511150den,kan,SmitAl03,fumbles,0,,,,,
player,201511150den,kan,SmitAl03,fumbles_lost,0,,,,,
player,201511150den,kan,WestCh01,pass_cmp,0,,,,,
player,201511150den,kan,WestCh01,pass_att,0,,,,,
player,201511150den,kan,WestCh01,pass_yds,0,,,,,
player,201511150den,kan,WestCh01,pass_td,0,,,,,
player,201511150den,kan,WestCh01,pass_int,0,,,,,
player,201511150den,kan,WestCh01,pass_sacked,0,,,,,
player,201511150den,kan,WestCh01,pass_sacked_yds,0,,,,,
player,201511150den,kan,WestCh01,pass_long,0,,,,,
player,201511150den,kan,WestCh01,pass_rating,,,,,,
player,201511150den,kan,WestCh01,rush_att,24,,,,,
player,201511150den,kan,WestCh01,rush_yds,69,,,,,
player,201511150den,kan,WestCh01,rush_td,1,,,,,
player,201511150den,kan,WestCh01,rush_long,15,,,,,
player,201511150den,kan,WestCh01,targets,5,,,,,
player,201511150den,kan,WestCh01,rec,3,,,,,
player,201511150den,kan,WestCh01,rec_yds,92,,,,,
player,201511150den,kan,WestCh01,rec_td,1,,,,,
player,201511150den,kan,WestCh01,rec_long,80,,,,,
player,201511150den,kan,WestCh01,fumbles,0,,,,,
player,201511150den,kan,WestCh01,fumbles_lost,0,,,,,
player,201511150den,kan,WareSp00,pass_cmp,0,,,,,
player,201511150den,kan,WareSp00,pass_att,0,,,,,
player,201511150den,kan,WareSp00,pass_yds,0,,,,,
player,201511150den,kan,WareSp00,pass_td,0,,,,,
player,201511150den,kan,WareSp00,pass_int,0,,,,,
player,201511150den,kan,WareSp00,pass_sacked,0,,,,,
player,201511150den,kan,WareSp00,pass_sacked_yds,0,,,,,
player,201511150den,kan,WareSp00,pass_long,0,,,,,
player,201511150den,kan,WareSp00,pass_rating,,,,,,
player,201511150den,kan,WareSp00,rush_att,2,,,,,
player,201511150den,kan,WareSp00,rush_yds,4,,,,,
player,201511150den,kan,WareSp00,rush_td,0,,,,,
player,201511150den,kan,WareSp00,rush_long,4,,,,,
player,201511150den,kan,WareSp00,targets,0,,,,,
player,201511150den,kan,WareSp00,rec,0,,,,,
player,201511150den,kan,WareSp00,rec_yds,0,,,,,
player,201511150den,kan,WareSp00,rec_td,0,,,,,
player,201511150den,kan,WareSp00,rec_long,0,,,,,
player,201511150den,kan,WareSp00,fumbles,0,,,,,
player,201511150den,kan,WareSp00,fumbles_lost,0,,,,,
player,201511150den,kan,ThomDe05,pass_cmp,0,,,,,
player,201511150den,kan,ThomDe05,pass_att,0,,,,,
player,201511150den,kan,ThomDe05,pass_yds,0,,,,,
player,201511150den,kan,ThomDe05,pass_td,0,,,,,
player,201511150den,kan,ThomDe05,pass_int,0,,,,,
player,201511150den,kan,ThomDe05,pass_sacked,0,,,,,
player,201511150den,kan,ThomDe05,pass_sacked_yds,0,,,,,
player,201511150den,kan,ThomDe05,pass_long,0,,,,,
player,201511150den,kan,ThomDe05,pass_rating,,,,,,
player,201511150den,kan,ThomDe05,rush_att,0,,,,,
player,201511150den,kan,ThomDe05,rush_yds,0,,,,,
player,201511150den,kan,ThomDe05,rush_td,0,,,,,
player,201511150den,kan,ThomDe05,rush_long,0,,,,,
player,201511150den,kan,ThomDe05,targets,5,,,,,
player,201511150den,kan,ThomDe05,rec,4,,,,,
player,201511150den,kan,ThomDe05,rec_yds,37,,,,,
player,201511150den,kan,ThomDe05,rec_td,0,,,,,
player,201511150den,kan,ThomDe05,rec_long,36,,,,,
player,201511150den,kan,ThomDe05,fumbles,0,,,,,
player,201511150den,kan,ThomDe05,fumbles_lost,0,,,,,
player,201511150den,kan,KelcTr00,pass_cmp,0,,,,,
player,201511150den,kan,KelcTr00,pass_att,0,,,,,
player,201511150den,kan,KelcTr00,pass_yds,0,,,,,
player,201511150den,kan,KelcTr00,pass_td,0,,,,,
player,201511150den,kan,KelcTr00,pass_int,0,,,,,
player,201511150den,kan,KelcTr00,pass_sacked,0,,,,,
player,201511150den,kan,KelcTr00,pass_sacked_yds,0,,,,,
player,201511150den,kan,KelcTr00,pass_long,0,,,,,
player,201511150den,kan,KelcTr00,pass_rating,,,,,,
player,201511150den,kan,KelcTr00,rush_att,0,,,,,
player,201511150den,kan,KelcTr00,rush_yds,0,,,,,
player,201511150den,kan,KelcTr00,rush_td,0,,,,,
player,201511150den,kan,KelcTr00,rush_long,0,,,,,
player,201511150den,kan,KelcTr00,targets,9,,,,,
player,201511150den,kan,KelcTr00,rec,5,,,,,
player,201511150den,kan,KelcTr00,rec_yds,36,,,,,
player,201511150den,kan,KelcTr00,rec_td,0,,,,,
player,201511150den,kan,KelcTr00,rec_long,9,,,,,
player,201511150den,kan,KelcTr00,fumbles,0,,,,,
player,201511150den,kan,KelcTr00,fumbles_lost,0,,,,,
player,201511150den,kan,MaclJe00,pass_cmp,0,,,,,
player,201511150den,kan,MaclJe00,pass_att,0,,,,,
player,201511150den,kan,MaclJe00,pass_yds,0,,,,,
player,201511150den,kan,MaclJe00,pass_td,0,,,,,
player,201511150den,kan,MaclJe00,pass_int,0,,,,,
player,201511150den,kan,MaclJe00,pass_sacked,0,,,,,
player,201511150den,kan,MaclJe00,pass_sacked_yds,0,,,,,
player,201511150den,kan,MaclJe00,pass_long,0,,,,,
player,201511150den,kan,MaclJe00,pass_rating,,,,,,
player,201511150den,kan,MaclJe00,rush_att,0,,,,,
player,201511150den,kan,MaclJe00,rush_yds,0,,,,,
player,201511150den,kan,MaclJe00,rush_td,0,,,,,
player,201511150den,kan,MaclJe00,rush_long,0,,,,,
player,201511150den,kan,MaclJe00,targets,6,,,,,
player,201511150den,kan,MaclJe00,rec,3,,,,,
player,201511150den,kan,MaclJe00,rec_yds,17,,,,,
player,201511150den,kan,MaclJe00,rec_td,0,,,,,
player,201511150den,kan,MaclJe00,rec_long,9,,,,,
player,201511150den,kan,MaclJe00,fumbles,0,,,,,
player,201511150den,kan,MaclJe00,fumbles_lost,0,,,,,
player,201511150den,kan,WilsAl02,pass_cmp,0,,,,,
player,201511150den,kan,WilsAl02,pass_att,0,,,,,
player,201511150den,kan,WilsAl02,pass_yds,0,,,,,
player,201511150den,kan,WilsAl02,pass_td,0,,,,,
player,201511150den,kan,WilsAl02,pass_int,0,,,,,
player,201511150den,kan,WilsAl02,pass_sacked,0,,,,,
player,201511150den,kan,WilsAl02,pass_sacked_yds,0,,,,,
player,201511150den,kan,WilsAl02,pass_long,0,,,,,
player,201511150den,kan,WilsAl02,pass_rating,,,,,,
player,201511150den,kan,WilsAl02,rush_att,0,,,,,
player,201511150den,kan,WilsAl02,rush_yds,0,,,,,
player,201511150den,kan,WilsAl02,rush_td,0,,,,,
player,201511150den,kan,WilsAl02,rush_long,0,,,,,
player,201511150den,kan,WilsAl02,targets,4,,,,,
player,201511150den,kan,WilsAl02,rec,1,,,,,
player,201511150den,kan,WilsAl02,rec_yds,16,,,,,
player,201511150den,kan,WilsAl02,rec_td,0,,,,,
player,201511150den,kan,WilsAl02,rec_long,16,,,,,
player,201511150den,kan,WilsAl02,fumbles,0,,,,,
player,201511150den,kan,WilsAl02,fumbles_lost,0,,,,,
player,201511150den,kan,ParkBr00,pass_cmp,0,,,,,
player,201511150den,kan,ParkBr00,pass_att,0,,,,,
player,201511150den,kan,ParkBr00,pass_yds,0,,,,,
player,201511150den,kan,ParkBr00,pass_td,0,,,,,
player,201511150den,kan,ParkBr00,pass_int,0,,,,,
player,201511150den,kan,ParkBr00,pass_sacked,0,,,,,
player,201511150den,kan,ParkBr00,pass_sacked_yds,0,,,,,
player,201511150den,kan,ParkBr00,pass_long,0,,,,,
player,201511150den,kan,ParkBr00,pass_rating,,,,,,
player,201511150den,kan,ParkBr00,rush_att,0,,,,,
player,201511150den,kan,ParkBr00,rush_yds,0,,,,,
player,201511150den,kan,ParkBr00,rush_td,0,,,,,
player,201511150den,kan,ParkBr00,rush_long,0,,,,,
player,201511150den,kan,ParkBr00,targets,1,,,,,
player,201511150den,kan,ParkBr00,rec,1,,,,,
player,201511150den,kan,ParkBr00,rec_yds,6,,,,,
player,201511150den,kan,ParkBr00,rec_td,0,,,,,
player,201511150den,kan,ParkBr00,rec_long,6,,,,,
player,201511150den,kan,ParkBr00,fumbles,0,,,,,
player,201511150den,kan,ParkBr00,fumbles_lost,0,,,,,
player,201511150den,kan,AvanJa00,pass_cmp,0,,,,,
player,201511150den,kan,AvanJa00,pass_att,0,,,,,
player,201511150den,kan,AvanJa00,pass_yds,0,,,,,
player,201511150den,kan,AvanJa00,pass_td,0,,,,,
player,201511150den,kan,AvanJa00,pass_int,0,,,,,
player,201511150den,kan,AvanJa00,pass_sacked,0,,,,,
player,201511150den,kan,AvanJa00,pass_sacked_yds,0,,,,,
player,201511150den,kan,AvanJa00,pass_long,0,,,,,
player,201511150den,kan,AvanJa00,pass_rating,,,,,,
player,201511150den,kan,AvanJa00,rush_att,0,,,,,
player,201511150den,kan,AvanJa00,rush_yds,0,,,,,
player,201511150den,kan,AvanJa00,rush_td,0,,,,,
player,201511150den,kan,AvanJa00,rush_long,0,,,,,
player,201511150den,kan,AvanJa00,targets,1,,,,,
player,201511150den,kan,AvanJa00,rec,0,,,,,
player,201511150den,kan,AvanJa00,rec_yds,0,,,,,
player,201511150den,kan,AvanJa00,rec_td,0,,,,,
player,201511150den,kan,AvanJa00,rec_long,0,,,,,
player,201511150den,kan,AvanJa00,fumbles,0,,,,,
player,201511150den,kan,AvanJa00,fumbles_lost,0,,,,,
player,201511150den,den,OsweBr00,pass_cmp,14,,,,,
player,201511150den,den,OsweBr00,pass_att,24,,,,,
player,201511150den,den,OsweBr00,pass_yds,146,,,,,
player,201511150den,den,OsweBr00,pass_td,1,,,,,
player,201511150den,den,OsweBr00,pass_int,1,,,,,
player,201511150den,den,OsweBr00,pass_sacked,3,,,,,
player,201511150den,den,OsweBr00,pass_sacked_yds,20,,,,,
player,201511150den,den,OsweBr00,pass_long,17,,,,,
player,201511150den,den,OsweBr00,pass_rating,72.6,,,,,
player,201511150den,den,OsweBr00,rush_att,3,,,,,
player,201511150den,den,OsweBr00,rush_yds,18,,,,,
player,201511150den,den,OsweBr00,rush_td,0,,,,,
player,201511150den,den,OsweBr00,rush_long,8,,,,,
player,201511150den,den,OsweBr00,targets,0,,,,,
player,201511150den,den,OsweBr00,rec,0,,,,,
player,201511150den,den,OsweBr00,rec_yds,0,,,,,
player,201511150den,den,OsweBr00,rec_td,0,,,,,
player,201511150den,den,OsweBr00,rec_long,0,,,,,
player,201511150den,den,OsweBr00,fumbles,0,,,,,
player,201511150den,den,OsweBr00,fumbles_lost,0,,,,,
player,201511150den,den,MannPe00,pass_cmp,5,,,,,
player,201511150den,den,MannPe00,pass_att,20,,,,,
player,201511150den,den,MannPe00,pass_yds,35,,,,,
player,201511150den,den,MannPe00,pass_td,0,,,,,
player,201511150den,den,MannPe00,pass_int,4,,,,,
player,201511150den,den,MannPe00,pass_sacked,2,,,,,
player,201511150den,den,MannPe00,pass_sacked_yds,9,,,,,
player,201511150den,den,MannPe00,pass_long,17,,,,,
player,201511150den,den,MannPe00,pass_rating,0.0,,,,,
