game,2015,10,20151115,201511150gnb,det,"Detroit Lions",18,gnb,"Green Bay Packers",16
team,201511150gnb,det,First Downs,16,,,,,,
team,201511150gnb,gnb,First Downs,22,,,,,,
team,201511150gnb,det,Rush-Yds-TDs,26-45-0,,,,,,
team,201511150gnb,gnb,Rush-Yds-TDs,18-47-0,,,,,,
team,201511150gnb,det,Cmp-Att-Yd-TD-INT,24-38-242-2-1,,,,,,
team,201511150gnb,gnb,Cmp-Att-Yd-TD-INT,35-61-333-2-0,,,,,,
team,201511150gnb,det,Sacked-Yards,0-0,,,,,,
team,201511150gnb,gnb,Sacked-Yards,3-8,,,,,,
team,201511150gnb,det,Net Pass Yards,242,,,,,,
team,201511150gnb,gnb,Net Pass Yards,325,,,,,,
team,201511150gnb,det,Total Yards,287,,,,,,
team,201511150gnb,gnb,Total Yards,372,,,,,,
team,201511150gnb,det,Fumbles-Lost,1-0,,,,,,
team,201511150gnb,gnb,Fumbles-Lost,1-0,,,,,,
team,201511150gnb,det,Turnovers,1,,,,,,
team,201511150gnb,gnb,Turnovers,0,,,,,,
team,201511150gnb,det,Penalties-Yards,3-35,,,,,,
team,201511150gnb,gnb,Penalties-Yards,5-55,,,,,,
team,201511150gnb,det,Third Down Conv.,5-16,,,,,,
team,201511150gnb,gnb,Third Down Conv.,9-19,,,,,,
team,201511150gnb,det,Fourth Down Conv.,1-1,,,,,,
team,201511150gnb,gnb,Fourth Down Conv.,0-0,,,,,,
team,201511150gnb,det,Time of Possession,30:40,,,,,,
team,201511150gnb,gnb,Time of Possession,29:20,,,,,,
player,201511150gnb,det,StafMa00,pass_cmp,24,,,,,
player,201511150gnb,det,StafMa00,pass_att,38,,,,,
player,201511150gnb,det,StafMa00,pass_yds,242,,,,,
player,201511150gnb,det,StafMa00,pass_td,2,,,,,
player,201511150gnb,det,StafMa00,pass_int,1,,,,,
player,201511150gnb,det,StafMa00,pass_sacked,0,,,,,
player,201511150gnb,det,StafMa00,pass_sacked_yds,0,,,,,
player,201511150gnb,det,StafMa00,pass_long,43,,,,,
player,201511150gnb,det,StafMa00,pass_rating,87.8,,,,,
player,201511150gnb,det,StafMa00,rush_att,2,,,,,
player,201511150gnb,det,StafMa00,rush_yds,1,,,,,
player,201511150gnb,det,StafMa00,rush_td,0,,,,,
player,201511150gnb,det,StafMa00,rush_long,1,,,,,
player,201511150gnb,det,StafMa00,targets,0,,,,,
player,201511150gnb,det,StafMa00,rec,0,,,,,
player,201511150gnb,det,StafMa00,rec_yds,0,,,,,
player,201511150gnb,det,StafMa00,rec_td,0,,,,,
player,201511150gnb,det,StafMa00,rec_long,0,,,,,
player,201511150gnb,det,StafMa00,fumbles,1,,,,,
player,201511150gnb,det,StafMa00,fumbles_lost,0,,,,,
player,201511150gnb,det,BellJo01,pass_cmp,0,,,,,
player,201511150gnb,det,BellJo01,pass_att,0,,,,,
player,201511150gnb,det,BellJo01,pass_yds,0,,,,,
