game,2015,10,20151115,201511150nyg,nwe,"New England Patriots",27,nyg,"New York Giants",26
team,201511150nyg,nwe,First Downs,22,,,,,,
team,201511150nyg,nyg,First Downs,21,,,,,,
team,201511150nyg,nwe,Rush-Yds-TDs,23-77-1,,,,,,
team,201511150nyg,nyg,Rush-Yds-TDs,23-80-0,,,,,,
team,201511150nyg,nwe,Cmp-Att-Yd-TD-INT,26-42-334-2-1,,,,,,
team,201511150nyg,nyg,Cmp-Att-Yd-TD-INT,24-44-361-2-0,,,,,,
team,201511150nyg,nwe,Sacked-Yards,3-5,,,,,,
team,201511150nyg,nyg,Sacked-Yards,3-19,,,,,,
team,201511150nyg,nwe,Net Pass Yards,329,,,,,,
team,201511150nyg,nyg,Net Pass Yards,342,,,,,,
team,201511150nyg,nwe,Total Yards,406,,,,,,
team,201511150nyg,nyg,Total Yards,422,,,,,,
team,201511150nyg,nwe,Fumbles-Lost,2-1,,,,,,
team,201511150nyg,nyg,Fumbles-Lost,3-1,,,,,,
team,201511150nyg,nwe,Turnovers,2,,,,,,
team,201511150nyg,nyg,Turnovers,1,,,,,,
team,201511150nyg,nwe,Penalties-Yards,7-93,,,,,,
team,201511150nyg,nyg,Penalties-Yards,8-49,,,,,,
team,201511150nyg,nwe,Third Down Conv.,7-14,,,,,,
team,201511150nyg,nyg,Third Down Conv.,7-15,,,,,,
team,201511150nyg,nwe,Fourth Down Conv.,1-1,,,,,,
team,201511150nyg,nyg,Fourth Down Conv.,0-0,,,,,,
team,201511150nyg,nwe,Time of Possession,31:36,,,,,,
team,201511150nyg,nyg,Time of Possession,28:24,,,,,,
player,201511150nyg,nwe,BradTo00,pass_cmp,26,,,,,
player,201511150nyg,nwe,BradTo00,pass_att,42,,,,,
player,201511150nyg,nwe,BradTo00,pass_yds,334,,,,,
player,201511150nyg,nwe,BradTo00,pass_td,2,,,,,
player,201511150nyg,nwe,BradTo00,pass_int,1,,,,,
player,201511150nyg,nwe,BradTo00,pass_sacked,3,,,,,
player,201511150nyg,nwe,BradTo00,pass_sacked_yds,5,,,,,
player,201511150nyg,nwe,BradTo00,pass_long,76,,,,,
player,201511150nyg,nwe,BradTo00,pass_rating,92.8,,,,,
player,201511150nyg,nwe,BradTo00,rush_att,2,,,,,
player,201511150nyg,nwe,BradTo00,rush_yds,9,,,,,
player,201511150nyg,nwe,BradTo00,rush_td,0,,,,,
player,201511150nyg,nwe,BradTo00,rush_long,10,,,,,
player,201511150nyg,nwe,BradTo00,targets,0,,,,,
player,201511150nyg,nwe,BradTo00,rec,0,,,,,
player,201511150nyg,nwe,BradTo00,rec_yds,0,,,,,
player,201511150nyg,nwe,BradTo00,rec_td,0,,,,,
player,201511150nyg,nwe,BradTo00,rec_long,0,,,,,
player,201511150nyg,nwe,BradTo00,fumbles,2,,,,,
player,201511150nyg,nwe,BradTo00,fumbles_lost,1,,,,,
player,201511150nyg,nwe,BlouLe00,pass_cmp,0,,,,,
player,201511150nyg,nwe,BlouLe00,pass_att,0,,,,,
player,201511150nyg,nwe,BlouLe00,pass_yds,0,,,,,
player,201511150nyg,nwe,BlouLe00,pass_td,0,,,,,
player,201511150nyg,nwe,BlouLe00,pass_int,0,,,,,
player,201511150nyg,nwe,BlouLe00,pass_sacked,0,,,,,
player,201511150nyg,nwe,BlouLe00,pass_sacked_yds,0,,,,,
player,201511150nyg,nwe,BlouLe00,pass_long,0,,,,,
player,201511150nyg,nwe,BlouLe00,pass_rating,,,,,,
player,201511150nyg,nwe,BlouLe00,rush_att,19,,,,,
player,201511150nyg,nwe,BlouLe00,rush_yds,66,,,,,
player,201511150nyg,nwe,BlouLe00,rush_td,1,,,,,
player,201511150nyg,nwe,BlouLe00,rush_long,13,,,,,
player,201511150nyg,nwe,BlouLe00,targets,2,,,,,
player,201511150nyg,nwe,BlouLe00,rec,2,,,,,
player,201511150nyg,nwe,BlouLe00,rec_yds,11,,,,,
player,201511150nyg,nwe,BlouLe00,rec_td,0,,,,,
player,201511150nyg,nwe,BlouLe00,rec_long,10,,,,,
player,201511150nyg,nwe,BlouLe00,fumbles,0,,,,,
player,201511150nyg,nwe,BlouLe00,fumbles_lost,0,,,,,
player,201511150nyg,nwe,WhitJa02,pass_cmp,0,,,,,
player,201511150nyg,nwe,WhitJa02,pass_att,0,,,,,
player,201511150nyg,nwe,WhitJa02,pass_yds,0,,,,,
player,201511150nyg,nwe,WhitJa02,pass_td,0,,,,,
player,201511150nyg,nwe,WhitJa02,pass_int,0,,,,,
player,201511150nyg,nwe,WhitJa02,pass_sacked,0,,,,,
player,201511150nyg,nwe,WhitJa02,pass_sacked_yds,0,,,,,
player,201511150nyg,nwe,WhitJa02,pass_long,0,,,,,
player,201511150nyg,nwe,WhitJa02,pass_rating,,,,,,
player,201511150nyg,nwe,WhitJa02,rush_att,1,,,,,
player,201511150nyg,nwe,WhitJa02,rush_yds,5,,,,,
player,201511150nyg,nwe,WhitJa02,rush_td,0,,,,,
player,201511150nyg,nwe,WhitJa02,rush_long,5,,,,,
player,201511150nyg,nwe,WhitJa02,targets,1,,,,,
player,201511150nyg,nwe,WhitJa02,rec,1,,,,,
player,201511150nyg,nwe,WhitJa02,rec_yds,6,,,,,
player,201511150nyg,nwe,WhitJa02,rec_td,0,,,,,
player,201511150nyg,nwe,WhitJa02,rec_long,6,,,,,
player,201511150nyg,nwe,WhitJa02,fumbles,0,,,,,
player,201511150nyg,nwe,WhitJa02,fumbles_lost,0,,,,,
player,201511150nyg,nwe,GronRo00,pass_cmp,0,,,,,
player,201511150nyg,nwe,GronRo00,pass_att,0,,,,,
player,201511150nyg,nwe,GronRo00,pass_yds,0,,,,,
player,201511150nyg,nwe,GronRo00,pass_td,0,,,,,
player,201511150nyg,nwe,GronRo00,pass_int,0,,,,,
player,201511150nyg,nwe,GronRo00,pass_sacked,0,,,,,
player,201511150nyg,nwe,GronRo00,pass_sacked_yds,0,,,,,
player,201511150nyg,nwe,GronRo00,pass_long,0,,,,,
player,201511150nyg,nwe,GronRo00,pass_rating,,,,,,
player,201511150nyg,nwe,GronRo00,rush_att,0,,,,,
player,201511150nyg,nwe,GronRo00,rush_yds,0,,,,,
player,201511150nyg,nwe,GronRo00,rush_td,0,,,,,
player,201511150nyg,nwe,GronRo00,rush_long,0,,,,,
player,201511150nyg,nwe,GronRo00,targets,7,,,,,
player,201511150nyg,nwe,GronRo00,rec,5,,,,,
player,201511150nyg,nwe,GronRo00,rec_yds,113,,,,,
player,201511150nyg,nwe,GronRo00,rec_td,1,,,,,
player,201511150nyg,nwe,GronRo00,rec_long,76,,,,,
player,201511150nyg,nwe,GronRo00,fumbles,0,,,,,
player,201511150nyg,nwe,GronRo00,fumbles_lost,0,,,,,
player,201511150nyg,nwe,AmenDa00,pass_cmp,0,,,,,
player,201511150nyg,nwe,AmenDa00,pass_att,0,,,,,
player,201511150nyg,nwe,AmenDa00,pass_yds,0,,,,,
player,201511150nyg,nwe,AmenDa00,pass_td,0,,,,,
player,201511150nyg,nwe,AmenDa00,pass_int,0,,,,,
player,201511150nyg,nwe,AmenDa00,pass_sacked,0,,,,,
player,201511150nyg,nwe,AmenDa00,pass_sacked_yds,0,,,,,
player,201511150nyg,nwe,AmenDa00,pass_long,0,,,,,
player,201511150nyg,nwe,AmenDa00,pass_rating,,,,,,
player,201511150nyg,nwe,AmenDa00,rush_att,0,,,,,
player,201511150nyg,nwe,AmenDa00,rush_yds,0,,,,,
player,201511150nyg,nwe,AmenDa00,rush_td,0,,,,,
player,201511150nyg,nwe,AmenDa00,rush_long,0,,,,,
player,201511150nyg,nwe,AmenDa00,targets,11,,,,,
player,201511150nyg,nwe,AmenDa00,rec,10,,,,,
player,201511150nyg,nwe,AmenDa00,rec_yds,79,,,,,
player,201511150nyg,nwe,AmenDa00,rec_td,0,,,,,
player,201511150nyg,nwe,AmenDa00,rec_long,12,,,,,
player,201511150nyg,nwe,AmenDa00,fumbles,0,,,,,
player,201511150nyg,nwe,AmenDa00,fumbles_lost,0,,,,,
player,201511150nyg,nwe,LaFeBr00,pass_cmp,0,,,,,
player,201511150nyg,nwe,LaFeBr00,pass_att,0,,,,,
player,201511150nyg,nwe,LaFeBr00,pass_yds,0,,,,,
player,201511150nyg,nwe,LaFeBr00,pass_td,0,,,,,
player,201511150nyg,nwe,LaFeBr00,pass_int,0,,,,,
player,201511150nyg,nwe,LaFeBr00,pass_sacked,0,,,,,
player,201511150nyg,nwe,LaFeBr00,pass_sacked_yds,0,,,,,
player,201511150nyg,nwe,LaFeBr00,pass_long,0,,,,,
player,201511150nyg,nwe,LaFeBr00,pass_rating,,,,,,
player,201511150nyg,nwe,LaFeBr00,rush_att,0,,,,,
player,201511150nyg,nwe,LaFeBr00,rush_yds,0,,,,,
player,201511150nyg,nwe,LaFeBr00,rush_td,0,,,,,
player,201511150nyg,nwe,LaFeBr00,rush_long,0,,,,,
player,201511150nyg,nwe,LaFeBr00,targets,6,,,,,
player,201511150nyg,nwe,LaFeBr00,rec,2,,,,,
player,201511150nyg,nwe,LaFeBr00,rec_yds,66,,,,,
player,201511150nyg,nwe,LaFeBr00,rec_td,0,,,,,
player,201511150nyg,nwe,LaFeBr00,rec_long,54,,,,,
player,201511150nyg,nwe,LaFeBr00,fumbles,0,,,,,
player,201511150nyg,nwe,LaFeBr00,fumbles_lost,0,,,,,
player,201511150nyg,nwe,EdelJu00,pass_cmp,0,,,,,
player,201511150nyg,nwe,EdelJu00,pass_att,0,,,,,
player,201511150nyg,nwe,EdelJu00,pass_yds,0,,,,,
player,201511150nyg,nwe,EdelJu00,pass_td,0,,,,,
player,201511150nyg,nwe,EdelJu00,pass_int,0,,,,,
player,201511150nyg,nwe,EdelJu00,pass_sacked,0,,,,,
player,201511150nyg,nwe,EdelJu00,pass_sacked_yds,0,,,,,
player,201511150nyg,nwe,EdelJu00,pass_long,0,,,,,
player,201511150nyg,nwe,EdelJu00,pass_rating,,,,,,
player,201511150nyg,nwe,EdelJu00,rush_att,0,,,,,
player,201511150nyg,nwe,EdelJu00,rush_yds,0,,,,,
player,201511150nyg,nwe,EdelJu00,rush_td,0,,,,,
player,201511150nyg,nwe,EdelJu00,rush_long,0,,,,,
player,201511150nyg,nwe,EdelJu00,targets,5,,,,,
player,201511150nyg,nwe,EdelJu00,rec,4,,,,,
player,201511150nyg,nwe,EdelJu00,rec_yds,53,,,,,
player,201511150nyg,nwe,EdelJu00,rec_td,0,,,,,
player,201511150nyg,nwe,EdelJu00,rec_long,30,,,,,
