game,2015,10,20151115,201511150nyg,nwe,"New England Patriots",27,nyg,"New York Giants",26
player,201511150nyg,nwe,EdelJu00,fumbles,0,,,,,
player,201511150nyg,nwe,EdelJu00,fumbles_lost,0,,,,,
player,201511150nyg,nwe,DobsAa00,pass_cmp,0,,,,,
player,201511150nyg,nwe,DobsAa00,pass_att,0,,,,,
player,201511150nyg,nwe,DobsAa00,pass_yds,0,,,,,
player,201511150nyg,nwe,DobsAa00,pass_td,0,,,,,
player,201511150nyg,nwe,DobsAa00,pass_int,0,,,,,
player,201511150nyg,nwe,DobsAa00,pass_sacked,0,,,,,
player,201511150nyg,nwe,DobsAa00,pass_sacked_yds,0,,,,,
player,201511150nyg,nwe,DobsAa00,pass_long,0,,,,,
player,201511150nyg,nwe,DobsAa00,pass_rating,,,,,,
player,201511150nyg,nwe,DobsAa00,rush_att,0,,,,,
player,201511150nyg,nwe,DobsAa00,rush_yds,0,,,,,
player,201511150nyg,nwe,DobsAa00,rush_td,0,,,,,
player,201511150nyg,nwe,DobsAa00,rush_long,0,,,,,
player,201511150nyg,nwe,DobsAa00,targets,4,,,,,
player,201511150nyg,nwe,DobsAa00,rec,1,,,,,
player,201511150nyg,nwe,DobsAa00,rec_yds,5,,,,,
player,201511150nyg,nwe,DobsAa00,rec_td,0,,,,,
player,201511150nyg,nwe,DobsAa00,rec_long,5,,,,,
player,201511150nyg,nwe,DobsAa00,fumbles,0,,,,,
player,201511150nyg,nwe,DobsAa00,fumbles_lost,0,,,,,
player,201511150nyg,nwe,ChanSc00,pass_cmp,0,,,,,
player,201511150nyg,nwe,ChanSc00,pass_att,0,,,,,
player,201511150nyg,nwe,ChanSc00,pass_yds,0,,,,,
player,201511150nyg,nwe,ChanSc00,pass_td,0,,,,,
player,201511150nyg,nwe,ChanSc00,pass_int,0,,,,,
player,201511150nyg,nwe,ChanSc00,pass_sacked,0,,,,,
player,201511150nyg,nwe,ChanSc00,pass_sacked_yds,0,,,,,
player,201511150nyg,nwe,ChanSc00,pass_long,0,,,,,
player,201511150nyg,nwe,ChanSc00,pass_rating,,,,,,
player,201511150nyg,nwe,ChanSc00,rush_att,0,,,,,
player,201511150nyg,nwe,ChanSc00,rush_yds,0,,,,,
player,201511150nyg,nwe,ChanSc00,rush_td,0,,,,,
player,201511150nyg,nwe,ChanSc00,rush_long,0,,,,,
player,201511150nyg,nwe,ChanSc00,targets,3,,,,,
player,201511150nyg,nwe,ChanSc00,rec,1,,,,,
player,201511150nyg,nwe,ChanSc00,rec_yds,1,,,,,
player,201511150nyg,nwe,ChanSc00,rec_td,1,,,,,
player,201511150nyg,nwe,ChanSc00,rec_long,1,,,,,
player,201511150nyg,nwe,ChanSc00,fumbles,0,,,,,
player,201511150nyg,nwe,ChanSc00,fumbles_lost,0,,,,,
player,201511150nyg,nwe,WillMi06,pass_cmp,0,,,,,
player,201511150nyg,nwe,WillMi06,pass_att,0,,,,,
player,201511150nyg,nwe,WillMi06,pass_yds,0,,,,,
player,201511150nyg,nwe,WillMi06,pass_td,0,,,,,
player,201511150nyg,nwe,WillMi06,pass_int,0,,,,,
player,201511150nyg,nwe,WillMi06,pass_sacked,0,,,,,
player,201511150nyg,nwe,WillMi06,pass_sacked_yds,0,,,,,
player,201511150nyg,nwe,WillMi06,pass_long,0,,,,,
player,201511150nyg,nwe,WillMi06,pass_rating,,,,,,
player,201511150nyg,nwe,WillMi06,rush_att,0,,,,,
player,201511150nyg,nwe,WillMi06,rush_yds,0,,,,,
player,201511150nyg,nwe,WillMi06,rush_td,0,,,,,
player,201511150nyg,nwe,WillMi06,rush_long,0,,,,,
player,201511150nyg,nwe,WillMi06,targets,1,,,,,
player,201511150nyg,nwe,WillMi06,rec,0,,,,,
player,201511150nyg,nwe,WillMi06,rec_yds,0,,,,,
player,201511150nyg,nwe,WillMi06,rec_td,0,,,,,
player,201511150nyg,nwe,WillMi06,rec_long,0,,,,,
player,201511150nyg,nwe,WillMi06,fumbles,0,,,,,
player,201511150nyg,nwe,WillMi06,fumbles_lost,0,,,,,
player,201511150nyg,nwe,BoldBr00,pass_cmp,0,,,,,
player,201511150nyg,nwe,BoldBr00,pass_att,0,,,,,
player,201511150nyg,nwe,BoldBr00,pass_yds,0,,,,,
player,201511150nyg,nwe,BoldBr00,pass_td,0,,,,,
player,201511150nyg,nwe,BoldBr00,pass_int,0,,,,,
player,201511150nyg,nwe,BoldBr00,pass_sacked,0,,,,,
player,201511150nyg,nwe,BoldBr00,pass_sacked_yds,0,,,,,
player,201511150nyg,nwe,BoldBr00,pass_long,0,,,,,
player,201511150nyg,nwe,BoldBr00,pass_rating,,,,,,
player,201511150nyg,nwe,BoldBr00,rush_att,1,,,,,
player,201511150nyg,nwe,BoldBr00,rush_yds,-3,,,,,
player,201511150nyg,nwe,BoldBr00,rush_td,0,,,,,
player,201511150nyg,nwe,BoldBr00,rush_long,-3,,,,,
player,201511150nyg,nwe,BoldBr00,targets,1,,,,,
player,201511150nyg,nwe,BoldBr00,rec,0,,,,,
player,201511150nyg,nwe,BoldBr00,rec_yds,0,,,,,
player,201511150nyg,nwe,BoldBr00,rec_td,0,,,,,
player,201511150nyg,nwe,BoldBr00,rec_long,0,,,,,
player,201511150nyg,nwe,BoldBr00,fumbles,0,,,,,
player,201511150nyg,nwe,BoldBr00,fumbles_lost,0,,,,,
player,201511150nyg,nyg,MannEl00,pass_cmp,24,,,,,
player,201511150nyg,nyg,MannEl00,pass_att,44,,,,,
player,201511150nyg,nyg,MannEl00,pass_yds,361,,,,,
player,201511150nyg,nyg,MannEl00,pass_td,2,,,,,
player,201511150nyg,nyg,MannEl00,pass_int,0,,,,,
player,201511150nyg,nyg,MannEl00,pass_sacked,3,,,,,
player,201511150nyg,nyg,MannEl00,pass_sacked_yds,19,,,,,
player,201511150nyg,nyg,MannEl00,pass_long,87,,,,,
player,201511150nyg,nyg,MannEl00,pass_rating,96.9,,,,,
player,201511150nyg,nyg,MannEl00,rush_att,1,,,,,
player,201511150nyg,nyg,MannEl00,rush_yds,10,,,,,
player,201511150nyg,nyg,MannEl00,rush_td,0,,,,,
player,201511150nyg,nyg,MannEl00,rush_long,10,,,,,
player,201511150nyg,nyg,MannEl00,targets,0,,,,,
player,201511150nyg,nyg,MannEl00,rec,0,,,,,
player,201511150nyg,nyg,MannEl00,rec_yds,0,,,,,
player,201511150nyg,nyg,MannEl00,rec_td,0,,,,,
player,201511150nyg,nyg,MannEl00,rec_long,0,,,,,
player,201511150nyg,nyg,MannEl00,fumbles,1,,,,,
player,201511150nyg,nyg,MannEl00,fumbles_lost,1,,,,,
player,201511150nyg,nyg,JennRa00,pass_cmp,0,,,,,
player,201511150nyg,nyg,JennRa00,pass_att,0,,,,,
player,201511150nyg,nyg,JennRa00,pass_yds,0,,,,,
player,201511150nyg,nyg,JennRa00,pass_td,0,,,,,
player,201511150nyg,nyg,JennRa00,pass_int,0,,,,,
player,201511150nyg,nyg,JennRa00,pass_sacked,0,,,,,
player,201511150nyg,nyg,JennRa00,pass_sacked_yds,0,,,,,
player,201511150nyg,nyg,JennRa00,pass_long,0,,,,,
player,201511150nyg,nyg,JennRa00,pass_rating,,,,,,
player,201511150nyg,nyg,JennRa00,rush_att,11,,,,,
player,201511150nyg,nyg,JennRa00,rush_yds,39,,,,,
player,201511150nyg,nyg,JennRa00,rush_td,0,,,,,
player,201511150nyg,nyg,JennRa00,rush_long,6,,,,,
player,201511150nyg,nyg,JennRa00,targets,3,,,,,
player,201511150nyg,nyg,JennRa00,rec,2,,,,,
player,201511150nyg,nyg,JennRa00,rec_yds,12,,,,,
player,201511150nyg,nyg,JennRa00,rec_td,0,,,,,
player,201511150nyg,nyg,JennRa00,rec_long,7,,,,,
player,201511150nyg,nyg,JennRa00,fumbles,0,,,,,
player,201511150nyg,nyg,JennRa00,fumbles_lost,0,,,,,
player,201511150nyg,nyg,DarkOr00,pass_cmp,0,,,,,
player,201511150nyg,nyg,DarkOr00,pass_att,0,,,,,
player,201511150nyg,nyg,DarkOr00,pass_yds,0,,,,,
player,201511150nyg,nyg,DarkOr00,pass_td,0,,,,,
player,201511150nyg,nyg,DarkOr00,pass_int,0,,,,,
player,201511150nyg,nyg,DarkOr00,pass_sacked,0,,,,,
player,201511150nyg,nyg,DarkOr00,pass_sacked_yds,0,,,,,
player,201511150nyg,nyg,DarkOr00,pass_long,0,,,,,
player,201511150nyg,nyg,DarkOr00,pass_rating,,,,,,
player,201511150nyg,nyg,DarkOr00,rush_att,5,,,,,
player,201511150nyg,nyg,DarkOr00,rush_yds,15,,,,,
player,201511150nyg,nyg,DarkOr00,rush_td,0,,,,,
player,201511150nyg,nyg,DarkOr00,rush_long,4,,,,,
player,201511150nyg,nyg,DarkOr00,targets,0,,,,,
player,201511150nyg,nyg,DarkOr00,rec,0,,,,,
player,201511150nyg,nyg,DarkOr00,rec_yds,0,,,,,
player,201511150nyg,nyg,DarkOr00,rec_td,0,,,,,
player,201511150nyg,nyg,DarkOr00,rec_long,0,,,,,
player,201511150nyg,nyg,DarkOr00,fumbles,0,,,,,
player,201511150nyg,nyg,DarkOr00,fumbles_lost,0,,,,,
player,201511150nyg,nyg,VereSh00,pass_cmp,0,,,,,
player,201511150nyg,nyg,VereSh00,pass_att,0,,,,,
player,201511150nyg,nyg,VereSh00,pass_yds,0,,,,,
player,201511150nyg,nyg,VereSh00,pass_td,0,,,,,
player,201511150nyg,nyg,VereSh00,pass_int,0,,,,,
player,201511150nyg,nyg,VereSh00,pass_sacked,0,,,,,
player,201511150nyg,nyg,VereSh00,pass_sacked_yds,0,,,,,
player,201511150nyg,nyg,VereSh00,pass_long,0,,,,,
player,201511150nyg,nyg,VereSh00,pass_rating,,,,,,
player,201511150nyg,nyg,VereSh00,rush_att,4,,,,,
player,201511150nyg,nyg,VereSh00,rush_yds,14,,,,,
player,201511150nyg,nyg,VereSh00,rush_td,0,,,,,
player,201511150nyg,nyg,VereSh00,rush_long,9,,,,,
player,201511150nyg,nyg,VereSh00,targets,4,,,,,
player,201511150nyg,nyg,VereSh00,rec,2,,,,,
player,201511150nyg,nyg,VereSh00,rec_yds,12,,,,,
player,201511150nyg,nyg,VereSh00,rec_td,0,,,,,
player,201511150nyg,nyg,VereSh00,rec_long,11,,,,,
player,201511150nyg,nyg,VereSh00,fumbles,1,,,,,
player,201511150nyg,nyg,VereSh00,fumbles_lost,0,,,,,
player,201511150nyg,nyg,WillAn00,pass_cmp,0,,,,,
player,201511150nyg,nyg,WillAn00,pass_att,0,,,,,
player,201511150nyg,nyg,WillAn00,pass_yds,0,,,,,
player,201511150nyg,nyg,WillAn00,pass_td,0,,,,,
player,201511150nyg,nyg,WillAn00,pass_int,0,,,,,
player,201511150nyg,nyg,WillAn00,pass_sacked,0,,,,,
player,201511150nyg,nyg,WillAn00,pass_sacked_yds,0,,,,,
player,201511150nyg,nyg,WillAn00,pass_long,0,,,,,
player,201511150nyg,nyg,WillAn00,pass_rating,,,,,,
player,201511150nyg,nyg,WillAn00,rush_att,2,,,,,
player,201511150nyg,nyg,WillAn00,rush_yds,2,,,,,
player,201511150nyg,nyg,WillAn00,rush_td,0,,,,,
player,201511150nyg,nyg,WillAn00,rush_long,3,,,,,
player,201511150nyg,nyg,WillAn00,targets,0,,,,,
player,201511150nyg,nyg,WillAn00,rec,0,,,,,
player,201511150nyg,nyg,WillAn00,rec_yds,0,,,,,
player,201511150nyg,nyg,WillAn00,rec_td,0,,,,,
player,201511150nyg,nyg,WillAn00,rec_long,0,,,,,
player,201511150nyg,nyg,WillAn00,fumbles,0,,,,,
player,201511150nyg,nyg,WillAn00,fumbles_lost,0,,,,,
player,201511150nyg,nyg,BeckOd00,pass_cmp,0,,,,,
player,201511150nyg,nyg,BeckOd00,pass_att,0,,,,,
player,201511150nyg,nyg,BeckOd00,pass_yds,0,,,,,
player,201511150nyg,nyg,BeckOd00,pass_td,0,,,,,
player,201511150nyg,nyg,BeckOd00,pass_int,0,,,,,
player,201511150nyg,nyg,BeckOd00,pass_sacked,0,,,,,
player,201511150nyg,nyg,BeckOd00,pass_sacked_yds,0,,,,,
player,201511150nyg,nyg,BeckOd00,pass_long,0,,,,,
player,201511150nyg,nyg,BeckOd00,pass_rating,,,,,,
player,201511150nyg,nyg,BeckOd00,rush_att,0,,,,,
player,201511150nyg,nyg,BeckOd00,rush_yds,0,,,,,
player,201511150nyg,nyg,BeckOd00,rush_td,0,,,,,
player,201511150nyg,nyg,BeckOd00,rush_long,0,,,,,
player,201511150nyg,nyg,BeckOd00,targets,12,,,,,
player,201511150nyg,nyg,BeckOd00,rec,4,,,,,
player,201511150nyg,nyg,BeckOd00,rec_yds,104,,,,,
player,201511150nyg,nyg,BeckOd00,rec_td,1,,,,,
player,201511150nyg,nyg,BeckOd00,rec_long,87,,,,,
player,201511150nyg,nyg,BeckOd00,fumbles,0,,,,,
player,201511150nyg,nyg,BeckOd00,fumbles_lost,0,,,,,
player,201511150nyg,nyg,HarrDw00,pass_cmp,0,,,,,
player,201511150nyg,nyg,HarrDw00,pass_att,0,,,,,
player,201511150nyg,nyg,HarrDw00,pass_yds,0,,,,,
player,201511150nyg,nyg,HarrDw00,pass_td,0,,,,,
player,201511150nyg,nyg,HarrDw00,pass_int,0,,,,,
player,201511150nyg,nyg,HarrDw00,pass_sacked,0,,,,,
player,201511150nyg,nyg,HarrDw00,pass_sacked_yds,0,,,,,
player,201511150nyg,nyg,HarrDw00,pass_long,0,,,,,
player,201511150nyg,nyg,HarrDw00,pass_rating,,,,,,
player,201511150nyg,nyg,HarrDw00,rush_att,0,,,,,
player,201511150nyg,nyg,HarrDw00,rush_yds,0,,,,,
player,201511150nyg,nyg,HarrDw00,rush_td,0,,,,,
player,201511150nyg,nyg,HarrDw00,rush_long,0,,,,,
player,201511150nyg,nyg,HarrDw00,targets,9,,,,,
player,201511150nyg,nyg,HarrDw00,rec,6,,,,,
player,201511150nyg,nyg,HarrDw00,rec_yds,82,,,,,
player,201511150nyg,nyg,HarrDw00,rec_td,1,,,,,
player,201511150nyg,nyg,HarrDw00,rec_long,30,,,,,
player,201511150nyg,nyg,HarrDw00,fumbles,0,,,,,
player,201511150nyg,nyg,HarrDw00,fumbles_lost,0,,,,,
player,201511150nyg,nyg,TyexWi00,pass_cmp,0,,,,,
player,201511150nyg,nyg,TyexWi00,pass_att,0,,,,,
player,201511150nyg,nyg,TyexWi00,pass_yds,0,,,,,
player,201511150nyg,nyg,TyexWi00,pass_td,0,,,,,
player,201511150nyg,nyg,TyexWi00,pass_int,0,,,,,
player,201511150nyg,nyg,TyexWi00,pass_sacked,0,,,,,
player,201511150nyg,nyg,TyexWi00,pass_sacked_yds,0,,,,,
player,201511150nyg,nyg,TyexWi00,pass_long,0,,,,,
player,201511150nyg,nyg,TyexWi00,pass_rating,,,,,,
player,201511150nyg,nyg,TyexWi00,rush_att,0,,,,,
player,201511150nyg,nyg,TyexWi00,rush_yds,0,,,,,
player,201511150nyg,nyg,TyexWi00,rush_td,0,,,,,
player,201511150nyg,nyg,TyexWi00,rush_long,0,,,,,
player,201511150nyg,nyg,TyexWi00,targets,7,,,,,
player,201511150nyg,nyg,TyexWi00,rec,5,,,,,
player,201511150nyg,nyg,TyexWi00,rec_yds,56,,,,,
player,201511150nyg,nyg,TyexWi00,rec_td,0,,,,,
player,201511150nyg,nyg,TyexWi00,rec_long,31,,,,,
player,201511150nyg,nyg,TyexWi00,fumbles,0,,,,,
player,201511150nyg,nyg,TyexWi00,fumbles_lost,0,,,,,
player,201511150nyg,nyg,RandRu00,pass_cmp,0,,,,,
player,201511150nyg,nyg,RandRu00,pass_att,0,,,,,
player,201511150nyg,nyg,RandRu00,pass_yds,0,,,,,
player,201511150nyg,nyg,RandRu00,pass_td,0,,,,,
player,201511150nyg,nyg,RandRu00,pass_int,0,,,,,
player,201511150nyg,nyg,RandRu00,pass_sacked,0,,,,,
player,201511150nyg,nyg,RandRu00,pass_sacked_yds,0,,,,,
player,201511150nyg,nyg,RandRu00,pass_long,0,,,,,
player,201511150nyg,nyg,RandRu00,pass_rating,,,,,,
player,201511150nyg,nyg,RandRu00,rush_att,0,,,,,
player,201511150nyg,nyg,RandRu00,rush_yds,0,,,,,
player,201511150nyg,nyg,RandRu00,rush_td,0,,,,,
player,201511150nyg,nyg,RandRu00,rush_long,0,,,,,
player,201511150nyg,nyg,RandRu00,targets,4,,,,,
player,201511150nyg,nyg,RandRu00,rec,3,,,,,
player,201511150nyg,nyg,RandRu00,rec_yds,51,,,,,
player,201511150nyg,nyg,RandRu00,rec_td,0,,,,,
player,201511150nyg,nyg,RandRu00,rec_long,31,,,,,
player,201511150nyg,nyg,RandRu00,fumbles,0,,,,,
player,201511150nyg,nyg,RandRu00,fumbles_lost,0,,,,,
player,201511150nyg,nyg,WhitMy00,pass_cmp,0,,,,,
player,201511150nyg,nyg,WhitMy00,pass_att,0,,,,,
player,201511150nyg,nyg,WhitMy00,pass_yds,0,,,,,
player,201511150nyg,nyg,WhitMy00,pass_td,0,,,,,
player,201511150nyg,nyg,WhitMy00,pass_int,0,,,,,
player,201511150nyg,nyg,WhitMy00,pass_sacked,0,,,,,
player,201511150nyg,nyg,WhitMy00,pass_sacked_yds,0,,,,,
