game,2015,9,20151108,201511080min,ram,"St. Louis Rams",18,min,"Minnesota Vikings",21
player,201511080min,ram,GurlTo01,rush_yds,89,,,,,
player,201511080min,ram,GurlTo01,rush_td,1,,,,,
player,201511080min,ram,GurlTo01,rush_long,16,,,,,
player,201511080min,ram,GurlTo01,targets,5,,,,,
player,201511080min,ram,GurlTo01,rec,3,,,,,
player,201511080min,ram,GurlTo01,rec_yds,20,,,,,
player,201511080min,ram,GurlTo01,rec_td,0,,,,,
player,201511080min,ram,GurlTo01,rec_long,11,,,,,
player,201511080min,ram,GurlTo01,fumbles,0,,,,,
player,201511080min,ram,GurlTo01,fumbles_lost,0,,,,,
player,201511080min,ram,AustTa00,pass_cmp,0,,,,,
player,201511080min,ram,AustTa00,pass_att,0,,,,,
player,201511080min,ram,AustTa00,pass_yds,0,,,,,
player,201511080min,ram,AustTa00,pass_td,0,,,,,
player,201511080min,ram,AustTa00,pass_int,0,,,,,
player,201511080min,ram,AustTa00,pass_sacked,0,,,,,
player,201511080min,ram,AustTa00,pass_sacked_yds,0,,,,,
player,201511080min,ram,AustTa00,pass_long,0,,,,,
player,201511080min,ram,AustTa00,pass_rating,,,,,,
player,201511080min,ram,AustTa00,rush_att,8,,,,,
player,201511080min,ram,AustTa00,rush_yds,66,,,,,
player,201511080min,ram,AustTa00,rush_td,0,,,,,
player,201511080min,ram,AustTa00,rush_long,22,,,,,
player,201511080min,ram,AustTa00,targets,7,,,,,
player,201511080min,ram,AustTa00,rec,4,,,,,
player,201511080min,ram,AustTa00,rec_yds,15,,,,,
player,201511080min,ram,AustTa00,rec_td,0,,,,,
player,201511080min,ram,AustTa00,rec_long,10,,,,,
player,201511080min,ram,AustTa00,fumbles,0,,,,,
player,201511080min,ram,AustTa00,fumbles_lost,0,,,,,
player,201511080min,ram,MasoTr00,pass_cmp,0,,,,,
player,201511080min,ram,MasoTr00,pass_att,0,,,,,
player,201511080min,ram,MasoTr00,pass_yds,0,,,,,
player,201511080min,ram,MasoTr00,pass_td,0,,,,,
player,201511080min,ram,MasoTr00,pass_int,0,,,,,
player,201511080min,ram,MasoTr00,pass_sacked,0,,,,,
player,201511080min,ram,MasoTr00,pass_sacked_yds,0,,,,,
player,201511080min,ram,MasoTr00,pass_long,0,,,,,
player,201511080min,ram,MasoTr00,pass_rating,,,,,,
player,201511080min,ram,MasoTr00,rush_att,3,,,,,
player,201511080min,ram,MasoTr00,rush_yds,3,,,,,
player,201511080min,ram,MasoTr00,rush_td,0,,,,,
player,201511080min,ram,MasoTr00,rush_long,2,,,,,
player,201511080min,ram,MasoTr00,targets,1,,,,,
player,201511080min,ram,MasoTr00,rec,1,,,,,
player,201511080min,ram,MasoTr00,rec_yds,-4,,,,,
player,201511080min,ram,MasoTr00,rec_td,0,,,,,
player,201511080min,ram,MasoTr00,rec_long,-4,,,,,
player,201511080min,ram,MasoTr00,fumbles,0,,,,,
player,201511080min,ram,MasoTr00,fumbles_lost,0,,,,,
player,201511080min,ram,BritKe00,pass_cmp,0,,,,,
player,201511080min,ram,BritKe00,pass_att,0,,,,,
player,201511080min,ram,BritKe00,pass_yds,0,,,,,
player,201511080min,ram,BritKe00,pass_td,0,,,,,
player,201511080min,ram,BritKe00,pass_int,0,,,,,
player,201511080min,ram,BritKe00,pass_sacked,0,,,,,
player,201511080min,ram,BritKe00,pass_sacked_yds,0,,,,,
player,201511080min,ram,BritKe00,pass_long,0,,,,,
player,201511080min,ram,BritKe00,pass_rating,,,,,,
player,201511080min,ram,BritKe00,rush_att,0,,,,,
player,201511080min,ram,BritKe00,rush_yds,0,,,,,
player,201511080min,ram,BritKe00,rush_td,0,,,,,
player,201511080min,ram,BritKe00,rush_long,0,,,,,
player,201511080min,ram,BritKe00,targets,5,,,,,
player,201511080min,ram,BritKe00,rec,3,,,,,
player,201511080min,ram,BritKe00,rec_yds,87,,,,,
player,201511080min,ram,BritKe00,rec_td,0,,,,,
player,201511080min,ram,BritKe00,rec_long,55,,,,,
player,201511080min,ram,BritKe00,fumbles,0,,,,,
player,201511080min,ram,BritKe00,fumbles_lost,0,,,,,
player,201511080min,ram,KendLa00,pass_cmp,0,,,,,
player,201511080min,ram,KendLa00,pass_att,0,,,,,
player,201511080min,ram,KendLa00,pass_yds,0,,,,,
player,201511080min,ram,KendLa00,pass_td,0,,,,,
player,201511080min,ram,KendLa00,pass_int,0,,,,,
player,201511080min,ram,KendLa00,pass_sacked,0,,,,,
player,201511080min,ram,KendLa00,pass_sacked_yds,0,,,,,
player,201511080min,ram,KendLa00,pass_long,0,,,,,
player,201511080min,ram,KendLa00,pass_rating,,,,,,
player,201511080min,ram,KendLa00,rush_att,0,,,,,
player,201511080min,ram,KendLa00,rush_yds,0,,,,,
player,201511080min,ram,KendLa00,rush_td,0,,,,,
player,201511080min,ram,KendLa00,rush_long,0,,,,,
player,201511080min,ram,KendLa00,targets,2,,,,,
player,201511080min,ram,KendLa00,rec,2,,,,,
player,201511080min,ram,KendLa00,rec_yds,25,,,,,
player,201511080min,ram,KendLa00,rec_td,0,,,,,
player,201511080min,ram,KendLa00,rec_long,20,,,,,
player,201511080min,ram,KendLa00,fumbles,0,,,,,
player,201511080min,ram,KendLa00,fumbles_lost,0,,,,,
player,201511080min,ram,BailSt01,pass_cmp,0,,,,,
player,201511080min,ram,BailSt01,pass_att,0,,,,,
player,201511080min,ram,BailSt01,pass_yds,0,,,,,
player,201511080min,ram,BailSt01,pass_td,0,,,,,
player,201511080min,ram,BailSt01,pass_int,0,,,,,
player,201511080min,ram,BailSt01,pass_sacked,0,,,,,
player,201511080min,ram,BailSt01,pass_sacked_yds,0,,,,,
player,201511080min,ram,BailSt01,pass_long,0,,,,,
player,201511080min,ram,BailSt01,pass_rating,,,,,,
player,201511080min,ram,BailSt01,rush_att,0,,,,,
player,201511080min,ram,BailSt01,rush_yds,0,,,,,
player,201511080min,ram,BailSt01,rush_td,0,,,,,
player,201511080min,ram,BailSt01,rush_long,0,,,,,
player,201511080min,ram,BailSt01,targets,4,,,,,
player,201511080min,ram,BailSt01,rec,2,,,,,
player,201511080min,ram,BailSt01,rec_yds,13,,,,,
player,201511080min,ram,BailSt01,rec_td,0,,,,,
player,201511080min,ram,BailSt01,rec_long,10,,,,,
player,201511080min,ram,BailSt01,fumbles,0,,,,,
player,201511080min,ram,BailSt01,fumbles_lost,0,,,,,
player,201511080min,ram,CookJa02,pass_cmp,0,,,,,
player,201511080min,ram,CookJa02,pass_att,0,,,,,
player,201511080min,ram,CookJa02,pass_yds,0,,,,,
player,201511080min,ram,CookJa02,pass_td,0,,,,,
player,201511080min,ram,CookJa02,pass_int,0,,,,,
player,201511080min,ram,CookJa02,pass_sacked,0,,,,,
player,201511080min,ram,CookJa02,pass_sacked_yds,0,,,,,
player,201511080min,ram,CookJa02,pass_long,0,,,,,
player,201511080min,ram,CookJa02,pass_rating,,,,,,
player,201511080min,ram,CookJa02,rush_att,0,,,,,
player,201511080min,ram,CookJa02,rush_yds,0,,,,,
player,201511080min,ram,CookJa02,rush_td,0,,,,,
player,201511080min,ram,CookJa02,rush_long,0,,,,,
player,201511080min,ram,CookJa02,targets,3,,,,,
player,201511080min,ram,CookJa02,rec,1,,,,,
player,201511080min,ram,CookJa02,rec_yds,10,,,,,
player,201511080min,ram,CookJa02,rec_td,0,,,,,
player,201511080min,ram,CookJa02,rec_long,10,,,,,
player,201511080min,ram,CookJa02,fumbles,0,,,,,
player,201511080min,ram,CookJa02,fumbles_lost,0,,,,,
player,201511080min,ram,MarqBr00,pass_cmp,0,,,,,
player,201511080min,ram,MarqBr00,pass_att,0,,,,,
player,201511080min,ram,MarqBr00,pass_yds,0,,,,,
player,201511080min,ram,MarqBr00,pass_td,0,,,,,
player,201511080min,ram,MarqBr00,pass_int,0,,,,,
player,201511080min,ram,MarqBr00,pass_sacked,0,,,,,
player,201511080min,ram,MarqBr00,pass_sacked_yds,0,,,,,
player,201511080min,ram,MarqBr00,pass_long,0,,,,,
player,201511080min,ram,MarqBr00,pass_rating,,,,,,
player,201511080min,ram,MarqBr00,rush_att,0,,,,,
player,201511080min,ram,MarqBr00,rush_yds,0,,,,,
player,201511080min,ram,MarqBr00,rush_td,0,,,,,
player,201511080min,ram,MarqBr00,rush_long,0,,,,,
player,201511080min,ram,MarqBr00,targets,1,,,,,
player,201511080min,ram,MarqBr00,rec,1,,,,,
player,201511080min,ram,MarqBr00,rec_yds,3,,,,,
player,201511080min,ram,MarqBr00,rec_td,0,,,,,
player,201511080min,ram,MarqBr00,rec_long,3,,,,,
player,201511080min,ram,MarqBr00,fumbles,0,,,,,
player,201511080min,ram,MarqBr00,fumbles_lost,0,,,,,
player,201511080min,ram,QuicBr00,pass_cmp,0,,,,,
player,201511080min,ram,QuicBr00,pass_att,0,,,,,
player,201511080min,ram,QuicBr00,pass_yds,0,,,,,
player,201511080min,ram,QuicBr00,pass_td,0,,,,,
player,201511080min,ram,QuicBr00,pass_int,0,,,,,
player,201511080min,ram,QuicBr00,pass_sacked,0,,,,,
player,201511080min,ram,QuicBr00,pass_sacked_yds,0,,,,,
player,201511080min,ram,QuicBr00,pass_long,0,,,,,
player,201511080min,ram,QuicBr00,pass_rating,,,,,,
player,201511080min,ram,QuicBr00,rush_att,0,,,,,
player,201511080min,ram,QuicBr00,rush_yds,0,,,,,
player,201511080min,ram,QuicBr00,rush_td,0,,,,,
player,201511080min,ram,QuicBr00,rush_long,0,,,,,
player,201511080min,ram,QuicBr00,targets,3,,,,,
player,201511080min,ram,QuicBr00,rec,1,,,,,
player,201511080min,ram,QuicBr00,rec_yds,-1,,,,,
player,201511080min,ram,QuicBr00,rec_td,0,,,,,
player,201511080min,ram,QuicBr00,rec_long,-1,,,,,
player,201511080min,ram,QuicBr00,fumbles,0,,,,,
player,201511080min,ram,QuicBr00,fumbles_lost,0,,,,,
player,201511080min,min,BridTe00,pass_cmp,13,,,,,
player,201511080min,min,BridTe00,pass_att,21,,,,,
player,201511080min,min,BridTe00,pass_yds,144,,,,,
player,201511080min,min,BridTe00,pass_td,0,,,,,
player,201511080min,min,BridTe00,pass_int,1,,,,,
player,201511080min,min,BridTe00,pass_sacked,0,,,,,
player,201511080min,min,BridTe00,pass_sacked_yds,0,,,,,
player,201511080min,min,BridTe00,pass_long,30,,,,,
player,201511080min,min,BridTe00,pass_rating,62.4,,,,,
player,201511080min,min,BridTe00,rush_att,3,,,,,
player,201511080min,min,BridTe00,rush_yds,17,,,,,
player,201511080min,min,BridTe00,rush_td,1,,,,,
player,201511080min,min,BridTe00,rush_long,6,,,,,
player,201511080min,min,BridTe00,targets,0,,,,,
player,201511080min,min,BridTe00,rec,0,,,,,
player,201511080min,min,BridTe00,rec_yds,0,,,,,
player,201511080min,min,BridTe00,rec_td,0,,,,,
player,201511080min,min,BridTe00,rec_long,0,,,,,
player,201511080min,min,BridTe00,fumbles,0,,,,,
player,201511080min,min,BridTe00,fumbles_lost,0,,,,,
player,201511080min,min,HillSh00,pass_cmp,2,,,,,
player,201511080min,min,HillSh00,pass_att,6,,,,,
player,201511080min,min,HillSh00,pass_yds,15,,,,,
player,201511080min,min,HillSh00,pass_td,0,,,,,
player,201511080min,min,HillSh00,pass_int,0,,,,,
player,201511080min,min,HillSh00,pass_sacked,1,,,,,
player,201511080min,min,HillSh00,pass_sacked_yds,11,,,,,
player,201511080min,min,HillSh00,pass_long,9,,,,,
player,201511080min,min,HillSh00,pass_rating,42.4,,,,,
player,201511080min,min,HillSh00,rush_att,1,,,,,
player,201511080min,min,HillSh00,rush_yds,-1,,,,,
player,201511080min,min,HillSh00,rush_td,0,,,,,
player,201511080min,min,HillSh00,rush_long,-1,,,,,
player,201511080min,min,HillSh00,targets,0,,,,,
player,201511080min,min,HillSh00,rec,0,,,,,
player,201511080min,min,HillSh00,rec_yds,0,,,,,
player,201511080min,min,HillSh00,rec_td,0,,,,,
player,201511080min,min,HillSh00,rec_long,0,,,,,
player,201511080min,min,HillSh00,fumbles,0,,,,,
player,201511080min,min,HillSh00,fumbles_lost,0,,,,,
player,201511080min,min,PeteAd01,pass_cmp,0,,,,,
player,201511080min,min,PeteAd01,pass_att,0,,,,,
player,201511080min,min,PeteAd01,pass_yds,0,,,,,
player,201511080min,min,PeteAd01,pass_td,0,,,,,
player,201511080min,min,PeteAd01,pass_int,0,,,,,
player,201511080min,min,PeteAd01,pass_sacked,0,,,,,
player,201511080min,min,PeteAd01,pass_sacked_yds,0,,,,,
player,201511080min,min,PeteAd01,pass_long,0,,,,,
player,201511080min,min,PeteAd01,pass_rating,,,,,,
player,201511080min,min,PeteAd01,rush_att,29,,,,,
player,201511080min,min,PeteAd01,rush_yds,125,,,,,
player,201511080min,min,PeteAd01,rush_td,1,,,,,
player,201511080min,min,PeteAd01,rush_long,15,,,,,
player,201511080min,min,PeteAd01,targets,2,,,,,
player,201511080min,min,PeteAd01,rec,2,,,,,
player,201511080min,min,PeteAd01,rec_yds,18,,,,,
player,201511080min,min,PeteAd01,rec_td,0,,,,,
player,201511080min,min,PeteAd01,rec_long,9,,,,,
player,201511080min,min,PeteAd01,fumbles,2,,,,,
player,201511080min,min,PeteAd01,fumbles_lost,0,,,,,
player,201511080min,min,AsiaMa00,pass_cmp,0,,,,,
player,201511080min,min,AsiaMa00,pass_att,0,,,,,
player,201511080min,min,AsiaMa00,pass_yds,0,,,,,
player,201511080min,min,AsiaMa00,pass_td,0,,,,,
player,201511080min,min,AsiaMa00,pass_int,0,,,,,
player,201511080min,min,AsiaMa00,pass_sacked,0,,,,,
player,201511080min,min,AsiaMa00,pass_sacked_yds,0,,,,,
player,201511080min,min,AsiaMa00,pass_long,0,,,,,
player,201511080min,min,AsiaMa00,pass_rating,,,,,,
player,201511080min,min,AsiaMa00,rush_att,2,,,,,
player,201511080min,min,AsiaMa00,rush_yds,4,,,,,
player,201511080min,min,AsiaMa00,rush_td,0,,,,,
player,201511080min,min,AsiaMa00,rush_long,2,,,,,
player,201511080min,min,AsiaMa00,targets,0,,,,,
player,201511080min,min,AsiaMa00,rec,0,,,,,
player,201511080min,min,AsiaMa00,rec_yds,0,,,,,
player,201511080min,min,AsiaMa00,rec_td,0,,,,,
player,201511080min,min,AsiaMa00,rec_long,0,,,,,
player,201511080min,min,AsiaMa00,fumbles,0,,,,,
player,201511080min,min,AsiaMa00,fumbles_lost,0,,,,,
player,201511080min,min,DiggSt00,pass_cmp,0,,,,,
player,201511080min,min,DiggSt00,pass_att,0,,,,,
player,201511080min,min,DiggSt00,pass_yds,0,,,,,
player,201511080min,min,DiggSt00,pass_td,0,,,,,
player,201511080min,min,DiggSt00,pass_int,0,,,,,
player,201511080min,min,DiggSt00,pass_sacked,0,,,,,
player,201511080min,min,DiggSt00,pass_sacked_yds,0,,,,,
player,201511080min,min,DiggSt00,pass_long,0,,,,,
player,201511080min,min,DiggSt00,pass_rating,,,,,,
player,201511080min,min,DiggSt00,rush_att,0,,,,,
player,201511080min,min,DiggSt00,rush_yds,0,,,,,
player,201511080min,min,DiggSt00,rush_td,0,,,,,
player,201511080min,min,DiggSt00,rush_long,0,,,,,
player,201511080min,min,DiggSt00,targets,5,,,,,
player,201511080min,min,DiggSt00,rec,3,,,,,
player,201511080min,min,DiggSt00,rec_yds,42,,,,,
player,201511080min,min,DiggSt00,rec_td,0,,,,,
player,201511080min,min,DiggSt00,rec_long,30,,,,,
player,201511080min,min,DiggSt00,fumbles,0,,,,,
player,201511080min,min,DiggSt00,fumbles_lost,0,,,,,
player,201511080min,min,RudoKy00,pass_cmp,0,,,,,
player,201511080min,min,RudoKy00,pass_att,0,,,,,
player,201511080min,min,RudoKy00,pass_yds,0,,,,,
player,201511080min,min,RudoKy00,pass_td,0,,,,,
player,201511080min,min,RudoKy00,pass_int,0,,,,,
player,201511080min,min,RudoKy00,pass_sacked,0,,,,,
player,201511080min,min,RudoKy00,pass_sacked_yds,0,,,,,
player,201511080min,min,RudoKy00,pass_long,0,,,,,
player,201511080min,min,RudoKy00,pass_rating,,,,,,
player,201511080min,min,RudoKy00,rush_att,0,,,,,
player,201511080min,min,RudoKy00,rush_yds,0,,,,,
player,201511080min,min,RudoKy00,rush_td,0,,,,,
player,201511080min,min,RudoKy00,rush_long,0,,,,,
player,201511080min,min,RudoKy00,targets,2,,,,,
player,201511080min,min,RudoKy00,rec,2,,,,,
player,201511080min,min,RudoKy00,rec_yds,30,,,,,
player,201511080min,min,RudoKy00,rec_td,0,,,,,
player,201511080min,min,RudoKy00,rec_long,15,,,,,
player,201511080min,min,RudoKy00,fumbles,0,,,,,
player,201511080min,min,RudoKy00,fumbles_lost,0,,,,,
player,201511080min,min,JohnCh08,pass_cmp,0,,,,,
player,201511080min,min,JohnCh08,pass_att,0,,,,,
player,201511080min,min,JohnCh08,pass_yds,0,,,,,
player,201511080min,min,JohnCh08,pass_td,0,,,,,
player,201511080min,min,JohnCh08,pass_int,0,,,,,
player,201511080min,min,JohnCh08,pass_sacked,0,,,,,
player,201511080min,min,JohnCh08,pass_sacked_yds,0,,,,,
player,201511080min,min,JohnCh08,pass_long,0,,,,,
player,201511080min,min,JohnCh08,pass_rating,,,,,,
player,201511080min,min,JohnCh08,rush_att,0,,,,,
player,201511080min,min,JohnCh08,rush_yds,0,,,,,
player,201511080min,min,JohnCh08,rush_td,0,,,,,
player,201511080min,min,JohnCh08,rush_long,0,,,,,
player,201511080min,min,JohnCh08,targets,2,,,,,
player,201511080min,min,JohnCh08,rec,1,,,,,
player,201511080min,min,JohnCh08,rec_yds,25,,,,,
player,201511080min,min,JohnCh08,rec_td,0,,,,,
player,201511080min,min,JohnCh08,rec_long,25,,,,,
player,201511080min,min,JohnCh08,fumbles,0,,,,,
player,201511080min,min,JohnCh08,fumbles_lost,0,,,,,
player,201511080min,min,WrigJa02,pass_cmp,0,,,,,
player,201511080min,min,WrigJa02,pass_att,0,,,,,
player,201511080min,min,WrigJa02,pass_yds,0,,,,,
player,201511080min,min,WrigJa02,pass_td,0,,,,,
player,201511080min,min,WrigJa02,pass_int,0,,,,,
player,201511080min,min,WrigJa02,pass_sacked,0,,,,,
player,201511080min,min,WrigJa02,pass_sacked_yds,0,,,,,
player,201511080min,min,WrigJa02,pass_long,0,,,,,
player,201511080min,min,WrigJa02,pass_rating,,,,,,
player,201511080min,min,WrigJa02,rush_att,0,,,,,
player,201511080min,min,WrigJa02,rush_yds,0,,,,,
player,201511080min,min,WrigJa02,rush_td,0,,,,,
player,201511080min,min,WrigJa02,rush_long,0,,,,,
player,201511080min,min,WrigJa02,targets,3,,,,,
player,201511080min,min,WrigJa02,rec,1,,,,,
player,201511080min,min,WrigJa02,rec_yds,12,,,,,
player,201511080min,min,WrigJa02,rec_td,0,,,,,
player,201511080min,min,WrigJa02,rec_long,12,,,,,
player,201511080min,min,WrigJa02,fumbles,0,,,,,
player,201511080min,min,WrigJa02,fumbles_lost,0,,,,,
player,201511080min,min,McKiJe00,pass_cmp,0,,,,,
player,201511080min,min,McKiJe00,pass_att,0,,,,,
player,201511080min,min,McKiJe00,pass_yds,0,,,,,
player,201511080min,min,McKiJe00,pass_td,0,,,,,
player,201511080min,min,McKiJe00,pass_int,0,,,,,
player,201511080min,min,McKiJe00,pass_sacked,0,,,,,
player,201511080min,min,McKiJe00,pass_sacked_yds,0,,,,,
player,201511080min,min,McKiJe00,pass_long,0,,,,,
player,201511080min,min,McKiJe00,pass_rating,,,,,,
player,201511080min,min,McKiJe00,rush_att,0,,,,,
player,201511080min,min,McKiJe00,rush_yds,0,,,,,
player,201511080min,min,McKiJe00,rush_td,0,,,,,
player,201511080min,min,McKiJe00,rush_long,0,,,,,
player,201511080min,min,McKiJe00,targets,2,,,,,
player,201511080min,min,McKiJe00,rec,2,,,,,
player,201511080min,min,McKiJe00,rec_yds,11,,,,,
player,201511080min,min,McKiJe00,rec_td,0,,,,,
player,201511080min,min,McKiJe00,rec_long,9,,,,,
player,201511080min,min,McKiJe00,fumbles,0,,,,,
player,201511080min,min,McKiJe00,fumbles_lost,0,,,,,
player,201511080min,min,ElliRh00,pass_cmp,0,,,,,
player,201511080min,min,ElliRh00,pass_att,0,,,,,
player,201511080min,min,ElliRh00,pass_yds,0,,,,,
player,201511080min,min,ElliRh00,pass_td,0,,,,,
player,201511080min,min,ElliRh00,pass_int,0,,,,,
player,201511080min,min,ElliRh00,pass_sacked,0,,,,,
player,201511080min,min,ElliRh00,pass_sacked_yds,0,,,,,
player,201511080min,min,ElliRh00,pass_long,0,,,,,
player,201511080min,min,ElliRh00,pass_rating,,,,,,
player,201511080min,min,ElliRh00,rush_att,0,,,,,
player,201511080min,min,ElliRh00,rush_yds,0,,,,,
player,201511080min,min,ElliRh00,rush_td,0,,,,,
player,201511080min,min,ElliRh00,rush_long,0,,,,,
player,201511080min,min,ElliRh00,targets,3,,,,,
player,201511080min,min,ElliRh00,rec,2,,,,,
player,201511080min,min,ElliRh00,rec_yds,11,,,,,
player,201511080min,min,ElliRh00,rec_td,0,,,,,
player,201511080min,min,ElliRh00,rec_long,6,,,,,
player,201511080min,min,ElliRh00,fumbles,0,,,,,
player,201511080min,min,ElliRh00,fumbles_lost,0,,,,,
player,201511080min,min,PruiMy00,pass_cmp,0,,,,,
player,201511080min,min,PruiMy00,pass_att,0,,,,,
player,201511080min,min,PruiMy00,pass_yds,0,,,,,
player,201511080min,min,PruiMy00,pass_td,0,,,,,
player,201511080min,min,PruiMy00,pass_int,0,,,,,
player,201511080min,min,PruiMy00,pass_sacked,0,,,,,
player,201511080min,min,PruiMy00,pass_sacked_yds,0,,,,,
player,201511080min,min,PruiMy00,pass_long,0,,,,,
player,201511080min,min,PruiMy00,pass_rating,,,,,,
player,201511080min,min,PruiMy00,rush_att,0,,,,,
player,201511080min,min,PruiMy00,rush_yds,0,,,,,
player,201511080min,min,PruiMy00,rush_td,0,,,,,
player,201511080min,min,PruiMy00,rush_long,0,,,,,
player,201511080min,min,PruiMy00,targets,2,,,,,
player,201511080min,min,PruiMy00,rec,1,,,,,
player,201511080min,min,PruiMy00,rec_yds,6,,,,,
player,201511080min,min,PruiMy00,rec_td,0,,,,,
player,201511080min,min,PruiMy00,rec_long,6,,,,,
player,201511080min,min,PruiMy00,fumbles,0,,,,,
player,201511080min,min,PruiMy00,fumbles_lost,0,,,,,
player,201511080min,min,WallMi00,pass_cmp,0,,,,,
player,201511080min,min,WallMi00,pass_att,0,,,,,
player,201511080min,min,WallMi00,pass_yds,0,,,,,
player,201511080min,min,WallMi00,pass_td,0,,,,,
player,201511080min,min,WallMi00,pass_int,0,,,,,
player,201511080min,min,WallMi00,pass_sacked,0,,,,,
player,201511080min,min,WallMi00,pass_sacked_yds,0,,,,,
player,201511080min,min,WallMi00,pass_long,0,,,,,
player,201511080min,min,WallMi00,pass_rating,,,,,,
player,201511080min,min,WallMi00,rush_att,0,,,,,
player,201511080min,min,WallMi00,rush_yds,0,,,,,
player,201511080min,min,WallMi00,rush_td,0,,,,,
player,201511080min,min,WallMi00,rush_long,0,,,,,
player,201511080min,min,WallMi00,targets,6,,,,,
player,201511080min,min,WallMi00,rec,1,,,,,
player,201511080min,min,WallMi00,rec_yds,4,,,,,
player,201511080min,min,WallMi00,rec_td,0,,,,,
player,201511080min,min,WallMi00,rec_long,4,,,,,
player,201511080min,min,WallMi00,fumbles,0,,,,,
player,201511080min,min,WallMi00,fumbles_lost,0,,,,,
player,201511080min,ram,JohnTr05,def_int,1,,,,,
player,201511080min,ram,JohnTr05,def_int_yds,0,,,,,
player,201511080min,ram,JohnTr05,def_int_td,0,,,,,
player,201511080min,ram,JohnTr05,def_int_long,0,,,,,
player,201511080min,ram,JohnTr05,pass_defended,2,,,,,
player,201511080min,ram,JohnTr05,sacks,0.0,,,,,
player,201511080min,ram,JohnTr05,tackles_combined,3,,,,,
player,201511080min,ram,JohnTr05,tackles_solo,3,,,,,
player,201511080min,ram,JohnTr05,tackles_assists,0,,,,,
player,201511080min,ram,JohnTr05,tackles_loss,0,,,,,
player,201511080min,ram,JohnTr05,qb_hits,0,,,,,
player,201511080min,ram,JohnTr05,fumbles_rec,0,,,,,
player,201511080min,ram,JohnTr05,fumbles_rec_yds,0,,,,,
player,201511080min,ram,JohnTr05,fumbles_rec_td,0,,,,,
player,201511080min,ram,JohnTr05,fumbles_forced,0,,,,,
player,201511080min,ram,AlexMa00,def_int,0,,,,,
player,201511080min,ram,AlexMa00,def_int_yds,0,,,,,
player,201511080min,ram,AlexMa00,def_int_td,0,,,,,
