game,2015,5,20151008,201510080htx,clt,"Indianapolis Colts",27,htx,"Houston Texans",20
team,201510080htx,clt,First Downs,22,,,,,,
team,201510080htx,htx,First Downs,24,,,,,,
team,201510080htx,clt,Rush-Yds-TDs,30-110-1,,,,,,
team,201510080htx,htx,Rush-Yds-TDs,28-82-0,,,,,,
team,201510080htx,clt,Cmp-Att-Yd-TD-INT,18-29-213-2-0,,,,,,
team,201510080htx,htx,Cmp-Att-Yd-TD-INT,31-41-362-2-2,,,,,,
team,201510080htx,clt,Sacked-Yards,0-0,,,,,,
team,201510080htx,htx,Sacked-Yards,1-0,,,,,,
team,201510080htx,clt,Net Pass Yards,213,,,,,,
team,201510080htx,htx,Net Pass Yards,362,,,,,,
team,201510080htx,clt,Total Yards,323,,,,,,
team,201510080htx,htx,Total Yards,444,,,,,,
team,201510080htx,clt,Fumbles-Lost,0-0,,,,,,
team,201510080htx,htx,Fumbles-Lost,0-0,,,,,,
team,201510080htx,clt,Turnovers,0,,,,,,
team,201510080htx,htx,Turnovers,2,,,,,,
team,201510080htx,clt,Penalties-Yards,7-65,,,,,,
team,201510080htx,htx,Penalties-Yards,13-125,,,,,,
team,201510080htx,clt,Third Down Conv.,3-11,,,,,,
team,201510080htx,htx,Third Down Conv.,8-16,,,,,,
team,201510080htx,clt,Fourth Down Conv.,1-1,,,,,,
team,201510080htx,htx,Fourth Down Conv.,1-1,,,,,,
team,201510080htx,clt,Time of Possession,27:33,,,,,,
team,201510080htx,htx,Time of Possession,32:27,,,,,,
player,201510080htx,clt,HassMa00,pass_cmp,18,,,,,
player,201510080htx,clt,HassMa00,pass_att,29,,,,,
player,201510080htx,clt,HassMa00,pass_yds,213,,,,,
player,201510080htx,clt,HassMa00,pass_td,2,,,,,
player,201510080htx,clt,HassMa00,pass_int,0,,,,,
player,201510080htx,clt,HassMa00,pass_sacked,0,,,,,
player,201510080htx,clt,HassMa00,pass_sacked_yds,0,,,,,
player,201510080htx,clt,HassMa00,pass_long,43,,,,,
