game,2015,1,20150913,201509130dal,nyg,"New York Giants",26,dal,"Dallas Cowboys",27
player,201509130dal,nyg,MannEl00,rec,0,,,,,
player,201509130dal,nyg,MannEl00,rec_yds,0,,,,,
player,201509130dal,nyg,MannEl00,rec_td,0,,,,,
player,201509130dal,nyg,MannEl00,rec_long,0,,,,,
player,201509130dal,nyg,MannEl00,fumbles,0,,,,,
player,201509130dal,nyg,MannEl00,fumbles_lost,0,,,,,
player,201509130dal,nyg,JennRa00,pass_cmp,0,,,,,
player,201509130dal,nyg,JennRa00,pass_att,0,,,,,
player,201509130dal,nyg,JennRa00,pass_yds,0,,,,,
player,201509130dal,nyg,JennRa00,pass_td,0,,,,,
player,201509130dal,nyg,JennRa00,pass_int,0,,,,,
player,201509130dal,nyg,JennRa00,pass_sacked,0,,,,,
player,201509130dal,nyg,JennRa00,pass_sacked_yds,0,,,,,
player,201509130dal,nyg,JennRa00,pass_long,0,,,,,
player,201509130dal,nyg,JennRa00,pass_rating,,,,,,
player,201509130dal,nyg,JennRa00,rush_att,13,,,,,
player,201509130dal,nyg,JennRa00,rush_yds,52,,,,,
player,201509130dal,nyg,JennRa00,rush_td,1,,,,,
player,201509130dal,nyg,JennRa00,rush_long,27,,,,,
player,201509130dal,nyg,JennRa00,targets,1,,,,,
player,201509130dal,nyg,JennRa00,rec,0,,,,,
player,201509130dal,nyg,JennRa00,rec_yds,0,,,,,
player,201509130dal,nyg,JennRa00,rec_td,0,,,,,
player,201509130dal,nyg,JennRa00,rec_long,0,,,,,
player,201509130dal,nyg,JennRa00,fumbles,0,,,,,
player,201509130dal,nyg,JennRa00,fumbles_lost,0,,,,,
player,201509130dal,nyg,VereSh00,pass_cmp,0,,,,,
player,201509130dal,nyg,VereSh00,pass_att,0,,,,,
player,201509130dal,nyg,VereSh00,pass_yds,0,,,,,
player,201509130dal,nyg,VereSh00,pass_td,0,,,,,
player,201509130dal,nyg,VereSh00,pass_int,0,,,,,
player,201509130dal,nyg,VereSh00,pass_sacked,0,,,,,
player,201509130dal,nyg,VereSh00,pass_sacked_yds,0,,,,,
player,201509130dal,nyg,VereSh00,pass_long,0,,,,,
player,201509130dal,nyg,VereSh00,pass_rating,,,,,,
player,201509130dal,nyg,VereSh00,rush_att,3,,,,,
player,201509130dal,nyg,VereSh00,rush_yds,14,,,,,
player,201509130dal,nyg,VereSh00,rush_td,0,,,,,
player,201509130dal,nyg,VereSh00,rush_long,7,,,,,
player,201509130dal,nyg,VereSh00,targets,5,,,,,
player,201509130dal,nyg,VereSh00,rec,4,,,,,
player,201509130dal,nyg,VereSh00,rec_yds,46,,,,,
player,201509130dal,nyg,VereSh00,rec_td,0,,,,,
player,201509130dal,nyg,VereSh00,rec_long,19,,,,,
player,201509130dal,nyg,VereSh00,fumbles,0,,,,,
player,201509130dal,nyg,VereSh00,fumbles_lost,0,,,,,
player,201509130dal,nyg,WillAn00,pass_cmp,0,,,,,
player,201509130dal,nyg,WillAn00,pass_att,0,,,,,
player,201509130dal,nyg,WillAn00,pass_yds,0,,,,,
player,201509130dal,nyg,WillAn00,pass_td,0,,,,,
player,201509130dal,nyg,WillAn00,pass_int,0,,,,,
player,201509130dal,nyg,WillAn00,pass_sacked,0,,,,,
player,201509130dal,nyg,WillAn00,pass_sacked_yds,0,,,,,
player,201509130dal,nyg,WillAn00,pass_long,0,,,,,
player,201509130dal,nyg,WillAn00,pass_rating,,,,,,
player,201509130dal,nyg,WillAn00,rush_att,6,,,,,
player,201509130dal,nyg,WillAn00,rush_yds,14,,,,,
player,201509130dal,nyg,WillAn00,rush_td,0,,,,,
player,201509130dal,nyg,WillAn00,rush_long,5,,,,,
player,201509130dal,nyg,WillAn00,targets,0,,,,,
player,201509130dal,nyg,WillAn00,rec,0,,,,,
player,201509130dal,nyg,WillAn00,rec_yds,0,,,,,
player,201509130dal,nyg,WillAn00,rec_td,0,,,,,
player,201509130dal,nyg,WillAn00,rec_long,0,,,,,
player,201509130dal,nyg,WillAn00,fumbles,0,,,,,
player,201509130dal,nyg,WillAn00,fumbles_lost,0,,,,,
player,201509130dal,nyg,HarrDw00,pass_cmp,0,,,,,
player,201509130dal,nyg,HarrDw00,pass_att,0,,,,,
player,201509130dal,nyg,HarrDw00,pass_yds,0,,,,,
player,201509130dal,nyg,HarrDw00,pass_td,0,,,,,
player,201509130dal,nyg,HarrDw00,pass_int,0,,,,,
player,201509130dal,nyg,HarrDw00,pass_sacked,0,,,,,
player,201509130dal,nyg,HarrDw00,pass_sacked_yds,0,,,,,
player,201509130dal,nyg,HarrDw00,pass_long,0,,,,,
player,201509130dal,nyg,HarrDw00,pass_rating,,,,,,
player,201509130dal,nyg,HarrDw00,rush_att,1,,,,,
player,201509130dal,nyg,HarrDw00,rush_yds,11,,,,,
player,201509130dal,nyg,HarrDw00,rush_td,0,,,,,
player,201509130dal,nyg,HarrDw00,rush_long,11,,,,,
player,201509130dal,nyg,HarrDw00,targets,0,,,,,
player,201509130dal,nyg,HarrDw00,rec,0,,,,,
player,201509130dal,nyg,HarrDw00,rec_yds,0,,,,,
player,201509130dal,nyg,HarrDw00,rec_td,0,,,,,
player,201509130dal,nyg,HarrDw00,rec_long,0,,,,,
player,201509130dal,nyg,HarrDw00,fumbles,0,,,,,
player,201509130dal,nyg,HarrDw00,fumbles_lost,0,,,,,
player,201509130dal,nyg,BeckOd00,pass_cmp,0,,,,,
player,201509130dal,nyg,BeckOd00,pass_att,0,,,,,
player,201509130dal,nyg,BeckOd00,pass_yds,0,,,,,
player,201509130dal,nyg,BeckOd00,pass_td,0,,,,,
player,201509130dal,nyg,BeckOd00,pass_int,0,,,,,
player,201509130dal,nyg,BeckOd00,pass_sacked,0,,,,,
player,201509130dal,nyg,BeckOd00,pass_sacked_yds,0,,,,,
player,201509130dal,nyg,BeckOd00,pass_long,0,,,,,
player,201509130dal,nyg,BeckOd00,pass_rating,,,,,,
player,201509130dal,nyg,BeckOd00,rush_att,0,,,,,
player,201509130dal,nyg,BeckOd00,rush_yds,0,,,,,
player,201509130dal,nyg,BeckOd00,rush_td,0,,,,,
player,201509130dal,nyg,BeckOd00,rush_long,0,,,,,
player,201509130dal,nyg,BeckOd00,targets,8,,,,,
player,201509130dal,nyg,BeckOd00,rec,5,,,,,
player,201509130dal,nyg,BeckOd00,rec_yds,44,,,,,
player,201509130dal,nyg,BeckOd00,rec_td,0,,,,,
player,201509130dal,nyg,BeckOd00,rec_long,16,,,,,
player,201509130dal,nyg,BeckOd00,fumbles,0,,,,,
player,201509130dal,nyg,BeckOd00,fumbles_lost,0,,,,,
player,201509130dal,nyg,FellDa00,pass_cmp,0,,,,,
player,201509130dal,nyg,FellDa00,pass_att,0,,,,,
player,201509130dal,nyg,FellDa00,pass_yds,0,,,,,
player,201509130dal,nyg,FellDa00,pass_td,0,,,,,
player,201509130dal,nyg,FellDa00,pass_int,0,,,,,
player,201509130dal,nyg,FellDa00,pass_sacked,0,,,,,
player,201509130dal,nyg,FellDa00,pass_sacked_yds,0,,,,,
player,201509130dal,nyg,FellDa00,pass_long,0,,,,,
player,201509130dal,nyg,FellDa00,pass_rating,,,,,,
player,201509130dal,nyg,FellDa00,rush_att,0,,,,,
player,201509130dal,nyg,FellDa00,rush_yds,0,,,,,
player,201509130dal,nyg,FellDa00,rush_td,0,,,,,
player,201509130dal,nyg,FellDa00,rush_long,0,,,,,
player,201509130dal,nyg,FellDa00,targets,4,,,,,
player,201509130dal,nyg,FellDa00,rec,3,,,,,
player,201509130dal,nyg,FellDa00,rec_yds,33,,,,,
player,201509130dal,nyg,FellDa00,rec_td,0,,,,,
player,201509130dal,nyg,FellDa00,rec_long,13,,,,,
player,201509130dal,nyg,FellDa00,fumbles,0,,,,,
player,201509130dal,nyg,FellDa00,fumbles_lost,0,,,,,
player,201509130dal,nyg,ParkPr00,pass_cmp,0,,,,,
player,201509130dal,nyg,ParkPr00,pass_att,0,,,,,
player,201509130dal,nyg,ParkPr00,pass_yds,0,,,,,
player,201509130dal,nyg,ParkPr00,pass_td,0,,,,,
player,201509130dal,nyg,ParkPr00,pass_int,0,,,,,
player,201509130dal,nyg,ParkPr00,pass_sacked,0,,,,,
player,201509130dal,nyg,ParkPr00,pass_sacked_yds,0,,,,,
player,201509130dal,nyg,ParkPr00,pass_long,0,,,,,
player,201509130dal,nyg,ParkPr00,pass_rating,,,,,,
player,201509130dal,nyg,ParkPr00,rush_att,0,,,,,
player,201509130dal,nyg,ParkPr00,rush_yds,0,,,,,
player,201509130dal,nyg,ParkPr00,rush_td,0,,,,,
player,201509130dal,nyg,ParkPr00,rush_long,0,,,,,
player,201509130dal,nyg,ParkPr00,targets,6,,,,,
player,201509130dal,nyg,ParkPr00,rec,2,,,,,
player,201509130dal,nyg,ParkPr00,rec_yds,26,,,,,
player,201509130dal,nyg,ParkPr00,rec_td,0,,,,,
player,201509130dal,nyg,ParkPr00,rec_long,15,,,,,
player,201509130dal,nyg,ParkPr00,fumbles,0,,,,,
player,201509130dal,nyg,ParkPr00,fumbles_lost,0,,,,,
player,201509130dal,nyg,RandRu00,pass_cmp,0,,,,,
player,201509130dal,nyg,RandRu00,pass_att,0,,,,,
player,201509130dal,nyg,RandRu00,pass_yds,0,,,,,
player,201509130dal,nyg,RandRu00,pass_td,0,,,,,
player,201509130dal,nyg,RandRu00,pass_int,0,,,,,
player,201509130dal,nyg,RandRu00,pass_sacked,0,,,,,
player,201509130dal,nyg,RandRu00,pass_sacked_yds,0,,,,,
player,201509130dal,nyg,RandRu00,pass_long,0,,,,,
player,201509130dal,nyg,RandRu00,pass_rating,,,,,,
player,201509130dal,nyg,RandRu00,rush_att,0,,,,,
player,201509130dal,nyg,RandRu00,rush_yds,0,,,,,
player,201509130dal,nyg,RandRu00,rush_td,0,,,,,
player,201509130dal,nyg,RandRu00,rush_long,0,,,,,
player,201509130dal,nyg,RandRu00,targets,5,,,,,
player,201509130dal,nyg,RandRu00,rec,3,,,,,
player,201509130dal,nyg,RandRu00,rec_yds,23,,,,,
player,201509130dal,nyg,RandRu00,rec_td,0,,,,,
player,201509130dal,nyg,RandRu00,rec_long,16,,,,,
player,201509130dal,nyg,RandRu00,fumbles,0,,,,,
player,201509130dal,nyg,RandRu00,fumbles_lost,0,,,,,
player,201509130dal,nyg,DonnLa00,pass_cmp,0,,,,,
player,201509130dal,nyg,DonnLa00,pass_att,0,,,,,
player,201509130dal,nyg,DonnLa00,pass_yds,0,,,,,
player,201509130dal,nyg,DonnLa00,pass_td,0,,,,,
player,201509130dal,nyg,DonnLa00,pass_int,0,,,,,
player,201509130dal,nyg,DonnLa00,pass_sacked,0,,,,,
player,201509130dal,nyg,DonnLa00,pass_sacked_yds,0,,,,,
player,201509130dal,nyg,DonnLa00,pass_long,0,,,,,
player,201509130dal,nyg,DonnLa00,pass_rating,,,,,,
player,201509130dal,nyg,DonnLa00,rush_att,0,,,,,
player,201509130dal,nyg,DonnLa00,rush_yds,0,,,,,
player,201509130dal,nyg,DonnLa00,rush_td,0,,,,,
player,201509130dal,nyg,DonnLa00,rush_long,0,,,,,
player,201509130dal,nyg,DonnLa00,targets,4,,,,,
player,201509130dal,nyg,DonnLa00,rec,3,,,,,
player,201509130dal,nyg,DonnLa00,rec_yds,21,,,,,
player,201509130dal,nyg,DonnLa00,rec_td,0,,,,,
player,201509130dal,nyg,DonnLa00,rec_long,8,,,,,
player,201509130dal,nyg,DonnLa00,fumbles,0,,,,,
player,201509130dal,nyg,DonnLa00,fumbles_lost,0,,,,,
player,201509130dal,dal,RomoTo00,pass_cmp,36,,,,,
player,201509130dal,dal,RomoTo00,pass_att,45,,,,,
player,201509130dal,dal,RomoTo00,pass_yds,356,,,,,
player,201509130dal,dal,RomoTo00,pass_td,3,,,,,
player,201509130dal,dal,RomoTo00,pass_int,2,,,,,
player,201509130dal,dal,RomoTo00,pass_sacked,0,,,,,
player,201509130dal,dal,RomoTo00,pass_sacked_yds,0,,,,,
player,201509130dal,dal,RomoTo00,pass_long,25,,,,,
player,201509130dal,dal,RomoTo00,pass_rating,103.3,,,,,
player,201509130dal,dal,RomoTo00,rush_att,1,,,,,
player,201509130dal,dal,RomoTo00,rush_yds,-1,,,,,
player,201509130dal,dal,RomoTo00,rush_td,0,,,,,
player,201509130dal,dal,RomoTo00,rush_long,-1,,,,,
player,201509130dal,dal,RomoTo00,targets,0,,,,,
player,201509130dal,dal,RomoTo00,rec,0,,,,,
player,201509130dal,dal,RomoTo00,rec_yds,0,,,,,
player,201509130dal,dal,RomoTo00,rec_td,0,,,,,
player,201509130dal,dal,RomoTo00,rec_long,0,,,,,
player,201509130dal,dal,RomoTo00,fumbles,0,,,,,
player,201509130dal,dal,RomoTo00,fumbles_lost,0,,,,,
player,201509130dal,dal,RandJo01,pass_cmp,0,,,,,
player,201509130dal,dal,RandJo01,pass_att,0,,,,,
player,201509130dal,dal,RandJo01,pass_yds,0,,,,,
player,201509130dal,dal,RandJo01,pass_td,0,,,,,
player,201509130dal,dal,RandJo01,pass_int,0,,,,,
player,201509130dal,dal,RandJo01,pass_sacked,0,,,,,
player,201509130dal,dal,RandJo01,pass_sacked_yds,0,,,,,
player,201509130dal,dal,RandJo01,pass_long,0,,,,,
player,201509130dal,dal,RandJo01,pass_rating,,,,,,
player,201509130dal,dal,RandJo01,rush_att,16,,,,,
player,201509130dal,dal,RandJo01,rush_yds,65,,,,,
player,201509130dal,dal,RandJo01,rush_td,0,,,,,
player,201509130dal,dal,RandJo01,rush_long,15,,,,,
player,201509130dal,dal,RandJo01,targets,3,,,,,
player,201509130dal,dal,RandJo01,rec,3,,,,,
player,201509130dal,dal,RandJo01,rec_yds,42,,,,,
player,201509130dal,dal,RandJo01,rec_td,0,,,,,
player,201509130dal,dal,RandJo01,rec_long,25,,,,,
player,201509130dal,dal,RandJo01,fumbles,1,,,,,
player,201509130dal,dal,RandJo01,fumbles_lost,0,,,,,
player,201509130dal,dal,McFaDa00,pass_cmp,0,,,,,
player,201509130dal,dal,McFaDa00,pass_att,0,,,,,
player,201509130dal,dal,McFaDa00,pass_yds,0,,,,,
player,201509130dal,dal,McFaDa00,pass_td,0,,,,,
player,201509130dal,dal,McFaDa00,pass_int,0,,,,,
player,201509130dal,dal,McFaDa00,pass_sacked,0,,,,,
player,201509130dal,dal,McFaDa00,pass_sacked_yds,0,,,,,
player,201509130dal,dal,McFaDa00,pass_long,0,,,,,
player,201509130dal,dal,McFaDa00,pass_rating,,,,,,
player,201509130dal,dal,McFaDa00,rush_att,6,,,,,
player,201509130dal,dal,McFaDa00,rush_yds,16,,,,,
player,201509130dal,dal,McFaDa00,rush_td,0,,,,,
player,201509130dal,dal,McFaDa00,rush_long,8,,,,,
player,201509130dal,dal,McFaDa00,targets,1,,,,,
player,201509130dal,dal,McFaDa00,rec,1,,,,,
player,201509130dal,dal,McFaDa00,rec_yds,19,,,,,
player,201509130dal,dal,McFaDa00,rec_td,0,,,,,
player,201509130dal,dal,McFaDa00,rec_long,19,,,,,
player,201509130dal,dal,McFaDa00,fumbles,0,,,,,
player,201509130dal,dal,McFaDa00,fumbles_lost,0,,,,,
player,201509130dal,dal,DunbLa00,pass_cmp,0,,,,,
player,201509130dal,dal,DunbLa00,pass_att,0,,,,,
player,201509130dal,dal,DunbLa00,pass_yds,0,,,,,
player,201509130dal,dal,DunbLa00,pass_td,0,,,,,
player,201509130dal,dal,DunbLa00,pass_int,0,,,,,
player,201509130dal,dal,DunbLa00,pass_sacked,0,,,,,
player,201509130dal,dal,DunbLa00,pass_sacked_yds,0,,,,,
player,201509130dal,dal,DunbLa00,pass_long,0,,,,,
player,201509130dal,dal,DunbLa00,pass_rating,,,,,,
player,201509130dal,dal,DunbLa00,rush_att,0,,,,,
player,201509130dal,dal,DunbLa00,rush_yds,0,,,,,
player,201509130dal,dal,DunbLa00,rush_td,0,,,,,
player,201509130dal,dal,DunbLa00,rush_long,0,,,,,
player,201509130dal,dal,DunbLa00,targets,8,,,,,
player,201509130dal,dal,DunbLa00,rec,8,,,,,
player,201509130dal,dal,DunbLa00,rec_yds,70,,,,,
player,201509130dal,dal,DunbLa00,rec_td,0,,,,,
player,201509130dal,dal,DunbLa00,rec_long,24,,,,,
player,201509130dal,dal,DunbLa00,fumbles,0,,,,,
player,201509130dal,dal,DunbLa00,fumbles_lost,0,,,,,
player,201509130dal,dal,WillTe01,pass_cmp,0,,,,,
player,201509130dal,dal,WillTe01,pass_att,0,,,,,
player,201509130dal,dal,WillTe01,pass_yds,0,,,,,
player,201509130dal,dal,WillTe01,pass_td,0,,,,,
player,201509130dal,dal,WillTe01,pass_int,0,,,,,
player,201509130dal,dal,WillTe01,pass_sacked,0,,,,,
player,201509130dal,dal,WillTe01,pass_sacked_yds,0,,,,,
player,201509130dal,dal,WillTe01,pass_long,0,,,,,
player,201509130dal,dal,WillTe01,pass_rating,,,,,,
player,201509130dal,dal,WillTe01,rush_att,0,,,,,
player,201509130dal,dal,WillTe01,rush_yds,0,,,,,
player,201509130dal,dal,WillTe01,rush_td,0,,,,,
player,201509130dal,dal,WillTe01,rush_long,0,,,,,
player,201509130dal,dal,WillTe01,targets,8,,,,,
player,201509130dal,dal,WillTe01,rec,5,,,,,
player,201509130dal,dal,WillTe01,rec_yds,60,,,,,
player,201509130dal,dal,WillTe01,rec_td,0,,,,,
player,201509130dal,dal,WillTe01,rec_long,21,,,,,
player,201509130dal,dal,WillTe01,fumbles,0,,,,,
player,201509130dal,dal,WillTe01,fumbles_lost,0,,,,,
player,201509130dal,dal,WittJa00,pass_cmp,0,,,,,
player,201509130dal,dal,WittJa00,pass_att,0,,,,,
player,201509130dal,dal,WittJa00,pass_yds,0,,,,,
player,201509130dal,dal,WittJa00,pass_td,0,,,,,
player,201509130dal,dal,WittJa00,pass_int,0,,,,,
player,201509130dal,dal,WittJa00,pass_sacked,0,,,,,
player,201509130dal,dal,WittJa00,pass_sacked_yds,0,,,,,
player,201509130dal,dal,WittJa00,pass_long,0,,,,,
player,201509130dal,dal,WittJa00,pass_rating,,,,,,
player,201509130dal,dal,WittJa00,rush_att,0,,,,,
player,201509130dal,dal,WittJa00,rush_yds,0,,,,,
player,201509130dal,dal,WittJa00,rush_td,0,,,,,
player,201509130dal,dal,WittJa00,rush_long,0,,,,,
player,201509130dal,dal,WittJa00,targets,9,,,,,
player,201509130dal,dal,WittJa00,rec,8,,,,,
player,201509130dal,dal,WittJa00,rec_yds,60,,,,,
player,201509130dal,dal,WittJa00,rec_td,2,,,,,
player,201509130dal,dal,WittJa00,rec_long,15,,,,,
player,201509130dal,dal,WittJa00,fumbles,0,,,,,
player,201509130dal,dal,WittJa00,fumbles_lost,0,,,,,
player,201509130dal,dal,BeasCo00,pass_cmp,0,,,,,
player,201509130dal,dal,BeasCo00,pass_att,0,,,,,
player,201509130dal,dal,BeasCo00,pass_yds,0,,,,,
player,201509130dal,dal,BeasCo00,pass_td,0,,,,,
player,201509130dal,dal,BeasCo00,pass_int,0,,,,,
player,201509130dal,dal,BeasCo00,pass_sacked,0,,,,,
player,201509130dal,dal,BeasCo00,pass_sacked_yds,0,,,,,
player,201509130dal,dal,BeasCo00,pass_long,0,,,,,
player,201509130dal,dal,BeasCo00,pass_rating,,,,,,
player,201509130dal,dal,BeasCo00,rush_att,0,,,,,
player,201509130dal,dal,BeasCo00,rush_yds,0,,,,,
player,201509130dal,dal,BeasCo00,rush_td,0,,,,,
player,201509130dal,dal,BeasCo00,rush_long,0,,,,,
player,201509130dal,dal,BeasCo00,targets,6,,,,,
player,201509130dal,dal,BeasCo00,rec,4,,,,,
player,201509130dal,dal,BeasCo00,rec_yds,49,,,,,
player,201509130dal,dal,BeasCo00,rec_td,0,,,,,
player,201509130dal,dal,BeasCo00,rec_long,16,,,,,
player,201509130dal,dal,BeasCo00,fumbles,1,,,,,
player,201509130dal,dal,BeasCo00,fumbles_lost,1,,,,,
player,201509130dal,dal,BryaDe01,pass_cmp,0,,,,,
player,201509130dal,dal,BryaDe01,pass_att,0,,,,,
player,201509130dal,dal,BryaDe01,pass_yds,0,,,,,
player,201509130dal,dal,BryaDe01,pass_td,0,,,,,
player,201509130dal,dal,BryaDe01,pass_int,0,,,,,
player,201509130dal,dal,BryaDe01,pass_sacked,0,,,,,
player,201509130dal,dal,BryaDe01,pass_sacked_yds,0,,,,,
player,201509130dal,dal,BryaDe01,pass_long,0,,,,,
player,201509130dal,dal,BryaDe01,pass_rating,,,,,,
player,201509130dal,dal,BryaDe01,rush_att,0,,,,,
player,201509130dal,dal,BryaDe01,rush_yds,0,,,,,
player,201509130dal,dal,BryaDe01,rush_td,0,,,,,
player,201509130dal,dal,BryaDe01,rush_long,0,,,,,
player,201509130dal,dal,BryaDe01,targets,7,,,,,
player,201509130dal,dal,BryaDe01,rec,5,,,,,
player,201509130dal,dal,BryaDe01,rec_yds,48,,,,,
player,201509130dal,dal,BryaDe01,rec_td,0,,,,,
player,201509130dal,dal,BryaDe01,rec_long,18,,,,,
player,201509130dal,dal,BryaDe01,fumbles,0,,,,,
player,201509130dal,dal,BryaDe01,fumbles_lost,0,,,,,
player,201509130dal,dal,EscoGa00,pass_cmp,0,,,,,
player,201509130dal,dal,EscoGa00,pass_att,0,,,,,
player,201509130dal,dal,EscoGa00,pass_yds,0,,,,,
player,201509130dal,dal,EscoGa00,pass_td,0,,,,,
player,201509130dal,dal,EscoGa00,pass_int,0,,,,,
player,201509130dal,dal,EscoGa00,pass_sacked,0,,,,,
player,201509130dal,dal,EscoGa00,pass_sacked_yds,0,,,,,
player,201509130dal,dal,EscoGa00,pass_long,0,,,,,
player,201509130dal,dal,EscoGa00,pass_rating,,,,,,
player,201509130dal,dal,EscoGa00,rush_att,0,,,,,
player,201509130dal,dal,EscoGa00,rush_yds,0,,,,,
player,201509130dal,dal,EscoGa00,rush_td,0,,,,,
player,201509130dal,dal,EscoGa00,rush_long,0,,,,,
player,201509130dal,dal,EscoGa00,targets,2,,,,,
player,201509130dal,dal,EscoGa00,rec,2,,,,,
player,201509130dal,dal,EscoGa00,rec_yds,8,,,,,
player,201509130dal,dal,EscoGa00,rec_td,1,,,,,
player,201509130dal,dal,EscoGa00,rec_long,6,,,,,
player,201509130dal,dal,EscoGa00,fumbles,0,,,,,
player,201509130dal,dal,EscoGa00,fumbles_lost,0,,,,,
player,201509130dal,dal,StreDe00,pass_cmp,0,,,,,
player,201509130dal,dal,StreDe00,pass_att,0,,,,,
player,201509130dal,dal,StreDe00,pass_yds,0,,,,,
player,201509130dal,dal,StreDe00,pass_td,0,,,,,
player,201509130dal,dal,StreDe00,pass_int,0,,,,,
player,201509130dal,dal,StreDe00,pass_sacked,0,,,,,
player,201509130dal,dal,StreDe00,pass_sacked_yds,0,,,,,
player,201509130dal,dal,StreDe00,pass_long,0,,,,,
player,201509130dal,dal,StreDe00,pass_rating,,,,,,
player,201509130dal,dal,StreDe00,rush_att,0,,,,,
player,201509130dal,dal,StreDe00,rush_yds,0,,,,,
player,201509130dal,dal,StreDe00,rush_td,0,,,,,
player,201509130dal,dal,StreDe00,rush_long,0,,,,,
player,201509130dal,dal,StreDe00,targets,1,,,,,
player,201509130dal,dal,StreDe00,rec,0,,,,,
player,201509130dal,dal,StreDe00,rec_yds,0,,,,,
player,201509130dal,dal,StreDe00,rec_td,0,,,,,
player,201509130dal,dal,StreDe00,rec_long,0,,,,,
player,201509130dal,dal,StreDe00,fumbles,0,,,,,
player,201509130dal,dal,StreDe00,fumbles_lost,0,,,,,
player,201509130dal,nyg,UngaUa00,def_int,1,,,,,
player,201509130dal,nyg,UngaUa00,def_int_yds,1,,,,,
player,201509130dal,nyg,UngaUa00,def_int_td,0,,,,,
player,201509130dal,nyg,UngaUa00,def_int_long,1,,,,,
player,201509130dal,nyg,UngaUa00,pass_defended,1,,,,,
player,201509130dal,nyg,UngaUa00,sacks,0.0,,,,,
player,201509130dal,nyg,UngaUa00,tackles_combined,12,,,,,
player,201509130dal,nyg,UngaUa00,tackles_solo,10,,,,,
player,201509130dal,nyg,UngaUa00,tackles_assists,2,,,,,
player,201509130dal,nyg,UngaUa00,tackles_loss,,,,,,
player,201509130dal,nyg,UngaUa00,qb_hits,,,,,,
player,201509130dal,nyg,UngaUa00,fumbles_rec,0,,,,,
player,201509130dal,nyg,UngaUa00,fumbles_rec_yds,0,,,,,
player,201509130dal,nyg,UngaUa00,fumbles_rec_td,0,,,,,
player,201509130dal,nyg,UngaUa00,fumbles_forced,0,,,,,
player,201509130dal,nyg,McBrTr99,def_int,1,,,,,
player,201509130dal,nyg,McBrTr99,def_int_yds,19,,,,,
player,201509130dal,nyg,McBrTr99,def_int_td,0,,,,,
player,201509130dal,nyg,McBrTr99,def_int_long,19,,,,,
player,201509130dal,nyg,McBrTr99,pass_defended,1,,,,,
player,201509130dal,nyg,McBrTr99,sacks,0.0,,,,,
player,201509130dal,nyg,McBrTr99,tackles_combined,4,,,,,
player,201509130dal,nyg,McBrTr99,tackles_solo,4,,,,,
player,201509130dal,nyg,McBrTr99,tackles_assists,0,,,,,
player,201509130dal,nyg,McBrTr99,tackles_loss,0,,,,,
player,201509130dal,nyg,McBrTr99,qb_hits,0,,,,,
player,201509130dal,nyg,McBrTr99,fumbles_rec,0,,,,,
player,201509130dal,nyg,McBrTr99,fumbles_rec_yds,0,,,,,
