game,2015,7,20151025,201510250det,min,"Minnesota Vikings",28,det,"Detroit Lions",19
team,201510250det,min,First Downs,25,,,,,,
team,201510250det,det,First Downs,14,,,,,,
team,201510250det,min,Rush-Yds-TDs,35-140-0,,,,,,
team,201510250det,det,Rush-Yds-TDs,17-77-0,,,,,,
team,201510250det,min,Cmp-Att-Yd-TD-INT,25-35-316-2-0,,,,,,
team,201510250det,det,Cmp-Att-Yd-TD-INT,18-26-256-2-0,,,,,,
team,201510250det,min,Sacked-Yards,4-31,,,,,,
team,201510250det,det,Sacked-Yards,7-59,,,,,,
team,201510250det,min,Net Pass Yards,285,,,,,,
team,201510250det,det,Net Pass Yards,197,,,,,,
team,201510250det,min,Total Yards,425,,,,,,
team,201510250det,det,Total Yards,274,,,,,,
team,201510250det,min,Fumbles-Lost,2-1,,,,,,
team,201510250det,det,Fumbles-Lost,0-0,,,,,,
team,201510250det,min,Turnovers,1,,,,,,
team,201510250det,det,Turnovers,0,,,,,,
team,201510250det,min,Penalties-Yards,3-31,,,,,,
team,201510250det,det,Penalties-Yards,5-30,,,,,,
team,201510250det,min,Third Down Conv.,5-13,,,,,,
team,201510250det,det,Third Down Conv.,1-10,,,,,,
team,201510250det,min,Fourth Down Conv.,0-1,,,,,,
team,201510250det,det,Fourth Down Conv.,0-2,,,,,,
team,201510250det,min,Time of Possession,36:27,,,,,,
team,201510250det,det,Time of Possession,23:33,,,,,,
player,201510250det,min,BridTe00,pass_cmp,25,,,,,
player,201510250det,min,BridTe00,pass_att,35,,,,,
player,201510250det,min,BridTe00,pass_yds,316,,,,,
player,201510250det,min,BridTe00,pass_td,2,,,,,
player,201510250det,min,BridTe00,pass_int,0,,,,,
player,201510250det,min,BridTe00,pass_sacked,4,,,,,
player,201510250det,min,BridTe00,pass_sacked_yds,31,,,,,
player,201510250det,min,BridTe00,pass_long,49,,,,,
player,201510250det,min,BridTe00,pass_rating,118.3,,,,,
player,201510250det,min,BridTe00,rush_att,3,,,,,
player,201510250det,min,BridTe00,rush_yds,1,,,,,
player,201510250det,min,BridTe00,rush_td,0,,,,,
player,201510250det,min,BridTe00,rush_long,2,,,,,
player,201510250det,min,BridTe00,targets,0,,,,,
player,201510250det,min,BridTe00,rec,0,,,,,
player,201510250det,min,BridTe00,rec_yds,0,,,,,
player,201510250det,min,BridTe00,rec_td,0,,,,,
player,201510250det,min,BridTe00,rec_long,0,,,,,
player,201510250det,min,BridTe00,fumbles,2,,,,,
player,201510250det,min,BridTe00,fumbles_lost,1,,,,,
player,201510250det,min,PeteAd01,pass_cmp,0,,,,,
player,201510250det,min,PeteAd01,pass_att,0,,,,,
player,201510250det,min,PeteAd01,pass_yds,0,,,,,
player,201510250det,min,PeteAd01,pass_td,0,,,,,
player,201510250det,min,PeteAd01,pass_int,0,,,,,
player,201510250det,min,PeteAd01,pass_sacked,0,,,,,
player,201510250det,min,PeteAd01,pass_sacked_yds,0,,,,,
player,201510250det,min,PeteAd01,pass_long,0,,,,,
player,201510250det,min,PeteAd01,pass_rating,,,,,,
player,201510250det,min,PeteAd01,rush_att,19,,,,,
player,201510250det,min,PeteAd01,rush_yds,98,,,,,
player,201510250det,min,PeteAd01,rush_td,0,,,,,
player,201510250det,min,PeteAd01,rush_long,75,,,,,
player,201510250det,min,PeteAd01,targets,3,,,,,
player,201510250det,min,PeteAd01,rec,3,,,,,
player,201510250det,min,PeteAd01,rec_yds,12,,,,,
player,201510250det,min,PeteAd01,rec_td,0,,,,,
player,201510250det,min,PeteAd01,rec_long,11,,,,,
player,201510250det,min,PeteAd01,fumbles,0,,,,,
player,201510250det,min,PeteAd01,fumbles_lost,0,,,,,
player,201510250det,min,McKiJe00,pass_cmp,0,,,,,
player,201510250det,min,McKiJe00,pass_att,0,,,,,
player,201510250det,min,McKiJe00,pass_yds,0,,,,,
player,201510250det,min,McKiJe00,pass_td,0,,,,,
player,201510250det,min,McKiJe00,pass_int,0,,,,,
player,201510250det,min,McKiJe00,pass_sacked,0,,,,,
player,201510250det,min,McKiJe00,pass_sacked_yds,0,,,,,
player,201510250det,min,McKiJe00,pass_long,0,,,,,
player,201510250det,min,McKiJe00,pass_rating,,,,,,
player,201510250det,min,McKiJe00,rush_att,9,,,,,
player,201510250det,min,McKiJe00,rush_yds,36,,,,,
player,201510250det,min,McKiJe00,rush_td,0,,,,,
player,201510250det,min,McKiJe00,rush_long,9,,,,,
player,201510250det,min,McKiJe00,targets,1,,,,,
player,201510250det,min,McKiJe00,rec,1,,,,,
player,201510250det,min,McKiJe00,rec_yds,1,,,,,
player,201510250det,min,McKiJe00,rec_td,0,,,,,
player,201510250det,min,McKiJe00,rec_long,1,,,,,
player,201510250det,min,McKiJe00,fumbles,0,,,,,
player,201510250det,min,McKiJe00,fumbles_lost,0,,,,,
player,201510250det,min,DiggSt00,pass_cmp,0,,,,,
player,201510250det,min,DiggSt00,pass_att,0,,,,,
player,201510250det,min,DiggSt00,pass_yds,0,,,,,
player,201510250det,min,DiggSt00,pass_td,0,,,,,
player,201510250det,min,DiggSt00,pass_int,0,,,,,
player,201510250det,min,DiggSt00,pass_sacked,0,,,,,
player,201510250det,min,DiggSt00,pass_sacked_yds,0,,,,,
player,201510250det,min,DiggSt00,pass_long,0,,,,,
player,201510250det,min,DiggSt00,pass_rating,,,,,,
player,201510250det,min,DiggSt00,rush_att,1,,,,,
player,201510250det,min,DiggSt00,rush_yds,9,,,,,
player,201510250det,min,DiggSt00,rush_td,0,,,,,
player,201510250det,min,DiggSt00,rush_long,9,,,,,
player,201510250det,min,DiggSt00,targets,9,,,,,
player,201510250det,min,DiggSt00,rec,6,,,,,
player,201510250det,min,DiggSt00,rec_yds,108,,,,,
player,201510250det,min,DiggSt00,rec_td,1,,,,,
player,201510250det,min,DiggSt00,rec_long,36,,,,,
player,201510250det,min,DiggSt00,fumbles,0,,,,,
player,201510250det,min,DiggSt00,fumbles_lost,0,,,,,
player,201510250det,min,LineZa01,pass_cmp,0,,,,,
player,201510250det,min,LineZa01,pass_att,0,,,,,
player,201510250det,min,LineZa01,pass_yds,0,,,,,
player,201510250det,min,LineZa01,pass_td,0,,,,,
player,201510250det,min,LineZa01,pass_int,0,,,,,
player,201510250det,min,LineZa01,pass_sacked,0,,,,,
player,201510250det,min,LineZa01,pass_sacked_yds,0,,,,,
player,201510250det,min,LineZa01,pass_long,0,,,,,
player,201510250det,min,LineZa01,pass_rating,,,,,,
player,201510250det,min,LineZa01,rush_att,2,,,,,
player,201510250det,min,LineZa01,rush_yds,2,,,,,
player,201510250det,min,LineZa01,rush_td,0,,,,,
player,201510250det,min,LineZa01,rush_long,2,,,,,
player,201510250det,min,LineZa01,targets,1,,,,,
player,201510250det,min,LineZa01,rec,1,,,,,
player,201510250det,min,LineZa01,rec_yds,49,,,,,
player,201510250det,min,LineZa01,rec_td,0,,,,,
player,201510250det,min,LineZa01,rec_long,49,,,,,
player,201510250det,min,LineZa01,fumbles,0,,,,,
player,201510250det,min,LineZa01,fumbles_lost,0,,,,,
player,201510250det,min,WallMi00,pass_cmp,0,,,,,
player,201510250det,min,WallMi00,pass_att,0,,,,,
player,201510250det,min,WallMi00,pass_yds,0,,,,,
player,201510250det,min,WallMi00,pass_td,0,,,,,
player,201510250det,min,WallMi00,pass_int,0,,,,,
player,201510250det,min,WallMi00,pass_sacked,0,,,,,
player,201510250det,min,WallMi00,pass_sacked_yds,0,,,,,
player,201510250det,min,WallMi00,pass_long,0,,,,,
player,201510250det,min,WallMi00,pass_rating,,,,,,
player,201510250det,min,WallMi00,rush_att,0,,,,,
player,201510250det,min,WallMi00,rush_yds,0,,,,,
player,201510250det,min,WallMi00,rush_td,0,,,,,
player,201510250det,min,WallMi00,rush_long,0,,,,,
player,201510250det,min,WallMi00,targets,5,,,,,
player,201510250det,min,WallMi00,rec,4,,,,,
player,201510250det,min,WallMi00,rec_yds,36,,,,,
player,201510250det,min,WallMi00,rec_td,0,,,,,
player,201510250det,min,WallMi00,rec_long,17,,,,,
player,201510250det,min,WallMi00,fumbles,0,,,,,
player,201510250det,min,WallMi00,fumbles_lost,0,,,,,
player,201510250det,min,WrigJa02,pass_cmp,0,,,,,
player,201510250det,min,WrigJa02,pass_att,0,,,,,
player,201510250det,min,WrigJa02,pass_yds,0,,,,,
player,201510250det,min,WrigJa02,pass_td,0,,,,,
player,201510250det,min,WrigJa02,pass_int,0,,,,,
player,201510250det,min,WrigJa02,pass_sacked,0,,,,,
player,201510250det,min,WrigJa02,pass_sacked_yds,0,,,,,
player,201510250det,min,WrigJa02,pass_long,0,,,,,
player,201510250det,min,WrigJa02,pass_rating,,,,,,
player,201510250det,min,WrigJa02,rush_att,0,,,,,
player,201510250det,min,WrigJa02,rush_yds,0,,,,,
player,201510250det,min,WrigJa02,rush_td,0,,,,,
player,201510250det,min,WrigJa02,rush_long,0,,,,,
player,201510250det,min,WrigJa02,targets,6,,,,,
player,201510250det,min,WrigJa02,rec,3,,,,,
player,201510250det,min,WrigJa02,rec_yds,31,,,,,
player,201510250det,min,WrigJa02,rec_td,0,,,,,
player,201510250det,min,WrigJa02,rec_long,16,,,,,
player,201510250det,min,WrigJa02,fumbles,0,,,,,
player,201510250det,min,WrigJa02,fumbles_lost,0,,,,,
player,201510250det,min,ThieAd00,pass_cmp,0,,,,,
player,201510250det,min,ThieAd00,pass_att,0,,,,,
player,201510250det,min,ThieAd00,pass_yds,0,,,,,
player,201510250det,min,ThieAd00,pass_td,0,,,,,
player,201510250det,min,ThieAd00,pass_int,0,,,,,
player,201510250det,min,ThieAd00,pass_sacked,0,,,,,
player,201510250det,min,ThieAd00,pass_sacked_yds,0,,,,,
player,201510250det,min,ThieAd00,pass_long,0,,,,,
player,201510250det,min,ThieAd00,pass_rating,,,,,,
