game,2015,12,20151129,201511290den,nwe,"New England Patriots",24,den,"Denver Broncos",30
team,201511290den,nwe,First Downs,16,,,,,,
team,201511290den,den,First Downs,23,,,,,,
team,201511290den,nwe,Rush-Yds-TDs,16-39-0,,,,,,
team,201511290den,den,Rush-Yds-TDs,32-179-3,,,,,,
team,201511290den,nwe,Cmp-Att-Yd-TD-INT,23-42-280-3-0,,,,,,
team,201511290den,den,Cmp-Att-Yd-TD-INT,23-42-270-1-1,,,,,,
team,201511290den,nwe,Sacked-Yards,3-18,,,,,,
team,201511290den,den,Sacked-Yards,3-16,,,,,,
team,201511290den,nwe,Net Pass Yards,262,,,,,,
team,201511290den,den,Net Pass Yards,254,,,,,,
team,201511290den,nwe,Total Yards,301,,,,,,
team,201511290den,den,Total Yards,433,,,,,,
team,201511290den,nwe,Fumbles-Lost,1-1,,,,,,
team,201511290den,den,Fumbles-Lost,2-0,,,,,,
team,201511290den,nwe,Turnovers,1,,,,,,
team,201511290den,den,Turnovers,1,,,,,,
team,201511290den,nwe,Penalties-Yards,5-47,,,,,,
team,201511290den,den,Penalties-Yards,6-46,,,,,,
team,201511290den,nwe,Third Down Conv.,2-13,,,,,,
team,201511290den,den,Third Down Conv.,4-16,,,,,,
team,201511290den,nwe,Fourth Down Conv.,0-1,,,,,,
team,201511290den,den,Fourth Down Conv.,1-1,,,,,,
team,201511290den,nwe,Time of Possession,25:57,,,,,,
team,201511290den,den,Time of Possession,36:31,,,,,,
player,201511290den,nwe,BradTo00,pass_cmp,23,,,,,
player,201511290den,nwe,BradTo00,pass_att,42,,,,,
player,201511290den,nwe,BradTo00,pass_yds,280,,,,,
player,201511290den,nwe,BradTo00,pass_td,3,,,,,
player,201511290den,nwe,BradTo00,pass_int,0,,,,,
player,201511290den,nwe,BradTo00,pass_sacked,3,,,,,
player,201511290den,nwe,BradTo00,pass_sacked_yds,18,,,,,
player,201511290den,nwe,BradTo00,pass_long,63,,,,,
player,201511290den,nwe,BradTo00,pass_rating,99.3,,,,,
player,201511290den,nwe,BradTo00,rush_att,0,,,,,
player,201511290den,nwe,BradTo00,rush_yds,0,,,,,
player,201511290den,nwe,BradTo00,rush_td,0,,,,,
player,201511290den,nwe,BradTo00,rush_long,0,,,,,
player,201511290den,nwe,BradTo00,targets,0,,,,,
player,201511290den,nwe,BradTo00,rec,0,,,,,
player,201511290den,nwe,BradTo00,rec_yds,0,,,,,
player,201511290den,nwe,BradTo00,rec_td,0,,,,,
player,201511290den,nwe,BradTo00,rec_long,0,,,,,
player,201511290den,nwe,BradTo00,fumbles,0,,,,,
player,201511290den,nwe,BradTo00,fumbles_lost,0,,,,,
player,201511290den,nwe,BlouLe00,pass_cmp,0,,,,,
player,201511290den,nwe,BlouLe00,pass_att,0,,,,,
player,201511290den,nwe,BlouLe00,pass_yds,0,,,,,
player,201511290den,nwe,BlouLe00,pass_td,0,,,,,
player,201511290den,nwe,BlouLe00,pass_int,0,,,,,
player,201511290den,nwe,BlouLe00,pass_sacked,0,,,,,
player,201511290den,nwe,BlouLe00,pass_sacked_yds,0,,,,,
player,201511290den,nwe,BlouLe00,pass_long,0,,,,,
player,201511290den,nwe,BlouLe00,pass_rating,,,,,,
player,201511290den,nwe,BlouLe00,rush_att,9,,,,,
player,201511290den,nwe,BlouLe00,rush_yds,27,,,,,
player,201511290den,nwe,BlouLe00,rush_td,0,,,,,
player,201511290den,nwe,BlouLe00,rush_long,9,,,,,
player,201511290den,nwe,BlouLe00,targets,0,,,,,
player,201511290den,nwe,BlouLe00,rec,0,,,,,
player,201511290den,nwe,BlouLe00,rec_yds,0,,,,,
player,201511290den,nwe,BlouLe00,rec_td,0,,,,,
player,201511290den,nwe,BlouLe00,rec_long,0,,,,,
player,201511290den,nwe,BlouLe00,fumbles,0,,,,,
player,201511290den,nwe,BlouLe00,fumbles_lost,0,,,,,
player,201511290den,nwe,BoldBr00,pass_cmp,0,,,,,
player,201511290den,nwe,BoldBr00,pass_att,0,,,,,
player,201511290den,nwe,BoldBr00,pass_yds,0,,,,,
player,201511290den,nwe,BoldBr00,pass_td,0,,,,,
player,201511290den,nwe,BoldBr00,pass_int,0,,,,,
player,201511290den,nwe,BoldBr00,pass_sacked,0,,,,,
player,201511290den,nwe,BoldBr00,pass_sacked_yds,0,,,,,
player,201511290den,nwe,BoldBr00,pass_long,0,,,,,
player,201511290den,nwe,BoldBr00,pass_rating,,,,,,
player,201511290den,nwe,BoldBr00,rush_att,4,,,,,
player,201511290den,nwe,BoldBr00,rush_yds,11,,,,,
player,201511290den,nwe,BoldBr00,rush_td,0,,,,,
player,201511290den,nwe,BoldBr00,rush_long,9,,,,,
player,201511290den,nwe,BoldBr00,targets,4,,,,,
player,201511290den,nwe,BoldBr00,rec,4,,,,,
player,201511290den,nwe,BoldBr00,rec_yds,84,,,,,
player,201511290den,nwe,BoldBr00,rec_td,1,,,,,
player,201511290den,nwe,BoldBr00,rec_long,63,,,,,
player,201511290den,nwe,BoldBr00,fumbles,0,,,,,
player,201511290den,nwe,BoldBr00,fumbles_lost,0,,,,,
player,201511290den,nwe,WhitJa02,pass_cmp,0,,,,,
player,201511290den,nwe,WhitJa02,pass_att,0,,,,,
player,201511290den,nwe,WhitJa02,pass_yds,0,,,,,
player,201511290den,nwe,WhitJa02,pass_td,0,,,,,
player,201511290den,nwe,WhitJa02,pass_int,0,,,,,
player,201511290den,nwe,WhitJa02,pass_sacked,0,,,,,
player,201511290den,nwe,WhitJa02,pass_sacked_yds,0,,,,,
player,201511290den,nwe,WhitJa02,pass_long,0,,,,,
player,201511290den,nwe,WhitJa02,pass_rating,,,,,,
player,201511290den,nwe,WhitJa02,rush_att,3,,,,,
player,201511290den,nwe,WhitJa02,rush_yds,1,,,,,
player,201511290den,nwe,WhitJa02,rush_td,0,,,,,
player,201511290den,nwe,WhitJa02,rush_long,1,,,,,
